_step,ep_info/total,seed,method
83999,3501.05612985216,1802391005,Base SO RL
84999,3581.535521118116,1802391005,Base SO RL
85999,3667.6041782300954,1802391005,Base SO RL
86999,3661.14289940444,1802391005,Base SO RL
87999,3691.933290266602,1802391005,Base SO RL
88999,3663.145783193305,1802391005,Base SO RL
89999,3760.2811259509967,1802391005,Base SO RL
90999,3737.971203632912,1802391005,Base SO RL
91999,3775.151970599076,1802391005,Base SO RL
92999,3834.45433762754,1802391005,Base SO RL
93999,3930.617641275118,1802391005,Base SO RL
94999,3986.933167818132,1802391005,Base SO RL
95999,4089.640376495405,1802391005,Base SO RL
96999,4124.082950904032,1802391005,Base SO RL
97999,4201.728289334908,1802391005,Base SO RL
98999,4188.869557683388,1802391005,Base SO RL
99999,4358.300889135951,1802391005,Base SO RL
100999,4370.486556350076,1802391005,Base SO RL
101999,4462.777319717741,1802391005,Base SO RL
102999,4386.985749127331,1802391005,Base SO RL
103999,4673.933821257267,1802391005,Base SO RL
104999,4714.377817429089,1802391005,Base SO RL
105999,4723.951854406701,1802391005,Base SO RL
106999,4788.731546131886,1802391005,Base SO RL
107999,4725.713853347434,1802391005,Base SO RL
108999,4735.983421977064,1802391005,Base SO RL
109999,4808.984672571609,1802391005,Base SO RL
110999,4772.390033204082,1802391005,Base SO RL
111999,5198.5776493961785,1802391005,Base SO RL
112999,5140.907570703122,1802391005,Base SO RL
113999,5018.926535528569,1802391005,Base SO RL
114999,5311.017069197669,1802391005,Base SO RL
115999,5312.2181571164165,1802391005,Base SO RL
116999,5373.98204913152,1802391005,Base SO RL
117999,5300.381258362357,1802391005,Base SO RL
118999,5445.515781710027,1802391005,Base SO RL
119999,5408.761456690822,1802391005,Base SO RL
120999,5561.329641146132,1802391005,Base SO RL
121999,5664.668989219567,1802391005,Base SO RL
122999,5691.300260254092,1802391005,Base SO RL
123999,5504.896049708898,1802391005,Base SO RL
124999,5787.928188425917,1802391005,Base SO RL
125999,5666.376578976367,1802391005,Base SO RL
126999,5894.29138049548,1802391005,Base SO RL
127999,5768.058765061401,1802391005,Base SO RL
128999,5779.982692829256,1802391005,Base SO RL
129999,5911.207283922541,1802391005,Base SO RL
130999,5805.710665483433,1802391005,Base SO RL
131999,6036.88040931553,1802391005,Base SO RL
132999,5748.24676817512,1802391005,Base SO RL
133999,5903.786657569703,1802391005,Base SO RL
134999,6189.4009896380285,1802391005,Base SO RL
135999,6239.829537042698,1802391005,Base SO RL
136999,6174.250401298846,1802391005,Base SO RL
137999,6090.241611887074,1802391005,Base SO RL
138999,6071.00352867328,1802391005,Base SO RL
139999,6289.837478844293,1802391005,Base SO RL
140999,6301.924981630868,1802391005,Base SO RL
141999,6215.103886967243,1802391005,Base SO RL
142999,6299.907361844733,1802391005,Base SO RL
143999,6296.695495063214,1802391005,Base SO RL
144999,6215.693153864551,1802391005,Base SO RL
145999,6345.211461227557,1802391005,Base SO RL
146999,6251.850028702199,1802391005,Base SO RL
147999,6331.571460541589,1802391005,Base SO RL
148999,6404.537354962743,1802391005,Base SO RL
149999,6410.387667627727,1802391005,Base SO RL
150999,6469.23070774191,1802391005,Base SO RL
151999,6607.96872072128,1802391005,Base SO RL
152999,6556.070756012791,1802391005,Base SO RL
153999,6329.669241294309,1802391005,Base SO RL
154999,6511.74875511721,1802391005,Base SO RL
155999,6453.462560390653,1802391005,Base SO RL
156999,6596.5681940608965,1802391005,Base SO RL
157999,6685.546432207588,1802391005,Base SO RL
158999,6573.663455367399,1802391005,Base SO RL
159999,6621.692005558674,1802391005,Base SO RL
160999,6672.6667897865045,1802391005,Base SO RL
161999,6582.517029853033,1802391005,Base SO RL
162999,6613.638923299808,1802391005,Base SO RL
163999,6662.517152346765,1802391005,Base SO RL
164999,6675.589764371312,1802391005,Base SO RL
165999,6714.393990271527,1802391005,Base SO RL
166999,6722.453940266015,1802391005,Base SO RL
167999,6810.653042738623,1802391005,Base SO RL
168999,6700.266331773036,1802391005,Base SO RL
169999,6714.561874587434,1802391005,Base SO RL
170999,6731.060705820848,1802391005,Base SO RL
171999,6772.889358836488,1802391005,Base SO RL
172999,6754.343946785782,1802391005,Base SO RL
173999,6766.856187016624,1802391005,Base SO RL
174999,6721.366323600551,1802391005,Base SO RL
175999,6706.859651340823,1802391005,Base SO RL
176999,6746.513697901181,1802391005,Base SO RL
177999,6775.985070386494,1802391005,Base SO RL
178999,6720.4545857468565,1802391005,Base SO RL
179999,6676.390825680743,1802391005,Base SO RL
180999,6755.160699346114,1802391005,Base SO RL
181999,6818.536840682852,1802391005,Base SO RL
182999,6807.322831310319,1802391005,Base SO RL
183999,6929.108543453597,1802391005,Base SO RL
184999,6704.5214229589965,1802391005,Base SO RL
185999,6695.794455896291,1802391005,Base SO RL
186999,6766.76437240506,1802391005,Base SO RL
187999,6905.679295551295,1802391005,Base SO RL
188999,6849.112740474797,1802391005,Base SO RL
189999,6973.58805702694,1802391005,Base SO RL
190999,6835.460690193519,1802391005,Base SO RL
191999,6708.4961647140535,1802391005,Base SO RL
192999,6808.189003625734,1802391005,Base SO RL
193999,6829.308145223926,1802391005,Base SO RL
194999,6852.693950901857,1802391005,Base SO RL
195999,6728.731363135378,1802391005,Base SO RL
196999,6751.954678330625,1802391005,Base SO RL
197999,7038.88696176179,1802391005,Base SO RL
198999,6855.491541989435,1802391005,Base SO RL
199999,6993.791814701754,1802391005,Base SO RL
200999,6769.42442226744,1802391005,Base SO RL
201999,6991.055954286831,1802391005,Base SO RL
202999,6783.242115552931,1802391005,Base SO RL
203999,6856.673725700173,1802391005,Base SO RL
204999,6958.673734073304,1802391005,Base SO RL
205999,6899.684559357716,1802391005,Base SO RL
206999,6997.134308007972,1802391005,Base SO RL
207999,6976.05510547798,1802391005,Base SO RL
208999,6908.300108877529,1802391005,Base SO RL
209999,6895.162352552492,1802391005,Base SO RL
210999,6893.672856631983,1802391005,Base SO RL
211999,6995.163453227004,1802391005,Base SO RL
212999,6970.232399167795,1802391005,Base SO RL
213999,6976.168374351318,1802391005,Base SO RL
214999,6942.201575380573,1802391005,Base SO RL
215999,7042.441515908115,1802391005,Base SO RL
216999,7010.338595143718,1802391005,Base SO RL
217999,6888.375791471021,1802391005,Base SO RL
218999,6731.946456565055,1802391005,Base SO RL
219999,6930.408667185028,1802391005,Base SO RL
220999,6881.989229236049,1802391005,Base SO RL
221999,6850.721361116164,1802391005,Base SO RL
222999,7088.647174471908,1802391005,Base SO RL
223999,7002.536008971971,1802391005,Base SO RL
224999,7055.924826688695,1802391005,Base SO RL
225999,6977.529592057537,1802391005,Base SO RL
226999,7072.240695914848,1802391005,Base SO RL
227999,7150.383695898076,1802391005,Base SO RL
228999,7044.643925936,1802391005,Base SO RL
229999,7072.5001228969,1802391005,Base SO RL
230999,7078.063553952348,1802391005,Base SO RL
231999,7031.958602721043,1802391005,Base SO RL
232999,7022.380805587982,1802391005,Base SO RL
233999,7077.284616964883,1802391005,Base SO RL
234999,7091.204308704082,1802391005,Base SO RL
235999,7127.454706999696,1802391005,Base SO RL
236999,7096.091225156642,1802391005,Base SO RL
237999,7124.125276366169,1802391005,Base SO RL
238999,6881.244470777408,1802391005,Base SO RL
239999,7054.033836639876,1802391005,Base SO RL
240999,7003.824578371314,1802391005,Base SO RL
241999,7063.2185477244375,1802391005,Base SO RL
242999,7149.89347163177,1802391005,Base SO RL
243999,7182.659179446024,1802391005,Base SO RL
244999,7179.619631978908,1802391005,Base SO RL
245999,7009.680583174193,1802391005,Base SO RL
246999,7141.266863378574,1802391005,Base SO RL
247999,7013.72298645417,1802391005,Base SO RL
248999,7128.40726195039,1802391005,Base SO RL
249999,7247.960400321679,1802391005,Base SO RL
250999,7280.430104475973,1802391005,Base SO RL
251999,7043.595150147207,1802391005,Base SO RL
252999,7257.005513618166,1802391005,Base SO RL
253999,7108.860762142466,1802391005,Base SO RL
254999,7224.611400808744,1802391005,Base SO RL
255999,7167.736131330848,1802391005,Base SO RL
256999,7046.470524822957,1802391005,Base SO RL
257999,7266.875563084998,1802391005,Base SO RL
258999,7312.459116575828,1802391005,Base SO RL
259999,7071.365167399823,1802391005,Base SO RL
260999,7191.73178705486,1802391005,Base SO RL
261999,7305.427609022088,1802391005,Base SO RL
262999,7324.920947709314,1802391005,Base SO RL
263999,7275.275108087432,1802391005,Base SO RL
264999,7167.967717598712,1802391005,Base SO RL
265999,7174.153037355427,1802391005,Base SO RL
266999,7249.1074877768915,1802391005,Base SO RL
267999,7279.409568607047,1802391005,Base SO RL
268999,7225.180281984813,1802391005,Base SO RL
269999,7299.666429436323,1802391005,Base SO RL
270999,7217.097160247111,1802391005,Base SO RL
271999,7331.733960283565,1802391005,Base SO RL
272999,7288.707724435468,1802391005,Base SO RL
273999,7209.750057010024,1802391005,Base SO RL
274999,7222.452478078184,1802391005,Base SO RL
275999,7267.450530962848,1802391005,Base SO RL
276999,7319.048131397874,1802391005,Base SO RL
277999,7315.662740365613,1802391005,Base SO RL
278999,7215.409286125152,1802391005,Base SO RL
279999,7301.086509230487,1802391005,Base SO RL
280999,7298.788444552888,1802391005,Base SO RL
281999,7430.136229241939,1802391005,Base SO RL
282999,7339.524338507961,1802391005,Base SO RL
283999,7366.226995871892,1802391005,Base SO RL
284999,7332.368505937,1802391005,Base SO RL
285999,7358.172991400741,1802391005,Base SO RL
286999,7432.564466507861,1802391005,Base SO RL
287999,7300.891663863212,1802391005,Base SO RL
288999,7382.185744523406,1802391005,Base SO RL
289999,7322.785724862709,1802391005,Base SO RL
290999,7394.975927849992,1802391005,Base SO RL
291999,7289.309917668689,1802391005,Base SO RL
292999,7411.742983677569,1802391005,Base SO RL
293999,7298.586745355206,1802391005,Base SO RL
294999,7282.838970796232,1802391005,Base SO RL
295999,7395.373841567265,1802391005,Base SO RL
296999,7138.567196046858,1802391005,Base SO RL
297999,7305.121560278458,1802391005,Base SO RL
298999,7348.334787088587,1802391005,Base SO RL
299999,7392.16878238617,1802391005,Base SO RL
300999,7190.4488693901785,1802391005,Base SO RL
301999,7478.194643608851,1802391005,Base SO RL
302999,7390.646826752974,1802391005,Base SO RL
303999,7370.291201879706,1802391005,Base SO RL
304999,7432.354418018289,1802391005,Base SO RL
305999,7337.066704987757,1802391005,Base SO RL
306999,7379.693798773327,1802391005,Base SO RL
307999,7468.730652623313,1802391005,Base SO RL
308999,7477.697524689395,1802391005,Base SO RL
309999,7467.02492731899,1802391005,Base SO RL
310999,7619.858121966561,1802391005,Base SO RL
311999,7555.70108823772,1802391005,Base SO RL
312999,7507.859905034218,1802391005,Base SO RL
313999,7441.074312065079,1802391005,Base SO RL
314999,7612.785441384135,1802391005,Base SO RL
315999,7643.016935630536,1802391005,Base SO RL
316999,7437.751588567026,1802391005,Base SO RL
317999,7599.460393318859,1802391005,Base SO RL
318999,7606.602448426131,1802391005,Base SO RL
319999,7555.208100525403,1802391005,Base SO RL
320999,7613.030995747211,1802391005,Base SO RL
321999,7651.583163107252,1802391005,Base SO RL
322999,7540.666837069388,1802391005,Base SO RL
323999,7650.897401824822,1802391005,Base SO RL
324999,7650.099553126042,1802391005,Base SO RL
325999,7720.217200631168,1802391005,Base SO RL
326999,7761.317006652722,1802391005,Base SO RL
327999,7704.787855919538,1802391005,Base SO RL
328999,7673.106575202933,1802391005,Base SO RL
329999,7749.910002561842,1802391005,Base SO RL
330999,7678.441086681194,1802391005,Base SO RL
331999,7786.458473763762,1802391005,Base SO RL
332999,7682.415065661305,1802391005,Base SO RL
333999,7585.478476610009,1802391005,Base SO RL
334999,7682.420629609305,1802391005,Base SO RL
335999,7630.73121483054,1802391005,Base SO RL
336999,7810.845523628192,1802391005,Base SO RL
337999,7693.355738004703,1802391005,Base SO RL
338999,7675.5803124604945,1802391005,Base SO RL
339999,7681.153622439724,1802391005,Base SO RL
340999,7712.262604871803,1802391005,Base SO RL
341999,7721.763204444811,1802391005,Base SO RL
342999,7811.889435257101,1802391005,Base SO RL
343999,7810.604272505928,1802391005,Base SO RL
344999,7798.346041567476,1802391005,Base SO RL
345999,7748.085795225724,1802391005,Base SO RL
346999,7932.093301666519,1802391005,Base SO RL
347999,7687.498245925788,1802391005,Base SO RL
348999,7844.081871346616,1802391005,Base SO RL
349999,7859.56823150387,1802391005,Base SO RL
350999,7676.902233077896,1802391005,Base SO RL
351999,7751.968075644607,1802391005,Base SO RL
352999,7641.157584220768,1802391005,Base SO RL
353999,7852.309028701338,1802391005,Base SO RL
354999,7816.448437063352,1802391005,Base SO RL
355999,7752.1095141795395,1802391005,Base SO RL
356999,8025.133819099008,1802391005,Base SO RL
357999,7866.860800753657,1802391005,Base SO RL
358999,7756.271216977696,1802391005,Base SO RL
359999,7835.700703431861,1802391005,Base SO RL
360999,7753.199650521136,1802391005,Base SO RL
361999,7777.553426707266,1802391005,Base SO RL
362999,7842.516934358967,1802391005,Base SO RL
363999,7807.443790599832,1802391005,Base SO RL
364999,7916.2609025130705,1802391005,Base SO RL
365999,7891.317220363464,1802391005,Base SO RL
366999,8033.755495448305,1802391005,Base SO RL
367999,7960.537738760928,1802391005,Base SO RL
368999,7850.833084091836,1802391005,Base SO RL
369999,8004.086021278303,1802391005,Base SO RL
370999,7984.898689440665,1802391005,Base SO RL
371999,7924.878595120837,1802391005,Base SO RL
372999,8011.412728248578,1802391005,Base SO RL
373999,7925.896982220103,1802391005,Base SO RL
374999,7972.082720190789,1802391005,Base SO RL
375999,7926.172420243038,1802391005,Base SO RL
376999,7901.342844315696,1802391005,Base SO RL
377999,8081.608410380129,1802391005,Base SO RL
378999,7947.597360275777,1802391005,Base SO RL
379999,7905.279011088775,1802391005,Base SO RL
380999,7941.344552040358,1802391005,Base SO RL
381999,7902.462126262012,1802391005,Base SO RL
382999,7566.38160153994,1802391005,Base SO RL
383999,7947.693517744401,1802391005,Base SO RL
384999,7903.146526061777,1802391005,Base SO RL
385999,8054.761175552302,1802391005,Base SO RL
386999,7991.709571279393,1802391005,Base SO RL
387999,7875.001970769014,1802391005,Base SO RL
388999,7953.542419548227,1802391005,Base SO RL
389999,7907.253066064179,1802391005,Base SO RL
390999,7627.051332296094,1802391005,Base SO RL
391999,7779.854183211811,1802391005,Base SO RL
392999,8084.543462007922,1802391005,Base SO RL
393999,8108.031283146437,1802391005,Base SO RL
394999,7929.910427442014,1802391005,Base SO RL
395999,8048.584684236684,1802391005,Base SO RL
396999,7955.369666644461,1802391005,Base SO RL
397999,8069.372305403986,1802391005,Base SO RL
398999,8138.140324883304,1802391005,Base SO RL
399999,7829.95551805755,1802391005,Base SO RL
400999,7850.521290880251,1802391005,Base SO RL
401999,8001.698911065902,1802391005,Base SO RL
402999,7989.985579808611,1802391005,Base SO RL
403999,7963.601027856606,1802391005,Base SO RL
404999,8029.193538964103,1802391005,Base SO RL
405999,8022.078339679184,1802391005,Base SO RL
406999,8018.132913269786,1802391005,Base SO RL
407999,7940.649690327156,1802391005,Base SO RL
408999,7967.853620203653,1802391005,Base SO RL
409999,8034.091670327382,1802391005,Base SO RL
410999,7657.356448881357,1802391005,Base SO RL
411999,8180.059833501707,1802391005,Base SO RL
412999,7997.488540865622,1802391005,Base SO RL
413999,8109.484429550002,1802391005,Base SO RL
414999,8090.598409270078,1802391005,Base SO RL
415999,7717.844799139496,1802391005,Base SO RL
416999,8153.538657917625,1802391005,Base SO RL
417999,7905.719453133381,1802391005,Base SO RL
418999,7938.226413665727,1802391005,Base SO RL
419999,7788.196280558059,1802391005,Base SO RL
420999,8048.443645806506,1802391005,Base SO RL
421999,7800.290922222875,1802391005,Base SO RL
422999,7898.176741793052,1802391005,Base SO RL
423999,8071.170875143273,1802391005,Base SO RL
424999,8023.626023914696,1802391005,Base SO RL
425999,7986.407790080233,1802391005,Base SO RL
426999,8137.394373908578,1802391005,Base SO RL
427999,8152.211703596642,1802391005,Base SO RL
428999,7922.607827211643,1802391005,Base SO RL
429999,7982.994275992783,1802391005,Base SO RL
430999,7976.685972750615,1802391005,Base SO RL
431999,7929.714431747996,1802391005,Base SO RL
432999,8021.915322364314,1802391005,Base SO RL
433999,7967.869531610939,1802391005,Base SO RL
434999,8117.615823355219,1802391005,Base SO RL
435999,8097.868271547355,1802391005,Base SO RL
436999,7961.328796811375,1802391005,Base SO RL
437999,2983.180115592735,1802391005,Base SO RL
438999,7883.166206457228,1802391005,Base SO RL
439999,8059.772540030591,1802391005,Base SO RL
440999,7915.46731799943,1802391005,Base SO RL
441999,7790.823766917656,1802391005,Base SO RL
442999,8172.07362444626,1802391005,Base SO RL
443999,8010.00169174039,1802391005,Base SO RL
444999,7910.131281330103,1802391005,Base SO RL
445999,8031.021574686793,1802391005,Base SO RL
446999,8177.897722929128,1802391005,Base SO RL
447999,8160.519247928501,1802391005,Base SO RL
448999,7905.598929195509,1802391005,Base SO RL
449999,8094.612414134037,1802391005,Base SO RL
450999,8089.89391393025,1802391005,Base SO RL
451999,8229.94399371985,1802391005,Base SO RL
452999,8099.973919019951,1802391005,Base SO RL
453999,8247.224337013748,1802391005,Base SO RL
454999,8155.157158676166,1802391005,Base SO RL
455999,8187.815033097218,1802391005,Base SO RL
456999,8218.464374131137,1802391005,Base SO RL
457999,7962.418539192693,1802391005,Base SO RL
458999,8340.159117194335,1802391005,Base SO RL
459999,8317.478568084629,1802391005,Base SO RL
460999,8135.292975855336,1802391005,Base SO RL
461999,8189.01748928032,1802391005,Base SO RL
462999,8161.871156330517,1802391005,Base SO RL
463999,8034.671094786449,1802391005,Base SO RL
464999,8241.200615759253,1802391005,Base SO RL
465999,8192.80596256016,1802391005,Base SO RL
466999,8229.574785294748,1802391005,Base SO RL
467999,8191.565008867912,1802391005,Base SO RL
468999,8269.895053091815,1802391005,Base SO RL
469999,8307.63002525528,1802391005,Base SO RL
470999,8059.529718955501,1802391005,Base SO RL
471999,8116.464592238864,1802391005,Base SO RL
472999,7995.759451655918,1802391005,Base SO RL
473999,8363.455211505603,1802391005,Base SO RL
474999,8134.3263006167,1802391005,Base SO RL
475999,8005.523281591591,1802391005,Base SO RL
476999,8113.651216039454,1802391005,Base SO RL
477999,6462.483368210505,1802391005,Base SO RL
478999,8133.499751261759,1802391005,Base SO RL
479999,8102.198324167034,1802391005,Base SO RL
480999,8257.294970173481,1802391005,Base SO RL
481999,8256.688081405731,1802391005,Base SO RL
482999,8079.611921962197,1802391005,Base SO RL
483999,8131.609599742544,1802391005,Base SO RL
484999,8197.48588770776,1802391005,Base SO RL
485999,8262.326025603365,1802391005,Base SO RL
486999,8102.096031091277,1802391005,Base SO RL
487999,8042.136837731074,1802391005,Base SO RL
488999,7885.741993523166,1802391005,Base SO RL
489999,7940.559377943413,1802391005,Base SO RL
490999,7773.230791126698,1802391005,Base SO RL
491999,5084.073241388842,1802391005,Base SO RL
492999,7650.445902197539,1802391005,Base SO RL
493999,7132.056356231878,1802391005,Base SO RL
494999,7662.1926393353215,1802391005,Base SO RL
495999,7841.589976611973,1802391005,Base SO RL
496999,7707.135384193467,1802391005,Base SO RL
497999,8167.56718372582,1802391005,Base SO RL
498999,7751.507084684056,1802391005,Base SO RL
499999,7975.372535214941,1802391005,Base SO RL
999,-138.7674268848102,1802391004,Base SO RL
1999,-375.43791690557066,1802391004,Base SO RL
2999,-431.180690274351,1802391004,Base SO RL
3999,-308.4498803573463,1802391004,Base SO RL
4999,-342.2427428269561,1802391004,Base SO RL
5999,-215.406211368956,1802391004,Base SO RL
6999,-379.1432501802,1802391004,Base SO RL
7999,-181.25469861985584,1802391004,Base SO RL
8999,-272.9317369397243,1802391004,Base SO RL
9999,-364.92727533682864,1802391004,Base SO RL
10999,-323.1253752495989,1802391004,Base SO RL
11999,-392.0485611240401,1802391004,Base SO RL
12999,-356.44318733058446,1802391004,Base SO RL
13999,-192.8610151451068,1802391004,Base SO RL
14999,-391.8899972890426,1802391004,Base SO RL
15999,-135.6444670881469,1802391004,Base SO RL
16999,-147.01409417952362,1802391004,Base SO RL
17999,-197.86476534272208,1802391004,Base SO RL
18999,-179.77635758525113,1802391004,Base SO RL
19999,-145.38961692288143,1802391004,Base SO RL
20999,-73.92752760695126,1802391004,Base SO RL
21999,-28.83869891187404,1802391004,Base SO RL
22999,54.77722685445978,1802391004,Base SO RL
23999,71.87917819511074,1802391004,Base SO RL
24999,26.854741424364683,1802391004,Base SO RL
25999,129.5017778802407,1802391004,Base SO RL
26999,197.0320725764978,1802391004,Base SO RL
27999,329.06863989093864,1802391004,Base SO RL
28999,457.0366413860512,1802391004,Base SO RL
29999,588.8305630948507,1802391004,Base SO RL
30999,675.6500937539502,1802391004,Base SO RL
31999,868.6653292989458,1802391004,Base SO RL
32999,1051.3827002933997,1802391004,Base SO RL
33999,1172.399071881856,1802391004,Base SO RL
34999,1010.9118959930616,1802391004,Base SO RL
35999,264.1120891299256,1802391004,Base SO RL
36999,247.0723236620963,1802391004,Base SO RL
37999,141.02081990246762,1802391004,Base SO RL
38999,478.1825548452355,1802391004,Base SO RL
39999,1611.12111998384,1802391004,Base SO RL
40999,2009.8466582775904,1802391004,Base SO RL
41999,2081.843167404585,1802391004,Base SO RL
42999,2169.4665520499984,1802391004,Base SO RL
43999,2187.421632750943,1802391004,Base SO RL
44999,2321.906469390461,1802391004,Base SO RL
45999,2255.702160102124,1802391004,Base SO RL
46999,2366.542121505156,1802391004,Base SO RL
47999,2417.9758873102915,1802391004,Base SO RL
48999,2425.9960137549742,1802391004,Base SO RL
49999,2475.892851200264,1802391004,Base SO RL
50999,2513.835339547081,1802391004,Base SO RL
51999,2559.2816392453446,1802391004,Base SO RL
52999,2651.695614590882,1802391004,Base SO RL
53999,2657.071230981264,1802391004,Base SO RL
54999,2757.161796476877,1802391004,Base SO RL
55999,2766.9235527144297,1802391004,Base SO RL
56999,2900.512150828958,1802391004,Base SO RL
57999,2920.2585864269718,1802391004,Base SO RL
58999,2896.92370567583,1802391004,Base SO RL
59999,2962.0676210742404,1802391004,Base SO RL
60999,3031.212119728175,1802391004,Base SO RL
61999,3053.266188956043,1802391004,Base SO RL
62999,3113.27518794468,1802391004,Base SO RL
63999,3096.387377014179,1802391004,Base SO RL
64999,3230.409276578331,1802391004,Base SO RL
65999,3231.1220079955174,1802391004,Base SO RL
66999,3313.230854864109,1802391004,Base SO RL
67999,3361.68015762817,1802391004,Base SO RL
68999,3382.102526729809,1802391004,Base SO RL
69999,3400.659872140022,1802391004,Base SO RL
70999,3425.052391131423,1802391004,Base SO RL
71999,3470.1009065334274,1802391004,Base SO RL
72999,3446.0542445694223,1802391004,Base SO RL
73999,3517.57438550024,1802391004,Base SO RL
74999,3543.0406657998496,1802391004,Base SO RL
75999,3529.79832704579,1802391004,Base SO RL
76999,3540.1786188895912,1802391004,Base SO RL
77999,3579.9608144863955,1802391004,Base SO RL
78999,3583.6456046581616,1802391004,Base SO RL
79999,3583.9003104756125,1802391004,Base SO RL
80999,3637.623522556206,1802391004,Base SO RL
81999,3662.2014070726746,1802391004,Base SO RL
82999,3821.735555616289,1802391004,Base SO RL
83999,3744.250213523293,1802391004,Base SO RL
84999,3723.104670349052,1802391004,Base SO RL
85999,3838.8440584129953,1802391004,Base SO RL
86999,3925.040074908651,1802391004,Base SO RL
87999,3882.245265118783,1802391004,Base SO RL
88999,3913.533154933522,1802391004,Base SO RL
89999,3984.957923870729,1802391004,Base SO RL
90999,3967.8346410062577,1802391004,Base SO RL
91999,4083.751563596736,1802391004,Base SO RL
92999,4156.753296918347,1802391004,Base SO RL
93999,4042.730370679741,1802391004,Base SO RL
94999,4111.980975840616,1802391004,Base SO RL
95999,4345.200044848603,1802391004,Base SO RL
96999,4333.629489709201,1802391004,Base SO RL
97999,4299.290955413895,1802391004,Base SO RL
98999,4408.926180374091,1802391004,Base SO RL
99999,4453.399261666102,1802391004,Base SO RL
100999,4275.236944391093,1802391004,Base SO RL
101999,4527.428371234961,1802391004,Base SO RL
102999,4641.656840309823,1802391004,Base SO RL
