_step,ep_info/Goal,seed,method
184149,0,1787866245,Base SO RL
184169,0,1787866245,Base SO RL
184289,0,1787866245,Base SO RL
184429,0,1787866245,Base SO RL
184441,0,1787866245,Base SO RL
184624,0,1787866245,Base SO RL
184750,0,1787866245,Base SO RL
184969,0,1787866245,Base SO RL
185024,0,1787866245,Base SO RL
185196,0,1787866245,Base SO RL
185209,0,1787866245,Base SO RL
185337,0,1787866245,Base SO RL
185414,0,1787866245,Base SO RL
185435,0,1787866245,Base SO RL
185436,0,1787866245,Base SO RL
185566,1,1787866245,Base SO RL
185755,0,1787866245,Base SO RL
185765,0,1787866245,Base SO RL
185824,0,1787866245,Base SO RL
185950,0,1787866245,Base SO RL
186169,0,1787866245,Base SO RL
186214,0,1787866245,Base SO RL
186280,-1,1787866245,Base SO RL
186350,0,1787866245,Base SO RL
186396,0,1787866245,Base SO RL
186399,-1,1787866245,Base SO RL
186441,0,1787866245,Base SO RL
186537,0,1787866245,Base SO RL
186555,0,1787866245,Base SO RL
186624,0,1787866245,Base SO RL
186633,0,1787866245,Base SO RL
186750,0,1787866245,Base SO RL
186796,0,1787866245,Base SO RL
186799,0,1787866245,Base SO RL
186875,0,1787866245,Base SO RL
186878,-1,1787866245,Base SO RL
186955,0,1787866245,Base SO RL
187187,0,1787866245,Base SO RL
187199,0,1787866245,Base SO RL
187320,1,1787866245,Base SO RL
187337,0,1787866245,Base SO RL
187355,0,1787866245,Base SO RL
187424,0,1787866245,Base SO RL
187544,0,1787866245,Base SO RL
187587,0,1787866245,Base SO RL
187596,0,1787866245,Base SO RL
187824,0,1787866245,Base SO RL
187894,0,1787866245,Base SO RL
187950,0,1787866245,Base SO RL
188008,0,1787866245,Base SO RL
188041,0,1787866245,Base SO RL
188155,0,1787866245,Base SO RL
188169,0,1787866245,Base SO RL
188236,0,1787866245,Base SO RL
188371,1,1787866245,Base SO RL
188396,0,1787866245,Base SO RL
188475,0,1787866245,Base SO RL
188555,0,1787866245,Base SO RL
188744,0,1787866245,Base SO RL
188808,0,1787866245,Base SO RL
188809,0,1787866245,Base SO RL
188920,0,1787866245,Base SO RL
188969,0,1787866245,Base SO RL
189435,0,1787866245,Base SO RL
189608,0,1787866245,Base SO RL
189755,0,1787866245,Base SO RL
189894,0,1787866245,Base SO RL
189950,0,1787866245,Base SO RL
190008,0,1787866245,Base SO RL
190041,0,1787866245,Base SO RL
190371,0,1787866245,Base SO RL
190405,0,1787866245,Base SO RL
190475,0,1787866245,Base SO RL
190577,1,1787866245,Base SO RL
190624,0,1787866245,Base SO RL
190771,0,1787866245,Base SO RL
190808,0,1787866245,Base SO RL
190841,0,1787866245,Base SO RL
190937,0,1787866245,Base SO RL
191377,0,1787866245,Base SO RL
191424,0,1787866245,Base SO RL
191480,0,1787866245,Base SO RL
191494,0,1787866245,Base SO RL
191609,0,1787866245,Base SO RL
191641,0,1787866245,Base SO RL
191755,0,1787866245,Base SO RL
191777,0,1787866245,Base SO RL
191814,0,1787866245,Base SO RL
191824,0,1787866245,Base SO RL
191880,0,1787866245,Base SO RL
191894,0,1787866245,Base SO RL
191950,0,1787866245,Base SO RL
191982,0,1787866245,Base SO RL
192107,0,1787866245,Base SO RL
192155,0,1787866245,Base SO RL
192174,0,1787866245,Base SO RL
192280,0,1787866245,Base SO RL
192350,0,1787866245,Base SO RL
192409,0,1787866245,Base SO RL
192577,0,1787866245,Base SO RL
192680,0,1787866245,Base SO RL
192805,0,1787866245,Base SO RL
192809,0,1787866245,Base SO RL
192826,-1,1787866245,Base SO RL
192875,0,1787866245,Base SO RL
192937,0,1787866245,Base SO RL
192955,0,1787866245,Base SO RL
193024,0,1787866245,Base SO RL
193035,0,1787866245,Base SO RL
193037,1,1787866245,Base SO RL
193320,0,1787866245,Base SO RL
193401,0,1787866245,Base SO RL
193437,0,1787866245,Base SO RL
193494,0,1787866245,Base SO RL
193720,0,1787866245,Base SO RL
193737,0,1787866245,Base SO RL
193755,0,1787866245,Base SO RL
193776,0,1787866245,Base SO RL
193894,0,1787866245,Base SO RL
194009,0,1787866245,Base SO RL
194201,0,1787866245,Base SO RL
194237,0,1787866245,Base SO RL
194248,0,1787866245,Base SO RL
194537,0,1787866245,Base SO RL
194545,0,1787866245,Base SO RL
194628,0,1787866245,Base SO RL
194635,0,1787866245,Base SO RL
194805,0,1787866245,Base SO RL
194809,0,1787866245,Base SO RL
195024,0,1787866245,Base SO RL
195087,1,1787866245,Base SO RL
195377,0,1787866245,Base SO RL
195388,0,1787866245,Base SO RL
195488,0,1787866245,Base SO RL
195494,-1,1787866245,Base SO RL
195547,1,1787866245,Base SO RL
195824,0,1787866245,Base SO RL
195848,0,1787866245,Base SO RL
196145,0,1787866245,Base SO RL
196188,0,1787866245,Base SO RL
196288,0,1787866245,Base SO RL
196393,0,1787866245,Base SO RL
196572,0,1787866245,Base SO RL
196681,0,1787866245,Base SO RL
196747,0,1787866245,Base SO RL
196988,0,1787866245,Base SO RL
197037,0,1787866245,Base SO RL
197087,0,1787866245,Base SO RL
197401,0,1787866245,Base SO RL
197437,0,1787866245,Base SO RL
197488,0,1787866245,Base SO RL
197493,0,1787866245,Base SO RL
197755,0,1787866245,Base SO RL
197824,0,1787866245,Base SO RL
197837,0,1787866245,Base SO RL
197966,1,1787866245,Base SO RL
198224,0,1787866245,Base SO RL
198237,0,1787866245,Base SO RL
198248,0,1787866245,Base SO RL
198317,0,1787866245,Base SO RL
198555,0,1787866245,Base SO RL
198717,0,1787866245,Base SO RL
198877,1,1787866245,Base SO RL
198945,0,1787866245,Base SO RL
199088,0,1787866245,Base SO RL
199355,0,1787866245,Base SO RL
199372,0,1787866245,Base SO RL
199745,0,1787866245,Base SO RL
199755,0,1787866245,Base SO RL
199839,0,1787866245,Base SO RL
199947,0,1787866245,Base SO RL
199966,0,1787866245,Base SO RL
200172,0,1787866245,Base SO RL
200239,0,1787866245,Base SO RL
200248,0,1787866245,Base SO RL
200296,0,1787866245,Base SO RL
200317,0,1787866245,Base SO RL
200366,0,1787866245,Base SO RL
200477,0,1787866245,Base SO RL
200545,0,1787866245,Base SO RL
200600,0,1787866245,Base SO RL
200648,0,1787866245,Base SO RL
200694,0,1787866245,Base SO RL
200717,0,1787866245,Base SO RL
200869,0,1787866245,Base SO RL
200875,0,1787866245,Base SO RL
200877,0,1787866245,Base SO RL
200882,0,1787866245,Base SO RL
201039,0,1787866245,Base SO RL
201166,0,1787866245,Base SO RL
201198,0,1787866245,Base SO RL
201800,0,1787866245,Base SO RL
201839,0,1787866245,Base SO RL
202069,0,1787866245,Base SO RL
202366,0,1787866245,Base SO RL
202717,0,1787866245,Base SO RL
202736,0,1787866245,Base SO RL
203154,0,1787866245,Base SO RL
203233,0,1787866245,Base SO RL
203318,0,1787866245,Base SO RL
203345,0,1787866245,Base SO RL
203355,0,1787866245,Base SO RL
203400,0,1787866245,Base SO RL
203517,0,1787866245,Base SO RL
203644,0,1787866245,Base SO RL
203677,0,1787866245,Base SO RL
203766,0,1787866245,Base SO RL
203795,1,1787866245,Base SO RL
204009,0,1787866245,Base SO RL
204075,0,1787866245,Base SO RL
204152,0,1787866245,Base SO RL
204317,0,1787866245,Base SO RL
204437,0,1787866245,Base SO RL
204444,0,1787866245,Base SO RL
204471,0,1787866245,Base SO RL
204725,0,1787866245,Base SO RL
204918,0,1787866245,Base SO RL
205051,0,1787866245,Base SO RL
205077,1,1787866245,Base SO RL
205237,0,1787866245,Base SO RL
205271,0,1787866245,Base SO RL
205275,0,1787866245,Base SO RL
205532,1,1787866245,Base SO RL
205566,0,1787866245,Base SO RL
205752,0,1787866245,Base SO RL
205800,0,1787866245,Base SO RL
205935,0,1787866245,Base SO RL
205947,0,1787866245,Base SO RL
205979,0,1787866245,Base SO RL
206118,0,1787866245,Base SO RL
206362,-1,1787866245,Base SO RL
206555,0,1787866245,Base SO RL
206600,0,1787866245,Base SO RL
206639,0,1787866245,Base SO RL
206766,0,1787866245,Base SO RL
206779,0,1787866245,Base SO RL
206952,0,1787866245,Base SO RL
206955,0,1787866245,Base SO RL
206990,1,1787866245,Base SO RL
207125,0,1787866245,Base SO RL
207162,0,1787866245,Base SO RL
207179,0,1787866245,Base SO RL
207184,0,1787866245,Base SO RL
207237,0,1787866245,Base SO RL
207269,0,1787866245,Base SO RL
207352,0,1787866245,Base SO RL
207451,0,1787866245,Base SO RL
207566,0,1787866245,Base SO RL
207753,-1,1787866245,Base SO RL
207790,0,1787866245,Base SO RL
207800,0,1787866245,Base SO RL
207925,0,1787866245,Base SO RL
207979,0,1787866245,Base SO RL
208347,0,1787866245,Base SO RL
208471,0,1787866245,Base SO RL
208504,0,1787866245,Base SO RL
208553,0,1787866245,Base SO RL
208651,0,1787866245,Base SO RL
208746,0,1787866245,Base SO RL
208784,0,1787866245,Base SO RL
208871,0,1787866245,Base SO RL
208952,0,1787866245,Base SO RL
208953,0,1787866245,Base SO RL
209125,0,1787866245,Base SO RL
209184,0,1787866245,Base SO RL
209341,0,1787866245,Base SO RL
209390,0,1787866245,Base SO RL
209451,0,1787866245,Base SO RL
209546,0,1787866245,Base SO RL
209547,0,1787866245,Base SO RL
209579,0,1787866245,Base SO RL
210104,0,1787866245,Base SO RL
210138,0,1787866245,Base SO RL
210464,0,1787866245,Base SO RL
210759,1,1787866245,Base SO RL
210779,0,1787866245,Base SO RL
210917,0,1787866245,Base SO RL
210990,0,1787866245,Base SO RL
211051,0,1787866245,Base SO RL
211125,0,1787866245,Base SO RL
211179,0,1787866245,Base SO RL
211264,0,1787866245,Base SO RL
211651,1,1787866245,Base SO RL
211664,0,1787866245,Base SO RL
211779,0,1787866245,Base SO RL
211894,0,1787866245,Base SO RL
211925,0,1787866245,Base SO RL
211984,0,1787866245,Base SO RL
212071,0,1787866245,Base SO RL
212190,0,1787866245,Base SO RL
212538,0,1787866245,Base SO RL
212553,0,1787866245,Base SO RL
212590,0,1787866245,Base SO RL
212606,0,1787866245,Base SO RL
212664,0,1787866245,Base SO RL
212779,0,1787866245,Base SO RL
212979,0,1787866245,Base SO RL
212990,0,1787866245,Base SO RL
213064,0,1787866245,Base SO RL
213107,0,1787866245,Base SO RL
213264,0,1787866245,Base SO RL
213338,0,1787866245,Base SO RL
213353,0,1787866245,Base SO RL
213738,0,1787866245,Base SO RL
213753,0,1787866245,Base SO RL
213806,0,1787866245,Base SO RL
213829,0,1787866245,Base SO RL
214071,0,1787866245,Base SO RL
214104,0,1787866245,Base SO RL
214226,0,1787866245,Base SO RL
214307,0,1787866245,Base SO RL
214346,0,1787866245,Base SO RL
214385,0,1787866245,Base SO RL
214466,0,1787866245,Base SO RL
214471,0,1787866245,Base SO RL
214512,0,1787866245,Base SO RL
214579,0,1787866245,Base SO RL
214864,0,1787866245,Base SO RL
214871,0,1787866245,Base SO RL
215036,0,1787866245,Base SO RL
215304,0,1787866245,Base SO RL
215436,0,1787866245,Base SO RL
215537,0,1787866245,Base SO RL
215656,0,1787866245,Base SO RL
215738,0,1787866245,Base SO RL
215812,0,1787866245,Base SO RL
215886,0,1787866245,Base SO RL
215992,1,1787866245,Base SO RL
216056,0,1787866245,Base SO RL
216071,0,1787866245,Base SO RL
216153,0,1787866245,Base SO RL
216206,0,1787866245,Base SO RL
216337,0,1787866245,Base SO RL
216411,0,1787866245,Base SO RL
216686,0,1787866245,Base SO RL
217086,0,1787866245,Base SO RL
217107,0,1787866245,Base SO RL
217156,0,1787866245,Base SO RL
217192,0,1787866245,Base SO RL
217304,0,1787866245,Base SO RL
217436,0,1787866245,Base SO RL
217486,0,1787866245,Base SO RL
217556,0,1787866245,Base SO RL
217615,0,1787866245,Base SO RL
217671,0,1787866245,Base SO RL
217805,1,1787866245,Base SO RL
217806,0,1787866245,Base SO RL
217980,1,1787866245,Base SO RL
217985,0,1787866245,Base SO RL
218020,0,1787866245,Base SO RL
218242,0,1787866245,Base SO RL
218283,0,1787866245,Base SO RL
218286,0,1787866245,Base SO RL
218356,0,1787866245,Base SO RL
218380,0,1787866245,Base SO RL
218385,0,1787866245,Base SO RL
218672,1,1787866245,Base SO RL
218820,0,1787866245,Base SO RL
218856,0,1787866245,Base SO RL
219027,0,1787866245,Base SO RL
219083,0,1787866245,Base SO RL
219086,0,1787866245,Base SO RL
219211,0,1787866245,Base SO RL
219271,0,1787866245,Base SO RL
219483,0,1787866245,Base SO RL
219556,0,1787866245,Base SO RL
219802,0,1787866245,Base SO RL
219860,1,1787866245,Base SO RL
219872,0,1787866245,Base SO RL
219992,0,1787866245,Base SO RL
220286,0,1787866245,Base SO RL
220375,-1,1787866245,Base SO RL
220385,0,1787866245,Base SO RL
220594,-1,1787866245,Base SO RL
220602,0,1787866245,Base SO RL
220775,0,1787866245,Base SO RL
220794,-1,1787866245,Base SO RL
220860,-1,1787866245,Base SO RL
221156,0,1787866245,Base SO RL
221256,0,1787866245,Base SO RL
221271,0,1787866245,Base SO RL
221306,0,1787866245,Base SO RL
221556,0,1787866245,Base SO RL
221886,0,1787866245,Base SO RL
221994,0,1787866245,Base SO RL
222202,0,1787866245,Base SO RL
222356,0,1787866245,Base SO RL
222471,0,1787866245,Base SO RL
222615,1,1787866245,Base SO RL
222726,0,1787866245,Base SO RL
222775,0,1787866245,Base SO RL
222820,0,1787866245,Base SO RL
222841,0,1787866245,Base SO RL
223077,0,1787866245,Base SO RL
223169,0,1787866245,Base SO RL
223260,0,1787866245,Base SO RL
223297,0,1787866245,Base SO RL
223306,0,1787866245,Base SO RL
223486,0,1787866245,Base SO RL
223526,0,1787866245,Base SO RL
223660,0,1787866245,Base SO RL
223694,0,1787866245,Base SO RL
223926,0,1787866245,Base SO RL
223969,0,1787866245,Base SO RL
223994,0,1787866245,Base SO RL
224020,0,1787866245,Base SO RL
224097,0,1787866245,Base SO RL
224183,1,1787866245,Base SO RL
224237,0,1787866245,Base SO RL
224275,0,1787866245,Base SO RL
224440,0,1787866245,Base SO RL
224615,0,1787866245,Base SO RL
224756,0,1787866245,Base SO RL
224794,0,1787866245,Base SO RL
224897,0,1787866245,Base SO RL
224953,0,1787866245,Base SO RL
224983,0,1787866245,Base SO RL
225086,0,1787866245,Base SO RL
225408,1,1787866245,Base SO RL
225486,0,1787866245,Base SO RL
225566,0,1787866245,Base SO RL
225594,0,1787866245,Base SO RL
225625,-1,1787866245,Base SO RL
225657,0,1787866245,Base SO RL
225815,0,1787866245,Base SO RL
225966,0,1787866245,Base SO RL
226347,0,1787866245,Base SO RL
226369,0,1787866245,Base SO RL
226420,0,1787866245,Base SO RL
226423,0,1787866245,Base SO RL
226474,1,1787866245,Base SO RL
226493,0,1787866245,Base SO RL
226583,0,1787866245,Base SO RL
226611,1,1787866245,Base SO RL
226726,0,1787866245,Base SO RL
226775,0,1787866245,Base SO RL
226983,0,1787866245,Base SO RL
227147,0,1787866245,Base SO RL
227315,1,1787866245,Base SO RL
227356,1,1787866245,Base SO RL
227411,0,1787866245,Base SO RL
227592,0,1787866245,Base SO RL
227620,0,1787866245,Base SO RL
227660,0,1787866245,Base SO RL
227784,0,1787866245,Base SO RL
227871,0,1787866245,Base SO RL
227875,0,1787866245,Base SO RL
228241,1,1787866245,Base SO RL
228271,0,1787866245,Base SO RL
228275,0,1787866245,Base SO RL
228415,0,1787866245,Base SO RL
228426,-1,1787866245,Base SO RL
228917,0,1787866245,Base SO RL
228983,0,1787866245,Base SO RL
229085,0,1787866245,Base SO RL
229169,0,1787866245,Base SO RL
229194,0,1787866245,Base SO RL
229226,0,1787866245,Base SO RL
229260,0,1787866245,Base SO RL
229370,0,1787866245,Base SO RL
229463,0,1787866245,Base SO RL
229475,0,1787866245,Base SO RL
229756,0,1787866245,Base SO RL
229808,0,1787866245,Base SO RL
229811,0,1787866245,Base SO RL
229992,0,1787866245,Base SO RL
230083,0,1787866245,Base SO RL
230115,1,1787866245,Base SO RL
230153,0,1787866245,Base SO RL
230208,0,1787866245,Base SO RL
230275,0,1787866245,Base SO RL
230394,0,1787866245,Base SO RL
230465,0,1787866245,Base SO RL
230570,0,1787866245,Base SO RL
230685,0,1787866245,Base SO RL
230820,1,1787866245,Base SO RL
230953,0,1787866245,Base SO RL
231118,1,1787866245,Base SO RL
231411,0,1787866245,Base SO RL
231691,0,1787866245,Base SO RL
231770,0,1787866245,Base SO RL
231783,0,1787866245,Base SO RL
231992,0,1787866245,Base SO RL
232170,0,1787866245,Base SO RL
232373,0,1787866245,Base SO RL
232420,0,1787866245,Base SO RL
232483,0,1787866245,Base SO RL
232570,0,1787866245,Base SO RL
232611,0,1787866245,Base SO RL
232663,0,1787866245,Base SO RL
232675,0,1787866245,Base SO RL
232683,0,1787866245,Base SO RL
232686,0,1787866245,Base SO RL
232773,0,1787866245,Base SO RL
232820,0,1787866245,Base SO RL
232883,0,1787866245,Base SO RL
232983,0,1787866245,Base SO RL
233283,0,1787866245,Base SO RL
233295,0,1787866245,Base SO RL
233383,0,1787866245,Base SO RL
233411,0,1787866245,Base SO RL
233520,-1,1787866245,Base SO RL
233594,0,1787866245,Base SO RL
233666,1,1787866245,Base SO RL
233770,0,1787866245,Base SO RL
233783,0,1787866245,Base SO RL
233992,0,1787866245,Base SO RL
234020,0,1787866245,Base SO RL
234091,0,1787866245,Base SO RL
234115,0,1787866245,Base SO RL
234170,0,1787866245,Base SO RL
234275,0,1787866245,Base SO RL
234466,0,1787866245,Base SO RL
234646,1,1787866245,Base SO RL
234866,0,1787866245,Base SO RL
234983,0,1787866245,Base SO RL
235085,0,1787866245,Base SO RL
235112,0,1787866245,Base SO RL
235118,0,1787866245,Base SO RL
235293,0,1787866245,Base SO RL
235512,0,1787866245,Base SO RL
235691,-1,1787866245,Base SO RL
235783,0,1787866245,Base SO RL
235811,0,1787866245,Base SO RL
235816,1,1787866245,Base SO RL
235885,0,1787866245,Base SO RL
235912,0,1787866245,Base SO RL
236003,0,1787866245,Base SO RL
236091,0,1787866245,Base SO RL
236095,0,1787866245,Base SO RL
236170,0,1787866245,Base SO RL
236384,0,1787866245,Base SO RL
236415,1,1787866245,Base SO RL
236640,1,1787866245,Base SO RL
236784,0,1787866245,Base SO RL
236983,0,1787866245,Base SO RL
237040,0,1787866245,Base SO RL
237198,0,1787866245,Base SO RL
237295,0,1787866245,Base SO RL
237518,0,1787866245,Base SO RL
237555,0,1787866245,Base SO RL
237584,0,1787866245,Base SO RL
237691,0,1787866245,Base SO RL
237695,0,1787866245,Base SO RL
237912,0,1787866245,Base SO RL
237980,1,1787866245,Base SO RL
238015,0,1787866245,Base SO RL
238048,1,1787866245,Base SO RL
238216,0,1787866245,Base SO RL
238296,0,1787866245,Base SO RL
238318,0,1787866245,Base SO RL
238394,0,1787866245,Base SO RL
238460,0,1787866245,Base SO RL
238465,0,1787866245,Base SO RL
238491,0,1787866245,Base SO RL
238611,0,1787866245,Base SO RL
238696,0,1787866245,Base SO RL
238723,0,1787866245,Base SO RL
238780,0,1787866245,Base SO RL
238891,0,1787866245,Base SO RL
238895,0,1787866245,Base SO RL
239155,0,1787866245,Base SO RL
239180,0,1787866245,Base SO RL
239192,0,1787866245,Base SO RL
239198,0,1787866245,Base SO RL
239555,0,1787866245,Base SO RL
239691,0,1787866245,Base SO RL
239704,0,1787866245,Base SO RL
239720,0,1787866245,Base SO RL
239811,0,1787866245,Base SO RL
239912,0,1787866245,Base SO RL
239926,-1,1787866245,Base SO RL
240029,0,1787866245,Base SO RL
240048,1,1787866245,Base SO RL
240211,0,1787866245,Base SO RL
240411,0,1787866245,Base SO RL
240696,0,1787866245,Base SO RL
241071,0,1787866245,Base SO RL
241260,0,1787866245,Base SO RL
241326,0,1787866245,Base SO RL
241370,0,1787866245,Base SO RL
241523,0,1787866245,Base SO RL
241598,0,1787866245,Base SO RL
241726,0,1787866245,Base SO RL
241817,0,1787866245,Base SO RL
242120,0,1787866245,Base SO RL
242217,0,1787866245,Base SO RL
242398,0,1787866245,Base SO RL
242448,0,1787866245,Base SO RL
242491,0,1787866245,Base SO RL
242675,0,1787866245,Base SO RL
242726,0,1787866245,Base SO RL
242729,0,1787866245,Base SO RL
242732,0,1787866245,Base SO RL
242860,0,1787866245,Base SO RL
242920,0,1787866245,Base SO RL
243135,0,1787866245,Base SO RL
243272,0,1787866245,Base SO RL
243320,0,1787866245,Base SO RL
243417,0,1787866245,Base SO RL
243475,0,1787866245,Base SO RL
243532,0,1787866245,Base SO RL
243980,0,1787866245,Base SO RL
244048,0,1787866245,Base SO RL
244126,0,1787866245,Base SO RL
244323,0,1787866245,Base SO RL
244472,0,1787866245,Base SO RL
244520,0,1787866245,Base SO RL
244696,0,1787866245,Base SO RL
244729,0,1787866245,Base SO RL
245017,0,1787866245,Base SO RL
245075,0,1787866245,Base SO RL
245126,0,1787866245,Base SO RL
245142,0,1787866245,Base SO RL
245169,0,1787866245,Base SO RL
245192,0,1787866245,Base SO RL
245248,0,1787866245,Base SO RL
245491,0,1787866245,Base SO RL
245496,0,1787866245,Base SO RL
245569,0,1787866245,Base SO RL
245592,0,1787866245,Base SO RL
245598,-1,1787866245,Base SO RL
245891,0,1787866245,Base SO RL
245926,0,1787866245,Base SO RL
245929,0,1787866245,Base SO RL
245936,0,1787866245,Base SO RL
245938,-1,1787866245,Base SO RL
246118,0,1787866245,Base SO RL
246126,0,1787866245,Base SO RL
246291,0,1787866245,Base SO RL
246296,0,1787866245,Base SO RL
246313,0,1787866245,Base SO RL
246326,0,1787866245,Base SO RL
246336,0,1787866245,Base SO RL
246398,0,1787866245,Base SO RL
246518,0,1787866245,Base SO RL
246526,0,1787866245,Base SO RL
246597,0,1787866245,Base SO RL
246696,0,1787866245,Base SO RL
246792,0,1787866245,Base SO RL
246848,0,1787866245,Base SO RL
246918,0,1787866245,Base SO RL
246954,0,1787866245,Base SO RL
247055,0,1787866245,Base SO RL
247113,0,1787866245,Base SO RL
247169,0,1787866245,Base SO RL
247254,0,1787866245,Base SO RL
247272,0,1787866245,Base SO RL
247420,1,1787866245,Base SO RL
247592,0,1787866245,Base SO RL
247823,0,1787866245,Base SO RL
247969,0,1787866245,Base SO RL
247992,0,1787866245,Base SO RL
248054,0,1787866245,Base SO RL
248153,0,1787866245,Base SO RL
248380,0,1787866245,Base SO RL
248472,0,1787866245,Base SO RL
248518,0,1787866245,Base SO RL
248655,0,1787866245,Base SO RL
248859,0,1787866245,Base SO RL
248872,0,1787866245,Base SO RL
248916,0,1787866245,Base SO RL
249205,0,1787866245,Base SO RL
249254,0,1787866245,Base SO RL
249291,0,1787866245,Base SO RL
249353,0,1787866245,Base SO RL
249569,0,1787866245,Base SO RL
249605,0,1787866245,Base SO RL
249855,0,1787866245,Base SO RL
249896,0,1787866245,Base SO RL
249997,0,1787866245,Base SO RL
250039,0,1787866245,Base SO RL
250369,0,1787866245,Base SO RL
250372,0,1787866245,Base SO RL
250405,0,1787866245,Base SO RL
250407,0,1787866245,Base SO RL
250491,0,1787866245,Base SO RL
250515,1,1787866245,Base SO RL
250623,0,1787866245,Base SO RL
250655,0,1787866245,Base SO RL
250797,0,1787866245,Base SO RL
250925,0,1787866245,Base SO RL
250954,0,1787866245,Base SO RL
251000,1,1787866245,Base SO RL
251254,0,1787866245,Base SO RL
251400,0,1787866245,Base SO RL
251455,0,1787866245,Base SO RL
251513,0,1787866245,Base SO RL
251754,0,1787866245,Base SO RL
251803,-1,1787866245,Base SO RL
252125,0,1787866245,Base SO RL
252233,0,1787866245,Base SO RL
252270,0,1787866245,Base SO RL
252306,0,1787866245,Base SO RL
252372,0,1787866245,Base SO RL
252603,0,1787866245,Base SO RL
252655,0,1787866245,Base SO RL
252706,0,1787866245,Base SO RL
252819,0,1787866245,Base SO RL
252854,0,1787866245,Base SO RL
252963,0,1787866245,Base SO RL
252990,0,1787866245,Base SO RL
253045,0,1787866245,Base SO RL
253088,0,1787866245,Base SO RL
253172,0,1787866245,Base SO RL
253207,0,1787866245,Base SO RL
253254,0,1787866245,Base SO RL
253433,0,1787866245,Base SO RL
253533,0,1787866245,Base SO RL
253612,0,1787866245,Base SO RL
253654,0,1787866245,Base SO RL
253800,0,1787866245,Base SO RL
253833,0,1787866245,Base SO RL
253972,0,1787866245,Base SO RL
254005,0,1787866245,Base SO RL
254111,0,1787866245,Base SO RL
254200,0,1787866245,Base SO RL
254333,0,1787866245,Base SO RL
254396,0,1787866245,Base SO RL
254405,0,1787866245,Base SO RL
254407,0,1787866245,Base SO RL
254419,0,1787866245,Base SO RL
254506,0,1787866245,Base SO RL
254511,0,1787866245,Base SO RL
254772,0,1787866245,Base SO RL
254807,0,1787866245,Base SO RL
255003,0,1787866245,Base SO RL
255033,0,1787866245,Base SO RL
255055,0,1787866245,Base SO RL
255133,0,1787866245,Base SO RL
255207,0,1787866245,Base SO RL
255306,0,1787866245,Base SO RL
255363,0,1787866245,Base SO RL
255433,0,1787866245,Base SO RL
255445,0,1787866245,Base SO RL
255706,0,1787866245,Base SO RL
255748,0,1787866245,Base SO RL
255833,0,1787866245,Base SO RL
255870,0,1787866245,Base SO RL
255903,1,1787866245,Base SO RL
255996,0,1787866245,Base SO RL
256148,0,1787866245,Base SO RL
256401,0,1787866245,Base SO RL
256445,0,1787866245,Base SO RL
256530,0,1787866245,Base SO RL
256633,0,1787866245,Base SO RL
256655,0,1787866245,Base SO RL
256854,0,1787866245,Base SO RL
256911,0,1787866245,Base SO RL
256947,0,1787866245,Base SO RL
256967,1,1787866245,Base SO RL
257103,0,1787866245,Base SO RL
257168,0,1787866245,Base SO RL
257201,0,1787866245,Base SO RL
257205,0,1787866245,Base SO RL
257207,0,1787866245,Base SO RL
257503,0,1787866245,Base SO RL
257549,0,1787866245,Base SO RL
257601,0,1787866245,Base SO RL
257619,1,1787866245,Base SO RL
257855,0,1787866245,Base SO RL
257949,0,1787866245,Base SO RL
257968,0,1787866245,Base SO RL
258007,0,1787866245,Base SO RL
258054,0,1787866245,Base SO RL
258236,1,1787866245,Base SO RL
258270,0,1787866245,Base SO RL
258407,0,1787866245,Base SO RL
258445,0,1787866245,Base SO RL
258506,0,1787866245,Base SO RL
258636,0,1787866245,Base SO RL
258655,0,1787866245,Base SO RL
258703,0,1787866245,Base SO RL
258749,0,1787866245,Base SO RL
258768,0,1787866245,Base SO RL
258930,0,1787866245,Base SO RL
259084,1,1787866245,Base SO RL
259150,0,1787866245,Base SO RL
259168,0,1787866245,Base SO RL
259207,0,1787866245,Base SO RL
259489,0,1787866245,Base SO RL
259550,0,1787866245,Base SO RL
259559,0,1787866245,Base SO RL
259619,0,1787866245,Base SO RL
259903,0,1787866245,Base SO RL
259950,0,1787866245,Base SO RL
260349,0,1787866245,Base SO RL
260350,0,1787866245,Base SO RL
260401,0,1787866245,Base SO RL
260415,-1,1787866245,Base SO RL
260449,0,1787866245,Base SO RL
260751,0,1787866245,Base SO RL
260819,0,1787866245,Base SO RL
260849,0,1787866245,Base SO RL
261067,0,1787866245,Base SO RL
261084,0,1787866245,Base SO RL
261149,0,1787866245,Base SO RL
261151,0,1787866245,Base SO RL
261159,0,1787866245,Base SO RL
261207,0,1787866245,Base SO RL
261306,0,1787866245,Base SO RL
261366,0,1787866245,Base SO RL
261436,0,1787866245,Base SO RL
261489,0,1787866245,Base SO RL
261503,0,1787866245,Base SO RL
261559,0,1787866245,Base SO RL
261951,0,1787866245,Base SO RL
262047,0,1787866245,Base SO RL
262166,0,1787866245,Base SO RL
262192,0,1787866245,Base SO RL
262349,0,1787866245,Base SO RL
262351,0,1787866245,Base SO RL
262445,0,1787866245,Base SO RL
262558,0,1787866245,Base SO RL
262741,-1,1787866245,Base SO RL
262751,0,1787866245,Base SO RL
263084,0,1787866245,Base SO RL
263149,0,1787866245,Base SO RL
263207,0,1787866245,Base SO RL
263467,0,1787866245,Base SO RL
263555,0,1787866245,Base SO RL
