_step,ep_info/Goal,seed,condition
477529,1,1765412466,nominal
477531,1,1765412466,nominal
477561,1,1765412466,nominal
477636,1,1765412466,nominal
477638,1,1765412466,nominal
477716,1,1765412466,nominal
477769,1,1765412466,nominal
477790,-1,1765412466,nominal
477846,1,1765412466,nominal
477856,1,1765412466,nominal
477879,1,1765412466,nominal
478018,1,1765412466,nominal
478132,1,1765412466,nominal
478271,1,1765412466,nominal
478384,1,1765412466,nominal
478452,1,1765412466,nominal
478515,1,1765412466,nominal
478747,1,1765412466,nominal
478809,1,1765412466,nominal
478947,1,1765412466,nominal
478963,0,1765412466,nominal
479149,1,1765412466,nominal
479410,0,1765412466,nominal
479561,1,1765412466,nominal
479602,1,1765412466,nominal
479661,1,1765412466,nominal
479728,1,1765412466,nominal
479774,1,1765412466,nominal
479820,1,1765412466,nominal
479839,1,1765412466,nominal
480021,0,1765412466,nominal
480071,1,1765412466,nominal
480110,1,1765412466,nominal
480204,1,1765412466,nominal
480220,1,1765412466,nominal
480275,1,1765412466,nominal
480349,1,1765412466,nominal
480464,1,1765412466,nominal
480481,1,1765412466,nominal
480489,1,1765412466,nominal
480503,1,1765412466,nominal
480561,1,1765412466,nominal
480569,1,1765412466,nominal
481085,1,1765412466,nominal
481376,-1,1765412466,nominal
481520,1,1765412466,nominal
481571,1,1765412466,nominal
481690,1,1765412466,nominal
481732,0,1765412466,nominal
481871,1,1765412466,nominal
481903,1,1765412466,nominal
481921,0,1765412466,nominal
481973,1,1765412466,nominal
481977,1,1765412466,nominal
482001,1,1765412466,nominal
482018,1,1765412466,nominal
482076,1,1765412466,nominal
482134,1,1765412466,nominal
482203,1,1765412466,nominal
482232,1,1765412466,nominal
482273,1,1765412466,nominal
482397,1,1765412466,nominal
482559,1,1765412466,nominal
482611,1,1765412466,nominal
482632,0,1765412466,nominal
482943,1,1765412466,nominal
482946,1,1765412466,nominal
483358,1,1765412466,nominal
483460,0,1765412466,nominal
483561,1,1765412466,nominal
483603,1,1765412466,nominal
483610,1,1765412466,nominal
483686,1,1765412466,nominal
483780,1,1765412466,nominal
484038,1,1765412466,nominal
484234,1,1765412466,nominal
484279,1,1765412466,nominal
484313,1,1765412466,nominal
484336,1,1765412466,nominal
484402,1,1765412466,nominal
484410,1,1765412466,nominal
484512,1,1765412466,nominal
484553,1,1765412466,nominal
484581,1,1765412466,nominal
484912,1,1765412466,nominal
484948,1,1765412466,nominal
484958,1,1765412466,nominal
484976,1,1765412466,nominal
484994,1,1765412466,nominal
485131,1,1765412466,nominal
485194,1,1765412466,nominal
485268,1,1765412466,nominal
485272,1,1765412466,nominal
485289,1,1765412466,nominal
485292,1,1765412466,nominal
485360,1,1765412466,nominal
485370,1,1765412466,nominal
485522,1,1765412466,nominal
485597,1,1765412466,nominal
485700,1,1765412466,nominal
485755,1,1765412466,nominal
485759,1,1765412466,nominal
485858,1,1765412466,nominal
485905,1,1765412466,nominal
485952,1,1765412466,nominal
485986,1,1765412466,nominal
486111,1,1765412466,nominal
486132,1,1765412466,nominal
486155,1,1765412466,nominal
486182,1,1765412466,nominal
486222,1,1765412466,nominal
486237,1,1765412466,nominal
486315,1,1765412466,nominal
486508,1,1765412466,nominal
486511,0,1765412466,nominal
486529,0,1765412466,nominal
486673,1,1765412466,nominal
486839,1,1765412466,nominal
487079,1,1765412466,nominal
487085,1,1765412466,nominal
487099,1,1765412466,nominal
487114,1,1765412466,nominal
487176,1,1765412466,nominal
487180,1,1765412466,nominal
487196,0,1765412466,nominal
487241,1,1765412466,nominal
487260,0,1765412466,nominal
487307,1,1765412466,nominal
487343,1,1765412466,nominal
487424,1,1765412466,nominal
487451,1,1765412466,nominal
487608,0,1765412466,nominal
487648,0,1765412466,nominal
487671,1,1765412466,nominal
487871,1,1765412466,nominal
488099,1,1765412466,nominal
488177,1,1765412466,nominal
488727,1,1765412466,nominal
488745,1,1765412466,nominal
488796,1,1765412466,nominal
488835,1,1765412466,nominal
488930,1,1765412466,nominal
488995,1,1765412466,nominal
489029,1,1765412466,nominal
489106,1,1765412466,nominal
489247,1,1765412466,nominal
489303,1,1765412466,nominal
489534,1,1765412466,nominal
489647,0,1765412466,nominal
489691,1,1765412466,nominal
489732,1,1765412466,nominal
489833,0,1765412466,nominal
490228,1,1765412466,nominal
490372,1,1765412466,nominal
490488,1,1765412466,nominal
490623,0,1765412466,nominal
490741,1,1765412466,nominal
490821,1,1765412466,nominal
491011,1,1765412466,nominal
491012,0,1765412466,nominal
491140,1,1765412466,nominal
491219,1,1765412466,nominal
491248,1,1765412466,nominal
491300,1,1765412466,nominal
491342,1,1765412466,nominal
491402,1,1765412466,nominal
491406,1,1765412466,nominal
491419,1,1765412466,nominal
491474,1,1765412466,nominal
491491,1,1765412466,nominal
491603,1,1765412466,nominal
491658,1,1765412466,nominal
491688,1,1765412466,nominal
491700,0,1765412466,nominal
491742,0,1765412466,nominal
491778,1,1765412466,nominal
491819,1,1765412466,nominal
491870,1,1765412466,nominal
491884,1,1765412466,nominal
491906,1,1765412466,nominal
491948,1,1765412466,nominal
492041,1,1765412466,nominal
492332,1,1765412466,nominal
492380,1,1765412466,nominal
492471,1,1765412466,nominal
492528,0,1765412466,nominal
492749,1,1765412466,nominal
492833,1,1765412466,nominal
492837,1,1765412466,nominal
492871,0,1765412466,nominal
492985,1,1765412466,nominal
493043,1,1765412466,nominal
493070,1,1765412466,nominal
493189,1,1765412466,nominal
493213,1,1765412466,nominal
493230,1,1765412466,nominal
493412,1,1765412466,nominal
493450,1,1765412466,nominal
493479,1,1765412466,nominal
493556,1,1765412466,nominal
493738,1,1765412466,nominal
493796,1,1765412466,nominal
493948,1,1765412466,nominal
493982,1,1765412466,nominal
494084,1,1765412466,nominal
494238,1,1765412466,nominal
494249,1,1765412466,nominal
494299,0,1765412466,nominal
494422,1,1765412466,nominal
494423,0,1765412466,nominal
494466,1,1765412466,nominal
494568,1,1765412466,nominal
494650,0,1765412466,nominal
494666,1,1765412466,nominal
494864,0,1765412466,nominal
494874,1,1765412466,nominal
494916,1,1765412466,nominal
494981,1,1765412466,nominal
495062,-1,1765412466,nominal
495344,0,1765412466,nominal
495360,1,1765412466,nominal
495409,-1,1765412466,nominal
495420,1,1765412466,nominal
495485,1,1765412466,nominal
495542,0,1765412466,nominal
495595,1,1765412466,nominal
495603,1,1765412466,nominal
495939,1,1765412466,nominal
495975,1,1765412466,nominal
496425,1,1765412466,nominal
496471,1,1765412466,nominal
496840,-1,1765412466,nominal
496873,1,1765412466,nominal
496874,1,1765412466,nominal
496894,1,1765412466,nominal
497010,1,1765412466,nominal
497058,0,1765412466,nominal
497152,1,1765412466,nominal
497153,1,1765412466,nominal
497332,1,1765412466,nominal
497349,1,1765412466,nominal
497406,1,1765412466,nominal
497427,0,1765412466,nominal
497534,1,1765412466,nominal
497550,1,1765412466,nominal
497577,1,1765412466,nominal
497620,1,1765412466,nominal
497674,0,1765412466,nominal
497710,1,1765412466,nominal
497713,1,1765412466,nominal
497773,1,1765412466,nominal
497785,1,1765412466,nominal
497800,1,1765412466,nominal
497833,1,1765412466,nominal
497897,1,1765412466,nominal
497953,1,1765412466,nominal
497993,1,1765412466,nominal
498051,1,1765412466,nominal
498101,1,1765412466,nominal
498237,1,1765412466,nominal
498260,1,1765412466,nominal
498413,0,1765412466,nominal
498435,0,1765412466,nominal
498473,0,1765412466,nominal
498579,1,1765412466,nominal
498724,1,1765412466,nominal
498794,1,1765412466,nominal
498805,1,1765412466,nominal
498813,0,1765412466,nominal
498825,1,1765412466,nominal
498950,1,1765412466,nominal
499006,0,1765412466,nominal
499033,1,1765412466,nominal
499085,0,1765412466,nominal
499091,1,1765412466,nominal
499106,1,1765412466,nominal
499176,1,1765412466,nominal
499214,1,1765412466,nominal
499251,1,1765412466,nominal
499433,0,1765412466,nominal
499632,1,1765412466,nominal
499805,0,1765412466,nominal
499828,1,1765412466,nominal
499836,1,1765412466,nominal
499924,1,1765412466,nominal
499972,1,1765412466,nominal
213,-1,1765412454,nominal
1199,0,1765412454,nominal
1495,0,1765412454,nominal
1782,0,1765412454,nominal
1874,0,1765412454,nominal
2613,0,1765412454,nominal
3013,0,1765412454,nominal
3082,0,1765412454,nominal
3199,0,1765412454,nominal
3523,-1,1765412454,nominal
3603,0,1765412454,nominal
3882,0,1765412454,nominal
4003,0,1765412454,nominal
4310,0,1765412454,nominal
4403,0,1765412454,nominal
4613,0,1765412454,nominal
5159,0,1765412454,nominal
5751,0,1765412454,nominal
6399,0,1765412454,nominal
6538,0,1765412454,nominal
6897,1,1765412454,nominal
7063,0,1765412454,nominal
7074,0,1765412454,nominal
7159,0,1765412454,nominal
7297,0,1765412454,nominal
7339,0,1765412454,nominal
7818,0,1765412454,nominal
7910,0,1765412454,nominal
7999,0,1765412454,nominal
8614,0,1765412454,nominal
9074,0,1765412454,nominal
9463,0,1765412454,nominal
9678,-1,1765412454,nominal
9818,0,1765412454,nominal
10539,0,1765412454,nominal
10638,-1,1765412454,nominal
10663,0,1765412454,nominal
10795,0,1765412454,nominal
11195,0,1765412454,nominal
11410,0,1765412454,nominal
11438,0,1765412454,nominal
11678,0,1765412454,nominal
12122,0,1765412454,nominal
12210,0,1765412454,nominal
12238,0,1765412454,nominal
12473,1,1765412454,nominal
12522,0,1765412454,nominal
12695,1,1765412454,nominal
12798,0,1765412454,nominal
12799,0,1765412454,nominal
13198,0,1765412454,nominal
13510,0,1765412454,nominal
13603,0,1765412454,nominal
13678,0,1765412454,nominal
13977,0,1765412454,nominal
14403,0,1765412454,nominal
14638,0,1765412454,nominal
14873,0,1765412454,nominal
15063,0,1765412454,nominal
15110,0,1765412454,nominal
15182,0,1765412454,nominal
15234,0,1765412454,nominal
15443,0,1765412454,nominal
15977,0,1765412454,nominal
16003,0,1765412454,nominal
16034,0,1765412454,nominal
16132,0,1765412454,nominal
16310,0,1765412454,nominal
16434,0,1765412454,nominal
16704,0,1765412454,nominal
16803,0,1765412454,nominal
17104,0,1765412454,nominal
17174,0,1765412454,nominal
17199,0,1765412454,nominal
17443,0,1765412454,nominal
17895,0,1765412454,nominal
17999,0,1765412454,nominal
18096,0,1765412454,nominal
18243,0,1765412454,nominal
18272,0,1765412454,nominal
18434,0,1765412454,nominal
18638,0,1765412454,nominal
18672,0,1765412454,nominal
18704,0,1765412454,nominal
19072,0,1765412454,nominal
19199,0,1765412454,nominal
19265,-1,1765412454,nominal
19320,0,1765412454,nominal
19463,0,1765412454,nominal
19634,0,1765412454,nominal
19872,0,1765412454,nominal
20132,0,1765412454,nominal
20304,0,1765412454,nominal
20310,0,1765412454,nominal
20496,0,1765412454,nominal
20782,0,1765412454,nominal
20920,0,1765412454,nominal
21199,0,1765412454,nominal
21720,0,1765412454,nominal
21791,-1,1765412454,nominal
21982,0,1765412454,nominal
22073,0,1765412454,nominal
22672,0,1765412454,nominal
22777,0,1765412454,nominal
23577,0,1765412454,nominal
23872,0,1765412454,nominal
24120,0,1765412454,nominal
24242,0,1765412454,nominal
24520,0,1765412454,nominal
24966,0,1765412454,nominal
25005,0,1765412454,nominal
25472,0,1765412454,nominal
25501,0,1765412454,nominal
25504,0,1765412454,nominal
25673,0,1765412454,nominal
25766,0,1765412454,nominal
26023,0,1765412454,nominal
26105,0,1765412454,nominal
26516,0,1765412454,nominal
26535,1,1765412454,nominal
26701,0,1765412454,nominal
26722,-1,1765412454,nominal
26771,1,1765412454,nominal
26916,0,1765412454,nominal
27005,0,1765412454,nominal
27072,0,1765412454,nominal
27358,0,1765412454,nominal
27627,0,1765412454,nominal
27728,0,1765412454,nominal
28116,0,1765412454,nominal
28301,0,1765412454,nominal
28451,1,1765412454,nominal
28558,0,1765412454,nominal
28823,0,1765412454,nominal
28920,0,1765412454,nominal
29273,0,1765412454,nominal
30205,0,1765412454,nominal
30371,0,1765412454,nominal
30480,0,1765412454,nominal
30520,0,1765412454,nominal
30707,0,1765412454,nominal
30722,0,1765412454,nominal
30819,0,1765412454,nominal
30827,0,1765412454,nominal
30932,0,1765412454,nominal
31107,0,1765412454,nominal
31122,0,1765412454,nominal
31219,0,1765412454,nominal
31627,0,1765412454,nominal
31673,0,1765412454,nominal
31705,0,1765412454,nominal
31805,0,1765412454,nominal
31869,0,1765412454,nominal
32073,0,1765412454,nominal
32669,0,1765412454,nominal
32707,0,1765412454,nominal
32880,0,1765412454,nominal
33276,0,1765412454,nominal
33280,0,1765412454,nominal
33377,-1,1765412454,nominal
33469,0,1765412454,nominal
33680,0,1765412454,nominal
33869,0,1765412454,nominal
34142,-1,1765412454,nominal
34371,0,1765412454,nominal
34541,0,1765412454,nominal
34577,0,1765412454,nominal
34788,1,1765412454,nominal
35377,0,1765412454,nominal
35405,0,1765412454,nominal
35676,0,1765412454,nominal
35742,0,1765412454,nominal
35857,0,1765412454,nominal
35988,0,1765412454,nominal
36080,0,1765412454,nominal
36197,0,1765412454,nominal
36257,0,1765412454,nominal
36388,0,1765412454,nominal
36541,0,1765412454,nominal
36657,0,1765412454,nominal
36901,0,1765412454,nominal
37171,0,1765412454,nominal
37188,0,1765412454,nominal
37209,0,1765412454,nominal
37426,0,1765412454,nominal
37433,0,1765412454,nominal
37501,0,1765412454,nominal
37513,0,1765412454,nominal
37901,0,1765412454,nominal
38022,0,1765412454,nominal
38128,-1,1765412454,nominal
38316,0,1765412454,nominal
38381,0,1765412454,nominal
38501,0,1765412454,nominal
38759,0,1765412454,nominal
38809,0,1765412454,nominal
38908,-1,1765412454,nominal
39039,0,1765412454,nominal
39113,0,1765412454,nominal
39159,0,1765412454,nominal
39614,-1,1765412454,nominal
39684,0,1765412454,nominal
40018,1,1765412454,nominal
40027,0,1765412454,nominal
40211,0,1765412454,nominal
40361,1,1765412454,nominal
40371,0,1765412454,nominal
40418,0,1765412454,nominal
40471,-1,1765412454,nominal
40682,0,1765412454,nominal
40901,0,1765412454,nominal
41308,0,1765412454,nominal
41355,0,1765412454,nominal
41604,0,1765412454,nominal
41627,0,1765412454,nominal
41812,-1,1765412454,nominal
41913,0,1765412454,nominal
41981,0,1765412454,nominal
42049,0,1765412454,nominal
42296,-1,1765412454,nominal
42359,1,1765412454,nominal
42417,-1,1765412454,nominal
42471,0,1765412454,nominal
42579,0,1765412454,nominal
42771,0,1765412454,nominal
43171,0,1765412454,nominal
43208,0,1765412454,nominal
43262,-1,1765412454,nominal
43270,0,1765412454,nominal
43891,-1,1765412454,nominal
44408,-1,1765412454,nominal
44509,0,1765412454,nominal
44871,0,1765412454,nominal
45204,0,1765412454,nominal
45393,1,1765412454,nominal
45482,1,1765412454,nominal
45569,0,1765412454,nominal
45665,1,1765412454,nominal
45877,1,1765412454,nominal
46282,0,1765412454,nominal
46720,0,1765412454,nominal
46733,0,1765412454,nominal
46840,1,1765412454,nominal
46885,0,1765412454,nominal
47052,0,1765412454,nominal
47056,1,1765412454,nominal
47456,0,1765412454,nominal
47630,0,1765412454,nominal
47728,1,1765412454,nominal
47852,0,1765412454,nominal
47878,0,1765412454,nominal
48043,0,1765412454,nominal
48308,0,1765412454,nominal
48409,-1,1765412454,nominal
48443,0,1765412454,nominal
48526,0,1765412454,nominal
48809,0,1765412454,nominal
48958,-1,1765412454,nominal
49053,1,1765412454,nominal
49139,0,1765412454,nominal
49160,0,1765412454,nominal
49312,0,1765412454,nominal
49321,-1,1765412454,nominal
49920,0,1765412454,nominal
49931,0,1765412454,nominal
49936,0,1765412454,nominal
50126,0,1765412454,nominal
50184,0,1765412454,nominal
50191,0,1765412454,nominal
50320,0,1765412454,nominal
50458,-1,1765412454,nominal
50505,-1,1765412454,nominal
50727,0,1765412454,nominal
50756,1,1765412454,nominal
50762,0,1765412454,nominal
51273,0,1765412454,nominal
51321,0,1765412454,nominal
51531,0,1765412454,nominal
51695,0,1765412454,nominal
51835,0,1765412454,nominal
52098,1,1765412454,nominal
52129,1,1765412454,nominal
52235,0,1765412454,nominal
52417,0,1765412454,nominal
52545,0,1765412454,nominal
52728,-1,1765412454,nominal
52873,0,1765412454,nominal
52896,-1,1765412454,nominal
52899,-1,1765412454,nominal
52927,0,1765412454,nominal
52997,-1,1765412454,nominal
53046,0,1765412454,nominal
53451,1,1765412454,nominal
53511,-1,1765412454,nominal
53538,1,1765412454,nominal
53797,0,1765412454,nominal
54127,0,1765412454,nominal
54312,0,1765412454,nominal
54467,-1,1765412454,nominal
54643,-1,1765412454,nominal
54715,0,1765412454,nominal
55012,0,1765412454,nominal
55328,0,1765412454,nominal
55446,0,1765412454,nominal
55572,0,1765412454,nominal
55728,0,1765412454,nominal
55843,0,1765412454,nominal
55877,0,1765412454,nominal
55969,-1,1765412454,nominal
56128,0,1765412454,nominal
56243,0,1765412454,nominal
56342,-1,1765412454,nominal
56389,-1,1765412454,nominal
56528,0,1765412454,nominal
56677,0,1765412454,nominal
56891,-1,1765412454,nominal
57043,0,1765412454,nominal
57109,0,1765412454,nominal
57369,0,1765412454,nominal
57509,0,1765412454,nominal
57552,0,1765412454,nominal
57593,0,1765412454,nominal
57679,0,1765412454,nominal
57808,1,1765412454,nominal
58277,0,1765412454,nominal
58479,0,1765412454,nominal
58566,0,1765412454,nominal
58886,0,1765412454,nominal
59979,0,1765412454,nominal
59980,0,1765412454,nominal
59989,0,1765412454,nominal
60121,-1,1765412454,nominal
60198,0,1765412454,nominal
60269,-1,1765412454,nominal
60379,0,1765412454,nominal
60598,0,1765412454,nominal
60633,0,1765412454,nominal
60779,0,1765412454,nominal
60813,0,1765412454,nominal
60902,0,1765412454,nominal
60908,0,1765412454,nominal
60953,0,1765412454,nominal
61078,-1,1765412454,nominal
61244,1,1765412454,nominal
61302,0,1765412454,nominal
61634,0,1765412454,nominal
61839,0,1765412454,nominal
61951,0,1765412454,nominal
62206,0,1765412454,nominal
62379,0,1765412454,nominal
62436,-1,1765412454,nominal
62563,0,1765412454,nominal
62669,0,1765412454,nominal
62696,0,1765412454,nominal
62705,0,1765412454,nominal
62963,0,1765412454,nominal
63069,0,1765412454,nominal
63287,-1,1765412454,nominal
63371,-1,1765412454,nominal
63443,-1,1765412454,nominal
63557,0,1765412454,nominal
63840,0,1765412454,nominal
63969,0,1765412454,nominal
63980,-1,1765412454,nominal
64026,-1,1765412454,nominal
64320,0,1765412454,nominal
64435,-1,1765412454,nominal
64535,0,1765412454,nominal
64716,0,1765412454,nominal
64810,0,1765412454,nominal
64813,0,1765412454,nominal
65006,1,1765412454,nominal
65116,0,1765412454,nominal
65210,0,1765412454,nominal
65440,0,1765412454,nominal
65516,0,1765412454,nominal
66198,-1,1765412454,nominal
66240,0,1765412454,nominal
66936,0,1765412454,nominal
67006,0,1765412454,nominal
67153,0,1765412454,nominal
67247,0,1765412454,nominal
67316,0,1765412454,nominal
67430,0,1765412454,nominal
67446,-1,1765412454,nominal
67453,0,1765412454,nominal
67537,1,1765412454,nominal
67717,0,1765412454,nominal
67853,0,1765412454,nominal
67959,1,1765412454,nominal
68240,0,1765412454,nominal
68496,0,1765412454,nominal
68562,0,1765412454,nominal
69086,0,1765412454,nominal
69320,0,1765412454,nominal
69468,-1,1765412454,nominal
69542,-1,1765412454,nominal
69561,-1,1765412454,nominal
69720,0,1765412454,nominal
69750,0,1765412454,nominal
69752,1,1765412454,nominal
69792,1,1765412454,nominal
69959,0,1765412454,nominal
70085,0,1765412454,nominal
70120,0,1765412454,nominal
70359,0,1765412454,nominal
70536,0,1765412454,nominal
70759,0,1765412454,nominal
70936,0,1765412454,nominal
70942,0,1765412454,nominal
70946,0,1765412454,nominal
70976,0,1765412454,nominal
71123,0,1765412454,nominal
71188,0,1765412454,nominal
71202,-1,1765412454,nominal
71516,0,1765412454,nominal
71869,0,1765412454,nominal
71988,0,1765412454,nominal
72002,0,1765412454,nominal
72128,-1,1765412454,nominal
72176,0,1765412454,nominal
72483,0,1765412454,nominal
72504,-1,1765412454,nominal
72758,-1,1765412454,nominal
72780,-1,1765412454,nominal
72883,0,1765412454,nominal
73037,-1,1765412454,nominal
73437,0,1765412454,nominal
73702,0,1765412454,nominal
73704,0,1765412454,nominal
73837,0,1765412454,nominal
74059,0,1765412454,nominal
74176,0,1765412454,nominal
74272,0,1765412454,nominal
74316,0,1765412454,nominal
74576,0,1765412454,nominal
74672,0,1765412454,nominal
74695,0,1765412454,nominal
74821,1,1765412454,nominal
75302,0,1765412454,nominal
75314,1,1765412454,nominal
75484,0,1765412454,nominal
75711,-1,1765412454,nominal
75934,0,1765412454,nominal
76045,0,1765412454,nominal
76334,0,1765412454,nominal
76454,0,1765412454,nominal
76579,1,1765412454,nominal
76796,0,1765412454,nominal
76902,0,1765412454,nominal
76958,1,1765412454,nominal
77151,0,1765412454,nominal
77490,0,1765412454,nominal
77533,0,1765412454,nominal
77629,1,1765412454,nominal
77642,1,1765412454,nominal
77933,0,1765412454,nominal
78042,0,1765412454,nominal
78454,0,1765412454,nominal
78505,-1,1765412454,nominal
78756,0,1765412454,nominal
78821,0,1765412454,nominal
78854,0,1765412454,nominal
79190,1,1765412454,nominal
79215,0,1765412454,nominal
79302,0,1765412454,nominal
79590,0,1765412454,nominal
79654,0,1765412454,nominal
79981,1,1765412454,nominal
80055,0,1765412454,nominal
80128,0,1765412454,nominal
80176,1,1765412454,nominal
80382,0,1765412454,nominal
80522,1,1765412454,nominal
80528,0,1765412454,nominal
80534,0,1765412454,nominal
80584,0,1765412454,nominal
80680,0,1765412454,nominal
81019,1,1765412454,nominal
81131,1,1765412454,nominal
81156,0,1765412454,nominal
81215,0,1765412454,nominal
81249,0,1765412454,nominal
81352,0,1765412454,nominal
81880,0,1765412454,nominal
81953,1,1765412454,nominal
82470,1,1765412454,nominal
82605,0,1765412454,nominal
82677,0,1765412454,nominal
82695,0,1765412454,nominal
82880,0,1765412454,nominal
83027,0,1765412454,nominal
83400,-1,1765412454,nominal
83405,0,1765412454,nominal
83419,0,1765412454,nominal
83486,0,1765412454,nominal
83800,0,1765412454,nominal
83805,0,1765412454,nominal
84070,0,1765412454,nominal
84257,0,1765412454,nominal
84400,0,1765412454,nominal
84414,0,1765412454,nominal
84657,0,1765412454,nominal
84689,0,1765412454,nominal
84790,1,1765412454,nominal
85264,0,1765412454,nominal
85664,0,1765412454,nominal
85775,0,1765412454,nominal
86378,0,1765412454,nominal
86400,0,1765412454,nominal
86654,0,1765412454,nominal
86975,0,1765412454,nominal
86990,0,1765412454,nominal
87000,0,1765412454,nominal
87135,1,1765412454,nominal
87237,0,1765412454,nominal
87639,1,1765412454,nominal
87763,0,1765412454,nominal
87790,0,1765412454,nominal
87800,0,1765412454,nominal
87929,1,1765412454,nominal
88098,0,1765412454,nominal
88445,1,1765412454,nominal
88702,0,1765412454,nominal
88853,0,1765412454,nominal
88894,0,1765412454,nominal
89217,0,1765412454,nominal
89294,0,1765412454,nominal
89320,0,1765412454,nominal
89587,0,1765412454,nominal
89617,0,1765412454,nominal
89653,0,1765412454,nominal
89902,0,1765412454,nominal
90039,0,1765412454,nominal
90074,0,1765412454,nominal
90248,0,1765412454,nominal
90431,1,1765412454,nominal
90686,-1,1765412454,nominal
90853,0,1765412454,nominal
91808,-1,1765412454,nominal
91827,-1,1765412454,nominal
91901,0,1765412454,nominal
91953,0,1765412454,nominal
91988,-1,1765412454,nominal
92197,0,1765412454,nominal
92229,0,1765412454,nominal
92299,0,1765412454,nominal
92467,1,1765412454,nominal
92525,0,1765412454,nominal
92526,0,1765412454,nominal
92674,0,1765412454,nominal
92713,0,1765412454,nominal
92861,0,1765412454,nominal
92869,1,1765412454,nominal
92925,0,1765412454,nominal
92937,-1,1765412454,nominal
93269,1,1765412454,nominal
93326,1,1765412454,nominal
93474,0,1765412454,nominal
93726,0,1765412454,nominal
94311,0,1765412454,nominal
94317,0,1765412454,nominal
94670,0,1765412454,nominal
94674,0,1765412454,nominal
94876,1,1765412454,nominal
95059,0,1765412454,nominal
95074,0,1765412454,nominal
95228,0,1765412454,nominal
95586,0,1765412454,nominal
95757,0,1765412454,nominal
96261,0,1765412454,nominal
96342,1,1765412454,nominal
96674,0,1765412454,nominal
97089,0,1765412454,nominal
97117,0,1765412454,nominal
97201,0,1765412454,nominal
97333,0,1765412454,nominal
97357,0,1765412454,nominal
97379,-1,1765412454,nominal
97474,0,1765412454,nominal
97690,0,1765412454,nominal
98106,1,1765412454,nominal
98179,0,1765412454,nominal
98201,0,1765412454,nominal
98228,0,1765412454,nominal
98485,0,1765412454,nominal
98519,1,1765412454,nominal
98596,0,1765412454,nominal
98601,0,1765412454,nominal
98885,0,1765412454,nominal
98919,0,1765412454,nominal
98946,1,1765412454,nominal
99035,-1,1765412454,nominal
99285,0,1765412454,nominal
99290,0,1765412454,nominal
99346,0,1765412454,nominal
99382,-1,1765412454,nominal
99450,0,1765412454,nominal
99465,0,1765412454,nominal
99475,1,1765412454,nominal
99622,0,1765412454,nominal
99730,1,1765412454,nominal
99746,0,1765412454,nominal
99909,1,1765412454,nominal
99985,0,1765412454,nominal
99995,1,1765412454,nominal
100182,0,1765412454,nominal
100206,1,1765412454,nominal
100486,0,1765412454,nominal
100579,0,1765412454,nominal
100915,1,1765412454,nominal
101346,0,1765412454,nominal
101359,1,1765412454,nominal
101488,0,1765412454,nominal
101495,0,1765412454,nominal
101557,1,1765412454,nominal
101769,1,1765412454,nominal
101877,0,1765412454,nominal
102113,0,1765412454,nominal
102123,1,1765412454,nominal
102300,0,1765412454,nominal
102356,0,1765412454,nominal
102716,1,1765412454,nominal
102915,-1,1765412454,nominal
102925,0,1765412454,nominal
102951,0,1765412454,nominal
103031,0,1765412454,nominal
103172,1,1765412454,nominal
103313,0,1765412454,nominal
103325,0,1765412454,nominal
103353,0,1765412454,nominal
103698,0,1765412454,nominal
103749,1,1765412454,nominal
103847,0,1765412454,nominal
104361,0,1765412454,nominal
104529,0,1765412454,nominal
104849,0,1765412454,nominal
104890,1,1765412454,nominal
104929,0,1765412454,nominal
104949,0,1765412454,nominal
105059,0,1765412454,nominal
105123,0,1765412454,nominal
105294,0,1765412454,nominal
105433,0,1765412454,nominal
105486,0,1765412454,nominal
105582,0,1765412454,nominal
105706,1,1765412454,nominal
105729,0,1765412454,nominal
105857,-1,1765412454,nominal
105858,1,1765412454,nominal
105982,0,1765412454,nominal
106129,0,1765412454,nominal
106257,0,1765412454,nominal
106265,1,1765412454,nominal
106382,1,1765412454,nominal
106456,0,1765412454,nominal
106484,0,1765412454,nominal
106614,0,1765412454,nominal
106802,1,1765412454,nominal
107014,0,1765412454,nominal
107310,0,1765412454,nominal
107350,0,1765412454,nominal
107509,1,1765412454,nominal
107599,0,1765412454,nominal
107684,1,1765412454,nominal
107718,1,1765412454,nominal
107974,0,1765412454,nominal
108109,0,1765412454,nominal
108408,-1,1765412454,nominal
108418,0,1765412454,nominal
108469,0,1765412454,nominal
108502,0,1765412454,nominal
108616,-1,1765412454,nominal
108864,0,1765412454,nominal
108902,0,1765412454,nominal
108999,1,1765412454,nominal
109300,1,1765412454,nominal
109319,1,1765412454,nominal
109329,0,1765412454,nominal
110164,1,1765412454,nominal
110267,0,1765412454,nominal
110278,0,1765412454,nominal
110564,0,1765412454,nominal
110585,0,1765412454,nominal
110635,1,1765412454,nominal
110797,1,1765412454,nominal
111004,0,1765412454,nominal
111161,0,1765412454,nominal
111235,0,1765412454,nominal
111509,0,1765412454,nominal
111555,0,1765412454,nominal
111626,0,1765412454,nominal
111799,0,1765412454,nominal
111839,0,1765412454,nominal
112020,1,1765412454,nominal
112144,0,1765412454,nominal
112362,0,1765412454,nominal
112383,0,1765412454,nominal
112659,0,1765412454,nominal
112762,0,1765412454,nominal
112779,0,1765412454,nominal
112783,0,1765412454,nominal
112803,1,1765412454,nominal
112896,0,1765412454,nominal
112973,1,1765412454,nominal
112994,-1,1765412454,nominal
113058,0,1765412454,nominal
