"Step","env: VSS - lambdas/component_2","env: VSS - lambdas/component_2__MIN","env: VSS - lambdas/component_2__MAX"
"12200","0.15345373004674911","0.15158066153526306","0.15532679855823517"
"12300","0.1534738466143608","0.15160147845745087","0.15534621477127075"
"12400","0.15349490195512772","0.15162403881549835","0.15536576509475708"
"12500","0.15351949632167816","0.15165133774280548","0.15538765490055084"
"12600","0.1535431146621704","0.151679128408432","0.1554071009159088"
"12700","0.15356599539518356","0.15170691907405853","0.1554250717163086"
"12800","0.153590589761734","0.15173819661140442","0.1554429829120636"
"12900","0.15361781418323517","0.1517733484506607","0.15546227991580963"
"13000","0.15364351123571396","0.1518060714006424","0.15548095107078552"
"13100","0.1536652371287346","0.1518322378396988","0.15549823641777039"
"13200","0.15368713438510895","0.15185916423797607","0.15551510453224182"
"13300","0.15370763093233109","0.1518867462873459","0.15552851557731628"
"13400","0.15372466295957565","0.1519128978252411","0.15553642809391022"
"13500","0.15373951941728592","0.15193898975849152","0.15554004907608032"
"13600","0.15375488996505737","0.1519666314125061","0.15554314851760864"
"13700","0.15377096086740494","0.1519944667816162","0.15554745495319366"
"13800","0.15378543734550476","0.15202338993549347","0.15554748475551605"
"13900","0.15379998087882996","0.15205255150794983","0.15554741024971008"
"14000","0.15381194651126862","0.15207679569721222","0.155547097325325"
"14100","0.1538228541612625","0.15209746360778809","0.15554824471473694"
"14200","0.15383204817771912","0.152115136384964","0.15554895997047424"
"14300","0.15383918583393097","0.15213166177272797","0.15554670989513397"
"14400","0.15384095907211304","0.15214762091636658","0.1555342972278595"
"14500","0.1538437381386757","0.15216295421123505","0.15552452206611633"
"14600","0.15384536236524582","0.15217581391334534","0.1555149108171463"
"14700","0.15384624898433685","0.15218642354011536","0.15550607442855835"
"14800","0.15384621918201447","0.15219618380069733","0.1554962545633316"
"14900","0.15384776890277863","0.15220850706100464","0.1554870307445526"
"15000","0.15384947508573532","0.15222196280956268","0.15547698736190796"
"15100","0.15385013073682785","0.15223561227321625","0.15546464920043945"
"15200","0.15385209023952484","0.15225708484649658","0.1554470956325531"
"15300","0.15385355800390244","0.15227870643138885","0.15542840957641602"
"15400","0.1538536548614502","0.15229976177215576","0.15540754795074463"
"15500","0.1538524627685547","0.1523192673921585","0.15538565814495087"
"15600","0.15385081619024277","0.15233905613422394","0.1553625762462616"
"15700","0.15385007858276367","0.15236561000347137","0.15533454716205597"
"15800","0.15384800732135773","0.15239053964614868","0.15530547499656677"
"15900","0.15384536236524582","0.15241526067256927","0.15527546405792236"
"16000","0.15384212881326675","0.1524381935596466","0.1552460640668869"
"16100","0.15384303033351898","0.15246455371379852","0.15522150695323944"
"16200","0.15383977442979813","0.15249088406562805","0.1551886647939682"
"16300","0.15383607894182205","0.15251800417900085","0.15515415370464325"
"16400","0.1538294553756714","0.15253989398479462","0.15511901676654816"
"16500","0.15383192151784897","0.15257662534713745","0.15508721768856049"
"16600","0.15383494645357132","0.15261520445346832","0.15505468845367432"
"16700","0.15383809059858322","0.15265433490276337","0.15502184629440308"
"16800","0.15384157747030258","0.15269461274147034","0.15498854219913483"
"16900","0.1538458839058876","0.15273529291152954","0.15495647490024567"
"17000","0.15384965389966965","0.15277521312236786","0.15492409467697144"
"17100","0.1538507044315338","0.1528148651123047","0.15488654375076294"
"17200","0.15384777635335922","0.15284700691699982","0.15484854578971863"
"17300","0.1538463681936264","0.15288046002388","0.1548122763633728"
"17400","0.15384820848703384","0.15291936695575714","0.15477705001831055"
"17500","0.15385065227746964","0.15295805037021637","0.1547432541847229"
"17600","0.15385470539331436","0.15299567580223083","0.1547137349843979"
"17700","0.1538572981953621","0.1530311107635498","0.15468348562717438"
"17800","0.1538577601313591","0.15306396782398224","0.15465155243873596"
"17900","0.15385787189006805","0.15309619903564453","0.15461954474449158"
"18000","0.15386047959327698","0.1531272530555725","0.15459370613098145"
"18100","0.1538626179099083","0.15315809845924377","0.15456713736057281"
"18200","0.15386365354061127","0.15318790078163147","0.15453940629959106"
"18300","0.15386460721492767","0.15321774780750275","0.1545114666223526"
"18400","0.15386321395635605","0.15324416756629944","0.15448226034641266"
"18500","0.15386181324720383","0.15326976776123047","0.15445385873317719"
"18600","0.1538587510585785","0.1532922238111496","0.15442527830600739"
"18700","0.15385524928569794","0.15331438183784485","0.15439611673355103"
"18800","0.15385191142559052","0.15333735942840576","0.15436646342277527"
"18900","0.1538492739200592","0.15336228907108307","0.15433625876903534"
"19000","0.1538480445742607","0.153390035033226","0.1543060541152954"
"19100","0.15384598076343536","0.15341606736183167","0.15427589416503906"
"19200","0.15384148806333542","0.15343858301639557","0.15424439311027527"
"19300","0.1538372039794922","0.15346220135688782","0.15421220660209656"
"19400","0.15383104979991913","0.1534845530986786","0.15417754650115967"
"19500","0.15382442623376846","0.15350650250911713","0.1541423499584198"
"19600","0.15381624549627304","0.1535259634256363","0.1541065275669098"
"19700","0.15380921959877014","0.1535475254058838","0.1540709137916565"
"19800","0.15380210429430008","0.15356779098510742","0.15403641760349274"
"19900","0.15379498153924942","0.1535847783088684","0.15400518476963043"
"20000","0.15378741919994354","0.15359808504581451","0.15397675335407257"
"20100","0.15377863496541977","0.15360938012599945","0.1539478898048401"
"20200","0.153765507042408","0.15361328423023224","0.15391772985458374"
"20300","0.15375162661075592","0.15361523628234863","0.1538880169391632"
"20400","0.15373745560646057","0.1536126732826233","0.15386223793029785"
"20500","0.15373004972934723","0.15360483527183533","0.15385526418685913"
"20600","0.1537218987941742","0.15359488129615784","0.15384891629219055"
"20700","0.15371361374855042","0.15358425676822662","0.1538429707288742"
"20800","0.15370911359786987","0.15358202159404755","0.1538362056016922"
"20900","0.1537119224667549","0.15359817445278168","0.15382567048072815"
"21000","0.15371566265821457","0.1536174863576889","0.15381383895874023"
"21100","0.15371812880039215","0.15363529324531555","0.15380096435546875"
"21200","0.15372034162282944","0.15365202724933624","0.15378865599632263"
"21300","0.15372037887573242","0.15366585552692413","0.1537749022245407"
"21400","0.15371958911418915","0.1536775380373001","0.15376164019107819"
"21500","0.15371942520141602","0.15368947386741638","0.15374937653541565"
"21600","0.15371816605329514","0.15370072424411774","0.15373560786247253"
"21700","0.15371780842542648","0.1537136286497116","0.15372198820114136"
"21800","0.15371711552143097","0.15370875597000122","0.15372547507286072"
"21900","0.1537175476551056","0.15369607508182526","0.15373902022838593"
"22000","0.1537192016839981","0.15368087589740753","0.15375752747058868"
"22100","0.15371926128864288","0.15366508066654205","0.1537734419107437"
"22200","0.15371712297201157","0.153644397854805","0.15378984808921814"
"22300","0.15371500700712204","0.15362368524074554","0.15380632877349854"
"22400","0.1537124663591385","0.1536029428243637","0.15382198989391327"
"22500","0.15370852500200272","0.15358035266399384","0.1538366973400116"
"22600","0.153703972697258","0.15355798602104187","0.15384995937347412"
"22700","0.1536978855729103","0.15353380143642426","0.15386196970939636"
"22800","0.15369347482919693","0.15350939333438873","0.15387755632400513"
"22900","0.15369098633527756","0.15348365902900696","0.15389831364154816"
"23000","0.15368781983852386","0.1534576416015625","0.15391799807548523"
"23100","0.1536865383386612","0.1534361094236374","0.153936967253685"
"23200","0.15368572622537613","0.15341633558273315","0.1539551168680191"
"23300","0.15368643403053284","0.15340076386928558","0.1539721041917801"
"23400","0.15368365496397018","0.15338526666164398","0.1539820432662964"
"23500","0.15367886424064636","0.15336918830871582","0.1539885401725769"
"23600","0.15367600321769714","0.15335801243782043","0.15399399399757385"
"23700","0.15367329120635986","0.15334780514240265","0.15399877727031708"
"23800","0.15366984903812408","0.15333117544651031","0.15400852262973785"
"23900","0.1536654755473137","0.15331289172172546","0.15401805937290192"
"24000","0.15366004407405853","0.15329046547412872","0.15402962267398834"
"24100","0.15366065502166748","0.15327879786491394","0.15404251217842102"
"24200","0.15366075187921524","0.15326671302318573","0.15405479073524475"
"24300","0.15365998446941376","0.15325264632701874","0.15406732261180878"
"24400","0.15365828573703766","0.15323896706104279","0.15407760441303253"
"24500","0.1536560207605362","0.15322646498680115","0.15408557653427124"
"24600","0.15365327149629593","0.15321408212184906","0.1540924608707428"
"24700","0.15364862233400345","0.15319964289665222","0.15409760177135468"
"24800","0.15364070236682892","0.15317989885807037","0.15410150587558746"
"24900","0.153631791472435","0.15316475927829742","0.15409882366657257"
"25000","0.1536230519413948","0.15314936637878418","0.15409673750400543"
"25100","0.15361440926790237","0.15313401818275452","0.15409480035305023"
"25200","0.1536039188504219","0.15311676263809204","0.15409107506275177"
"25300","0.15359162539243698","0.15309803187847137","0.1540852189064026"
"25400","0.15358050167560577","0.15308165550231934","0.1540793478488922"
"25500","0.15357070416212082","0.15306784212589264","0.154073566198349"
"25600","0.15355850756168365","0.15305215120315552","0.1540648639202118"
"25700","0.1535428985953331","0.15303261578083038","0.15405318140983582"
"25800","0.15352285653352737","0.15300887823104858","0.15403683483600616"
"25900","0.1535017043352127","0.15298499166965485","0.15401841700077057"
"26000","0.15348076820373535","0.15296201407909393","0.15399952232837677"
"26100","0.15346182882785797","0.15294474363327026","0.15397891402244568"
"26200","0.15344282984733582","0.15292726457118988","0.15395839512348175"
"26300","0.15342266112565994","0.15290974080562592","0.15393558144569397"
"26400","0.15340017527341843","0.15289005637168884","0.153910294175148"
"26500","0.15337347239255905","0.1528676152229309","0.1538793295621872"
"26600","0.1533445045351982","0.15284229815006256","0.15384671092033386"
"26700","0.1533152386546135","0.15281663835048676","0.15381383895874023"
"26800","0.15328476577997208","0.15278935432434082","0.15378017723560333"
"26900","0.15325581282377243","0.15276551246643066","0.1537461131811142"
"27000","0.1532277837395668","0.15274082124233246","0.15371474623680115"
"27100","0.15319642424583435","0.15270960330963135","0.15368324518203735"
"27200","0.1531633958220482","0.15267829596996307","0.1536484956741333"
"27300","0.15312883257865906","0.15264520049095154","0.15361246466636658"
"27400","0.15309317409992218","0.15261179208755493","0.15357455611228943"
"27500","0.15305621922016144","0.15257613360881805","0.15353630483150482"
"27600","0.1530192792415619","0.15253975987434387","0.1534987986087799"
"27700","0.15297894179821014","0.15250034630298615","0.15345753729343414"
"27800","0.15293247252702713","0.15245454013347626","0.153410404920578"
"27900","0.15288327634334564","0.15240436792373657","0.1533621847629547"
"28000","0.1528307870030403","0.1523505300283432","0.15331104397773743"
"28100","0.1527758464217186","0.1522926390171051","0.1532590538263321"
"28200","0.15272074192762375","0.152232825756073","0.1532086580991745"
"28300","0.15266139060258865","0.15217028558254242","0.1531524956226349"
"28400","0.15260102599859238","0.15210756659507751","0.15309448540210724"
"28500","0.15253975242376328","0.1520429104566574","0.15303659439086914"
"28600","0.15247690677642822","0.15197719633579254","0.1529766172170639"
"28700","0.15241239964962006","0.15191034972667694","0.15291444957256317"
"28800","0.15234580636024475","0.15184345841407776","0.15284815430641174"
"28900","0.15227872878313065","0.15177442133426666","0.15278303623199463"
"29000","0.1522086262702942","0.15170100331306458","0.1527162492275238"
"29100","0.15213781595230103","0.15162678062915802","0.15264885127544403"
"29200","0.15206576883792877","0.15155397355556488","0.15257756412029266"
"29300","0.15199407935142517","0.15148159861564636","0.15250656008720398"
"29400","0.15191909670829773","0.15140682458877563","0.15243136882781982"
"29500","0.15183915197849274","0.1513276845216751","0.15235061943531036"
"29600","0.15176162123680115","0.15125255286693573","0.15227068960666656"
"29700","0.15168137848377228","0.15117457509040833","0.15218818187713623"
"29800","0.15159722417593002","0.15109382569789886","0.15210062265396118"
"29900","0.15151102095842361","0.1510113775730133","0.15201066434383392"
"30000","0.15142641216516495","0.15092776715755463","0.15192505717277527"
"30100","0.15134186297655106","0.15084308385849","0.15184064209461212"
"30200","0.15125566720962524","0.15075494349002838","0.1517563909292221"
"30300","0.15116681903600693","0.15066267549991608","0.15167096257209778"
"30400","0.15107662230730057","0.15056893229484558","0.15158431231975555"
"30500","0.15098141878843307","0.15046632289886475","0.1514965146780014"
"30600","0.15088485181331635","0.15036340057849884","0.15140630304813385"
"30700","0.15078601241111755","0.15025706589221954","0.15131495893001556"
"30800","0.15068305283784866","0.15014618635177612","0.1512199193239212"
"30900","0.15057814866304398","0.15003226697444916","0.1511240303516388"
"31000","0.1504678577184677","0.14991086721420288","0.15102484822273254"
"31100","0.15035585314035416","0.1497879922389984","0.1509237140417099"
"31200","0.15024252980947495","0.1496639996767044","0.15082105994224548"
"31300","0.15012697130441666","0.14953675866127014","0.15071718394756317"
"31400","0.1500072330236435","0.1494051218032837","0.1506093442440033"
"31500","0.14988533407449722","0.1492709070444107","0.15049976110458374"
"31600","0.14976216852664948","0.14913538098335266","0.1503889560699463"
"31700","0.14963683485984802","0.14899863302707672","0.15027503669261932"
"31800","0.14950451254844666","0.1488545536994934","0.1501544713973999"
"31900","0.14937268197536469","0.1487121731042862","0.15003319084644318"
"32000","0.14923875033855438","0.1485665887594223","0.14991091191768646"
"32100","0.14910181611776352","0.14841704070568085","0.1497865915298462"
"32200","0.14896081387996674","0.14826470613479614","0.14965692162513733"
"32300","0.14881694316864014","0.14810770750045776","0.1495261788368225"
"32400","0.14867035299539566","0.14794856309890747","0.14939214289188385"
"32500","0.14852282404899597","0.14778858423233032","0.14925706386566162"
"32600","0.14837317168712616","0.14762794971466064","0.14911839365959167"
"32700","0.14822126924991608","0.14746446907520294","0.1489780694246292"
"32800","0.14806926995515823","0.14730128645896912","0.14883725345134735"
"32900","0.1479155197739601","0.14713552594184875","0.14869551360607147"
"33000","0.14775797724723816","0.146968811750412","0.14854714274406433"
"33100","0.14759870618581772","0.1467997282743454","0.14839768409729004"
"33200","0.14743585884571075","0.14662636816501617","0.14824534952640533"
"33300","0.14727304875850677","0.14645013213157654","0.148095965385437"
"33400","0.1471046656370163","0.14627154171466827","0.14793778955936432"
"33500","0.1469353437423706","0.14609315991401672","0.1477775275707245"
"33600","0.14676238596439362","0.14591334760189056","0.14761142432689667"
"33700","0.14658936858177185","0.1457335203886032","0.1474452167749405"
"33800","0.146414652466774","0.14555183053016663","0.14727747440338135"
"33900","0.14623626321554184","0.14536865055561066","0.14710387587547302"
"34000","0.1460544764995575","0.14518378674983978","0.1469251662492752"
"34100","0.1458672732114792","0.1449960321187973","0.14673851430416107"
"34200","0.14567962288856506","0.14480680227279663","0.1465524435043335"
"34300","0.14548932015895844","0.14461733400821686","0.1463613063097"
"34400","0.14529579877853394","0.14442427456378937","0.1461673229932785"
"34500","0.1451021507382393","0.14423252642154694","0.14597177505493164"
"34600","0.14490458369255066","0.14403587579727173","0.1457732915878296"
"34700","0.14470428973436356","0.1438322216272354","0.1455763578414917"
"34800","0.1444985717535019","0.14362314343452454","0.14537400007247925"
"34900","0.14428941905498505","0.14341041445732117","0.14516842365264893"
"35000","0.14407790452241898","0.14319469034671783","0.14496111869812012"
"35100","0.14386438578367233","0.14297732710838318","0.1447514444589615"
"35200","0.14364371448755264","0.14275668561458588","0.1445307433605194"
"35300","0.14342054724693298","0.14253279566764832","0.14430829882621765"
"35400","0.14319663494825363","0.14230786263942719","0.14408540725708008"
"35500","0.14297055453062057","0.14208215475082397","0.14385895431041718"
"35600","0.14273906499147415","0.1418537199497223","0.143624410033226"
"35700","0.1425035074353218","0.14161784946918488","0.14338916540145874"
"35800","0.14226215332746506","0.14137211441993713","0.14315219223499298"
"35900","0.14201641082763672","0.14112208783626556","0.14291073381900787"
"36000","0.14176538586616516","0.14086675643920898","0.14266401529312134"
"36100","0.14150945097208023","0.14060555398464203","0.14241334795951843"
"36200","0.1412552073597908","0.14034433662891388","0.14216607809066772"
"36300","0.14099741727113724","0.14008139073848724","0.14191344380378723"
"36400","0.14073490351438522","0.13981518149375916","0.1416546255350113"
"36500","0.1404682844877243","0.13954173028469086","0.14139483869075775"
"36600","0.14020031690597534","0.1392650306224823","0.14113560318946838"
"36700","0.1399296671152115","0.1389860361814499","0.14087329804897308"
"36800","0.13965636491775513","0.1387072056531906","0.14060552418231964"
"36900","0.13937737792730331","0.13841946423053741","0.1403352916240692"
"37000","0.1390957608819008","0.1381307691335678","0.14006075263023376"
"37100","0.13880906999111176","0.13783861696720123","0.13977952301502228"
"37200","0.1385192796587944","0.13754355907440186","0.13949500024318695"
"37300","0.1382250189781189","0.13724590837955475","0.13920412957668304"
"37400","0.13793037086725235","0.13694609701633453","0.13891464471817017"
"37500","0.13763638585805893","0.1366465985774994","0.13862617313861847"
"37600","0.1373409405350685","0.13634447753429413","0.1383374035358429"
"37700","0.13704464584589005","0.13604262471199036","0.13804666697978973"
"37800","0.13674719631671906","0.13574092090129852","0.1377534717321396"
"37900","0.13644414395093918","0.13543646037578583","0.13745182752609253"
"38000","0.13613509386777878","0.13512416183948517","0.1371460258960724"
"38100","0.13582251220941544","0.13480804860591888","0.136836975812912"
"38200","0.13550708442926407","0.13449278473854065","0.1365213841199875"
"38300","0.13518591225147247","0.13417263329029083","0.1361991912126541"
"38400","0.1348598599433899","0.13384577631950378","0.135873943567276"
"38500","0.13453199714422226","0.13351629674434662","0.1355476975440979"
"38600","0.13420286774635315","0.13318844139575958","0.13521729409694672"
"38700","0.13387101143598557","0.13286004960536957","0.13488197326660156"
"38800","0.13353710621595383","0.13252894580364227","0.13454526662826538"
"38900","0.13320167362689972","0.13219374418258667","0.13420960307121277"
"39000","0.13286636769771576","0.13186022639274597","0.13387250900268555"
"39100","0.1325308009982109","0.13152837753295898","0.13353322446346283"
"39200","0.1321910098195076","0.13118845224380493","0.13319356739521027"
"39300","0.1318490281701088","0.1308414340019226","0.13285662233829498"
"39400","0.13150827586650848","0.13049355149269104","0.13252300024032593"
"39500","0.13116466999053955","0.1301434487104416","0.1321858912706375"
"39600","0.13081909716129303","0.1297900229692459","0.13184817135334015"
"39700","0.13047095388174057","0.1294313669204712","0.13151054084300995"
"39800","0.13011502474546432","0.12906520068645477","0.13116484880447388"
"39900","0.12975629419088364","0.12869924306869507","0.1308133453130722"
"40000","0.12939991801977158","0.12833918631076813","0.13046064972877502"
"40100","0.12904401868581772","0.12797893583774567","0.13010910153388977"
"40200","0.12868709862232208","0.127621129155159","0.12975306808948517"
"40300","0.12832985073328018","0.12726642191410065","0.12939327955245972"
"40400","0.12796753644943237","0.12690624594688416","0.1290288269519806"
"40500","0.1276051551103592","0.12654758989810944","0.12866272032260895"
"40600","0.12723322212696075","0.12617599964141846","0.12829044461250305"
"40700","0.12685296684503555","0.12579764425754547","0.12790828943252563"
"40800","0.12647321820259094","0.1254216730594635","0.12752476334571838"
"40900","0.12609252333641052","0.12504228949546814","0.1271427571773529"
"41000","0.12570743635296822","0.12465756386518478","0.12675730884075165"
"41100","0.12531695887446404","0.12426986545324326","0.12636405229568481"
"41200","0.12492744252085686","0.1238836869597435","0.12597119808197021"
"41300","0.12453692778944969","0.12349692732095718","0.1255769282579422"
"41400","0.12414529547095299","0.12310875207185745","0.12518183887004852"
"41500","0.12374962493777275","0.12271560728549957","0.12478364259004593"
"41600","0.12335098907351494","0.12231515347957611","0.12438682466745377"
"41700","0.1229521818459034","0.12191049754619598","0.12399386614561081"
"41800","0.12255106121301651","0.12150240689516068","0.12359971553087234"
"41900","0.1221487745642662","0.12109439074993134","0.12320315837860107"
"42000","0.12174413353204727","0.120684415102005","0.12280385196208954"
"42100","0.12133906409144402","0.12027198821306229","0.12240613996982574"
"42200","0.120933897793293","0.11986159533262253","0.12200620025396347"
"42300","0.12052205577492714","0.11944475769996643","0.12159935384988785"
"42400","0.1201096884906292","0.1190308928489685","0.12118848413228989"
"42500","0.11969520151615143","0.11861667037010193","0.12077373266220093"
"42600","0.11927781254053116","0.11819474399089813","0.12036088109016418"
"42700","0.11885623261332512","0.11776618659496307","0.11994627863168716"
"42800","0.11842856556177139","0.11733199656009674","0.11952513456344604"
"42900","0.11799847334623337","0.11689426749944687","0.11910267919301987"
"43000","0.11756500229239464","0.11645381152629852","0.11867619305849075"
"43100","0.11712655052542686","0.11600325256586075","0.11824984848499298"
"43200","0.1166856624186039","0.1155514344573021","0.1178198903799057"
"43300","0.11624697595834732","0.11510396003723145","0.1173899918794632"
"43400","0.1158093623816967","0.11465195566415787","0.11696676909923553"
"43500","0.11537033319473267","0.11419560760259628","0.11654505878686905"
"43600","0.11493301764130592","0.11373990029096603","0.11612613499164581"
"43700","0.11449578776955605","0.11328434944152832","0.11570722609758377"
"43800","0.1140616275370121","0.11283517628908157","0.11528807878494263"
"43900","0.11362547054886818","0.11238022148609161","0.11487071961164474"
"44000","0.1131913773715496","0.11192440241575241","0.1144583523273468"
"44100","0.11275191977620125","0.11146993190050125","0.11403390765190125"
"44200","0.11231257393956184","0.11101910471916199","0.1136060431599617"
"44300","0.11187417432665825","0.11056932061910629","0.1131790280342102"
"44400","0.11143048852682114","0.11010764539241791","0.11275333166122437"
"44500","0.1109834536910057","0.10963992029428482","0.11232698708772659"
"44600","0.11053497344255447","0.10917043685913086","0.11189951002597809"
"44700","0.11008844152092934","0.10870648920536041","0.11147039383649826"
"44800","0.10964056476950645","0.10824287682771683","0.11103825271129608"
"44900","0.10919133946299553","0.10777869820594788","0.11060398072004318"
"45000","0.1087372899055481","0.10730655491352081","0.11016802489757538"
"45100","0.1082824245095253","0.10683514922857285","0.10972969979047775"
"45200","0.10783300548791885","0.10637021064758301","0.1092958003282547"
"45300","0.10738588124513626","0.10590516030788422","0.1088666021823883"
"45400","0.10693976655602455","0.10543960332870483","0.10843992978334427"
"45500","0.10649588331580162","0.1049795001745224","0.10801226645708084"
"45600","0.10605460032820702","0.10452406108379364","0.10758513957262039"
"45700","0.10561425611376762","0.10407388210296631","0.10715463012456894"
"45800","0.10517576336860657","0.10362550616264343","0.1067260205745697"
"45900","0.10474243387579918","0.1031823605298996","0.10630250722169876"
"46000","0.10431167483329773","0.10274185240268707","0.10588149726390839"
"46100","0.1038859412074089","0.10230614989995956","0.10546573251485825"
"46200","0.10345911234617233","0.10186779499053955","0.10505042970180511"
"46300","0.10303559899330139","0.10143423825502396","0.10463695973157883"
"46400","0.1026119776070118","0.10100431740283966","0.10421963781118393"
"46500","0.10218536481261253","0.1005750373005867","0.10379569232463837"
"46600","0.1017606295645237","0.10014721751213074","0.10337404161691666"
"46700","0.1013387106359005","0.09972210228443146","0.10295531898736954"
"46800","0.10091555491089821","0.09929454326629639","0.10253656655550003"
"46900","0.1004912257194519","0.09886401891708374","0.10211843252182007"
"47000","0.10006815940141678","0.0984339714050293","0.10170234739780426"
"47100","0.0996464304625988","0.09800738096237183","0.10128547996282578"
"47200","0.09922986477613449","0.09758412837982178","0.1008756011724472"
"47300","0.09881596639752388","0.09716034680604935","0.10047158598899841"
"47400","0.09840470179915428","0.09673856943845749","0.10007083415985107"
"47500","0.09799554944038391","0.09632036834955215","0.09967073053121567"
"47600","0.09758831188082695","0.09590338915586472","0.09927323460578918"
"47700","0.0971783883869648","0.09549000859260559","0.098866768181324"
"47800","0.09677001088857651","0.09508378803730011","0.0984562337398529"
"47900","0.09636097401380539","0.09467542916536331","0.09804651886224747"
"48000","0.09595546871423721","0.09427429735660553","0.0976366400718689"
"48100","0.09554928541183472","0.09387531876564026","0.09722325205802917"
"48200","0.09514309465885162","0.09347688406705856","0.09680930525064468"
"48300","0.09473559260368347","0.09308202564716339","0.09638915956020355"
"48400","0.09433050826191902","0.09269546717405319","0.09596554934978485"
