"Step","env: VSS - ep_info/Ball","env: VSS - ep_info/Ball__MIN","env: VSS - ep_info/Ball__MAX"
"66887","15.830064528255564","15.830064528255564","15.830064528255564"
"66895","-29.411362991432156","-29.411362991432156","-29.411362991432156"
"66916","7.190143180924019","7.190143180924019","7.190143180924019"
"66933","-25.510158621568877","-25.510158621568877","-25.510158621568877"
"66977","-10.891746910315813","-10.891746910315813","-10.891746910315813"
"67010","-19.171093648040117","-19.171093648040117","-19.171093648040117"
"67015","-6.15575797200616","-6.15575797200616","-6.15575797200616"
"67049","-10.573547471196122","-10.573547471196122","-10.573547471196122"
"67055","-44.74824517578389","-44.74824517578389","-44.74824517578389"
"67077","39.95403612182762","39.95403612182762","39.95403612182762"
"67118","32.71815157987899","32.71815157987899","32.71815157987899"
"67124","3.492742067072153","3.492742067072153","3.492742067072153"
"67125","-21.897768889496497","-21.897768889496497","-21.897768889496497"
"67139","-7.3205335231810365","-7.3205335231810365","-7.3205335231810365"
"67184","-17.92830960396155","-17.92830960396155","-17.92830960396155"
"67189","8.878644685168313","8.878644685168313","8.878644685168313"
"67208","-9.747360337331363","-9.747360337331363","-9.747360337331363"
"67247","8.527826646212501","8.527826646212501","8.527826646212501"
"67274","-7.957905515886037","-7.957905515886037","-7.957905515886037"
"67308","33.192188263160716","33.192188263160716","33.192188263160716"
"67316","14.340484312233208","10.406023210182209","18.274945414284208"
"67332","-7.623310293846168","-7.623310293846168","-7.623310293846168"
"67335","-4.764474071714376","-4.764474071714376","-4.764474071714376"
"67342","-11.974522638601563","-11.974522638601563","-11.974522638601563"
"67358","3.0573722520017803","3.0573722520017803","3.0573722520017803"
"67360","21.738653963344603","21.738653963344603","21.738653963344603"
"67377","14.396886988048156","14.396886988048156","14.396886988048156"
"67386","-27.882130409346743","-27.882130409346743","-27.882130409346743"
"67406","12.130526334383145","12.130526334383145","12.130526334383145"
"67415","-10.938713382950437","-10.938713382950437","-10.938713382950437"
"67417","7.054291618400118","7.054291618400118","7.054291618400118"
"67425","23.38033934726272","23.38033934726272","23.38033934726272"
"67449","-2.5755178993612557","-2.5755178993612557","-2.5755178993612557"
"67451","7.101748023593562","7.101748023593562","7.101748023593562"
"67455","31.906660539375334","31.906660539375334","31.906660539375334"
"67467","-8.175071200488986","-8.175071200488986","-8.175071200488986"
"67470","-6.65541460877111","-6.65541460877111","-6.65541460877111"
"67474","5.482424783927207","5.482424783927207","5.482424783927207"
"67486","-6.184112219580512","-6.184112219580512","-6.184112219580512"
"67495","21.972227933841648","21.972227933841648","21.972227933841648"
"67506","1.571028423349749","1.571028423349749","1.571028423349749"
"67518","-2.8795692463870433","-2.8795692463870433","-2.8795692463870433"
"67525","-7.06592674725618","-7.06592674725618","-7.06592674725618"
"67527","-4.438840839687129","-4.438840839687129","-4.438840839687129"
"67531","29.07690808530827","29.07690808530827","29.07690808530827"
"67532","-3.7243821661287964","-3.7243821661287964","-3.7243821661287964"
"67545","-6.659913821354381","-6.659913821354381","-6.659913821354381"
"67560","-0.2151910972328751","-0.2151910972328751","-0.2151910972328751"
"67584","16.96276369936215","-1.8966893762951293","35.82221677501943"
"67589","0","0","0"
"67592","34.63695219042399","34.63695219042399","34.63695219042399"
"67608","0","0","0"
"67611","-12.812924142487526","-12.812924142487526","-12.812924142487526"
"67622","-8.307129866373165","-8.307129866373165","-8.307129866373165"
"67658","31.462866264953906","31.462866264953906","31.462866264953906"
"67661","-6.9109736252703335","-6.9109736252703335","-6.9109736252703335"
"67664","3.074209957732124","3.074209957732124","3.074209957732124"
"67665","-4.861175751497333","-4.861175751497333","-4.861175751497333"
"67670","0","0","0"
"67698","-4.896097606838121","-4.896097606838121","-4.896097606838121"
"67716","-15.094242580058177","-15.094242580058177","-15.094242580058177"
"67759","-18.786753370619678","-18.786753370619678","-18.786753370619678"
"67781","15.238069869689744","15.238069869689744","15.238069869689744"
"67786","-9.9940124636607","-9.9940124636607","-9.9940124636607"
"67793","7.01471273131383","7.01471273131383","7.01471273131383"
"67794","11.9568662629762","11.9568662629762","11.9568662629762"
"67806","-4.676253848510668","-4.676253848510668","-4.676253848510668"
"67808","-1.0564126156389184","-1.0564126156389184","-1.0564126156389184"
"67810","27.8981872455228","27.8981872455228","27.8981872455228"
"67815","-1.293189417734646","-18.163730639310828","15.577351803841536"
"67817","28.878740839235025","28.878740839235025","28.878740839235025"
"67825","-1.9104814689775078","-1.9104814689775078","-1.9104814689775078"
"67844","0.9743970645553601","0.9743970645553601","0.9743970645553601"
"67849","-6.271625670694776","-6.271625670694776","-6.271625670694776"
"67860","31.25923397831255","31.25923397831255","31.25923397831255"
"67870","19.29658352860141","19.29658352860141","19.29658352860141"
"67880","-11.17548742541985","-11.17548742541985","-11.17548742541985"
"67885","-17.53165851853721","-17.53165851853721","-17.53165851853721"
"67895","26.402505272022058","26.402505272022058","26.402505272022058"
"67906","13.949651845417408","13.949651845417408","13.949651845417408"
"67912","7.621694082334717","7.621694082334717","7.621694082334717"
"67918","0.652035725562381","0.652035725562381","0.652035725562381"
"67944","-7.037348708010678","-7.037348708010678","-7.037348708010678"
"67950","-9.378023680822034","-9.378023680822034","-9.378023680822034"
"67968","-4.588686652393202","-4.588686652393202","-4.588686652393202"
"67992","-16.624501474734423","-16.624501474734423","-16.624501474734423"
"68042","-4.95406065812388","-4.95406065812388","-4.95406065812388"
"68065","-1.6287306440224025","-1.6287306440224025","-1.6287306440224025"
"68068","-21.36207923242906","-21.36207923242906","-21.36207923242906"
"68087","5.427724099134059","5.427724099134059","5.427724099134059"
"68099","-5.634226702763476","-5.634226702763476","-5.634226702763476"
"68107","-6.827215415195633","-6.827215415195633","-6.827215415195633"
"68112","34.77660680851215","34.77660680851215","34.77660680851215"
"68116","-6.277226152252636","-6.277226152252636","-6.277226152252636"
"68122","-27.969112166663738","-27.969112166663738","-27.969112166663738"
"68137","-9.547190705995144","-9.547190705995144","-9.547190705995144"
"68148","6.096905689505101","6.096905689505101","6.096905689505101"
"68155","-10.254008211417386","-26.77487188510934","6.266855462274571"
"68167","28.567810607717927","28.567810607717927","28.567810607717927"
"68173","-7.134914761961749","-7.134914761961749","-7.134914761961749"
"68180","21.56116098718666","21.56116098718666","21.56116098718666"
"68181","-5.880028602399749","-5.880028602399749","-5.880028602399749"
"68188","0.16907895589932698","0.16907895589932698","0.16907895589932698"
"68197","-12.294539309344401","-12.294539309344401","-12.294539309344401"
"68202","13.419789471244451","13.419789471244451","13.419789471244451"
"68230","-6.930633349049239","-6.930633349049239","-6.930633349049239"
"68262","7.404074656911305","7.404074656911305","7.404074656911305"
"68274","35.01861186011765","35.01861186011765","35.01861186011765"
"68275","7.029757928714611","7.029757928714611","7.029757928714611"
"68288","26.589400535771667","26.589400535771667","26.589400535771667"
"68295","5.75376930231127","5.75376930231127","5.75376930231127"
"68324","6.633397408212258","6.633397408212258","6.633397408212258"
"68345","-25.87192587204334","-25.87192587204334","-25.87192587204334"
"68353","26.44974021424194","26.44974021424194","26.44974021424194"
"68362","31.32115181275117","31.32115181275117","31.32115181275117"
"68378","10.629234028854556","10.629234028854556","10.629234028854556"
"68434","-17.797692346853847","-17.797692346853847","-17.797692346853847"
"68464","4.349939858231317","4.349939858231317","4.349939858231317"
"68467","-7.805134783260792","-7.805134783260792","-7.805134783260792"
"68468","-12.20861690898888","-12.20861690898888","-12.20861690898888"
"68494","-28.12164747495613","-28.12164747495613","-28.12164747495613"
"68499","-9.948735831047408","-9.948735831047408","-9.948735831047408"
"68515","-0.024967898836997238","-0.024967898836997238","-0.024967898836997238"
"68526","-6.285169007798878","-6.285169007798878","-6.285169007798878"
"68530","15.543655071823657","15.543655071823657","15.543655071823657"
"68532","-14.432420962197924","-14.432420962197924","-14.432420962197924"
"68534","15.901430534144858","15.901430534144858","15.901430534144858"
"68559","-20.769045385227713","-28.487291234115258","-13.050799536340168"
"68560","-13.130865261760615","-13.130865261760615","-13.130865261760615"
"68602","15.219281252738059","15.219281252738059","15.219281252738059"
"68603","21.9993705688688","21.9993705688688","21.9993705688688"
"68615","22.167371280053","18.242702143463855","26.092040416642146"
"68617","22.591984010430757","22.591984010430757","22.591984010430757"
"68629","26.252754371094642","26.252754371094642","26.252754371094642"
"68633","21.632688379105407","21.632688379105407","21.632688379105407"
"68660","-2.915580409834248","-2.915580409834248","-2.915580409834248"
"68700","-7.573585223428745","-7.573585223428745","-7.573585223428745"
"68716","1.4834086128306068","1.4834086128306068","1.4834086128306068"
"68717","34.363478840924735","34.363478840924735","34.363478840924735"
"68718","19.5277595601932","19.5277595601932","19.5277595601932"
"68730","20.512177478919956","20.512177478919956","20.512177478919956"
"68732","-0.01771071005746694","-0.01771071005746694","-0.01771071005746694"
"68733","-24.91026772106818","-24.91026772106818","-24.91026772106818"
"68752","38.086375786133765","38.086375786133765","38.086375786133765"
"68753","2.926673253265426","0.8179546755060512","5.035391831024801"
"68762","3.8862785546798717","3.8862785546798717","3.8862785546798717"
"68765","20.25666166197229","20.25666166197229","20.25666166197229"
"68781","10.772107641354145","10.772107641354145","10.772107641354145"
"68789","5.018250828853913","5.018250828853913","5.018250828853913"
"68793","-42.224425266508","-42.224425266508","-42.224425266508"
"68805","20.252388021502075","20.252388021502075","20.252388021502075"
"68837","-16.117894180906262","-16.117894180906262","-16.117894180906262"
"68853","18.12996026466043","18.12996026466043","18.12996026466043"
"68880","25.52335947423929","25.52335947423929","25.52335947423929"
"68897","-12.932310038885678","-12.932310038885678","-12.932310038885678"
"68956","-26.535342263399876","-26.535342263399876","-26.535342263399876"
"68957","2.4874124413503065","2.4874124413503065","2.4874124413503065"
"69000","16.926981239744986","16.926981239744986","16.926981239744986"
"69003","-2.946826590561541","-2.946826590561541","-2.946826590561541"
"69015","-6.460207756592364","-6.460207756592364","-6.460207756592364"
"69019","23.19913691618258","23.19913691618258","23.19913691618258"
"69031","-7.294723436847729","-7.294723436847729","-7.294723436847729"
"69044","-0.18420131793479955","-0.18420131793479955","-0.18420131793479955"
"69060","11.918138145170516","11.918138145170516","11.918138145170516"
"69074","5.521758303588255","5.521758303588255","5.521758303588255"
"69088","9.261718017102044","9.261718017102044","9.261718017102044"
"69101","-30.810538443148015","-30.810538443148015","-30.810538443148015"
"69106","-6.006294560570128","-6.006294560570128","-6.006294560570128"
"69109","-15.537608772536018","-15.537608772536018","-15.537608772536018"
"69124","-1.5140516468843714","-1.5140516468843714","-1.5140516468843714"
"69131","-21.316339029726212","-21.316339029726212","-21.316339029726212"
"69133","-9.41463686100211","-9.41463686100211","-9.41463686100211"
"69145","-0.6363020248021327","-0.6363020248021327","-0.6363020248021327"
"69147","-35.129508843657725","-35.129508843657725","-35.129508843657725"
"69153","16.37138949831343","16.37138949831343","16.37138949831343"
"69161","7.57493163462601","7.57493163462601","7.57493163462601"
"69170","2.6572002764590046","2.6572002764590046","2.6572002764590046"
"69181","-2.130924076010227","-2.130924076010227","-2.130924076010227"
"69234","23.19326981277844","23.19326981277844","23.19326981277844"
"69241","37.32304033238065","37.32304033238065","37.32304033238065"
"69267","-6.491745286271362","-20.087886285605453","7.104395713062729"
"69297","-18.873144575834917","-18.873144575834917","-18.873144575834917"
"69299","-11.950420310831985","-11.950420310831985","-11.950420310831985"
"69355","-17.01753696503339","-17.01753696503339","-17.01753696503339"
"69356","4.494983182500952","4.494983182500952","4.494983182500952"
"69357","13.894343077067747","13.894343077067747","13.894343077067747"
"69360","1.3052272937645548","1.3052272937645548","1.3052272937645548"
"69385","-10.730927371272628","-10.730927371272628","-10.730927371272628"
"69393","0.5057380503410962","0.5057380503410962","0.5057380503410962"
"69399","-26.03134120298869","-26.03134120298869","-26.03134120298869"
"69400","-4.5165425543175335","-4.5165425543175335","-4.5165425543175335"
"69406","-11.331020713269217","-11.331020713269217","-11.331020713269217"
"69460","26.168429184033858","26.168429184033858","26.168429184033858"
"69480","8.950623792488127","8.950623792488127","8.950623792488127"
"69486","0.9058630597746857","0.9058630597746857","0.9058630597746857"
"69494","-18.262875212871712","-18.262875212871712","-18.262875212871712"
"69513","-10.713334228053071","-10.713334228053071","-10.713334228053071"
"69517","21.70474309599376","21.70474309599376","21.70474309599376"
"69530","-5.891705569926732","-5.891705569926732","-5.891705569926732"
"69531","-4.02045281537103","-4.02045281537103","-4.02045281537103"
"69532","20.193395730969936","20.193395730969936","20.193395730969936"
"69545","4.830608239264277","4.830608239264277","4.830608239264277"
"69561","-1.117439045087151","-1.117439045087151","-1.117439045087151"
"69570","11.742061860606832","11.742061860606832","11.742061860606832"
"69581","-17.584709124710553","-17.584709124710553","-17.584709124710553"
"69585","7.989871854470626","7.989871854470626","7.989871854470626"
"69626","2.7395413634849075","2.7395413634849075","2.7395413634849075"
"69641","-3.6471956599086606","-3.6471956599086606","-3.6471956599086606"
"69647","-0.049924848833980295","-0.049924848833980295","-0.049924848833980295"
"69699","2.091268378318641","2.091268378318641","2.091268378318641"
"69734","0.6672921825532158","0.6672921825532158","0.6672921825532158"
"69761","-6.003689336165515","-6.003689336165515","-6.003689336165515"
"69762","40.15536657306478","40.15536657306478","40.15536657306478"
"69776","21.18118103553632","21.18118103553632","21.18118103553632"
"69793","19.72805778601696","19.72805778601696","19.72805778601696"
"69799","-28.49115050039647","-28.49115050039647","-28.49115050039647"
"69819","-5.436633597052452","-5.436633597052452","-5.436633597052452"
"69833","0.3764839839671964","0.3764839839671964","0.3764839839671964"
"69841","6.134252433441001","6.134252433441001","6.134252433441001"
"69856","8.509634221201757","8.509634221201757","8.509634221201757"
"69873","-4.697955609799166","-4.697955609799166","-4.697955609799166"
"69918","-3.383085123947007","-12.95452528729055","6.188355039396537"
"69922","12.684613104859844","12.684613104859844","12.684613104859844"
"69923","14.094192925995396","14.094192925995396","14.094192925995396"
"69924","10.11071201825601","10.11071201825601","10.11071201825601"
"69931","-1.3540014777943479","-1.3540014777943479","-1.3540014777943479"
"69932","-23.40129089107556","-23.40129089107556","-23.40129089107556"
"69935","-14.191263917452277","-14.191263917452277","-14.191263917452277"
"69943","-0.05033317618381061","-0.05033317618381061","-0.05033317618381061"
"69959","8.443709322495152","8.443709322495152","8.443709322495152"
"69967","-16.009604062871404","-16.009604062871404","-16.009604062871404"
"69977","1.2277801142118991","1.2277801142118991","1.2277801142118991"
"69995","15.56544578881479","15.56544578881479","15.56544578881479"
"70003","-28.350051073129823","-28.350051073129823","-28.350051073129823"
"70026","-3.099243030229274","-3.099243030229274","-3.099243030229274"
"70037","14.049251917991633","14.049251917991633","14.049251917991633"
"70038","21.558270731039475","21.558270731039475","21.558270731039475"
"70045","19.266516114457964","19.266516114457964","19.266516114457964"
"70065","4.811974043430389","4.811974043430389","4.811974043430389"
"70068","19.265938093859944","19.265938093859944","19.265938093859944"
"70073","33.48111629298807","33.48111629298807","33.48111629298807"
"70094","19.457602503744074","19.457602503744074","19.457602503744074"
"70095","2.5576773424704555","2.5576773424704555","2.5576773424704555"
"70118","3.1009955065863153","3.1009955065863153","3.1009955065863153"
"70125","17.504408905548622","17.504408905548622","17.504408905548622"
"70134","7.3598635429031996","7.3598635429031996","7.3598635429031996"
"70139","-8.205574951144278","-8.205574951144278","-8.205574951144278"
"70153","27.465632771704993","27.465632771704993","27.465632771704993"
"70172","5.908162579634463","5.908162579634463","5.908162579634463"
"70181","-21.01978450434933","-21.01978450434933","-21.01978450434933"
"70199","-1.012174405057864","-1.012174405057864","-1.012174405057864"
"70206","20.6185845770646","20.6185845770646","20.6185845770646"
"70215","13.100221165026962","9.837756896473387","16.362685433580538"
"70241","-17.450502808969034","-17.450502808969034","-17.450502808969034"
"70261","8.351054890545825","8.351054890545825","8.351054890545825"
"70268","15.705911821072263","15.705911821072263","15.705911821072263"
"70273","-5.645688277542976","-5.645688277542976","-5.645688277542976"
"70280","-9.621434096352328","-9.621434096352328","-9.621434096352328"
"70339","9.587403106050983","9.587403106050983","9.587403106050983"
"70405","2.8501089330938796","2.8501089330938796","2.8501089330938796"
"70407","6.825091155023377","6.825091155023377","6.825091155023377"
"70447","1.881916298182773","-26.5194561977428","30.283288794108348"
"70451","6.594115818474262","6.594115818474262","6.594115818474262"
"70467","-1.4776264452737073","-1.4776264452737073","-1.4776264452737073"
"70483","-14.906796391741524","-22.830399904480352","-6.983192879002697"
"70490","1.243754386914639","1.243754386914639","1.243754386914639"
"70516","12.804528705340879","12.804528705340879","12.804528705340879"
"70535","12.235723260322944","12.235723260322944","12.235723260322944"
"70536","10.528868245183872","10.528868245183872","10.528868245183872"
"70539","-8.851493902191987","-8.851493902191987","-8.851493902191987"
"70543","8.480991175856225","8.480991175856225","8.480991175856225"
"70561","11.560895864593386","11.560895864593386","11.560895864593386"
"70572","-16.425209081342093","-16.425209081342093","-16.425209081342093"
"70576","4.775658851666567","4.775658851666567","4.775658851666567"
"70580","28.667893518688828","28.667893518688828","28.667893518688828"
"70603","41.49433382890127","41.49433382890127","41.49433382890127"
"70611","25.13047660656816","25.13047660656816","25.13047660656816"
"70615","23.18618021111065","23.18618021111065","23.18618021111065"
"70655","1.7815066118393883","1.7815066118393883","1.7815066118393883"
"70661","-16.17861865282842","-16.17861865282842","-16.17861865282842"
"70673","2.1670985287251647","2.1670985287251647","2.1670985287251647"
"70678","-22.445529094894","-22.445529094894","-22.445529094894"
"70721","28.23429148146824","28.23429148146824","28.23429148146824"
"70742","29.346460947140642","29.346460947140642","29.346460947140642"
"70744","-2.6503420052349673","-2.6503420052349673","-2.6503420052349673"
"70788","-12.769896485980427","-12.769896485980427","-12.769896485980427"
"70795","-1.876432397259148","-1.876432397259148","-1.876432397259148"
"70836","4.370073686282991","4.370073686282991","4.370073686282991"
"70859","-7.410493531092215","-7.410493531092215","-7.410493531092215"
"70868","0","0","0"
"70883","-19.39856862498823","-19.39856862498823","-19.39856862498823"
"70887","32.81118459123697","32.81118459123697","32.81118459123697"
"70895","19.260962146015462","19.260962146015462","19.260962146015462"
"70914","3.885684192131158","3.885684192131158","3.885684192131158"
"70916","-12.501830467876937","-12.501830467876937","-12.501830467876937"
"70922","4.389379435301352","4.389379435301352","4.389379435301352"
"70925","-8.193324561625978","-8.193324561625978","-8.193324561625978"
"70931","0","0","0"
"70936","10.50402283437806","10.50402283437806","10.50402283437806"
"70941","-12.315984760864154","-12.315984760864154","-12.315984760864154"
"70952","28.961703474795076","28.961703474795076","28.961703474795076"
"70960","-1.307929732091971","-1.307929732091971","-1.307929732091971"
"70965","3.3320392430135266","3.3320392430135266","3.3320392430135266"
"71000","0.5592173942507801","0.5592173942507801","0.5592173942507801"
"71011","0","0","0"
"71024","-2.1904917538640394","-2.1904917538640394","-2.1904917538640394"
"71027","5.240199270531592","5.240199270531592","5.240199270531592"
"71032","17.204957592739277","17.204957592739277","17.204957592739277"
"71035","-1.8784842523663936","-1.8784842523663936","-1.8784842523663936"
"71041","5.831133095182712","5.831133095182712","5.831133095182712"
"71108","-11.848328519994629","-11.848328519994629","-11.848328519994629"
"71119","-9.408555254817554","-9.408555254817554","-9.408555254817554"
"71146","39.95173345137678","39.95173345137678","39.95173345137678"
"71159","13.031899900596319","13.031899900596319","13.031899900596319"
"71185","27.08514050162171","27.08514050162171","27.08514050162171"
"71203","12.560096555781803","12.560096555781803","12.560096555781803"
"71205","-29.175525210924793","-29.175525210924793","-29.175525210924793"
"71245","38.84518303537253","38.84518303537253","38.84518303537253"
"71259","16.189315388642342","16.189315388642342","16.189315388642342"
"71275","-4.192354479849951","-4.192354479849951","-4.192354479849951"
"71290","35.81069485634908","35.81069485634908","35.81069485634908"
"71314","21.229960010251617","21.229960010251617","21.229960010251617"
"71318","19.22202611484146","19.22202611484146","19.22202611484146"
"71358","6.660191254797486","6.660191254797486","6.660191254797486"
"71362","-18.751908846705533","-18.751908846705533","-18.751908846705533"
"71364","8.635216868354586","8.635216868354586","8.635216868354586"
"71365","22.672907975392178","22.672907975392178","22.672907975392178"
"71381","8.328594874697208","8.328594874697208","8.328594874697208"
"71386","30.832406979184","30.832406979184","30.832406979184"
"71422","-22.929314524155163","-22.929314524155163","-22.929314524155163"
"71424","21.883545749735305","21.883545749735305","21.883545749735305"
"71455","-2.3109408306209156","-2.3109408306209156","-2.3109408306209156"
"71468","34.364800001028755","34.364800001028755","34.364800001028755"
"71470","26.833711600602008","26.833711600602008","26.833711600602008"
"71471","-10.432837988045968","-10.432837988045968","-10.432837988045968"
"71473","-5.877211407645442","-5.877211407645442","-5.877211407645442"
"71493","24.77365980567687","24.77365980567687","24.77365980567687"
"71506","13.847531011893404","13.847531011893404","13.847531011893404"
"71518","18.0023953356162","18.0023953356162","18.0023953356162"
"71530","-3.7156173855511057","-3.7156173855511057","-3.7156173855511057"
"71559","-6.315320087794617","-6.315320087794617","-6.315320087794617"
"71565","-1.4985407405524287","-1.4985407405524287","-1.4985407405524287"
"71567","-16.574489782884676","-16.574489782884676","-16.574489782884676"
"71581","-14.011080771699964","-14.011080771699964","-14.011080771699964"
"71584","7.788123516988745","7.788123516988745","7.788123516988745"
"71585","19.746107770369775","19.746107770369775","19.746107770369775"
"71588","-1.115915524736544","-1.115915524736544","-1.115915524736544"
"71593","19.958014623695465","19.958014623695465","19.958014623695465"
"71595","3.691252592860338","3.691252592860338","3.691252592860338"
"71606","-33.27001181722661","-33.27001181722661","-33.27001181722661"
"71640","-10.673737075813477","-10.673737075813477","-10.673737075813477"
"71666","17.673963715846416","17.673963715846416","17.673963715846416"
"71683","20.374941597866556","20.374941597866556","20.374941597866556"
"71686","22.446906767575857","22.446906767575857","22.446906767575857"
"71701","0","0","0"
"71707","5.8255227848717155","5.8255227848717155","5.8255227848717155"
"71722","15.525067745653375","15.525067745653375","15.525067745653375"
"71762","13.647017534294722","13.647017534294722","13.647017534294722"
"71764","12.923204257232296","12.923204257232296","12.923204257232296"
"71765","-12.318347130260687","-12.318347130260687","-12.318347130260687"
"71799","3.3597011615757353","3.3597011615757353","3.3597011615757353"
"71800","-7.336662578073183","-7.336662578073183","-7.336662578073183"
"71822","24.444794758879716","24.444794758879716","24.444794758879716"
"71836","-3.0444168441123187","-3.0444168441123187","-3.0444168441123187"
"71838","8.186824925207956","7.085833595132992","9.28781625528292"
"71863","-2.829222455373675","-2.829222455373675","-2.829222455373675"
"71868","-22.59616199658764","-22.59616199658764","-22.59616199658764"
"71873","-3.215930111401602","-3.215930111401602","-3.215930111401602"
"71923","1.8775149741842792","1.8775149741842792","1.8775149741842792"
"71935","12.206238746578725","12.206238746578725","12.206238746578725"
"71942","6.447029266416956","6.447029266416956","6.447029266416956"
"71946","-5.919363157272285","-5.919363157272285","-5.919363157272285"
"71955","19.312549421706137","19.312549421706137","19.312549421706137"
"71965","-26.82744404753631","-26.82744404753631","-26.82744404753631"
"71970","14.50195528604247","14.50195528604247","14.50195528604247"
"71973","-12.84691072822583","-12.84691072822583","-12.84691072822583"
"71981","-5.508819109814797","-5.508819109814797","-5.508819109814797"
"71993","-0.19201642731272173","-0.19201642731272173","-0.19201642731272173"
"72011","-9.59318181694417","-9.59318181694417","-9.59318181694417"
"72037","-10.050273756591698","-10.050273756591698","-10.050273756591698"
"72044","14.630186829864279","14.630186829864279","14.630186829864279"
"72066","3.094190202649258","3.094190202649258","3.094190202649258"
"72086","-1.3112769396264774","-1.3112769396264774","-1.3112769396264774"
"72087","-4.727875766423802","-4.727875766423802","-4.727875766423802"
"72091","-9.636915004787916","-9.636915004787916","-9.636915004787916"
"72095","13.102099652023384","13.102099652023384","13.102099652023384"
"72103","-7.200754089261023","-7.200754089261023","-7.200754089261023"
"72112","-3.5133389142050397","-3.5133389142050397","-3.5133389142050397"
"72122","-27.70528509347161","-27.70528509347161","-27.70528509347161"
"72154","25.116137953083545","25.116137953083545","25.116137953083545"
"72172","12.26386124132776","9.107430907010762","15.420291575644757"
"72186","29.95723414440392","29.95723414440392","29.95723414440392"
"72190","11.788597036179198","11.788597036179198","11.788597036179198"
"72191","19.711908770646833","19.711908770646833","19.711908770646833"
"72207","-5.889063751085738","-5.889063751085738","-5.889063751085738"
"72212","20.060074364807313","20.060074364807313","20.060074364807313"
"72224","-27.728778559085477","-27.728778559085477","-27.728778559085477"
"72259","-27.550754451641726","-27.550754451641726","-27.550754451641726"
"72263","-21.957833179500344","-21.957833179500344","-21.957833179500344"
"72287","4.667726256021579","4.667726256021579","4.667726256021579"
"72292","-15.540468742132571","-15.540468742132571","-15.540468742132571"
"72327","3.098745607785737","3.098745607785737","3.098745607785737"
"72333","13.939629719312464","13.939629719312464","13.939629719312464"
"72339","5.574901804061903","5.574901804061903","5.574901804061903"
"72345","-27.55216292452487","-27.55216292452487","-27.55216292452487"
"72355","9.42513064179136","9.42513064179136","9.42513064179136"
"72362","-8.669956183765187","-8.669956183765187","-8.669956183765187"
"72373","13.03244047407416","13.03244047407416","13.03244047407416"
"72375","27.038465866034944","27.038465866034944","27.038465866034944"
"72395","7.433002472491295","-0.38813040791097486","15.254135352893565"
"72426","-25.88779669820092","-25.88779669820092","-25.88779669820092"
"72429","21.17430088667287","21.17430088667287","21.17430088667287"
"72437","-21.284724705371243","-21.284724705371243","-21.284724705371243"
"72451","-25.814667934131926","-25.814667934131926","-25.814667934131926"
"72458","-9.74645111320034","-9.74645111320034","-9.74645111320034"
"72459","17.479067541988307","17.479067541988307","17.479067541988307"
"72479","28.161042657010345","28.161042657010345","28.161042657010345"
"72486","-9.190752687203894","-9.190752687203894","-9.190752687203894"
"72507","-6.001964168427093","-6.001964168427093","-6.001964168427093"
"72512","-13.924318429031711","-13.924318429031711","-13.924318429031711"
"72529","-18.658448339403687","-18.658448339403687","-18.658448339403687"
"72531","0.6282947925233464","0.6282947925233464","0.6282947925233464"
"72552","-31.420346286229794","-31.420346286229794","-31.420346286229794"
"72553","1.5623157995340993","-6.286590480128872","9.41122207919707"
"72560","23.16286167059819","23.16286167059819","23.16286167059819"
"72562","-14.642267915029759","-14.642267915029759","-14.642267915029759"
"72564","23.623587075978225","23.623587075978225","23.623587075978225"
"72593","7.196500353493225","7.196500353493225","7.196500353493225"
"72610","0","0","0"
"72624","-3.608459450092255","-3.608459450092255","-3.608459450092255"
"72638","-4.883411888672218","-4.883411888672218","-4.883411888672218"
"72655","21.900601614121072","21.900601614121072","21.900601614121072"
"72673","-9.504749609479946","-9.504749609479946","-9.504749609479946"
"72692","14.177799096503225","12.882398564860685","15.473199628145764"
"72696","-0.49826886009038507","-0.49826886009038507","-0.49826886009038507"
"72706","14.411288948732823","14.411288948732823","14.411288948732823"
"72725","24.753691002239833","24.753691002239833","24.753691002239833"
"72733","5.726408751861336","5.726408751861336","5.726408751861336"
"72735","-0.14553719213216687","-0.14553719213216687","-0.14553719213216687"
"72745","-21.26279253249426","-21.26279253249426","-21.26279253249426"
"72767","-6.113442523390267","-6.113442523390267","-6.113442523390267"
"72772","1.2079359483509018","-10.774213727934486","13.19008562463629"
"72775","13.027833463860402","13.027833463860402","13.027833463860402"
"72776","11.274694389069914","11.274694389069914","11.274694389069914"
"72826","7.522800650566024","7.522800650566024","7.522800650566024"
"72871","-4.123543078167508","-4.123543078167508","-4.123543078167508"
"72872","-6.9683356249617425","-6.9683356249617425","-6.9683356249617425"
"72878","-21.334999779572467","-21.334999779572467","-21.334999779572467"
"72879","-20.88757494432505","-20.88757494432505","-20.88757494432505"
"72886","27.9182655365516","27.9182655365516","27.9182655365516"
"72894","39.18121974068954","39.18121974068954","39.18121974068954"
"72899","-20.76327070849006","-20.76327070849006","-20.76327070849006"
"72920","0","0","0"
"72929","-8.756724609397386","-37.14703122038228","19.63358200158751"
"72959","14.226130152847452","14.226130152847452","14.226130152847452"
"72972","-4.839390589516873","-4.839390589516873","-4.839390589516873"
"73047","9.290738968654713","9.290738968654713","9.290738968654713"
"73053","-30.825819118017947","-30.825819118017947","-30.825819118017947"
