"Step","env: VSS - ep_info/Ball","env: VSS - ep_info/Ball__MIN","env: VSS - ep_info/Ball__MAX"
"16394","0","0","0"
"16398","0","0","0"
"16399","0","0","0"
"16403","11.05401170348377","11.05401170348377","11.05401170348377"
"16408","0","0","0"
"16419","0","0","0"
"16429","-10.928109384425081","-10.928109384425081","-10.928109384425081"
"16470","0","0","0"
"16474","0","0","0"
"16477","0","0","0"
"16479","0","0","0"
"16502","0","0","0"
"16518","0","0","0"
"16538","-27.12078484781219","-27.12078484781219","-27.12078484781219"
"16586","0","0","0"
"16598","3.49697942202331","3.49697942202331","3.49697942202331"
"16604","-6.655355452253312","-6.655355452253312","-6.655355452253312"
"16627","0","0","0"
"16675","0","0","0"
"16684","0","0","0"
"16709","10.503708787593256","10.503708787593256","10.503708787593256"
"16749","-3.217310149810662","-3.217310149810662","-3.217310149810662"
"16778","0","0","0"
"16786","0","0","0"
"16799","0","0","0"
"16803","0","0","0"
"16808","-5.708866729606632","-5.708866729606632","-5.708866729606632"
"16844","0","0","0"
"16850","0","0","0"
"16874","0","0","0"
"16883","0","0","0"
"16895","0","0","0"
"16897","13.356811276571559","13.356811276571559","13.356811276571559"
"16905","0","0","0"
"16917","-3.5548272708607547","-3.5548272708607547","-3.5548272708607547"
"16945","0","0","0"
"16972","0","0","0"
"16983","0","0","0"
"17027","-11.596888048172929","-23.193776096345857","0"
"17072","0","0","0"
"17084","5.2037755984738725","5.2037755984738725","5.2037755984738725"
"17100","0","0","0"
"17137","0","0","0"
"17142","0.5507600173710603","0.5507600173710603","0.5507600173710603"
"17169","0","0","0"
"17186","0","0","0"
"17193","0","0","0"
"17194","-0.08661223229858295","-0.08661223229858295","-0.08661223229858295"
"17198","0","0","0"
"17203","0","0","0"
"17229","0","0","0"
"17254","23.56291159690833","23.56291159690833","23.56291159690833"
"17274","0","0","0"
"17278","0","0","0"
"17283","-3.2399324614775846","-3.2399324614775846","-3.2399324614775846"
"17296","-7.669735428524029","-7.669735428524029","-7.669735428524029"
"17302","0","0","0"
"17303","0","0","0"
"17328","-6.080570432836668","-6.080570432836668","-6.080570432836668"
"17337","-21.493741544431987","-21.493741544431987","-21.493741544431987"
"17373","0","0","0"
"17509","3.6882234143932","3.6882234143932","3.6882234143932"
"17549","0","0","0"
"17565","0","0","0"
"17587","0","0","0"
"17594","-3.3049380466295473","-3.3049380466295473","-3.3049380466295473"
"17598","0","0","0"
"17599","0","0","0"
"17603","0","0","0"
"17647","-18.907313279513367","-18.907313279513367","-18.907313279513367"
"17658","0","0","0"
"17665","0","0","0"
"17678","5.380076449933975","5.380076449933975","5.380076449933975"
"17683","-24.697216366880586","-24.697216366880586","-24.697216366880586"
"17697","13.358311566622573","13.358311566622573","13.358311566622573"
"17702","0","0","0"
"17717","0","0","0"
"17723","-8.746630962729663","-8.746630962729663","-8.746630962729663"
"17728","10.588633543708807","10.588633543708807","10.588633543708807"
"17769","0","0","0"
"17772","0","0","0"
"17807","0","0","0"
"17855","0","0","0"
"17864","0","0","0"
"17884","0","0","0"
"17886","-1.3806625495895177","-1.3806625495895177","-1.3806625495895177"
"17891","0","0","0"
"17942","0","0","0"
"17965","9.129161744774585","9.129161744774585","9.129161744774585"
"17967","0","0","0"
"17978","0","0","0"
"17993","0","0","0"
"17998","0","0","0"
"17999","-0.17780151674018563","-0.35560303348037126","0"
"18003","5.153680051014194","5.153680051014194","5.153680051014194"
"18044","-8.208786227293196","-8.208786227293196","-8.208786227293196"
"18047","0","0","0"
"18079","0","0","0"
"18095","-16.634171193646754","-16.634171193646754","-16.634171193646754"
"18097","-2.6964709653921477","-2.6964709653921477","-2.6964709653921477"
"18117","11.014216826513913","11.014216826513913","11.014216826513913"
"18123","0","0","0"
"18137","0","0","0"
"18160","3.121309743966802","3.121309743966802","3.121309743966802"
"18169","0","0","0"
"18188","0","0","0"
"18198","9.10588747622897","9.10588747622897","9.10588747622897"
"18204","0","0","0"
"18206","1.2564326476014496","1.2564326476014496","1.2564326476014496"
"18222","0","0","0"
"18284","0","0","0"
"18341","0","0","0"
"18367","10.051528887119277","10.051528887119277","10.051528887119277"
"18369","0","0","0"
"18370","15.183741398275544","15.183741398275544","15.183741398275544"
"18408","0","0","0"
"18419","2.3856306750212823","2.3856306750212823","2.3856306750212823"
"18444","0","0","0"
"18447","0","0","0"
"18458","7.093567470711864","7.093567470711864","7.093567470711864"
"18465","0","0","0"
"18478","-2.8240178331022143","-2.8240178331022143","-2.8240178331022143"
"18483","18.384421517098914","18.384421517098914","18.384421517098914"
"18496","0","0","0"
"18497","0","0","0"
"18503","0","0","0"
"18512","0","0","0"
"18531","8.816691187753555","8.816691187753555","8.816691187753555"
"18537","0","0","0"
"18569","-2.1534398992422434","-2.1534398992422434","-2.1534398992422434"
"18572","0","0","0"
"18573","-9.955190795010058","-9.955190795010058","-9.955190795010058"
"18604","0","0","0"
"18606","0","0","0"
"18607","0","0","0"
"18622","0","0","0"
"18644","-8.70785692317514","-8.70785692317514","-8.70785692317514"
"18684","0","0","0"
"18719","-3.5986200184029897","-3.5986200184029897","-3.5986200184029897"
"18727","-6.499669486581265","-6.499669486581265","-6.499669486581265"
"18798","0","0","0"
"18799","0","0","0"
"18844","0","0","0"
"18863","0","0","0"
"18874","-1.3345152989137026","-1.3345152989137026","-1.3345152989137026"
"18878","0","0","0"
"18879","-4.887873860739075","-4.887873860739075","-4.887873860739075"
"18883","12.335553194867408","12.335553194867408","12.335553194867408"
"18933","0","0","0"
"18983","0","0","0"
"19006","0","0","0"
"19072","0","0","0"
"19091","0","0","0"
"19095","-7.384497904502996","-7.384497904502996","-7.384497904502996"
"19127","0","0","0"
"19137","0","0","0"
"19142","0","0","0"
"19167","0","0","0"
"19189","0","0","0"
"19199","-1.5249671200665114","-4.574901360199534","0"
"19203","-27.31066827939555","-27.31066827939555","-27.31066827939555"
"19244","0","0","0"
"19250","0","0","0"
"19258","0","0","0"
"19274","0","0","0"
"19278","0","0","0"
"19305","12.704321248628062","12.704321248628062","12.704321248628062"
"19318","0","0","0"
"19331","0","0","0"
"19345","7.961254122753029","7.961254122753029","7.961254122753029"
"19367","-21.266930404327507","-21.266930404327507","-21.266930404327507"
"19373","0","0","0"
"19383","0","0","0"
"19400","-18.870516089819283","-18.870516089819283","-18.870516089819283"
"19495","-3.093963292722704","-3.093963292722704","-3.093963292722704"
"19498","-2.6116989132430204","-2.6116989132430204","-2.6116989132430204"
"19513","3.7283210642599935","3.7283210642599935","3.7283210642599935"
"19527","0","0","0"
"19548","-20.08086579203603","-20.08086579203603","-20.08086579203603"
"19578","-1.9403913115026268","-1.9403913115026268","-1.9403913115026268"
"19599","0","0","0"
"19608","0","0","0"
"19637","0","0","0"
"19658","0","0","0"
"19663","0","0","0"
"19679","-0.040192146022619","-0.040192146022619","-0.040192146022619"
"19696","0","0","0"
"19697","0","0","0"
"19702","0","0","0"
"19705","0","0","0"
"19771","0.05847550206461993","0.05847550206461993","0.05847550206461993"
"19773","-9.226290548157358","-9.226290548157358","-9.226290548157358"
"19788","0","0","0"
"19822","0","0","0"
"19827","-2.8229798997750515","-2.8229798997750515","-2.8229798997750515"
"19913","0","0","0"
"19931","-8.391591405748109","-8.391591405748109","-8.391591405748109"
"19937","9.643525410477586","9.643525410477586","9.643525410477586"
"19942","0","0","0"
"19948","-1.1542496499931998","-1.1542496499931998","-1.1542496499931998"
"19972","-9.681038044654837","-9.681038044654837","-9.681038044654837"
"19978","0","0","0"
"19979","0","0","0"
"19999","13.3677048301576","13.3677048301576","13.3677048301576"
"20040","-7.202215295263291","-7.202215295263291","-7.202215295263291"
"20050","-11.151427514482705","-11.151427514482705","-11.151427514482705"
"20058","0","0","0"
"20065","0.23550149144053178","0.23550149144053178","0.23550149144053178"
"20074","5.607237314795776","5.607237314795776","5.607237314795776"
"20078","-9.811607357315928","-9.811607357315928","-9.811607357315928"
"20083","0","0","0"
"20096","0","0","0"
"20097","18.938355110320757","18.938355110320757","18.938355110320757"
"20131","9.798020931866478","9.798020931866478","9.798020931866478"
"20160","-18.32999745085802","-18.32999745085802","-18.32999745085802"
"20171","0","0","0"
"20183","0","0","0"
"20184","0","0","0"
"20222","0","0","0"
"20275","-11.139635519738013","-11.139635519738013","-11.139635519738013"
"20278","0","0","0"
