"Step","env: VSS_TUNED - ep_info/Goal","env: VSS_TUNED - ep_info/Goal__MIN","env: VSS_TUNED - ep_info/Goal__MAX"
"272216","1","1","1"
"272219","0","0","0"
"272224","-1","-1","-1"
"272225","1","1","1"
"272244","0","0","0"
"272248","1","1","1"
"272260","0","0","0"
"272270","1","1","1"
"272271","1","1","1"
"272274","0","0","0"
"272275","-1","-1","-1"
"272278","1","1","1"
"272280","0","0","0"
"272295","0","0","0"
"272304","0","0","0"
"272312","0","0","0"
"272317","-1","-1","-1"
"272323","1","1","1"
"272328","-1","-1","-1"
"272330","0","0","0"
"272331","0","0","0"
"272337","0","0","0"
"272348","1","1","1"
"272352","1","1","1"
"272362","0","0","0"
"272363","1","1","1"
"272366","1","1","1"
"272377","1","1","1"
"272384","-1","-1","-1"
"272394","1","1","1"
"272407","1","1","1"
"272409","0","0","0"
"272418","-1","-1","-1"
"272421","0","0","0"
"272422","1","1","1"
"272431","0","0","0"
"272435","1","1","1"
"272446","0","0","0"
"272448","0","0","0"
"272452","0","0","0"
"272454","1","1","1"
"272456","1","1","1"
"272465","1","1","1"
"272466","0","0","0"
"272476","0","0","0"
"272486","0","0","0"
"272487","1","1","1"
"272493","1","1","1"
"272498","0.5","0","1"
"272502","0","0","0"
"272509","0","0","0"
"272515","0","0","0"
"272521","0.5","0","1"
"272528","0","0","0"
"272531","1","1","1"
"272546","1","1","1"
"272549","1","1","1"
"272552","0","0","0"
"272554","1","1","1"
"272557","0","0","0"
"272566","1","1","1"
"272570","0","0","0"
"272572","1","1","1"
"272589","-1","-1","-1"
"272608","0","0","0"
"272617","1","1","1"
"272620","0","0","0"
"272624","0.5","0","1"
"272628","1","1","1"
"272634","1","1","1"
"272641","1","1","1"
"272644","0","0","0"
"272671","0","0","0"
"272674","0","0","0"
"272698","1","1","1"
"272701","1","1","1"
"272709","1","1","1"
"272710","1","1","1"
"272717","1","1","1"
"272718","0.5","0","1"
"272730","0","0","0"
"272733","0","0","0"
"272755","1","1","1"
"272763","0","0","0"
"272770","1","1","1"
"272783","0","0","0"
"272790","1","1","1"
"272808","1","1","1"
"272814","-1","-1","-1"
"272815","0","0","0"
"272818","0","0","0"
"272827","0","0","0"
"272828","1","1","1"
"272846","0","0","0"
"272848","0","0","0"
"272853","0","0","0"
"272859","0","0","0"
"272864","1","1","1"
"272869","1","1","1"
"272884","0","0","0"
"272886","0","0","0"
"272888","1","1","1"
"272893","0","0","0"
"272894","0","0","0"
"272898","0","0","0"
"272899","-1","-1","-1"
"272909","0","0","0"
"272910","1","1","1"
"272912","0","-1","1"
"272913","0","0","0"
"272915","0","0","0"
"272918","-1","-1","-1"
"272921","0","0","0"
"272928","1","1","1"
"272929","1","1","1"
"272930","1","1","1"
"272940","0","0","0"
"272941","0","0","0"
"272945","0","0","0"
"272947","0","0","0"
"272949","1","1","1"
"272954","0","0","0"
"272957","-1","-1","-1"
"272970","0","0","0"
"272976","0","0","0"
"273002","0","0","0"
"273010","1","1","1"
"273025","0","0","0"
"273028","0","0","0"
"273032","1","1","1"
"273035","0","0","0"
"273041","0","0","0"
"273082","0","0","0"
"273087","1","1","1"
"273089","1","1","1"
"273100","1","1","1"
"273110","0","0","0"
"273118","0","0","0"
"273123","0","0","0"
"273134","0","0","0"
"273136","-1","-1","-1"
"273141","0","0","0"
"273142","-1","-1","-1"
"273149","-1","-1","-1"
"273153","0","0","0"
"273160","1","1","1"
"273163","0","0","0"
"273166","0","0","0"
"273189","0","0","0"
"273207","0","0","0"
"273212","-1","-1","-1"
"273215","0","0","0"
"273233","0","0","0"
"273235","0","0","0"
"273238","1","1","1"
"273248","0","0","0"
"273255","0","0","0"
"273259","0","0","0"
"273261","0","0","0"
"273264","-1","-1","-1"
"273266","0","0","0"
"273268","1","1","1"
"273274","1","1","1"
"273286","0","0","0"
"273294","1","1","1"
"273298","0","0","0"
"273308","1","1","1"
"273310","0","0","0"
"273312","0","0","0"
"273319","1","1","1"
"273321","0","0","0"
"273341","0","0","0"
"273345","0.5","0","1"
"273349","0","0","0"
"273357","0","0","0"
"273365","1","1","1"
"273370","0.5","0","1"
"273379","-1","-1","-1"
"273380","1","1","1"
"273386","0","0","0"
"273398","-1","-1","-1"
"273402","0","0","0"
"273417","0","0","0"
"273424","0","0","0"
"273429","0","0","0"
"273436","1","1","1"
"273446","0","0","0"
"273447","0","0","0"
"273454","1","1","1"
"273474","1","1","1"
"273476","0","0","0"
"273493","1","1","1"
"273505","1","1","1"
"273519","-1","-1","-1"
"273530","0","0","0"
"273533","0","0","0"
"273535","1","1","1"
"273541","0","0","0"
"273545","1","1","1"
"273546","0","0","0"
"273550","-1","-1","-1"
"273553","0","0","0"
"273561","0","0","0"
"273563","0","0","0"
"273565","1","1","1"
"273601","1","1","1"
"273603","1","1","1"
"273607","0","0","0"
"273609","1","1","1"
"273617","1","1","1"
"273633","1","1","1"
"273637","0","0","0"
"273638","0","0","0"
"273640","0","0","0"
"273641","1","1","1"
"273647","-1","-1","-1"
"273648","1","1","1"
"273656","0","0","0"
"273659","0","0","0"
"273666","0","0","0"
"273677","1","1","1"
"273684","1","1","1"
"273693","1","1","1"
"273694","0","0","0"
"273698","0","0","0"
"273709","0","0","0"
"273717","1","1","1"
"273733","0","0","0"
"273736","1","1","1"
"273745","0","0","0"
"273751","0","0","0"
"273767","1","1","1"
"273771","0","0","0"
"273773","0","0","0"
"273775","1","1","1"
"273779","-1","-1","-1"
"273783","1","1","1"
"273786","1","1","1"
"273798","0","0","0"
"273813","1","1","1"
"273815","1","1","1"
"273832","0","0","0"
"273840","1","1","1"
"273846","0","0","0"
"273847","0","0","0"
"273864","1","1","1"
"273876","0","0","0"
"273879","1","1","1"
"273881","0","0","0"
"273882","0","0","0"
"273884","1","1","1"
"273897","1","1","1"
"273903","0","0","0"
"273912","0","0","0"
"273919","0","0","0"
"273922","0.5","0","1"
"273923","0","0","0"
"273925","0","0","0"
"273930","0.5","0","1"
"273933","0","0","0"
"273934","1","1","1"
"273946","0","0","0"
"273947","0","0","0"
"273953","0","0","0"
"273954","0","0","0"
"273962","1","1","1"
"273963","0","0","0"
"273980","0","0","0"
"273994","1","1","1"
"274001","1","1","1"
"274005","0","0","0"
"274009","0","0","0"
"274017","0","0","0"
"274023","0","0","0"
"274026","1","1","1"
"274027","1","1","1"
"274036","0","0","0"
"274044","0","0","0"
"274059","0","0","0"
"274061","-1","-1","-1"
"274062","1","1","1"
"274065","1","1","1"
"274066","0","0","0"
"274076","0","0","0"
"274087","0","0","0"
"274103","1","1","1"
"274112","0","0","0"
"274121","0","0","0"
"274137","1","1","1"
"274145","0","0","0"
"274147","0","0","0"
"274153","1","1","1"
"274178","1","1","1"
"274180","0","0","0"
"274188","1","1","1"
"274195","1","1","1"
"274211","1","1","1"
"274215","0","0","0"
"274218","0","0","0"
"274225","0","0","0"
"274232","1","1","1"
"274242","1","1","1"
"274244","0","0","0"
"274251","0.5","0","1"
"274261","0","0","0"
"274271","0","0","0"
"274283","1","1","1"
"274293","-1","-1","-1"
"274297","0.5","0","1"
"274307","0","0","0"
"274325","-1","-1","-1"
"274328","-1","-1","-1"
"274331","1","1","1"
"274347","0","0","0"
"274350","0","0","0"
"274354","0","0","0"
"274367","1","1","1"
"274385","1","1","1"
"274405","0","0","0"
"274428","0","0","0"
"274432","1","1","1"
"274436","1","1","1"
"274445","0","0","0"
"274455","1","1","1"
"274456","1","1","1"
"274465","1","1","1"
"274466","0","0","0"
"274471","1","1","1"
"274476","0","0","0"
"274479","1","1","1"
"274489","0","0","0"
"274500","0","0","0"
"274505","1","1","1"
"274519","0","0","0"
"274525","1","1","1"
"274541","0.5","0","1"
"274543","0","0","0"
"274547","1","1","1"
"274550","1","1","1"
"274562","1","1","1"
"274570","0","0","0"
"274571","1","1","1"
"274580","0","0","0"
"274581","0","0","0"
"274583","0","0","0"
"274595","0","0","0"
"274604","1","1","1"
"274607","0","0","0"
"274611","0","0","0"
"274612","1","1","1"
"274613","0","0","0"
"274614","1","1","1"
"274622","0","0","0"
"274632","0","0","0"
"274649","1","1","1"
"274661","1","1","1"
"274665","1","1","1"
"274673","0","0","0"
"274679","0","0","0"
"274684","-1","-1","-1"
"274686","0","0","0"
"274693","0","0","0"
"274706","0","0","0"
"274707","0","0","0"
"274709","1","1","1"
"274725","0","0","0"
"274728","1","1","1"
"274730","0","0","0"
"274737","0","0","0"
"274740","0","0","0"
"274759","1","1","1"
"274763","0","0","0"
"274766","0","0","0"
"274785","0","0","0"
"274794","0","0","0"
"274799","1","1","1"
"274838","1","1","1"
"274848","1","1","1"
"274850","0","0","0"
"274855","0","0","0"
"274859","0","0","0"
"274871","1","1","1"
"274884","1","1","1"
"274890","1","1","1"
"274910","0","0","0"
"274911","0","0","0"
"274915","0.5","0","1"
"274928","1","1","1"
"274934","1","1","1"
"274941","0","0","0"
"274947","0","0","0"
"274955","0","0","0"
"274962","0","0","0"
"274963","1","1","1"
"274967","0","0","0"
"274986","0","0","0"
"274998","0","0","0"
"275007","-1","-1","-1"
"275009","0","0","0"
"275010","0","0","0"
"275011","0","0","0"
"275012","1","1","1"
"275013","0","0","0"
"275022","0","0","0"
"275027","0","0","0"
"275039","1","1","1"
"275049","0","0","0"
"275052","1","1","1"
"275062","1","1","1"
"275065","1","1","1"
"275075","1","1","1"
"275076","0","0","0"
"275085","1","1","1"
"275093","0","0","0"
"275104","0","0","0"
"275110","-1","-1","-1"
"275114","0","0","0"
"275126","1","1","1"
"275140","0","0","0"
"275147","0","0","0"
"275154","0","0","0"
"275159","0","0","0"
"275174","1","1","1"
"275177","0","0","0"
"275185","0","0","0"
"275199","0","0","0"
"275235","1","1","1"
"275237","0","0","0"
"275239","1","1","1"
"275245","0","0","0"
"275248","-1","-1","-1"
"275259","0","0","0"
"275262","1","1","1"
"275264","1","1","1"
"275265","0","0","0"
"275266","0","0","0"
"275273","1","1","1"
"275289","0","0","0"
"275290","0","0","0"
"275291","1","1","1"
"275293","1","1","1"
"275305","0","0","0"
"275307","-1","-1","-1"
"275315","0","0","0"
"275318","0","0","0"
"275321","0","0","0"
"275324","0","0","0"
"275339","1","1","1"
"275344","1","1","1"
"275355","1","1","1"
"275363","1","1","1"
"275365","1","1","1"
"275373","0","0","0"
"275379","1","1","1"
"275380","0","0","0"
"275403","0","0","0"
"275405","0","0","0"
"275415","0","0","0"
"275423","0","0","0"
"275424","1","1","1"
"275426","1","1","1"
"275447","0.5","0","1"
"275462","0","0","0"
"275465","0","0","0"
"275479","1","1","1"
"275482","0","0","0"
"275485","0","0","0"
"275489","1","1","1"
"275505","1","1","1"
"275510","0","0","0"
"275511","0","0","0"
"275533","1","1","1"
"275540","0","0","0"
"275541","0","0","0"
"275547","1","1","1"
"275550","1","1","1"
"275554","0","0","0"
"275560","1","1","1"
"275564","1","1","1"
"275567","0","0","0"
"275574","0","0","0"
"275577","0","0","0"
"275601","0","0","0"
"275606","1","1","1"
"275611","1","1","1"
"275613","0","0","0"
"275616","0","0","0"
"275639","0","0","0"
"275640","1","1","1"
"275645","0","0","0"
"275648","0","0","0"
"275651","0","0","0"
"275658","-1","-1","-1"
"275661","0","0","0"
"275673","0","0","0"
"275683","0","0","0"
"275687","0","0","0"
"275690","0","0","0"
"275693","0","0","0"
"275702","1","1","1"
"275712","1","1","1"
"275724","0","0","0"
"275725","1","1","1"
"275735","1","1","1"
"275739","0","0","0"
"275755","0","0","0"
"275766","1","1","1"
"275771","1","1","1"
"275777","0","0","0"
"275780","0","0","0"
"275786","1","1","1"
"275787","0","0","0"
"275792","0","0","0"
"275803","0.5","0","1"
"275810","0","0","0"
"275834","0","0","0"
"275841","1","1","1"
"275854","0","0","0"
"275859","1","1","1"
"275883","1","1","1"
"275889","0","0","0"
"275900","0","0","0"
"275902","0","0","0"
"275913","1","1","1"
"275914","1","1","1"
"275926","0","0","0"
"275940","0","0","0"
"275950","0","0","0"
"275953","-1","-1","-1"
"275969","1","1","1"
"275970","0","0","0"
"275984","1","1","1"
"275985","1","1","1"
"276001","0","0","0"
"276010","1","1","1"
"276020","0","0","0"
"276029","1","1","1"
"276031","-1","-1","-1"
"276037","1","1","1"
"276039","0","0","0"
"276045","0","0","0"
"276048","-0.5","-1","0"
"276057","1","1","1"
"276058","0","0","0"
"276061","0","0","0"
"276066","0","0","0"
"276076","1","1","1"
"276093","0","0","0"
"276110","0","0","0"
"276127","1","1","1"
"276134","0","0","0"
"276158","1","1","1"
"276166","0","0","0"
"276171","0","0","0"
"276175","1","1","1"
"276187","0","0","0"
"276190","1","1","1"
"276191","1","1","1"
"276198","1","1","1"
"276200","1","1","1"
"276215","0","0","0"
"276222","0","0","0"
"276226","0","0","0"
"276240","0","0","0"
"276241","0","0","0"
"276247","0","0","0"
"276248","1","1","1"
"276255","0","0","0"
"276268","0","0","0"
"276280","1","1","1"
"276290","0","0","0"
"276300","1","1","1"
"276302","0","0","0"
"276312","1","1","1"
"276313","0","0","0"
"276314","0","0","0"
"276331","1","1","1"
"276334","0","0","0"
"276340","0","0","0"
"276347","1","1","1"
"276349","1","1","1"
"276351","1","1","1"
"276354","0","0","0"
"276356","-1","-1","-1"
"276359","1","1","1"
"276367","0","0","0"
"276380","1","1","1"
"276381","1","1","1"
"276403","-1","-1","-1"
"276410","0","0","0"
"276425","0","0","0"
"276428","0","0","0"
"276430","0","0","0"
"276437","0","0","0"
"276443","1","1","1"
"276447","0","0","0"
"276452","0","0","0"
"276458","1","1","1"
"276469","1","1","1"
"276480","1","1","1"
"276490","0","0","0"
"276502","1","1","1"
"276506","0","0","0"
"276507","0","0","0"
"276511","0","0","0"
"276512","0","0","0"
"276515","0","0","0"
"276519","1","1","1"
"276527","1","1","1"
"276545","1","1","1"
"276565","1","1","1"
"276566","0","0","0"
"276568","1","1","1"
"276587","0","0","0"
"276592","0","0","0"
"276596","0","0","0"
"276626","1","1","1"
"276627","0","0","0"
"276641","1","1","1"
"276642","0","0","0"
"276643","0","0","0"
"276646","-1","-1","-1"
"276647","0","0","0"
"276657","1","1","1"
"276663","1","1","1"
"276678","1","1","1"
"276683","0.5","0","1"
"276685","1","1","1"
"276702","0","0","0"
"276709","1","1","1"
"276711","0","0","0"
"276714","0","0","0"
"276728","-0.5","-1","0"
"276729","-1","-1","-1"
"276732","0","0","0"
"276745","1","1","1"
"276759","0","0","0"
"276760","0","0","0"
"276769","0","0","0"
"276781","0","0","0"
"276782","-1","-1","-1"
"276785","0","0","0"
"276789","1","1","1"
"276790","1","1","1"
"276794","1","1","1"
"276803","1","1","1"
"276826","1","1","1"
"276829","1","1","1"
"276830","1","1","1"
"276837","0","0","0"
"276838","1","1","1"
"276839","0","0","0"
"276857","-1","-1","-1"
"276858","0","0","0"
"276862","0","0","0"
"276864","1","1","1"
"276869","0","0","0"
"276880","1","1","1"
"276896","1","1","1"
"276927","1","1","1"
"276933","1","1","1"
"276935","-0.5","-1","0"
"276938","1","1","1"
"276947","-1","-1","-1"
"276966","1","1","1"
"276973","0","0","0"
"276976","1","1","1"
"276985","1","1","1"
"276987","0","0","0"
"276996","0","0","0"
"277017","0","0","0"
"277028","1","1","1"
"277031","-0.5","-1","0"
"277037","1","1","1"
"277045","0","0","0"
"277049","1","1","1"
"277052","0","0","0"
"277057","0","0","0"
"277062","1","1","1"
"277068","0","0","0"
"277078","0","0","0"
"277083","0","0","0"
"277086","-1","-1","-1"
"277090","1","1","1"
"277092","1","1","1"
"277100","1","1","1"
"277102","0","0","0"
"277143","-1","-1","-1"
"277154","1","1","1"
"277160","1","1","1"
"277174","1","1","1"
"277180","0","0","0"
"277195","1","1","1"
"277203","0","0","0"
"277227","1","1","1"
"277231","1","1","1"
"277232","-1","-1","-1"
"277234","1","1","1"
"277262","0","0","0"
"277270","1","1","1"
"277271","1","1","1"
"277273","1","1","1"
"277279","1","1","1"
"277287","0","0","0"
"277288","0","0","0"
"277302","0","0","0"
"277304","1","1","1"
"277318","-1","-1","-1"
"277327","0","0","0"
"277331","1","1","1"
"277336","-1","-1","-1"
"277345","0","0","0"
"277353","1","1","1"
"277355","-1","-1","-1"
"277356","0.5","0","1"
"277368","0","0","0"
"277375","1","1","1"
"277413","1","1","1"
"277429","1","1","1"
"277437","0","0","0"
"277447","0","0","0"
"277456","0","0","0"
"277465","0","0","0"
"277467","0","0","0"
"277468","0","0","0"
"277475","0","0","0"
"277476","1","1","1"
"277486","0","0","0"
"277488","1","1","1"
"277491","1","1","1"
"277492","1","1","1"
"277498","1","1","1"
"277499","1","1","1"
"277505","0","0","0"
"277511","0","0","0"
"277529","1","1","1"
"277540","0","0","0"
"277541","0","0","0"
"277543","0","0","0"
"277545","1","1","1"
"277547","0","0","0"
"277549","1","1","1"
"277554","0","0","0"
"277567","1","1","1"
"277569","1","1","1"
"277581","1","1","1"
"277582","0","0","0"
"277591","0","0","0"
"277617","1","1","1"
"277629","0","0","0"
"277636","-1","-1","-1"
"277639","0","0","0"
"277643","0","0","0"
"277644","1","1","1"
"277645","1","1","1"
"277650","0","0","0"
"277652","0","0","0"
"277660","0","0","0"
"277663","1","1","1"
"277679","0","0","0"
"277695","1","1","1"
"277720","0","0","0"
"277721","-1","-1","-1"
"277722","0","0","0"
"277725","1","1","1"
"277728","0","0","0"
"277730","-1","-1","-1"
"277736","1","1","1"
"277759","1","1","1"
"277764","1","1","1"
"277765","1","1","1"
"277780","0","0","0"
"277783","0","0","0"
"277784","1","1","1"
"277787","0","0","0"
"277791","0","0","0"
"277827","1","1","1"
"277829","0","0","0"
"277832","0","0","0"
"277838","1","1","1"
"277848","1","1","1"
"277851","0","0","0"
"277858","0","0","0"
"277867","0","0","0"
"277874","0","0","0"
"277883","0","0","0"
"277889","1","1","1"
"277899","1","1","1"
"277900","0","0","0"
"277913","1","1","1"
"277919","0","0","0"
"277928","-1","-1","-1"
"277932","0","0","0"
"277933","1","1","1"
"277935","1","1","1"
"277946","1","1","1"
"277949","0","0","0"
"277952","1","1","1"
"277964","1","1","1"
"277969","0","0","0"
"277973","0","0","0"
"277981","0","0","0"
"277982","0","0","0"
"277983","1","1","1"
"277984","-1","-1","-1"
"277993","1","1","1"
"277994","1","1","1"
"278006","0","0","0"
"278010","1","1","1"
"278013","1","1","1"
"278017","0","0","0"
"278021","1","1","1"
"278040","1","1","1"
"278044","0","0","0"
"278049","0","0","0"
"278052","0","0","0"
"278063","0","0","0"
"278065","1","1","1"
"278097","-1","-1","-1"
"278103","0","0","0"
"278120","0","0","0"
"278121","0","0","0"
"278122","0","0","0"
"278125","1","1","1"
"278132","0","0","0"
"278134","1","1","1"
"278144","0","0","0"
"278148","1","1","1"
"278156","0","0","0"
"278171","0","0","0"
"278187","0","0","0"
"278200","1","1","1"
"278202","1","1","1"
"278203","1","1","1"
"278217","1","1","1"
"278222","-0.5","-1","0"
"278228","0","0","0"
"278229","0","0","0"
"278231","1","1","1"
"278232","0","0","0"
"278243","0","0","0"
"278250","0","0","0"
"278251","1","1","1"
"278257","1","1","1"
"278265","1","1","1"
"278278","1","1","1"
"278296","-1","-1","-1"
"278300","0","0","0"
"278301","1","1","1"
"278308","0","-1","1"
"278310","1","1","1"
"278312","0","0","0"
"278315","1","1","1"
"278336","0","0","0"
"278340","1","1","1"
"278354","0","0","0"
"278358","0","0","0"
"278364","0","0","0"
"278378","0","0","0"
"278381","0","0","0"
"278384","0","0","0"
"278395","0","0","0"
"278408","1","1","1"
"278410","0.5","0","1"
"278411","1","1","1"
"278412","0","0","0"
"278421","0","0","0"
"278432","1","1","1"
"278441","0","0","0"
"278450","0","0","0"
"278454","0","0","0"
"278456","1","1","1"
"278458","1","1","1"
"278463","0","0","0"
"278465","1","1","1"
"278475","1","1","1"
"278477","0","0","0"
"278483","0","0","0"
"278493","1","1","1"
"278519","1","1","1"
"278522","0","0","0"
"278535","1","1","1"
"278543","1","1","1"
"278545","0","0","0"
"278547","0","0","0"
"278555","1","1","1"
"278556","0","0","0"
"278561","-1","-1","-1"
"278572","-1","-1","-1"
"278578","0","0","0"
"278581","1","1","1"
"278583","0","0","0"
"278619","1","1","1"
"278622","0","0","0"
"278643","0.5","0","1"
"278656","1","1","1"
"278658","0","0","0"
"278664","0","0","0"
"278675","-1","-1","-1"
"278685","-1","-1","-1"
"278687","-1","-1","-1"
"278689","0","0","0"
"278691","1","1","1"
"278705","0","0","0"
"278707","1","1","1"
"278708","0","0","0"
"278717","1","1","1"
"278718","0","0","0"
"278720","0","0","0"
"278728","0","0","0"
"278731","-1","-1","-1"
"278740","1","1","1"
"278746","0","0","0"
"278749","0","0","0"
"278752","0","0","0"
"278754","0","0","0"
"278768","-1","-1","-1"
"278781","0","0","0"
"278794","0","0","0"
"278803","0","0","0"
"278821","0","0","0"
"278823","0","0","0"
"278832","1","1","1"
"278837","0","0","0"
"278841","0","0","0"
"278851","1","1","1"
"278852","0.5","0","1"
"278863","0","0","0"
"278864","0","0","0"
"278877","0","0","0"
"278887","1","1","1"
"278905","1","1","1"
"278908","0","0","0"
"278915","0","0","0"
"278916","1","1","1"
"278925","1","1","1"
"278926","0.5","0","1"
"278932","1","1","1"
"278936","1","1","1"
"278939","1","1","1"
"278943","0","0","0"
"278950","1","1","1"
"278956","0","0","0"
"278971","1","1","1"
"278972","0","0","0"
"278979","1","1","1"
"278988","0","0","0"
"278989","1","1","1"
"279001","-1","-1","-1"
"279019","0","0","0"
"279027","-1","-1","-1"
"279032","0","0","0"
"279034","1","1","1"
"279036","0","0","0"
"279038","0","0","0"
"279051","0","0","0"
"279058","0","0","0"
"279062","0","0","0"
"279074","0","0","0"
"279075","0","0","0"
"279084","0","0","0"
"279091","0","0","0"
"279104","1","1","1"
"279105","0","0","0"
"279107","0","0","0"
"279112","0","0","0"
"279147","-1","-1","-1"
"279154","0","0","0"
"279156","0","0","0"
"279165","0","0","0"
"279181","0","0","0"
"279182","0","0","0"
"279184","0","0","0"
"279195","1","1","1"
"279199","0","0","0"
"279209","0","0","0"
"279212","0","0","0"
"279213","0","0","0"
"279216","0","0","0"
"279222","1","1","1"
"279223","0","0","0"
"279241","0","0","0"
"279244","1","1","1"
"279251","1","1","1"
"279266","1","1","1"
"279283","1","1","1"
"279286","0","0","0"
"279287","0","0","0"
"279288","1","1","1"
"279300","1","1","1"
"279305","0","0","0"
"279307","-1","-1","-1"
"279313","1","1","1"
"279316","0","0","0"
"279330","0","0","0"
"279334","1","1","1"
"279346","1","1","1"
"279355","1","1","1"
"279356","0","0","0"
"279371","1","1","1"
"279372","0","0","0"
"279374","1","1","1"
"279376","1","1","1"
"279416","0","-1","1"
"279426","0","0","0"
"279428","0","0","0"
"279429","0","0","0"
"279433","0","0","0"
"279438","1","1","1"
"279447","0","0","0"
"279452","0","0","0"
"279469","-1","-1","-1"
"279471","-1","-1","-1"
"279481","1","1","1"
"279482","1","1","1"
"279484","0","0","0"
"279487","0.5","0","1"
"279501","-1","-1","-1"
"279505","1","1","1"
"279511","1","1","1"
"279513","1","1","1"
"279534","1","1","1"
"279537","-1","-1","-1"
"279547","0","0","0"
"279552","0","0","0"
"279557","1","1","1"
"279564","0","0","0"
"279569","1","1","1"
"279570","0","0","0"
"279577","1","1","1"
"279585","1","1","1"
"279594","1","1","1"
"279600","0","0","0"
"279606","0","0","0"
"279614","1","1","1"
"279617","0","0","0"
"279620","1","1","1"
"279623","0","0","0"
"279633","0","0","0"
"279639","1","1","1"
"279693","1","1","1"
"279698","-1","-1","-1"
"279700","0","0","0"
"279703","0","0","0"
"279707","0","0","0"
"279713","0","0","0"
"279718","1","1","1"
"279722","0","0","0"
"279726","0","0","0"
"279734","0","0","0"
"279737","0","0","0"
"279747","0","0","0"
"279750","0","0","0"
"279756","0","0","0"
"279764","1","1","1"
"279768","1","1","1"
"279770","0","0","0"
"279771","0","0","0"
"279774","0","0","0"
"279784","1","1","1"
"279814","1","1","1"
"279816","0","0","0"
"279817","0","0","0"
"279820","0","0","0"
"279825","-1","-1","-1"
"279826","-1","-1","-1"
"279827","0","0","0"
"279838","0","0","0"
"279852","0","0","0"
"279853","0.3333333333333333","-1","1"
"279862","0","0","0"
"279864","0","0","0"
"279866","0","0","0"
"279874","1","1","1"
"279881","1","1","1"
"279887","0","0","0"
"279895","1","1","1"
"279902","1","1","1"
"279918","1","1","1"
"279921","1","1","1"
"279944","-1","-1","-1"
"279954","0","0","0"
"279971","0","0","0"
"279975","1","1","1"
"279981","0","0","0"
"279982","0","0","0"
"279999","1","1","1"
"280002","1","1","1"
"280009","0","0","0"
"280013","0","0","0"
"280020","0","0","0"
"280021","-1","-1","-1"
"280023","0","0","0"
"280038","1","1","1"
"280039","0","0","0"
"280041","1","1","1"
"280063","0","0","0"
"280064","0","0","0"
"280072","1","1","1"
"280073","1","1","1"
"280093","0","0","0"
"280106","1","1","1"
"280107","0","0","0"
"280110","0","0","0"
"280121","0","0","0"
"280131","1","1","1"
"280142","1","1","1"
"280143","1","1","1"
"280147","0","0","0"
"280156","0","0","0"
"280158","1","1","1"
"280160","0","0","0"
"280164","0","0","0"
"280173","1","1","1"
"280175","-1","-1","-1"
"280181","0","0","0"
"280191","1","1","1"
"280193","0","0","0"
"280195","1","1","1"
"280211","1","1","1"
"280217","0","0","0"
"280221","0","0","0"
"280225","0","0","0"
"280227","0","0","0"
"280229","1","1","1"
"280230","1","1","1"
"280238","0","0","0"
"280244","0","0","0"
"280250","0","0","0"
"280264","0","0","0"
"280271","1","1","1"
"280282","0","0","0"
"280288","1","1","1"
"280301","0","0","0"
"280311","0","0","0"
"280319","0","0","0"
"280330","0","0","0"
"280332","0.5","0","1"
"280338","1","1","1"
"280346","0","0","0"
"280377","1","1","1"
"280381","0","0","0"
"280382","0","0","0"
"280387","1","1","1"
"280388","0","0","0"
"280408","1","1","1"
"280416","1","1","1"
"280419","-1","-1","-1"
"280423","1","1","1"
"280429","1","1","1"
"280443","0","0","0"
"280464","0","0","0"
"280473","1","1","1"
"280478","1","1","1"
"280496","1","1","1"
"280503","1","1","1"
"280509","-1","-1","-1"
"280522","0","0","0"
"280528","-1","-1","-1"
"280534","0","0","0"
"280539","1","1","1"
"280540","0","0","0"
"280544","0","0","0"
"280548","0","0","0"
"280550","-0.5","-1","0"
"280556","1","1","1"
"280570","0","0","0"
"280571","1","1","1"
"280591","0","0","0"
"280604","0","0","0"
"280611","0","0","0"
"280615","1","1","1"
"280616","0","0","0"
"280617","0","0","0"
"280621","1","1","1"
"280625","0","0","0"
"280633","1","1","1"
"280637","1","1","1"
"280639","1","1","1"
"280644","0","0","0"
"280647","0","0","0"
"280650","1","1","1"
"280656","0","0","0"
"280661","1","1","1"
"280663","-1","-1","-1"
"280677","0","0","0"
"280682","0","0","0"
"280703","1","1","1"
"280709","0","0","0"
"280718","0","0","0"
"280720","0","0","0"
"280732","0","0","0"
"280735","0","0","0"
"280737","0.5","0","1"
"280744","1","1","1"
"280747","0","0","0"
"280757","0.5","0","1"
"280775","0","0","0"
"280792","0","0","0"
"280795","0","0","0"
"280798","0","0","0"
"280806","0","0","0"
"280819","0","0","0"
"280825","1","1","1"
"280826","1","1","1"
"280830","0","0","0"
"280834","1","1","1"
"280846","0","0","0"
"280847","-1","-1","-1"
"280848","1","1","1"
"280864","0","0","0"
"280879","0","0","0"
"280886","1","1","1"
"280893","0","0","0"
"280896","0","0","0"
"280901","0","0","0"
"280904","1","1","1"
"280905","0","0","0"
"280909","1","1","1"
"280925","1","1","1"
"280931","0","0","0"
"280936","1","1","1"
"280943","0","0","0"
"280950","0","0","0"
"280955","0","0","0"
"280967","1","1","1"
"280968","1","1","1"
"280971","0","0","0"
"280977","1","1","1"
"280980","1","1","1"
"280993","0","0","0"
"281006","0","0","0"
"281015","0","0","0"
"281017","0","0","0"
"281020","1","1","1"
"281021","0.5","0","1"
