"Step","env: VSS_TUNED - ep_info/Goal","env: VSS_TUNED - ep_info/Goal__MIN","env: VSS_TUNED - ep_info/Goal__MAX"
"32624","0","0","0"
"32633","0","0","0"
"32644","0","0","0"
"32653","0","0","0"
"32678","0","0","0"
"32686","0","0","0"
"32715","-1","-1","-1"
"32719","0","0","0"
"32734","0","0","0"
"32745","0","0","0"
"32750","0","0","0"
"32758","0","0","0"
"32775","0","0","0"
"32776","0","0","0"
"32780","0","0","0"
"32785","0","0","0"
"32797","-1","-1","-1"
"32829","0","0","0"
"32832","-1","-1","-1"
"32838","1","1","1"
"32854","0","0","0"
"32861","0","0","0"
"32873","0","0","0"
"32880","0","0","0"
"32890","0","0","0"
"32906","0","0","0"
"32911","0","0","0"
"32921","1","1","1"
"32931","0","0","0"
"32934","0","0","0"
"32945","0","0","0"
"32946","0","0","0"
"32950","0","0","0"
"32951","0","0","0"
"32965","0","0","0"
"32967","0","0","0"
"32971","0","0","0"
"32980","0","0","0"
"32988","0","0","0"
"32992","0","0","0"
"32995","0","0","0"
"33006","0","0","0"
"33007","0","0","0"
"33015","0","0","0"
"33017","0","0","0"
"33032","0","0","0"
"33033","0","0","0"
"33042","0","0","0"
"33044","0","0","0"
"33050","1","1","1"
"33058","0","0","0"
"33070","0","0","0"
"33086","0","0","0"
"33092","0","0","0"
"33095","0","0","0"
"33108","-1","-1","-1"
"33115","0","0","0"
"33123","0","0","0"
"33130","0","0","0"
"33132","0","0","0"
"33134","0","0","0"
"33135","0","0","0"
"33138","-1","-1","-1"
"33148","0","0","0"
"33150","0","0","0"
"33158","0","0","0"
"33162","0","0","0"
"33168","0","0","0"
"33176","0","0","0"
"33178","0","0","0"
"33180","0","0","0"
"33185","0","0","0"
"33199","0","0","0"
"33208","0","0","0"
"33212","0","0","0"
"33220","-1","-1","-1"
"33229","0","0","0"
"33245","0","0","0"
"33261","0","0","0"
"33267","0","0","0"
"33273","0","0","0"
"33274","0","0","0"
"33275","0","0","0"
"33303","0","0","0"
"33311","0","0","0"
"33334","0","0","0"
"33365","0","0","0"
"33367","0","0","0"
"33368","0","0","0"
"33371","0","0","0"
"33373","0","0","0"
"33375","1","1","1"
"33388","0","0","0"
"33391","0","0","0"
"33394","0","0","0"
"33395","0","0","0"
"33403","0","0","0"
"33407","0","0","0"
"33412","0","0","0"
"33417","1","1","1"
"33432","0","0","0"
"33442","0","0","0"
"33446","0","0","0"
"33453","0","0","0"
"33458","0","0","0"
"33459","1","1","1"
"33470","0","0","0"
"33471","-1","-1","-1"
"33489","-1","-1","-1"
"33494","0","0","0"
"33517","0","0","0"
"33519","0","0","0"
"33530","0","0","0"
"33532","0","0","0"
"33535","0","0","0"
"33538","0","0","0"
"33540","-1","-1","-1"
"33542","0","0","0"
"33548","0","0","0"
"33549","0","0","0"
"33559","0","0","0"
"33562","0","0","0"
"33568","0","0","0"
"33578","0","0","0"
"33580","0","0","0"
"33582","0","0","0"
"33584","0","0","0"
"33599","0","0","0"
"33620","0","0","0"
"33648","1","1","1"
"33654","0","0","0"
"33666","0","0","0"
"33675","0","0","0"
"33680","0","0","0"
"33714","1","1","1"
"33721","0","0","0"
"33731","0","0","0"
"33733","0","0","0"
"33739","0","0","0"
"33748","0","0","0"
"33750","0","0","0"
"33751","0","0","0"
"33765","0","0","0"
"33767","0","0","0"
"33775","0","0","0"
"33794","0","0","0"
"33795","0","0","0"
"33797","0","0","0"
"33806","0","0","0"
"33817","0","0","0"
"33822","0","0","0"
"33833","0","0","0"
"33842","0","0","0"
"33845","0","0","0"
"33853","0","0","0"
"33865","0","0","0"
"33870","0","0","0"
"33878","0","0","0"
"33889","0","0","0"
"33902","0","0","0"
"33924","0","0","0"
"33930","0","0","0"
"33932","0","0","0"
"33934","0","0","0"
"33935","0","0","0"
"33946","0","0","0"
"33948","0","0","0"
"33949","0","0","0"
"33952","0","0","0"
"33957","0","0","0"
"33958","0","0","0"
"33967","1","1","1"
"33972","0","0","0"
"33975","1","1","1"
"33999","0","0","0"
"34002","0","0","0"
"34006","0","0","0"
"34008","0","0","0"
"34012","0","0","0"
"34028","0","0","0"
"34029","0","0","0"
"34040","0","0","0"
"34045","0","0","0"
"34048","0","0","0"
"34050","-1","-1","-1"
"34061","0","0","0"
"34064","0","0","0"
"34066","0","0","0"
"34073","0","0","0"
"34076","1","1","1"
"34111","0","0","0"
"34114","0","0","0"
"34119","0","0","0"
"34121","0","0","0"
"34148","0","0","0"
"34154","0","0","0"
"34167","0","0","0"
"34187","0","0","0"
"34189","0","0","0"
"34197","0","0","0"
"34206","0","0","0"
"34212","0","0","0"
"34224","0","0","0"
"34232","0","0","0"
"34233","0","0","0"
"34237","0","0","0"
"34250","0","0","0"
"34258","0","0","0"
"34270","0","0","0"
"34289","0","0","0"
"34295","0","0","0"
"34315","0","0","0"
"34335","0","0","0"
"34342","0","0","0"
"34348","0","0","0"
"34351","0","0","0"
"34358","0","0","0"
"34367","0","0","0"
"34375","0","0","0"
"34397","0","0","0"
"34399","0","0","0"
"34451","1","1","1"
"34473","0","0","0"
"34474","0","0","0"
"34476","0","0","0"
"34477","0","0","0"
"34500","0","0","0"
"34516","0","0","0"
"34519","0","0","0"
"34521","0","0","0"
"34527","0","0","0"
"34551","0","0","0"
"34566","-1","-1","-1"
"34591","0","0","0"
"34592","-0.5","-1","0"
"34595","0","0","0"
"34597","0","0","0"
"34607","0","0","0"
"34613","-1","-1","-1"
"34615","0","0","0"
"34622","0","0","0"
"34624","0","0","0"
"34642","0","0","0"
"34647","-1","-1","-1"
"34653","0","0","0"
"34665","0","0","0"
"34670","0","0","0"
"34674","0","0","0"
"34689","0","0","0"
"34692","0","0","0"
"34695","0","0","0"
"34701","0","0","0"
"34730","0","0","0"
"34731","0","0","0"
"34732","0","0","0"
"34734","0","0","0"
"34748","0","0","0"
"34751","0","0","0"
"34752","0","0","0"
"34772","0","0","0"
"34778","0","0","0"
"34785","1","1","1"
"34797","0","0","0"
"34799","0","0","0"
"34802","1","1","1"
"34803","-1","-1","-1"
"34806","0","0","0"
"34808","0","0","0"
"34816","1","1","1"
"34817","0","0","0"
"34829","0","0","0"
"34835","0","0","0"
"34845","0","0","0"
"34851","0","0","0"
"34864","0","0","0"
"34873","0","0","0"
"34874","0","0","0"
"34884","0","0","0"
"34903","0","0","0"
"34914","0","0","0"
"34921","0","0","0"
"34927","0","0","0"
"34934","0","0","0"
"34936","-1","-1","-1"
"34950","0","0","0"
"34965","0","0","0"
"34966","0","0","0"
"34992","0","0","0"
"34997","0","0","0"
"35007","0","0","0"
"35013","0","0","0"
"35015","1","1","1"
"35042","0","0","0"
"35047","0","0","0"
"35078","0","0","0"
"35089","0","0","0"
"35092","0","0","0"
"35108","0","0","0"
"35115","0","0","0"
"35123","0","0","0"
"35131","0","0","0"
"35146","0","0","0"
"35148","0","0","0"
"35155","0","0","0"
"35162","0","0","0"
"35172","0","0","0"
"35175","0","0","0"
"35178","0","0","0"
"35199","0","0","0"
"35202","0","0","0"
"35208","0","0","0"
"35229","0","0","0"
"35235","0","0","0"
"35237","0","0","0"
"35245","0","0","0"
"35258","-1","-1","-1"
"35261","0","0","0"
"35268","0","0","0"
"35284","0","0","0"
"35303","0","0","0"
"35321","0","0","0"
"35322","0","0","0"
"35327","0","0","0"
"35328","1","1","1"
"35333","0","0","0"
"35334","0","0","0"
"35354","0","0","0"
"35367","0","0","0"
"35368","0","0","0"
"35392","0","0","0"
"35404","0","0","0"
"35422","0","0","0"
"35437","0","0","0"
"35438","0","0","0"
"35446","1","1","1"
"35447","0","0","0"
"35450","1","1","1"
"35453","0","0","0"
"35471","0","0","0"
"35473","0","0","0"
"35476","1","1","1"
"35489","0","0","0"
"35508","-0.5","-1","0"
"35517","0","0","0"
"35530","0","0","0"
"35532","0","0","0"
"35540","0","0","0"
"35542","0","0","0"
"35546","0","0","0"
"35551","0","0","0"
"35552","0","0","0"
"35555","0","0","0"
"35557","0","0","0"
"35562","0","0","0"
"35572","0","0","0"
"35574","0","0","0"
"35575","0","0","0"
"35582","-1","-1","-1"
"35597","0","0","0"
"35598","0","0","0"
"35599","0","0","0"
"35602","0","0","0"
"35607","0","0","0"
"35612","0","0","0"
"35628","0","0","0"
"35629","0","0","0"
"35630","0","0","0"
"35637","0","0","0"
"35650","0","0","0"
"35656","1","1","1"
"35666","0.5","0","1"
"35668","0","0","0"
"35676","0","0","0"
"35700","0","0","0"
"35709","0","0","0"
"35716","0","0","0"
"35721","0","0","0"
"35736","0","0","0"
"35739","0","0","0"
"35745","0","0","0"
"35754","0","0","0"
"35765","0","0","0"
"35794","0","0","0"
"35806","0","0","0"
"35807","0","0","0"
"35813","0","0","0"
"35815","0","0","0"
"35827","-1","-1","-1"
"35831","0","0","0"
"35837","0","0","0"
"35843","0","0","0"
"35846","0","0","0"
"35847","0","0","0"
"35853","0","0","0"
"35865","0","0","0"
"35868","0","0","0"
"35874","0","0","0"
"35878","0","0","0"
"35902","0","0","0"
"35908","0","0","0"
"35923","0","0","0"
"35931","0","0","0"
"35934","0","0","0"
"35940","0","0","0"
"35942","0","0","0"
"35952","0","0","0"
"35955","0","0","0"
"35957","0","0","0"
"35974","0","0","0"
"35975","0","0","0"
"35982","0","0","0"
"35997","0","0","0"
"35998","0","0","0"
"36016","0","0","0"
"36021","0","0","0"
"36028","0","0","0"
"36050","0","0","0"
"36066","0","0","0"
"36068","0","0","0"
"36072","-1","-1","-1"
"36073","0","0","0"
"36096","0","0","0"
"36111","1","1","1"
"36121","0","0","0"
"36122","0","0","0"
"36127","0","0","0"
"36134","0","0","0"
"36136","0","0","0"
"36139","0","0","0"
"36146","0","0","0"
"36150","0","0","0"
"36151","0","0","0"
"36166","0","0","0"
"36178","1","1","1"
"36179","-1","-1","-1"
"36180","0","0","0"
"36191","1","1","1"
"36192","0","0","0"
"36195","0","0","0"
"36209","1","1","1"
"36226","0","0","0"
"36237","0","0","0"
"36241","0","0","0"
"36243","0","0","0"
"36268","0","0","0"
"36274","0","0","0"
"36295","0","0","0"
"36302","0","0","0"
"36330","0","0","0"
"36343","1","1","1"
"36346","0","0","0"
"36351","0","0","0"
"36358","0","0","0"
"36359","0","0","0"
"36362","0","0","0"
"36365","0","0","0"
"36366","0","0","0"
"36375","0","0","0"
"36377","0","0","0"
"36382","0","0","0"
"36399","-1","-1","-1"
"36401","0","0","0"
"36402","0","0","0"
"36412","0","0","0"
"36428","0","0","0"
"36429","0","0","0"
"36443","-1","-1","-1"
"36451","0","0","0"
"36466","0","0","0"
"36472","0","0","0"
"36496","0","0","0"
"36503","0","0","0"
"36516","0","0","0"
"36521","0","0","0"
"36522","0","0","0"
"36534","0","0","0"
"36545","0","0","0"
"36548","1","1","1"
"36550","0","0","0"
"36562","0","0","0"
"36565","0","0","0"
"36578","0","0","0"
"36579","0","0","0"
"36595","0","0","0"
"36606","0","0","0"
"36626","0","0","0"
"36628","0","0","0"
"36631","0","0","0"
"36635","1","1","1"
"36642","0","0","0"
"36643","0","0","0"
"36671","0","0","0"
"36674","0","0","0"
"36678","0","0","0"
"36689","0","0","0"
"36695","0","0","0"
"36702","0","0","0"
"36742","0","0","0"
"36743","0","0","0"
"36750","1","1","1"
"36751","0","0","0"
"36752","0","0","0"
"36755","0","0","0"
"36757","0","0","0"
"36758","0","0","0"
"36761","0","0","0"
"36762","0","0","0"
"36766","0","0","0"
"36774","0","0","0"
"36780","0","0","0"
"36790","0","0","0"
"36801","0","0","0"
"36816","0","0","0"
"36821","0","0","0"
"36834","0","0","0"
"36843","0","0","0"
"36851","-1","-1","-1"
"36864","0","0","0"
"36868","0","0","0"
"36896","0","0","0"
"36901","-1","-1","-1"
"36911","0","0","0"
"36916","0","0","0"
"36922","0","0","0"
"36927","0","0","0"
"36928","0","0","0"
"36929","0","0","0"
"36945","0","0","0"
"36946","-1","-1","-1"
"36962","-1","-1","-1"
"36982","1","1","1"
"36991","0","0","0"
"36995","0","0","0"
"37012","0","0","0"
"37015","0","0","0"
"37025","0","0","0"
"37026","0","0","0"
"37027","0","0","0"
"37038","0","0","0"
"37040","0","0","0"
"37041","0","0","0"
"37043","0","0","0"
"37054","1","1","1"
"37068","0","0","0"
"37076","0","0","0"
"37077","0","0","0"
"37102","0","0","0"
"37108","0","0","0"
"37128","-1","-1","-1"
"37132","0","0","0"
"37155","0","0","0"
"37165","0","0","0"
"37171","-1","-1","-1"
"37172","-0.5","-1","0"
"37175","0","0","0"
"37184","0","0","0"
"37190","0","0","0"
"37196","0","0","0"
"37197","0","0","0"
"37198","0","0","0"
"37199","0","0","0"
"37216","0","0","0"
"37221","0","0","0"
"37226","0","0","0"
"37234","0","0","0"
"37242","0","0","0"
"37243","0","0","0"
"37261","0","0","0"
"37262","-1","-1","-1"
"37266","0","0","0"
"37272","0","0","0"
"37292","1","1","1"
"37314","0","0","0"
"37322","0","0","0"
"37329","0","0","0"
"37334","1","1","1"
"37344","0","0","0"
"37350","0","0","0"
"37351","0","0","0"
"37366","0","0","0"
"37368","0","0","0"
"37378","0","0","0"
"37382","0","0","0"
"37395","0","0","0"
"37402","0","0","0"
"37415","0","0","0"
"37425","-1","-1","-1"
"37426","0","0","0"
"37427","0","0","0"
"37431","0","0","0"
"37440","0","0","0"
"37443","0","0","0"
"37449","1","1","1"
"37452","-1","-1","-1"
"37468","0","0","0"
"37489","0","0","0"
"37496","0","0","0"
"37505","0","0","0"
"37508","0","0","0"
"37516","0","-1","1"
"37517","0","0","0"
"37525","0","0","0"
"37530","0","0","0"
"37531","0","0","0"
"37534","0","0","0"
"37540","0","0","0"
"37542","0","0","0"
"37543","0","0","0"
"37551","-1","-1","-1"
"37555","0","0","0"
"37557","0","0","0"
"37558","0","0","0"
"37561","0","0","0"
"37565","0","0","0"
"37584","0","0","0"
"37590","0","0","0"
"37597","0","0","0"
"37599","0","0","0"
"37612","0","0","0"
"37616","0","0","0"
"37624","0","0","0"
"37634","0","0","0"
"37635","1","1","1"
"37652","-1","-1","-1"
"37662","0","0","0"
"37666","0","0","0"
"37672","0","0","0"
"37692","0","0","0"
"37700","0","0","0"
"37709","0","0","0"
"37714","0","0","0"
"37718","1","1","1"
"37728","0","0","0"
"37732","1","1","1"
"37744","0","0","0"
"37748","0","0","0"
"37762","0","0","0"
"37768","0","0","0"
"37778","0","0","0"
"37782","0","0","0"
"37789","-1","-1","-1"
"37791","1","1","1"
"37795","0","0","0"
"37806","0","0","0"
"37809","0","0","0"
"37823","0","0","0"
"37826","0","0","0"
"37831","0","0","0"
"37841","0","0","0"
"37852","0","0","0"
"37885","1","1","1"
"37888","1","1","1"
"37889","0","0","0"
"37897","-1","-1","-1"
"37901","0","0","0"
"37905","0","0","0"
"37916","0","0","0"
"37925","0","0","0"
"37931","0","0","0"
"37932","0","0","0"
"37934","0","0","0"
"37936","1","1","1"
"37940","1","1","1"
"37950","0","0","0"
"37955","0","0","0"
"37966","0","0","0"
"37974","0","0","0"
"37975","0","0","0"
"37982","0","0","0"
"37984","1","1","1"
"37999","0","0","0"
"38021","0","0","0"
"38024","0","0","0"
"38037","0","0","0"
"38050","0","0","0"
"38052","0","0","0"
"38060","0","0","0"
"38061","0","0","0"
"38095","0","0","0"
"38096","-1","-1","-1"
"38100","0","0","0"
"38114","0","0","0"
"38118","0","0","0"
"38122","0","0","0"
"38128","0","0","0"
"38133","1","1","1"
"38144","0","0","0"
"38145","-1","-1","-1"
"38148","0","0","0"
"38151","0","0","0"
"38162","0","0","0"
"38166","0","0","0"
"38167","0","0","0"
"38168","0","0","0"
"38169","-1","-1","-1"
"38182","0","0","0"
"38195","0","0","0"
"38209","0","0","0"
"38215","0","0","0"
"38217","0","0","0"
"38238","0","0","0"
"38245","1","1","1"
"38254","0","0","0"
"38264","0","0","0"
"38269","1","1","1"
"38272","0","0","0"
"38274","0","0","0"
"38276","-1","-1","-1"
"38296","0.5","0","1"
"38318","0","0","0"
"38325","0","0","0"
"38336","0","0","0"
"38343","0","0","0"
"38350","0","0","0"
"38358","0","0","0"
"38359","0","0","0"
"38362","0","0","0"
"38375","0","0","0"
"38380","0","0","0"
"38382","0","0","0"
"38389","0","0","0"
"38392","-1","-1","-1"
"38399","0","0","0"
"38412","0","0","0"
"38420","1","1","1"
"38421","0","0","0"
"38445","-0.5","-1","0"
"38451","0","0","0"
"38459","1","1","1"
"38469","0","0","0"
"38472","0","0","0"
"38500","0","0","0"
"38503","-1","-1","-1"
"38516","0","0","0"
"38522","0","0","0"
"38528","0","0","0"
"38555","1","1","1"
"38562","-1","-1","-1"
"38568","0","0","0"
"38578","0","0","0"
"38580","0","0","0"
"38593","-1","-1","-1"
"38595","0","0","0"
"38596","-1","-1","-1"
"38609","0","0","0"
"38617","0","0","0"
"38626","0","0","0"
"38636","-1","-1","-1"
"38638","0","0","0"
"38654","0","0","0"
"38676","0","0","0"
"38679","1","1","1"
"38685","0","0","0"
"38708","-1","-1","-1"
"38725","0","0","0"
"38732","1","1","1"
"38742","0","0","0"
"38748","0","0","0"
"38765","0","0","0"
"38766","0","0","0"
"38771","0","0","0"
"38774","0","0","0"
"38777","-1","-1","-1"
"38783","0","0","0"
"38784","0","0","0"
"38787","0","0","0"
"38789","0","0","0"
"38797","0","0","0"
"38798","0","0","0"
"38812","0","0","0"
"38821","0","0","0"
"38824","0","0","0"
"38826","0","0","0"
"38834","0","0","0"
"38866","0","0","0"
"38869","0","0","0"
"38892","0","0","0"
"38893","-1","-1","-1"
"38895","0","0","0"
"38898","0","0","0"
"38903","0","0","0"
"38915","-1","-1","-1"
"38926","0","0","0"
"38931","0","0","0"
"38945","0","0","0"
"38951","0","0","0"
"38955","0","0","0"
"38957","0","0","0"
"38968","0","0","0"
"38978","0","0","0"
"38980","0","0","0"
"38989","0","0","0"
"38993","0","0","0"
"38995","0","0","0"
"39009","0","0","0"
"39010","0","0","0"
"39015","0","0","0"
"39031","0","0","0"
"39039","1","1","1"
"39040","0","0","0"
"39045","0","0","0"
"39056","-1","-1","-1"
"39062","0","0","0"
"39072","0","0","0"
"39075","0","0","0"
"39093","1","1","1"
"39108","0","0","0"
"39125","0","0","0"
"39130","0","0","0"
"39132","0","0","0"
"39142","0","0","0"
"39143","0","0","0"
"39155","0","0","0"
"39171","0","0","0"
"39173","0","0","0"
"39174","0","0","0"
"39184","0","0","0"
"39189","0","0","0"
"39191","-1","-1","-1"
"39201","0","0","0"
"39218","1","1","1"
"39244","0","0","0"
"39245","0","0","0"
"39252","-1","-1","-1"
"39277","-1","-1","-1"
"39279","0","0","0"
"39293","0","0","0"
"39298","0","0","0"
"39316","0","0","0"
"39326","0","0","0"
"39351","0","0","0"
"39368","0","0","0"
"39371","-1","-1","-1"
"39405","-1","-1","-1"
"39406","0","0","0"
"39410","0","0","0"
"39415","0","0","0"
"39436","0","0","0"
"39464","0","0","0"
"39473","-1","-1","-1"
"39475","0","0","0"
"39480","0","0","0"
"39489","-1","-1","-1"
"39516","0","0","0"
"39525","0","0","0"
"39543","0","0","0"
"39547","0","0","0"
"39564","1","1","1"
"39565","-1","-1","-1"
"39566","-0.5","-1","0"
"39575","0","0","0"
"39578","0","0","0"
"39591","0","0","0"
"39595","-1","-1","-1"
"39596","0.5","0","1"
"39605","1","1","1"
"39607","0","0","0"
"39609","0","0","0"
"39612","0","0","0"
"39616","0","0","0"
"39627","1","1","1"
"39645","0","0","0"
"39647","1","1","1"
"39651","0","0","0"
"39671","0","0","0"
"39685","1","1","1"
"39699","0","0","0"
"39700","0","0","0"
"39715","0","0","0"
"39719","0","-1","1"
"39738","1","1","1"
"39751","0","0","0"
"39756","1","1","1"
"39757","0","0","0"
"39780","0","0","0"
"39789","0","0","0"
"39793","0","0","0"
"39795","0","0","0"
"39796","0","0","0"
"39805","0","0","0"
"39806","0","0","0"
"39815","0","0","0"
"39826","0","0","0"
"39830","0","0","0"
"39836","1","1","1"
"39838","0","0","0"
"39843","1","1","1"
"39849","1","1","1"
"39853","-1","-1","-1"
"39854","0","0","0"
"39863","0","0","0"
"39874","0","0","0"
"39880","0","0","0"
"39881","0","0","0"
"39889","0","0","0"
"39893","0","0","0"
"39911","1","1","1"
"39913","0","0","0"
"39918","-1","-1","-1"
"39940","0","0","0"
"39942","-1","-1","-1"
"39947","0","0","0"
"39948","0","0","0"
"39950","-1","-1","-1"
"39954","0","0","0"
"39957","1","1","1"
"39966","0","0","0"
"39972","1","1","1"
"39973","0","0","0"
"39974","0","0","0"
"39978","0","0","0"
"39985","0","0","0"
"39996","0","0","0"
"40003","1","1","1"
"40021","0","0","0"
"40024","0","0","0"
"40025","0","0","0"
"40033","1","1","1"
"40034","-1","-1","-1"
"40039","1","1","1"
"40047","0","0","0"
"40048","0","0","0"
"40070","-1","-1","-1"
"40087","0","0","0"
"40096","0","0","0"
"40116","0","0","0"
"40117","1","1","1"
"40119","0","0","0"
"40125","1","1","1"
"40137","0","0","0"
"40138","0","0","0"
"40141","-1","-1","-1"
"40143","0","0","0"
"40157","0","0","0"
"40164","1","1","1"
"40167","0","0","0"
"40168","0","0","0"
"40170","1","1","1"
"40180","0.5","0","1"
"40189","-1","-1","-1"
"40196","0","0","0"
"40219","0","0","0"
"40221","0","0","0"
"40236","-0.5","-1","0"
"40238","0","0","0"
"40243","0","0","0"
"40245","0","0","0"
"40248","-1","-1","-1"
"40254","0","0","0"
"40258","0","0","0"
"40263","0","0","0"
"40275","0","0","0"
"40302","0.5","0","1"
"40303","1","1","1"
"40311","1","1","1"
"40315","0","0","0"
"40333","0","0","0"
"40340","0","0","0"
"40345","-1","-1","-1"
"40347","-0.5","-1","0"
"40359","-1","-1","-1"
"40360","0.5","0","1"
"40364","0","0","0"
"40373","0","0","0"
"40385","0","0","0"
"40396","0","0","0"
"40401","0","0","0"
"40403","0","0","0"
"40409","0","0","0"
"40412","0","0","0"
"40417","1","1","1"
"40447","0","0","0"
"40452","0","0","0"
"40476","1","1","1"
"40487","0","0","0"
"40496","0","0","0"
"40503","0","0","0"
"40515","0","0","0"
"40520","0.5","0","1"
"40541","0","0","0"
"40544","-1","-1","-1"
"40551","0","0","0"
"40567","0","0","0"
"40568","-0.5","-1","0"
"40570","0","0","0"
"40583","0","0","0"
"40595","0","0","0"
"40620","-1","-1","-1"
"40630","1","1","1"
"40633","0","0","0"
"40636","0","0","0"
"40637","0","0","0"
"40639","0","0","0"
"40645","0","0","0"
"40653","1","1","1"
"40654","0","0","0"
"40660","0","0","0"
"40666","1","1","1"
"40681","0","0","0"
"40702","0","0","0"
"40713","0","0","0"
"40715","0","0","0"
"40730","0","0","0"
"40733","0","0","0"
"40736","1","1","1"
"40747","0","0","0"
"40754","0","0","0"
"40759","0","0","0"
"40760","0","0","0"
"40772","0","0","0"
"40777","0","0","0"
"40781","0","0","0"
"40784","1","1","1"
"40796","0","0","0"
"40807","0","0","0"
"40816","0","0","0"
"40827","0","0","0"
"40833","0","0","0"
"40838","1","1","1"
"40844","0","0","0"
"40847","0","0","0"
"40848","0","0","0"
"40849","1","1","1"
"40865","0","0","0"
"40866","0","0","0"
"40870","0","0","0"
"40872","0","0","0"
"40906","0","0","0"
"40915","0","0","0"
"40916","0","0","0"
"40933","0","0","0"
"40938","0","0","0"
"40944","0","0","0"
"40951","0","0","0"
"40954","1","1","1"
"40967","0","0","0"
"40993","1","1","1"
"41004","-1","-1","-1"
"41013","0","0","0"
"41015","0","0","0"
"41019","0","0","0"
"41021","0","0","0"
"41030","0","0","0"
"41036","0","0","0"
"41045","0","0","0"
"41048","1","1","1"
"41053","0","0","0"
"41054","0","0","0"
"41058","0","0","0"
"41065","0","0","0"
"41066","0","0","0"
"41075","0.5","0","1"
"41080","0","0","0"
"41081","0","0","0"
"41083","1","1","1"
"41088","-1","-1","-1"
"41091","-1","-1","-1"
"41134","-1","-1","-1"
"41136","0","0","0"
"41142","0","0","0"
"41147","0","0","0"
"41149","0","0","0"
"41160","0","0","0"
"41166","0","0","0"
"41172","0","0","0"
"41179","0","0","0"
"41186","1","1","1"
"41196","0","0","0"
"41201","0","0","0"
"41203","0","0","0"
"41212","0","0","0"
"41216","-1","-1","-1"
"41227","0","0","0"
"41234","0","0","0"
"41247","0","0","0"
"41248","-1","-1","-1"
"41249","0","0","0"
"41261","0","0","0"
"41262","0","0","0"
"41265","0","0","0"
"41280","0","0","0"
"41300","0","0","0"
"41301","1","1","1"
"41306","-1","-1","-1"
"41320","0","0","0"
"41333","0","0","0"
"41337","0","0","0"
"41341","0","0","0"
"41344","0","0","0"
"41354","0","0","0"
"41361","1","1","1"
"41367","0.5","0","1"
"41368","0","0","0"
"41370","0","0","0"
"41375","1","1","1"
"41380","0","0","0"
"41384","-1","-1","-1"
"41387","0","0","0"
"41388","0","0","0"
"41393","0","0","0"
"41395","0","0","0"
"41411","0","0","0"
"41412","1","1","1"
"41415","1","1","1"
"41419","0","0","0"
"41421","0.5","0","1"
"41423","1","1","1"
"41431","0","0","0"
"41445","0","0","0"
"41458","0","0","0"
"41459","1","1","1"
"41469","0","0","0"
"41490","0","0","0"
"41494","0","0","0"
"41498","0","0","0"
"41504","1","1","1"
"41507","1","1","1"
"41509","0","0","0"
"41511","0","0","0"
"41525","0","0","0"
"41540","0","0","0"
"41549","0","0","0"
"41551","0","0","0"
"41555","1","1","1"
"41559","0","0","0"
"41560","0","0","0"
"41566","0","0","0"
"41572","0","0","0"
"41573","0","0","0"
"41585","0","0","0"
"41596","0","0","0"
"41603","1","1","1"
"41613","-0.5","-1","0"
"41615","0","0","0"
"41616","0","0","0"
"41617","1","1","1"
"41621","0","0","0"
"41624","0","0","0"
"41625","0","0","0"
"41629","0","0","0"
"41633","1","1","1"
"41637","-1","-1","-1"
"41642","1","1","1"
"41647","0","0","0"
"41648","0","0","0"
"41652","0","0","0"
"41667","1","1","1"
"41676","1","1","1"
"41683","-1","-1","-1"
"41689","1","1","1"
"41720","0","0","0"
"41743","-1","-1","-1"
"41763","-1","-1","-1"
"41771","1","1","1"
"41786","-1","-1","-1"
"41787","0","0","0"
"41788","0","0","0"
"41792","-1","-1","-1"
"41793","0","0","0"
"41807","0","0","0"
"41815","0","0","0"
"41816","0","-1","1"
"41820","0","0","0"
"41821","0","0","0"
"41830","0","0","0"
"41833","-1","-1","-1"
"41838","0","0","0"
"41843","0","0","0"
"41845","0","0","0"
"41848","0","0","0"
"41850","-1","-1","-1"
"41853","0","0","0"
"41854","0","0","0"
"41859","0","0","0"
"41861","0","0","0"
"41869","0","0","0"
"41875","-1","-1","-1"
"41880","0","0","0"
"41881","0","0","0"
"41888","0","0","0"
"41889","0","0","0"
"41894","0","0","0"
"41905","0","0","0"
"41915","0","0","0"
"41926","1","1","1"
"41933","0","0","0"
"41942","0","0","0"
"41949","0","0","0"
"41964","0","0","0"
"41972","1","1","1"
"41973","0","0","0"
"41978","0","0","0"
"41982","0","0","0"
"41987","-1","-1","-1"
"41996","0","0","0"
"42003","0","0","0"
"42008","1","1","1"
"42013","0","0","0"
"42016","1","1","1"
"42022","0.5","0","1"
"42029","0","0","0"
"42034","-0.5","-1","0"
"42037","0","0","0"
"42043","1","1","1"
"42046","-1","-1","-1"
"42048","-1","-1","-1"
"42051","0","0","0"
"42072","0","0","0"
"42086","1","1","1"
"42093","-1","-1","-1"
"42099","0","0","0"
"42103","0","0","0"
"42106","0","0","0"
"42116","0","0","0"
"42120","0","0","0"
"42141","0","0","0"
"42144","0","0","0"
"42168","0","0","0"
"42170","0","0","0"
"42171","0","0","0"
"42177","-1","-1","-1"
"42188","0","0","0"
"42192","0","0","0"
"42200","0","0","0"
"42207","0","0","0"
"42210","0","0","0"
"42216","0","0","0"
"42220","0","0","0"
"42221","0","0","0"
"42225","1","1","1"
"42227","1","1","1"
"42230","0","0","0"
"42233","0","0","0"
"42238","1","1","1"
