"Step","env: VSS - ep_info/Energy","env: VSS - ep_info/Energy__MIN","env: VSS - ep_info/Energy__MAX"
"348338","-187.0539857986804","-187.0539857986804","-187.0539857986804"
"348346","-64.69115542194896","-64.69115542194896","-64.69115542194896"
"348357","-107.60948858729265","-107.60948858729265","-107.60948858729265"
"348370","-107.96823632794715","-107.96823632794715","-107.96823632794715"
"348389","-45.30839892772395","-45.30839892772395","-45.30839892772395"
"348419","-40.8674409981442","-40.8674409981442","-40.8674409981442"
"348445","-142.75766454183668","-142.75766454183668","-142.75766454183668"
"348466","-114.04618390235277","-114.04618390235277","-114.04618390235277"
"348468","-294.40384281531556","-294.40384281531556","-294.40384281531556"
"348533","-63.583420981192916","-63.583420981192916","-63.583420981192916"
"348542","-45.61005101908077","-45.61005101908077","-45.61005101908077"
"348556","-257.059826076643","-257.059826076643","-257.059826076643"
"348585","-97.78674853327236","-97.78674853327236","-97.78674853327236"
"348611","-229.90697309247153","-229.90697309247153","-229.90697309247153"
"348625","-223.72260958394466","-223.72260958394466","-223.72260958394466"
"348685","-197.99261357317658","-197.99261357317658","-197.99261357317658"
"348707","-80.52531123311479","-80.52531123311479","-80.52531123311479"
"348708","-48.847940542733504","-48.847940542733504","-48.847940542733504"
"348712","-77.51898586479258","-77.51898586479258","-77.51898586479258"
"348715","-63.99999145601731","-63.99999145601731","-63.99999145601731"
"348726","-220.32054041315502","-220.32054041315502","-220.32054041315502"
"348735","-64.29731772626074","-64.29731772626074","-64.29731772626074"
"348740","-241.9080686739141","-241.9080686739141","-241.9080686739141"
"348770","-48.39562056257753","-48.39562056257753","-48.39562056257753"
"348796","-204.3296010812635","-204.3296010812635","-204.3296010812635"
"348822","-76.81011783625395","-76.81011783625395","-76.81011783625395"
"348833","-66.36955013419136","-66.36955013419136","-66.36955013419136"
"348835","-195.98477890712476","-195.98477890712476","-195.98477890712476"
"348840","-248.84107363285784","-248.84107363285784","-248.84107363285784"
"348865","-261.31442787401295","-261.31442787401295","-261.31442787401295"
"348902","-50.52444242301218","-50.52444242301218","-50.52444242301218"
"348907","-71.87742783336272","-71.87742783336272","-71.87742783336272"
"348908","-46.93087798463178","-46.93087798463178","-46.93087798463178"
"348931","-59.372262025904234","-59.372262025904234","-59.372262025904234"
"348953","-67.96894489335666","-67.96894489335666","-67.96894489335666"
"349005","-179.9736079224583","-179.9736079224583","-179.9736079224583"
"349080","-72.67762728456447","-72.67762728456447","-72.67762728456447"
"349087","-40.476996296781934","-40.476996296781934","-40.476996296781934"
"349115","-182.4602091989893","-182.4602091989893","-182.4602091989893"
"349118","-30.967708594658333","-30.967708594658333","-30.967708594658333"
"349141","-115.62435510296339","-115.62435510296339","-115.62435510296339"
"349148","-126.36129056269358","-126.36129056269358","-126.36129056269358"
"349151","-49.632047083461785","-49.632047083461785","-49.632047083461785"
"349164","-134.83785250749523","-134.83785250749523","-134.83785250749523"
"349168","-56.408502025964154","-56.408502025964154","-56.408502025964154"
"349174","-120.32061416062318","-120.32061416062318","-120.32061416062318"
"349203","-80.53165835618047","-80.53165835618047","-80.53165835618047"
"349213","-41.537168484197636","-41.537168484197636","-41.537168484197636"
"349216","-38.70179496376729","-38.70179496376729","-38.70179496376729"
"349223","-177.2626652570602","-177.2626652570602","-177.2626652570602"
"349266","-180.10596843953851","-180.10596843953851","-180.10596843953851"
"349283","-79.40998168924413","-79.40998168924413","-79.40998168924413"
"349289","-263.12715606742125","-263.12715606742125","-263.12715606742125"
"349305","-66.07059332106843","-66.07059332106843","-66.07059332106843"
"349339","-64.86097757651376","-64.86097757651376","-64.86097757651376"
"349341","-95.99950623363651","-95.99950623363651","-95.99950623363651"
"349355","-35.17964285887488","-35.17964285887488","-35.17964285887488"
"349358","-146.57455965653875","-146.57455965653875","-146.57455965653875"
"349362","-74.07694217033104","-74.07694217033104","-74.07694217033104"
"349391","-78.28155498480398","-78.28155498480398","-78.28155498480398"
"349405","-205.04690790346973","-205.04690790346973","-205.04690790346973"
"349423","-143.2774413354849","-143.2774413354849","-143.2774413354849"
"349427","-98.67320909369857","-98.67320909369857","-98.67320909369857"
"349432","-227.56938150583926","-227.56938150583926","-227.56938150583926"
"349488","-234.27360545334506","-234.27360545334506","-234.27360545334506"
"349489","-227.78941832076106","-227.78941832076106","-227.78941832076106"
"349492","-56.5553270114734","-56.5553270114734","-56.5553270114734"
"349533","-82.19870542031956","-82.19870542031956","-82.19870542031956"
"349544","-37.75621538297368","-37.75621538297368","-37.75621538297368"
"349562","-117.50575492992783","-117.50575492992783","-117.50575492992783"
"349578","-103.60329143213802","-103.60329143213802","-103.60329143213802"
"349594","-161.9948998482619","-161.9948998482619","-161.9948998482619"
"349609","-262.6851777916812","-262.6851777916812","-262.6851777916812"
"349635","-69.13789990609702","-69.13789990609702","-69.13789990609702"
"349642","-100.17945287932325","-100.17945287932325","-100.17945287932325"
"349657","-56.98545963109593","-56.98545963109593","-56.98545963109593"
"349667","-82.6912910446757","-82.6912910446757","-82.6912910446757"
"349746","-108.74411623510518","-108.74411623510518","-108.74411623510518"
"349755","-261.2605446349067","-261.2605446349067","-261.2605446349067"
"349765","-67.89393864659279","-67.89393864659279","-67.89393864659279"
"349771","-76.89955397349122","-76.89955397349122","-76.89955397349122"
"349784","-126.01253301344579","-126.01253301344579","-126.01253301344579"
"349790","-46.93139487590777","-46.93139487590777","-46.93139487590777"
"349793","-168.1248954684428","-168.1248954684428","-168.1248954684428"
"349810","-120.11879102129133","-120.11879102129133","-120.11879102129133"
"349855","-76.1894106204628","-76.1894106204628","-76.1894106204628"
"349856","-40.12554382006145","-40.12554382006145","-40.12554382006145"
"349863","-55.12104291832003","-55.12104291832003","-55.12104291832003"
"349873","-138.92971503770988","-138.92971503770988","-138.92971503770988"
"349944","-152.14237416254895","-152.14237416254895","-152.14237416254895"
"349964","-229.68766927311972","-229.68766927311972","-229.68766927311972"
"349985","-25.43214920357193","-25.43214920357193","-25.43214920357193"
"349994","-282.0463920217009","-282.0463920217009","-282.0463920217009"
"350001","-35.24984153839334","-35.24984153839334","-35.24984153839334"
"350075","-78.8729839653736","-78.8729839653736","-78.8729839653736"
"350094","-74.92598440107538","-74.92598440107538","-74.92598440107538"
"350115","-95.96423033789853","-95.96423033789853","-95.96423033789853"
"350132","-106.82077807375529","-106.82077807375529","-106.82077807375529"
"350187","-274.11339250393786","-274.11339250393786","-274.11339250393786"
"350225","-45.57211288382046","-45.57211288382046","-45.57211288382046"
"350228","-203.3449470577967","-203.3449470577967","-203.3449470577967"
"350233","-64.7320819840422","-64.7320819840422","-64.7320819840422"
"350273","-258.54235116081384","-258.54235116081384","-258.54235116081384"
"350285","-149.52114672082476","-149.52114672082476","-149.52114672082476"
"350294","-23.503478510597684","-23.503478510597684","-23.503478510597684"
"350297","-93.20386966898924","-93.20386966898924","-93.20386966898924"
"350310","-66.87241515062505","-66.87241515062505","-66.87241515062505"
"350321","-56.179091364746995","-56.179091364746995","-56.179091364746995"
"350325","-91.08902184951414","-91.08902184951414","-91.08902184951414"
"350354","-122.18004855435572","-122.18004855435572","-122.18004855435572"
"350425","-222.44397195034074","-222.44397195034074","-222.44397195034074"
"350451","-285.196004807924","-285.196004807924","-285.196004807924"
"350468","-128.1751065484022","-128.1751065484022","-128.1751065484022"
"350475","-67.2858057203645","-67.2858057203645","-67.2858057203645"
"350491","-151.67313112298456","-151.67313112298456","-151.67313112298456"
"350545","-22.843564824158392","-22.843564824158392","-22.843564824158392"
"350546","-66.43204119837131","-66.43204119837131","-66.43204119837131"
"350560","-56.769691392327765","-56.769691392327765","-56.769691392327765"
"350572","-275.14741214810215","-275.14741214810215","-275.14741214810215"
"350575","-57.00995647368701","-57.00995647368701","-57.00995647368701"
"350583","-143.05466508281148","-262.25579962562654","-23.85353053999642"
"350597","-87.82074625644682","-87.82074625644682","-87.82074625644682"
"350625","-44.446673690129764","-44.446673690129764","-44.446673690129764"
"350638","-159.52651873453567","-159.52651873453567","-159.52651873453567"
"350642","-243.54967225465703","-243.54967225465703","-243.54967225465703"
"350683","-182.6434833481688","-182.6434833481688","-182.6434833481688"
"350693","-43.09715766167708","-43.09715766167708","-43.09715766167708"
"350711","-44.08136168662395","-44.08136168662395","-44.08136168662395"
"350730","-110.64011993378591","-110.64011993378591","-110.64011993378591"
"350752","-164.4485127493623","-164.4485127493623","-164.4485127493623"
"350755","-155.33130340914968","-155.33130340914968","-155.33130340914968"
"350804","-146.1233146397817","-146.1233146397817","-146.1233146397817"
"350850","-55.838581834302786","-55.838581834302786","-55.838581834302786"
"350870","-113.3945316457322","-113.3945316457322","-113.3945316457322"
"350891","-135.52904385331703","-135.52904385331703","-135.52904385331703"
"350991","-73.1703110399388","-73.1703110399388","-73.1703110399388"
"351005","-51.37482459851801","-51.37482459851801","-51.37482459851801"
"351047","-29.65830089404722","-29.65830089404722","-29.65830089404722"
"351090","-88.48486388570768","-88.48486388570768","-88.48486388570768"
"351102","-238.8911782129914","-238.8911782129914","-238.8911782129914"
"351120","-210.81654796495894","-210.81654796495894","-210.81654796495894"
"351152","-40.598633559718245","-40.598633559718245","-40.598633559718245"
"351171","-75.71867388522774","-75.71867388522774","-75.71867388522774"
"351184","-107.94415640411809","-107.94415640411809","-107.94415640411809"
"351215","-50.851601761657186","-50.851601761657186","-50.851601761657186"
"351222","-266.3929325435404","-266.3929325435404","-266.3929325435404"
"351231","-90.81099853043261","-90.81099853043261","-90.81099853043261"
"351235","-50.98131203039403","-50.98131203039403","-50.98131203039403"
"351267","-48.623623783639715","-48.623623783639715","-48.623623783639715"
"351268","-43.007877674704226","-43.007877674704226","-43.007877674704226"
"351280","-167.69279292777367","-167.69279292777367","-167.69279292777367"
"351285","-279.96975466990585","-279.96975466990585","-279.96975466990585"
"351291","-291.1178606576697","-291.1178606576697","-291.1178606576697"
"351302","-65.6700710048238","-65.6700710048238","-65.6700710048238"
"351305","-70.19317361383808","-70.19317361383808","-70.19317361383808"
"351357","-242.84139345067922","-242.84139345067922","-242.84139345067922"
"351364","-91.53164402936764","-91.53164402936764","-91.53164402936764"
"351377","-21.106435801858005","-21.106435801858005","-21.106435801858005"
"351379","-24.633850855206326","-24.633850855206326","-24.633850855206326"
"351434","-54.88647512655764","-54.88647512655764","-54.88647512655764"
"351439","-140.9417682945911","-140.9417682945911","-140.9417682945911"
"351458","-179.0113365551028","-179.0113365551028","-179.0113365551028"
"351474","-153.06491723307013","-153.06491723307013","-153.06491723307013"
"351484","-43.04840582254992","-43.04840582254992","-43.04840582254992"
"351517","-78.61063458008063","-78.61063458008063","-78.61063458008063"
"351540","-46.291258677502185","-46.291258677502185","-46.291258677502185"
"351577","-62.11805092333624","-62.11805092333624","-62.11805092333624"
"351660","-73.66559838869708","-73.66559838869708","-73.66559838869708"
"351685","-269.5324814524034","-269.5324814524034","-269.5324814524034"
"351690","-64.50311573342199","-64.50311573342199","-64.50311573342199"
"351708","-47.487420069133506","-47.487420069133506","-47.487420069133506"
"351788","-219.86174442761367","-219.86174442761367","-219.86174442761367"
"351832","-100.00697912561174","-100.00697912561174","-100.00697912561174"
"351861","-92.02258934363996","-92.02258934363996","-92.02258934363996"
"351869","-205.04898120575672","-205.04898120575672","-205.04898120575672"
"351876","-67.00408418695159","-67.00408418695159","-67.00408418695159"
"351878","-194.7884724776395","-194.7884724776395","-194.7884724776395"
"351890","-71.98640430680727","-71.98640430680727","-71.98640430680727"
"351897","-36.453039162474965","-36.453039162474965","-36.453039162474965"
"351919","-166.95360240340614","-166.95360240340614","-166.95360240340614"
"351931","-237.98882919104202","-237.98882919104202","-237.98882919104202"
"351938","-62.5873492021785","-62.5873492021785","-62.5873492021785"
"351960","-67.67547178243419","-67.67547178243419","-67.67547178243419"
"351963","-126.08326470059407","-126.08326470059407","-126.08326470059407"
"351965","-56.82210151312633","-56.82210151312633","-56.82210151312633"
"351971","-241.59437605811866","-241.59437605811866","-241.59437605811866"
"352002","-143.58235275319797","-143.58235275319797","-143.58235275319797"
"352003","-82.82811585701252","-82.82811585701252","-82.82811585701252"
"352007","-72.80323139446837","-72.80323139446837","-72.80323139446837"
"352024","-105.16466445922192","-105.16466445922192","-105.16466445922192"
"352041","-68.57425327095544","-68.57425327095544","-68.57425327095544"
"352053","-69.37208512383435","-69.37208512383435","-69.37208512383435"
"352055","-116.39267764181258","-116.39267764181258","-116.39267764181258"
"352081","-91.24644028703268","-91.24644028703268","-91.24644028703268"
"352082","-85.72127568283233","-85.72127568283233","-85.72127568283233"
"352091","-52.810063142508234","-52.810063142508234","-52.810063142508234"
"352150","-31.19421439601167","-31.19421439601167","-31.19421439601167"
"352192","-152.63776131776947","-152.63776131776947","-152.63776131776947"
"352202","-78.51732472108513","-78.51732472108513","-78.51732472108513"
"352244","-205.1042220657455","-205.1042220657455","-205.1042220657455"
"352282","-82.98718290533934","-82.98718290533934","-82.98718290533934"
"352399","-61.67369250956357","-61.67369250956357","-61.67369250956357"
"352414","-185.4592148471189","-185.4592148471189","-185.4592148471189"
"352424","-36.03692532264548","-36.03692532264548","-36.03692532264548"
"352450","-71.2067845716166","-71.2067845716166","-71.2067845716166"
"352474","-21.08282392395436","-21.08282392395436","-21.08282392395436"
"352496","-116.76207269496446","-116.76207269496446","-116.76207269496446"
"352525","-233.91148594874065","-233.91148594874065","-233.91148594874065"
"352534","-138.26218410169628","-138.26218410169628","-138.26218410169628"
"352587","-84.78171312904634","-84.78171312904634","-84.78171312904634"
"352596","-206.51554379728634","-206.51554379728634","-206.51554379728634"
"352605","-113.95383600010864","-113.95383600010864","-113.95383600010864"
"352606","-247.07297483360693","-247.07297483360693","-247.07297483360693"
"352701","-139.55839465616367","-139.55839465616367","-139.55839465616367"
"352729","-28.831551464865427","-28.831551464865427","-28.831551464865427"
"352791","-90.54130436231911","-90.54130436231911","-90.54130436231911"
"352799","-251.850050557415","-251.850050557415","-251.850050557415"
"352839","-164.87239658590144","-164.87239658590144","-164.87239658590144"
"352846","-185.1307392419531","-185.1307392419531","-185.1307392419531"
"352851","-83.79587152174305","-83.79587152174305","-83.79587152174305"
"352913","-135.97300439577552","-135.97300439577552","-135.97300439577552"
"352925","-66.14154374508469","-66.14154374508469","-66.14154374508469"
"352956","-177.58100574117876","-177.58100574117876","-177.58100574117876"
"352979","-127.14853353465205","-127.14853353465205","-127.14853353465205"
"352990","-91.44771095709045","-91.44771095709045","-91.44771095709045"
"353094","-48.75622998089229","-48.75622998089229","-48.75622998089229"
"353097","-60.336938424136896","-60.336938424136896","-60.336938424136896"
"353124","-40.40282645668048","-40.40282645668048","-40.40282645668048"
"353170","-65.33467225594856","-65.33467225594856","-65.33467225594856"
"353184","-230.2519197920245","-230.2519197920245","-230.2519197920245"
"353191","-30.012054423364084","-30.012054423364084","-30.012054423364084"
"353217","-49.307571266956174","-49.307571266956174","-49.307571266956174"
"353226","-37.13410978897828","-37.13410978897828","-37.13410978897828"
"353266","-73.62780847239547","-73.62780847239547","-73.62780847239547"
"353270","-117.2756865655058","-117.2756865655058","-117.2756865655058"
"353295","-53.202957025869544","-53.202957025869544","-53.202957025869544"
"353332","-202.16463867842734","-202.16463867842734","-202.16463867842734"
"353335","-176.9205613382514","-176.9205613382514","-176.9205613382514"
"353339","-250.13586267194776","-250.13586267194776","-250.13586267194776"
"353362","-85.89063879371821","-85.89063879371821","-85.89063879371821"
"353412","-70.61716073086703","-70.61716073086703","-70.61716073086703"
"353429","-146.190399980465","-146.190399980465","-146.190399980465"
"353448","-68.34434839292925","-68.34434839292925","-68.34434839292925"
"353451","-31.996015541857176","-31.996015541857176","-31.996015541857176"
"353468","-68.56789585640946","-85.89373514676002","-51.2420565660589"
"353480","-110.78665582310637","-110.78665582310637","-110.78665582310637"
"353508","-55.774796414977075","-55.774796414977075","-55.774796414977075"
"353523","-251.26708456556625","-251.26708456556625","-251.26708456556625"
"353573","-26.37438780343467","-26.37438780343467","-26.37438780343467"
"353600","-111.37184949317766","-111.37184949317766","-111.37184949317766"
"353613","-101.27829151453527","-101.27829151453527","-101.27829151453527"
"353625","-104.78792242726105","-104.78792242726105","-104.78792242726105"
"353670","-51.1982739894524","-51.1982739894524","-51.1982739894524"
"353679","-49.426317385161276","-49.426317385161276","-49.426317385161276"
"353691","-119.84660780195429","-119.84660780195429","-119.84660780195429"
"353700","-74.01386966923329","-74.01386966923329","-74.01386966923329"
"353749","-242.35157259257204","-242.35157259257204","-242.35157259257204"
"353770","-63.95193342796619","-63.95193342796619","-63.95193342796619"
"353795","-87.14352171433814","-87.14352171433814","-87.14352171433814"
"353809","-52.457420768420526","-52.457420768420526","-52.457420768420526"
"353812","-89.0304133632496","-89.0304133632496","-89.0304133632496"
"353819","-192.59791519134419","-192.59791519134419","-192.59791519134419"
"353822","-232.89032006492053","-232.89032006492053","-232.89032006492053"
"353827","-95.3929189007974","-95.3929189007974","-95.3929189007974"
"353941","-251.4840506759197","-251.4840506759197","-251.4840506759197"
"353972","-125.2553303238812","-125.2553303238812","-125.2553303238812"
"353998","-212.58051557819854","-212.58051557819854","-212.58051557819854"
"354043","-173.21030783513126","-173.21030783513126","-173.21030783513126"
"354070","-266.8083030011663","-266.8083030011663","-266.8083030011663"
"354071","-103.26527211341411","-103.26527211341411","-103.26527211341411"
"354075","-191.6477341154582","-191.6477341154582","-191.6477341154582"
"354093","-242.518639011121","-242.518639011121","-242.518639011121"
"354108","-161.5459215860083","-161.5459215860083","-161.5459215860083"
"354154","-59.4192222127224","-59.4192222127224","-59.4192222127224"
"354158","-63.38884762999019","-63.38884762999019","-63.38884762999019"
"354190","-135.42252665558217","-135.42252665558217","-135.42252665558217"
"354196","-84.47327530464547","-84.47327530464547","-84.47327530464547"
"354206","-158.22180703301612","-158.22180703301612","-158.22180703301612"
"354215","-54.190014005498746","-54.190014005498746","-54.190014005498746"
"354216","-46.09209454621267","-46.09209454621267","-46.09209454621267"
"354230","-185.29779857064946","-185.29779857064946","-185.29779857064946"
"354257","-44.16552396636163","-44.16552396636163","-44.16552396636163"
"354274","-64.6938841941375","-64.6938841941375","-64.6938841941375"
"354290","-25.84061575151111","-25.84061575151111","-25.84061575151111"
"354412","-65.0642499973234","-65.0642499973234","-65.0642499973234"
"354413","-157.87677910801102","-157.87677910801102","-157.87677910801102"
"354414","-33.91243578919649","-33.91243578919649","-33.91243578919649"
"354546","-258.2878166211433","-258.2878166211433","-258.2878166211433"
"354565","-56.100069287599375","-56.100069287599375","-56.100069287599375"
"354569","-193.01329003908126","-193.01329003908126","-193.01329003908126"
"354579","-177.55011426791438","-177.55011426791438","-177.55011426791438"
"354589","-100.87602445095159","-100.87602445095159","-100.87602445095159"
"354599","-209.84460613054705","-209.84460613054705","-209.84460613054705"
"354606","-295.72463320469177","-295.72463320469177","-295.72463320469177"
"354625","-52.838858008394574","-52.838858008394574","-52.838858008394574"
"354626","-269.9358853439443","-269.9358853439443","-269.9358853439443"
"354637","-30.721755882693042","-30.721755882693042","-30.721755882693042"
"354668","-88.77796880567647","-88.77796880567647","-88.77796880567647"
"354680","-128.2281793950062","-128.2281793950062","-128.2281793950062"
"354681","-160.99605682138082","-160.99605682138082","-160.99605682138082"
"354692","-109.35853374257356","-109.35853374257356","-109.35853374257356"
"354698","-25.83899516241105","-25.83899516241105","-25.83899516241105"
"354706","-80.69775432601385","-107.15833296797547","-54.23717568405223"
"354778","-65.96229815070801","-65.96229815070801","-65.96229815070801"
"354881","-18.026435894244532","-18.026435894244532","-18.026435894244532"
"354894","-90.69347041339591","-90.69347041339591","-90.69347041339591"
"354923","-82.71299540902416","-82.71299540902416","-82.71299540902416"
"354926","-76.8718924727291","-76.8718924727291","-76.8718924727291"
"354943","-200.83539361224882","-200.83539361224882","-200.83539361224882"
"354959","-65.81256296928821","-65.81256296928821","-65.81256296928821"
"354970","-62.895694746554994","-62.895694746554994","-62.895694746554994"
"354985","-74.36207392641086","-74.36207392641086","-74.36207392641086"
"355042","-147.62999331507814","-147.62999331507814","-147.62999331507814"
"355046","-215.69288217635304","-215.69288217635304","-215.69288217635304"
"355057","-67.46116270989042","-67.46116270989042","-67.46116270989042"
"355071","-153.54039792464985","-153.54039792464985","-153.54039792464985"
"355101","-292.1413097463155","-292.1413097463155","-292.1413097463155"
"355157","-48.95630674595055","-48.95630674595055","-48.95630674595055"
"355187","-121.71314702618942","-121.71314702618942","-121.71314702618942"
"355190","-181.84084232909626","-181.84084232909626","-181.84084232909626"
"355197","-62.01521411455169","-62.01521411455169","-62.01521411455169"
"355216","-130.88509623130955","-130.88509623130955","-130.88509623130955"
"355225","-55.17141811345538","-55.17141811345538","-55.17141811345538"
"355233","-72.6049730552402","-72.6049730552402","-72.6049730552402"
"355242","-90.73463561058739","-90.73463561058739","-90.73463561058739"
"355259","-95.30057293706821","-95.30057293706821","-95.30057293706821"
"355276","-33.06003639773211","-33.06003639773211","-33.06003639773211"
"355292","-135.40789150082574","-135.40789150082574","-135.40789150082574"
"355311","-112.93084813993532","-112.93084813993532","-112.93084813993532"
"355319","-59.576594308727685","-59.576594308727685","-59.576594308727685"
"355361","-59.41172016765008","-59.41172016765008","-59.41172016765008"
"355365","-189.73934875850063","-189.73934875850063","-189.73934875850063"
"355412","-35.211450415680616","-35.211450415680616","-35.211450415680616"
"355440","-49.51793053802975","-49.51793053802975","-49.51793053802975"
"355495","-74.77213514444283","-74.77213514444283","-74.77213514444283"
"355514","-40.10470979291571","-40.10470979291571","-40.10470979291571"
"355525","-58.54310382128399","-58.54310382128399","-58.54310382128399"
"355562","-56.485737505121094","-56.485737505121094","-56.485737505121094"
"355569","-124.56629063440874","-124.56629063440874","-124.56629063440874"
"355582","-249.98690820640135","-249.98690820640135","-249.98690820640135"
"355583","-45.67219991952785","-45.67219991952785","-45.67219991952785"
"355584","-36.7782712945673","-36.7782712945673","-36.7782712945673"
"355668","-52.55228971204775","-52.55228971204775","-52.55228971204775"
"355673","-95.67637203547066","-95.67637203547066","-95.67637203547066"
"355703","-135.41502536613885","-135.41502536613885","-135.41502536613885"
"355746","-26.30700801558991","-26.30700801558991","-26.30700801558991"
"355757","-37.08677043126418","-37.08677043126418","-37.08677043126418"
"355777","-146.1971133727614","-146.1971133727614","-146.1971133727614"
"355778","-146.91398665423353","-146.91398665423353","-146.91398665423353"
"355793","-137.64555700445715","-137.64555700445715","-137.64555700445715"
"355803","-130.09001627286628","-130.09001627286628","-130.09001627286628"
"355841","-95.52631837415599","-95.52631837415599","-95.52631837415599"
"355849","-56.9969261275121","-56.9969261275121","-56.9969261275121"
"355895","-60.50264945510642","-60.50264945510642","-60.50264945510642"
"355896","-163.41019838241567","-163.41019838241567","-163.41019838241567"
"355922","-178.40791148854242","-178.40791148854242","-178.40791148854242"
"355931","-290.47852291096234","-290.47852291096234","-290.47852291096234"
"355975","-55.41616648900963","-55.41616648900963","-55.41616648900963"
"355984","-96.52083193984423","-96.52083193984423","-96.52083193984423"
"356004","-56.44421673877874","-56.44421673877874","-56.44421673877874"
"356019","-165.5087405324142","-165.5087405324142","-165.5087405324142"
"356025","-270.7226689382548","-270.7226689382548","-270.7226689382548"
"356027","-70.74113949960412","-70.74113949960412","-70.74113949960412"
"356066","-201.84674148918697","-201.84674148918697","-201.84674148918697"
"356079","-110.39690049979693","-110.39690049979693","-110.39690049979693"
"356083","-64.11789565426693","-64.11789565426693","-64.11789565426693"
"356084","-149.8755206700523","-149.8755206700523","-149.8755206700523"
"356101","-86.53925734173889","-86.53925734173889","-86.53925734173889"
"356124","-103.52012499677981","-103.52012499677981","-103.52012499677981"
"356131","-20.394008839135562","-20.394008839135562","-20.394008839135562"
"356139","-289.395646891531","-289.395646891531","-289.395646891531"
"356161","-211.7291217479427","-211.7291217479427","-211.7291217479427"
"356178","-37.191409579377186","-37.191409579377186","-37.191409579377186"
"356209","-172.65400182405213","-172.65400182405213","-172.65400182405213"
"356279","-129.79853274986758","-129.79853274986758","-129.79853274986758"
"356296","-84.64064327140238","-84.64064327140238","-84.64064327140238"
"356337","-138.99085109865524","-138.99085109865524","-138.99085109865524"
"356347","-135.79040587220115","-135.79040587220115","-135.79040587220115"
"356352","-135.92021199947195","-135.92021199947195","-135.92021199947195"
"356374","-237.07413377536747","-237.07413377536747","-237.07413377536747"
"356378","-220.76879638738117","-220.76879638738117","-220.76879638738117"
"356399","-153.64654233048986","-153.64654233048986","-153.64654233048986"
"356422","-93.90205378646687","-93.90205378646687","-93.90205378646687"
"356457","-69.7300636192505","-69.7300636192505","-69.7300636192505"
"356490","-57.601062431259045","-57.601062431259045","-57.601062431259045"
"356491","-164.20978316768148","-164.20978316768148","-164.20978316768148"
"356498","-130.37705769930892","-130.37705769930892","-130.37705769930892"
"356501","-181.18650876498234","-181.18650876498234","-181.18650876498234"
"356526","-112.1379473352735","-112.1379473352735","-112.1379473352735"
"356532","-27.918641247868614","-27.918641247868614","-27.918641247868614"
"356542","-92.30916540150923","-92.30916540150923","-92.30916540150923"
"356569","-204.64574901364577","-204.64574901364577","-204.64574901364577"
"356636","-91.08212819772417","-91.08212819772417","-91.08212819772417"
"356658","-96.70093684110618","-96.70093684110618","-96.70093684110618"
"356667","-76.50806105239883","-76.50806105239883","-76.50806105239883"
"356694","-91.87916872047495","-91.87916872047495","-91.87916872047495"
"356737","-232.6119117071576","-232.6119117071576","-232.6119117071576"
"356768","-149.1977406081674","-149.1977406081674","-149.1977406081674"
"356772","-143.71059583484856","-143.71059583484856","-143.71059583484856"
"356774","-76.24867881691904","-76.24867881691904","-76.24867881691904"
"356776","-236.66869100650345","-236.66869100650345","-236.66869100650345"
"356815","-192.34616280112084","-192.34616280112084","-192.34616280112084"
"356824","-169.96783614742807","-169.96783614742807","-169.96783614742807"
"356849","-85.21886835554258","-85.21886835554258","-85.21886835554258"
"356891","-85.7017239804725","-85.7017239804725","-85.7017239804725"
"356897","-87.08093919479558","-87.08093919479558","-87.08093919479558"
"356901","-82.90761051199381","-82.90761051199381","-82.90761051199381"
"356935","-67.39818658227382","-67.39818658227382","-67.39818658227382"
"356945","-249.90609603298046","-249.90609603298046","-249.90609603298046"
"356962","-40.25570770500869","-40.25570770500869","-40.25570770500869"
"356968","-55.71641989244747","-55.71641989244747","-55.71641989244747"
"356970","-148.24562858303307","-148.24562858303307","-148.24562858303307"
"356973","-207.74278105804453","-207.74278105804453","-207.74278105804453"
"356986","-94.00734859478781","-94.00734859478781","-94.00734859478781"
"356991","-95.72624194989592","-95.72624194989592","-95.72624194989592"
"357045","-74.2200794848656","-74.2200794848656","-74.2200794848656"
"357064","-267.0786413812422","-267.0786413812422","-267.0786413812422"
"357096","-238.23468254245952","-238.23468254245952","-238.23468254245952"
"357098","-101.60031210960713","-101.60031210960713","-101.60031210960713"
"357110","-45.112453934522804","-45.112453934522804","-45.112453934522804"
"357138","-148.2459836297738","-148.2459836297738","-148.2459836297738"
"357161","-219.4047830029137","-219.4047830029137","-219.4047830029137"
"357187","-35.530146855160446","-35.530146855160446","-35.530146855160446"
"357189","-70.94605583885922","-70.94605583885922","-70.94605583885922"
"357217","-144.3681803704875","-144.3681803704875","-144.3681803704875"
"357287","-212.34196115504957","-212.34196115504957","-212.34196115504957"
"357291","-229.50050067182724","-229.50050067182724","-229.50050067182724"
"357314","-161.18318690984964","-161.18318690984964","-161.18318690984964"
"357321","-78.73536115658177","-78.73536115658177","-78.73536115658177"
"357360","-137.39405906716564","-137.39405906716564","-137.39405906716564"
"357401","-104.43469462541496","-104.43469462541496","-104.43469462541496"
"357405","-191.11186896563362","-191.11186896563362","-191.11186896563362"
"357424","-49.23113744672262","-49.23113744672262","-49.23113744672262"
"357515","-76.83578494851596","-76.83578494851596","-76.83578494851596"
"357550","-41.87468043816798","-41.87468043816798","-41.87468043816798"
"357574","-44.01888290468013","-44.01888290468013","-44.01888290468013"
