"Step","env: VSS - ep_info/Goal","env: VSS - ep_info/Goal__MIN","env: VSS - ep_info/Goal__MAX"
"17087","0","0","0"
"17114","0","0","0"
"17122","0","0","0"
"17129","0","0","0"
"17135","0","0","0"
"17142","0","0","0"
"17146","0","0","0"
"17150","0","0","0"
"17152","0","0","0"
"17199","0","0","0"
"17255","0","0","0"
"17307","0","0","0"
"17317","0","0","0"
"17323","0","0","0"
"17327","0","0","0"
"17331","0","0","0"
"17350","0","0","0"
"17372","0","0","0"
"17378","0","0","0"
"17381","0","0","0"
"17393","0","0","0"
"17425","0","0","0"
"17427","0","0","0"
"17437","0","0","0"
"17453","0","0","0"
"17462","0","0","0"
"17487","0","0","0"
"17534","0","0","0"
"17535","0","0","0"
"17540","0","0","0"
"17542","0","0","0"
"17550","0","0","0"
"17552","0","0","0"
"17599","0","0","0"
"17630","0","0","0"
"17633","0","0","0"
"17655","0","0","0"
"17675","0","0","0"
"17688","0","0","0"
"17690","0","0","0"
"17691","0","0","0"
"17695","0","0","0"
"17700","0","0","0"
"17717","0","0","0"
"17723","0","0","0"
"17727","0","0","0"
"17731","0","0","0"
"17735","0","0","0"
"17738","0","0","0"
"17747","0","0","0"
"17778","0","0","0"
"17779","0","0","0"
"17789","0","0","0"
"17793","0","0","0"
"17804","0","0","0"
"17825","0","0","0"
"17833","0","0","0"
"17862","0","0","0"
"17867","0","0","0"
"17874","0","0","0"
"17878","0","0","0"
"17883","0","0","0"
"17901","0","0","0"
"17934","0","0","0"
"17944","0","0","0"
"17952","0","0","0"
"17999","0","0","0"
"18021","0","0","0"
"18035","0","0","0"
"18069","0","0","0"
"18075","0","0","0"
"18090","0","0","0"
"18091","0","0","0"
"18092","0","0","0"
"18095","0","0","0"
"18135","0","0","0"
"18138","0","0","0"
"18140","0","0","0"
"18147","0","0","0"
"18159","0","0","0"
"18163","0","0","0"
"18171","1","1","1"
"18186","0","0","0"
"18189","0","0","0"
"18193","0","0","0"
"18204","0","0","0"
"18213","0","0","0"
"18225","0","0","0"
"18251","0","0","0"
"18274","0","0","0"
"18283","0","0","0"
"18295","1","1","1"
"18329","0","0","0"
"18334","0","0","0"
"18335","0","0","0"
"18341","0","0","0"
"18346","0","0","0"
"18350","0","0","0"
"18399","0","0","0"
"18435","0","0","0"
"18449","0","0","0"
"18455","0","0","0"
"18490","0","0","0"
"18495","0","0","0"
"18497","0","0","0"
"18507","0","0","0"
"18517","0","0","0"
"18531","0","0","0"
"18542","0","0","0"
"18544","0","0","0"
"18559","0","0","0"
"18578","0","0","0"
"18581","0","0","0"
"18586","0","0","0"
"18589","0","0","0"
"18593","0","0","0"
"18604","0","0","0"
"18633","0","0","0"
"18651","0","0","0"
"18662","0","0","0"
"18667","0","0","0"
"18678","0","0","0"
"18692","0","0","0"
"18705","1","1","1"
"18707","-1","-1","-1"
"18729","0","0","0"
"18735","0","0","0"
"18740","0","0","0"
"18746","0","0","0"
"18767","1","1","1"
"18799","0","0","0"
"18824","-1","-1","-1"
"18830","0","0","0"
"18835","0","0","0"
"18869","0","0","0"
"18888","0","0","0"
"18890","0","0","0"
"18892","0","0","0"
"18895","0","0","0"
"18897","0","0","0"
"18900","0","0","0"
"18907","0","0","0"
"18931","-1","-1","-1"
"18935","0","0","0"
"18938","0","0","0"
"18942","0","0","0"
