"Step","env: VSS - lambdas/Ball","env: VSS - lambdas/Ball__MIN","env: VSS - lambdas/Ball__MAX"
"12200","0.40189736485481264","0.3989499509334564","0.4029959440231323"
"12300","0.4018965423107147","0.3989633023738861","0.4029885232448578"
"12400","0.4018959581851959","0.39897656440734863","0.40298107266426086"
"12500","0.40189461708068847","0.39898911118507385","0.40297386050224304"
"12600","0.40189350247383115","0.398999959230423","0.40296855568885803"
"12700","0.4018924176692963","0.3990103006362915","0.4029636085033417"
"12800","0.40189172625541686","0.39902061223983765","0.4029586613178253"
"12900","0.40189077258110045","0.3990316689014435","0.40295371413230896"
"13000","0.4018900811672211","0.39904290437698364","0.4029487371444702"
"13100","0.40188972353935243","0.39905470609664917","0.40294378995895386"
"13200","0.4018892705440521","0.39906635880470276","0.4029388129711151"
"13300","0.4018874645233154","0.39907699823379517","0.40293458104133606"
"13400","0.40188589692115784","0.3990901708602905","0.4029296338558197"
"13500","0.401885187625885","0.3991048038005829","0.40292567014694214"
"13600","0.40188581943511964","0.39912575483322144","0.40292197465896606"
"13700","0.4018862783908844","0.39914795756340027","0.4029182493686676"
"13800","0.401887047290802","0.39916911721229553","0.40291452407836914"
"13900","0.40188812017440795","0.3991893231868744","0.40291082859039307"
"14000","0.40188961625099184","0.39921051263809204","0.4029071033000946"
"14100","0.40189101696014407","0.3992323577404022","0.40290337800979614"
"14200","0.4018922924995422","0.3992528021335602","0.40289968252182007"
"14300","0.4018940687179565","0.39927399158477783","0.40289726853370667"
"14400","0.4018959701061249","0.39929500222206116","0.4028944969177246"
"14500","0.4018983781337738","0.39931827783584595","0.40288984775543213"
"14600","0.40190096497535704","0.3993401527404785","0.4028870761394501"
"14700","0.40190404653549194","0.39936205744743347","0.4028846025466919"
"14800","0.4019071519374847","0.3993827998638153","0.40288200974464417"
"14900","0.401909613609314","0.39940589666366577","0.4028778374195099"
"15000","0.40191283226013186","0.3994300663471222","0.4028741121292114"
"15100","0.4019172191619873","0.39945703744888306","0.40287041664123535"
"15200","0.4019225716590881","0.399485319852829","0.402868390083313"
"15300","0.40192986726760865","0.39952147006988525","0.402868390083313"
"15400","0.4019378662109375","0.39955928921699524","0.40286844968795776"
"15500","0.4019463241100311","0.39959707856178284","0.40286967158317566"
"15600","0.4019554615020752","0.3996354341506958","0.40287095308303833"
"15700","0.40196160674095155","0.39967402815818787","0.40287336707115173"
"15800","0.4019664704799652","0.3997142016887665","0.4028758406639099"
"15900","0.40197151303291323","0.39975547790527344","0.4028783142566681"
"16000","0.4019758582115173","0.39979350566864014","0.4028821885585785"
"16100","0.40197732448577883","0.39982670545578003","0.40288394689559937"
"16200","0.4019785702228546","0.3998558223247528","0.4028871953487396"
"16300","0.40198062658309935","0.3998846411705017","0.4028909206390381"
"16400","0.4019831657409668","0.3999125063419342","0.40289464592933655"
"16500","0.4019874632358551","0.3999462127685547","0.4028983414173126"
"16600","0.40199350714683535","0.39998170733451843","0.4029020667076111"
"16700","0.40200023651123046","0.4000186324119568","0.40290579199790955"
"16800","0.40200756788253783","0.4000564515590668","0.402910053730011"
"16900","0.4020148694515228","0.40009796619415283","0.40291500091552734"
"17000","0.40202008485794066","0.40013980865478516","0.4029083251953125"
"17100","0.4020239472389221","0.40018346905708313","0.40289291739463806"
"17200","0.40202853083610535","0.4002281129360199","0.4028836488723755"
"17300","0.40203351974487306","0.40027517080307007","0.4028726816177368"
"17400","0.40203824639320374","0.40032267570495605","0.40285810828208923"
"17500","0.40204336047172545","0.40037113428115845","0.40284377336502075"
"17600","0.4020476222038269","0.4004214406013489","0.40282803773880005"
"17700","0.4020521819591522","0.4004705548286438","0.4028167128562927"
"17800","0.4020565629005432","0.40051764249801636","0.4028065800666809"
"17900","0.4020610213279724","0.4005648195743561","0.4027963876724243"
"18000","0.4020659506320953","0.40061134099960327","0.4027877748012543"
"18100","0.4020701825618744","0.4006575345993042","0.4027758836746216"
"18200","0.4020724058151245","0.40070003271102905","0.4027619957923889"
"18300","0.40207489728927615","0.4007427394390106","0.40274837613105774"
"18400","0.40207943320274353","0.4007872939109802","0.40273743867874146"
"18500","0.4020837366580963","0.40083152055740356","0.40272513031959534"
"18600","0.4020878911018372","0.4008764624595642","0.40270930528640747"
"18700","0.4020923852920532","0.4009241759777069","0.4026898741722107"
"18800","0.4020980954170227","0.40097182989120483","0.40267008543014526"
"18900","0.4021035611629486","0.40101704001426697","0.4026607871055603"
"19000","0.4021069586277008","0.40105774998664856","0.4026694595813751"
"19100","0.4021101057529449","0.40109625458717346","0.40267810225486755"
"19200","0.40211367011070254","0.40113383531570435","0.4026867747306824"
"19300","0.40211849808692934","0.40117377042770386","0.40269458293914795"
"19400","0.4021236658096313","0.4012161195278168","0.40270334482192993"
"19500","0.40213037133216856","0.40126416087150574","0.40271422266960144"
"19600","0.40213723182678224","0.4013121724128723","0.4027272164821625"
"19700","0.40214344263076784","0.4013585150241852","0.40274080634117126"
"19800","0.4021517992019653","0.4014163017272949","0.4027557075023651"
"19900","0.40216416120529175","0.4014933109283447","0.40277180075645447"
"20000","0.40217700600624084","0.4015748202800751","0.4027878940105438"
"20100","0.40219472646713256","0.40165990591049194","0.4028043746948242"
"20200","0.40221548080444336","0.40175190567970276","0.40282168984413147"
"20300","0.40223643779754636","0.4018399119377136","0.402839332818985"
"20400","0.4022588789463043","0.40192967653274536","0.4028579592704773"
"20500","0.4022842526435852","0.4019366502761841","0.40287744998931885"
"20600","0.40231802463531496","0.40192946791648865","0.4028968811035156"
"20700","0.4023528158664703","0.401921808719635","0.40291646122932434"
"20800","0.40238873958587645","0.401915580034256","0.40293627977371216"
"20900","0.40242679715156554","0.40191152691841125","0.4029565751552582"
"21000","0.40246797204017637","0.40190815925598145","0.4029776155948639"
"21100","0.4025135040283203","0.40192103385925293","0.402998685836792"
"21200","0.40256564021110536","0.4019550681114197","0.40302449464797974"
"21300","0.40262584686279296","0.4019904136657715","0.4030889570713043"
"21400","0.4026860654354095","0.40202587842941284","0.4031527042388916"
"21500","0.40274807810783386","0.4020616114139557","0.4032175838947296"
"21600","0.40281287431716917","0.40209946036338806","0.40328511595726013"
"21700","0.40287774205207827","0.4021399915218353","0.403389573097229"
"21800","0.4029387950897217","0.40218624472618103","0.40347400307655334"
"21900","0.40300188660621644","0.4022364616394043","0.4035586416721344"
"22000","0.40306554436683656","0.4022882282733917","0.403644323348999"
"22100","0.4031297445297241","0.4023387134075165","0.4037321209907532"
"22200","0.40319525003433226","0.4023912847042084","0.40382054448127747"
"22300","0.40326157212257385","0.4024423360824585","0.4039105474948883"
"22400","0.40332829356193545","0.4024973213672638","0.4039989411830902"
"22500","0.40339526534080505","0.4025481939315796","0.40408700704574585"
"22600","0.4034634530544281","0.402597039937973","0.40417715907096863"
"22700","0.4035343170166016","0.4026523232460022","0.4042685627937317"
"22800","0.4036064505577087","0.4027104675769806","0.40436092019081116"
"22900","0.4036804437637329","0.40277522802352905","0.40445464849472046"
"23000","0.4037570357322693","0.40284213423728943","0.40454891324043274"
"23100","0.40383618474006655","0.40290936827659607","0.4046449065208435"
"23200","0.4039179146289825","0.4029786288738251","0.40474095940589905"
"23300","0.40400193333625795","0.40305161476135254","0.4048372805118561"
"23400","0.40408780574798586","0.40312308073043823","0.40493544936180115"
"23500","0.40417660474777223","0.40319764614105225","0.4050348997116089"
"23600","0.40426726937294005","0.4032725989818573","0.40513476729393005"
"23700","0.40435913801193235","0.4033515453338623","0.4052364230155945"
"23800","0.40445258617401125","0.40343400835990906","0.4053420126438141"
"23900","0.40454874038696287","0.4035175144672394","0.40545135736465454"
"24000","0.4046488285064697","0.4036082923412323","0.4055621325969696"
"24100","0.4047516107559204","0.40370282530784607","0.40567368268966675"
"24200","0.40485828518867495","0.40380027890205383","0.4057868421077728"
"24300","0.40496869683265685","0.403899222612381","0.40590232610702515"
"24400","0.4050805926322937","0.4039955735206604","0.4060211479663849"
"24500","0.4051933169364929","0.4040912389755249","0.40613964200019836"
"24600","0.4053065776824951","0.40418779850006104","0.4062565565109253"
"24700","0.40542195439338685","0.40428444743156433","0.40637558698654175"
"24800","0.40553697347640993","0.404379665851593","0.40649524331092834"
"24900","0.4056512892246246","0.40447527170181274","0.40661439299583435"
"25000","0.4057680547237396","0.404573529958725","0.40673828125"
"25100","0.4058864951133728","0.4046713411808014","0.4068647027015686"
"25200","0.40600578784942626","0.40476730465888977","0.40699246525764465"
"25300","0.4061260998249054","0.4048649072647095","0.4071204960346222"
"25400","0.40624735951423646","0.40495964884757996","0.40725114941596985"
"25500","0.40637176632881167","0.40505358576774597","0.40738531947135925"
"25600","0.4064986288547516","0.4051488935947418","0.40751996636390686"
"25700","0.4066268265247345","0.40524595975875854","0.40765467286109924"
"25800","0.40675667524337766","0.40534892678260803","0.4077887237071991"
"25900","0.40688868761062624","0.4054533541202545","0.40792417526245117"
"26000","0.40702219009399415","0.4055599272251129","0.40805938839912415"
"26100","0.40715593099594116","0.4056660234928131","0.4081948697566986"
"26200","0.4072905659675598","0.40577268600463867","0.4083320200443268"
"26300","0.4074277937412262","0.40587764978408813","0.4084697365760803"
"26400","0.40756610631942747","0.4059875011444092","0.4086068272590637"
"26500","0.4077042877674103","0.4060972034931183","0.40874189138412476"
"26600","0.4078443169593811","0.40621399879455566","0.4088778793811798"
"26700","0.4079862952232361","0.40633347630500793","0.40901532769203186"
"26800","0.40812988877296447","0.4064585566520691","0.40915319323539734"
"26900","0.4082754969596863","0.406589150428772","0.40929126739501953"
"27000","0.4084229052066803","0.40672239661216736","0.40943005681037903"
"27100","0.4085721015930176","0.4068548381328583","0.40957143902778625"
"27200","0.40872243642807005","0.40698814392089844","0.4097135066986084"
"27300","0.40887375473976134","0.40711885690689087","0.40985700488090515"
"27400","0.40902665853500364","0.40725231170654297","0.4100021421909332"
"27500","0.40918112397193906","0.4073857367038727","0.4101502299308777"
"27600","0.4093365430831909","0.40751829743385315","0.4103012681007385"
"27700","0.4094928801059723","0.4076519012451172","0.410453200340271"
"27800","0.4096513569355011","0.40779152512550354","0.4106065332889557"
"27900","0.409811270236969","0.4079304039478302","0.41076168417930603"
"28000","0.409973669052124","0.4080730378627777","0.41091781854629517"
"28100","0.41013903021812437","0.40822145342826843","0.41107654571533203"
"28200","0.41030530333518983","0.4083704650402069","0.4112359881401062"
"28300","0.4104738771915436","0.40852123498916626","0.4113976061344147"
"28400","0.4106448173522949","0.40867599844932556","0.4115595817565918"
"28500","0.41081647872924804","0.4088344871997833","0.41172343492507935"
"28600","0.41099058985710146","0.40899476408958435","0.41188904643058777"
"28700","0.41116703748703004","0.4091549813747406","0.41205835342407227"
"28800","0.41134504675865174","0.40931612253189087","0.41223084926605225"
"28900","0.4115241229534149","0.40947937965393066","0.4124557077884674"
"29000","0.4117045998573303","0.40964245796203613","0.4126814603805542"
"29100","0.4118876576423645","0.40980616211891174","0.41291430592536926"
"29200","0.41207224130630493","0.40996983647346497","0.41315171122550964"
"29300","0.4122580051422119","0.4101409912109375","0.4133855104446411"
"29400","0.4124464333057404","0.41031786799430847","0.4136248826980591"
"29500","0.41263670325279234","0.4104980230331421","0.41386663913726807"
"29600","0.4128294587135315","0.4106816053390503","0.4141141176223755"
"29700","0.4130160868167877","0.4108704924583435","0.4143223166465759"
"29800","0.41320260763168337","0.4110637605190277","0.41452208161354065"
"29900","0.41339132785797117","0.41126134991645813","0.41472554206848145"
"30000","0.4135806977748871","0.41145965456962585","0.414931058883667"
"30100","0.4137712359428406","0.4116588234901428","0.4151367247104645"
"30200","0.4139638006687164","0.41186246275901794","0.41534268856048584"
"30300","0.414157497882843","0.41206660866737366","0.4155498147010803"
"30400","0.4143522083759308","0.4122730791568756","0.41575857996940613"
"30500","0.4145482361316681","0.4124814569950104","0.41596853733062744"
"30600","0.41474688053131104","0.41269728541374207","0.41617971658706665"
"30700","0.4149457931518555","0.41291388869285583","0.41639000177383423"
"30800","0.41514562368392943","0.4131333827972412","0.41660141944885254"
"30900","0.4153479337692261","0.41336143016815186","0.41681256890296936"
"31000","0.4155514299869537","0.4135866165161133","0.41702520847320557"
"31100","0.4157561957836151","0.4138101041316986","0.41724109649658203"
"31200","0.4159615099430084","0.4140332341194153","0.41745641827583313"
"31300","0.4161698818206787","0.4142618477344513","0.4176715910434723"
"31400","0.4163816511631012","0.41449666023254395","0.41788873076438904"
"31500","0.41659546494483946","0.41473203897476196","0.4181078374385834"
"31600","0.4168115437030792","0.4149692952632904","0.4183310568332672"
"31700","0.4170281827449799","0.41520437598228455","0.4185546636581421"
"31800","0.4172471284866333","0.41544297337532043","0.41877973079681396"
"31900","0.417468786239624","0.41568344831466675","0.41900601983070374"
"32000","0.41769265532493594","0.41592204570770264","0.4192354679107666"
"32100","0.4179180979728699","0.41616272926330566","0.41946765780448914"
"32200","0.4181468427181244","0.4164125919342041","0.4197008013725281"
"32300","0.4183786749839783","0.41666680574417114","0.4199363887310028"
"32400","0.41861226558685305","0.4169224798679352","0.42017504572868347"
"32500","0.4188471019268036","0.4171784520149231","0.4204150140285492"
"32600","0.4190850079059601","0.41744333505630493","0.4206578731536865"
"32700","0.41932445764541626","0.41770508885383606","0.4209034740924835"
"32800","0.41956443786621095","0.4179660677909851","0.42114901542663574"
"32900","0.4198069989681244","0.4182368516921997","0.42139583826065063"
"33000","0.4200541853904724","0.41851532459259033","0.4216446280479431"
"33100","0.4203054070472717","0.41879791021347046","0.421895831823349"
"33200","0.42055696845054624","0.41908344626426697","0.4221497178077698"
"33300","0.42080734968185424","0.4193713366985321","0.42240777611732483"
"33400","0.42105868458747864","0.4196622967720032","0.4226670265197754"
"33500","0.4213156461715698","0.41995781660079956","0.4229295551776886"
"33600","0.42157391309738157","0.4202539622783661","0.42319193482398987"
"33700","0.42183478474617003","0.4205549359321594","0.42345601320266724"
"33800","0.42209445834159853","0.42084893584251404","0.4237203896045685"
"33900","0.42235541343688965","0.4211410880088806","0.4239839017391205"
"34000","0.42261792421340943","0.4214361310005188","0.4242466688156128"
"34100","0.4228829264640808","0.42173436284065247","0.42450737953186035"
"34200","0.42315150499343873","0.42204129695892334","0.4247705340385437"
"34300","0.4234236478805542","0.4223524332046509","0.4250362813472748"
"34400","0.42369796633720397","0.4226672947406769","0.42530229687690735"
"34500","0.4239762008190155","0.42298898100852966","0.4255717694759369"
"34600","0.42425660490989686","0.4232742488384247","0.42584145069122314"
"34700","0.42453980445861816","0.42354121804237366","0.426113486289978"
"34800","0.424824994802475","0.42381080985069275","0.42638593912124634"
"34900","0.42511364817619324","0.4240853786468506","0.426661878824234"
"35000","0.42540388107299804","0.4243611991405487","0.4269391596317291"
"35100","0.4256980299949646","0.4246441423892975","0.42721840739250183"
"35200","0.42599443793296815","0.42493146657943726","0.42749884724617004"
"35300","0.42629637122154235","0.4252275824546814","0.4277805984020233"
"35400","0.4266006529331207","0.4255252480506897","0.4280637502670288"
"35500","0.4269070625305176","0.4258274734020233","0.42835018038749695"
"35600","0.4272140324115753","0.4261315166950226","0.4286383092403412"
"35700","0.42752605676651","0.4264390766620636","0.42893531918525696"
"35800","0.4278415858745575","0.42674970626831055","0.42923587560653687"
"35900","0.4281608581542969","0.4270608127117157","0.4295380711555481"
"36000","0.4284816265106201","0.42737504839897156","0.42984166741371155"
"36100","0.42880751490592955","0.42769214510917664","0.43015167117118835"
"36200","0.4291380226612091","0.42801451683044434","0.43046537041664124"
"36300","0.4294743835926056","0.4283495545387268","0.4307815730571747"
"36400","0.4298125922679901","0.42868712544441223","0.43109938502311707"
"36500","0.4301568388938904","0.4290303587913513","0.43142297863960266"
"36600","0.43050320744514464","0.4293796122074127","0.43174827098846436"
"36700","0.43085095286369324","0.42971983551979065","0.43207696080207825"
"36800","0.4311974048614502","0.4300515055656433","0.43240711092948914"
"36900","0.4315489411354065","0.4303860366344452","0.4327434003353119"
"37000","0.4319034695625305","0.43072226643562317","0.4330810308456421"
"37100","0.4322614252567291","0.4310622215270996","0.4334207773208618"
"37200","0.4326143205165863","0.43140241503715515","0.43376243114471436"
"37300","0.4329698920249939","0.43174582719802856","0.4341101050376892"
"37400","0.4333286821842194","0.43209439516067505","0.43446147441864014"
"37500","0.43369155526161196","0.43244999647140503","0.43481704592704773"
"37600","0.43405684232711794","0.4328095018863678","0.43517276644706726"
"37700","0.4344263195991516","0.433171808719635","0.43553364276885986"
"37800","0.43479793667793276","0.4335368573665619","0.4358966648578644"
"37900","0.43517454266548156","0.43390771746635437","0.43626540899276733"
"38000","0.435554301738739","0.43428048491477966","0.43663591146469116"
"38100","0.43593883514404297","0.4346548914909363","0.43700990080833435"
"38200","0.4363263607025146","0.43503338098526","0.4373878240585327"
"38300","0.436718624830246","0.43541744351387024","0.4377704858779907"
"38400","0.4371119260787964","0.4358051121234894","0.4381524920463562"
"38500","0.43750988245010375","0.4361969828605652","0.4385376572608948"
"38600","0.4379097044467926","0.4365941882133484","0.4389176368713379"
"38700","0.4383116602897644","0.4369933307170868","0.43929824233055115"
"38800","0.4387148916721344","0.4373959004878998","0.4396752715110779"
"38900","0.4391236186027527","0.43780237436294556","0.44005444645881653"
"39000","0.43953697681427","0.43821510672569275","0.4404412806034088"
"39100","0.4399548053741455","0.4386368691921234","0.44083496928215027"
"39200","0.44037697911262513","0.43906742334365845","0.4412316083908081"
"39300","0.4408036470413208","0.4394962191581726","0.441636860370636"
"39400","0.44123619198799136","0.43992704153060913","0.4420539438724518"
"39500","0.441675478219986","0.4403637647628784","0.44248393177986145"
"39600","0.44211891293525696","0.4408051669597626","0.44292154908180237"
"39700","0.44256553053855896","0.4412449300289154","0.44336408376693726"
"39800","0.44301713109016416","0.44168928265571594","0.4438137114048004"
"39900","0.44347257614135743","0.44214126467704773","0.44426673650741577"
"40000","0.44393125772476194","0.44260114431381226","0.4447246491909027"
"40100","0.44439307451248167","0.4430590867996216","0.44518816471099854"
"40200","0.44485677480697633","0.4435197412967682","0.4456501007080078"
"40300","0.44532605409622195","0.4439907670021057","0.44611379504203796"
"40400","0.44579859972000124","0.44447198510169983","0.44657525420188904"
"40500","0.4462732315063477","0.44495323300361633","0.4470341205596924"
"40600","0.4467487633228302","0.4454348087310791","0.4474906027317047"
"40700","0.44722946286201476","0.4459218680858612","0.4479517340660095"
"40800","0.4477137982845306","0.4464186429977417","0.44841423630714417"
"40900","0.4482020378112793","0.44691675901412964","0.44888177514076233"
"41000","0.4486944317817688","0.4474181830883026","0.4493488371372223"
"41100","0.44919115900993345","0.44792839884757996","0.44981271028518677"
"41200","0.4496918261051178","0.448448121547699","0.45027801394462585"
"41300","0.4502000391483307","0.44897305965423584","0.4507609009742737"
"41400","0.45071426033973694","0.4495020806789398","0.4512539207935333"
"41500","0.4512322723865509","0.4500352740287781","0.45174697041511536"
"41600","0.4517537534236908","0.45057523250579834","0.45223766565322876"
"41700","0.45228002071380613","0.45111918449401855","0.45273593068122864"
"41800","0.4528108060359955","0.45166462659835815","0.4532814621925354"
"41900","0.45334712862968446","0.4522141218185425","0.4538450241088867"
"42000","0.45388694405555724","0.4527655243873596","0.45441263914108276"
"42100","0.45442981719970704","0.45332226157188416","0.4549804925918579"
"42200","0.45497740507125856","0.4538852870464325","0.4555521309375763"
"42300","0.4555315673351288","0.4544563591480255","0.4561379551887512"
"42400","0.4560881078243256","0.45502886176109314","0.4567301273345947"
"42500","0.45664756894111636","0.4556080996990204","0.457323282957077"
"42600","0.4572087287902832","0.4561918377876282","0.45791783928871155"
"42700","0.45777387022972105","0.4567822217941284","0.45852017402648926"
"42800","0.4583439648151398","0.45738205313682556","0.4591265320777893"
"42900","0.4589204788208008","0.4579838514328003","0.4597340524196625"
"43000","0.4595019042491913","0.4585905075073242","0.46034514904022217"
"43100","0.46009166836738585","0.4592045843601227","0.46096596121788025"
"43200","0.46068461537361144","0.45982223749160767","0.46158963441848755"
"43300","0.4612839758396149","0.4604392945766449","0.46221810579299927"
"43400","0.46188774704933167","0.46105754375457764","0.4628463089466095"
"43500","0.4624964714050293","0.4616817533969879","0.4634806215763092"
"43600","0.4631104290485382","0.46231314539909363","0.46412375569343567"
"43700","0.4637307465076447","0.46294471621513367","0.46477043628692627"
"43800","0.46435391902923584","0.4635780453681946","0.46541938185691833"
"43900","0.4649826645851135","0.46422135829925537","0.46607038378715515"
"44000","0.46561442613601683","0.4648696482181549","0.4667249321937561"
"44100","0.46624953150749204","0.4655177891254425","0.46738529205322266"
"44200","0.4668852508068085","0.4661625325679779","0.46804821491241455"
"44300","0.4675271391868591","0.46681222319602966","0.4687153398990631"
"44400","0.46817595362663267","0.46746546030044556","0.46938687562942505"
"44500","0.4688313126564026","0.4681199789047241","0.47006189823150635"
"44600","0.46949089169502256","0.4687793552875519","0.47074320912361145"
"44700","0.47015326619148257","0.4694470763206482","0.4714255630970001"
"44800","0.4708183825016022","0.4701194167137146","0.4721086621284485"
"44900","0.47148631811141967","0.47079381346702576","0.4727906882762909"
"45000","0.47215734124183656","0.4714714288711548","0.47347649931907654"
"45100","0.4728286385536194","0.47215044498443604","0.474163681268692"
"45200","0.47349939942359925","0.4728286862373352","0.47485461831092834"
"45300","0.4741708219051361","0.47350654006004333","0.4755447804927826"
"45400","0.4748451292514801","0.4741886556148529","0.4762379229068756"
"45500","0.4755136132240295","0.47487568855285645","0.47693079710006714"
"45600","0.4761824905872345","0.47556376457214355","0.47762590646743774"
"45700","0.4768536567687988","0.47625285387039185","0.47832611203193665"
"45800","0.47752819061279295","0.4769458770751953","0.47903215885162354"
"45900","0.4782048285007477","0.4776434302330017","0.4797384738922119"
"46000","0.4788834750652313","0.47834259271621704","0.4804464280605316"
"46100","0.4795639395713806","0.479022741317749","0.48115265369415283"
"46200","0.4802446663379669","0.479692280292511","0.48185500502586365"
"46300","0.4809248924255371","0.4803604185581207","0.48255640268325806"
"46400","0.48160611391067504","0.481033593416214","0.4832601845264435"
"46500","0.48228790163993834","0.4817076325416565","0.48396292328834534"
"46600","0.4829720675945282","0.48238179087638855","0.48466596007347107"
"46700","0.4836563766002655","0.48305514454841614","0.48537248373031616"
"46800","0.48433958888053896","0.48372286558151245","0.486081063747406"
"46900","0.48502243161201475","0.4843895137310028","0.48679080605506897"
"47000","0.48570516109466555","0.4850519001483917","0.4874991178512573"
"47100","0.4863859713077545","0.48571112751960754","0.48820528388023376"
"47200","0.48706788420677183","0.4863709509372711","0.4889139235019684"
"47300","0.48775107860565187","0.48703324794769287","0.48962464928627014"
"47400","0.4884346663951874","0.4876960515975952","0.4903348982334137"
"47500","0.48911585211753844","0.48835626244544983","0.49104130268096924"
"47600","0.48979970812797546","0.4890209138393402","0.4917498230934143"
"47700","0.49048428535461425","0.4896845519542694","0.4924614429473877"
"47800","0.4911684989929199","0.4903528690338135","0.493171364068985"
"47900","0.4918516159057617","0.49101895093917847","0.49387872219085693"
"48000","0.49253244400024415","0.4916837215423584","0.4945855438709259"
"48100","0.4932130992412567","0.49234989285469055","0.49529364705085754"
"48200","0.4938922166824341","0.4930158853530884","0.49599847197532654"
"48300","0.4945692837238312","0.4936782717704773","0.49669909477233887"
"48400","0.4952432751655579","0.4943389594554901","0.4973948001861572"
"48500","0.4959153115749359","0.49500131607055664","0.4980860650539398"
