"Step","Minecart-Baseline_1726019116 - ep_info/Fuel","Minecart-Baseline_1726019116 - ep_info/Fuel__MIN","Minecart-Baseline_1726019116 - ep_info/Fuel__MAX"
"15962","-3.0399999544024467","-3.0399999544024467","-3.0399999544024467"
"15971","-4.319999936968088","-4.319999936968088","-4.319999936968088"
"15999","-1.9599999710917473","-1.9599999710917473","-1.9599999710917473"
"16018","-1.7799999676644802","-1.7799999676644802","-1.7799999676644802"
"16021","-5.399999920278788","-5.399999920278788","-5.399999920278788"
"16054","-1.8199999742209911","-1.8199999742209911","-1.8199999742209911"
"16070","-1.919999971985817","-1.919999971985817","-1.919999971985817"
"16100","-3.6999999545514584","-3.6999999545514584","-3.6999999545514584"
"16229","-1.759999968111515","-1.759999968111515","-1.759999968111515"
"16236","-2.5799999572336674","-2.5799999572336674","-2.5799999572336674"
"16271","-3.89999995008111","-3.89999995008111","-3.89999995008111"
"16320","-3.2399999536573887","-3.2399999536573887","-3.2399999536573887"
"16340","-3.899999935179949","-3.899999935179949","-3.899999935179949"
"16366","-5.039999924600124","-5.039999924600124","-5.039999924600124"
"16376","-4.699999939650297","-4.699999939650297","-4.699999939650297"
"16542","-2.2199999690055847","-2.2199999690055847","-2.2199999690055847"
"16622","-3.159999955445528","-3.159999955445528","-3.159999955445528"
"16686","-3.9399999380111694","-3.9399999380111694","-3.9399999380111694"
"16688","-3.8999999426305294","-3.8999999426305294","-3.8999999426305294"
"16719","-3.3999999538064003","-3.3999999538064003","-3.3999999538064003"
"16745","-2.8599999397993088","-2.8599999397993088","-2.8599999397993088"
"16788","-3.7999999448657036","-3.7999999448657036","-3.7999999448657036"
"16857","-3.459999945014715","-3.459999945014715","-3.459999945014715"
"16870","-3.239999957382679","-3.239999957382679","-3.239999957382679"
"16918","-2.6399999670684338","-2.6399999670684338","-2.6399999670684338"
"16957","-2.1599999703466892","-2.1599999703466892","-2.1599999703466892"
"16969","-3.2799999453127384","-3.2799999453127384","-3.2799999453127384"
"16987","-1.6799999698996544","-1.6799999698996544","-1.6799999698996544"
"17015","-2.599999960511923","-2.599999960511923","-2.599999960511923"
"17082","-3.8399999402463436","-3.8399999402463436","-3.8399999402463436"
"17102","-2.559999953955412","-2.559999953955412","-2.559999953955412"
"17128","-2.919999960809946","-2.919999960809946","-2.919999960809946"
"17182","-4.0799999460577965","-4.0799999460577965","-4.0799999460577965"
"17186","-10.079999882727861","-10.079999882727861","-10.079999882727861"
"17197","-4.059999942779541","-4.059999942779541","-4.059999942779541"
"17212","-8.859999902546406","-8.859999902546406","-8.859999902546406"
"17217","-4.01999993249774","-4.01999993249774","-4.01999993249774"
"17250","-4.159999940544367","-4.159999940544367","-4.159999940544367"
"17271","-3.2799999490380287","-3.2799999490380287","-3.2799999490380287"
"17276","-2.6799999587237835","-2.6799999587237835","-2.6799999587237835"
"17281","-2.259999968111515","-2.259999968111515","-2.259999968111515"
"17320","-2.679999954998493","-2.679999954998493","-2.679999954998493"
"17371","-6.13999992236495","-6.13999992236495","-6.13999992236495"
"17445","-2.0399999655783176","-2.0399999655783176","-2.0399999655783176"
"17464","-4.099999945610762","-4.099999945610762","-4.099999945610762"
"17475","-3.2199999503791332","-3.2199999503791332","-3.2199999503791332"
"17480","-5.819999922066927","-5.819999922066927","-5.819999922066927"
"17481","-2.8799999430775642","-2.8799999430775642","-2.8799999430775642"
"17490","-1.3999999798834324","-1.3999999798834324","-1.3999999798834324"
"17575","-4.339999929070473","-4.339999929070473","-4.339999929070473"
"17603","-4.659999929368496","-4.659999929368496","-4.659999929368496"
"17627","-2.579999953508377","-2.579999953508377","-2.579999953508377"
"17640","-1.8199999630451202","-1.8199999630451202","-1.8199999630451202"
"17696","-3.779999941587448","-3.779999941587448","-3.779999941587448"
"17713","-10.919999856501818","-10.919999856501818","-10.919999856501818"
"17735","-2.059999965131283","-2.059999965131283","-2.059999965131283"
"17739","-3.459999956190586","-3.459999956190586","-3.459999956190586"
"17750","-3.0799999497830868","-3.0799999497830868","-3.0799999497830868"
"17781","-7.059999901801348","-7.059999901801348","-7.059999901801348"
"17802","-2.1599999591708183","-2.1599999591708183","-2.1599999591708183"
"17816","-4.719999942928553","-4.719999942928553","-4.719999942928553"
"17850","-2.839999958872795","-2.839999958872795","-2.839999958872795"
"17875","-2.2199999690055847","-2.2199999690055847","-2.2199999690055847"
"17886","-1.2199999801814556","-1.2199999801814556","-1.2199999801814556"
"17891","-2.879999954253435","-2.879999954253435","-2.879999954253435"
"17933","-2.019999962300062","-2.019999962300062","-2.019999962300062"
"17972","-3.5199999511241913","-3.5199999511241913","-3.5199999511241913"
"18015","-2.059999965131283","-2.059999965131283","-2.059999965131283"
"18026","-3.499999951571226","-3.499999951571226","-3.499999951571226"
"18066","-2.919999960809946","-2.919999960809946","-2.919999960809946"
"18068","-1.9399999640882015","-1.9399999640882015","-1.9399999640882015"
"18124","-1.8199999704957008","-1.8199999704957008","-1.8199999704957008"
"18278","-2.2999999709427357","-2.2999999709427357","-2.2999999709427357"
"18299","-3.7999999411404133","-3.7999999411404133","-3.7999999411404133"
"18355","-2.459999956190586","-2.459999956190586","-2.459999956190586"
"18359","-1.6999999731779099","-1.6999999731779099","-1.6999999731779099"
"18415","-1.8799999691545963","-1.8799999691545963","-1.8799999691545963"
"18459","-2.5599999502301216","-2.5599999502301216","-2.5599999502301216"
"18466","-3.6199999414384365","-3.6199999414384365","-3.6199999414384365"
"18488","-2.379999965429306","-2.379999965429306","-2.379999965429306"
"18493","-2.5999999679625034","-2.5999999679625034","-2.5999999679625034"
"18523","-1.8399999737739563","-1.8399999737739563","-1.8399999737739563"
"18563","-1.279999978840351","-1.279999978840351","-1.279999978840351"
"18568","-2.31999995931983","-2.31999995931983","-2.31999995931983"
"18577","-2.599999960511923","-2.599999960511923","-2.599999960511923"
"18583","-2.2599999606609344","-2.2599999606609344","-2.2599999606609344"
"18614","-3.2199999541044235","-3.2199999541044235","-3.2199999541044235"
"18639","-8.099999882280827","-8.099999882280827","-8.099999882280827"
"18723","-2.1599999740719795","-2.1599999740719795","-2.1599999740719795"
"18726","-3.8799999319016933","-3.8799999319016933","-3.8799999319016933"
"18757","-4.039999943226576","-4.039999943226576","-4.039999943226576"
"18804","-1.299999974668026","-1.299999974668026","-1.299999974668026"
"18819","-2.2199999652802944","-2.2199999652802944","-2.2199999652802944"
"18863","-2.679999954998493","-2.679999954998493","-2.679999954998493"
"18930","-5.399999912828207","-5.399999912828207","-5.399999912828207"
"18932","-3.139999955892563","-3.139999955892563","-3.139999955892563"
"18970","-1.8999999649822712","-1.8999999649822712","-1.8999999649822712"
"19008","-7.579999919980764","-7.579999919980764","-7.579999919980764"
"19090","-5.419999927282333","-5.419999927282333","-5.419999927282333"
"19113","-9.659999884665012","-9.659999884665012","-9.659999884665012"
"19148","-2.5399999618530273","-2.5399999618530273","-2.5399999618530273"
"19161","-7.859999883919954","-7.859999883919954","-7.859999883919954"
"19201","-3.099999949336052","-3.099999949336052","-3.099999949336052"
"19204","-2.679999966174364","-2.679999966174364","-2.679999966174364"
"19225","-4.47999994084239","-4.47999994084239","-4.47999994084239"
"19271","-2.1399999670684338","-2.1399999670684338","-2.1399999670684338"
"19403","-3.8199999406933784","-3.8199999406933784","-3.8199999406933784"
"19423","-2.019999962300062","-2.019999962300062","-2.019999962300062"
"19443","-2.3799999691545963","-2.3799999691545963","-2.3799999691545963"
"19455","-3.5199999511241913","-3.5199999511241913","-3.5199999511241913"
"19479","-1.9199999682605267","-1.9199999682605267","-1.9199999682605267"
"19653","-2.559999957680702","-2.559999957680702","-2.559999957680702"
"19705","-3.4599999338388443","-3.4599999338388443","-3.4599999338388443"
"19724","-2.7999999597668648","-2.7999999597668648","-2.7999999597668648"
"19831","-1.8599999658763409","-1.8599999658763409","-1.8599999658763409"
"19874","-3.139999955892563","-3.139999955892563","-3.139999955892563"
"19890","-3.139999955892563","-3.139999955892563","-3.139999955892563"
"19919","-2.159999966621399","-2.159999966621399","-2.159999966621399"
"19940","-1.379999976605177","-1.379999976605177","-1.379999976605177"
"19955","-1.7799999751150608","-1.7799999751150608","-1.7799999751150608"
"20005","-1.779999978840351","-1.779999978840351","-1.779999978840351"
"20025","-2.559999953955412","-2.559999953955412","-2.559999953955412"
"20036","-3.0799999497830868","-3.0799999497830868","-3.0799999497830868"
"20065","-3.699999939650297","-3.699999939650297","-3.699999939650297"
"20090","-2.559999953955412","-2.559999953955412","-2.559999953955412"
"20104","-2.0999999716877937","-2.0999999716877937","-2.0999999716877937"
"20128","-3.759999942034483","-3.759999942034483","-3.759999942034483"
"20168","-7.499999895691872","-7.499999895691872","-7.499999895691872"
"20210","-2.7399999611079693","-2.7399999611079693","-2.7399999611079693"
"20283","-1.399999976158142","-1.399999976158142","-1.399999976158142"
"20319","-2.0799999721348286","-2.0799999721348286","-2.0799999721348286"
"20344","-1.399999976158142","-1.399999976158142","-1.399999976158142"
"20416","-2.27999996766448","-2.27999996766448","-2.27999996766448"
"20425","-3.339999943971634","-3.339999943971634","-3.339999943971634"
"20469","-2.8799999579787254","-2.8799999579787254","-2.8799999579787254"
"20482","-3.459999945014715","-3.459999945014715","-3.459999945014715"
"20496","-2.119999971240759","-2.119999971240759","-2.119999971240759"
"20518","-4.459999922662973","-4.459999922662973","-4.459999922662973"
"20565","-1.7999999709427357","-1.7999999709427357","-1.7999999709427357"
"20587","-2.1199999637901783","-2.1199999637901783","-2.1199999637901783"
"20601","-2.679999962449074","-2.679999962449074","-2.679999962449074"
"20605","-2.959999945014715","-2.959999945014715","-2.959999945014715"
"20621","-2.4999999552965164","-2.4999999552965164","-2.4999999552965164"
"20664","-1.8199999704957008","-1.8199999704957008","-1.8199999704957008"
"20676","-3.219999946653843","-3.219999946653843","-3.219999946653843"
"20680","-2.879999950528145","-2.879999950528145","-2.879999950528145"
"20699","-2.7799999564886093","-2.7799999564886093","-2.7799999564886093"
"20713","-4.199999935925007","-4.199999935925007","-4.199999935925007"
"20722","-2.2399999648332596","-2.2399999648332596","-2.2399999648332596"
"20763","-1.919999971985817","-1.919999971985817","-1.919999971985817"
"20796","-3.0199999548494816","-3.0199999548494816","-3.0199999548494816"
"20829","-4.279999926686287","-4.279999926686287","-4.279999926686287"
"20879","-2.599999949336052","-2.599999949336052","-2.599999949336052"
"20963","-3.3999999463558197","-3.3999999463558197","-3.3999999463558197"
"21069","-2.899999961256981","-2.899999961256981","-2.899999961256981"
"21071","-3.059999953955412","-3.059999953955412","-3.059999953955412"
"21151","-4.479999929666519","-4.479999929666519","-4.479999929666519"
"21163","-2.6199999526143074","-2.6199999526143074","-2.6199999526143074"
"21185","-2.1799999698996544","-2.1799999698996544","-2.1799999698996544"
"21209","-2.7399999536573887","-2.7399999536573887","-2.7399999536573887"
"21222","-2.639999955892563","-2.639999955892563","-2.639999955892563"
"21232","-3.099999949336052","-3.099999949336052","-3.099999949336052"
"21300","-2.059999968856573","-2.059999968856573","-2.059999968856573"
"21303","-2.2799999602138996","-2.2799999602138996","-2.2799999602138996"
"21329","-5.999999903142452","-5.999999903142452","-5.999999903142452"
"21335","-5.559999909251928","-5.559999909251928","-5.559999909251928"
"21394","-1.9599999748170376","-1.9599999748170376","-1.9599999748170376"
"21405","-4.539999928325415","-4.539999928325415","-4.539999928325415"
"21420","-1.7599999718368053","-1.7599999718368053","-1.7599999718368053"
"21451","-2.0399999655783176","-2.0399999655783176","-2.0399999655783176"
"21505","-1.279999978840351","-1.279999978840351","-1.279999978840351"
"21508","-1.9799999706447124","-1.9799999706447124","-1.9799999706447124"
"21520","-1.5799999721348286","-1.5799999721348286","-1.5799999721348286"
"21582","-3.479999952018261","-3.479999952018261","-3.479999952018261"
"21625","-2.919999949634075","-2.919999949634075","-2.919999949634075"
"21646","-1.8199999704957008","-1.8199999704957008","-1.8199999704957008"
"21696","-1.6999999694526196","-1.6999999694526196","-1.6999999694526196"
"21706","-1.7199999764561653","-1.7199999764561653","-1.7199999764561653"
"21715","-2.4599999636411667","-2.4599999636411667","-2.4599999636411667"
"21748","-1.3599999733269215","-1.3599999733269215","-1.3599999733269215"
"21757","-4.159999933093786","-4.159999933093786","-4.159999933093786"
"21812","-2.5399999618530273","-2.5399999618530273","-2.5399999618530273"
"21831","-2.7199999652802944","-2.7199999652802944","-2.7199999652802944"
"21842","-1.5399999767541885","-1.5399999767541885","-1.5399999767541885"
"21853","-1.7999999709427357","-1.7999999709427357","-1.7999999709427357"
"21871","-2.0799999684095383","-2.0799999684095383","-2.0799999684095383"
"21891","-2.2599999643862247","-2.2599999643862247","-2.2599999643862247"
"21897","-2.4799999557435513","-2.4799999557435513","-2.4799999557435513"
"21917","-3.339999955147505","-3.339999955147505","-3.339999955147505"
"21919","-4.719999928027391","-4.719999928027391","-4.719999928027391"
"21929","-1.0799999795854092","-1.0799999795854092","-1.0799999795854092"
"21939","-1.9799999706447124","-1.9799999706447124","-1.9799999706447124"
"21940","-1.7199999764561653","-1.7199999764561653","-1.7199999764561653"
"21954","-1.8599999733269215","-1.8599999733269215","-1.8599999733269215"
"21967","-1.6599999703466892","-1.6599999703466892","-1.6599999703466892"
"22042","-1.3399999774992466","-1.3399999774992466","-1.3399999774992466"
"22063","-2.5399999544024467","-2.5399999544024467","-2.5399999544024467"
"22064","-4.51999993994832","-4.51999993994832","-4.51999993994832"
"22069","-2.8399999663233757","-2.8399999663233757","-2.8399999663233757"
"22070","-2.27999996393919","-2.27999996393919","-2.27999996393919"
"22090","-1.2399999797344208","-1.2399999797344208","-1.2399999797344208"
"22091","-4.899999924004078","-4.899999924004078","-4.899999924004078"
"22168","-4.499999936670065","-4.499999936670065","-4.499999936670065"
"22175","-2.0599999614059925","-2.0599999614059925","-2.0599999614059925"
"22180","-1.7399999648332596","-1.7399999648332596","-1.7399999648332596"
"22187","-1.9399999678134918","-1.9399999678134918","-1.9399999678134918"
"22193","-3.619999945163727","-3.619999945163727","-3.619999945163727"
"22199","-2.4399999603629112","-2.4399999603629112","-2.4399999603629112"
"22250","-2.8399999514222145","-2.8399999514222145","-2.8399999514222145"
"22257","-2.5199999660253525","-2.5199999660253525","-2.5199999660253525"
"22274","-4.139999944716692","-4.139999944716692","-4.139999944716692"
"22292","-2.179999962449074","-2.179999962449074","-2.179999962449074"
"22295","-1.3599999770522118","-1.3599999770522118","-1.3599999770522118"
"22343","-2.2599999718368053","-2.2599999718368053","-2.2599999718368053"
"22360","-6.499999895691872","-6.499999895691872","-6.499999895691872"
"22365","-2.4599999599158764","-2.4599999599158764","-2.4599999599158764"
"22400","-2.1999999694526196","-2.1999999694526196","-2.1999999694526196"
"22409","-2.4599999599158764","-2.4599999599158764","-2.4599999599158764"
"22411","-2.099999960511923","-2.099999960511923","-2.099999960511923"
"22413","-6.019999902695417","-6.019999902695417","-6.019999902695417"
"22503","-3.5599999390542507","-3.5599999390542507","-3.5599999390542507"
"22505","-3.4799999445676804","-3.4799999445676804","-3.4799999445676804"
"22543","-2.4399999603629112","-2.4399999603629112","-2.4399999603629112"
