"Step","env: MINECART - ep_info/First_minerium","env: MINECART - ep_info/First_minerium__MIN","env: MINECART - ep_info/First_minerium__MAX"
"5700","0.10236816853284836","0.10236816853284836","0.10236816853284836"
"5956","0.874635636806488","0.874635636806488","0.874635636806488"
"6104","0.7564582824707031","0.7564582824707031","0.7564582824707031"
"6228","0.8710793852806091","0.8710793852806091","0.8710793852806091"
"6290","0","0","0"
"6298","0.8327061533927917","0.8327061533927917","0.8327061533927917"
"6318","0","0","0"
"6328","1.357174277305603","1.357174277305603","1.357174277305603"
"6371","0","0","0"
"6403","1.3715778589248657","1.3715778589248657","1.3715778589248657"
"6498","0","0","0"
"6538","0.748042106628418","0.748042106628418","0.748042106628418"
"6700","0","0","0"
"6760","0.24944882094860077","0.24944882094860077","0.24944882094860077"
"6781","1.3949508666992188","1.3949508666992188","1.3949508666992188"
"7006","0","0","0"
"7070","0","0","0"
"7091","0.6728443503379822","0.6728443503379822","0.6728443503379822"
"7094","0","0","0"
"7099","0","0","0"
"7103","0","0","0"
"7114","0.10313757508993149","0.10313757508993149","0.10313757508993149"
"7137","0","0","0"
"7147","0.10390639305114746","0.10390639305114746","0.10390639305114746"
"7276","0.548183262348175","0.548183262348175","0.548183262348175"
"7383","0.10390639305114746","0.10390639305114746","0.10390639305114746"
"7476","0","0","0"
"7562","0","0","0"
"7567","1.3180533647537231","1.3180533647537231","1.3180533647537231"
"7640","0","0","0"
"7671","0","0","0"
"7691","0","0","0"
"7702","0.20333898067474365","0.20333898067474365","0.20333898067474365"
"7711","0","0","0"
"7749","0","0","0"
"7949","0","0","0"
"7968","0.18611645698547363","0.18611645698547363","0.18611645698547363"
"8048","0.9670134782791138","0.9670134782791138","0.9670134782791138"
"8050","0.6343080401420593","0.6343080401420593","0.6343080401420593"
"8116","0.7832155227661133","0.7832155227661133","0.7832155227661133"
"8151","0.07162442803382874","0.07162442803382874","0.07162442803382874"
"8157","0","0","0"
"8247","0","0","0"
"8249","0","0","0"
"8320","0","0","0"
"8343","0","0","0"
"8359","0","0","0"
"8421","0.751826286315918","0.751826286315918","0.751826286315918"
"8473","0","0","0"
"8559","0","0","0"
"8563","0","0","0"
"8569","0.7431877255439758","0.7431877255439758","0.7431877255439758"
"8662","0","0","0"
"8693","0.8030123114585876","0.8030123114585876","0.8030123114585876"
"8743","0","0","0"
"8766","0","0","0"
"8806","0","0","0"
"8837","0","0","0"
"8842","0","0","0"
"8854","0.14844439923763275","0.14844439923763275","0.14844439923763275"
"8856","0","0","0"
"8858","0.28540563583374023","0.28540563583374023","0.28540563583374023"
"8864","0","0","0"
"8905","0.2461673617362976","0.2461673617362976","0.2461673617362976"
"8938","0","0","0"
"8996","0","0","0"
"9007","0","0","0"
"9091","0.4760919511318207","0.4760919511318207","0.4760919511318207"
"9147","0","0","0"
"9155","0","0","0"
"9176","0.8546105027198792","0.8546105027198792","0.8546105027198792"
"9202","1.3399900197982788","1.3399900197982788","1.3399900197982788"
"9206","0","0","0"
"9413","0.4656737148761749","0.4656737148761749","0.4656737148761749"
"9417","0.7211306691169739","0.7211306691169739","0.7211306691169739"
"9456","0.8149129748344421","0.8149129748344421","0.8149129748344421"
"9468","0","0","0"
"9470","0.6060401201248169","0.6060401201248169","0.6060401201248169"
"9472","0.7561526894569397","0.7561526894569397","0.7561526894569397"
"9514","0.7488067746162415","0.7488067746162415","0.7488067746162415"
"9599","0.5489698648452759","0.5489698648452759","0.5489698648452759"
"9600","0","0","0"
"9673","0.7374301552772522","0.7374301552772522","0.7374301552772522"
"9716","0.8356391191482544","0.8356391191482544","0.8356391191482544"
"9756","0.6244175434112549","0.6244175434112549","0.6244175434112549"
"9817","0.6808900833129883","0.6808900833129883","0.6808900833129883"
"9905","0.13707856833934784","0.13707856833934784","0.13707856833934784"
"9935","0.20203326642513275","0.20203326642513275","0.20203326642513275"
"9971","0.1798083484172821","0.1798083484172821","0.1798083484172821"
"9972","0","0","0"
"9975","0","0","0"
"10000","0","0","0"
"10136","1.0961891412734985","1.0961891412734985","1.0961891412734985"
"10199","1.1547399759292603","1.1547399759292603","1.1547399759292603"
"10204","0.754379391670227","0.754379391670227","0.754379391670227"
"10259","0.5214090347290039","0.5214090347290039","0.5214090347290039"
"10319","0.9755863547325134","0.9755863547325134","0.9755863547325134"
"10322","0.770836591720581","0.770836591720581","0.770836591720581"
"10359","0.9156498312950134","0.9156498312950134","0.9156498312950134"
"10492","0.9752000570297241","0.9752000570297241","0.9752000570297241"
"10515","1.4359694719314575","1.4359694719314575","1.4359694719314575"
"10704","0.838620126247406","0.838620126247406","0.838620126247406"
"10804","0","0","0"
"10903","0.9755863547325134","0.9755863547325134","0.9755863547325134"
"10954","0.7264845371246338","0.7264845371246338","0.7264845371246338"
"10998","0.8970593810081482","0.8970593810081482","0.8970593810081482"
"11029","0.9755863547325134","0.9755863547325134","0.9755863547325134"
"11031","0.9218087196350098","0.9218087196350098","0.9218087196350098"
"11059","1.3927091360092163","1.3927091360092163","1.3927091360092163"
"11092","0.7158359885215759","0.7158359885215759","0.7158359885215759"
"11133","0.8913141489028931","0.8913141489028931","0.8913141489028931"
"11165","0.7971845269203186","0.7971845269203186","0.7971845269203186"
"11169","0.9383234977722168","0.9383234977722168","0.9383234977722168"
"11252","0.9354931116104126","0.9354931116104126","0.9354931116104126"
"11290","0.849563717842102","0.849563717842102","0.849563717842102"
"11369","0.9755863547325134","0.9755863547325134","0.9755863547325134"
"11414","0.7211675643920898","0.7211675643920898","0.7211675643920898"
"11612","0.843376636505127","0.843376636505127","0.843376636505127"
"11698","1.0692256689071655","1.0692256689071655","1.0692256689071655"
"11802","0.7383891940116882","0.7383891940116882","0.7383891940116882"
"11980","1.0725005865097046","1.0725005865097046","1.0725005865097046"
"11993","0.8750128746032715","0.8750128746032715","0.8750128746032715"
"11997","0.5936813950538635","0.5936813950538635","0.5936813950538635"
"12028","0.458396315574646","0.458396315574646","0.458396315574646"
"12031","0.1653686761856079","0.1653686761856079","0.1653686761856079"
"12119","0.6552985906600952","0.6552985906600952","0.6552985906600952"
"12130","0.9419066905975342","0.9419066905975342","0.9419066905975342"
"12139","0.8594112992286682","0.8594112992286682","0.8594112992286682"
"12189","1.3329960107803345","1.3329960107803345","1.3329960107803345"
"12358","0.12184298038482666","0.12184298038482666","0.12184298038482666"
"12466","0.5166599750518799","0.5166599750518799","0.5166599750518799"
"12483","0.5621681213378906","0.5621681213378906","0.5621681213378906"
"12526","0.21468111872673035","0.21468111872673035","0.21468111872673035"
"12701","0.6408421397209167","0.6408421397209167","0.6408421397209167"
"12772","0.6461754441261292","0.6461754441261292","0.6461754441261292"
"12972","0.4113922417163849","0.4113922417163849","0.4113922417163849"
"13032","0.7723965048789978","0.7723965048789978","0.7723965048789978"
"13035","0.769990861415863","0.769990861415863","0.769990861415863"
"13062","0","0","0"
"13145","0","0","0"
"13154","0","0","0"
"13179","0.9164310693740845","0.9164310693740845","0.9164310693740845"
"13191","0","0","0"
"13238","0.8750128746032715","0.8750128746032715","0.8750128746032715"
"13240","0","0","0"
"13242","0","0","0"
"13259","0.0335145927965641","0.0335145927965641","0.0335145927965641"
"13318","0.20670805871486664","0.20670805871486664","0.20670805871486664"
"13345","0","0","0"
"13364","0","0","0"
"13410","0.6210854649543762","0.6210854649543762","0.6210854649543762"
"13467","0.9875149130821228","0.9875149130821228","0.9875149130821228"
"13476","1.3927091360092163","1.3927091360092163","1.3927091360092163"
"13563","0.9110321998596191","0.9110321998596191","0.9110321998596191"
"13565","0","0","0"
"13581","1.3002169132232666","1.3002169132232666","1.3002169132232666"
"13592","0","0","0"
"13680","0","0","0"
"13701","0.7104523181915283","0.7104523181915283","0.7104523181915283"
"13728","0","0","0"
"13756","0","0","0"
"13762","1.304102897644043","1.304102897644043","1.304102897644043"
"13851","0","0","0"
"13890","0","0","0"
"14003","0","0","0"
"14012","0","0","0"
"14017","0","0","0"
"14045","0","0","0"
"14061","0","0","0"
"14069","0","0","0"
"14070","0","0","0"
"14085","0.665630578994751","0.665630578994751","0.665630578994751"
"14087","0","0","0"
"14118","0","0","0"
"14124","0","0","0"
"14184","0","0","0"
"14194","0","0","0"
"14197","0","0","0"
"14210","0","0","0"
"14212","0","0","0"
"14224","0.6175944209098816","0.6175944209098816","0.6175944209098816"
"14271","0","0","0"
"14275","0","0","0"
"14282","0","0","0"
"14287","0.03576723113656044","0.03576723113656044","0.03576723113656044"
"14289","0","0","0"
"14291","0","0","0"
"14308","0","0","0"
"14333","0","0","0"
"14351","0","0","0"
"14376","0","0","0"
"14383","0","0","0"
"14413","0","0","0"
"14441","0","0","0"
"14448","0","0","0"
"14452","0","0","0"
"14454","1.3375846147537231","1.3375846147537231","1.3375846147537231"
"14455","0","0","0"
"14479","0","0","0"
"14481","0","0","0"
"14510","0","0","0"
"14527","0","0","0"
"14532","0","0","0"
"14592","0","0","0"
"14612","0","0","0"
"14655","0","0","0"
"14727","0","0","0"
"14729","0","0","0"
"14730","0","0","0"
"14731","0","0","0"
"14749","0","0","0"
"14769","0","0","0"
"14770","0","0","0"
"14792","0.0043061901815235615","0.0043061901815235615","0.0043061901815235615"
"14816","0","0","0"
"14820","0","0","0"
"14849","0.6189080476760864","0.6189080476760864","0.6189080476760864"
"14859","0","0","0"
"14863","0","0","0"
"14929","0","0","0"
"14930","0","0","0"
"14931","0","0","0"
"14933","0.7459248900413513","0.7459248900413513","0.7459248900413513"
"14946","0","0","0"
"14983","0","0","0"
"14984","0","0","0"
"15013","0.6032124161720276","0.6032124161720276","0.6032124161720276"
"15014","0","0","0"
"15081","0","0","0"
"15096","0","0","0"
"15261","0.15158921480178833","0.15158921480178833","0.15158921480178833"
"15304","0.11087055504322052","0.11087055504322052","0.11087055504322052"
"15328","0.06651373952627182","0.06651373952627182","0.06651373952627182"
"15340","0","0","0"
"15424","0.12842729687690735","0.12842729687690735","0.12842729687690735"
"15451","0.02384915016591549","0.02384915016591549","0.02384915016591549"
"15452","0.052178479731082916","0.052178479731082916","0.052178479731082916"
"15455","0.1706664115190506","0.1706664115190506","0.1706664115190506"
"15523","0.08692696690559387","0.08692696690559387","0.08692696690559387"
"15545","1.2328490018844604","1.2328490018844604","1.2328490018844604"
"15573","0.14252272248268127","0.14252272248268127","0.14252272248268127"
"15576","0.11400973051786423","0.11400973051786423","0.11400973051786423"
"15619","1.211025595664978","1.211025595664978","1.211025595664978"
"15654","0","0","0"
"15678","1.0031981468200684","1.0031981468200684","1.0031981468200684"
"15822","0.1671827882528305","0.1671827882528305","0.1671827882528305"
"15848","0.09474256634712219","0.09474256634712219","0.09474256634712219"
"15868","0.48248398303985596","0.48248398303985596","0.48248398303985596"
"15911","1.184260368347168","1.184260368347168","1.184260368347168"
"16010","0","0","0"
"16026","0.0865258052945137","0.0865258052945137","0.0865258052945137"
"16033","0","0","0"
"16069","0","0","0"
"16119","0","0","0"
"16136","0","0","0"
"16166","0","0","0"
"16240","0","0","0"
"16253","0","0","0"
"16280","0.8090064525604248","0.8090064525604248","0.8090064525604248"
"16320","0","0","0"
"16359","0","0","0"
"16365","0","0","0"
"16367","0","0","0"
"16445","0","0","0"
"16484","0","0","0"
"16490","0","0","0"
"16526","0","0","0"
"16528","0","0","0"
"16588","0","0","0"
"16643","0","0","0"
"16656","0","0","0"
"16806","0","0","0"
"16837","0","0","0"
"16838","0","0","0"
"16944","0","0","0"
"16983","0","0","0"
"17004","0","0","0"
"17018","0","0","0"
"17040","0","0","0"
"17062","0","0","0"
"17091","0","0","0"
"17111","0","0","0"
"17119","0","0","0"
"17192","0","0","0"
"17235","0","0","0"
"17255","0","0","0"
"17323","0","0","0"
"17341","0","0","0"
"17342","0","0","0"
"17352","0","0","0"
"17400","0","0","0"
"17420","0","0","0"
"17429","0","0","0"
"17496","0","0","0"
"17577","0.08481518179178238","0.08481518179178238","0.08481518179178238"
"17640","0","0","0"
"17679","0","0","0"
"17738","0","0","0"
"17750","0.09600963443517685","0.09600963443517685","0.09600963443517685"
"17815","0.16287659108638763","0.16287659108638763","0.16287659108638763"
"17834","0","0","0"
"17840","0","0","0"
"17978","0","0","0"
"17981","0","0","0"
"17983","0","0","0"
"17993","0","0","0"
"18068","0","0","0"
"18074","0","0","0"
"18086","0","0","0"
"18117","0","0","0"
"18132","0","0","0"
"18134","0","0","0"
"18141","0","0","0"
"18173","0","0","0"
"18179","0","0","0"
"18200","0","0","0"
"18207","0","0","0"
"18223","0","0","0"
"18227","0","0","0"
"18259","0","0","0"
"18269","0","0","0"
"18277","0","0","0"
"18286","0","0","0"
"18295","0","0","0"
"18329","0","0","0"
"18345","0","0","0"
"18352","0","0","0"
"18415","0","0","0"
"18423","0","0","0"
"18426","0","0","0"
"18441","0","0","0"
"18477","0","0","0"
"18498","0","0","0"
"18508","0","0","0"
"18545","0","0","0"
"18568","0","0","0"
"18599","0","0","0"
"18602","0","0","0"
"18619","0","0","0"
"18640","0","0","0"
"18708","0","0","0"
"18779","0.7363455891609192","0.7363455891609192","0.7363455891609192"
"18807","0","0","0"
"18818","0","0","0"
"18833","0","0","0"
"18849","0","0","0"
"18866","0","0","0"
"18874","0","0","0"
"18877","0","0","0"
"18890","0","0","0"
"18917","0","0","0"
"18940","0","0","0"
"18943","0","0","0"
"18944","0","0","0"
"18954","0","0","0"
"18993","0","0","0"
"19059","1.367132544517517","1.367132544517517","1.367132544517517"
"19139","1.5","1.5","1.5"
"19182","1.4414719343185425","1.4414719343185425","1.4414719343185425"
"19213","1.3385655879974365","1.3385655879974365","1.3385655879974365"
"19230","1.3703186511993408","1.3703186511993408","1.3703186511993408"
"19334","1.3127890825271606","1.3127890825271606","1.3127890825271606"
"19377","1.3991361856460571","1.3991361856460571","1.3991361856460571"
"19392","1.4159315824508667","1.4159315824508667","1.4159315824508667"
"19462","0","0","0"
"19500","1.4078640937805176","1.4078640937805176","1.4078640937805176"
"19573","1.3676788806915283","1.3676788806915283","1.3676788806915283"
"19632","1.4698976278305054","1.4698976278305054","1.4698976278305054"
"19650","1.4085454940795898","1.4085454940795898","1.4085454940795898"
"19669","1.378391981124878","1.378391981124878","1.378391981124878"
"19732","0.7588673830032349","0.7588673830032349","0.7588673830032349"
"19846","1.3897758722305298","1.3897758722305298","1.3897758722305298"
"19847","1.0031981468200684","1.0031981468200684","1.0031981468200684"
"19922","1.196587085723877","1.196587085723877","1.196587085723877"
"19943","1.3604538440704346","1.3604538440704346","1.3604538440704346"
"20034","1.0644928216934204","1.0644928216934204","1.0644928216934204"
"20047","1.3211115598678589","1.3211115598678589","1.3211115598678589"
"20133","1.440102219581604","1.440102219581604","1.440102219581604"
"20150","1.2122790813446045","1.2122790813446045","1.2122790813446045"
"20187","1.0164902210235596","1.0164902210235596","1.0164902210235596"
"20240","1.3570361137390137","1.3570361137390137","1.3570361137390137"
"20390","1.4238327741622925","1.4238327741622925","1.4238327741622925"
"20397","1.371019959449768","1.371019959449768","1.371019959449768"
"20522","0.425479918718338","0.425479918718338","0.425479918718338"
"20556","0.7653412818908691","0.7653412818908691","0.7653412818908691"
"20626","0.8403565287590027","0.8403565287590027","0.8403565287590027"
"20637","1.389192819595337","1.389192819595337","1.389192819595337"
"20658","1.3182427883148193","1.3182427883148193","1.3182427883148193"
"20675","1.4230793714523315","1.4230793714523315","1.4230793714523315"
"20728","0.14563041925430298","0.14563041925430298","0.14563041925430298"
"20729","1.456747055053711","1.456747055053711","1.456747055053711"
"20744","0","0","0"
"20789","0.607932448387146","0.607932448387146","0.607932448387146"
"20816","0.1513810008764267","0.1513810008764267","0.1513810008764267"
"20915","0","0","0"
"20916","0","0","0"
"20937","1.3235127925872803","1.3235127925872803","1.3235127925872803"
"21011","0","0","0"
"21031","1.395020842552185","1.395020842552185","1.395020842552185"
"21118","0.8540419936180115","0.8540419936180115","0.8540419936180115"
"21120","1.3812483549118042","1.3812483549118042","1.3812483549118042"
"21150","0","0","0"
"21215","1.3897758722305298","1.3897758722305298","1.3897758722305298"
"21354","1.4664453268051147","1.4664453268051147","1.4664453268051147"
"21474","0.8266345262527466","0.8266345262527466","0.8266345262527466"
"21482","1.4356725215911865","1.4356725215911865","1.4356725215911865"
"21511","1.394668698310852","1.394668698310852","1.394668698310852"
"21602","1.3826985359191895","1.3826985359191895","1.3826985359191895"
"21620","0","0","0"
"21709","1.395020842552185","1.395020842552185","1.395020842552185"
"21713","1.4279978275299072","1.4279978275299072","1.4279978275299072"
"21724","1.3927900791168213","1.3927900791168213","1.3927900791168213"
"21755","1.2086280584335327","1.2086280584335327","1.2086280584335327"
"21809","1.3731573820114136","1.3731573820114136","1.3731573820114136"
"21814","1.2212069034576416","1.2212069034576416","1.2212069034576416"
"21826","0","0","0"
"21849","1.4446849822998047","1.4446849822998047","1.4446849822998047"
"21852","1.4422845840454102","1.4422845840454102","1.4422845840454102"
"21909","1.4641790390014648","1.4641790390014648","1.4641790390014648"
"22018","1.2328490018844604","1.2328490018844604","1.2328490018844604"
"22020","1.483694076538086","1.483694076538086","1.483694076538086"
"22152","1.153720736503601","1.153720736503601","1.153720736503601"
"22248","1.371019959449768","1.371019959449768","1.371019959449768"
"22273","0","0","0"
"22284","1.4664453268051147","1.4664453268051147","1.4664453268051147"
"22348","1.4279978275299072","1.4279978275299072","1.4279978275299072"
"22349","0.8588393926620483","0.8588393926620483","0.8588393926620483"
"22364","1.412940263748169","1.412940263748169","1.412940263748169"
"22467","0.8870617747306824","0.8870617747306824","0.8870617747306824"
"22486","0","0","0"
"22602","0","0","0"
"22659","0","0","0"
"22808","0.6478167176246643","0.6478167176246643","0.6478167176246643"
"22859","0","0","0"
"22915","1.4117664098739624","1.4117664098739624","1.4117664098739624"
"22936","1.304102897644043","1.304102897644043","1.304102897644043"
"22963","0.8803451657295227","0.8803451657295227","0.8803451657295227"
"22973","0.6378253698348999","0.6378253698348999","0.6378253698348999"
"23009","0.6661474704742432","0.6661474704742432","0.6661474704742432"
"23016","0","0","0"
"23026","0","0","0"
"23058","0","0","0"
"23087","0","0","0"
"23088","0","0","0"
"23102","0","0","0"
"23127","0","0","0"
"23179","0","0","0"
"23189","0","0","0"
"23207","0","0","0"
"23213","0","0","0"
"23231","0","0","0"
"23235","0","0","0"
"23259","0","0","0"
"23316","0","0","0"
"23327","0","0","0"
"23333","0","0","0"
"23365","0","0","0"
"23366","0","0","0"
"23384","0","0","0"
"23444","0","0","0"
"23467","0","0","0"
"23484","0","0","0"
"23486","0.11816705018281937","0.11816705018281937","0.11816705018281937"
"23497","0","0","0"
"23519","0","0","0"
"23528","0","0","0"
"23534","0","0","0"
"23648","0","0","0"
"23669","0","0","0"
"23681","0","0","0"
"23718","0","0","0"
"23780","0","0","0"
"23821","0","0","0"
"23838","0","0","0"
"23839","0","0","0"
"23846","0","0","0"
"23902","0","0","0"
"23916","0","0","0"
"23946","0","0","0"
"23947","0","0","0"
"23999","0.5729269981384277","0.5729269981384277","0.5729269981384277"
"24013","0","0","0"
"24018","0.1944900006055832","0.1944900006055832","0.1944900006055832"
"24041","0","0","0"
"24067","0","0","0"
"24074","0.14824125170707703","0.14824125170707703","0.14824125170707703"
"24104","0","0","0"
"24124","0","0","0"
"24167","0","0","0"
"24182","0","0","0"
"24188","0","0","0"
"24257","0","0","0"
"24261","0","0","0"
"24279","0.1215997040271759","0.1215997040271759","0.1215997040271759"
"24294","0","0","0"
"24306","0","0","0"
"24337","0","0","0"
"24344","0","0","0"
"24360","0","0","0"
"24377","0","0","0"
"24396","0","0","0"
"24405","0","0","0"
"24428","0","0","0"
"24433","0","0","0"
"24472","0","0","0"
"24518","0","0","0"
"24548","0","0","0"
"24563","0","0","0"
"24592","0","0","0"
"24616","0","0","0"
"24728","0","0","0"
"24756","0","0","0"
"24786","0","0","0"
"24813","0","0","0"
"24900","0","0","0"
"24906","0","0","0"
"24934","0","0","0"
"24940","0","0","0"
"24959","0","0","0"
"24980","0","0","0"
"25010","0","0","0"
"25011","0","0","0"
"25039","0","0","0"
"25049","0","0","0"
"25050","0","0","0"
"25053","0","0","0"
"25055","0","0","0"
"25063","0","0","0"
"25074","0","0","0"
"25083","0","0","0"
"25101","0","0","0"
"25126","0","0","0"
"25141","0","0","0"
"25148","0","0","0"
"25168","0","0","0"
"25170","0","0","0"
"25215","0","0","0"
"25252","0","0","0"
"25259","0","0","0"
"25262","0","0","0"
"25272","0","0","0"
"25277","0","0","0"
"25291","0","0","0"
"25296","0","0","0"
"25307","0","0","0"
"25332","0","0","0"
"25336","0","0","0"
"25338","0","0","0"
"25347","0","0","0"
"25354","0","0","0"
"25355","0","0","0"
"25357","0","0","0"
"25367","0","0","0"
"25370","0","0","0"
"25386","0","0","0"
"25387","0","0","0"
"25392","0","0","0"
"25393","0","0","0"
"25396","0","0","0"
"25407","0","0","0"
"25410","0","0","0"
"25424","0","0","0"
"25439","0","0","0"
"25445","0","0","0"
"25458","0","0","0"
"25468","0","0","0"
"25473","0","0","0"
"25479","0","0","0"
"25489","0","0","0"
"25493","0","0","0"
"25510","0","0","0"
"25514","0","0","0"
"25522","0","0","0"
"25538","0","0","0"
"25541","0","0","0"
"25546","0","0","0"
"25555","0","0","0"
"25564","0","0","0"
"25571","0","0","0"
"25579","0.7372573018074036","0.7372573018074036","0.7372573018074036"
"25599","0","0","0"
"25616","0","0","0"
"25626","0","0","0"
"25631","0","0","0"
"25643","0","0","0"
"25650","0","0","0"
"25651","0","0","0"
"25655","0","0","0"
"25667","0","0","0"
"25681","0","0","0"
"25699","0","0","0"
"25713","0","0","0"
"25716","0","0","0"
"25727","0","0","0"
"25731","0","0","0"
"25735","0","0","0"
"25738","0","0","0"
"25743","0","0","0"
"25750","0","0","0"
"25769","0","0","0"
"25772","0","0","0"
"25794","0","0","0"
"25802","0","0","0"
"25828","0","0","0"
"25830","0","0","0"
"25831","0","0","0"
"25832","0","0","0"
"25841","0","0","0"
"25842","0","0","0"
"25869","0","0","0"
"25879","0","0","0"
"25891","0","0","0"
"25898","0","0","0"
"25900","0","0","0"
"25922","0","0","0"
"25930","0","0","0"
"25947","0","0","0"
"25954","0","0","0"
"25957","0","0","0"
"25964","0","0","0"
"25965","0","0","0"
"26013","0","0","0"
"26018","0","0","0"
"26021","0","0","0"
"26030","0","0","0"
"26038","0","0","0"
"26041","0","0","0"
"26046","0","0","0"
"26055","0","0","0"
"26057","0","0","0"
"26067","0","0","0"
"26090","0","0","0"
"26097","0","0","0"
"26117","0","0","0"
"26120","0","0","0"
"26124","0","0","0"
"26127","0","0","0"
"26137","0","0","0"
