"Step","env: MINECART - lambdas/component_1","env: MINECART - lambdas/component_1__MIN","env: MINECART - lambdas/component_1__MAX"
"5100","0.3389061391353607","0.3389061391353607","0.3389061391353607"
"5200","0.3245229721069336","0.3245229721069336","0.3245229721069336"
"5300","0.3351113796234131","0.3351113796234131","0.3351113796234131"
"5400","0.34070679545402527","0.34070679545402527","0.34070679545402527"
"5500","0.3250625729560852","0.3250625729560852","0.3250625729560852"
"5600","0.2961317002773285","0.2961317002773285","0.2961317002773285"
"5700","0.3166942298412323","0.3166942298412323","0.3166942298412323"
"5800","0.3332502245903015","0.3332502245903015","0.3332502245903015"
"5900","0.3109738230705261","0.3109738230705261","0.3109738230705261"
"6000","0.2940182387828827","0.2940182387828827","0.2940182387828827"
"6100","0.30950793623924255","0.30950793623924255","0.30950793623924255"
"6200","0.32475215196609497","0.32475215196609497","0.32475215196609497"
"6300","0.278891384601593","0.278891384601593","0.278891384601593"
"6400","0.2766053378582001","0.2766053378582001","0.2766053378582001"
"6500","0.2817033529281616","0.2817033529281616","0.2817033529281616"
"6600","0.29767268896102905","0.29767268896102905","0.29767268896102905"
"6700","0.29110997915267944","0.29110997915267944","0.29110997915267944"
"6800","0.31003326177597046","0.31003326177597046","0.31003326177597046"
"6900","0.2931593358516693","0.2931593358516693","0.2931593358516693"
"7000","0.3124149739742279","0.3124149739742279","0.3124149739742279"
"7100","0.3234931528568268","0.3234931528568268","0.3234931528568268"
"7200","0.3029181957244873","0.3029181957244873","0.3029181957244873"
"7300","0.3119189143180847","0.3119189143180847","0.3119189143180847"
"7400","0.3515045642852783","0.3515045642852783","0.3515045642852783"
"7500","0.36466678977012634","0.36466678977012634","0.36466678977012634"
"7600","0.3792339861392975","0.3792339861392975","0.3792339861392975"
"7700","0.3732527494430542","0.3732527494430542","0.3732527494430542"
"7800","0.37956783175468445","0.37956783175468445","0.37956783175468445"
"7900","0.37527090311050415","0.37527090311050415","0.37527090311050415"
"8000","0.3722507953643799","0.3722507953643799","0.3722507953643799"
"8100","0.3496323525905609","0.3496323525905609","0.3496323525905609"
"8200","0.36463597416877747","0.36463597416877747","0.36463597416877747"
"8300","0.3810977339744568","0.3810977339744568","0.3810977339744568"
"8400","0.35231542587280273","0.35231542587280273","0.35231542587280273"
"8500","0.37706831097602844","0.37706831097602844","0.37706831097602844"
"8600","0.385877400636673","0.385877400636673","0.385877400636673"
"8700","0.3786531984806061","0.3786531984806061","0.3786531984806061"
"8800","0.35392436385154724","0.35392436385154724","0.35392436385154724"
"8900","0.36504167318344116","0.36504167318344116","0.36504167318344116"
"9000","0.3920292258262634","0.3920292258262634","0.3920292258262634"
"9100","0.40571948885917664","0.40571948885917664","0.40571948885917664"
"9200","0.378077894449234","0.378077894449234","0.378077894449234"
"9300","0.373045951128006","0.373045951128006","0.373045951128006"
"9400","0.3760920763015747","0.3760920763015747","0.3760920763015747"
"9500","0.3872252106666565","0.3872252106666565","0.3872252106666565"
"9600","0.3632783889770508","0.3632783889770508","0.3632783889770508"
"9700","0.33136770129203796","0.33136770129203796","0.33136770129203796"
"9800","0.359785258769989","0.359785258769989","0.359785258769989"
"9900","0.3901572823524475","0.3901572823524475","0.3901572823524475"
"10000","0.3851185441017151","0.3851185441017151","0.3851185441017151"
"10100","0.3835694193840027","0.3835694193840027","0.3835694193840027"
"10200","0.3814871311187744","0.3814871311187744","0.3814871311187744"
"10300","0.3651875853538513","0.3651875853538513","0.3651875853538513"
"10400","0.39315634965896606","0.39315634965896606","0.39315634965896606"
