"Step","env: MINECART - ep_info/Fuel","env: MINECART - ep_info/Fuel__MIN","env: MINECART - ep_info/Fuel__MAX"
"3900","-4.799999926239252","-4.799999926239252","-4.799999926239252"
"3961","-5.299999929964542","-5.299999929964542","-5.299999929964542"
"4005","-24.75999966263771","-24.75999966263771","-24.75999966263771"
"4044","-3.1199999637901783","-3.1199999637901783","-3.1199999637901783"
"4111","-16.279999777674675","-16.279999777674675","-16.279999777674675"
"4198","-9.779999870806932","-9.779999870806932","-9.779999870806932"
"4302","-7.579999897629023","-7.579999897629023","-7.579999897629023"
"4333","-19.419999737292528","-19.419999737292528","-19.419999737292528"
"4377","-9.439999863505363","-9.439999863505363","-9.439999863505363"
"4466","-9.95999987050891","-9.95999987050891","-9.95999987050891"
"4500","-10.399999849498272","-10.399999849498272","-10.399999849498272"
"4568","-5.479999929666519","-5.479999929666519","-5.479999929666519"
"4580","-7.059999898076057","-7.059999898076057","-7.059999898076057"
"4615","-19.559999711811543","-19.559999711811543","-19.559999711811543"
"4616","-2.959999952465296","-2.959999952465296","-2.959999952465296"
"4617","-9.41999988630414","-9.41999988630414","-9.41999988630414"
"4618","-3.9999999441206455","-3.9999999441206455","-3.9999999441206455"
"4653","-3.1399999521672726","-3.1399999521672726","-3.1399999521672726"
"4694","-5.1799999214708805","-5.1799999214708805","-5.1799999214708805"
"4726","-5.979999899864197","-5.979999899864197","-5.979999899864197"
"4763","-3.0799999497830868","-3.0799999497830868","-3.0799999497830868"
"4782","-5.599999915808439","-5.599999915808439","-5.599999915808439"
"4802","-4.719999935477972","-4.719999935477972","-4.719999935477972"
"4803","-13.859999813139439","-13.859999813139439","-13.859999813139439"
"4837","-2.3599999584257603","-2.3599999584257603","-2.3599999584257603"
"4869","-14.259999796748161","-14.259999796748161","-14.259999796748161"
"4909","-10.019999857991934","-10.019999857991934","-10.019999857991934"
"4961","-3.659999944269657","-3.659999944269657","-3.659999944269657"
"4969","-4.999999932944775","-4.999999932944775","-4.999999932944775"
"4993","-5.739999908953905","-5.739999908953905","-5.739999908953905"
"5075","-13.779999814927578","-13.779999814927578","-13.779999814927578"
"5131","-11.639999851584435","-11.639999851584435","-11.639999851584435"
"5186","-13.97999981045723","-13.97999981045723","-13.97999981045723"
"5253","-17.179999738931656","-17.179999738931656","-17.179999738931656"
"5325","-24.159999676048756","-24.159999676048756","-24.159999676048756"
"5339","-35.03999950736761","-35.03999950736761","-35.03999950736761"
"5380","-4.739999942481518","-4.739999942481518","-4.739999942481518"
"5388","-23.919999659061432","-23.919999659061432","-23.919999659061432"
"5516","-23.43999967351556","-23.43999967351556","-23.43999967351556"
"5560","-13.39999981597066","-13.39999981597066","-13.39999981597066"
"5671","-23.419999688863754","-23.419999688863754","-23.419999688863754"
"5686","-14.319999814033508","-14.319999814033508","-14.319999814033508"
"5700","-14.75999978929758","-14.75999978929758","-14.75999978929758"
"5956","-15.25999978929758","-15.25999978929758","-15.25999978929758"
"6104","-17.479999750852585","-17.479999750852585","-17.479999750852585"
"6228","-58.39999917522073","-58.39999917522073","-58.39999917522073"
"6290","-3.43999994546175","-3.43999994546175","-3.43999994546175"
"6298","-23.499999660998583","-23.499999660998583","-23.499999660998583"
"6318","-15.439999785274267","-15.439999785274267","-15.439999785274267"
"6328","-15.779999770224094","-15.779999770224094","-15.779999770224094"
"6371","-4.919999927282333","-4.919999927282333","-4.919999927282333"
"6403","-55.57999921962619","-55.57999921962619","-55.57999921962619"
"6498","-13.619999807327986","-13.619999807327986","-13.619999807327986"
"6538","-8.539999883621931","-8.539999883621931","-8.539999883621931"
"6700","-6.339999902993441","-6.339999902993441","-6.339999902993441"
"6760","-13.039999805390835","-13.039999805390835","-13.039999805390835"
"6781","-26.639999642968178","-26.639999642968178","-26.639999642968178"
"7006","-5.799999915063381","-5.799999915063381","-5.799999915063381"
"7070","-5.879999928176403","-5.879999928176403","-5.879999928176403"
"7091","-12.85999983176589","-12.85999983176589","-12.85999983176589"
"7094","-5.6599999368190765","-5.6599999368190765","-5.6599999368190765"
"7099","-1.9999999701976776","-1.9999999701976776","-1.9999999701976776"
"7103","-4.8199999406933784","-4.8199999406933784","-4.8199999406933784"
"7114","-19.479999728500843","-19.479999728500843","-19.479999728500843"
"7137","-5.079999934881926","-5.079999934881926","-5.079999934881926"
"7147","-5.119999919086695","-5.119999919086695","-5.119999919086695"
"7276","-11.35999983176589","-11.35999983176589","-11.35999983176589"
"7383","-7.1599998995661736","-7.1599998995661736","-7.1599998995661736"
"7476","-6.959999918937683","-6.959999918937683","-6.959999918937683"
"7562","-1.3399999774992466","-1.3399999774992466","-1.3399999774992466"
"7567","-23.759999681264162","-23.759999681264162","-23.759999681264162"
"7640","-5.499999925494194","-5.499999925494194","-5.499999925494194"
"7671","-1.4599999785423279","-1.4599999785423279","-1.4599999785423279"
"7691","-5.619999926537275","-5.619999926537275","-5.619999926537275"
"7702","-6.959999915212393","-6.959999915212393","-6.959999915212393"
"7711","-4.0799999460577965","-4.0799999460577965","-4.0799999460577965"
"7749","-12.139999851584435","-12.139999851584435","-12.139999851584435"
"7949","-8.519999872893095","-8.519999872893095","-8.519999872893095"
"7968","-16.039999786764383","-16.039999786764383","-16.039999786764383"
"8048","-22.73999970406294","-22.73999970406294","-22.73999970406294"
"8050","-2.5999999567866325","-2.5999999567866325","-2.5999999567866325"
"8116","-14.879999808967113","-14.879999808967113","-14.879999808967113"
"8151","-5.1799999214708805","-5.1799999214708805","-5.1799999214708805"
"8157","-5.0999999307096004","-5.0999999307096004","-5.0999999307096004"
"8247","-3.819999948143959","-3.819999948143959","-3.819999948143959"
"8249","-7.5599998869001865","-7.5599998869001865","-7.5599998869001865"
"8320","-2.219999961555004","-2.219999961555004","-2.219999961555004"
"8343","-1.4599999785423279","-1.4599999785423279","-1.4599999785423279"
"8359","-1.3999999724328518","-1.3999999724328518","-1.3999999724328518"
"8421","-15.459999777376652","-15.459999777376652","-15.459999777376652"
"8473","-1.5999999828636646","-1.5999999828636646","-1.5999999828636646"
"8559","-4.079999949783087","-4.079999949783087","-4.079999949783087"
"8563","-0.9999999813735485","-0.9999999813735485","-0.9999999813735485"
"8569","-5.779999922960997","-5.779999922960997","-5.779999922960997"
"8662","-4.719999939203262","-4.719999939203262","-4.719999939203262"
"8693","-8.279999874532223","-8.279999874532223","-8.279999874532223"
"8743","-2.6399999633431435","-2.6399999633431435","-2.6399999633431435"
"8766","-1.2999999821186066","-1.2999999821186066","-1.2999999821186066"
"8806","-3.6799999587237835","-3.6799999587237835","-3.6799999587237835"
"8837","-1.619999971240759","-1.619999971240759","-1.619999971240759"
"8842","-5.3399999141693115","-5.3399999141693115","-5.3399999141693115"
"8854","-12.599999833852053","-12.599999833852053","-12.599999833852053"
"8856","-3.379999950528145","-3.379999950528145","-3.379999950528145"
"8858","-12.279999818652868","-12.279999818652868","-12.279999818652868"
"8864","-6.779999900609255","-6.779999900609255","-6.779999900609255"
"8905","-3.359999943524599","-3.359999943524599","-3.359999943524599"
"8938","-4.079999942332506","-4.079999942332506","-4.079999942332506"
"8996","-2.1199999675154686","-2.1199999675154686","-2.1199999675154686"
"9007","-1.959999967366457","-1.959999967366457","-1.959999967366457"
"9091","-5.479999914765358","-5.479999914765358","-5.479999914765358"
"9147","-6.9599999114871025","-6.9599999114871025","-6.9599999114871025"
"9155","-3.379999950528145","-3.379999950528145","-3.379999950528145"
"9176","-12.999999802559614","-12.999999802559614","-12.999999802559614"
"9202","-7.839999884366989","-7.839999884366989","-7.839999884366989"
"9206","-2.3199999667704105","-2.3199999667704105","-2.3199999667704105"
"9413","-7.659999892115593","-7.659999892115593","-7.659999892115593"
"9417","-23.77999971061945","-23.77999971061945","-23.77999971061945"
"9456","-14.459999799728394","-14.459999799728394","-14.459999799728394"
"9468","-6.5799999088048935","-6.5799999088048935","-6.5799999088048935"
"9470","-5.179999928921461","-5.179999928921461","-5.179999928921461"
"9472","-14.259999800473452","-14.259999800473452","-14.259999800473452"
"9514","-5.05999993160367","-5.05999993160367","-5.05999993160367"
"9599","-7.0599998869001865","-7.0599998869001865","-7.0599998869001865"
"9600","-3.2999999448657036","-3.2999999448657036","-3.2999999448657036"
"9673","-12.159999839961529","-12.159999839961529","-12.159999839961529"
"9716","-9.099999878555536","-9.099999878555536","-9.099999878555536"
"9756","-16.519999753683805","-16.519999753683805","-16.519999753683805"
"9817","-4.719999942928553","-4.719999942928553","-4.719999942928553"
"9905","-9.53999987244606","-9.53999987244606","-9.53999987244606"
"9935","-6.959999896585941","-6.959999896585941","-6.959999896585941"
"9971","-4.059999920427799","-4.059999920427799","-4.059999920427799"
"9972","-5.039999924600124","-5.039999924600124","-5.039999924600124"
"9975","-8.019999891519547","-8.019999891519547","-8.019999891519547"
"10000","-1.899999976158142","-1.899999976158142","-1.899999976158142"
"10136","-18.099999744445086","-18.099999744445086","-18.099999744445086"
"10199","-35.79999952763319","-35.79999952763319","-35.79999952763319"
"10204","-14.47999980673194","-14.47999980673194","-14.47999980673194"
"10259","-8.37999988347292","-8.37999988347292","-8.37999988347292"
"10319","-18.03999974578619","-18.03999974578619","-18.03999974578619"
"10322","-21.959999684244394","-21.959999684244394","-21.959999684244394"
"10359","-6.9999999068677425","-6.9999999068677425","-6.9999999068677425"
"10492","-18.359999746084213","-18.359999746084213","-18.359999746084213"
"10515","-5.259999930858612","-5.259999930858612","-5.259999930858612"
"10704","-3.219999957829714","-3.219999957829714","-3.219999957829714"
"10804","-5.459999941289425","-5.459999941289425","-5.459999941289425"
"10903","-14.499999795109034","-14.499999795109034","-14.499999795109034"
"10954","-16.79999976605177","-16.79999976605177","-16.79999976605177"
"10998","-35.45999951288104","-35.45999951288104","-35.45999951288104"
"11029","-5.59999992325902","-5.59999992325902","-5.59999992325902"
"11031","-4.139999933540821","-4.139999933540821","-4.139999933540821"
"11059","-6.5999999195337296","-6.5999999195337296","-6.5999999195337296"
"11092","-6.13999991491437","-6.13999991491437","-6.13999991491437"
"11133","-37.85999945551157","-37.85999945551157","-37.85999945551157"
"11165","-3.5799999460577965","-3.5799999460577965","-3.5799999460577965"
"11169","-3.739999946206808","-3.739999946206808","-3.739999946206808"
"11252","-14.259999811649323","-14.259999811649323","-14.259999811649323"
"11290","-2.6199999563395977","-2.6199999563395977","-2.6199999563395977"
"11369","-11.339999828487635","-11.339999828487635","-11.339999828487635"
"11414","-2.9399999529123306","-2.9399999529123306","-2.9399999529123306"
"11612","-34.45999953895807","-34.45999953895807","-34.45999953895807"
"11698","-15.539999783039093","-15.539999783039093","-15.539999783039093"
"11802","-9.519999876618385","-9.519999876618385","-9.519999876618385"
"11980","-11.11999985203147","-11.11999985203147","-11.11999985203147"
"11993","-11.019999839365482","-11.019999839365482","-11.019999839365482"
"11997","-55.51999919861555","-55.51999919861555","-55.51999919861555"
"12028","-3.7599999457597733","-3.7599999457597733","-3.7599999457597733"
"12031","-2.5599999614059925","-2.5599999614059925","-2.5599999614059925"
"12119","-11.379999823868275","-11.379999823868275","-11.379999823868275"
"12130","-3.959999945014715","-3.959999945014715","-3.959999945014715"
"12139","-26.459999594837427","-26.459999594837427","-26.459999594837427"
"12189","-15.539999786764383","-15.539999786764383","-15.539999786764383"
"12358","-4.339999932795763","-4.339999932795763","-4.339999932795763"
"12466","-6.13999991491437","-6.13999991491437","-6.13999991491437"
"12483","-16.95999976992607","-16.95999976992607","-16.95999976992607"
"12526","-2.759999956935644","-2.759999956935644","-2.759999956935644"
"12701","-28.23999961093068","-28.23999961093068","-28.23999961093068"
"12772","-3.6199999414384365","-3.6199999414384365","-3.6199999414384365"
"12972","-2.9599999487400055","-2.9599999487400055","-2.9599999487400055"
"13032","-10.919999811798334","-10.919999811798334","-10.919999811798334"
"13035","-2.7999999560415745","-2.7999999560415745","-2.7999999560415745"
"13062","-9.999999850988388","-9.999999850988388","-9.999999850988388"
"13145","-4.51999993622303","-4.51999993622303","-4.51999993622303"
"13154","-8.519999872893095","-8.519999872893095","-8.519999872893095"
"13179","-3.919999945908785","-3.919999945908785","-3.919999945908785"
"13191","-7.019999884068966","-7.019999884068966","-7.019999884068966"
"13238","-13.499999813735485","-13.499999813735485","-13.499999813735485"
"13240","-4.719999928027391","-4.719999928027391","-4.719999928027391"
"13242","-4.539999932050705","-4.539999932050705","-4.539999932050705"
"13259","-3.5599999502301216","-3.5599999502301216","-3.5599999502301216"
"13318","-35.73999951034784","-35.73999951034784","-35.73999951034784"
"13345","-2.839999955147505","-2.839999955147505","-2.839999955147505"
"13364","-5.299999922513962","-5.299999922513962","-5.299999922513962"
"13410","-9.999999858438969","-9.999999858438969","-9.999999858438969"
"13467","-3.6399999484419823","-3.6399999484419823","-3.6399999484419823"
"13476","-2.9999999552965164","-2.9999999552965164","-2.9999999552965164"
"13563","-8.099999882280827","-8.099999882280827","-8.099999882280827"
"13565","-14.039999771863222","-14.039999771863222","-14.039999771863222"
"13581","-5.299999915063381","-5.299999915063381","-5.299999915063381"
"13592","-1.0799999870359898","-1.0799999870359898","-1.0799999870359898"
"13680","-5.779999926686287","-5.779999926686287","-5.779999926686287"
"13701","-14.71999978646636","-14.71999978646636","-14.71999978646636"
"13728","-4.499999932944775","-4.499999932944775","-4.499999932944775"
"13756","-3.219999946653843","-3.219999946653843","-3.219999946653843"
"13762","-18.31999971717596","-18.31999971717596","-18.31999971717596"
"13851","-38.31999945268035","-38.31999945268035","-38.31999945268035"
"13890","-2.1799999698996544","-2.1799999698996544","-2.1799999698996544"
"14003","-2.7399999536573887","-2.7399999536573887","-2.7399999536573887"
"14012","-16.25999976322055","-16.25999976322055","-16.25999976322055"
"14017","-7.2799998968839645","-7.2799998968839645","-7.2799998968839645"
"14045","-1.6599999740719795","-1.6599999740719795","-1.6599999740719795"
"14061","-2.2399999611079693","-2.2399999611079693","-2.2399999611079693"
"14069","-1.9399999789893627","-1.9399999789893627","-1.9399999789893627"
"14070","-3.039999958127737","-3.039999958127737","-3.039999958127737"
"14085","-3.1199999526143074","-3.1199999526143074","-3.1199999526143074"
"14087","-3.9399999529123306","-3.9399999529123306","-3.9399999529123306"
"14118","-3.89999995008111","-3.89999995008111","-3.89999995008111"
"14124","-3.2999999597668648","-3.2999999597668648","-3.2999999597668648"
"14184","-2.5599999614059925","-2.5599999614059925","-2.5599999614059925"
"14194","-3.5599999502301216","-3.5599999502301216","-3.5599999502301216"
"14197","-5.739999905228615","-5.739999905228615","-5.739999905228615"
"14210","-2.4199999682605267","-2.4199999682605267","-2.4199999682605267"
"14212","-3.619999948889017","-3.619999948889017","-3.619999948889017"
"14224","-6.179999895393848","-6.179999895393848","-6.179999895393848"
"14271","-2.439999956637621","-2.439999956637621","-2.439999956637621"
"14275","-1.5399999730288982","-1.5399999730288982","-1.5399999730288982"
"14282","-4.059999946504831","-4.059999946504831","-4.059999946504831"
"14287","-5.159999925643206","-5.159999925643206","-5.159999925643206"
"14289","-5.139999933540821","-5.139999933540821","-5.139999933540821"
"14291","-4.119999933987856","-4.119999933987856","-4.119999933987856"
"14308","-1.7399999760091305","-1.7399999760091305","-1.7399999760091305"
"14333","-5.579999916255474","-5.579999916255474","-5.579999916255474"
"14351","-3.8799999468028545","-3.8799999468028545","-3.8799999468028545"
"14376","-2.8199999555945396","-2.8199999555945396","-2.8199999555945396"
"14383","-2.519999958574772","-2.519999958574772","-2.519999958574772"
"14413","-1.9399999678134918","-1.9399999678134918","-1.9399999678134918"
"14441","-2.9799999482929707","-2.9799999482929707","-2.9799999482929707"
"14448","-4.699999935925007","-4.699999935925007","-4.699999935925007"
"14452","-4.519999925047159","-4.519999925047159","-4.519999925047159"
"14454","-5.179999936372042","-5.179999936372042","-5.179999936372042"
"14455","-3.9399999417364597","-3.9399999417364597","-3.9399999417364597"
"14479","-1.3999999798834324","-1.3999999798834324","-1.3999999798834324"
"14481","-3.1599999479949474","-3.1599999479949474","-3.1599999479949474"
"14510","-2.959999956190586","-2.959999956190586","-2.959999956190586"
"14527","-2.839999955147505","-2.839999955147505","-2.839999955147505"
"14532","-2.9599999599158764","-2.9599999599158764","-2.9599999599158764"
"14592","-2.5399999544024467","-2.5399999544024467","-2.5399999544024467"
"14612","-0.5399999879300594","-0.5399999879300594","-0.5399999879300594"
"14655","-4.299999929964542","-4.299999929964542","-4.299999929964542"
"14727","-2.27999996393919","-2.27999996393919","-2.27999996393919"
"14729","-2.3199999518692493","-2.3199999518692493","-2.3199999518692493"
"14730","-3.619999933987856","-3.619999933987856","-3.619999933987856"
"14731","-3.9199999533593655","-3.9199999533593655","-3.9199999533593655"
"14749","-2.599999960511923","-2.599999960511923","-2.599999960511923"
"14769","-1.6999999806284904","-1.6999999806284904","-1.6999999806284904"
"14770","-1.9199999682605267","-1.9199999682605267","-1.9199999682605267"
"14792","-3.7199999541044235","-3.7199999541044235","-3.7199999541044235"
"14816","-3.239999946206808","-3.239999946206808","-3.239999946206808"
"14820","-5.579999919980764","-5.579999919980764","-5.579999919980764"
"14849","-3.9399999380111694","-3.9399999380111694","-3.9399999380111694"
"14859","-4.179999928921461","-4.179999928921461","-4.179999928921461"
"14863","-16.87999977916479","-16.87999977916479","-16.87999977916479"
"14929","-6.939999893307686","-6.939999893307686","-6.939999893307686"
"14930","-3.4399999529123306","-3.4399999529123306","-3.4399999529123306"
"14931","-5.199999924749136","-5.199999924749136","-5.199999924749136"
"14933","-7.739999897778034","-7.739999897778034","-7.739999897778034"
"14946","-4.51999993622303","-4.51999993622303","-4.51999993622303"
"14983","-2.8399999663233757","-2.8399999663233757","-2.8399999663233757"
"14984","-2.8799999617040157","-2.8799999617040157","-2.8799999617040157"
"15013","-3.9799999333918095","-3.9799999333918095","-3.9799999333918095"
"15014","-4.239999935030937","-4.239999935030937","-4.239999935030937"
"15081","-5.579999916255474","-5.579999916255474","-5.579999916255474"
"15096","-9.459999851882458","-9.459999851882458","-9.459999851882458"
"15261","-16.139999758452177","-16.139999758452177","-16.139999758452177"
"15304","-6.7799998968839645","-6.7799998968839645","-6.7799998968839645"
"15328","-29.01999954879284","-29.01999954879284","-29.01999954879284"
"15340","-3.3799999430775642","-3.3799999430775642","-3.3799999430775642"
"15424","-25.539999596774578","-25.539999596774578","-25.539999596774578"
"15451","-5.119999907910824","-5.119999907910824","-5.119999907910824"
"15452","-8.03999987617135","-8.03999987617135","-8.03999987617135"
"15455","-8.119999878108501","-8.119999878108501","-8.119999878108501"
"15523","-9.379999857395887","-9.379999857395887","-9.379999857395887"
"15545","-16.099999751895666","-16.099999751895666","-16.099999751895666"
"15573","-9.139999859035015","-9.139999859035015","-9.139999859035015"
"15576","-7.419999893754721","-7.419999893754721","-7.419999893754721"
"15619","-5.519999910145998","-5.519999910145998","-5.519999910145998"
"15654","-7.779999904334545","-7.779999904334545","-7.779999904334545"
"15678","-17.999999716877937","-17.999999716877937","-17.999999716877937"
"15822","-5.919999897480011","-5.919999897480011","-5.919999897480011"
"15848","-17.79999976232648","-17.79999976232648","-17.79999976232648"
"15868","-10.339999847114086","-10.339999847114086","-10.339999847114086"
"15911","-17.879999738186598","-17.879999738186598","-17.879999738186598"
"16010","-1.4199999794363976","-1.4199999794363976","-1.4199999794363976"
"16026","-8.999999843537807","-8.999999843537807","-8.999999843537807"
"16033","-0.8999999836087227","-0.8999999836087227","-0.8999999836087227"
"16069","-1.919999971985817","-1.919999971985817","-1.919999971985817"
"16119","-4.3599999360740185","-4.3599999360740185","-4.3599999360740185"
"16136","-8.439999859780073","-8.439999859780073","-8.439999859780073"
"16166","-4.439999930560589","-4.439999930560589","-4.439999930560589"
"16240","-4.479999929666519","-4.479999929666519","-4.479999929666519"
"16253","-6.039999902248383","-6.039999902248383","-6.039999902248383"
"16280","-2.499999962747097","-2.499999962747097","-2.499999962747097"
"16320","-8.559999871999025","-8.559999871999025","-8.559999871999025"
"16359","-11.659999828785658","-11.659999828785658","-11.659999828785658"
"16365","-12.179999802261591","-12.179999802261591","-12.179999802261591"
"16367","-5.799999915063381","-5.799999915063381","-5.799999915063381"
"16445","-6.399999905377626","-6.399999905377626","-6.399999905377626"
"16484","-4.999999932944775","-4.999999932944775","-4.999999932944775"
"16490","-7.7399999015033245","-7.7399999015033245","-7.7399999015033245"
"16526","-2.2799999602138996","-2.2799999602138996","-2.2799999602138996"
"16528","-9.839999850839376","-9.839999850839376","-9.839999850839376"
"16588","-3.2199999429285526","-3.2199999429285526","-3.2199999429285526"
"16643","-9.059999890625477","-9.059999890625477","-9.059999890625477"
"16656","-1.2599999830126762","-1.2599999830126762","-1.2599999830126762"
"16806","-14.63999978452921","-14.63999978452921","-14.63999978452921"
"16837","-2.439999967813492","-2.439999967813492","-2.439999967813492"
"16838","-6.579999919980764","-6.579999919980764","-6.579999919980764"
"16944","-3.0199999511241913","-3.0199999511241913","-3.0199999511241913"
"16983","-2.27999996766448","-2.27999996766448","-2.27999996766448"
"17004","-20.719999700784683","-20.719999700784683","-20.719999700784683"
"17018","-4.959999918937683","-4.959999918937683","-4.959999918937683"
"17040","-2.8599999472498894","-2.8599999472498894","-2.8599999472498894"
"17062","-2.77999996393919","-2.77999996393919","-2.77999996393919"
"17091","-1.7799999751150608","-1.7799999751150608","-1.7799999751150608"
"17111","-5.539999920874834","-5.539999920874834","-5.539999920874834"
"17119","-29.67999954149127","-29.67999954149127","-29.67999954149127"
"17192","-19.11999971419573","-19.11999971419573","-19.11999971419573"
"17235","-19.2399997189641","-19.2399997189641","-19.2399997189641"
"17255","-18.419999718666077","-18.419999718666077","-18.419999718666077"
"17323","-13.559999786317348","-13.559999786317348","-13.559999786317348"
"17341","-17.639999717473984","-17.639999717473984","-17.639999717473984"
"17342","-6.759999897330999","-6.759999897330999","-6.759999897330999"
"17352","-1.5599999725818634","-1.5599999725818634","-1.5599999725818634"
