"Step","Minecart-Baseline_1726019116 - ep_info/Second_minerium","Minecart-Baseline_1726019116 - ep_info/Second_minerium__MIN","Minecart-Baseline_1726019116 - ep_info/Second_minerium__MAX"
"5237","1.4351648092269897","1.4351648092269897","1.4351648092269897"
"5247","0","0","0"
"5340","0","0","0"
"5421","0.1728285253047943","0.1728285253047943","0.1728285253047943"
"5511","0","0","0"
"5527","0","0","0"
"5532","0.04510756954550743","0.04510756954550743","0.04510756954550743"
"5566","0","0","0"
"5689","0","0","0"
"5712","0","0","0"
"5754","0","0","0"
"6107","0","0","0"
"6261","0.6730338335037231","0.6730338335037231","0.6730338335037231"
"6470","0","0","0"
"6635","0","0","0"
"6713","0.03293673321604729","0.03293673321604729","0.03293673321604729"
"6742","0.7088930010795593","0.7088930010795593","0.7088930010795593"
"6988","0.06150823459029198","0.06150823459029198","0.06150823459029198"
"7012","0","0","0"
"7145","0","0","0"
"7186","0","0","0"
"7246","0.35167956352233887","0.35167956352233887","0.35167956352233887"
"7310","0.9855565428733826","0.9855565428733826","0.9855565428733826"
"7374","0.6861521005630493","0.6861521005630493","0.6861521005630493"
"7454","0","0","0"
"7737","0","0","0"
"7829","0","0","0"
"7886","0.9016997218132019","0.9016997218132019","0.9016997218132019"
"7913","0","0","0"
"7940","0","0","0"
"7943","0","0","0"
"7949","0","0","0"
"7993","0","0","0"
"8411","0.6516746282577515","0.6516746282577515","0.6516746282577515"
"8429","0.6118321418762207","0.6118321418762207","0.6118321418762207"
"8561","0","0","0"
"8748","1.3096966743469238","1.3096966743469238","1.3096966743469238"
"8795","0.11447853595018387","0.11447853595018387","0.11447853595018387"
"9044","0.6721590757369995","0.6721590757369995","0.6721590757369995"
"9190","0.8562750816345215","0.8562750816345215","0.8562750816345215"
"9236","0.22454296052455902","0.22454296052455902","0.22454296052455902"
"9367","0.7247710227966309","0.7247710227966309","0.7247710227966309"
"9372","0","0","0"
"9445","0.36100125312805176","0.36100125312805176","0.36100125312805176"
"9488","1.0380382537841797","1.0380382537841797","1.0380382537841797"
"9499","0","0","0"
"9533","0","0","0"
"9648","0","0","0"
"9718","0","0","0"
"9744","0","0","0"
"9914","1.44492769241333","1.44492769241333","1.44492769241333"
"10269","0.8463895916938782","0.8463895916938782","0.8463895916938782"
"10280","0.6390331983566284","0.6390331983566284","0.6390331983566284"
"10328","0.7785976529121399","0.7785976529121399","0.7785976529121399"
"10847","0","0","0"
"10853","0.7958669066429138","0.7958669066429138","0.7958669066429138"
"10907","0.9133962988853455","0.9133962988853455","0.9133962988853455"
"11009","0.07472055405378342","0.07472055405378342","0.07472055405378342"
"11020","0.509208083152771","0.509208083152771","0.509208083152771"
"11026","0.6091905236244202","0.6091905236244202","0.6091905236244202"
"11216","0.9418923258781433","0.9418923258781433","0.9418923258781433"
"11402","0","0","0"
"11414","0.16412927210330963","0.16412927210330963","0.16412927210330963"
"11516","0.736199140548706","0.736199140548706","0.736199140548706"
"11525","0","0","0"
"11533","0.70974200963974","0.70974200963974","0.70974200963974"
"11627","0","0","0"
"11927","0.5656850934028625","0.5656850934028625","0.5656850934028625"
"11973","0.9219755530357361","0.9219755530357361","0.9219755530357361"
"11981","0.6480718851089478","0.6480718851089478","0.6480718851089478"
"12072","0.6915699243545532","0.6915699243545532","0.6915699243545532"
"12078","0.6325428485870361","0.6325428485870361","0.6325428485870361"
"12176","0.7452934980392456","0.7452934980392456","0.7452934980392456"
"12254","0.624671220779419","0.624671220779419","0.624671220779419"
"12268","0.9347416758537292","0.9347416758537292","0.9347416758537292"
"12291","0","0","0"
"12379","0","0","0"
"12450","0.5317940711975098","0.5317940711975098","0.5317940711975098"
"12464","0.60785311460495","0.60785311460495","0.60785311460495"
"12480","0.8285382390022278","0.8285382390022278","0.8285382390022278"
"12541","0.446535587310791","0.446535587310791","0.446535587310791"
"12607","0.8654106259346008","0.8654106259346008","0.8654106259346008"
"12689","0.7831510305404663","0.7831510305404663","0.7831510305404663"
"12698","0.509208083152771","0.509208083152771","0.509208083152771"
"12870","1.3899537324905396","1.3899537324905396","1.3899537324905396"
"12917","0.6108409762382507","0.6108409762382507","0.6108409762382507"
"12918","0","0","0"
"12919","0.6009551882743835","0.6009551882743835","0.6009551882743835"
"13005","0.7592859864234924","0.7592859864234924","0.7592859864234924"
"13081","0.22613660991191864","0.22613660991191864","0.22613660991191864"
"13251","0","0","0"
"13252","0.44376394152641296","0.44376394152641296","0.44376394152641296"
"13275","0.6861555576324463","0.6861555576324463","0.6861555576324463"
"13316","0.884782075881958","0.884782075881958","0.884782075881958"
"13506","0.5845508575439453","0.5845508575439453","0.5845508575439453"
"13512","0.23388485610485077","0.23388485610485077","0.23388485610485077"
"13572","0.47045058012008667","0.47045058012008667","0.47045058012008667"
"13577","0.522345781326294","0.522345781326294","0.522345781326294"
"13634","0.7762752771377563","0.7762752771377563","0.7762752771377563"
"13651","0.7459263801574707","0.7459263801574707","0.7459263801574707"
"13680","0.33556637167930603","0.33556637167930603","0.33556637167930603"
"13704","0.8989158868789673","0.8989158868789673","0.8989158868789673"
"13709","0.5062996745109558","0.5062996745109558","0.5062996745109558"
"13734","0.06495269387960434","0.06495269387960434","0.06495269387960434"
"13748","0.8479212522506714","0.8479212522506714","0.8479212522506714"
"13750","0.6824023723602295","0.6824023723602295","0.6824023723602295"
"13771","0.8802953958511353","0.8802953958511353","0.8802953958511353"
"13810","0.7576213479042053","0.7576213479042053","0.7576213479042053"
"13826","0.8995219469070435","0.8995219469070435","0.8995219469070435"
"13835","0.842505156993866","0.842505156993866","0.842505156993866"
"13888","0.7432513236999512","0.7432513236999512","0.7432513236999512"
"13929","0.14129608869552612","0.14129608869552612","0.14129608869552612"
"14030","0.691738486289978","0.691738486289978","0.691738486289978"
"14217","0.6424410343170166","0.6424410343170166","0.6424410343170166"
"14224","1.0241299867630005","1.0241299867630005","1.0241299867630005"
"14277","0","0","0"
"14302","0.5399325489997864","0.5399325489997864","0.5399325489997864"
"14349","0.3528107702732086","0.3528107702732086","0.3528107702732086"
"14418","0.7577909827232361","0.7577909827232361","0.7577909827232361"
"14422","0.842505156993866","0.842505156993866","0.842505156993866"
"14464","0.49877145886421204","0.49877145886421204","0.49877145886421204"
"14651","0.8645670413970947","0.8645670413970947","0.8645670413970947"
"14685","0.756180465221405","0.756180465221405","0.756180465221405"
"14780","0.8778348565101624","0.8778348565101624","0.8778348565101624"
"14834","0.5658467411994934","0.5658467411994934","0.5658467411994934"
"14839","0.7168194055557251","0.7168194055557251","0.7168194055557251"
"14851","0.8619559407234192","0.8619559407234192","0.8619559407234192"
"14864","0.9601337909698486","0.9601337909698486","0.9601337909698486"
"14872","0.29816147685050964","0.29816147685050964","0.29816147685050964"
"14873","0.6330404877662659","0.6330404877662659","0.6330404877662659"
"14879","0.3775232434272766","0.3775232434272766","0.3775232434272766"
"14900","0.12219797819852829","0.12219797819852829","0.12219797819852829"
"14949","0.8306154012680054","0.8306154012680054","0.8306154012680054"
"14985","0.7450669407844543","0.7450669407844543","0.7450669407844543"
"15018","0.7333362698554993","0.7333362698554993","0.7333362698554993"
"15117","1.1815193891525269","1.1815193891525269","1.1815193891525269"
"15164","1.4577373266220093","1.4577373266220093","1.4577373266220093"
"15259","0.06004093959927559","0.06004093959927559","0.06004093959927559"
"15267","0.7018860578536987","0.7018860578536987","0.7018860578536987"
"15341","0.1770298182964325","0.1770298182964325","0.1770298182964325"
"15350","0.5003955364227295","0.5003955364227295","0.5003955364227295"
"15398","0.6515524387359619","0.6515524387359619","0.6515524387359619"
"15399","0.6880216002464294","0.6880216002464294","0.6880216002464294"
"15405","0.7589668035507202","0.7589668035507202","0.7589668035507202"
"15407","0.70974200963974","0.70974200963974","0.70974200963974"
"15417","0.564497709274292","0.564497709274292","0.564497709274292"
"15459","0.7062668800354004","0.7062668800354004","0.7062668800354004"
"15464","0.6299052238464355","0.6299052238464355","0.6299052238464355"
"15525","0.8401921987533569","0.8401921987533569","0.8401921987533569"
"15556","0.8479212522506714","0.8479212522506714","0.8479212522506714"
"15666","0.7441866993904114","0.7441866993904114","0.7441866993904114"
"15681","0.8082137107849121","0.8082137107849121","0.8082137107849121"
"15682","0.7773883938789368","0.7773883938789368","0.7773883938789368"
"15705","0.7535585761070251","0.7535585761070251","0.7535585761070251"
"15724","0.7094815969467163","0.7094815969467163","0.7094815969467163"
"15739","0.22613660991191864","0.22613660991191864","0.22613660991191864"
"15847","0.6424410343170166","0.6424410343170166","0.6424410343170166"
"15897","0.5534927248954773","0.5534927248954773","0.5534927248954773"
"15915","0.7720655798912048","0.7720655798912048","0.7720655798912048"
"15969","0.7350736856460571","0.7350736856460571","0.7350736856460571"
"15970","0.5966717600822449","0.5966717600822449","0.5966717600822449"
"15977","0.5658467411994934","0.5658467411994934","0.5658467411994934"
"16024","0.8472337126731873","0.8472337126731873","0.8472337126731873"
"16054","0.8118607997894287","0.8118607997894287","0.8118607997894287"
"16083","0.6257323622703552","0.6257323622703552","0.6257323622703552"
"16100","0.7333362698554993","0.7333362698554993","0.7333362698554993"
"16133","0.3391270041465759","0.3391270041465759","0.3391270041465759"
"16151","0","0","0"
"16171","0.7202487587928772","0.7202487587928772","0.7202487587928772"
"16192","0.5966717600822449","0.5966717600822449","0.5966717600822449"
"16227","0.7233412265777588","0.7233412265777588","0.7233412265777588"
"16233","0.8905647397041321","0.8905647397041321","0.8905647397041321"
"16270","0.6988479495048523","0.6988479495048523","0.6988479495048523"
"16273","0.7024919986724854","0.7024919986724854","0.7024919986724854"
"16284","0","0","0"
"16285","0.7181271910667419","0.7181271910667419","0.7181271910667419"
"16316","0.6577224135398865","0.6577224135398865","0.6577224135398865"
"16348","0.7333362698554993","0.7333362698554993","0.7333362698554993"
"16369","0.7076002955436707","0.7076002955436707","0.7076002955436707"
"16377","0","0","0"
"16390","0.8082137107849121","0.8082137107849121","0.8082137107849121"
"16391","0.7864576578140259","0.7864576578140259","0.7864576578140259"
"16457","0.1770298182964325","0.1770298182964325","0.1770298182964325"
"16487","0.8099920749664307","0.8099920749664307","0.8099920749664307"
"16512","0.74263596534729","0.74263596534729","0.74263596534729"
"16537","0.5262969732284546","0.5262969732284546","0.5262969732284546"
"16688","0.6792712807655334","0.6792712807655334","0.6792712807655334"
"16720","0.7192035913467407","0.7192035913467407","0.7192035913467407"
"16728","0.8121429085731506","0.8121429085731506","0.8121429085731506"
"16781","0.5274751782417297","0.5274751782417297","0.5274751782417297"
"16822","0.6330673694610596","0.6330673694610596","0.6330673694610596"
"16858","0.7198433876037598","0.7198433876037598","0.7198433876037598"
"16874","0.40517371892929077","0.40517371892929077","0.40517371892929077"
"16905","0.6805022954940796","0.6805022954940796","0.6805022954940796"
"16987","0.8494427800178528","0.8494427800178528","0.8494427800178528"
"17000","0.7921572327613831","0.7921572327613831","0.7921572327613831"
"17102","0.6644075512886047","0.6644075512886047","0.6644075512886047"
"17114","0.6988479495048523","0.6988479495048523","0.6988479495048523"
"17134","0.5063284635543823","0.5063284635543823","0.5063284635543823"
"17147","0.47978898882865906","0.47978898882865906","0.47978898882865906"
"17149","0.7856156826019287","0.7856156826019287","0.7856156826019287"
"17152","0.7397464513778687","0.7397464513778687","0.7397464513778687"
"17186","0.5152295827865601","0.5152295827865601","0.5152295827865601"
"17212","0.8445865511894226","0.8445865511894226","0.8445865511894226"
"17216","0.5668135285377502","0.5668135285377502","0.5668135285377502"
"17327","0.16546906530857086","0.16546906530857086","0.16546906530857086"
"17335","0.8051578998565674","0.8051578998565674","0.8051578998565674"
"17388","0.7241419553756714","0.7241419553756714","0.7241419553756714"
"17417","0.10217854380607605","0.10217854380607605","0.10217854380607605"
"17423","0.7076002955436707","0.7076002955436707","0.7076002955436707"
"17452","0.8309286236763","0.8309286236763","0.8309286236763"
"17481","0.9674379229545593","0.9674379229545593","0.9674379229545593"
"17514","0.6787338256835938","0.6787338256835938","0.6787338256835938"
"17547","0.7433220744132996","0.7433220744132996","0.7433220744132996"
"17576","0.7350736856460571","0.7350736856460571","0.7350736856460571"
"17682","0.8118607997894287","0.8118607997894287","0.8118607997894287"
"17691","0.5814895629882812","0.5814895629882812","0.5814895629882812"
"17767","0.20904777944087982","0.20904777944087982","0.20904777944087982"
"17817","0.10263194143772125","0.10263194143772125","0.10263194143772125"
"17824","0.6690695285797119","0.6690695285797119","0.6690695285797119"
"17834","0.5514029860496521","0.5514029860496521","0.5514029860496521"
"17893","1.0156856775283813","1.0156856775283813","1.0156856775283813"
"17962","0.9790946245193481","0.9790946245193481","0.9790946245193481"
"17976","0.6988479495048523","0.6988479495048523","0.6988479495048523"
"17987","0.7897164225578308","0.7897164225578308","0.7897164225578308"
"18048","0","0","0"
"18072","0.5084986090660095","0.5084986090660095","0.5084986090660095"
"18093","0.715266227722168","0.715266227722168","0.715266227722168"
"18101","0.16032689809799194","0.16032689809799194","0.16032689809799194"
"18320","0.6977077126502991","0.6977077126502991","0.6977077126502991"
"18332","0.9960086345672607","0.9960086345672607","0.9960086345672607"
"18339","0.7909455895423889","0.7909455895423889","0.7909455895423889"
"18340","0.12582077085971832","0.12582077085971832","0.12582077085971832"
"18359","0.7856156826019287","0.7856156826019287","0.7856156826019287"
"18360","0.7277605533599854","0.7277605533599854","0.7277605533599854"
"18412","0.4432157576084137","0.4432157576084137","0.4432157576084137"
"18415","0.6441590189933777","0.6441590189933777","0.6441590189933777"
"18437","0.6515524387359619","0.6515524387359619","0.6515524387359619"
"18458","0.8309286236763","0.8309286236763","0.8309286236763"
"18466","0.8971555829048157","0.8971555829048157","0.8971555829048157"
"18523","0.1298808455467224","0.1298808455467224","0.1298808455467224"
"18545","0.9778720736503601","0.9778720736503601","0.9778720736503601"
"18559","0.6012463569641113","0.6012463569641113","0.6012463569641113"
"18564","1.431652307510376","1.431652307510376","1.431652307510376"
"18572","0.6953961253166199","0.6953961253166199","0.6953961253166199"
"18593","0.7959955334663391","0.7959955334663391","0.7959955334663391"
"18610","0.7181271910667419","0.7181271910667419","0.7181271910667419"
"18614","0.8051578998565674","0.8051578998565674","0.8051578998565674"
"18626","0.6847741603851318","0.6847741603851318","0.6847741603851318"
"18656","1.2815192937850952","1.2815192937850952","1.2815192937850952"
"18657","0.920251727104187","0.920251727104187","0.920251727104187"
"18692","0.7050349712371826","0.7050349712371826","0.7050349712371826"
"18705","0.7562938928604126","0.7562938928604126","0.7562938928604126"
"18728","0.7712028622627258","0.7712028622627258","0.7712028622627258"
"18736","0","0","0"
"18811","0.7663050293922424","0.7663050293922424","0.7663050293922424"
"18819","0.7991767525672913","0.7991767525672913","0.7991767525672913"
"18861","0.6493088006973267","0.6493088006973267","0.6493088006973267"
"18881","1.0323162078857422","1.0323162078857422","1.0323162078857422"
"18974","0.7340415716171265","0.7340415716171265","0.7340415716171265"
"19025","0.7032308578491211","0.7032308578491211","0.7032308578491211"
"19150","0.7305819988250732","0.7305819988250732","0.7305819988250732"
"19174","0.6692914962768555","0.6692914962768555","0.6692914962768555"
"19219","0.7530045509338379","0.7530045509338379","0.7530045509338379"
"19225","0.8350633978843689","0.8350633978843689","0.8350633978843689"
"19300","0.7433220744132996","0.7433220744132996","0.7433220744132996"
"19329","0.7763994336128235","0.7763994336128235","0.7763994336128235"
"19353","0.6941179037094116","0.6941179037094116","0.6941179037094116"
"19360","0.8350633978843689","0.8350633978843689","0.8350633978843689"
"19386","0.7182043790817261","0.7182043790817261","0.7182043790817261"
"19457","0.6180357933044434","0.6180357933044434","0.6180357933044434"
"19488","0.7798418998718262","0.7798418998718262","0.7798418998718262"
"19521","0.7959955334663391","0.7959955334663391","0.7959955334663391"
"19529","0.7712028622627258","0.7712028622627258","0.7712028622627258"
"19532","0.5282322764396667","0.5282322764396667","0.5282322764396667"
"19610","0.11524754017591476","0.11524754017591476","0.11524754017591476"
"19648","0.4816761612892151","0.4816761612892151","0.4816761612892151"
"19689","0.6504157185554504","0.6504157185554504","0.6504157185554504"
"19717","0.7663050293922424","0.7663050293922424","0.7663050293922424"
"19725","0.6424739956855774","0.6424739956855774","0.6424739956855774"
"19745","0.804232120513916","0.804232120513916","0.804232120513916"
"19749","0.6988479495048523","0.6988479495048523","0.6988479495048523"
"19750","0.7184526324272156","0.7184526324272156","0.7184526324272156"
"19778","0.7991767525672913","0.7991767525672913","0.7991767525672913"
"19810","0.756916880607605","0.756916880607605","0.756916880607605"
"19828","0.29652002453804016","0.29652002453804016","0.29652002453804016"
"19848","0.7535498738288879","0.7535498738288879","0.7535498738288879"
"20038","0.7798418998718262","0.7798418998718262","0.7798418998718262"
"20047","0.7965407967567444","0.7965407967567444","0.7965407967567444"
"20050","1.464916467666626","1.464916467666626","1.464916467666626"
"20065","0.7336366176605225","0.7336366176605225","0.7336366176605225"
"20104","0.6844929456710815","0.6844929456710815","0.6844929456710815"
"20182","0.730456531047821","0.730456531047821","0.730456531047821"
"20219","0.8535659313201904","0.8535659313201904","0.8535659313201904"
"20290","0.7991767525672913","0.7991767525672913","0.7991767525672913"
"20324","0.7649880051612854","0.7649880051612854","0.7649880051612854"
"20333","0.6072585582733154","0.6072585582733154","0.6072585582733154"
"20397","0.7871973514556885","0.7871973514556885","0.7871973514556885"
"20398","0.8473402857780457","0.8473402857780457","0.8473402857780457"
"20416","0.7769991755485535","0.7769991755485535","0.7769991755485535"
"20437","0.7124134302139282","0.7124134302139282","0.7124134302139282"
"20441","0.811516523361206","0.811516523361206","0.811516523361206"
"20452","0.8243640661239624","0.8243640661239624","0.8243640661239624"
"20514","0.9344947934150696","0.9344947934150696","0.9344947934150696"
"20537","0.811516523361206","0.811516523361206","0.811516523361206"
"20588","0.7845889925956726","0.7845889925956726","0.7845889925956726"
"20594","1.0120863914489746","1.0120863914489746","1.0120863914489746"
"20608","0.6207349300384521","0.6207349300384521","0.6207349300384521"
"20610","0.6504157185554504","0.6504157185554504","0.6504157185554504"
"20614","0.7277605533599854","0.7277605533599854","0.7277605533599854"
"20625","0.6844929456710815","0.6844929456710815","0.6844929456710815"
"20676","0.7299917936325073","0.7299917936325073","0.7299917936325073"
"20749","0","0","0"
"20752","0.13465413451194763","0.13465413451194763","0.13465413451194763"
"20759","0.6805734038352966","0.6805734038352966","0.6805734038352966"
"20763","0.7557058930397034","0.7557058930397034","0.7557058930397034"
"20808","0.8019208312034607","0.8019208312034607","0.8019208312034607"
"20832","0.8019208312034607","0.8019208312034607","0.8019208312034607"
"20855","0.6207349300384521","0.6207349300384521","0.6207349300384521"
"20904","0.7436756491661072","0.7436756491661072","0.7436756491661072"
"21010","0.7050349712371826","0.7050349712371826","0.7050349712371826"
"21012","0.17935331165790558","0.17935331165790558","0.17935331165790558"
"21044","0.7950002551078796","0.7950002551078796","0.7950002551078796"
"21065","0.730456531047821","0.730456531047821","0.730456531047821"
"21076","0.7535498738288879","0.7535498738288879","0.7535498738288879"
"21180","0.8748544454574585","0.8748544454574585","0.8748544454574585"
"21226","1.1616320610046387","1.1616320610046387","1.1616320610046387"
"21229","0.6607174277305603","0.6607174277305603","0.6607174277305603"
"21230","0.6691753268241882","0.6691753268241882","0.6691753268241882"
"21277","0.6750266551971436","0.6750266551971436","0.6750266551971436"
"21398","0.6904687881469727","0.6904687881469727","0.6904687881469727"
"21421","0.7548444271087646","0.7548444271087646","0.7548444271087646"
"21450","0.8445944786071777","0.8445944786071777","0.8445944786071777"
"21451","0.6886120438575745","0.6886120438575745","0.6886120438575745"
"21486","0.7846868634223938","0.7846868634223938","0.7846868634223938"
"21494","0.5770092606544495","0.5770092606544495","0.5770092606544495"
"21507","0.6194328665733337","0.6194328665733337","0.6194328665733337"
"21536","0.7649597525596619","0.7649597525596619","0.7649597525596619"
"21617","0.9665982723236084","0.9665982723236084","0.9665982723236084"
"21706","0.7277605533599854","0.7277605533599854","0.7277605533599854"
"21715","0.7234405875205994","0.7234405875205994","0.7234405875205994"
"21748","0.6972939372062683","0.6972939372062683","0.6972939372062683"
"21812","0.7150754928588867","0.7150754928588867","0.7150754928588867"
"21843","0.7462524771690369","0.7462524771690369","0.7462524771690369"
"21874","0.6953943967819214","0.6953943967819214","0.6953943967819214"
"21905","0.6750266551971436","0.6750266551971436","0.6750266551971436"
"21940","0.7831255197525024","0.7831255197525024","0.7831255197525024"
"21962","0.8068374395370483","0.8068374395370483","0.8068374395370483"
"22032","0.8857713937759399","0.8857713937759399","0.8857713937759399"
"22082","0.811516523361206","0.811516523361206","0.811516523361206"
"22160","0.7732733488082886","0.7732733488082886","0.7732733488082886"
"22168","0.9121828079223633","0.9121828079223633","0.9121828079223633"
"22199","0.9121828079223633","0.9121828079223633","0.9121828079223633"
"22211","0.8185545206069946","0.8185545206069946","0.8185545206069946"
"22269","0.5933053493499756","0.5933053493499756","0.5933053493499756"
"22275","0.15186306834220886","0.15186306834220886","0.15186306834220886"
"22337","0.5970689058303833","0.5970689058303833","0.5970689058303833"
"22395","0.7334253191947937","0.7334253191947937","0.7334253191947937"
"22521","0.7548444271087646","0.7548444271087646","0.7548444271087646"
"22559","0.8245556950569153","0.8245556950569153","0.8245556950569153"
"22574","0.8073266744613647","0.8073266744613647","0.8073266744613647"
"22617","0.6750266551971436","0.6750266551971436","0.6750266551971436"
"22622","0.617097795009613","0.617097795009613","0.617097795009613"
"22681","0.7481597065925598","0.7481597065925598","0.7481597065925598"
"22686","0.8223581314086914","0.8223581314086914","0.8223581314086914"
"22701","0.7966979742050171","0.7966979742050171","0.7966979742050171"
"22734","0.7129928469657898","0.7129928469657898","0.7129928469657898"
"22739","0.7230432033538818","0.7230432033538818","0.7230432033538818"
"22740","0.8427029252052307","0.8427029252052307","0.8427029252052307"
"22744","0.6707738041877747","0.6707738041877747","0.6707738041877747"
"22771","0.7649880051612854","0.7649880051612854","0.7649880051612854"
"22776","0.811244547367096","0.811244547367096","0.811244547367096"
"22781","0.7798418998718262","0.7798418998718262","0.7798418998718262"
"22790","0.6658414602279663","0.6658414602279663","0.6658414602279663"
"22829","0.8427463173866272","0.8427463173866272","0.8427463173866272"
"22853","0.634170413017273","0.634170413017273","0.634170413017273"
"22883","0.7361422181129456","0.7361422181129456","0.7361422181129456"
"22947","0.706739604473114","0.706739604473114","0.706739604473114"
"22949","0.9182819724082947","0.9182819724082947","0.9182819724082947"
"22981","0.7088219523429871","0.7088219523429871","0.7088219523429871"
"22995","0.8334611654281616","0.8334611654281616","0.8334611654281616"
"23008","0.6805734038352966","0.6805734038352966","0.6805734038352966"
"23046","0.7771959900856018","0.7771959900856018","0.7771959900856018"
"23080","0.7129928469657898","0.7129928469657898","0.7129928469657898"
"23104","0.6948226690292358","0.6948226690292358","0.6948226690292358"
"23141","0.7553259134292603","0.7553259134292603","0.7553259134292603"
"23149","0.7511489391326904","0.7511489391326904","0.7511489391326904"
"23203","0.7599323987960815","0.7599323987960815","0.7599323987960815"
"23260","0.7706389427185059","0.7706389427185059","0.7706389427185059"
"23322","0.7511489391326904","0.7511489391326904","0.7511489391326904"
"23390","0.7536440491676331","0.7536440491676331","0.7536440491676331"
"23412","0.7653406262397766","0.7653406262397766","0.7653406262397766"
"23473","0.8331303596496582","0.8331303596496582","0.8331303596496582"
"23477","0.603291392326355","0.603291392326355","0.603291392326355"
"23659","0.7344716787338257","0.7344716787338257","0.7344716787338257"
"23682","0.6597893238067627","0.6597893238067627","0.6597893238067627"
"23688","0.7529211640357971","0.7529211640357971","0.7529211640357971"
"23780","0.8608329892158508","0.8608329892158508","0.8608329892158508"
"23786","0.7706389427185059","0.7706389427185059","0.7706389427185059"
"23816","0.7051023244857788","0.7051023244857788","0.7051023244857788"
"23856","0","0","0"
"23889","0.7462524771690369","0.7462524771690369","0.7462524771690369"
"23960","0.7271028161048889","0.7271028161048889","0.7271028161048889"
"23971","0.7773836851119995","0.7773836851119995","0.7773836851119995"
"23992","0.8334611654281616","0.8334611654281616","0.8334611654281616"
"24003","0.6882131695747375","0.6882131695747375","0.6882131695747375"
"24004","0.7696113586425781","0.7696113586425781","0.7696113586425781"
"24030","0.617097795009613","0.617097795009613","0.617097795009613"
"24041","0.8427029252052307","0.8427029252052307","0.8427029252052307"
"24043","0.7282801270484924","0.7282801270484924","0.7282801270484924"
"24049","0.7632267475128174","0.7632267475128174","0.7632267475128174"
"24061","0.7678089141845703","0.7678089141845703","0.7678089141845703"
"24065","0.7317328453063965","0.7317328453063965","0.7317328453063965"
"24074","0.6958257555961609","0.6958257555961609","0.6958257555961609"
"24078","0.7993960380554199","0.7993960380554199","0.7993960380554199"
"24113","0.7344716787338257","0.7344716787338257","0.7344716787338257"
"24119","0.8409461379051208","0.8409461379051208","0.8409461379051208"
"24123","0.7151548862457275","0.7151548862457275","0.7151548862457275"
"24190","0.7985677123069763","0.7985677123069763","0.7985677123069763"
"24202","0.7071192860603333","0.7071192860603333","0.7071192860603333"
"24255","0.6206393241882324","0.6206393241882324","0.6206393241882324"
"24314","0.7026607394218445","0.7026607394218445","0.7026607394218445"
"24336","0.6754968166351318","0.6754968166351318","0.6754968166351318"
"24350","0.8331303596496582","0.8331303596496582","0.8331303596496582"
"24352","0.6133706569671631","0.6133706569671631","0.6133706569671631"
"24377","0.8007887005805969","0.8007887005805969","0.8007887005805969"
"24380","0.7079534530639648","0.7079534530639648","0.7079534530639648"
"24420","0.7596539258956909","0.7596539258956909","0.7596539258956909"
"24550","0.7195349931716919","0.7195349931716919","0.7195349931716919"
"24584","0.7166700959205627","0.7166700959205627","0.7166700959205627"
"24622","0.615138590335846","0.615138590335846","0.615138590335846"
"24690","0.7678089141845703","0.7678089141845703","0.7678089141845703"
"24704","0.6603608131408691","0.6603608131408691","0.6603608131408691"
"24784","0.7912501692771912","0.7912501692771912","0.7912501692771912"
"24810","0.7142504453659058","0.7142504453659058","0.7142504453659058"
