"objective_1","objective_2","objective_3"
"0.5433095097541809","0.5423874258995056","-0.8795625567436218"
"0.5773321390151978","0.5083646774291992","-0.9820417761802673"
"0.596221923828125","0.48947492241859436","-0.8795625567436218"
"0.4947924017906189","0.5909045934677124","-0.8795625567436218"
"0.679831862449646","0.4058650732040405","-0.8795625567436218"
"0.5959876179695129","0.4897092580795288","-0.8106375336647034"
"0.4696343243122101","0.616062581539154","-0.8795625567436218"
"0.5800099968910217","0.50568687915802","-0.8795625567436218"
"0.547389030456543","0.5383079051971436","-0.9820417761802673"
"0.6508182883262634","0.43487855792045593","-0.8795625567436218"
"0.5455735325813293","0.5401233434677124","-0.8795625567436218"
"0.47236502170562744","0.6133319139480591","-0.8795625567436218"
"0.5128799676895142","0.5728168487548828","-0.8795625567436218"
"0.5160942077636719","0.5668655037879944","-0.8090682029724121"
"0.5615550875663757","0.524141788482666","-0.8795625567436218"
"0.6242169141769409","0.4614800214767456","-0.8795625567436218"
"0.41049936413764954","0.37776702642440796","-0.7961616516113281"
"0.5528445839881897","0.5328523516654968","-0.8795625567436218"
"0.6033405661582947","0.482356458902359","-0.8795625567436218"
"0.5112593173980713","0.5744375586509705","-0.8106375336647034"
"0.5367951989173889","0.5489017367362976","-0.8795625567436218"
"0.547191321849823","0.5353054404258728","-0.8106375336647034"
"0.570850133895874","0.5148468613624573","-0.8795625567436218"
"0.5705541968345642","0.5151427388191223","-0.9820417761802673"
"0.6194117069244385","0.2988738715648651","-0.7961616516113281"
"0.6026723980903625","0.48302456736564636","-0.8795625567436218"
"0.5493207573890686","0.34953850507736206","-0.7961616516113281"
"0.5827179551124573","0.5029789805412292","-0.8795625567436218"
"0.568748950958252","0.5169481039047241","-0.8795625567436218"
"0.549744725227356","0.5359522104263306","-0.8795625567436218"
"0.6181177496910095","0.467579185962677","-0.9820417761802673"
"0.6375417709350586","0.44815510511398315","-0.8795625567436218"
"0.5722711682319641","0.5134257674217224","-0.8106375336647034"
"0.4762415587902069","0.609455406665802","-0.8795625567436218"
"0.4979591965675354","0.5877376794815063","-0.9820417761802673"
"0.6158087849617004","0.46988803148269653","-0.8795625567436218"
"0.5955594182014465","0.4901374578475952","-0.8795625567436218"
"0.5373631715774536","0.5483337044715881","-0.8795625567436218"
"0.591112494468689","0.4945842921733856","-0.8795625567436218"
