"Step","env: MINECART - lambdas/component_2","env: MINECART - lambdas/component_2__MIN","env: MINECART - lambdas/component_2__MAX"
"5100","0.37195828557014465","0.37195828557014465","0.37195828557014465"
"5200","0.40397292375564575","0.40397292375564575","0.40397292375564575"
"5300","0.3803068995475769","0.3803068995475769","0.3803068995475769"
"5400","0.3494747579097748","0.3494747579097748","0.3494747579097748"
"5500","0.37340080738067627","0.37340080738067627","0.37340080738067627"
"5600","0.44040295481681824","0.44040295481681824","0.44040295481681824"
"5700","0.4256320297718048","0.4256320297718048","0.4256320297718048"
"5800","0.39274558424949646","0.39274558424949646","0.39274558424949646"
"5900","0.42378664016723633","0.42378664016723633","0.42378664016723633"
"6000","0.44537490606307983","0.44537490606307983","0.44537490606307983"
"6100","0.4150938391685486","0.4150938391685486","0.4150938391685486"
"6200","0.39152824878692627","0.39152824878692627","0.39152824878692627"
"6300","0.4604553282260895","0.4604553282260895","0.4604553282260895"
"6400","0.43621236085891724","0.43621236085891724","0.43621236085891724"
"6500","0.4262450039386749","0.4262450039386749","0.4262450039386749"
"6600","0.38142240047454834","0.38142240047454834","0.38142240047454834"
"6700","0.3583184480667114","0.3583184480667114","0.3583184480667114"
"6800","0.3216468393802643","0.3216468393802643","0.3216468393802643"
"6900","0.33624130487442017","0.33624130487442017","0.33624130487442017"
"7000","0.3069459795951843","0.3069459795951843","0.3069459795951843"
"7100","0.27440929412841797","0.27440929412841797","0.27440929412841797"
"7200","0.28240466117858887","0.28240466117858887","0.28240466117858887"
"7300","0.26731789112091064","0.26731789112091064","0.26731789112091064"
"7400","0.21661648154258728","0.21661648154258728","0.21661648154258728"
"7500","0.21095071732997894","0.21095071732997894","0.21095071732997894"
"7600","0.26424434781074524","0.26424434781074524","0.26424434781074524"
"7700","0.2677011489868164","0.2677011489868164","0.2677011489868164"
"7800","0.23122723400592804","0.23122723400592804","0.23122723400592804"
"7900","0.2155042588710785","0.2155042588710785","0.2155042588710785"
"8000","0.22754670679569244","0.22754670679569244","0.22754670679569244"
"8100","0.22939695417881012","0.22939695417881012","0.22939695417881012"
"8200","0.22824475169181824","0.22824475169181824","0.22824475169181824"
"8300","0.20530258119106293","0.20530258119106293","0.20530258119106293"
"8400","0.22545863687992096","0.22545863687992096","0.22545863687992096"
"8500","0.20784533023834229","0.20784533023834229","0.20784533023834229"
"8600","0.20272675156593323","0.20272675156593323","0.20272675156593323"
"8700","0.21052595973014832","0.21052595973014832","0.21052595973014832"
"8800","0.23665310442447662","0.23665310442447662","0.23665310442447662"
"8900","0.21666738390922546","0.21666738390922546","0.21666738390922546"
"9000","0.19860270619392395","0.19860270619392395","0.19860270619392395"
"9100","0.19367477297782898","0.19367477297782898","0.19367477297782898"
"9200","0.2146068960428238","0.2146068960428238","0.2146068960428238"
"9300","0.22887994349002838","0.22887994349002838","0.22887994349002838"
"9400","0.23731645941734314","0.23731645941734314","0.23731645941734314"
"9500","0.24466674029827118","0.24466674029827118","0.24466674029827118"
"9600","0.26392877101898193","0.26392877101898193","0.26392877101898193"
"9700","0.2855934202671051","0.2855934202671051","0.2855934202671051"
"9800","0.2602275609970093","0.2602275609970093","0.2602275609970093"
"9900","0.2199401557445526","0.2199401557445526","0.2199401557445526"
"10000","0.2166893035173416","0.2166893035173416","0.2166893035173416"
"10100","0.23287741839885712","0.23287741839885712","0.23287741839885712"
"10200","0.20157119631767273","0.20157119631767273","0.20157119631767273"
"10300","0.20331458747386932","0.20331458747386932","0.20331458747386932"
"10400","0.2048579901456833","0.2048579901456833","0.2048579901456833"
"10500","0.24172548949718475","0.24172548949718475","0.24172548949718475"
"10600","0.25687840580940247","0.25687840580940247","0.25687840580940247"
"10700","0.2360013723373413","0.2360013723373413","0.2360013723373413"
