"Step","env: MINECART - ep_info/First_minerium","env: MINECART - ep_info/First_minerium__MIN","env: MINECART - ep_info/First_minerium__MAX"
"49","0","0","0"
"196","0.9425495862960815","0.9425495862960815","0.9425495862960815"
"233","0","0","0"
"294","0","0","0"
"526","0.7092517018318176","0.7092517018318176","0.7092517018318176"
"623","0","0","0"
"645","0","0","0"
"700","1.1484098434448242","1.1484098434448242","1.1484098434448242"
"774","0.6822379231452942","0.6822379231452942","0.6822379231452942"
"814","0","0","0"
"1109","0","0","0"
"1391","0","0","0"
"1781","1.3587985038757324","1.3587985038757324","1.3587985038757324"
"1789","0","0","0"
"1809","0","0","0"
"1811","0.11223255842924118","0.11223255842924118","0.11223255842924118"
"1816","0","0","0"
"1841","0.6996065974235535","0.6996065974235535","0.6996065974235535"
"1850","0","0","0"
"1897","0.6484147310256958","0.6484147310256958","0.6484147310256958"
"1951","0","0","0"
"1960","1.4427738189697266","1.4427738189697266","1.4427738189697266"
"1974","0.059115275740623474","0.059115275740623474","0.059115275740623474"
"2087","0","0","0"
"2188","0","0","0"
"2488","0","0","0"
"2714","0.5925991535186768","0.5925991535186768","0.5925991535186768"
"2996","0","0","0"
"3093","0","0","0"
"3170","0","0","0"
"3325","0.9232275485992432","0.9232275485992432","0.9232275485992432"
"3335","0.6501365303993225","0.6501365303993225","0.6501365303993225"
"3458","0.03142580762505531","0.03142580762505531","0.03142580762505531"
"3490","0.7506704926490784","0.7506704926490784","0.7506704926490784"
"3498","0","0","0"
"3573","0","0","0"
"3627","0","0","0"
"3656","0","0","0"
"3714","0.5592203736305237","0.5592203736305237","0.5592203736305237"
"3724","0","0","0"
"3970","0.5614062547683716","0.5614062547683716","0.5614062547683716"
"4206","0","0","0"
"4469","0","0","0"
"4535","0.3898462653160095","0.3898462653160095","0.3898462653160095"
"4681","1.4098137617111206","1.4098137617111206","1.4098137617111206"
"4775","0.41004952788352966","0.41004952788352966","0.41004952788352966"
"4935","0.13037227094173431","0.13037227094173431","0.13037227094173431"
"5060","1.4101418256759644","1.4101418256759644","1.4101418256759644"
"5285","0","0","0"
