"Step","Minecart-Baseline_1726019116 - ep_info/First_minerium","Minecart-Baseline_1726019116 - ep_info/First_minerium__MIN","Minecart-Baseline_1726019116 - ep_info/First_minerium__MAX"
"82","0.6540351510047913","0.6540351510047913","0.6540351510047913"
"106","0.7606496810913086","0.7606496810913086","0.7606496810913086"
"123","0","0","0"
"166","0.8540351390838623","0.8540351390838623","0.8540351390838623"
"274","0.7606496810913086","0.7606496810913086","0.7606496810913086"
"317","0","0","0"
"352","0.7606496810913086","0.7606496810913086","0.7606496810913086"
"353","0","0","0"
"574","0","0","0"
"664","0","0","0"
"840","0.14384573698043823","0.14384573698043823","0.14384573698043823"
"992","0.8699600100517273","0.8699600100517273","0.8699600100517273"
"1018","0","0","0"
"1378","0.5443585515022278","0.5443585515022278","0.5443585515022278"
"1461","0.10835191607475281","0.10835191607475281","0.10835191607475281"
"1695","0","0","0"
"1754","0","0","0"
"1876","0","0","0"
"2139","0.061308011412620544","0.061308011412620544","0.061308011412620544"
"2231","0.6023439168930054","0.6023439168930054","0.6023439168930054"
"2261","0","0","0"
"2307","0.37714099884033203","0.37714099884033203","0.37714099884033203"
"2328","0.17583714425563812","0.17583714425563812","0.17583714425563812"
"2335","0.19867321848869324","0.19867321848869324","0.19867321848869324"
"2425","0.9276938438415527","0.9276938438415527","0.9276938438415527"
"2506","0","0","0"
"2586","0","0","0"
"2603","1.3269292116165161","1.3269292116165161","1.3269292116165161"
"2672","0","0","0"
"2816","0","0","0"
"2909","0","0","0"
"3253","0.7521149516105652","0.7521149516105652","0.7521149516105652"
"3302","1.2740912437438965","1.2740912437438965","1.2740912437438965"
"3443","0.15845352411270142","0.15845352411270142","0.15845352411270142"
"3463","0.32489922642707825","0.32489922642707825","0.32489922642707825"
"3543","0","0","0"
"3995","0","0","0"
"4054","0","0","0"
"4203","0","0","0"
"4308","0","0","0"
"4311","0.10628330707550049","0.10628330707550049","0.10628330707550049"
"4425","0","0","0"
"4512","1.3992594480514526","1.3992594480514526","1.3992594480514526"
"4538","0.515681266784668","0.515681266784668","0.515681266784668"
"4663","0","0","0"
"4735","0","0","0"
"4797","0","0","0"
"4905","0.6989545226097107","0.6989545226097107","0.6989545226097107"
"4963","0","0","0"
"5072","0.1025158017873764","0.1025158017873764","0.1025158017873764"
"5151","0","0","0"
"5164","0.6581577062606812","0.6581577062606812","0.6581577062606812"
"5240","0.8725273013114929","0.8725273013114929","0.8725273013114929"
"5243","0","0","0"
"5247","0","0","0"
"5248","1.3951319456100464","1.3951319456100464","1.3951319456100464"
"5295","0","0","0"
"5304","0.18091046810150146","0.18091046810150146","0.18091046810150146"
"5340","0","0","0"
"5358","0.6563953757286072","0.6563953757286072","0.6563953757286072"
"5566","0","0","0"
"5590","1.3326131105422974","1.3326131105422974","1.3326131105422974"
"5610","0.1790008246898651","0.1790008246898651","0.1790008246898651"
"5618","0","0","0"
"5718","0","0","0"
"5754","0","0","0"
"5809","0.02282988838851452","0.02282988838851452","0.02282988838851452"
"5924","0","0","0"
"6066","0.4717865288257599","0.4717865288257599","0.4717865288257599"
"6223","0.7828376293182373","0.7828376293182373","0.7828376293182373"
"6281","0","0","0"
"6285","0.22080114483833313","0.22080114483833313","0.22080114483833313"
"6361","1.3121960163116455","1.3121960163116455","1.3121960163116455"
"6419","0","0","0"
"6511","0.6574857234954834","0.6574857234954834","0.6574857234954834"
"6527","0","0","0"
"6768","0","0","0"
"6773","0","0","0"
"6775","0","0","0"
"6877","0.7630274295806885","0.7630274295806885","0.7630274295806885"
"6988","0.7630274295806885","0.7630274295806885","0.7630274295806885"
"7055","0.4286137521266937","0.4286137521266937","0.4286137521266937"
"7068","0.6042188405990601","0.6042188405990601","0.6042188405990601"
"7330","0","0","0"
"7372","1.3495999574661255","1.3495999574661255","1.3495999574661255"
"7499","0.7509997487068176","0.7509997487068176","0.7509997487068176"
"7544","0","0","0"
"7642","0","0","0"
"7644","0","0","0"
"7713","0","0","0"
"7813","0","0","0"
"7882","0","0","0"
"8068","0","0","0"
"8220","0","0","0"
"8267","0.194942906498909","0.194942906498909","0.194942906498909"
"8316","0","0","0"
"8426","0.9061374664306641","0.9061374664306641","0.9061374664306641"
"8864","1.0006518363952637","1.0006518363952637","1.0006518363952637"
"9286","0","0","0"
"9328","0","0","0"
"9413","0","0","0"
"9449","0.8472368121147156","0.8472368121147156","0.8472368121147156"
"9595","0","0","0"
"9647","0","0","0"
"10231","1.2039077281951904","1.2039077281951904","1.2039077281951904"
"10269","0.6536104083061218","0.6536104083061218","0.6536104083061218"
"10361","0","0","0"
"10411","0","0","0"
"10415","1.2740391492843628","1.2740391492843628","1.2740391492843628"
"10460","0.7748469114303589","0.7748469114303589","0.7748469114303589"
"10616","0","0","0"
"10751","0","0","0"
"10953","0.8376973271369934","0.8376973271369934","0.8376973271369934"
"10954","0","0","0"
"11071","0.6774755716323853","0.6774755716323853","0.6774755716323853"
"11384","0.5475814938545227","0.5475814938545227","0.5475814938545227"
"11851","0.7127166986465454","0.7127166986465454","0.7127166986465454"
"11925","0.6266700029373169","0.6266700029373169","0.6266700029373169"
"11965","0.8415250182151794","0.8415250182151794","0.8415250182151794"
"12148","0.8222481608390808","0.8222481608390808","0.8222481608390808"
"12195","0.6937605738639832","0.6937605738639832","0.6937605738639832"
"12365","0.699942946434021","0.699942946434021","0.699942946434021"
"12378","1.0109535455703735","1.0109535455703735","1.0109535455703735"
"12527","0.8274843692779541","0.8274843692779541","0.8274843692779541"
"12561","0.7434653043746948","0.7434653043746948","0.7434653043746948"
"12566","0.8075752854347229","0.8075752854347229","0.8075752854347229"
"12759","0.433582603931427","0.433582603931427","0.433582603931427"
"12801","0.3014584183692932","0.3014584183692932","0.3014584183692932"
"12832","1.1337592601776123","1.1337592601776123","1.1337592601776123"
"12895","0.8562149405479431","0.8562149405479431","0.8562149405479431"
"12918","0","0","0"
"12972","0.8221234083175659","0.8221234083175659","0.8221234083175659"
"13135","0.5713388919830322","0.5713388919830322","0.5713388919830322"
"13154","0.8014001250267029","0.8014001250267029","0.8014001250267029"
"13183","0.808261513710022","0.808261513710022","0.808261513710022"
"13253","0.5391461849212646","0.5391461849212646","0.5391461849212646"
"13283","0.4615195691585541","0.4615195691585541","0.4615195691585541"
"13520","1.3609240055084229","1.3609240055084229","1.3609240055084229"
"13552","0.7149059176445007","0.7149059176445007","0.7149059176445007"
"13581","1.0109535455703735","1.0109535455703735","1.0109535455703735"
"13636","0.7025951743125916","0.7025951743125916","0.7025951743125916"
"13724","0.6951093077659607","0.6951093077659607","0.6951093077659607"
"13771","0.6197046041488647","0.6197046041488647","0.6197046041488647"
"13794","0.5929005146026611","0.5929005146026611","0.5929005146026611"
"13883","0.7876602411270142","0.7876602411270142","0.7876602411270142"
"13948","0.9140646457672119","0.9140646457672119","0.9140646457672119"
"13954","0.6206491589546204","0.6206491589546204","0.6206491589546204"
"14017","1.2670661211013794","1.2670661211013794","1.2670661211013794"
"14223","0.6171571016311646","0.6171571016311646","0.6171571016311646"
"14224","0.4758700132369995","0.4758700132369995","0.4758700132369995"
"14245","0.8321011066436768","0.8321011066436768","0.8321011066436768"
"14264","0.6319243907928467","0.6319243907928467","0.6319243907928467"
"14293","0.15208064019680023","0.15208064019680023","0.15208064019680023"
"14296","0.8677867650985718","0.8677867650985718","0.8677867650985718"
"14372","0.5713497996330261","0.5713497996330261","0.5713497996330261"
"14379","0.9451957941055298","0.9451957941055298","0.9451957941055298"
"14397","0.7876602411270142","0.7876602411270142","0.7876602411270142"
"14459","0.5907120108604431","0.5907120108604431","0.5907120108604431"
"14461","0.5123630166053772","0.5123630166053772","0.5123630166053772"
"14567","1.266772985458374","1.266772985458374","1.266772985458374"
"14571","0.7621279358863831","0.7621279358863831","0.7621279358863831"
"14736","0.8882579803466797","0.8882579803466797","0.8882579803466797"
"14771","0.7443982362747192","0.7443982362747192","0.7443982362747192"
"14795","0.5123630166053772","0.5123630166053772","0.5123630166053772"
"14822","0.5873451232910156","0.5873451232910156","0.5873451232910156"
"14824","0.7917553782463074","0.7917553782463074","0.7917553782463074"
"14834","0.9341532588005066","0.9341532588005066","0.9341532588005066"
"14878","0.7310795783996582","0.7310795783996582","0.7310795783996582"
"14902","0.6500150561332703","0.6500150561332703","0.6500150561332703"
"14973","0.7502886056900024","0.7502886056900024","0.7502886056900024"
"14982","0.981536865234375","0.981536865234375","0.981536865234375"
"14985","0.7084087133407593","0.7084087133407593","0.7084087133407593"
"15074","0","0","0"
"15178","0.6791418790817261","0.6791418790817261","0.6791418790817261"
"15193","1.0280400514602661","1.0280400514602661","1.0280400514602661"
"15259","0.8954415321350098","0.8954415321350098","0.8954415321350098"
"15341","1.3229701519012451","1.3229701519012451","1.3229701519012451"
"15399","0.8119783997535706","0.8119783997535706","0.8119783997535706"
"15417","0.935502290725708","0.935502290725708","0.935502290725708"
"15443","0.7007453441619873","0.7007453441619873","0.7007453441619873"
"15464","0.8593035936355591","0.8593035936355591","0.8593035936355591"
"15485","0.8329998254776001","0.8329998254776001","0.8329998254776001"
"15611","0.6656907796859741","0.6656907796859741","0.6656907796859741"
"15682","0.7226116061210632","0.7226116061210632","0.7226116061210632"
"15772","0.7272087335586548","0.7272087335586548","0.7272087335586548"
"15860","0.8847832679748535","0.8847832679748535","0.8847832679748535"
"15864","0.7923997044563293","0.7923997044563293","0.7923997044563293"
"15891","0.402068167924881","0.402068167924881","0.402068167924881"
"15934","0.79848313331604","0.79848313331604","0.79848313331604"
"15962","0.8614900708198547","0.8614900708198547","0.8614900708198547"
"16023","0.6791418790817261","0.6791418790817261","0.6791418790817261"
"16032","0.6948421001434326","0.6948421001434326","0.6948421001434326"
"16069","0.7602535486221313","0.7602535486221313","0.7602535486221313"
"16100","0.7666637301445007","0.7666637301445007","0.7666637301445007"
"16154","0.425080269575119","0.425080269575119","0.425080269575119"
"16169","0.7237247228622437","0.7237247228622437","0.7237247228622437"
"16171","0.7184545993804932","0.7184545993804932","0.7184545993804932"
"16184","0.7556527853012085","0.7556527853012085","0.7556527853012085"
"16193","0.7521594166755676","0.7521594166755676","0.7521594166755676"
"16227","0.7054174542427063","0.7054174542427063","0.7054174542427063"
"16279","0.21239569783210754","0.21239569783210754","0.21239569783210754"
"16285","0.7818728089332581","0.7818728089332581","0.7818728089332581"
"16293","0.8847277164459229","0.8847277164459229","0.8847277164459229"
"16316","0.46323996782302856","0.46323996782302856","0.46323996782302856"
"16325","0.8832043409347534","0.8832043409347534","0.8832043409347534"
"16329","0.8332337141036987","0.8332337141036987","0.8332337141036987"
"16376","0.8121598362922668","0.8121598362922668","0.8121598362922668"
