"obj_0","obj_1","obj_2"
"-1","-1","0"
"-1","1.5","-200"
"0","0","-0.5469107677809854"
"0.08337747175796519","0.8814239753300264","-0.8730680465967531"
"0.09424699057888512","1.0578404963728694","-1.1944545425307078"
"0.09585871171663181","1.0558074679733809","-1.1961759856673653"
"0.09637423187565773","1.055485749589664","-1.1944545425307078"
"0.09888382053452066","1.0463902780674366","-1.1926979679014655"
"0.09914625432266316","1.0263197710403673","-1.0189433942003345"
"0.09996809804070576","1.0291401839414975","-1.1228227983162882"
"0.10075821544508949","1.0034543845225303","-1.0323313164038825"
"0.10327386927428454","1.0473356962358529","-1.1944545425307078"
"0.10413722563240883","1.045288564990162","-1.1920670556555828"
"0.10499193757035576","0.997150560879955","-0.960587892970375"
"0.10522890662836025","1.0436516906207018","-1.1944545425307078"
"0.10755617682401171","1.0203173912398606","-1.033381563372954"
"0.10768062647975242","1.0206673696224502","-1.1326251424341962"
"0.10981082258283983","1.0192107838557312","-1.1004062516800976"
"0.11260777627811203","1.02685792970927","-1.1634187694962335"
"0.11372802819807318","1.0382024595257098","-1.1944545425307078"
"0.39555385898801015","0.2639215942681213","-0.7147661937055695"
"0.4459088104491446","0.6810820295422694","-1.1455865274694692"
"0.44889060108790724","0.6795738435270401","-1.1446954066611945"
"0.45246893208917477","0.6779939801231778","-1.2272933919186437"
"0.454701740639656","0.6745035500369354","-1.1292541665659954"
"0.4551406047992446","0.6735313840229307","-1.0632320901381207"
"0.45954829051910345","0.6709146216932489","-1.1920135323675956"
"0.46040427051997057","0.670058641692382","-1.1502963464007072"
"0.47078949605981785","0.6586734034817526","-1.0691310491735984"
"0.5220513097488506","0.525011982551945","-0.8303937118512306"
"0.5297884802604957","0.5346814418915177","-0.885765294209018"
"0.5386877246982147","0.5382287592733125","-0.8896631226012396"
"0.5414148310090781","0.5594336261272309","-0.9893000668226745"
"0.544036097575018","0.553601120423999","-0.9809840784216182"
"0.5442747629571766","0.552560194400781","-0.982579911658227"
"0.5456890124974044","0.5553355933894746","-1.0525262083091054"
"0.5457655735253644","0.5540183024494026","-1.0438174432411869"
"0.5467277564371951","0.553750495372839","-0.9827982492289684"
"0.5476683421004988","0.5506583301758518","-0.9829539027900295"
"0.5484493063057148","0.549033950649176","-0.9810331027900315"
"0.5495142983552856","0.5359437556265826","-0.960892370637278"
"0.5495618266078897","0.5474265801796439","-1.0511971675413443"
"0.5508960342153074","0.5527816197883448","-1.055553547561755"
"0.5514371743939295","0.5519685047234572","-1.0637732123590422"
"0.5520840609425067","0.5605905092491235","-1.070852818571237"
"0.5521982529777169","0.5495164474168056","-1.0688415755941512"
"0.5531681633573184","0.5471289633253276","-0.9801886102286649"
"0.5544944651975902","0.5418395607608323","-0.9854645174059041"
"0.5560725212539309","0.5416878634881022","-0.9766773534722601"
"0.556248390459396","0.5475994078681663","-1.074495418456844"
"0.5564270413650654","0.5397100965601848","-0.9828016389466505"
"0.558367279933767","0.5351933094747525","-0.9776253411072333"
"0.6330089561086553","0.42353770303018834","-0.9778823803413116"
"0.6346231003270038","0.431973906310745","-1.048063804882867"
"0.655837452574414","0.4520162013936918","-1.1180563886165"
"0.6632296702332557","0.42219040425026877","-0.9742322735493977"
"0.6655472037184482","0.45863027110256643","-1.1373058984877957"
"0.6664407782036266","0.4627883849002098","-1.2264441438731197"
"0.6696846317621717","0.43774001113617034","-1.0494968415013946"
"0.6729114906980904","0.45725298688287713","-1.1502324851729748"
"0.6770780943038638","0.45310160453536197","-1.2272472812156479"
"0.6776180032920012","0.4520396481910822","-1.1482077718791874"
"0.6802614302015673","0.4488429142302715","-1.1474210764269808"
"0.6820171798326329","0.44694390989791655","-1.1429852896963557"
"0.9596380575219318","0.09628463097259787","-0.8913090630129129"
"0.9955368613522806","0.11023968054597107","-1.0357876196057598"
"1.0003271277348043","0.10311387161195834","-1.117363425976169"
"1.0031086139477492","0.10082438654346969","-1.1089614089225668"
"1.0049291132248943","0.10025318722882538","-1.043489100218197"
"1.0078547548300751","0.09861017907779694","-0.9769287512785638"
"1.0176177419049734","0.11181979775114873","-1.1326251424341962"
"1.0217739266994392","0.10685808039726362","-1.120418948759847"
"1.029222280857584","0.09766625854668214","-1.1300460560391137"
"1.0341554551574266","0.09370521570506252","-1.132455035196776"
"1.0418344374785906","0.10698792543344668","-1.191857067397808"
"1.0437993061572843","0.10401169939504959","-1.1913630725258824"
"1.0444815791679578","0.10862848209317169","-1.1961759856673653"
"1.0450337016922593","0.10744916842920503","-1.1944545425307078"
"1.046128659949031","0.1065471558558289","-1.1944545425307078"
"1.0463104681978317","0.1042269358442955","-1.1938362485297427"
"1.046672067263131","0.1053295259154431","-1.1961759856673653"
"1.0475805881713898","0.10489816547406945","-1.1944545425307078"
"1.048103681495657","0.10410971757900916","-1.1961759856673653"
"1.0504220106138098","0.10012417418998258","-1.1938362485297427"
"1.0534692969955168","0.09994712040862347","-1.1944545425307078"
"1.5","-1","-200"
