"Step","env: MINECART - ep_info/Second_minerium","env: MINECART - ep_info/Second_minerium__MIN","env: MINECART - ep_info/Second_minerium__MAX"
"48","0","0","0"
"95","0","0","0"
"254","0","0","0"
"281","0","0","0"
"537","0.05113883689045906","0.05113883689045906","0.05113883689045906"
"562","0.6097256541252136","0.6097256541252136","0.6097256541252136"
"749","0","0","0"
"799","0","0","0"
"863","0","0","0"
"1066","0.6074633598327637","0.6074633598327637","0.6074633598327637"
"1162","0","0","0"
"1177","0","0","0"
"1281","0","0","0"
"1337","0","0","0"
"1588","0.7880582809448242","0.7880582809448242","0.7880582809448242"
"1665","0","0","0"
"1673","0","0","0"
"1729","0","0","0"
"1911","0","0","0"
"2043","0.07938162982463837","0.07938162982463837","0.07938162982463837"
"2063","0","0","0"
"2105","0","0","0"
"2423","0","0","0"
"2563","0","0","0"
"2614","0","0","0"
"2690","0.629129946231842","0.629129946231842","0.629129946231842"
"2965","0","0","0"
"2974","0","0","0"
"2994","0.7051391005516052","0.7051391005516052","0.7051391005516052"
"2995","0.952280580997467","0.952280580997467","0.952280580997467"
"3071","0","0","0"
"3266","0","0","0"
"3301","0","0","0"
"3330","0","0","0"
"3400","0.6911841034889221","0.6911841034889221","0.6911841034889221"
"3465","0","0","0"
"3468","0","0","0"
"3469","0","0","0"
"3820","0","0","0"
"3866","0.7662121653556824","0.7662121653556824","0.7662121653556824"
"3963","0.9573377966880798","0.9573377966880798","0.9573377966880798"
"4061","0.8190163969993591","0.8190163969993591","0.8190163969993591"
"4068","0.5884783864021301","0.5884783864021301","0.5884783864021301"
"4157","0","0","0"
"4412","0","0","0"
"4474","0","0","0"
"4542","0.5997896194458008","0.5997896194458008","0.5997896194458008"
"4800","0","0","0"
"4910","0.852060854434967","0.852060854434967","0.852060854434967"
"4962","0","0","0"
"5271","0.779106616973877","0.779106616973877","0.779106616973877"
"5375","0","0","0"
"5537","0.5784490704536438","0.5784490704536438","0.5784490704536438"
"5562","0.12488923966884613","0.12488923966884613","0.12488923966884613"
"5849","0.07086391746997833","0.07086391746997833","0.07086391746997833"
"5852","0.9007483124732971","0.9007483124732971","0.9007483124732971"
"6123","0.5260438919067383","0.5260438919067383","0.5260438919067383"
"6268","0","0","0"
"6323","0.22623008489608765","0.22623008489608765","0.22623008489608765"
"6381","0","0","0"
"6418","0.8574411869049072","0.8574411869049072","0.8574411869049072"
"6474","0.6602487564086914","0.6602487564086914","0.6602487564086914"
"6501","0","0","0"
"6683","0.8876135945320129","0.8876135945320129","0.8876135945320129"
"6737","0.5853276252746582","0.5853276252746582","0.5853276252746582"
"6773","0.14672240614891052","0.14672240614891052","0.14672240614891052"
"6903","0.13399474322795868","0.13399474322795868","0.13399474322795868"
"6952","0.9630722999572754","0.9630722999572754","0.9630722999572754"
"7005","0","0","0"
"7020","0.9480679631233215","0.9480679631233215","0.9480679631233215"
"7195","0.654666006565094","0.654666006565094","0.654666006565094"
"7213","0.8935474753379822","0.8935474753379822","0.8935474753379822"
"7244","0","0","0"
"7343","0","0","0"
"7387","1.4112472534179688","1.4112472534179688","1.4112472534179688"
"7455","0","0","0"
"7667","0.810336709022522","0.810336709022522","0.810336709022522"
"7681","0.5797876715660095","0.5797876715660095","0.5797876715660095"
"7909","0","0","0"
"8039","0","0","0"
"8057","0","0","0"
"8094","0","0","0"
"8099","0","0","0"
"8150","0","0","0"
"8194","0","0","0"
"8211","0.7274881601333618","0.7274881601333618","0.7274881601333618"
"8235","0","0","0"
"8446","0.11389525979757309","0.11389525979757309","0.11389525979757309"
"8498","1.4349370002746582","1.4349370002746582","1.4349370002746582"
"8562","0","0","0"
"8734","0.4893246293067932","0.4893246293067932","0.4893246293067932"
"8765","0","0","0"
"8938","0.8964818120002747","0.8964818120002747","0.8964818120002747"
"9050","0","0","0"
"9068","0.15364404022693634","0.15364404022693634","0.15364404022693634"
"9121","0","0","0"
"9170","0","0","0"
"9280","0","0","0"
"9485","1.5","1.5","1.5"
"9540","0","0","0"
"9635","0.6029455661773682","0.6029455661773682","0.6029455661773682"
"9690","0.7007837891578674","0.7007837891578674","0.7007837891578674"
"9696","0","0","0"
"9718","0.5204526782035828","0.5204526782035828","0.5204526782035828"
"9783","0.7204526662826538","0.7204526662826538","0.7204526662826538"
"9975","0","0","0"
"10022","0.14444392919540405","0.14444392919540405","0.14444392919540405"
"10047","0.07020527124404907","0.07020527124404907","0.07020527124404907"
"10086","0","0","0"
"10242","0.6907790303230286","0.6907790303230286","0.6907790303230286"
"10450","0","0","0"
"10550","0","0","0"
"10589","0","0","0"
"10618","0","0","0"
"10633","0","0","0"
"10657","0","0","0"
"10728","0","0","0"
"10729","0","0","0"
"10776","0","0","0"
"10856","0","0","0"
"10973","0","0","0"
"11057","0","0","0"
"11064","0.6603823304176331","0.6603823304176331","0.6603823304176331"
"11211","0","0","0"
"11260","0.7853276133537292","0.7853276133537292","0.7853276133537292"
"11309","0.788449764251709","0.788449764251709","0.788449764251709"
"11481","0","0","0"
"11549","0","0","0"
"11581","0","0","0"
"11604","0","0","0"
"11626","0","0","0"
"11657","0.9031614661216736","0.9031614661216736","0.9031614661216736"
"11685","0","0","0"
"11734","0.7107031941413879","0.7107031941413879","0.7107031941413879"
"11735","0.8295785188674927","0.8295785188674927","0.8295785188674927"
"11788","0.7669638991355896","0.7669638991355896","0.7669638991355896"
"11834","0","0","0"
"11838","0","0","0"
"11873","0.7835003733634949","0.7835003733634949","0.7835003733634949"
"11976","0.2742009162902832","0.2742009162902832","0.2742009162902832"
"11988","0","0","0"
"11993","0","0","0"
"12044","0","0","0"
"12046","0.36891984939575195","0.36891984939575195","0.36891984939575195"
"12056","0","0","0"
"12072","0","0","0"
"12124","0","0","0"
"12132","0.210788294672966","0.210788294672966","0.210788294672966"
"12211","0.07956735789775848","0.07956735789775848","0.07956735789775848"
"12228","0","0","0"
"12348","0","0","0"
"12365","0","0","0"
"12381","0","0","0"
"12411","0.09321042895317078","0.09321042895317078","0.09321042895317078"
"12431","0","0","0"
"12456","0.17694737017154694","0.17694737017154694","0.17694737017154694"
"12476","0","0","0"
"12498","0.7521527409553528","0.7521527409553528","0.7521527409553528"
"12530","0","0","0"
"12537","0","0","0"
"12560","0","0","0"
"12639","0","0","0"
"12682","0","0","0"
"12754","0","0","0"
"12774","0","0","0"
"12838","0.6785967350006104","0.6785967350006104","0.6785967350006104"
"12842","0","0","0"
"12873","0.16169854998588562","0.16169854998588562","0.16169854998588562"
"12920","0.8876135945320129","0.8876135945320129","0.8876135945320129"
"12921","0","0","0"
"12948","0.13399474322795868","0.13399474322795868","0.13399474322795868"
"12964","0.611553430557251","0.611553430557251","0.611553430557251"
"13003","1.0613795518875122","1.0613795518875122","1.0613795518875122"
"13062","0.6621726751327515","0.6621726751327515","0.6621726751327515"
"13104","0.01666232943534851","0.01666232943534851","0.01666232943534851"
"13168","0","0","0"
"13176","0","0","0"
"13193","0","0","0"
"13227","0","0","0"
"13248","0","0","0"
"13280","0.8292360305786133","0.8292360305786133","0.8292360305786133"
"13286","0","0","0"
"13303","0","0","0"
"13365","0","0","0"
"13450","0.03519438952207565","0.03519438952207565","0.03519438952207565"
"13480","0.33037424087524414","0.33037424087524414","0.33037424087524414"
"13524","0","0","0"
"13537","0","0","0"
"13545","0.10983160138130188","0.10983160138130188","0.10983160138130188"
"13586","0","0","0"
"13597","0","0","0"
"13687","0","0","0"
"13738","0","0","0"
"13794","0.8379101753234863","0.8379101753234863","0.8379101753234863"
"13804","0.6693939566612244","0.6693939566612244","0.6693939566612244"
"13876","0.7907810211181641","0.7907810211181641","0.7907810211181641"
"13947","0.5107295513153076","0.5107295513153076","0.5107295513153076"
"13981","0.6102852821350098","0.6102852821350098","0.6102852821350098"
"13983","0","0","0"
"14042","0.6191765666007996","0.6191765666007996","0.6191765666007996"
"14145","0.647763729095459","0.647763729095459","0.647763729095459"
"14162","0","0","0"
"14174","0.6201747059822083","0.6201747059822083","0.6201747059822083"
"14212","0","0","0"
"14281","0","0","0"
"14291","0","0","0"
"14416","0.15121600031852722","0.15121600031852722","0.15121600031852722"
"14465","0.7330577373504639","0.7330577373504639","0.7330577373504639"
"14485","0.07107444107532501","0.07107444107532501","0.07107444107532501"
"14507","0.6222357749938965","0.6222357749938965","0.6222357749938965"
"14727","0.3875592350959778","0.3875592350959778","0.3875592350959778"
"14732","0","0","0"
"14816","0","0","0"
"14853","0.5539636015892029","0.5539636015892029","0.5539636015892029"
"14862","0","0","0"
"14871","0.41410917043685913","0.41410917043685913","0.41410917043685913"
"14946","0.48777323961257935","0.48777323961257935","0.48777323961257935"
"14977","1.3368945121765137","1.3368945121765137","1.3368945121765137"
"15031","0","0","0"
"15074","0","0","0"
"15080","0.9031614661216736","0.9031614661216736","0.9031614661216736"
"15125","0","0","0"
"15195","0.46911102533340454","0.46911102533340454","0.46911102533340454"
"15235","0.996253490447998","0.996253490447998","0.996253490447998"
"15246","0.7005274295806885","0.7005274295806885","0.7005274295806885"
"15265","0.8422629833221436","0.8422629833221436","0.8422629833221436"
"15267","0","0","0"
"15298","0.6503291726112366","0.6503291726112366","0.6503291726112366"
"15335","0.3748106062412262","0.3748106062412262","0.3748106062412262"
"15342","0.7916157841682434","0.7916157841682434","0.7916157841682434"
"15365","0.5795360207557678","0.5795360207557678","0.5795360207557678"
"15420","0","0","0"
"15421","0","0","0"
"15442","0.8944296836853027","0.8944296836853027","0.8944296836853027"
"15479","0.7663893699645996","0.7663893699645996","0.7663893699645996"
"15499","0","0","0"
"15549","0.7780652046203613","0.7780652046203613","0.7780652046203613"
"15620","0.3157385587692261","0.3157385587692261","0.3157385587692261"
"15621","0.4801420569419861","0.4801420569419861","0.4801420569419861"
"15740","0.8560109734535217","0.8560109734535217","0.8560109734535217"
"15743","0.47201743721961975","0.47201743721961975","0.47201743721961975"
"15752","0.4440218210220337","0.4440218210220337","0.4440218210220337"
"15759","0.996253490447998","0.996253490447998","0.996253490447998"
"15770","0.5908940434455872","0.5908940434455872","0.5908940434455872"
"15839","0.09802769124507904","0.09802769124507904","0.09802769124507904"
"15840","0.07954786717891693","0.07954786717891693","0.07954786717891693"
"15876","0.5020012855529785","0.5020012855529785","0.5020012855529785"
"15980","0","0","0"
"15999","0.9711716771125793","0.9711716771125793","0.9711716771125793"
"16000","0.47432196140289307","0.47432196140289307","0.47432196140289307"
"16015","0.772036612033844","0.772036612033844","0.772036612033844"
"16202","0.7521527409553528","0.7521527409553528","0.7521527409553528"
"16207","0.942345380783081","0.942345380783081","0.942345380783081"
"16220","0.5580488443374634","0.5580488443374634","0.5580488443374634"
"16273","0.5756117701530457","0.5756117701530457","0.5756117701530457"
"16275","0.5940276980400085","0.5940276980400085","0.5940276980400085"
"16325","0.5008869171142578","0.5008869171142578","0.5008869171142578"
"16329","0.7374845743179321","0.7374845743179321","0.7374845743179321"
"16364","0.7378368377685547","0.7378368377685547","0.7378368377685547"
"16411","0.7795917391777039","0.7795917391777039","0.7795917391777039"
"16426","0.3384392559528351","0.3384392559528351","0.3384392559528351"
"16510","0.890633225440979","0.890633225440979","0.890633225440979"
"16544","0.07474488019943237","0.07474488019943237","0.07474488019943237"
"16546","0.07575607299804688","0.07575607299804688","0.07575607299804688"
"16594","0.7130120992660522","0.7130120992660522","0.7130120992660522"
"16646","1.0049850940704346","1.0049850940704346","1.0049850940704346"
"16673","0.02983163110911846","0.02983163110911846","0.02983163110911846"
"16751","0.6671178936958313","0.6671178936958313","0.6671178936958313"
"16753","0.7539541125297546","0.7539541125297546","0.7539541125297546"
"16755","0.8133582472801208","0.8133582472801208","0.8133582472801208"
"16756","0.5998018383979797","0.5998018383979797","0.5998018383979797"
"16847","0.7801646590232849","0.7801646590232849","0.7801646590232849"
"16895","0.6344138979911804","0.6344138979911804","0.6344138979911804"
"16935","0.25794437527656555","0.25794437527656555","0.25794437527656555"
"16967","0.6751259565353394","0.6751259565353394","0.6751259565353394"
"16972","0.051492076367139816","0.051492076367139816","0.051492076367139816"
"16975","0.11230619251728058","0.11230619251728058","0.11230619251728058"
"16984","0.6145052909851074","0.6145052909851074","0.6145052909851074"
"16996","0.4952593445777893","0.4952593445777893","0.4952593445777893"
"17027","0.6884685754776001","0.6884685754776001","0.6884685754776001"
"17032","0.49441108107566833","0.49441108107566833","0.49441108107566833"
"17094","0.737402081489563","0.737402081489563","0.737402081489563"
"17114","0","0","0"
"17129","0.1936405748128891","0.1936405748128891","0.1936405748128891"
"17135","0.7539641261100769","0.7539641261100769","0.7539641261100769"
"17151","0.4440218210220337","0.4440218210220337","0.4440218210220337"
"17231","0.7330491542816162","0.7330491542816162","0.7330491542816162"
"17236","0.07042494416236877","0.07042494416236877","0.07042494416236877"
"17271","0.7538219690322876","0.7538219690322876","0.7538219690322876"
"17278","0.8136394619941711","0.8136394619941711","0.8136394619941711"
"17291","0.5985082983970642","0.5985082983970642","0.5985082983970642"
"17345","0.5060275793075562","0.5060275793075562","0.5060275793075562"
"17380","0.7199731469154358","0.7199731469154358","0.7199731469154358"
"17382","0.6621593832969666","0.6621593832969666","0.6621593832969666"
"17394","0.40142959356307983","0.40142959356307983","0.40142959356307983"
"17480","0.1567399650812149","0.1567399650812149","0.1567399650812149"
"17483","1.1081911325454712","1.1081911325454712","1.1081911325454712"
"17496","0.11230619251728058","0.11230619251728058","0.11230619251728058"
"17507","0.1552717685699463","0.1552717685699463","0.1552717685699463"
"17508","0.7662478089332581","0.7662478089332581","0.7662478089332581"
"17517","0","0","0"
"17548","0.03333604335784912","0.03333604335784912","0.03333604335784912"
"17580","0.613601565361023","0.613601565361023","0.613601565361023"
"17623","0.04486232250928879","0.04486232250928879","0.04486232250928879"
"17654","0.5586225390434265","0.5586225390434265","0.5586225390434265"
"17760","0.6060143709182739","0.6060143709182739","0.6060143709182739"
"17761","0.21308746933937073","0.21308746933937073","0.21308746933937073"
"17766","0.5776639580726624","0.5776639580726624","0.5776639580726624"
"17774","0.5985082983970642","0.5985082983970642","0.5985082983970642"
"17795","0.051492076367139816","0.051492076367139816","0.051492076367139816"
"17853","0.7011526823043823","0.7011526823043823","0.7011526823043823"
"17859","0.04843081533908844","0.04843081533908844","0.04843081533908844"
"17951","0.09801172465085983","0.09801172465085983","0.09801172465085983"
"17955","0.15937040746212006","0.15937040746212006","0.15937040746212006"
"17966","0.16736431419849396","0.16736431419849396","0.16736431419849396"
"18004","0.3285347819328308","0.3285347819328308","0.3285347819328308"
"18007","0.9100035429000854","0.9100035429000854","0.9100035429000854"
"18024","0.564750611782074","0.564750611782074","0.564750611782074"
"18110","0.5028927326202393","0.5028927326202393","0.5028927326202393"
"18125","0.06253988295793533","0.06253988295793533","0.06253988295793533"
"18160","0.10972093790769577","0.10972093790769577","0.10972093790769577"
"18168","0.27385613322257996","0.27385613322257996","0.27385613322257996"
"18187","0","0","0"
"18217","0.6485444903373718","0.6485444903373718","0.6485444903373718"
"18245","0.706297755241394","0.706297755241394","0.706297755241394"
"18248","0.05540014058351517","0.05540014058351517","0.05540014058351517"
"18299","0.5898866057395935","0.5898866057395935","0.5898866057395935"
"18353","0.3735283613204956","0.3735283613204956","0.3735283613204956"
"18380","0.6033720970153809","0.6033720970153809","0.6033720970153809"
"18397","0.3693910837173462","0.3693910837173462","0.3693910837173462"
"18411","0.35894444584846497","0.35894444584846497","0.35894444584846497"
"18437","0.08523935079574585","0.08523935079574585","0.08523935079574585"
"18448","0.5561826825141907","0.5561826825141907","0.5561826825141907"
"18449","0.5614833235740662","0.5614833235740662","0.5614833235740662"
"18485","0.7650275230407715","0.7650275230407715","0.7650275230407715"
"18542","0.7285347580909729","0.7285347580909729","0.7285347580909729"
"18551","0.7152613997459412","0.7152613997459412","0.7152613997459412"
"18585","0.8395284414291382","0.8395284414291382","0.8395284414291382"
"18665","0.5057750940322876","0.5057750940322876","0.5057750940322876"
"18679","0.15747816860675812","0.15747816860675812","0.15747816860675812"
"18701","0.0746539831161499","0.0746539831161499","0.0746539831161499"
"18818","0.12992238998413086","0.12992238998413086","0.12992238998413086"
"18827","0.1218225285410881","0.1218225285410881","0.1218225285410881"
"18935","0.184169739484787","0.184169739484787","0.184169739484787"
"18940","0.184169739484787","0.184169739484787","0.184169739484787"
"18958","0.9269933104515076","0.9269933104515076","0.9269933104515076"
"18967","0.8650262951850891","0.8650262951850891","0.8650262951850891"
"19091","0.8121548295021057","0.8121548295021057","0.8121548295021057"
"19130","0.4980763792991638","0.4980763792991638","0.4980763792991638"
"19263","0.7415053844451904","0.7415053844451904","0.7415053844451904"
"19324","0.1839538961648941","0.1839538961648941","0.1839538961648941"
"19373","0.27385613322257996","0.27385613322257996","0.27385613322257996"
"19445","0.09026069939136505","0.09026069939136505","0.09026069939136505"
"19464","0.038642942905426025","0.038642942905426025","0.038642942905426025"
"19497","0.5589522123336792","0.5589522123336792","0.5589522123336792"
"19584","0.09876607358455658","0.09876607358455658","0.09876607358455658"
"19625","0.09026069939136505","0.09026069939136505","0.09026069939136505"
"19654","0.05897559970617294","0.05897559970617294","0.05897559970617294"
"19675","0.6260035037994385","0.6260035037994385","0.6260035037994385"
"19727","0.6260035037994385","0.6260035037994385","0.6260035037994385"
"19737","0.13856826722621918","0.13856826722621918","0.13856826722621918"
"19857","0.08087857067584991","0.08087857067584991","0.08087857067584991"
"19866","0.21184054017066956","0.21184054017066956","0.21184054017066956"
"19871","0.035718388855457306","0.035718388855457306","0.035718388855457306"
"19881","0.08598973602056503","0.08598973602056503","0.08598973602056503"
"19888","0.7148043513298035","0.7148043513298035","0.7148043513298035"
"19945","0.07461880147457123","0.07461880147457123","0.07461880147457123"
"19967","0.6624842882156372","0.6624842882156372","0.6624842882156372"
"20086","0","0","0"
"20137","0.05897565931081772","0.05897565931081772","0.05897565931081772"
"20148","0.10335242003202438","0.10335242003202438","0.10335242003202438"
"20169","0.11872786283493042","0.11872786283493042","0.11872786283493042"
"20182","0.3872860074043274","0.3872860074043274","0.3872860074043274"
"20290","0.734453022480011","0.734453022480011","0.734453022480011"
"20325","0.04145197570323944","0.04145197570323944","0.04145197570323944"
"20346","0.671973466873169","0.671973466873169","0.671973466873169"
"20371","0.7063184976577759","0.7063184976577759","0.7063184976577759"
"20409","0.0503065250813961","0.0503065250813961","0.0503065250813961"
"20449","0.056682173162698746","0.056682173162698746","0.056682173162698746"
"20465","0.13058729469776154","0.13058729469776154","0.13058729469776154"
"20500","0.09026069939136505","0.09026069939136505","0.09026069939136505"
"20540","0.1634642481803894","0.1634642481803894","0.1634642481803894"
"20610","0.061103805899620056","0.061103805899620056","0.061103805899620056"
