"Step","env: MINECART - lambdas/component_2","env: MINECART - lambdas/component_2__MIN","env: MINECART - lambdas/component_2__MAX"
"5100","0.83231520652771","0.83231520652771","0.83231520652771"
"5200","0.83231520652771","0.83231520652771","0.83231520652771"
"5300","0.83231520652771","0.83231520652771","0.83231520652771"
"5400","0.83231520652771","0.83231520652771","0.83231520652771"
"5500","0.83231520652771","0.83231520652771","0.83231520652771"
"5600","0.83231520652771","0.83231520652771","0.83231520652771"
"5700","0.83231520652771","0.83231520652771","0.83231520652771"
"5800","0.83231520652771","0.83231520652771","0.83231520652771"
"5900","0.83231520652771","0.83231520652771","0.83231520652771"
"6000","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6100","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6200","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6300","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6400","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6500","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6600","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6700","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6800","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"6900","0.9928556680679321","0.9928556680679321","0.9928556680679321"
"7000","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7100","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7200","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7300","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7400","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7500","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7600","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7700","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7800","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"7900","0.056469377130270004","0.056469377130270004","0.056469377130270004"
"8000","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8100","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8200","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8300","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8400","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8500","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8600","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8700","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8800","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"8900","0.9999560713768005","0.9999560713768005","0.9999560713768005"
"9000","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9100","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9200","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9300","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9400","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9500","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9600","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9700","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9800","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"9900","0.35037556290626526","0.35037556290626526","0.35037556290626526"
"10000","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10100","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10200","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10300","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10400","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10500","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10600","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10700","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10800","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"10900","0.006685794796794653","0.006685794796794653","0.006685794796794653"
"11000","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11100","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11200","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11300","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11400","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11500","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11600","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11700","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11800","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"11900","0.041880957782268524","0.041880957782268524","0.041880957782268524"
"12000","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12100","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12200","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12300","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12400","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12500","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12600","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12700","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12800","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"12900","2.3057249620705988e-7","2.3057249620705988e-7","2.3057249620705988e-7"
"13000","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13100","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13200","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13300","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13400","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13500","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13600","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13700","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13800","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"13900","0.27844467759132385","0.27844467759132385","0.27844467759132385"
"14000","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14100","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14200","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14300","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14400","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14500","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14600","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14700","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14800","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"14900","0.8115383982658386","0.8115383982658386","0.8115383982658386"
"15000","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15100","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15200","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15300","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15400","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15500","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15600","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15700","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15800","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"15900","0.13386107981204987","0.13386107981204987","0.13386107981204987"
"16000","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16100","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16200","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16300","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16400","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16500","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16600","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16700","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16800","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"16900","0.49290400743484497","0.49290400743484497","0.49290400743484497"
"17000","0.3697544038295746","0.3697544038295746","0.3697544038295746"
"17100","0.3697544038295746","0.3697544038295746","0.3697544038295746"
"17200","0.3697544038295746","0.3697544038295746","0.3697544038295746"
"17300","0.3697544038295746","0.3697544038295746","0.3697544038295746"
"17400","0.3697544038295746","0.3697544038295746","0.3697544038295746"
"17500","0.3697544038295746","0.3697544038295746","0.3697544038295746"
"17600","0.3697544038295746","0.3697544038295746","0.3697544038295746"
