"Step","env: HUMANOID - ep_info/Forward","env: HUMANOID - ep_info/Forward__MIN","env: HUMANOID - ep_info/Forward__MAX"
"16","0.08145492093538144","0.08145492093538144","0.08145492093538144"
"17","0.4530795861720833","0.14999847030605454","0.859256800113036"
"19","3.0018567421662947","2.8490080301379357","3.154705454194654"
"20","3.3419392376726584","3.3419392376726584","3.3419392376726584"
"21","3.2571099700520816","3.2571099700520816","3.2571099700520816"
"23","3.72697619852944","2.8082302087650004","4.452941697789494"
"24","0.8749867974712268","0.8749867974712268","0.8749867974712268"
"25","4.760962863469865","4.760962863469865","4.760962863469865"
"26","0.8490935394554776","0.752306905583761","0.9458801733271942"
"28","6.90165420654853","6.90165420654853","6.90165420654853"
"29","-2.9905953237074296","-2.9905953237074296","-2.9905953237074296"
"34","10.869827033940565","10.869827033940565","10.869827033940565"
"39","4.482324393243975","2.861685664297021","6.10296312219093"
"41","0.8712475663832221","0.4257169949144648","1.3167781378519794"
"43","0.4419984260175439","0.4419984260175439","0.4419984260175439"
"44","6.223684533619526","6.223684533619526","6.223684533619526"
"45","6.106805656404239","6.106805656404239","6.106805656404239"
"46","-0.9653173229586811","-0.9653173229586811","-0.9653173229586811"
"49","4.457449427858484","2.0324467952675356","6.882452060449433"
"54","1.9894968405094853","1.9894968405094853","1.9894968405094853"
"57","3.4634314876090606","3.4634314876090606","3.4634314876090606"
"58","9.661084868882009","9.661084868882009","9.661084868882009"
"59","0.8103899900511148","0.8103899900511148","0.8103899900511148"
"63","0.5749154002250405","0.5749154002250405","0.5749154002250405"
"64","0.2812831287308227","0.2812831287308227","0.2812831287308227"
"66","1.2903532060408096","1.2903532060408096","1.2903532060408096"
"67","2.055478723318457","2.055478723318457","2.055478723318457"
"69","-0.18395838770254816","-0.18395838770254816","-0.18395838770254816"
"70","3.385691064559856","3.385691064559856","3.385691064559856"
"72","0.9852221526407963","0.9852221526407963","0.9852221526407963"
"73","3.6961106327619975","3.6961106327619975","3.6961106327619975"
"74","0.9485023846385949","0.9485023846385949","0.9485023846385949"
"81","2.884719903885925","2.884719903885925","2.884719903885925"
"84","-0.8303914706114653","-0.8303914706114653","-0.8303914706114653"
"86","-0.32590276272692825","-0.32590276272692825","-0.32590276272692825"
"87","1.5987929682865056","0.5161932707692743","2.681392665803737"
"88","-2.711206513263438","-2.711206513263438","-2.711206513263438"
"91","0.18350232468229075","0.18350232468229075","0.18350232468229075"
"93","3.2208105699607774","2.378487701833814","4.524299658647488"
"96","9.044103547997821","9.044103547997821","9.044103547997821"
"97","2.4689180797537778","2.4689180797537778","2.4689180797537778"
"98","0.013235395747255574","-0.6374591473073253","0.6639299388018365"
"101","5.401297758021095","5.401297758021095","5.401297758021095"
"103","0.3221129053370223","-0.1606172460812687","0.8048430567553133"
"104","11.974509295865532","11.974509295865532","11.974509295865532"
"105","5.084953185815868","4.247263021839873","5.922643349791862"
"107","3.187568067910699","3.187568067910699","3.187568067910699"
"109","4.248108488783648","4.248108488783648","4.248108488783648"
"113","3.1615835341790652","3.1615835341790652","3.1615835341790652"
"115","0.13432145697801223","0.13432145697801223","0.13432145697801223"
"116","6.1158858944880325","6.1158858944880325","6.1158858944880325"
"119","0.09412595340222288","0.09412595340222288","0.09412595340222288"
"120","2.139464454035197","2.139464454035197","2.139464454035197"
"121","0.14632946929070506","0.14632946929070506","0.14632946929070506"
"122","1.064943360399286","1.064943360399286","1.064943360399286"
"125","0.3987826334275816","0.12072727220486153","0.6768379946503016"
"127","-0.0026245992871852418","-0.0026245992871852418","-0.0026245992871852418"
"128","-0.060490441075876374","-0.060490441075876374","-0.060490441075876374"
"130","4.397967689843541","4.397967689843541","4.397967689843541"
"132","3.341661653415073","3.341661653415073","3.341661653415073"
"133","3.2578924054569667","3.2578924054569667","3.2578924054569667"
"138","0.9359119394269605","0.9359119394269605","0.9359119394269605"
"139","2.425715160865168","1.943684334191097","2.907745987539239"
"141","-0.23687007978611843","-0.23687007978611843","-0.23687007978611843"
"144","1.4305903719836148","1.4305903719836148","1.4305903719836148"
"147","1.9616098964774418","0.6848451041061954","3.238374688848688"
"148","0.8863219405313922","0.8863219405313922","0.8863219405313922"
"150","-0.5174340066395323","-2.8721420556188106","1.837274042339746"
"151","7.477107595635197","7.477107595635197","7.477107595635197"
"153","0.7608421284960152","-2.98840616582707","4.5100904228191006"
"158","0.7741611682014462","0.7741611682014462","0.7741611682014462"
"159","6.326404994786867","6.326404994786867","6.326404994786867"
"163","0.06802508711200861","0.06802508711200861","0.06802508711200861"
"164","3.0121674813197092","3.0121674813197092","3.0121674813197092"
