"Step","env: HUMANOID - ep_info/Forward","env: HUMANOID - ep_info/Forward__MIN","env: HUMANOID - ep_info/Forward__MAX"
"17","0.6565378296717328","0.47770172421133633","0.8353739351321293"
"18","0.32166927823138347","0.32166927823138347","0.32166927823138347"
"19","2.199393914206713","2.199393914206713","2.199393914206713"
"22","2.594540123617709","1.3116456525457587","3.877434594689659"
"23","4.4276853123741144","4.4276853123741144","4.4276853123741144"
"24","3.2714868650758806","3.2714868650758806","3.2714868650758806"
"27","-5.523217205116073","-5.523217205116073","-5.523217205116073"
"28","5.915473579726791","5.915473579726791","5.915473579726791"
"29","4.0517828278319294","4.0517828278319294","4.0517828278319294"
"32","0.862792202874381","0.862792202874381","0.862792202874381"
"36","3.7653842435718725","1.5382123190892099","5.992556168054535"
"37","2.7622292781299738","0.6900205699943954","4.834437986265552"
"40","1.3134726772387406","1.143122537143568","1.483822817333913"
"41","3.417185633481161","1.666890268233248","5.167480998729074"
"44","2.0475552788248543","0.40804818416159633","3.6870623734881125"
"45","-0.03504228580456491","-0.03504228580456491","-0.03504228580456491"
"46","4.672692516655038","4.672692516655038","4.672692516655038"
"48","0.7274949230291389","0.7274949230291389","0.7274949230291389"
"49","4.714564447315256","4.714564447315256","4.714564447315256"
"50","-2.8878390770634077","-2.8878390770634077","-2.8878390770634077"
"53","0.150495905607737","0.150495905607737","0.150495905607737"
"54","-1.230800150448892","-1.4957122044778681","-0.9658880964199159"
"55","3.1035279176004997","3.1035279176004997","3.1035279176004997"
"56","1.8905539538549614","1.8905539538549614","1.8905539538549614"
"57","2.0570758578202364","1.4954097120496583","2.618742003590815"
"59","0.9341751219733692","0.9341751219733692","0.9341751219733692"
"60","4.602110719603818","4.602110719603818","4.602110719603818"
"61","1.3334808634158426","-1.2037843284705685","3.870746055302254"
"65","6.947809173192159","6.947809173192159","6.947809173192159"
"67","3.0208166865519166","2.303079720823895","3.738553652279938"
"69","5.189344410962578","5.189344410962578","5.189344410962578"
"73","0.4356725912529042","0.4356725912529042","0.4356725912529042"
"75","0.6808926608163636","0.6808926608163636","0.6808926608163636"
"78","1.5852362755411076","1.5852362755411076","1.5852362755411076"
"79","0.9006740875481912","0.9006740875481912","0.9006740875481912"
"81","1.758080874452821","1.758080874452821","1.758080874452821"
"90","3.953955777716879","3.953955777716879","3.953955777716879"
"91","0.02073726094240375","0.02073726094240375","0.02073726094240375"
"93","3.186929185918495","1.1963561161407916","5.177502255696198"
"97","2.31359421954425","2.31359421954425","2.31359421954425"
"99","0.5047694488084399","0.5047694488084399","0.5047694488084399"
"101","1.3779925568161757","1.3779925568161757","1.3779925568161757"
"103","7.684786906786481","7.684786906786481","7.684786906786481"
"104","2.7463670694567384","2.0843892365155035","3.4083449023979737"
"106","0.6928529838005415","0.6928529838005415","0.6928529838005415"
"107","-1.9731336494226726","-1.9731336494226726","-1.9731336494226726"
"109","4.546983309289383","2.729367260329403","7.109712565076865"
"111","0.1735835601830188","0.1735835601830188","0.1735835601830188"
"112","5.082151969902296","5.082151969902296","5.082151969902296"
"113","0.8983057604355248","0.8983057604355248","0.8983057604355248"
"115","1.6488175792823487","1.6488175792823487","1.6488175792823487"
"116","-1.032907209228148","-1.032907209228148","-1.032907209228148"
"117","0.8794549305238357","0.8794549305238357","0.8794549305238357"
"118","-3.210199887566652","-3.210199887566652","-3.210199887566652"
"122","-2.6001777900765064","-5.004169567325122","-0.1961860128278903"
"123","1.6759317654584378","1.6759317654584378","1.6759317654584378"
"124","2.7929729104511005","0.5520579820325269","5.033887838869674"
"125","9.246157937448674","9.246157937448674","9.246157937448674"
"128","0.9521801455499064","0.9521801455499064","0.9521801455499064"
"129","0.9306201902438672","0.9306201902438672","0.9306201902438672"
"130","-1.410701141300388","-1.410701141300388","-1.410701141300388"
"134","0.28175623554029966","0.28175623554029966","0.28175623554029966"
"135","7.882828181737973","7.882828181737973","7.882828181737973"
"136","2.3018822195677022","2.3018822195677022","2.3018822195677022"
"137","1.2750204207990288","1.2750204207990288","1.2750204207990288"
"138","3.6601464228837903","1.6099321274790217","5.710360718288559"
"140","1.7405611248471093","-2.6353494720276522","4.694773307989709"
"141","4.581330578684486","4.581330578684486","4.581330578684486"
"142","2.599342342941334","2.599342342941334","2.599342342941334"
"146","3.103770917280979","3.103770917280979","3.103770917280979"
"150","3.896790529437934","0.40724408608080165","7.386336972795067"
"156","1.3284393535503667","1.3284393535503667","1.3284393535503667"
"157","1.4847803963329973","1.4847803963329973","1.4847803963329973"
"158","3.2515942289490463","3.2515942289490463","3.2515942289490463"
"159","2.187775997240054","2.187775997240054","2.187775997240054"
"160","1.822352004936049","1.822352004936049","1.822352004936049"
"161","5.516021397169288","5.516021397169288","5.516021397169288"
"162","3.6291820713267073","2.8105706403299964","4.447793502323418"
"163","2.5865624273808194","2.5865624273808194","2.5865624273808194"
"165","2.5734488323982516","2.1282051594213103","3.0186925053751934"
"167","-3.228624687965103","-3.228624687965103","-3.228624687965103"
"169","5.315321648522025","5.315321648522025","5.315321648522025"
"170","-1.4382699240899786","-5.242945406669719","2.366405558489762"
"172","2.1681925565671465","2.1681925565671465","2.1681925565671465"
"173","1.6085961503400945","0.25261790365250497","2.964574397027684"
"174","1.972055149885728","1.972055149885728","1.972055149885728"
"175","-2.9626747722617024","-2.9626747722617024","-2.9626747722617024"
"177","2.100520309738024","2.048562567845342","2.1524780516307067"
"178","2.7904923047753547","2.7904923047753547","2.7904923047753547"
"179","2.9584342438471203","2.9584342438471203","2.9584342438471203"
"180","2.2567065391777286","-0.16734827561452012","4.680761353969977"
"181","1.229417030618795","1.229417030618795","1.229417030618795"
"182","0.3890099503083402","-3.3439021562947238","4.121922056911404"
"183","-0.09260509011648048","-0.09260509011648048","-0.09260509011648048"
"186","1.2037750456362288","1.2037750456362288","1.2037750456362288"
