"Step","env: ROBUSTNESS_TEST1 - ep_info/Ball","env: ROBUSTNESS_TEST1 - ep_info/Ball__MIN","env: ROBUSTNESS_TEST1 - ep_info/Ball__MAX"
"15027","0","0","0"
"15048","0","0","0"
"15050","0","0","0"
"15051","4.37437485081188","4.37437485081188","4.37437485081188"
"15055","0","0","0"
"15059","0","0","0"
"15075","-8.163257125507238","-8.163257125507238","-8.163257125507238"
"15149","0","0","0"
"15197","0","0","0"
"15199","4.575537087322501","0","10.132912596580926"
"15254","0","0","0"
"15273","0","0","0"
"15349","0","0","0"
"15352","0","0","0"
"15378","0","0","0"
"15415","0","0","0"
"15427","0","0","0"
"15448","0","0","0"
"15471","0","0","0"
"15501","0","0","0"
"15527","5.369314121909522","5.369314121909522","5.369314121909522"
"15531","0","0","0"
"15564","0.06078351560974138","0.06078351560974138","0.06078351560974138"
"15568","0","0","0"
"15595","0","0","0"
"15599","0","0","0"
"15645","-0.23242030569967376","-0.23242030569967376","-0.23242030569967376"
"15665","5.124508332303432","5.124508332303432","5.124508332303432"
"15681","-0.5724564895255683","-0.5724564895255683","-0.5724564895255683"
"15683","-1.357665885093512","-1.357665885093512","-1.357665885093512"
"15700","0.9533595943359119","0.9533595943359119","0.9533595943359119"
"15721","0","0","0"
"15727","0","0","0"
"15752","0","0","0"
"15763","0","0","0"
"15792","0","0","0"
"15805","0","0","0"
"15817","0","0","0"
"15855","0","0","0"
"15871","-5.166607478810026","-10.333214957620052","0"
"15874","0","0","0"
"15875","-5.606143816446588","-5.606143816446588","-5.606143816446588"
"15931","0","0","0"
"15947","0","0","0"
"15976","12.898441047284445","12.898441047284445","12.898441047284445"
"16065","-4.498204376860265","-4.498204376860265","-4.498204376860265"
"16073","8.143339355403608","8.143339355403608","8.143339355403608"
"16083","3.1626335510469192","3.1626335510469192","3.1626335510469192"
"16121","0.5551136670539886","0.5551136670539886","0.5551136670539886"
"16152","0","0","0"
"16157","-0.22197951416122186","-0.22197951416122186","-0.22197951416122186"
"16178","0","0","0"
"16194","0","0","0"
"16232","0","0","0"
"16255","0","0","0"
"16288","-17.533966385971397","-17.533966385971397","-17.533966385971397"
"16301","0","0","0"
"16316","0","0","0"
"16317","0","0","0"
"16338","0","0","0"
"16397","0","0","0"
"16399","0","0","0"
"16404","0","0","0"
"16445","0","0","0"
"16454","0","0","0"
"16500","0","0","0"
"16507","12.379543951301416","12.379543951301416","12.379543951301416"
"16527","0","0","0"
"16592","-7.263840582474414","-14.527681164948827","0"
"16605","7.094303862965431","7.094303862965431","7.094303862965431"
"16650","3.820656669952344","0","7.641313339904688"
"16655","0","0","0"
"16667","0","0","0"
"16671","0","0","0"
"16689","16.355249440752672","16.355249440752672","16.355249440752672"
"16716","0","0","0"
"16717","-1.8332254660898366","-1.8332254660898366","-1.8332254660898366"
"16738","7.272743204971091","7.272743204971091","7.272743204971091"
"16799","-2.761575597766557","-5.560388254846133","0.03723705931301946"
"16833","-20.914252431933257","-20.914252431933257","-20.914252431933257"
"16845","-23.380601174550588","-23.380601174550588","-23.380601174550588"
"16900","0","0","0"
"16927","0","0","0"
"16931","0","0","0"
"16952","0","0","0"
"16986","7.102977435281062","7.102977435281062","7.102977435281062"
"16987","0","0","0"
"16992","2.961031247629975","2.961031247629975","2.961031247629975"
"17017","-20.633442854380135","-20.633442854380135","-20.633442854380135"
"17027","-3.693475694385552","-3.693475694385552","-3.693475694385552"
"17028","0","0","0"
"17032","25.63782418137105","25.63782418137105","25.63782418137105"
"17050","0","0","0"
"17094","0","0","0"
"17127","18.143844270186296","18.143844270186296","18.143844270186296"
"17139","0","0","0"
"17146","3.6822953741982323","3.6822953741982323","3.6822953741982323"
"17147","0","0","0"
"17197","-5.503821990476699","-5.503821990476699","-5.503821990476699"
"17278","0","0","0"
"17294","2.1148799346793132","2.1148799346793132","2.1148799346793132"
"17300","0","0","0"
"17349","-4.780651945709456","-4.780651945709456","-4.780651945709456"
"17352","0","0","0"
"17387","29.16182333267556","29.16182333267556","29.16182333267556"
"17392","0","0","0"
"17401","0","0","0"
"17405","14.448512157111265","14.448512157111265","14.448512157111265"
"17474","0","0","0"
"17475","0","0","0"
"17501","0","0","0"
"17516","0","0","0"
"17517","0.8100035408160733","0.8100035408160733","0.8100035408160733"
"17527","0","0","0"
"17547","0","0","0"
"17567","0","0","0"
"17595","34.730363222155596","34.730363222155596","34.730363222155596"
"17597","0","0","0"
"17604","0","0","0"
"17605","-4.432901404390171","-4.432901404390171","-4.432901404390171"
"17633","0","0","0"
"17645","-12.128144292923182","-12.128144292923182","-12.128144292923182"
"17682","0","0","0"
"17700","0","0","0"
"17707","0","0","0"
"17723","28.654107769425416","28.654107769425416","28.654107769425416"
"17731","4.449232501120938","4.449232501120938","4.449232501120938"
"17732","15.258119306159054","15.258119306159054","15.258119306159054"
"17741","0","0","0"
"17752","0","0","0"
"17763","0","0","0"
"17778","13.947301576701665","13.947301576701665","13.947301576701665"
"17786","-1.5854849190873166","-1.5854849190873166","-1.5854849190873166"
"17801","-3.4810136088092687","-3.4810136088092687","-3.4810136088092687"
"17806","10.064578887311434","10.064578887311434","10.064578887311434"
"17814","2.742515508107845","2.742515508107845","2.742515508107845"
"17823","-10.703624340183149","-10.703624340183149","-10.703624340183149"
"17828","0","0","0"
"17832","0","0","0"
"17862","-7.786609422854844","-7.786609422854844","-7.786609422854844"
"17871","4.773295345778766","4.773295345778766","4.773295345778766"
"17894","0","0","0"
"17929","0","0","0"
"17938","0","0","0"
"17971","3.6956346400526088","3.6956346400526088","3.6956346400526088"
"17976","0","0","0"
"17995","0","0","0"
"17999","4.117254210911343","0","8.234508421822685"
"18005","-4.202608893059633","-4.202608893059633","-4.202608893059633"
"18031","0","0","0"
"18085","-5.289778702728426","-5.289778702728426","-5.289778702728426"
"18123","0","0","0"
"18141","0","0","0"
"18149","0","0","0"
"18152","0","0","0"
"18186","0","0","0"
"18187","-12.031993909920072","-12.031993909920072","-12.031993909920072"
"18215","-3.1714751778037797","-3.1714751778037797","-3.1714751778037797"
"18251","-16.35870190445769","-16.35870190445769","-16.35870190445769"
"18255","8.319497707209255","8.319497707209255","8.319497707209255"
"18263","0","0","0"
"18274","0","0","0"
"18307","13.72978367275755","13.72978367275755","13.72978367275755"
"18329","0","0","0"
"18331","0","0","0"
"18338","0","0","0"
"18367","0","0","0"
"18397","26.973819778040188","26.973819778040188","26.973819778040188"
"18399","0","0","0"
"18403","0","0","0"
"18449","0","0","0"
"18465","0","0","0"
"18483","0","0","0"
"18494","0","0","0"
"18527","0.9752299611363674","0.9752299611363674","0.9752299611363674"
"18540","13.793786697756087","13.793786697756087","13.793786697756087"
"18552","0","0","0"
"18583","0","0","0"
"18650","3.0791744240982477","3.0791744240982477","3.0791744240982477"
"18667","0","0","0"
"18675","0","0","0"
"18701","-19.17697857939585","-19.17697857939585","-19.17697857939585"
"18717","0","0","0"
"18745","0","0","0"
"18747","0","0","0"
"18765","-33.70328097995663","-33.70328097995663","-33.70328097995663"
"18799","4.980547271529891","4.980547271529891","4.980547271529891"
"18805","0","0","0"
"18821","1.650618499070561","1.650618499070561","1.650618499070561"
"18865","0","0","0"
"18883","27.88744826556815","27.88744826556815","27.88744826556815"
"18894","6.871369481595669","6.871369481595669","6.871369481595669"
"18907","-4.931548863866186","-4.931548863866186","-4.931548863866186"
"18931","0","0","0"
"18957","10.541292611923598","10.541292611923598","10.541292611923598"
"18963","2.527903307821837","2.527903307821837","2.527903307821837"
"18983","0","0","0"
"18986","2.0926851224943555","2.0926851224943555","2.0926851224943555"
"18992","-7.850344924193441","-7.850344924193441","-7.850344924193441"
"19005","-15.85891858174034","-15.85891858174034","-15.85891858174034"
"19006","0","0","0"
"19023","0","0","0"
"19024","1.024577091368406","1.024577091368406","1.024577091368406"
"19028","0","0","0"
"19032","0","0","0"
"19048","0","0","0"
"19051","0","0","0"
"19074","0","0","0"
"19075","0","0","0"
"19107","0","0","0"
"19129","0","0","0"
"19135","0","0","0"
"19138","-0.8909501284583149","-0.8909501284583149","-0.8909501284583149"
"19146","0","0","0"
"19147","-21.5267099206073","-21.5267099206073","-21.5267099206073"
"19207","-21.653927739047493","-21.653927739047493","-21.653927739047493"
"19233","-4.0937541750802175","-4.0937541750802175","-4.0937541750802175"
"19265","0","0","0"
"19283","0","0","0"
"19299","0","0","0"
"19401","0","0","0"
"19406","0","0","0"
"19423","0","0","0"
"19462","-1.4866184843841053","-1.4866184843841053","-1.4866184843841053"
"19531","-5.666614480829142","-5.666614480829142","-5.666614480829142"
"19538","0","0","0"
"19549","6.549720273556128","6.549720273556128","6.549720273556128"
"19595","0","0","0"
"19603","-13.298919684519603","-13.298919684519603","-13.298919684519603"
"19621","0","0","0"
"19633","-3.714052247654477","-3.714052247654477","-3.714052247654477"
"19653","-12.510861712240226","-12.510861712240226","-12.510861712240226"
"19682","0","0","0"
"19686","0","0","0"
"19738","8.009182380884619","8.009182380884619","8.009182380884619"
"19801","0","0","0"
"19817","0","0","0"
"19830","2.455917109105394","2.455917109105394","2.455917109105394"
"19862","0","0","0"
"19863","0","0","0"
"19871","0","0","0"
"19907","1.829285882409326","1.829285882409326","1.829285882409326"
"19935","21.442650813224652","21.442650813224652","21.442650813224652"
"19938","0","0","0"
"19947","-7.225127531186937","-7.225127531186937","-7.225127531186937"
"19965","0","0","0"
"19999","0","0","0"
"20003","-2.364356256719192","-2.364356256719192","-2.364356256719192"
"20053","0","0","0"
"20065","0","0","0"
"20073","0","0","0"
"20099","9.982123367132404","9.982123367132404","9.982123367132404"
"20149","0","0","0"
"20250","-0.5515165994788074","-0.5515165994788074","-0.5515165994788074"
"20262","-1.1079137735418736","-1.1079137735418736","-1.1079137735418736"
"20274","-11.994180369170376","-11.994180369170376","-11.994180369170376"
"20292","0","0","0"
"20316","0","0","0"
"20338","0","0","0"
"20345","0","0","0"
"20365","0","0","0"
"20376","0","0","0"
"20407","0","0","0"
"20420","-11.426137590184279","-11.426137590184279","-11.426137590184279"
"20421","0","0","0"
"20431","0","0","0"
"20433","8.461165452668638","8.461165452668638","8.461165452668638"
"20445","1.5215524615376173","1.5215524615376173","1.5215524615376173"
"20473","5.305335447117573","5.305335447117573","5.305335447117573"
"20482","0","0","0"
"20483","0","0","0"
"20523","12.488509466613806","12.488509466613806","12.488509466613806"
"20531","0","0","0"
"20538","0","0","0"
"20549","-3.3400774954847887","-3.3400774954847887","-3.3400774954847887"
"20564","0","0","0"
"20579","0","0","0"
"20602","15.90831112980815","15.90831112980815","15.90831112980815"
"20632","0","0","0"
"20662","10.232896072001022","10.232896072001022","10.232896072001022"
"20716","0","0","0"
"20731","-3.9815639236323026","-3.9815639236323026","-3.9815639236323026"
"20735","-0.8280886562159334","-1.6561773124318668","0"
"20765","-6.925432157751567","-6.925432157751567","-6.925432157751567"
"20768","0","0","0"
"20773","0","0","0"
"20805","-0.9460304105928913","-0.9460304105928913","-0.9460304105928913"
"20862","0","0","0"
"20895","-5.931466218855274","-5.931466218855274","-5.931466218855274"
"20923","-0.5361979548021423","-0.5361979548021423","-0.5361979548021423"
"21001","-12.562077756715453","-12.562077756715453","-12.562077756715453"
"21030","18.680972650424316","18.680972650424316","18.680972650424316"
"21032","0","0","0"
"21055","0","0","0"
"21071","-7.768475751507941","-7.768475751507941","-7.768475751507941"
"21092","-0.38581375706108756","-0.38581375706108756","-0.38581375706108756"
"21107","7.046720363588782","7.046720363588782","7.046720363588782"
