"Step","env: ROBUSTNESS_TEST1 - ep_info/Energy","env: ROBUSTNESS_TEST1 - ep_info/Energy__MIN","env: ROBUSTNESS_TEST1 - ep_info/Energy__MAX"
"4030","-196.6180039194163","-196.6180039194163","-196.6180039194163"
"4065","-197.82414041412952","-197.82414041412952","-197.82414041412952"
"4085","-202.09161684026358","-202.09161684026358","-202.09161684026358"
"4134","-65.10087151530183","-65.10087151530183","-65.10087151530183"
"4224","-201.7668708425486","-201.7668708425486","-201.7668708425486"
"4262","-203.3369511373476","-203.3369511373476","-203.3369511373476"
"4273","-202.47229778517405","-202.47229778517405","-202.47229778517405"
"4276","-201.27647421007683","-201.27647421007683","-201.27647421007683"
"4311","-197.21259300572558","-197.21259300572558","-197.21259300572558"
"4399","-199.89208033444686","-199.89208033444686","-199.89208033444686"
"4465","-193.08347014691827","-193.08347014691827","-193.08347014691827"
"4503","-192.83189612618315","-192.83189612618315","-192.83189612618315"
"4564","-205.14589495419673","-205.14589495419673","-205.14589495419673"
"4574","-207.16504749283826","-207.16504749283826","-207.16504749283826"
"4647","-123.50539000572026","-123.50539000572026","-123.50539000572026"
"4673","-198.1219261590401","-198.1219261590401","-198.1219261590401"
"4735","-198.3634544822883","-198.3634544822883","-198.3634544822883"
"4762","-199.50404612314782","-199.50404612314782","-199.50404612314782"
"4779","-199.43652134595857","-199.43652134595857","-199.43652134595857"
"4799","-200.55431232359055","-202.4670456375484","-199.1720686589747"
"4900","-197.60621902267994","-197.60621902267994","-197.60621902267994"
"4918","-195.8906235104834","-195.8906235104834","-195.8906235104834"
"4927","-201.7793907604078","-201.7793907604078","-201.7793907604078"
"4934","-193.12166342916947","-193.12166342916947","-193.12166342916947"
"4964","-197.72265600026017","-197.72265600026017","-197.72265600026017"
"4974","-202.62583211989832","-202.62583211989832","-202.62583211989832"
"4977","-204.8291231558625","-204.8291231558625","-204.8291231558625"
"4981","-196.00429726105855","-196.00429726105855","-196.00429726105855"
"5045","-197.33604466820205","-197.33604466820205","-197.33604466820205"
"5062","-204.31075800777106","-204.31075800777106","-204.31075800777106"
"5073","-206.01374101983262","-206.01374101983262","-206.01374101983262"
"5089","-202.256117663305","-202.256117663305","-202.256117663305"
"5162","-199.5394044365523","-199.5394044365523","-199.5394044365523"
"5179","-203.98561009006303","-203.98561009006303","-203.98561009006303"
"5199","-202.24145283751673","-202.24145283751673","-202.24145283751673"
"5300","-203.71520198875356","-203.71520198875356","-203.71520198875356"
"5352","-199.36439374526262","-199.36439374526262","-199.36439374526262"
"5374","-212.2070641164534","-213.50298633036098","-210.9111419025458"
"5381","-207.58787150467825","-207.58787150467825","-207.58787150467825"
"5403","-206.93624071538412","-206.93624071538412","-206.93624071538412"
"5424","-209.90618901077363","-209.90618901077363","-209.90618901077363"
"5447","-206.73719840081662","-206.73719840081662","-206.73719840081662"
"5718","-206.8148424606959","-206.8148424606959","-206.8148424606959"
"5727","-201.3048858675832","-201.3048858675832","-201.3048858675832"
"5734","-204.45899973606777","-204.45899973606777","-204.45899973606777"
"5774","-209.3003689398796","-209.53184296079903","-209.06889491896018"
"5783","-205.70337502055472","-205.70337502055472","-205.70337502055472"
"5845","-208.64824735929454","-208.64824735929454","-208.64824735929454"
"5889","-203.0145608717818","-203.0145608717818","-203.0145608717818"
"5976","-81.63015701991657","-81.63015701991657","-81.63015701991657"
"5999","-207.98657647163108","-207.98657647163108","-207.98657647163108"
"6065","-197.13913816976122","-197.13913816976122","-197.13913816976122"
"6091","-206.09800507066805","-206.09800507066805","-206.09800507066805"
"6149","-206.80101131384313","-206.80101131384313","-206.80101131384313"
"6174","-205.10579671073728","-205.10579671073728","-205.10579671073728"
"6289","-200.170426794068","-200.170426794068","-200.170426794068"
"6343","-197.8256277625165","-197.8256277625165","-197.8256277625165"
"6367","-205.57451688302632","-205.57451688302632","-205.57451688302632"
"6399","-198.4535197655518","-198.4535197655518","-198.4535197655518"
"6454","-197.93629414889023","-197.93629414889023","-197.93629414889023"
"6500","-206.8368833336876","-206.8368833336876","-206.8368833336876"
"6518","-199.27943992083559","-199.27943992083559","-199.27943992083559"
"6549","-203.01190553180535","-203.01190553180535","-203.01190553180535"
"6552","-203.94456767605266","-203.94456767605266","-203.94456767605266"
"6581","-205.95806175883004","-205.95806175883004","-205.95806175883004"
"6583","-201.36486757371003","-201.36486757371003","-201.36486757371003"
"6601","-52.36245335980567","-52.36245335980567","-52.36245335980567"
"6624","-199.0552480569522","-199.0552480569522","-199.0552480569522"
"6627","-199.5337224162583","-199.5337224162583","-199.5337224162583"
"6632","-192.44420611415117","-192.44420611415117","-192.44420611415117"
"6650","-196.52075070698456","-196.52075070698456","-196.52075070698456"
"6664","-199.63041508444752","-199.63041508444752","-199.63041508444752"
"6686","-211.64693807432093","-211.64693807432093","-211.64693807432093"
"6741","-203.45541233118232","-203.45541233118232","-203.45541233118232"
"6776","-201.69162084479845","-201.69162084479845","-201.69162084479845"
"6799","-205.74797233499635","-207.2211221679616","-204.2748225020311"
"6865","-194.05131417173115","-194.05131417173115","-194.05131417173115"
"6873","-199.55919867716077","-199.55919867716077","-199.55919867716077"
"6900","-196.52740041748152","-196.52740041748152","-196.52740041748152"
"6934","-195.03131826335442","-195.03131826335442","-195.03131826335442"
"6949","-200.37733165030622","-200.37733165030622","-200.37733165030622"
"6964","-199.39921981039794","-199.39921981039794","-199.39921981039794"
"6978","-195.4479848150057","-195.4479848150057","-195.4479848150057"
"6995","-100.26365363456966","-100.26365363456966","-100.26365363456966"
"7024","-195.41285728562067","-195.41285728562067","-195.41285728562067"
"7027","-198.03461501657583","-198.03461501657583","-198.03461501657583"
"7032","-202.5094114489787","-202.5094114489787","-202.5094114489787"
"7047","-203.29222335656448","-203.29222335656448","-203.29222335656448"
"7062","-199.33353106426156","-199.33353106426156","-199.33353106426156"
"7064","-131.43737414282904","-131.43737414282904","-131.43737414282904"
"7071","-195.35642040673707","-195.35642040673707","-195.35642040673707"
"7103","-208.4000690344923","-208.4000690344923","-208.4000690344923"
"7111","-205.03176988041864","-205.03176988041864","-205.03176988041864"
"7265","-203.04162070902373","-203.04162070902373","-203.04162070902373"
"7285","-199.8885141107756","-199.8885141107756","-199.8885141107756"
"7300","-204.4416002759028","-204.4416002759028","-204.4416002759028"
"7321","-205.21717942779654","-205.21717942779654","-205.21717942779654"
"7352","-195.11865326130575","-195.11865326130575","-195.11865326130575"
"7377","-199.34501914368087","-199.34501914368087","-199.34501914368087"
"7383","-200.67467218607885","-200.67467218607885","-200.67467218607885"
"7401","-200.65296483093186","-200.65296483093186","-200.65296483093186"
"7424","-211.90110242855053","-211.90110242855053","-211.90110242855053"
"7427","-205.6645568368599","-205.6645568368599","-205.6645568368599"
"7467","-206.14989295481533","-206.14989295481533","-206.14989295481533"
"7473","-204.47143207372795","-204.47143207372795","-204.47143207372795"
"7486","-204.13124601032996","-204.13124601032996","-204.13124601032996"
"7489","-196.0272567307577","-196.0272567307577","-196.0272567307577"
"7503","-196.70175773783956","-196.70175773783956","-196.70175773783956"
"7576","-193.56772837411177","-193.56772837411177","-193.56772837411177"
"7599","-202.89525604150114","-205.39138418199659","-198.46130028509464"
"7665","-194.478293389256","-194.478293389256","-194.478293389256"
"7673","-198.78546107707567","-198.78546107707567","-198.78546107707567"
"7685","-202.81755946820545","-202.81755946820545","-202.81755946820545"
"7691","-198.2511939034537","-198.2511939034537","-198.2511939034537"
"7730","-201.610469418216","-201.610469418216","-201.610469418216"
"7749","-192.50045937705536","-192.50045937705536","-192.50045937705536"
"7752","-196.42627626139458","-196.42627626139458","-196.42627626139458"
"7774","-202.30551618091667","-202.30551618091667","-202.30551618091667"
"7783","-198.52151411485008","-198.52151411485008","-198.52151411485008"
"7847","-202.64686864255307","-202.64686864255307","-202.64686864255307"
"7873","-207.23583456665844","-207.23583456665844","-207.23583456665844"
"7889","-207.42351879424797","-207.42351879424797","-207.42351879424797"
"7903","-196.78464223216253","-196.78464223216253","-196.78464223216253"
"7935","-199.14595303892736","-199.14595303892736","-199.14595303892736"
"7938","-199.0841924142389","-199.0841924142389","-199.0841924142389"
"7976","-197.13682933138747","-197.13682933138747","-197.13682933138747"
"7999","-202.47097200145978","-202.47097200145978","-202.47097200145978"
"8098","-202.0881822415651","-202.0881822415651","-202.0881822415651"
"8099","-199.52997290124887","-199.52997290124887","-199.52997290124887"
"8141","-198.78998196241366","-198.78998196241366","-198.78998196241366"
"8163","-199.49770379692686","-199.49770379692686","-199.49770379692686"
"8201","-202.9275357302262","-202.9275357302262","-202.9275357302262"
"8232","-196.30038605916033","-196.30038605916033","-196.30038605916033"
"8247","-202.4443369657758","-202.4443369657758","-202.4443369657758"
"8250","-200.96729827048645","-200.96729827048645","-200.96729827048645"
"8260","-204.93535864018344","-204.93535864018344","-204.93535864018344"
"8264","-202.64269479242296","-202.64269479242296","-202.64269479242296"
"8338","-197.17535085514075","-197.17535085514075","-197.17535085514075"
"8399","-193.1742750874144","-196.62143254771289","-189.7271176271159"
"8478","-194.0004815057446","-194.0004815057446","-194.0004815057446"
"8497","-207.39702687282895","-207.39702687282895","-207.39702687282895"
"8510","-55.58263837307128","-55.58263837307128","-55.58263837307128"
"8527","-198.37963465018535","-198.37963465018535","-198.37963465018535"
"8544","-202.6915300847085","-202.6915300847085","-202.6915300847085"
"8574","-199.51274407703565","-199.51274407703565","-199.51274407703565"
"8603","-199.36541209805733","-199.36541209805733","-199.36541209805733"
"8615","-147.92306825243486","-147.92306825243486","-147.92306825243486"
"8647","-204.97121972113214","-204.97121972113214","-204.97121972113214"
"8674","-194.0567465713876","-194.0567465713876","-194.0567465713876"
"8686","-202.2346182460619","-202.2346182460619","-202.2346182460619"
"8779","-201.0449117264588","-201.0449117264588","-201.0449117264588"
"8865","-198.06843537684014","-198.06843537684014","-198.06843537684014"
"8883","-198.7374048886544","-198.7374048886544","-198.7374048886544"
"8923","-62.488655570584385","-62.488655570584385","-62.488655570584385"
"8927","-201.96696360455252","-201.96696360455252","-201.96696360455252"
"8941","-196.01876494044419","-196.01876494044419","-196.01876494044419"
"8944","-200.61485520147428","-200.61485520147428","-200.61485520147428"
"8974","-203.08698385251455","-207.20288886840686","-198.97107883662227"
"9032","-192.89615893884496","-192.89615893884496","-192.89615893884496"
"9086","-201.3604689435457","-201.3604689435457","-201.3604689435457"
"9141","-207.00111469943076","-207.00111469943076","-207.00111469943076"
"9179","-202.47032590508928","-202.47032590508928","-202.47032590508928"
"9197","-198.72041986766868","-198.72041986766868","-198.72041986766868"
"9199","-201.11943714783865","-201.95070482138848","-200.2881694742888"
"9265","-196.4042296922668","-196.4042296922668","-196.4042296922668"
"9278","-201.3841120485169","-201.3841120485169","-201.3841120485169"
"9300","-198.1089125076017","-198.1089125076017","-198.1089125076017"
"9318","-199.40112792099333","-199.40112792099333","-199.40112792099333"
"9323","-196.12720346761736","-196.12720346761736","-196.12720346761736"
"9330","-196.45224512896334","-196.45224512896334","-196.45224512896334"
"9349","-193.66047648732135","-193.66047648732135","-193.66047648732135"
"9427","-200.08678954401066","-200.08678954401066","-200.08678954401066"
"9450","-196.79748888959395","-196.79748888959395","-196.79748888959395"
"9459","-200.18589270786","-200.18589270786","-200.18589270786"
"9462","-194.87072221189283","-194.87072221189283","-194.87072221189283"
"9549","-190.88712903191617","-190.88712903191617","-190.88712903191617"
"9553","-207.34283930368085","-207.34283930368085","-207.34283930368085"
"9567","-204.5747483375029","-204.5747483375029","-204.5747483375029"
"9654","-197.51911076006985","-197.51911076006985","-197.51911076006985"
"9683","-201.8932274544454","-201.8932274544454","-201.8932274544454"
"9718","-205.71859839236674","-205.71859839236674","-205.71859839236674"
"9721","-199.01128962029208","-199.01128962029208","-199.01128962029208"
"9723","-196.55496611381676","-196.55496611381676","-196.55496611381676"
"9734","-201.6834907712846","-201.6834907712846","-201.6834907712846"
"9741","-197.9873442886317","-197.9873442886317","-197.9873442886317"
"9744","-198.86543220744332","-198.86543220744332","-198.86543220744332"
"9794","-96.74083165991273","-96.74083165991273","-96.74083165991273"
"9827","-201.87033199864908","-201.87033199864908","-201.87033199864908"
"9832","-201.5261440103067","-201.5261440103067","-201.5261440103067"
"9847","-202.081359727114","-202.081359727114","-202.081359727114"
"9862","-199.42632180240926","-199.42632180240926","-199.42632180240926"
"9864","-198.4337442384219","-198.4337442384219","-198.4337442384219"
"9871","-195.1949997326936","-195.1949997326936","-195.1949997326936"
"9901","-194.21500667138773","-194.21500667138773","-194.21500667138773"
"9935","-197.87400856168878","-197.87400856168878","-197.87400856168878"
"9941","-204.0582189723192","-204.0582189723192","-204.0582189723192"
"9967","-205.20860910057795","-205.20860910057795","-205.20860910057795"
"9999","-196.36191951938522","-196.36191951938522","-196.36191951938522"
"10054","-205.35634161329637","-205.35634161329637","-205.35634161329637"
"10068","-198.73479260460422","-198.73479260460422","-198.73479260460422"
"10078","-201.54087914503992","-201.54087914503992","-201.54087914503992"
"10141","-201.6776637672434","-201.6776637672434","-201.6776637672434"
"10163","-201.5725230083519","-201.5725230083519","-201.5725230083519"
"10174","-204.4599344304714","-204.4599344304714","-204.4599344304714"
"10177","-211.95692700913546","-211.95692700913546","-211.95692700913546"
"10201","-197.52723254405382","-197.52723254405382","-197.52723254405382"
"10247","-206.45414702941298","-206.45414702941298","-206.45414702941298"
"10260","-197.89289201748718","-197.89289201748718","-197.89289201748718"
"10264","-201.66326532213048","-201.66326532213048","-201.66326532213048"
"10286","-200.73360268540898","-200.73360268540898","-200.73360268540898"
"10331","-204.6855591684218","-204.6855591684218","-204.6855591684218"
"10335","-206.01002464988244","-206.01002464988244","-206.01002464988244"
"10337","-199.25449087254134","-199.25449087254134","-199.25449087254134"
"10376","-207.56748041418643","-207.56748041418643","-207.56748041418643"
"10397","-193.04691973642653","-193.04691973642653","-193.04691973642653"
"10468","-200.81589274412977","-200.81589274412977","-200.81589274412977"
"10485","-201.04195663126038","-201.04195663126038","-201.04195663126038"
"10497","-194.4898091881316","-194.4898091881316","-194.4898091881316"
"10552","-202.76537642604583","-202.76537642604583","-202.76537642604583"
"10563","-203.6078171274366","-203.6078171274366","-203.6078171274366"
"10583","-200.9839429897583","-200.9839429897583","-200.9839429897583"
"10594","-205.61557259797283","-205.61557259797283","-205.61557259797283"
"10603","-201.1836863227964","-201.1836863227964","-201.1836863227964"
"10620","-215.31885833777497","-215.31885833777497","-215.31885833777497"
"10648","-204.51556246356023","-204.51556246356023","-204.51556246356023"
"10650","-203.0636251401748","-203.0636251401748","-203.0636251401748"
"10655","-201.93924394647874","-201.93924394647874","-201.93924394647874"
"10671","-202.6148401360993","-202.6148401360993","-202.6148401360993"
"10686","-200.92546494614155","-200.92546494614155","-200.92546494614155"
"10731","-202.2612743311439","-202.2612743311439","-202.2612743311439"
"10741","-207.08302086130908","-207.08302086130908","-207.08302086130908"
"10799","-206.33050507716794","-208.80489030317614","-202.90777456377893"
"10865","-210.14948111015067","-210.14948111015067","-210.14948111015067"
"10873","-194.56889164469962","-194.56889164469962","-194.56889164469962"
"10885","-75.3661221082574","-75.3661221082574","-75.3661221082574"
"10897","-203.74881678994586","-203.74881678994586","-203.74881678994586"
"10974","-200.67821682114976","-200.67821682114976","-200.67821682114976"
"10978","-197.03276945965328","-197.03276945965328","-197.03276945965328"
"10994","-206.38307502002803","-206.38307502002803","-206.38307502002803"
"11015","-202.28350893807982","-202.28350893807982","-202.28350893807982"
"11027","-199.27559065720206","-199.27559065720206","-199.27559065720206"
"11048","-210.85449487111268","-210.85449487111268","-210.85449487111268"
"11050","-206.5927973648953","-206.5927973648953","-206.5927973648953"
"11064","-201.28195797571297","-201.28195797571297","-201.28195797571297"
"11116","-208.53153250055271","-208.53153250055271","-208.53153250055271"
"11171","-209.82797102175653","-209.82797102175653","-209.82797102175653"
"11199","-201.71282238563057","-201.71282238563057","-201.71282238563057"
"11245","-94.87950756681171","-94.87950756681171","-94.87950756681171"
"11254","-203.14898488476416","-203.14898488476416","-203.14898488476416"
"11265","-195.86914225445665","-195.86914225445665","-195.86914225445665"
"11300","-209.45640478157807","-209.45640478157807","-209.45640478157807"
"11321","-203.6672538683385","-203.6672538683385","-203.6672538683385"
"11331","-201.3643847417111","-201.3643847417111","-201.3643847417111"
"11334","-209.03747220866387","-209.03747220866387","-209.03747220866387"
"11349","-204.52792377396105","-204.52792377396105","-204.52792377396105"
"11363","-202.7700288038885","-202.7700288038885","-202.7700288038885"
"11374","-215.18124113556365","-215.18124113556365","-215.18124113556365"
"11396","-202.78410597421205","-202.78410597421205","-202.78410597421205"
"11401","-201.94094435985235","-201.94094435985235","-201.94094435985235"
"11414","-108.51974504087207","-108.51974504087207","-108.51974504087207"
"11455","-205.02748850894736","-205.02748850894736","-205.02748850894736"
"11474","-201.7375941316455","-201.7375941316455","-201.7375941316455"
"11516","-197.792019687355","-197.792019687355","-197.792019687355"
"11553","-205.59668626518712","-205.59668626518712","-205.59668626518712"
"11597","-199.07877188635393","-199.07877188635393","-199.07877188635393"
"11631","-205.90984175190934","-205.90984175190934","-205.90984175190934"
"11665","-209.40284527632062","-209.40284527632062","-209.40284527632062"
"11678","-203.78319464954788","-203.78319464954788","-203.78319464954788"
"11685","-208.9833184301245","-208.9833184301245","-208.9833184301245"
"11700","-208.13350250992391","-208.13350250992391","-208.13350250992391"
"11730","-202.06275139862962","-202.06275139862962","-202.06275139862962"
"11731","-206.74327270823326","-206.74327270823326","-206.74327270823326"
"11774","-208.03190301469218","-208.03190301469218","-208.03190301469218"
"11788","-203.84310586948297","-203.84310586948297","-203.84310586948297"
"11801","-206.5026983469954","-211.60482745465995","-201.40056923933085"
"11803","-200.2509871732515","-200.2509871732515","-200.2509871732515"
"11815","-200.97216885718973","-200.97216885718973","-200.97216885718973"
"11817","-203.69997318574147","-203.69997318574147","-203.69997318574147"
"11916","-198.06181560044553","-198.06181560044553","-198.06181560044553"
"11938","-200.7996564637832","-200.7996564637832","-200.7996564637832"
"11953","-208.55361976916413","-208.55361976916413","-208.55361976916413"
"11999","-197.93919067258054","-197.93919067258054","-197.93919067258054"
"12085","-205.33862366670638","-206.39968638341068","-204.27756095000206"
"12121","-203.0099309874283","-203.0099309874283","-203.0099309874283"
"12131","-202.1460025334675","-202.1460025334675","-202.1460025334675"
"12174","-202.48307785888645","-202.48307785888645","-202.48307785888645"
"12192","-95.77251951081287","-95.77251951081287","-95.77251951081287"
"12194","-201.41195151763085","-201.41195151763085","-201.41195151763085"
"12201","-204.63523643259578","-204.63523643259578","-204.63523643259578"
"12214","-204.208909793059","-204.208909793059","-204.208909793059"
"12215","-188.3347398557989","-188.3347398557989","-188.3347398557989"
"12327","-63.07727782977141","-63.07727782977141","-63.07727782977141"
"12335","-205.19563965809954","-205.19563965809954","-205.19563965809954"
"12349","-205.33608921524083","-205.33608921524083","-205.33608921524083"
"12368","-207.08428413491598","-207.08428413491598","-207.08428413491598"
"12454","-208.8270144931258","-208.8270144931258","-208.8270144931258"
"12468","-203.50879659394946","-203.50879659394946","-203.50879659394946"
"12481","-41.01898269257653","-41.01898269257653","-41.01898269257653"
"12483","-204.70947986536382","-204.70947986536382","-204.70947986536382"
"12497","-203.50260430392814","-203.50260430392814","-203.50260430392814"
"12531","-205.00557635968684","-205.00557635968684","-205.00557635968684"
"12574","-200.96848532165103","-204.46219025913916","-197.4747803841629"
"12578","-42.05331067814677","-42.05331067814677","-42.05331067814677"
"12592","-200.5119190862486","-200.5119190862486","-200.5119190862486"
"12624","-200.1695239275038","-200.1695239275038","-200.1695239275038"
"12675","-201.39351970034713","-201.39351970034713","-201.39351970034713"
"12686","-205.16278882393692","-205.16278882393692","-205.16278882393692"
"12705","-67.29122698708704","-67.29122698708704","-67.29122698708704"
"12727","-209.83873446416806","-209.83873446416806","-209.83873446416806"
"12735","-199.3176907316407","-199.3176907316407","-199.3176907316407"
"12749","-204.4182096610934","-204.4182096610934","-204.4182096610934"
"12779","-191.33705914041875","-191.33705914041875","-191.33705914041875"
"12799","-202.21385565290925","-206.41533656992587","-198.01237473589262"
"12845","-200.0150544860453","-200.0150544860453","-200.0150544860453"
"12854","-200.0321042896229","-200.0321042896229","-200.0321042896229"
"12885","-196.9378975812001","-196.9378975812001","-196.9378975812001"
"12897","-204.18546745964326","-204.18546745964326","-204.18546745964326"
"12963","-204.9966830710402","-204.9966830710402","-204.9966830710402"
"12974","-205.77825703631547","-205.77825703631547","-205.77825703631547"
"13001","-204.6653749094436","-204.6653749094436","-204.6653749094436"
"13032","-201.2611612878337","-201.2611612878337","-201.2611612878337"
"13062","-205.52619875255056","-205.52619875255056","-205.52619875255056"
"13071","-212.0469472737029","-212.0469472737029","-212.0469472737029"
"13105","-203.4841889910745","-203.4841889910745","-203.4841889910745"
"13149","-200.45154170293","-200.45154170293","-200.45154170293"
"13199","-203.89046736805972","-203.89046736805972","-203.89046736805972"
"13254","-207.11114088707166","-207.11114088707166","-207.11114088707166"
"13285","-202.25973441523385","-202.25973441523385","-202.25973441523385"
"13297","-195.81724552292027","-195.81724552292027","-195.81724552292027"
"13300","-51.25189711867081","-51.25189711867081","-51.25189711867081"
"13341","-208.6584614911476","-208.6584614911476","-208.6584614911476"
"13344","-205.12049814441767","-205.12049814441767","-205.12049814441767"
"13374","-215.98098230804425","-215.98098230804425","-215.98098230804425"
"13396","-196.68474460372389","-196.68474460372389","-196.68474460372389"
"13401","-207.1863539187056","-207.1863539187056","-207.1863539187056"
"13420","-202.29776768138552","-202.29776768138552","-202.29776768138552"
"13427","-199.78044382679718","-199.78044382679718","-199.78044382679718"
"13450","-201.21126590964428","-201.21126590964428","-201.21126590964428"
"13451","-184.73281890148684","-184.73281890148684","-184.73281890148684"
"13474","-206.17363337733744","-206.17363337733744","-206.17363337733744"
"13475","-203.74796844061407","-203.74796844061407","-203.74796844061407"
"13517","-114.15587701060035","-114.15587701060035","-114.15587701060035"
"13531","-200.79149491505694","-200.79149491505694","-200.79149491505694"
"13539","-207.55616780861075","-207.55616780861075","-207.55616780861075"
"13549","-196.50085616362458","-196.50085616362458","-196.50085616362458"
"13568","-205.68014618684538","-205.68014618684538","-205.68014618684538"
"13645","-203.4516421082069","-203.4516421082069","-203.4516421082069"
"13649","-200.7155527723459","-200.7155527723459","-200.7155527723459"
"13707","-82.86324141429905","-82.86324141429905","-82.86324141429905"
"13727","-204.63007083527435","-204.63007083527435","-204.63007083527435"
"13774","-203.1833863535738","-203.1833863535738","-203.1833863535738"
"13778","-198.27061216359996","-198.27061216359996","-198.27061216359996"
"13794","-196.7489153882376","-196.7489153882376","-196.7489153882376"
"13801","-200.0064102116675","-200.0064102116675","-200.0064102116675"
"13814","-199.90946108113334","-199.90946108113334","-199.90946108113334"
"13871","-198.82540041642278","-198.82540041642278","-198.82540041642278"
"13888","-202.174909512307","-202.174909512307","-202.174909512307"
"13901","-200.01005177621352","-200.01005177621352","-200.01005177621352"
"13931","-207.80169576006443","-207.80169576006443","-207.80169576006443"
"14045","-196.53048680554951","-196.53048680554951","-196.53048680554951"
"14049","-205.06651551864329","-205.06651551864329","-205.06651551864329"
"14065","-206.10905669878218","-206.10905669878218","-206.10905669878218"
"14068","-199.90102532863952","-199.90102532863952","-199.90102532863952"
"14078","-199.81296090243316","-199.81296090243316","-199.81296090243316"
"14121","-209.34610393306093","-209.34610393306093","-209.34610393306093"
"14141","-196.71565170451507","-196.71565170451507","-196.71565170451507"
"14162","-203.761488673191","-203.761488673191","-203.761488673191"
"14174","-196.51418767366297","-196.51418767366297","-196.51418767366297"
"14215","-201.62220740559818","-201.62220740559818","-201.62220740559818"
"14248","-197.65363331640123","-197.65363331640123","-197.65363331640123"
"14271","-201.77621754777013","-201.77621754777013","-201.77621754777013"
"14288","-191.38133856267712","-191.38133856267712","-191.38133856267712"
"14301","-201.09018714049094","-201.09018714049094","-201.09018714049094"
"14327","-203.1776681041348","-203.1776681041348","-203.1776681041348"
"14346","-210.5859316370505","-210.5859316370505","-210.5859316370505"
"14376","-199.50379505655343","-199.50379505655343","-199.50379505655343"
"14399","-203.28457252721068","-203.28457252721068","-203.28457252721068"
"14431","-198.6957777073612","-198.6957777073612","-198.6957777073612"
"14449","-202.18579832009823","-202.18579832009823","-202.18579832009823"
"14497","-205.6408762732137","-205.6408762732137","-205.6408762732137"
"14530","-203.64437205304478","-203.64437205304478","-203.64437205304478"
