"Step","env: ROBUSTNESS_TEST2 - ep_info/Ball","env: ROBUSTNESS_TEST2 - ep_info/Ball__MIN","env: ROBUSTNESS_TEST2 - ep_info/Ball__MAX"
"52","26.16754991564414","26.16754991564414","26.16754991564414"
"399","0","0","0"
"1199","-14.941364842321413","-14.941364842321413","-14.941364842321413"
"1262","4.128025451281018","4.128025451281018","4.128025451281018"
"1549","-6.2888696297300015","-6.2888696297300015","-6.2888696297300015"
"1570","0","0","0"
"1599","0","0","0"
"1636","0","0","0"
"1652","0","0","0"
"1662","0","0","0"
"1849","15.138261767571622","15.138261767571622","15.138261767571622"
"1922","10.975260914556753","10.975260914556753","10.975260914556753"
"1969","0","0","0"
"1999","3.202628684813506","0","9.097292071836916"
"2052","0","0","0"
"2071","-4.158257515490837","-4.158257515490837","-4.158257515490837"
"2185","9.1012544514662","1.166912262035896","17.035596640896504"
"2299","-7.724651074725211","-7.724651074725211","-7.724651074725211"
"2369","0.6855231879272672","0.6855231879272672","0.6855231879272672"
"2399","1.8815126155831763","-15.86780832302059","17.782503430146775"
"2446","0","0","0"
"2521","0","0","0"
"2530","0","0","0"
"2566","0.5898010931073125","0.5898010931073125","0.5898010931073125"
"2581","0","0","0"
"2585","0","0","0"
"2688","0","0","0"
"2749","0","0","0"
"2769","2.0125195867523695","2.0125195867523695","2.0125195867523695"
"2799","0","0","0"
"2845","10.97159104218137","10.97159104218137","10.97159104218137"
"2921","0","0","0"
"2930","10.908672513422012","10.908672513422012","10.908672513422012"
"2933","-10.63258676010881","-10.63258676010881","-10.63258676010881"
"2946","3.447864378197738","3.447864378197738","3.447864378197738"
"2981","0","0","0"
"3099","0","0","0"
"3169","0","0","0"
"3181","-19.998585681356623","-19.998585681356623","-19.998585681356623"
"3199","0","0","0"
"3236","19.883511898035835","19.883511898035835","19.883511898035835"
"3252","0","0","0"
"3321","0","0","0"
"3385","0.9835518231840257","0.9835518231840257","0.9835518231840257"
"3499","0","0","0"
"3581","0","0","0"
"3599","4.602781304414869","-1.8429041105581243","15.65124802380273"
"3631","0","0","0"
"3645","0","0","0"
"3662","0","0","0"
"3671","0","0","0"
"3676","1.3460598373189638","1.3460598373189638","1.3460598373189638"
"3730","0","0","0"
"3760","0.44717936553259896","0.44717936553259896","0.44717936553259896"
"3877","-3.0134112680464433","-3.0134112680464433","-3.0134112680464433"
"3930","0","0","0"
"3969","10.30821242925775","10.30821242925775","10.30821242925775"
"3970","0","0","0"
"3981","0","0","0"
"4036","0","0","0"
"4069","0","0","0"
"4070","4.786073461910641","4.786073461910641","4.786073461910641"
"4085","-15.029765127231952","-15.029765127231952","-15.029765127231952"
"4121","2.9355983641198087","2.9355983641198087","2.9355983641198087"
"4151","0","0","0"
"4159","17.844222246619253","17.844222246619253","17.844222246619253"
"4160","24.997262825461668","24.997262825461668","24.997262825461668"
"4181","0","0","0"
"4185","0","0","0"
"4288","0","0","0"
"4299","6.96251328490837","6.96251328490837","6.96251328490837"
"4324","0","0","0"
"4349","0","0","0"
"4369","-2.584507213868493","-2.584507213868493","-2.584507213868493"
"4370","0","0","0"
"4381","0","0","0"
"4399","5.289519651856748","0","10.579039303713497"
"4445","0","0","0"
"4462","0","0","0"
"4476","0","0","0"
"4576","0","0","0"
"4585","14.468664444126432","14.468664444126432","14.468664444126432"
"4699","0","0","0"
"4749","0","0","0"
"4765","0","0","0"
"4769","0","0","0"
"4781","0","0","0"
"4799","0","0","0"
"4846","-1.4640565672252415","-1.4640565672252415","-1.4640565672252415"
"4862","0","0","0"
"4869","0","0","0"
"4871","-8.543507568034933","-8.543507568034933","-8.543507568034933"
"4874","0","0","0"
"4880","0","0","0"
"4906","0","0","0"
"4946","0","0","0"
"4951","0","0","0"
"4959","0","0","0"
"5079","0","0","0"
"5088","-10.957882721604522","-10.957882721604522","-10.957882721604522"
"5169","0","0","0"
"5181","0","0","0"
"5199","0.42778087552565136","-0.9260218910054796","2.2093645175824337"
"5231","0","0","0"
"5252","-33.218857191463954","-33.218857191463954","-33.218857191463954"
"5269","-1.8761663541618545","-1.8761663541618545","-1.8761663541618545"
"5271","8.719934122724307","8.719934122724307","8.719934122724307"
"5276","0","0","0"
"5280","0","0","0"
"5306","0","0","0"
"5322","-37.96476613032485","-37.96476613032485","-37.96476613032485"
"5346","0","0","0"
"5352","20.60611117149186","20.60611117149186","20.60611117149186"
"5376","0","0","0"
"5381","0","0","0"
"5488","-4.727175969359332","-4.727175969359332","-4.727175969359332"
"5530","0","0","0"
"5544","2.6865879319635306","2.6865879319635306","2.6865879319635306"
"5565","0","0","0"
"5569","0","0","0"
"5594","12.229142237185222","12.229142237185222","12.229142237185222"
"5599","6.375928059352667","2.8453617707851873","9.906494347920146"
"5647","0","0","0"
"5652","12.200482928164497","12.200482928164497","12.200482928164497"
"5751","0","0","0"
"5874","0","0","0"
"5930","3.633758429883292","3.633758429883292","3.633758429883292"
"5965","0","0","0"
"5969","0","0","0"
