"Step","env: ROBUSTNESS_TEST2 - ep_info/Energy","env: ROBUSTNESS_TEST2 - ep_info/Energy__MIN","env: ROBUSTNESS_TEST2 - ep_info/Energy__MAX"
"3760","-205.70827958444207","-205.70827958444207","-205.70827958444207"
"3877","-202.36298857376877","-202.36298857376877","-202.36298857376877"
"3930","-196.3196440233441","-196.3196440233441","-196.3196440233441"
"3969","-202.02901405493824","-202.02901405493824","-202.02901405493824"
"3970","-205.03884444098344","-205.03884444098344","-205.03884444098344"
"3981","-199.7911192132437","-199.7911192132437","-199.7911192132437"
"4036","-204.35754269835675","-204.35754269835675","-204.35754269835675"
"4069","-200.76095213378682","-200.76095213378682","-200.76095213378682"
"4070","-35.190342332161656","-35.190342332161656","-35.190342332161656"
"4085","-45.327845319657285","-45.327845319657285","-45.327845319657285"
"4121","-194.7283416476648","-194.7283416476648","-194.7283416476648"
"4151","-198.63600876023753","-198.63600876023753","-198.63600876023753"
"4159","-21.757466259778127","-21.757466259778127","-21.757466259778127"
"4160","-198.61339421371667","-198.61339421371667","-198.61339421371667"
"4181","-213.90045799139315","-213.90045799139315","-213.90045799139315"
"4185","-203.4692215536001","-203.4692215536001","-203.4692215536001"
"4288","-198.22511110382516","-198.22511110382516","-198.22511110382516"
"4299","-203.29243642714772","-203.29243642714772","-203.29243642714772"
"4324","-203.37568951915802","-203.37568951915802","-203.37568951915802"
"4349","-199.30274092177808","-199.30274092177808","-199.30274092177808"
"4369","-200.08247989895497","-200.08247989895497","-200.08247989895497"
"4370","-201.14382836749013","-201.14382836749013","-201.14382836749013"
"4381","-195.6887090482571","-195.6887090482571","-195.6887090482571"
"4399","-198.69169750858208","-200.6584538038778","-196.72494121328634"
"4445","-204.46442529215076","-204.46442529215076","-204.46442529215076"
"4462","-201.01581368169835","-201.01581368169835","-201.01581368169835"
"4476","-197.02968187377334","-197.02968187377334","-197.02968187377334"
"4576","-201.36644136418806","-201.36644136418806","-201.36644136418806"
"4585","-199.29060096589325","-199.29060096589325","-199.29060096589325"
"4699","-201.0419900020753","-201.0419900020753","-201.0419900020753"
"4749","-200.96088834438982","-200.96088834438982","-200.96088834438982"
"4765","-195.46429112256905","-195.46429112256905","-195.46429112256905"
"4769","-191.40876781853655","-191.40876781853655","-191.40876781853655"
"4781","-197.43116483701246","-197.43116483701246","-197.43116483701246"
"4799","-193.08589026052306","-193.08589026052306","-193.08589026052306"
"4846","-195.94423513175212","-195.94423513175212","-195.94423513175212"
"4862","-191.638598021761","-191.638598021761","-191.638598021761"
"4869","-203.0409383984346","-203.0409383984346","-203.0409383984346"
"4871","-200.6478691712715","-200.6478691712715","-200.6478691712715"
"4874","-207.60910467371414","-207.60910467371414","-207.60910467371414"
"4880","-197.20914560424654","-197.20914560424654","-197.20914560424654"
"4906","-206.50586808187376","-206.50586808187376","-206.50586808187376"
"4946","-197.65746871377644","-197.65746871377644","-197.65746871377644"
"4951","-200.4629503666754","-200.4629503666754","-200.4629503666754"
"4959","-197.43262175873932","-197.43262175873932","-197.43262175873932"
"5079","-207.1861055070742","-207.1861055070742","-207.1861055070742"
"5088","-201.2266873327476","-201.2266873327476","-201.2266873327476"
"5169","-212.7927722131442","-212.7927722131442","-212.7927722131442"
"5181","-200.4890646359191","-200.4890646359191","-200.4890646359191"
"5199","-204.19521214936776","-206.9838192679214","-200.9314941956814"
"5231","-206.7232836552766","-206.7232836552766","-206.7232836552766"
"5252","-198.64899686955044","-198.64899686955044","-198.64899686955044"
"5269","-205.06792158747155","-205.06792158747155","-205.06792158747155"
"5271","-210.22568887044523","-210.22568887044523","-210.22568887044523"
"5276","-203.0075034985118","-203.0075034985118","-203.0075034985118"
"5280","-208.93442406630948","-208.93442406630948","-208.93442406630948"
"5306","-206.4802040536973","-206.4802040536973","-206.4802040536973"
"5322","-61.68486144861203","-61.68486144861203","-61.68486144861203"
"5346","-206.45011587561984","-206.45011587561984","-206.45011587561984"
"5352","-80.62830258948404","-80.62830258948404","-80.62830258948404"
"5376","-211.47216358145928","-211.47216358145928","-211.47216358145928"
"5381","-207.8349443806494","-209.60319521711784","-206.06669354418096"
"5488","-211.30530896105225","-211.30530896105225","-211.30530896105225"
"5530","-210.02142905524045","-210.02142905524045","-210.02142905524045"
"5544","-203.40526474455913","-203.40526474455913","-203.40526474455913"
"5565","-203.17691889892356","-203.17691889892356","-203.17691889892356"
"5569","-206.93440302941073","-206.93440302941073","-206.93440302941073"
"5594","-149.4389741185669","-149.4389741185669","-149.4389741185669"
"5599","-203.47485671183654","-207.76461578425292","-199.18509763942012"
"5647","-203.61190447017464","-203.61190447017464","-203.61190447017464"
"5652","-201.77582589873424","-201.77582589873424","-201.77582589873424"
"5751","-210.83685299770437","-210.83685299770437","-210.83685299770437"
"5874","-206.92096937139277","-206.92096937139277","-206.92096937139277"
"5930","-201.45756145141536","-201.45756145141536","-201.45756145141536"
"5965","-206.65274944476863","-206.65274944476863","-206.65274944476863"
"5969","-205.83241749983898","-205.83241749983898","-205.83241749983898"
"5981","-203.36027183688483","-203.36027183688483","-203.36027183688483"
"5999","-202.9545886716541","-205.93816348770014","-199.9710138556081"
"6046","-207.86929521205528","-207.86929521205528","-207.86929521205528"
"6047","-206.43118328341387","-206.43118328341387","-206.43118328341387"
"6069","-216.58801471941902","-216.58801471941902","-216.58801471941902"
"6071","-205.2732829157065","-205.2732829157065","-205.2732829157065"
"6107","-203.94186151862678","-203.94186151862678","-203.94186151862678"
"6114","-58.23002248322164","-58.23002248322164","-58.23002248322164"
"6176","-201.64229641800867","-201.64229641800867","-201.64229641800867"
"6185","-203.8843182496414","-203.8843182496414","-203.8843182496414"
"6283","-144.4841308853178","-144.4841308853178","-144.4841308853178"
"6299","-201.06582714324276","-201.06582714324276","-201.06582714324276"
"6322","-204.6499862787731","-204.6499862787731","-204.6499862787731"
"6330","-197.08267116273717","-197.08267116273717","-197.08267116273717"
"6340","-202.09369334604463","-202.09369334604463","-202.09369334604463"
"6349","-200.71918661081878","-200.71918661081878","-200.71918661081878"
"6365","-198.3907844690216","-198.3907844690216","-198.3907844690216"
"6369","-195.0904978478519","-195.0904978478519","-195.0904978478519"
"6394","-203.14216427337846","-203.14216427337846","-203.14216427337846"
"6431","-199.33260466311924","-199.33260466311924","-199.33260466311924"
"6446","-206.0776419962873","-206.0776419962873","-206.0776419962873"
"6471","-196.84094428071376","-196.84094428071376","-196.84094428071376"
"6493","-201.31613445739015","-201.31613445739015","-201.31613445739015"
"6510","-56.23766059132667","-56.23766059132667","-56.23766059132667"
"6551","-199.2914938861411","-199.2914938861411","-199.2914938861411"
"6560","-199.5569589891013","-199.5569589891013","-199.5569589891013"
"6581","-197.46083620640724","-197.46083620640724","-197.46083620640724"
"6585","-195.67781411707242","-195.67781411707242","-195.67781411707242"
"6601","-132.81751458100595","-132.81751458100595","-132.81751458100595"
"6730","-206.7753434869985","-206.7753434869985","-206.7753434869985"
"6742","-204.98014992738553","-204.98014992738553","-204.98014992738553"
"6744","-199.40060420666754","-199.40060420666754","-199.40060420666754"
"6749","-197.08008898817002","-197.08008898817002","-197.08008898817002"
"6769","-197.3369585594866","-197.3369585594866","-197.3369585594866"
"6781","-196.42368141651528","-196.42368141651528","-196.42368141651528"
"6799","-198.94937620928766","-200.9201067847013","-196.97864563387407"
"6862","-198.73819527471278","-198.73819527471278","-198.73819527471278"
"6870","-202.24302290209081","-202.24302290209081","-202.24302290209081"
"6907","-202.76484370014447","-202.76484370014447","-202.76484370014447"
"6914","-199.7457616670048","-199.7457616670048","-199.7457616670048"
"6921","-196.49592321980484","-196.49592321980484","-196.49592321980484"
"6922","-199.11165603535906","-199.11165603535906","-199.11165603535906"
"6930","-205.81376238952433","-205.81376238952433","-205.81376238952433"
"6951","-188.93269396136964","-188.93269396136964","-188.93269396136964"
"6985","-200.28278371279993","-200.62583391792086","-199.93973350767902"
"6991","-200.06031230604893","-200.06031230604893","-200.06031230604893"
"7001","-195.19920624278797","-195.19920624278797","-195.19920624278797"
"7064","-133.43960830323024","-133.43960830323024","-133.43960830323024"
"7087","-200.511982850141","-200.511982850141","-200.511982850141"
"7122","-198.65786648741903","-198.65786648741903","-198.65786648741903"
"7137","-199.44020299988756","-199.44020299988756","-199.44020299988756"
"7142","-200.6108981198454","-200.6108981198454","-200.6108981198454"
"7169","-199.5035464098375","-199.5035464098375","-199.5035464098375"
"7170","-204.07096598374326","-204.07096598374326","-204.07096598374326"
"7181","-199.17205208551218","-199.17205208551218","-199.17205208551218"
"7199","-205.8846805332568","-206.11755702303873","-205.65180404347487"
"7231","-197.26836013611816","-197.26836013611816","-197.26836013611816"
"7262","-197.6237045611145","-197.6237045611145","-197.6237045611145"
"7276","-204.22637322981205","-204.22637322981205","-204.22637322981205"
"7302","-199.01982900030532","-199.01982900030532","-199.01982900030532"
"7307","-200.60322353762112","-200.60322353762112","-200.60322353762112"
"7321","-197.35666680018718","-197.35666680018718","-197.35666680018718"
"7330","-194.57068348918108","-194.57068348918108","-194.57068348918108"
"7351","-203.5405419130468","-203.5405419130468","-203.5405419130468"
"7381","-206.9040502990934","-206.9040502990934","-206.9040502990934"
"7385","-197.40582208922285","-197.40582208922285","-197.40582208922285"
"7399","-158.01599299905723","-158.01599299905723","-158.01599299905723"
"7401","-210.76530193073359","-210.76530193073359","-210.76530193073359"
"7439","-183.80525907203224","-183.80525907203224","-183.80525907203224"
"7443","-201.16536130667404","-201.16536130667404","-201.16536130667404"
"7464","-198.8039514807936","-198.8039514807936","-198.8039514807936"
"7487","-203.44841727211613","-203.44841727211613","-203.44841727211613"
"7537","-206.5842999586729","-206.5842999586729","-206.5842999586729"
"7549","-205.2935274272343","-205.2935274272343","-205.2935274272343"
"7569","-203.8653539508698","-206.95529469892116","-200.77541320281844"
"7581","-199.84202950378346","-199.84202950378346","-199.84202950378346"
"7594","-205.23396382835227","-205.23396382835227","-205.23396382835227"
"7599","-207.4014925450098","-207.4014925450098","-207.4014925450098"
"7662","-202.6302577437424","-202.6302577437424","-202.6302577437424"
"7669","-206.38315270615124","-206.38315270615124","-206.38315270615124"
"7670","-202.30371534165184","-202.30371534165184","-202.30371534165184"
"7671","-194.00675599513968","-194.00675599513968","-194.00675599513968"
"7680","-207.7246151251466","-207.7246151251466","-207.7246151251466"
"7714","-200.51876980152","-200.51876980152","-200.51876980152"
"7750","-200.25784934236597","-200.25784934236597","-200.25784934236597"
"7763","-85.68607718962353","-85.68607718962353","-85.68607718962353"
"7781","-201.30154033515345","-203.6035213150558","-198.99955935525114"
"7785","-203.4641993280173","-204.05255501622239","-202.87584363981222"
"7801","-199.27917053070453","-199.27917053070453","-199.27917053070453"
"7860","-129.93815565262483","-129.93815565262483","-129.93815565262483"
"7888","-198.51044940222724","-198.51044940222724","-198.51044940222724"
"7922","-204.5207500114375","-204.5207500114375","-204.5207500114375"
"7937","-196.97458968985242","-196.97458968985242","-196.97458968985242"
"7944","-200.64608211617212","-200.64608211617212","-200.64608211617212"
"7949","-195.66996281841514","-195.66996281841514","-195.66996281841514"
"7965","-206.59142258657033","-206.59142258657033","-206.59142258657033"
"7969","-203.91197523715272","-203.91197523715272","-203.91197523715272"
"7987","-188.42570887506685","-188.42570887506685","-188.42570887506685"
"7999","-201.88856033344132","-204.63951664916735","-199.13760401771532"
"8031","-196.10407941446138","-196.10407941446138","-196.10407941446138"
"8047","-204.06271790337013","-204.06271790337013","-204.06271790337013"
"8080","-195.70797402206574","-195.70797402206574","-195.70797402206574"
"8093","-198.9955127530432","-198.9955127530432","-198.9955127530432"
"8132","-208.2654270253452","-208.2654270253452","-208.2654270253452"
"8135","-201.72884425951594","-201.72884425951594","-201.72884425951594"
"8151","-194.64605756494296","-194.64605756494296","-194.64605756494296"
"8164","-198.9829809205009","-198.9829809205009","-198.9829809205009"
"8185","-201.39286040565707","-205.74921297518245","-197.0365078361317"
"8287","-197.63057058673553","-197.63057058673553","-197.63057058673553"
"8299","-200.7523554267206","-200.7523554267206","-200.7523554267206"
"8344","-202.99007723497354","-202.99007723497354","-202.99007723497354"
"8365","-195.19998334656813","-195.19998334656813","-195.19998334656813"
"8369","-196.85685787016592","-196.85685787016592","-196.85685787016592"
"8399","-197.9450048956081","-199.7507701606633","-194.5495477011317"
"8431","-198.9069724970001","-198.9069724970001","-198.9069724970001"
"8447","-207.4368150229427","-207.4368150229427","-207.4368150229427"
"8469","-190.3219490613668","-190.3219490613668","-190.3219490613668"
"8476","-208.07497908752137","-208.07497908752137","-208.07497908752137"
"8480","-204.66668422044617","-204.66668422044617","-204.66668422044617"
"8510","-199.9411314381033","-199.9411314381033","-199.9411314381033"
"8514","-206.94900495701478","-206.94900495701478","-206.94900495701478"
"8550","-195.670879325482","-195.670879325482","-195.670879325482"
"8564","-199.9819729368958","-199.9819729368958","-199.9819729368958"
"8566","-192.54032009740416","-192.54032009740416","-192.54032009740416"
"8599","-202.80289429165612","-202.80289429165612","-202.80289429165612"
"8660","-199.70034271331673","-199.70034271331673","-199.70034271331673"
"8699","-203.48321972431216","-203.48321972431216","-203.48321972431216"
"8716","-203.4166286134984","-203.4166286134984","-203.4166286134984"
"8753","-203.80200533174437","-203.80200533174437","-203.80200533174437"
"8794","-204.7730496076525","-204.7730496076525","-204.7730496076525"
"8799","-197.92085808524212","-197.92085808524212","-197.92085808524212"
"8847","-201.21929612632073","-201.21929612632073","-201.21929612632073"
"8871","-36.74619757537907","-36.74619757537907","-36.74619757537907"
"8880","-198.60696606669958","-198.60696606669958","-198.60696606669958"
"8914","-200.69433513941493","-200.69433513941493","-200.69433513941493"
"8921","-203.68891555923932","-203.68891555923932","-203.68891555923932"
"8964","-197.4694371561905","-197.4694371561905","-197.4694371561905"
"8966","-197.66324737621963","-197.66324737621963","-197.66324737621963"
"8991","-191.785758521468","-191.785758521468","-191.785758521468"
"8999","-195.61544511029635","-195.61544511029635","-195.61544511029635"
"9001","-199.77618883144197","-199.77618883144197","-199.77618883144197"
"9099","-193.80546468801487","-193.80546468801487","-193.80546468801487"
"9137","-195.0311224565611","-195.0311224565611","-195.0311224565611"
"9142","-202.76415868421702","-202.76415868421702","-202.76415868421702"
"9149","-200.9842585404246","-200.9842585404246","-200.9842585404246"
"9153","-199.80263559609918","-199.80263559609918","-199.80263559609918"
"9181","-194.50326649080662","-194.50326649080662","-194.50326649080662"
"9189","-202.76551674914788","-202.76551674914788","-202.76551674914788"
"9252","-193.0024305739494","-193.0024305739494","-193.0024305739494"
"9271","-197.4606153705698","-197.4606153705698","-197.4606153705698"
"9281","-199.26185774211757","-199.26185774211757","-199.26185774211757"
"9295","-205.13592903807094","-205.13592903807094","-205.13592903807094"
"9310","-200.00987772593786","-200.00987772593786","-200.00987772593786"
"9321","-202.21079667644892","-202.21079667644892","-202.21079667644892"
"9330","-192.01285559597648","-192.01285559597648","-192.01285559597648"
"9332","-194.7492639024245","-194.7492639024245","-194.7492639024245"
"9346","-201.66818101522026","-201.66818101522026","-201.66818101522026"
"9364","-199.00524519473703","-199.00524519473703","-199.00524519473703"
"9366","-199.10444617429266","-199.10444617429266","-199.10444617429266"
"9455","-197.06109743451358","-197.06109743451358","-197.06109743451358"
"9483","-200.1458548755389","-200.1458548755389","-200.1458548755389"
"9499","-199.8298626624328","-199.8298626624328","-199.8298626624328"
"9516","-189.91862895508768","-189.91862895508768","-189.91862895508768"
"9530","-197.06206255744388","-197.06206255744388","-197.06206255744388"
"9534","-167.08290770164785","-167.08290770164785","-167.08290770164785"
"9537","-197.14541213674607","-197.14541213674607","-197.14541213674607"
"9544","-203.00989659604758","-203.00989659604758","-203.00989659604758"
"9549","-202.47967041245658","-202.47967041245658","-202.47967041245658"
"9569","-197.95300828714446","-197.95300828714446","-197.95300828714446"
"9587","-195.4424406568886","-195.4424406568886","-195.4424406568886"
"9589","-193.96583153574772","-193.96583153574772","-193.96583153574772"
"9594","-201.13435464196823","-201.13435464196823","-201.13435464196823"
"9598","-139.94526765414506","-139.94526765414506","-139.94526765414506"
"9599","-196.1774381689345","-196.1826298820998","-196.17224645576914"
"9671","-196.59265578707036","-202.10836589044294","-191.07694568369777"
"9676","-199.3726810474451","-199.3726810474451","-199.3726810474451"
"9680","-192.0346495928489","-192.0346495928489","-192.0346495928489"
"9693","-198.9894591778472","-198.9894591778472","-198.9894591778472"
"9707","-205.39375682344328","-205.39375682344328","-205.39375682344328"
"9714","-202.11107507411597","-202.11107507411597","-202.11107507411597"
"9730","-198.66672123712124","-198.66672123712124","-198.66672123712124"
"9741","-199.59677973947512","-199.59677973947512","-199.59677973947512"
"9743","-205.6315098190222","-205.6315098190222","-205.6315098190222"
"9760","-201.1455820909553","-201.1455820909553","-201.1455820909553"
"9781","-196.1283381891425","-196.1283381891425","-196.1283381891425"
"9785","-192.9520566027465","-192.9520566027465","-192.9520566027465"
"9860","-199.54571833806298","-199.54571833806298","-199.54571833806298"
"9864","-200.07794843481105","-200.07794843481105","-200.07794843481105"
"9883","-210.61145445962458","-210.61145445962458","-210.61145445962458"
"9913","-196.96012717486417","-196.96012717486417","-196.96012717486417"
"9916","-202.92134744970292","-202.92134744970292","-202.92134744970292"
"9965","-201.81538851691616","-201.81538851691616","-201.81538851691616"
"9999","-198.21173683638025","-198.21173683638025","-198.21173683638025"
"10047","-197.96853114737587","-197.96853114737587","-197.96853114737587"
"10071","-202.00016424642823","-202.68766485398126","-201.3126636388752"
"10076","-199.7906359633166","-199.7906359633166","-199.7906359633166"
"10081","-198.53640789062538","-198.53640789062538","-198.53640789062538"
"10095","-202.4943096588041","-202.4943096588041","-202.4943096588041"
"10101","-54.999601486431786","-54.999601486431786","-54.999601486431786"
"10107","-196.26025645056757","-196.26025645056757","-196.26025645056757"
"10114","-196.89885004638217","-196.89885004638217","-196.89885004638217"
"10121","-200.62420893311273","-200.62420893311273","-200.62420893311273"
"10130","-198.40969818916048","-198.40969818916048","-198.40969818916048"
"10135","-198.3776611730179","-198.3776611730179","-198.3776611730179"
"10141","-198.9493672033094","-198.9493672033094","-198.9493672033094"
"10143","-206.448147631883","-206.448147631883","-206.448147631883"
"10160","-198.67497330273764","-200.56542109467","-196.78452551080528"
"10181","-203.4069573311089","-203.4069573311089","-203.4069573311089"
"10185","-198.8010538236598","-201.7555926638029","-195.84651498351667"
"10230","-201.5159729119907","-201.5159729119907","-201.5159729119907"
"10243","-200.91630909601147","-200.91630909601147","-200.91630909601147"
"10260","-56.549965273389354","-56.549965273389354","-56.549965273389354"
"10313","-199.44154673958602","-199.44154673958602","-199.44154673958602"
"10349","-208.24491262739667","-208.24491262739667","-208.24491262739667"
"10365","-196.4914322909585","-196.4914322909585","-196.4914322909585"
"10381","-199.16581130463288","-199.16581130463288","-199.16581130463288"
"10399","-197.45095861491484","-197.59525483296778","-197.30666239686192"
"10469","-189.77556851507498","-189.77556851507498","-189.77556851507498"
"10471","-207.18383974141852","-207.18383974141852","-207.18383974141852"
"10507","-195.63530648620815","-195.63530648620815","-195.63530648620815"
"10521","-198.7095875753288","-198.7095875753288","-198.7095875753288"
"10541","-209.3442489198618","-209.3442489198618","-209.3442489198618"
"10585","-198.47219455020644","-198.47219455020644","-198.47219455020644"
"10630","-195.83010100535216","-195.83010100535216","-195.83010100535216"
"10637","-192.43358826185545","-192.43358826185545","-192.43358826185545"
"10643","-204.14774055533658","-204.14774055533658","-204.14774055533658"
"10660","-201.18211084008266","-201.18211084008266","-201.18211084008266"
"10734","-204.47329122889363","-204.47329122889363","-204.47329122889363"
"10737","-208.1903192668229","-208.1903192668229","-208.1903192668229"
"10769","-202.50268292357921","-202.50268292357921","-202.50268292357921"
"10784","-205.27017880300787","-205.27017880300787","-205.27017880300787"
"10787","-196.26767541376591","-196.26767541376591","-196.26767541376591"
"10831","-197.15248055712573","-197.15248055712573","-197.15248055712573"
"10869","-206.58980622526138","-206.58980622526138","-206.58980622526138"
"10870","-202.29118121983356","-202.29118121983356","-202.29118121983356"
"10901","-205.87781275289737","-205.87781275289737","-205.87781275289737"
"10910","-202.80022061508282","-202.80022061508282","-202.80022061508282"
"10941","-199.08915698812845","-199.08915698812845","-199.08915698812845"
"10950","-196.6247380905768","-196.6247380905768","-196.6247380905768"
"10951","-190.2628002188419","-190.2628002188419","-190.2628002188419"
"10991","-201.05844888699082","-201.05844888699082","-201.05844888699082"
"10999","-198.45173421238147","-198.45173421238147","-198.45173421238147"
"11001","-200.73626882994728","-200.73626882994728","-200.73626882994728"
"11055","-202.75632245895838","-202.75632245895838","-202.75632245895838"
"11083","-202.1159541966281","-202.1159541966281","-202.1159541966281"
"11113","-197.20576514589885","-197.20576514589885","-197.20576514589885"
"11149","-195.53312447938634","-195.53312447938634","-195.53312447938634"
"11153","-193.28967385035153","-193.28967385035153","-193.28967385035153"
"11165","-192.90279874220627","-192.90279874220627","-192.90279874220627"
"11184","-194.37644222479224","-194.37644222479224","-194.37644222479224"
"11199","-198.37812079507955","-198.37812079507955","-198.37812079507955"
"11231","-199.60869826807937","-199.60869826807937","-199.60869826807937"
"11271","-210.50596148060453","-210.50596148060453","-210.50596148060453"
"11293","-194.61469947118704","-194.61469947118704","-194.61469947118704"
"11310","-200.33075802648762","-200.33075802648762","-200.33075802648762"
"11330","-201.1520696080215","-201.1520696080215","-201.1520696080215"
"11335","-196.74221670925033","-196.74221670925033","-196.74221670925033"
"11351","-195.87590516750527","-195.87590516750527","-195.87590516750527"
"11360","-202.76924891081134","-202.76924891081134","-202.76924891081134"
"11381","-201.6340710587461","-205.28580569562655","-197.9823364218656"
"11385","-192.52012043852065","-192.52012043852065","-192.52012043852065"
"11399","-195.84774266046765","-195.84774266046765","-195.84774266046765"
"11414","-202.8911191630847","-202.8911191630847","-202.8911191630847"
"11430","-199.4946521230147","-199.4946521230147","-199.4946521230147"
"11435","-201.54390823031","-201.54390823031","-201.54390823031"
"11455","-198.0997228967144","-198.0997228967144","-198.0997228967144"
"11460","-202.08491780118672","-202.08491780118672","-202.08491780118672"
"11516","-197.08457638515068","-197.08457638515068","-197.08457638515068"
"11537","-198.90701561636195","-198.90701561636195","-198.90701561636195"
"11542","-194.1282111570866","-194.1282111570866","-194.1282111570866"
"11544","-195.72462825293428","-195.72462825293428","-195.72462825293428"
"11569","-194.26432243736346","-194.26432243736346","-194.26432243736346"
"11575","-206.26730259109198","-206.26730259109198","-206.26730259109198"
"11599","-194.8334650102977","-194.8334650102977","-194.8334650102977"
"11622","-129.89008437028144","-129.89008437028144","-129.89008437028144"
"11669","-204.6063697502378","-204.6063697502378","-204.6063697502378"
"11671","-203.40657582989036","-203.40657582989036","-203.40657582989036"
"11675","-204.0834801252384","-204.0834801252384","-204.0834801252384"
"11680","-201.84436197804672","-201.84436197804672","-201.84436197804672"
"11693","-204.3231347647211","-204.3231347647211","-204.3231347647211"
"11695","-197.05328230716282","-197.05328230716282","-197.05328230716282"
"11701","-193.14175653503688","-193.14175653503688","-193.14175653503688"
"11720","-205.08089836794665","-205.08089836794665","-205.08089836794665"
"11721","-202.43626034041915","-202.43626034041915","-202.43626034041915"
"11732","-206.5194555766251","-206.5194555766251","-206.5194555766251"
"11750","-199.79442082497138","-199.79442082497138","-199.79442082497138"
"11764","-192.74053432723463","-192.74053432723463","-192.74053432723463"
"11781","-200.58324293091752","-200.58324293091752","-200.58324293091752"
"11801","-204.64791459222556","-204.64791459222556","-204.64791459222556"
"11860","-198.29476041121552","-198.29476041121552","-198.29476041121552"
"11883","-199.34172493151993","-199.34172493151993","-199.34172493151993"
"11913","-194.67990559802018","-194.67990559802018","-194.67990559802018"
"11930","-199.0233359173627","-199.0233359173627","-199.0233359173627"
"11974","-201.96639684736053","-201.96639684736053","-201.96639684736053"
"11975","-200.7367410420938","-200.7367410420938","-200.7367410420938"
"11989","-201.04642133884803","-201.04642133884803","-201.04642133884803"
"11999","-200.88207644404656","-200.88207644404656","-200.88207644404656"
"12009","-62.91908101416534","-62.91908101416534","-62.91908101416534"
"12031","-192.75534148740437","-192.75534148740437","-192.75534148740437"
"12069","-195.83717663499198","-195.83717663499198","-195.83717663499198"
"12071","-198.85794626939614","-198.85794626939614","-198.85794626939614"
"12075","-197.97667116160915","-197.97667116160915","-197.97667116160915"
"12076","-199.52612921434348","-199.52612921434348","-199.52612921434348"
