"Step","env: HALFCHEETAHEF - ep_info/Final_position","env: HALFCHEETAHEF - ep_info/Final_position__MIN","env: HALFCHEETAHEF - ep_info/Final_position__MAX"
"246999","475.80970820653704","414.1967580177931","503.7139763222035"
"247999","467.12402005411076","423.8805182378483","505.51794024302535"
"248999","475.61982019769437","434.04831737954396","508.49813740071534"
"249999","476.66567075263885","420.8727276438699","500.76154104814606"
"250999","477.18098469739505","438.91319924898494","505.8808688411707"
"251999","474.7668942925135","439.80355355238765","493.17083471997324"
"252999","475.3484398196189","420.79786804051514","493.1857700615506"
"253999","478.8056198905282","426.87892702772774","504.1257439341726"
"254999","474.43033565361446","421.29416029114026","507.1927658657968"
"255999","480.1293389537888","430.2743207755897","504.04752946741144"
"256999","476.02991602701985","434.2837222155004","500.999829879125"
"257999","482.524369028225","435.67358856072246","508.601496281804"
"258999","484.8886488743093","431.1740116838331","508.32630290107807"
"259999","479.05282722859994","431.24298659063874","495.69529203417545"
"260999","477.9523552360656","430.96742694885177","495.1482287755337"
"261999","484.24712476197567","438.99548049569927","499.69764893876896"
"262999","490.83838886390606","444.8945140374079","509.7934821989124"
"263999","484.64036377097165","446.5807635944876","503.2287856347966"
"264999","488.1386077690587","440.815816631656","509.1922026424959"
"265999","482.17074500580384","450.2381126897773","502.659625682425"
"266999","487.1699916769215","439.0733557264041","508.8367444043986"
"267999","485.358219594442","440.51970817885183","502.7829148434341"
"268999","487.89804488513374","449.3106836405116","499.9784456118394"
"269999","484.0297141753728","442.96505192871416","506.10198621110953"
"270999","492.51057603149474","451.1812410708099","507.32321593412445"
"271999","488.7888467297556","443.4639388441201","509.3592422515255"
"272999","482.99374930492195","429.15834227651646","502.84136351656156"
"273999","483.3675179525868","454.7888340852848","504.1902301294744"
"274999","491.50334021080624","427.8239648674048","514.4740840451119"
"275999","490.9002874494496","453.07068479175734","511.54403148907954"
"276999","489.9834453481268","452.3676869547336","507.2499233834612"
"277999","494.55597250350667","456.24995093694304","512.6914876403761"
"278999","492.6100796241932","450.9473304659328","513.9180510670833"
"279999","495.83519912760875","471.7009316804022","510.01401795361767"
"280999","495.7691235973052","463.84877755604913","510.89855830563033"
"281999","496.4731399068498","464.91786415184424","512.5825077119832"
"282999","497.7722093123536","474.08101123698566","509.0364674372819"
"283999","491.2636904201205","472.91577085500575","508.0952135592792"
"284999","492.9414706654196","463.46518451505614","508.42524911488357"
"285999","500.15542032446945","458.7535358008725","520.6328443853841"
"286999","497.2653524488886","476.8087564789427","510.2650882092383"
"287999","498.03489399824247","471.8590438513864","520.2073341440458"
"288999","503.2801278070272","476.70205133777046","515.23722693999"
"289999","501.3735750600439","466.174528075868","516.2032410062023"
"290999","492.7415596424938","469.71040244720285","512.6934949777556"
"291999","500.58732216681767","472.8531615289319","516.453974264781"
"292999","504.4044528262837","474.123832438808","526.0805491828086"
"293999","504.23054556680455","472.41188483767706","524.336547790353"
"294999","505.87294917233737","474.4336331455045","524.4748711540866"
"295999","505.47177053393216","475.1170595300596","525.0405565335017"
"296999","499.0589284539463","471.18407115163103","525.0974554199452"
"297999","503.69871319120267","476.98852174349867","517.0593413160242"
"298999","508.4465430079002","486.4880114961478","522.4445114172926"
"299999","505.07852122661234","473.47944332298863","515.9895904645873"
"300999","502.9304679035902","482.86216904509433","519.5232210842911"
"301999","503.7720459806166","477.8799003446586","525.0986147997991"
"302999","505.41588470003023","483.79730494912394","518.023968283936"
"303999","506.67625638588123","490.8634934120131","515.9232863387901"
"304999","511.10129025663645","482.23105444757925","538.3777275367574"
"305999","506.79267251861495","479.95904957817373","523.9278777141078"
"306999","506.16820944156007","485.48453189618897","529.7677862040074"
"307999","514.0574586266085","495.51388613341595","525.6006031671211"
"308999","501.91968988948895","483.231806765747","517.9244277030105"
"309999","508.79559502289266","487.83534709241843","519.8491728175328"
"310999","511.8513776631071","495.70425302521863","526.7440579742379"
"311999","508.01220739686426","465.8623829882985","529.3568055553058"
"312999","512.9193717951014","497.6440514703408","530.4909522551469"
"313999","519.9719700216791","496.1172527454676","541.8286564056306"
"314999","512.078634471413","480.46209633673897","534.1558947330744"
"315999","501.88682260477117","480.158873844761","536.5268801619825"
"316999","510.384709399175","490.7359301463289","525.7248568278577"
"317999","513.9154545673506","481.2901954176735","527.472419014495"
"318999","511.5868187323507","486.5037219909414","528.8638625223813"
"319999","516.9896729055425","497.6391314805939","532.5071672046752"
"320999","515.29276917434","488.4887863183659","541.9697057263331"
"321999","509.2917726376628","485.37919070324625","538.5193935997129"
"322999","516.3009733294416","494.774603774891","531.7965011310454"
"323999","512.4135296859388","491.9108755318215","527.2100033668456"
"324999","513.3220992363764","500.3542429689853","545.91818860931"
"325999","515.9898468531459","503.7102371550602","528.4424167337012"
"326999","514.0301342387638","472.59598457930394","540.3797808015644"
"327999","510.75130891244646","497.0918707375368","517.7472732479001"
"328999","514.9429257994832","504.2459701599734","534.047615461671"
"329999","438.2254537434748","139.23781135107433","535.3764036817671"
"330999","516.2039069083351","495.9027457491738","531.8513921809237"
"331999","517.7189120354948","498.9721239395938","537.2731654022346"
"332999","516.4835147980074","486.3415679085985","532.2430912731036"
"333999","520.637925304243","506.8129897032317","537.6996722759011"
"334999","517.2958943601725","501.7015736781105","533.4323640985298"
"335999","510.25430095532363","493.60108796496417","530.7038642038161"
"336999","518.5507334781461","499.1832541389977","544.8548644882007"
"337999","509.9589514749085","483.178051419637","540.3447635198082"
"338999","512.398715004833","477.62697382805754","540.3835024563741"
"339999","522.5746312193149","507.84739569759165","534.7473480777514"
"340999","507.5783003502805","485.9321419901722","545.6376267567414"
"341999","518.2322561755515","498.19213296413756","549.5970603772054"
"342999","521.7507600657815","512.9094039986193","537.3689990466589"
"343999","520.591782923336","500.3517105450304","545.7992545932836"
"344999","516.6725810223545","505.58489858155707","523.9097905055909"
"345999","522.9644598473293","493.01172439333794","558.2317854233394"
"346999","444.47084277211763","120.78996107867682","542.4050539437354"
"347999","522.5276278975463","495.4724540038325","556.4028376995717"
"348999","515.9254143221891","508.82546543464935","529.705536658586"
"349999","514.5144677189846","482.5736048200109","542.1720195768575"
"350999","517.5366450683848","480.3253710307231","549.9908277158356"
"351999","517.9375959478295","507.02674314841124","524.0301839223172"
"352999","488.00265079936463","354.63071694414776","552.2473069297976"
"353999","516.00066800138","499.47025539026976","551.7973135753949"
"354999","517.1924988651061","490.1436588337968","536.4990638247887"
"355999","519.4404240496411","501.2922845947947","534.8920826346405"
"356999","520.3009635030421","500.1658722546657","562.0396226756009"
"357999","520.2190860555113","498.8620749459672","551.3365550140969"
"358999","521.2414469587851","496.3000241399672","543.6208284922955"
"359999","509.62284563693413","500.1612218720548","520.3205625418688"
"360999","486.3098577275438","331.11926256453495","564.3965891254013"
"361999","499.16310520542885","435.9177004051783","527.5611794045772"
"362999","507.56223016365055","490.327278363914","548.7262896228548"
"363999","517.1793109683763","482.282749100499","546.4094141103193"
"364999","525.7053123065301","503.69212010245366","539.6507121399894"
"365999","515.0779322619769","508.45034088258944","524.2177772399529"
"366999","525.2272822525543","507.1783620027474","559.4216722883693"
"367999","516.070679038841","490.6438055987363","537.5492218975608"
"368999","508.5192486085407","485.0389773475367","552.9252010295069"
"369999","414.9401557507861","8.26398299396138","545.0529145943698"
"370999","523.6843043504483","501.51234566190124","556.1943987059685"
"371999","522.3712018647024","512.5927423717768","541.3909221317813"
"372999","521.6060331951466","504.4965259274994","568.4064858402056"
"373999","519.5689680828834","495.01176476728256","553.139802705364"
"374999","517.5792000307667","489.68337624048905","564.7118015723186"
"375999","521.3351682586783","502.0337026588943","562.364391815776"
"376999","511.452548747386","495.06517255789964","525.9969647312303"
"377999","507.8971623739594","497.0782500266688","520.2289092000245"
"378999","513.3647572326114","480.46128133630833","550.6850828269451"
"379999","515.5328153065269","497.42478433046836","539.2836700522533"
"380999","503.95978770724605","429.1989071675334","559.5984913447841"
"381999","517.6467695864799","507.386849407713","538.8935996384588"
"382999","518.8083565727152","499.130893813916","550.8901087464857"
"383999","515.0396136107927","487.9528272154836","545.6246752715532"
"384999","509.2444573228515","491.14612868131957","532.1897367343292"
"385999","523.1050619763766","500.4368089531116","543.930929544893"
"386999","517.2046247554028","500.5066062839762","540.1970809036917"
"387999","521.2120297158431","501.06268277306384","539.6537374160574"
"388999","525.3773923564626","502.20149886183685","546.5673917426274"
"389999","518.9433243991106","484.0633828764391","549.4588687362378"
"390999","522.4339739138279","503.1973676147027","551.479839161209"
"391999","518.8438008401265","498.98863181784816","544.5957725891143"
"392999","527.7742765673416","506.24703308538375","563.2748660386967"
"393999","523.5122519088247","498.75541237374944","554.221802950548"
"394999","526.4587095029696","502.5943030356265","565.242868315937"
"395999","526.2614100309364","512.33445751503","550.3879516565406"
"396999","516.1731551941677","496.1373788524826","542.7343077789527"
"397999","529.8145235244176","497.32143436810424","566.1459620198045"
"398999","535.8969007215741","522.6191014716708","572.321153283756"
"399999","528.6683093395461","497.91234272314796","554.3471581890026"
"400999","529.090871615374","511.6212570640849","547.203848748146"
"401999","531.4157222913287","508.3009244878752","551.0503654173039"
"402999","530.6568070489769","505.62369047205317","575.8008677183185"
"403999","532.4755076323816","501.6097885888118","560.2197168246453"
"404999","533.962082872131","506.7179185560173","575.5544811806751"
"405999","530.0684385953325","510.0480564852508","571.1461649693858"
"406999","528.7542164831914","505.1150306013485","560.3101106173172"
"407999","530.0830386034053","507.62185851406565","574.8256981434946"
"408999","528.3633375467177","511.36514083919235","572.5243642244445"
"409999","479.15393561495875","308.3891630747673","533.2859705669263"
"410999","532.50538862209","502.14402643647514","568.076178937684"
"411999","543.5045177574134","517.7427888809574","586.85557992484"
"412999","530.2526692772518","489.00238970464056","559.932840259124"
"413999","536.1514569817477","502.96694342148794","551.3944610809488"
"414999","537.7032776840827","511.3776391988831","561.8867294758695"
"415999","460.52914108333573","160.1974373860588","560.1058462106427"
"416999","531.306831969025","492.1773690493379","558.4296061668963"
"417999","528.7642657558278","502.7380456657101","581.8757668724476"
"418999","532.6274265444924","485.6179304743963","556.9172600144918"
"419999","531.5756007072309","502.4985586239404","562.7141958292378"
"420999","543.8602312910344","515.5121488873176","576.2113306481654"
"421999","535.7311363016415","505.02267794516933","559.797474775511"
"422999","535.7452964455892","500.0174174231319","575.9381661718353"
"423999","536.6777621280638","488.8003676458088","570.6718665171145"
"424999","523.2039380751172","493.3854616893564","551.190202516903"
"425999","526.834068660473","494.42691710029095","549.1473822180021"
"426999","542.0661535178439","527.7379805398273","576.0561575628017"
"427999","535.2421647503301","524.7519525917895","543.9966064632691"
"428999","533.0082943998507","503.69362586984397","545.8111448381793"
"429999","541.4502144789576","507.4503045166862","568.3225064658493"
"430999","547.0277712161868","502.85962433285243","576.4701738253757"
"431999","533.98575452258","506.8510080011208","560.5147818927096"
"432999","537.1467189057728","502.04914778831545","554.2358319279081"
"433999","544.6172925117819","492.72616512464447","590.2161864946219"
"434999","552.6014088912564","537.1391456057453","579.263177779752"
"435999","540.3672839411968","497.9433665170117","559.6664421912725"
"436999","544.709543772047","516.8955012408629","566.604297491834"
"437999","543.3575384448939","502.77878918860324","575.5478943141093"
"438999","544.7022147926705","508.1774270167001","565.4994635165995"
"439999","548.5603512972904","500.7029413785506","577.7957231906121"
"440999","546.0250155264852","514.7899879141713","566.6396497813307"
"441999","547.9362676170674","505.5164828032309","580.513301347485"
"442999","544.1646433877503","511.84406756923585","570.3450621769398"
"443999","546.2837942622705","502.80589125286286","581.811033098439"
"444999","545.5214021998192","490.54052698067073","573.3179000797384"
"445999","548.8086177902339","506.42107196339464","583.2802378244642"
"446999","553.0651651118716","510.85821636273477","578.3175869102192"
"447999","554.3573297898671","531.5688991920889","570.6783589383067"
"448999","553.3281106950769","514.0830528666058","591.1597198556472"
"449999","548.5007720817199","516.6812495409671","579.4540152752063"
"450999","557.6077849561276","510.2839164657706","600.8381213836113"
"451999","547.5655418002973","516.191346060299","574.5064775010878"
"452999","555.1284923419167","525.7069088072357","595.1146195647225"
"453999","553.7408291232834","505.9586353858581","579.3436494613195"
"454999","557.9251464036157","510.6000506846739","578.9629038680749"
"455999","557.0378351734405","511.9756488458743","596.6887457134222"
"456999","550.4058835904982","503.92028072216","589.7385795720055"
"457999","563.8015109109426","515.5889973226323","597.2179178792741"
"458999","562.1849152004231","532.5890378126089","606.8923641658087"
"459999","558.2277236867606","501.5433111665935","587.987906069116"
"460999","563.4427154475896","513.5354338391588","585.2904822205426"
"461999","552.8220084421534","512.761129156337","578.7569569415472"
"462999","543.9134014536214","492.298816880276","589.0374431828665"
"463999","563.7398173204114","503.43268449561987","595.6104336540559"
"464999","557.8533568654566","503.646347365703","604.8331068217163"
"465999","558.2835551061041","525.142772965102","588.7729013518845"
"466999","551.9825021447966","478.7666617262175","595.1481746230261"
"467999","555.905916462289","506.8272865238834","612.1436051519393"
"468999","531.387476099657","441.0377129352567","600.8608691983065"
"469999","556.6847935659094","512.4115196918773","581.2339551696562"
"470999","541.6844653599644","519.5989538650681","583.2912434155792"
"471999","550.8911319162067","497.92452599630604","613.680209030719"
"472999","558.8223836167973","503.72477597846796","608.7967309432229"
"473999","559.4311419792344","508.86573401887466","626.5799923011846"
"474999","562.1025812766875","533.4971630850944","609.7577569269349"
"475999","558.2572193273578","515.5174007496265","609.8553187399777"
"476999","559.3908755711446","533.211913398683","605.4298316734361"
"477999","571.8634996136519","509.71194987873895","622.3122505160519"
