"Step","env: QLUNARLANDER - lambdas/component_2","env: QLUNARLANDER - lambdas/component_2__MIN","env: QLUNARLANDER - lambdas/component_2__MAX"
"5100","0.015742935240268707","0.013420064002275467","0.018065806478261948"
"5200","0.01573975943028927","0.013427924364805222","0.018051594495773315"
"5300","0.015721736010164022","0.013409952633082867","0.018033519387245178"
"5400","0.015699914656579494","0.013384008780121803","0.018015820533037186"
"5500","0.015679820906370878","0.01335593406111002","0.018003707751631737"
"5600","0.015666773542761803","0.013326302170753479","0.018007244914770126"
"5700","0.01565941283479333","0.013298851437866688","0.01801997423171997"
"5800","0.01565732480958104","0.013275901786983013","0.01803874783217907"
"5900","0.015662868972867727","0.01325328927487135","0.018072448670864105"
"6000","0.01567283784970641","0.013233271427452564","0.01811240427196026"
"6100","0.015679224859923124","0.013206162489950657","0.018152287229895592"
"6200","0.01569867879152298","0.013194125145673752","0.018203232437372208"
"6300","0.01572776772081852","0.013195188716053963","0.018260346725583076"
"6400","0.015767348930239677","0.013200929388403893","0.018333768472075462"
"6500","0.01581449992954731","0.013209577649831772","0.018419422209262848"
"6600","0.01586468704044819","0.013221003115177155","0.018508370965719223"
"6700","0.01592111773788929","0.01323537528514862","0.01860686019062996"
"6800","0.01598197314888239","0.013253139331936836","0.018710806965827942"
"6900","0.016047462821006775","0.013272726908326149","0.0188221987336874"
"7000","0.016117961145937443","0.013300996273756027","0.01893492601811886"
"7100","0.016194170340895653","0.013330439105629921","0.019057901576161385"
"7200","0.01627871161326766","0.013360262848436832","0.019197160378098488"
"7300","0.016384366434067488","0.013398383744060993","0.019370349124073982"
"7400","0.016508346423506737","0.013453278690576553","0.01956341415643692"
"7500","0.016655007377266884","0.013530004769563675","0.019780009984970093"
"7600","0.016819606069475412","0.013619695790112019","0.020019516348838806"
"7700","0.01701517915353179","0.013721565715968609","0.02030879259109497"
"7800","0.01721847616136074","0.01382882334291935","0.02060812897980213"
"7900","0.01742799859493971","0.01393856294453144","0.020917434245347977"
"8000","0.017651894129812717","0.014063125476241112","0.021240662783384323"
"8100","0.01788430567830801","0.01418897695839405","0.02157963439822197"
"8200","0.01812620973214507","0.014314400963485241","0.0219380185008049"
"8300","0.01838647248223424","0.014447498135268688","0.02232544682919979"
"8400","0.01865814020857215","0.014597396366298199","0.0227188840508461"
"8500","0.018944554030895233","0.01476847194135189","0.023120636120438576"
"8600","0.01924427319318056","0.014951158314943314","0.02353738807141781"
"8700","0.019558914937078953","0.015144167467951775","0.02397366240620613"
"8800","0.019876246340572834","0.01534084603190422","0.024411646649241447"
"8900","0.02019517170265317","0.01553934533149004","0.0248509980738163"
"9000","0.02052085194736719","0.015750523656606674","0.02529118023812771"
"9100","0.020848510786890984","0.015962086617946625","0.025734934955835342"
"9200","0.021179402247071266","0.01617281511425972","0.026185989379882812"
"9300","0.02152694296091795","0.016392536461353302","0.026661349460482597"
"9400","0.021885759197175503","0.01662592776119709","0.027145590633153915"
"9500","0.02225846704095602","0.0168765801936388","0.02764035388827324"
"9600","0.022647954523563385","0.01713961362838745","0.02815629541873932"
"9700","0.0230525154620409","0.01741081103682518","0.028694219887256622"
"9800","0.023467153310775757","0.01768655516207218","0.029247751459479332"
"9900","0.02388574555516243","0.017964130267500877","0.029807360842823982"
"10000","0.024308104068040848","0.018250491470098495","0.0303657166659832"
"10100","0.024731923826038837","0.018536189571022987","0.030927658081054688"
"10200","0.025160993449389935","0.01882033236324787","0.031501654535532"
"10300","0.025596034713089466","0.019108517095446587","0.032083552330732346"
"10400","0.026042968034744263","0.019407086074352264","0.03267884999513626"
"10500","0.026496630162000656","0.019708219915628433","0.03328504040837288"
"10600","0.02697917725890875","0.020057791844010353","0.033900562673807144"
"10700","0.027490342035889626","0.020448118448257446","0.034532565623521805"
"10800","0.027999112382531166","0.020823579281568527","0.035174645483493805"
"10900","0.028509139083325863","0.021190771833062172","0.035827506333589554"
"11000","0.029017546214163303","0.021557031199336052","0.036478061228990555"
"11100","0.02952530700713396","0.02192237414419651","0.03712823987007141"
"11200","0.030038058757781982","0.022285286337137222","0.03779083117842674"
"11300","0.030531789176166058","0.022645199671387672","0.03841837868094444"
"11400","0.031011836603283882","0.022998426109552383","0.03902524709701538"
"11500","0.031478531658649445","0.023345496505498886","0.0396115668118"
"11600","0.03193321451544762","0.023691777139902115","0.04017465189099312"
"11700","0.03238140884786844","0.024034855887293816","0.04072796180844307"
"11800","0.03282230347394943","0.02437721937894821","0.04126738756895065"
"11900","0.03325464203953743","0.024719882756471634","0.041789401322603226"
"12000","0.033680712804198265","0.025060847401618958","0.04230057820677757"
"12100","0.03408246021717787","0.02539036236703396","0.04277455806732178"
"12200","0.034456112422049046","0.025696029886603355","0.043216194957494736"
"12300","0.034805554896593094","0.02597872167825699","0.0436323881149292"
"12400","0.03514521475881338","0.02624371089041233","0.04404671862721443"
"12500","0.03546938765794039","0.026474537327885628","0.04446423798799515"
"12600","0.035790348425507545","0.02669675275683403","0.04488394409418106"
"12700","0.03611065540462732","0.026918085291981697","0.04530322551727295"
"12800","0.0364368325099349","0.02713836543262005","0.045735299587249756"
"12900","0.03675767220556736","0.027357187122106552","0.04615815728902817"
"13000","0.03708361275494099","0.0275605246424675","0.046606700867414474"
"13100","0.03740088175982237","0.02774948440492153","0.047052279114723206"
"13200","0.03770336136221886","0.027940422296524048","0.047466300427913666"
"13300","0.03800136037170887","0.028131920844316483","0.04787079989910126"
"13400","0.03829346224665642","0.028322633355855942","0.048264291137456894"
"13500","0.03857880923897028","0.028513820841908455","0.048643797636032104"
"13600","0.03885781764984131","0.02870449796319008","0.04901113733649254"
"13700","0.03912358172237873","0.028890646994113922","0.04935651645064354"
"13800","0.03937141131609678","0.029075728729367256","0.04966709390282631"
"13900","0.039611758664250374","0.02926018461585045","0.0499633327126503"
"14000","0.03985217399895191","0.029449481517076492","0.05025486648082733"
"14100","0.0400868346914649","0.029647277668118477","0.050526391714811325"
"14200","0.04031309299170971","0.029852624982595444","0.050773561000823975"
"14300","0.04053426068276167","0.030067818239331245","0.05100070312619209"
"14400","0.040752884931862354","0.030296923592686653","0.051208846271038055"
"14500","0.040960717014968395","0.030528100207448006","0.051393333822488785"
"14600","0.04117307625710964","0.030760008841753006","0.05158614367246628"
"14700","0.04138418007642031","0.030990665778517723","0.05177769437432289"
"14800","0.04160209931433201","0.03122011199593544","0.05198408663272858"
"14900","0.04182901047170162","0.03145396709442139","0.05220405384898186"
"15000","0.042065439745783806","0.03171437978744507","0.05241649970412254"
"15100","0.042315492406487465","0.03198804706335068","0.05264293774962425"
"15200","0.04257885925471783","0.03226570039987564","0.05289201810956001"
"15300","0.04285498335957527","0.0325603224337101","0.053149644285440445"
"15400","0.04313765838742256","0.03286804258823395","0.053407274186611176"
"15500","0.04341787472367287","0.03317931666970253","0.053656432777643204"
"15600","0.043692851439118385","0.03349446877837181","0.05389123409986496"
"15700","0.04396149888634682","0.033808134496212006","0.05411486327648163"
"15800","0.04421544820070267","0.03412028029561043","0.05431061610579491"
"15900","0.04445570521056652","0.03443308547139168","0.054478324949741364"
"16000","0.04470494017004967","0.03477174788713455","0.05463813245296478"
"16100","0.0449654795229435","0.035132672637701035","0.05479828640818596"
"16200","0.04522598907351494","0.03550175204873085","0.054950226098299026"
"16300","0.04549754597246647","0.03588486462831497","0.055110227316617966"
"16400","0.045779043808579445","0.03627961501479149","0.0552784726023674"
"16500","0.046061981469392776","0.03667910397052765","0.055444858968257904"
"16600","0.0463566891849041","0.037085145711898804","0.05562823265790939"
