"Step","env: QLUNARLANDER - lambdas/component_0","env: QLUNARLANDER - lambdas/component_0__MIN","env: QLUNARLANDER - lambdas/component_0__MAX"
"5100","0.4677148997783661","0.35149502754211426","0.49941787123680115"
"5200","0.47106451392173765","0.3657864034175873","0.4993368983268738"
"5300","0.47585806250572205","0.38721656799316406","0.499202698469162"
"5400","0.47877580523490904","0.4005219340324402","0.49888119101524353"
"5500","0.48026105761528015","0.40796029567718506","0.4986494183540344"
"5600","0.48071285486221316","0.41097432374954224","0.4985281825065613"
"5700","0.48065675497055055","0.4120277464389801","0.4980074465274811"
"5800","0.48007468581199647","0.4112635850906372","0.49758246541023254"
"5900","0.4790337741374969","0.4089893102645874","0.4969804286956787"
"6000","0.47676350474357604","0.40737372636795044","0.49609699845314026"
"6100","0.4745015621185303","0.40626364946365356","0.49529018998146057"
"6200","0.4722361028194427","0.4040662348270416","0.4950897693634033"
"6300","0.47029297351837157","0.4026670455932617","0.4947929382324219"
"6400","0.4668265044689178","0.40221336483955383","0.49414393305778503"
"6500","0.4583856284618378","0.4018712043762207","0.4931328594684601"
"6600","0.4462238311767578","0.40193048119544983","0.4866480231285095"
"6700","0.43402665853500366","0.4019814431667328","0.4725252687931061"
"6800","0.4231857359409332","0.40178945660591125","0.46062272787094116"
"6900","0.4116007924079895","0.3908995985984802","0.4492281675338745"
"7000","0.40203663110733034","0.37725627422332764","0.4418862760066986"
"7100","0.3941787421703339","0.3673975169658661","0.43497374653816223"
"7200","0.38659929037094115","0.3593246340751648","0.4262699484825134"
"7300","0.37609540224075316","0.34904778003692627","0.41046616435050964"
"7400","0.36700124144554136","0.3337586224079132","0.39635834097862244"
"7500","0.35973737239837644","0.3218320310115814","0.39400508999824524"
"7600","0.3539990246295929","0.31444552540779114","0.3925652503967285"
"7700","0.34999737739562986","0.3097497522830963","0.391406774520874"
"7800","0.3467667162418365","0.3067726492881775","0.38943368196487427"
"7900","0.3432843029499054","0.30293938517570496","0.3869265019893646"
"8000","0.3402444660663605","0.2992470860481262","0.38273781538009644"
"8100","0.337062394618988","0.2968446910381317","0.37956878542900085"
"8200","0.33315889835357665","0.29454755783081055","0.37648123502731323"
"8300","0.32856937646865847","0.2926444113254547","0.3733415901660919"
"8400","0.3239105522632599","0.29030266404151917","0.36794009804725647"
"8500","0.3193455636501312","0.28836551308631897","0.3626621961593628"
"8600","0.31454349756240846","0.2871118485927582","0.3568057417869568"
"8700","0.30972362756729127","0.28613045811653137","0.35072287917137146"
"8800","0.30562461614608766","0.2852308452129364","0.3451567590236664"
"8900","0.30189682841300963","0.28476765751838684","0.3402586281299591"
"9000","0.29873106479644773","0.283712238073349","0.33432868123054504"
"9100","0.2958958029747009","0.28211507201194763","0.33007559180259705"
"9200","0.2925848364830017","0.2800067067146301","0.32208994030952454"
"9300","0.28868165612220764","0.2776806950569153","0.31326499581336975"
"9400","0.28414095640182496","0.27533581852912903","0.3008421063423157"
"9500","0.27967883348464967","0.2712622582912445","0.29139629006385803"
"9600","0.2755365133285522","0.2676973044872284","0.28247445821762085"
"9700","0.2717529058456421","0.26546618342399597","0.27496856451034546"
"9800","0.2687788546085358","0.2644089460372925","0.27372366189956665"
"9900","0.2665865898132324","0.26324886083602905","0.2732029855251312"
"10000","0.265320485830307","0.26011139154434204","0.27297767996788025"
"10100","0.2640676021575928","0.25817906856536865","0.2725449800491333"
"10200","0.2623838782310486","0.25522443652153015","0.27214106917381287"
"10300","0.2605879783630371","0.2509458661079407","0.27025043964385986"
"10400","0.2580592453479767","0.2461223602294922","0.26711705327033997"
"10500","0.25552673637866974","0.24260960519313812","0.26429590582847595"
"10600","0.25345979928970336","0.23963457345962524","0.2622409462928772"
"10700","0.25162422358989717","0.2372007519006729","0.2607421278953552"
"10800","0.25035089552402495","0.2361954152584076","0.25972938537597656"
"10900","0.24904469549655914","0.23534101247787476","0.25866833329200745"
"11000","0.2479441612958908","0.2356124371290207","0.2576609253883362"
"11100","0.24702796339988708","0.23597131669521332","0.2563859820365906"
"11200","0.24607501029968262","0.23629269003868103","0.2547026574611664"
"11300","0.24523907899856567","0.2371048629283905","0.253086119890213"
"11400","0.24478425085544586","0.2387695461511612","0.25203731656074524"
"11500","0.24375649094581603","0.24073758721351624","0.24770787358283997"
"11600","0.24295982122421264","0.23925770819187164","0.24578814208507538"
"11700","0.24272110760211946","0.23813851177692413","0.24584178626537323"
"11800","0.24281805455684663","0.2375781387090683","0.24806882441043854"
"11900","0.242821803689003","0.23686744272708893","0.24987709522247314"
"12000","0.24299512505531312","0.2360573410987854","0.2515205442905426"
"12100","0.24353958368301393","0.23576973378658295","0.25337958335876465"
"12200","0.24397490918636322","0.23526817560195923","0.25457116961479187"
"12300","0.2440432757139206","0.23391182720661163","0.2561486065387726"
"12400","0.2442651003599167","0.23350302875041962","0.2573968470096588"
"12500","0.24441574811935424","0.23223939538002014","0.25831329822540283"
"12600","0.24454419016838075","0.2315671294927597","0.2594054937362671"
"12700","0.24470796287059784","0.23082615435123444","0.2605772614479065"
"12800","0.24505468010902404","0.23012329638004303","0.2613030672073364"
"12900","0.24558289647102355","0.229853555560112","0.2617623507976532"
"13000","0.2459172397851944","0.22931638360023499","0.261838436126709"
"13100","0.24631842076778412","0.2288801074028015","0.26263463497161865"
"13200","0.2468332201242447","0.228542298078537","0.2632380723953247"
"13300","0.24730322659015655","0.22817173600196838","0.2635256350040436"
"13400","0.24762328267097472","0.22726549208164215","0.2636975049972534"
"13500","0.24796336591243745","0.22688433527946472","0.2639913558959961"
"13600","0.24829790592193604","0.22649571299552917","0.2649088501930237"
"13700","0.24879581928253175","0.22622635960578918","0.26680657267570496"
"13800","0.24945248961448668","0.2261330634355545","0.26962295174598694"
"13900","0.25001509487628937","0.22640199959278107","0.27142563462257385"
"14000","0.250467911362648","0.22649016976356506","0.27244260907173157"
"14100","0.2510585129261017","0.22654247283935547","0.2734823226928711"
"14200","0.25128611028194425","0.22710153460502625","0.27408313751220703"
"14300","0.2512776404619217","0.22726783156394958","0.27450206875801086"
"14400","0.25093006789684297","0.2275492250919342","0.2729755938053131"
"14500","0.2507778912782669","0.22793900966644287","0.2723117172718048"
"14600","0.25065856277942655","0.2282128781080246","0.2720050513744354"
"14700","0.25056824684143064","0.22844627499580383","0.2721659243106842"
"14800","0.2501611620187759","0.22843001782894135","0.2714218497276306"
"14900","0.2497524857521057","0.22821776568889618","0.27159616351127625"
"15000","0.24974697530269624","0.22827112674713135","0.2726943790912628"
"15100","0.24978720545768737","0.22843396663665771","0.2745029628276825"
"15200","0.250419819355011","0.22870221734046936","0.2785279154777527"
"15300","0.2509143590927124","0.22906459867954254","0.2814039885997772"
"15400","0.2519474893808365","0.22968101501464844","0.2863031029701233"
"15500","0.25349974632263184","0.23023711144924164","0.29328322410583496"
"15600","0.25460903346538544","0.23057283461093903","0.2980927526950836"
"15700","0.2547616302967072","0.23099210858345032","0.298588365316391"
"15800","0.25450506508350373","0.23108574748039246","0.2976401150226593"
"15900","0.25428312122821806","0.2310846894979477","0.2967599630355835"
"16000","0.2540643274784088","0.2312649041414261","0.2964513301849365"
"16100","0.25364195704460146","0.23145215213298798","0.2961300015449524"
"16200","0.2536896228790283","0.23173843324184418","0.2981237769126892"
"16300","0.25342166125774385","0.23187991976737976","0.298572838306427"
"16400","0.2534628093242645","0.23182298243045807","0.30010709166526794"
"16500","0.2536026149988174","0.2319999784231186","0.3016195595264435"
"16600","0.25411289632320405","0.23218804597854614","0.30453237891197205"
"16700","0.2543715566396713","0.23238833248615265","0.3063710629940033"
"16800","0.2542584717273712","0.232426255941391","0.306282639503479"
"16900","0.25428641140460967","0.23270291090011597","0.30672287940979004"
"17000","0.25426324307918546","0.23307277262210846","0.30675971508026123"
"17100","0.2536009132862091","0.2333013117313385","0.30486223101615906"
"17200","0.2528118550777435","0.23367886245250702","0.3023327887058258"
"17300","0.2519325286149979","0.23404982686042786","0.2990805208683014"
"17400","0.2509673535823822","0.23426486551761627","0.29610657691955566"
"17500","0.2503285974264145","0.2344999611377716","0.2949076294898987"
"17600","0.24964949488639832","0.23473669588565826","0.2926977872848511"
"17700","0.2495137333869934","0.2348203808069229","0.29403814673423767"
"17800","0.24958873987197877","0.23500613868236542","0.2954871356487274"
"17900","0.24982721507549285","0.2355833500623703","0.29695236682891846"
"18000","0.25033595860004426","0.23585332930088043","0.3003770411014557"
"18100","0.25069146752357485","0.23589038848876953","0.3039668798446655"
"18200","0.2510296940803528","0.23524005711078644","0.308406800031662"
"18300","0.2506397783756256","0.23370416462421417","0.3103778064250946"
"18400","0.2511347264051437","0.23166920244693756","0.3152121901512146"
"18500","0.2515370786190033","0.23032814264297485","0.3183589577674866"
"18600","0.2517857521772385","0.2295578122138977","0.31917569041252136"
"18700","0.2522452652454376","0.22914297878742218","0.32103267312049866"
"18800","0.2525771677494049","0.22812287509441376","0.323569655418396"
"18900","0.2533787786960602","0.22749567031860352","0.3274253010749817"
