"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"1457","-1","-1","-1"
"1461","-1","-1","-1"
"1464","-1","-1","-1"
"1465","-1","-1","-1"
"1466","-1","-1","-1"
"1467","-1","-1","-1"
"1468","-1","-1","-1"
"1469","-1","-1","-1"
"1470","-1","-1","-1"
"1474","-1","-1","-1"
"1475","-1","-1","-1"
"1477","-1","-1","-1"
"1479","-1","-1","-1"
"1487","-1","-1","-1"
"1489","-1","-1","-1"
"1492","-1","-1","-1"
"1501","-1","-1","-1"
"1507","-1","-1","-1"
"1508","-1","-1","-1"
"1513","-1","-1","-1"
"1516","-1","-1","-1"
"1519","-1","-1","-1"
"1520","-1","-1","-1"
"1521","-1","-1","-1"
"1522","-1","-1","-1"
"1523","-1","-1","-1"
"1526","-1","-1","-1"
"1527","-1","-1","-1"
"1528","-1","-1","-1"
"1529","-1","-1","-1"
"1534","-1","-1","-1"
"1535","-1","-1","-1"
"1538","-1","-1","-1"
"1543","-1","-1","-1"
"1545","-1","-1","-1"
"1552","-1","-1","-1"
"1553","-1","-1","-1"
"1555","-1","-1","-1"
"1556","-1","-1","-1"
"1557","-1","-1","-1"
"1558","-1","-1","-1"
"1568","-1","-1","-1"
"1569","-1","-1","-1"
"1571","-1","-1","-1"
"1577","-1","-1","-1"
"1578","-1","-1","-1"
"1582","-1","-1","-1"
"1584","-1","-1","-1"
"1586","-1","-1","-1"
"1591","-1","-1","-1"
"1595","-1","-1","-1"
"1599","-1","-1","-1"
"1600","-1","-1","-1"
"1603","-1","-1","-1"
"1607","-1","-1","-1"
"1608","-1","-1","-1"
"1610","-1","-1","-1"
"1611","-1","-1","-1"
"1612","-1","-1","-1"
"1613","-1","-1","-1"
"1614","-1","-1","-1"
"1615","-1","-1","-1"
"1620","-1","-1","-1"
"1624","-1","-1","-1"
"1630","-1","-1","-1"
"1633","-1","-1","-1"
"1635","-1","-1","-1"
"1639","-1","-1","-1"
"1640","-1","-1","-1"
"1642","-1","-1","-1"
"1644","-1","-1","-1"
"1653","-1","-1","-1"
"1658","-1","-1","-1"
"1661","-1","-1","-1"
"1665","-1","-1","-1"
"1669","-1","-1","-1"
"1670","-1","-1","-1"
"1671","-1","-1","-1"
"1673","-1","-1","-1"
"1677","-1","-1","-1"
"1678","-1","-1","-1"
"1679","-1","-1","-1"
"1685","-1","-1","-1"
"1687","-1","-1","-1"
"1695","-1","-1","-1"
"1696","-1","-1","-1"
"1697","-1","-1","-1"
"1698","-1","-1","-1"
"1699","-1","-1","-1"
"1702","-1","-1","-1"
"1703","-1","-1","-1"
"1705","-1","-1","-1"
"1707","-1","-1","-1"
"1708","-1","-1","-1"
"1717","-1","-1","-1"
"1718","-1","-1","-1"
"1722","-1","-1","-1"
"1724","-1","-1","-1"
"1727","-1","-1","-1"
"1728","-1","-1","-1"
"1730","-1","-1","-1"
"1740","-1","-1","-1"
"1742","-1","-1","-1"
"1750","-1","-1","-1"
"1751","-1","-1","-1"
"1753","-1","-1","-1"
"1754","-1","-1","-1"
"1755","-1","-1","-1"
"1760","-1","-1","-1"
"1762","-1","-1","-1"
"1763","-1","-1","-1"
"1765","-1","-1","-1"
"1766","-1","-1","-1"
"1767","-1","-1","-1"
"1771","-1","-1","-1"
"1773","-1","-1","-1"
"1778","-1","-1","-1"
"1780","-1","-1","-1"
"1784","-1","-1","-1"
"1785","-1","-1","-1"
"1791","-1","-1","-1"
"1792","-1","-1","-1"
"1794","-1","-1","-1"
"1796","-1","-1","-1"
"1800","-1","-1","-1"
"1805","-1","-1","-1"
"1809","-1","-1","-1"
"1812","-1","-1","-1"
"1818","-1","-1","-1"
"1820","-1","-1","-1"
"1822","-1","-1","-1"
"1823","-1","-1","-1"
"1825","-1","-1","-1"
"1827","-1","-1","-1"
"1830","-1","-1","-1"
"1833","-1","-1","-1"
"1834","-1","-1","-1"
"1837","-1","-1","-1"
"1839","-1","-1","-1"
"1845","-1","-1","-1"
"1846","-1","-1","-1"
"1847","-1","-1","-1"
"1848","-1","-1","-1"
"1849","-1","-1","-1"
"1850","-1","-1","-1"
"1858","-1","-1","-1"
"1860","-1","-1","-1"
"1861","-1","-1","-1"
"1863","-1","-1","-1"
"1864","-1","-1","-1"
"1872","-1","-1","-1"
"1878","-1","-1","-1"
"1882","-1","-1","-1"
"1883","-1","-1","-1"
"1889","-1","-1","-1"
"1890","-1","-1","-1"
"1895","-1","-1","-1"
"1896","-1","-1","-1"
"1897","-1","-1","-1"
"1900","-1","-1","-1"
"1903","-1","-1","-1"
"1904","-1","-1","-1"
"1906","-1","-1","-1"
"1907","-1","-1","-1"
"1908","-1","-1","-1"
"1909","-1","-1","-1"
"1913","-1","-1","-1"
"1917","-1","-1","-1"
"1918","-1","-1","-1"
"1924","-1","-1","-1"
"1926","-1","-1","-1"
"1929","-1","-1","-1"
"1932","-1","-1","-1"
"1934","-1","-1","-1"
"1935","-1","-1","-1"
"1939","-1","-1","-1"
"1940","-1","-1","-1"
"1941","-1","-1","-1"
"1944","-1","-1","-1"
"1945","-1","-1","-1"
"1948","-1","-1","-1"
"1951","-1","-1","-1"
"1952","-1","-1","-1"
"1955","-1","-1","-1"
"1958","-1","-1","-1"
"1963","-1","-1","-1"
"1967","-1","-1","-1"
"1971","-1","-1","-1"
"1972","-1","-1","-1"
"1975","-1","-1","-1"
"1977","-1","-1","-1"
"1978","-1","-1","-1"
"1982","-1","-1","-1"
"1983","-1","-1","-1"
"1985","-1","-1","-1"
"1986","-1","-1","-1"
"1987","-1","-1","-1"
"1990","-1","-1","-1"
"1992","-1","-1","-1"
"1993","-1","-1","-1"
"1994","-1","-1","-1"
"1997","-1","-1","-1"
"2003","-1","-1","-1"
"2004","-1","-1","-1"
"2005","-1","-1","-1"
"2008","-1","-1","-1"
"2010","-1","-1","-1"
"2017","-1","-1","-1"
"2028","-1","-1","-1"
"2031","-1","-1","-1"
"2040","-1","-1","-1"
"2043","-1","-1","-1"
"2045","-1","-1","-1"
"2048","-1","-1","-1"
"2050","-1","-1","-1"
"2053","-1","-1","-1"
"2054","-1","-1","-1"
"2056","-1","-1","-1"
"2058","-1","-1","-1"
"2059","-1","-1","-1"
"2060","-1","-1","-1"
"2062","-1","-1","-1"
"2064","-1","-1","-1"
"2066","-1","-1","-1"
