"Step","env: QLUNARLANDER - ep_info/Shaping","env: QLUNARLANDER - ep_info/Shaping__MIN","env: QLUNARLANDER - ep_info/Shaping__MAX"
"672","-456.8615021804968","-456.8615021804968","-456.8615021804968"
"676","191.6424839521448","191.6424839521448","191.6424839521448"
"677","-1120.0424852162441","-1757.3471234415965","-286.53482461844885"
"678","-1537.6735404574622","-2484.3932823048285","-753.7525830169519"
"679","-997.7141330212664","-1113.4488865500316","-881.9793794925014"
"680","-1540.9826279307404","-1540.9826279307404","-1540.9826279307404"
"681","-1218.5572167315208","-1218.5572167315208","-1218.5572167315208"
"682","-1125.2691684057936","-1125.2691684057936","-1125.2691684057936"
"684","-868.9689167464772","-868.9689167464772","-868.9689167464772"
"688","-778.4698796640668","-1230.6410775830348","-162.20781942084432"
"690","-1382.053577185919","-1382.053577185919","-1382.053577185919"
"692","-857.3471933292847","-953.1410339598855","-761.5533526986837"
"693","-1484.757909240822","-1484.757909240822","-1484.757909240822"
"694","-935.1928511944909","-1320.9378033255537","-549.4478990634282"
"695","-857.504353315259","-857.504353315259","-857.504353315259"
"696","-819.9755381792783","-819.9755381792783","-819.9755381792783"
"698","-724.8055059673885","-1613.8202491141856","-125.82291642576456"
"699","-683.4574431801836","-683.4574431801836","-683.4574431801836"
"701","-1824.3984217485413","-2323.839679725468","-1324.9571637716144"
"702","-1733.285836875439","-1733.285836875439","-1733.285836875439"
"707","-986.4434668367418","-1019.9781272482747","-952.9088064252088"
"708","-1170.2401485914986","-1513.825801666826","-826.6544955161711"
"709","-1040.1985822245479","-1040.1985822245479","-1040.1985822245479"
"711","-1186.3857864712675","-1186.3857864712675","-1186.3857864712675"
"714","-2001.6695335471693","-2001.6695335471693","-2001.6695335471693"
"717","-1552.5169807951897","-1580.645865915964","-1524.3880956744156"
"718","-1310.098743958709","-1435.242056613788","-1184.9554313036301"
"720","-1445.094995511075","-1445.094995511075","-1445.094995511075"
"721","-462.073323316872","-462.073323316872","-462.073323316872"
"722","-988.5022268475343","-988.5022268475343","-988.5022268475343"
"725","-1498.6402327970911","-1498.6402327970911","-1498.6402327970911"
"726","-789.194014389068","-789.194014389068","-789.194014389068"
"727","-1735.1833906335137","-1735.1833906335137","-1735.1833906335137"
"728","-1157.1204039889078","-1157.1204039889078","-1157.1204039889078"
"729","-1638.3175657441218","-1638.3175657441218","-1638.3175657441218"
"731","-1134.0122078545392","-1134.0122078545392","-1134.0122078545392"
"734","-2511.3856898564068","-4252.837242772026","-769.9341369407873"
"735","-1061.501160679385","-2290.6248574691517","167.62253611038136"
"737","-1384.3090082130707","-1414.8983221966773","-1353.7196942294638"
"738","-1005.7105151160309","-1005.7105151160309","-1005.7105151160309"
"741","-1751.6507121970258","-1751.6507121970258","-1751.6507121970258"
"742","-1223.8064055563882","-1511.6555274774632","-935.9572836353133"
"743","-1247.7111807869128","-1542.741399103155","-952.6809624706706"
"744","-1000.1020648439105","-1000.1020648439105","-1000.1020648439105"
"745","-1528.010735558113","-1712.5200383174233","-1343.5014327988026"
"746","-755.6207271603247","-755.6207271603247","-755.6207271603247"
"748","-3832.268802247942","-3832.268802247942","-3832.268802247942"
"750","-1443.3661655833325","-1443.3661655833325","-1443.3661655833325"
"751","-709.6505872129152","-709.6505872129152","-709.6505872129152"
"752","-1078.5389627950888","-1078.5389627950888","-1078.5389627950888"
"754","-1693.3307253445187","-1693.3307253445187","-1693.3307253445187"
