"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"875","-1","-1","-1"
"876","-1","-1","-1"
"878","-1","-1","-1"
"879","-1","-1","-1"
"880","-1","-1","-1"
"883","-1","-1","-1"
"887","-1","-1","-1"
"890","-1","-1","-1"
"891","-1","-1","-1"
"892","-1","-1","-1"
"894","-1","-1","-1"
"895","-1","-1","-1"
"896","-1","-1","-1"
"897","-1","-1","-1"
"898","-1","-1","-1"
"899","-1","-1","-1"
"900","-1","-1","-1"
"902","-1","-1","-1"
"904","-1","-1","-1"
"905","-1","-1","-1"
"906","-1","-1","-1"
"907","-1","-1","-1"
"908","-1","-1","-1"
"909","-1","-1","-1"
"910","-1","-1","-1"
"912","-1","-1","-1"
"914","-1","-1","-1"
"916","-1","-1","-1"
"917","-1","-1","-1"
"923","-1","-1","-1"
"925","-1","-1","-1"
"927","-1","-1","-1"
"928","-1","-1","-1"
"930","-1","-1","-1"
"931","-1","-1","-1"
"932","-1","-1","-1"
"933","-1","-1","-1"
"934","-1","-1","-1"
"935","-1","-1","-1"
"936","-1","-1","-1"
"937","-1","-1","-1"
"942","-1","-1","-1"
"943","-1","-1","-1"
"946","-1","-1","-1"
"948","-1","-1","-1"
"949","-1","-1","-1"
"950","-1","-1","-1"
"951","-1","-1","-1"
"952","-1","-1","-1"
"953","-1","-1","-1"
"955","-1","-1","-1"
"957","-1","-1","-1"
"958","-1","-1","-1"
"959","-1","-1","-1"
"961","-1","-1","-1"
"962","-1","-1","-1"
"965","-1","-1","-1"
"966","-1","-1","-1"
"968","-1","-1","-1"
"969","-1","-1","-1"
"970","-1","-1","-1"
"971","-1","-1","-1"
"972","-1","-1","-1"
"973","-1","-1","-1"
"974","-1","-1","-1"
"975","-1","-1","-1"
"976","-1","-1","-1"
"977","-1","-1","-1"
"978","-1","-1","-1"
"979","-1","-1","-1"
"981","-1","-1","-1"
"982","-1","-1","-1"
"983","-1","-1","-1"
"984","-1","-1","-1"
"988","-1","-1","-1"
"989","-1","-1","-1"
"990","-1","-1","-1"
"992","-1","-1","-1"
"993","-1","-1","-1"
"997","-1","-1","-1"
"1001","-1","-1","-1"
"1003","-1","-1","-1"
"1004","-1","-1","-1"
"1005","-1","-1","-1"
"1006","-1","-1","-1"
"1008","-1","-1","-1"
"1009","-1","-1","-1"
"1010","-1","-1","-1"
"1011","-1","-1","-1"
"1012","-1","-1","-1"
"1013","-1","-1","-1"
"1014","-1","-1","-1"
"1015","-1","-1","-1"
"1016","-1","-1","-1"
"1017","-1","-1","-1"
"1020","-1","-1","-1"
"1021","-1","-1","-1"
"1023","-1","-1","-1"
"1025","-1","-1","-1"
"1026","-1","-1","-1"
"1028","-1","-1","-1"
"1032","-1","-1","-1"
"1033","-1","-1","-1"
"1035","-1","-1","-1"
"1036","-1","-1","-1"
"1039","-1","-1","-1"
"1042","-1","-1","-1"
"1043","-1","-1","-1"
"1044","-1","-1","-1"
"1045","-1","-1","-1"
"1046","-1","-1","-1"
"1048","-1","-1","-1"
"1051","-1","-1","-1"
"1052","-1","-1","-1"
"1054","-1","-1","-1"
"1055","-1","-1","-1"
"1056","-1","-1","-1"
"1057","-1","-1","-1"
"1058","-1","-1","-1"
"1059","-1","-1","-1"
"1060","-1","-1","-1"
"1063","-1","-1","-1"
"1066","-1","-1","-1"
"1069","-1","-1","-1"
"1070","-1","-1","-1"
"1073","-1","-1","-1"
"1074","-1","-1","-1"
"1075","-1","-1","-1"
"1077","-1","-1","-1"
"1078","-1","-1","-1"
"1079","-1","-1","-1"
"1080","-1","-1","-1"
"1081","-1","-1","-1"
"1084","-1","-1","-1"
"1085","-1","-1","-1"
"1086","-1","-1","-1"
"1087","-1","-1","-1"
"1089","-1","-1","-1"
"1090","-1","-1","-1"
"1091","-1","-1","-1"
"1092","-1","-1","-1"
"1094","-1","-1","-1"
"1095","-1","-1","-1"
"1096","-1","-1","-1"
"1098","-1","-1","-1"
"1099","-1","-1","-1"
"1100","-1","-1","-1"
"1101","-1","-1","-1"
"1103","-1","-1","-1"
"1104","-1","-1","-1"
"1105","-1","-1","-1"
"1107","-1","-1","-1"
"1108","-1","-1","-1"
"1109","-1","-1","-1"
"1110","-1","-1","-1"
"1112","-1","-1","-1"
"1115","-1","-1","-1"
"1116","-1","-1","-1"
"1117","-1","-1","-1"
"1118","-1","-1","-1"
"1120","-1","-1","-1"
"1121","-1","-1","-1"
"1122","-1","-1","-1"
"1124","-1","-1","-1"
"1125","-1","-1","-1"
"1126","-1","-1","-1"
"1127","-1","-1","-1"
"1129","-1","-1","-1"
"1131","-1","-1","-1"
"1132","-1","-1","-1"
"1133","-1","-1","-1"
"1134","-1","-1","-1"
"1135","-1","-1","-1"
"1137","-1","-1","-1"
"1141","-1","-1","-1"
"1142","-1","-1","-1"
"1145","-1","-1","-1"
"1146","-1","-1","-1"
"1147","-1","-1","-1"
"1148","-1","-1","-1"
"1149","-1","-1","-1"
"1151","-1","-1","-1"
"1152","-1","-1","-1"
"1153","-1","-1","-1"
"1154","-1","-1","-1"
"1155","-1","-1","-1"
"1156","-1","-1","-1"
"1158","-1","-1","-1"
"1159","-1","-1","-1"
"1160","-1","-1","-1"
"1163","-1","-1","-1"
"1165","-1","-1","-1"
"1166","-1","-1","-1"
"1167","-1","-1","-1"
"1168","-1","-1","-1"
"1170","-1","-1","-1"
"1172","-1","-1","-1"
"1173","-1","-1","-1"
"1177","-1","-1","-1"
"1179","-1","-1","-1"
"1183","-1","-1","-1"
"1184","-1","-1","-1"
"1185","-1","-1","-1"
"1187","-1","-1","-1"
"1189","-1","-1","-1"
"1190","-1","-1","-1"
"1191","-1","-1","-1"
