"Step","env: QLUNARLANDER - ep_info/Power_angular","env: QLUNARLANDER - ep_info/Power_angular__MIN","env: QLUNARLANDER - ep_info/Power_angular__MAX"
"5219","-24","-24","-24"
"5220","-60","-60","-60"
"5223","-14","-14","-14"
"5226","-39","-57","-21"
"5231","-19","-19","-19"
"5248","-23","-23","-23"
"5252","-24","-24","-24"
"5258","-4","-4","-4"
"5262","-12","-12","-12"
"5267","-53","-53","-53"
"5272","-79","-79","-79"
"5275","-70","-70","-70"
"5280","-56","-56","-56"
"5323","-10","-10","-10"
"5343","-31","-31","-31"
"5348","-43","-43","-43"
"5362","-113","-113","-113"
"5371","-56","-56","-56"
"5372","-67","-67","-67"
"5385","-88","-88","-88"
"5386","-40","-40","-40"
"5405","-45","-45","-45"
"5422","-112","-112","-112"
"5441","-50","-50","-50"
"5455","-77","-77","-77"
"5458","-37","-37","-37"
"5470","-40","-40","-40"
"5480","-117","-117","-117"
"5488","-44","-44","-44"
"5489","-108","-108","-108"
"5491","-70","-70","-70"
"5492","-113","-113","-113"
"5504","-42","-42","-42"
"5520","-138","-138","-138"
"5523","-113","-113","-113"
"5541","-115","-115","-115"
"5548","-56","-56","-56"
"5554","-49","-49","-49"
"5555","-147","-147","-147"
"5568","-76","-76","-76"
"5569","-43","-43","-43"
"5581","-174","-174","-174"
"5585","-85","-85","-85"
"5620","-94","-94","-94"
"5628","-48","-48","-48"
"5656","-94","-94","-94"
"5659","-188","-188","-188"
"5665","-41","-41","-41"
"5666","-72","-72","-72"
"5678","-121","-121","-121"
"5680","-86","-86","-86"
"5683","-97","-97","-97"
"5701","-62","-62","-62"
"5708","-82","-82","-82"
"5729","-76","-76","-76"
"5742","-80","-80","-80"
"5749","-80","-80","-80"
"5755","-78","-78","-78"
"5763","-162","-162","-162"
"5766","-80","-80","-80"
"5796","-207","-207","-207"
"5800","-64","-64","-64"
"5802","-114","-114","-114"
"5805","-66","-66","-66"
"5818","-129","-129","-129"
"5830","-141","-141","-141"
"5856","-84","-84","-84"
"5858","-83","-83","-83"
"5883","-70","-70","-70"
"5896","-182","-182","-182"
"5901","-157","-157","-157"
"5911","-84","-84","-84"
"5920","-66","-66","-66"
"5923","-118","-118","-118"
"5927","-87","-87","-87"
"5931","-119","-119","-119"
"5950","-76","-76","-76"
"5959","-77","-77","-77"
"5981","-158","-158","-158"
"6014","-79","-79","-79"
"6025","-180","-180","-180"
"6027","-85","-85","-85"
"6055","-170","-170","-170"
"6065","-151","-151","-151"
"6074","-138","-138","-138"
"6079","-85","-85","-85"
"6080","-280","-280","-280"
"6088","-211","-211","-211"
"6090","-88","-88","-88"
"6092","-74","-76","-72"
"6100","-110","-110","-110"
"6101","-138","-138","-138"
"6113","-41","-41","-41"
"6115","-99","-99","-99"
"6119","-100","-100","-100"
"6122","-115","-115","-115"
"6123","-72","-72","-72"
"6133","-122","-122","-122"
"6157","-56","-56","-56"
"6177","-273","-273","-273"
"6192","-101","-101","-101"
"6194","-182","-182","-182"
"6201","-205","-205","-205"
"6223","-126","-126","-126"
"6228","-155","-155","-155"
"6258","-106","-106","-106"
"6302","-170","-170","-170"
"6311","-88","-88","-88"
"6328","-113","-113","-113"
"6330","-88","-88","-88"
"6331","-94","-94","-94"
"6334","-242","-242","-242"
"6336","-71","-71","-71"
"6337","-106","-106","-106"
"6340","-111","-111","-111"
"6353","-121","-121","-121"
"6354","-121","-121","-121"
"6356","-174","-174","-174"
"6357","-97","-97","-97"
"6363","-92","-92","-92"
"6373","-83","-83","-83"
"6376","-53","-53","-53"
"6390","-60","-60","-60"
"6398","-52","-52","-52"
"6416","-146","-146","-146"
"6419","-150","-150","-150"
"6425","-104","-104","-104"
"6500","-110","-110","-110"
"6512","-172","-172","-172"
"6513","-80","-80","-80"
"6531","-93","-93","-93"
"6570","-143","-143","-143"
"6575","-103","-103","-103"
"6604","-115","-115","-115"
"6611","-74","-74","-74"
"6615","-131","-131","-131"
"6616","-153","-153","-153"
"6645","-98","-98","-98"
"6679","-124","-124","-124"
"6723","-187","-187","-187"
"6781","-69","-69","-69"
"6870","-159","-159","-159"
"6899","-185","-185","-185"
"6932","-202","-202","-202"
"6942","-108","-108","-108"
"7011","-301","-301","-301"
"7133","-394","-394","-394"
"7138","-205","-205","-205"
"7174","-311","-311","-311"
"7192","-283","-283","-283"
"7208","-270","-270","-270"
"7223","-391","-391","-391"
"7258","-211","-211","-211"
"7310","-274","-274","-274"
"7330","-388","-388","-388"
"7353","-390","-390","-390"
"7354","-265","-265","-265"
"7357","-278","-278","-278"
"7363","-272","-272","-272"
"7398","-242","-242","-242"
"7416","-390","-390","-390"
"7425","-274","-274","-274"
"7500","-291","-291","-291"
"7512","-368","-368","-368"
"7526","-305","-305","-305"
"7531","-240","-240","-240"
"7575","-232","-232","-232"
"7577","-235","-235","-235"
"7604","-414","-414","-414"
"7611","-383","-383","-383"
"7615","-383","-383","-383"
"7616","-270","-270","-270"
"7628","-169","-169","-169"
"7680","-222","-222","-222"
"7723","-209","-209","-209"
"7781","-408","-408","-408"
"7870","-212","-212","-212"
"7899","-223","-223","-223"
"7932","-244","-244","-244"
"7942","-411","-411","-411"
"7948","-200","-200","-200"
"7954","-326","-326","-326"
"8004","-144","-144","-144"
"8030","-102","-102","-102"
"8103","-186","-186","-186"
"8106","-251","-251","-251"
"8111","-194","-194","-194"
"8162","-313","-313","-313"
"8174","-411","-411","-411"
"8192","-207","-207","-207"
"8200","-239","-239","-239"
"8204","-407","-407","-407"
"8252","-76","-76","-76"
"8258","-231","-231","-231"
"8310","-204","-204","-204"
"8330","-389","-389","-389"
"8354","-193","-193","-193"
"8357","-192","-192","-192"
"8363","-205","-205","-205"
"8385","-147","-147","-147"
"8398","-201","-201","-201"
"8415","-158","-158","-158"
"8425","-216","-216","-216"
"8442","-109","-109","-109"
"8475","-79","-79","-79"
"8500","-167","-167","-167"
"8526","-388","-388","-388"
"8531","-190","-190","-190"
"8563","-324","-324","-324"
"8575","-188","-188","-188"
"8580","-227","-227","-227"
"8582","-150","-150","-150"
"8606","-183","-183","-183"
"8616","-197","-197","-197"
"8627","-158","-158","-158"
"8634","-88","-88","-88"
"8638","-222","-222","-222"
"8723","-161","-161","-161"
"8771","-178","-178","-178"
"8808","-82","-82","-82"
"8814","-131","-131","-131"
"8870","-196","-196","-196"
"8879","-102","-102","-102"
"8880","-79","-79","-79"
"8899","-181","-181","-181"
"8932","-213","-213","-213"
"8941","-313","-313","-313"
"8948","-157","-157","-157"
"8980","-132","-132","-132"
"9055","-151","-151","-151"
"9071","-70","-70","-70"
"9117","-62","-62","-62"
"9126","-185","-185","-185"
"9143","-119","-119","-119"
"9162","-535","-535","-535"
"9192","-269","-269","-269"
"9200","-481","-481","-481"
"9230","-87","-87","-87"
"9258","-220","-220","-220"
"9310","-163","-163","-163"
"9323","-399","-399","-399"
"9334","-73","-73","-73"
"9354","-190","-190","-190"
"9357","-144","-144","-144"
"9363","-165","-165","-165"
"9398","-151","-151","-151"
"9412","-107","-107","-107"
"9425","-191","-191","-191"
"9442","-385","-385","-385"
"9465","-181","-181","-181"
"9500","-203","-203","-203"
"9526","-472","-472","-472"
"9531","-236","-236","-236"
"9575","-168","-168","-168"
"9582","-592","-592","-592"
"9616","-209","-209","-209"
"9638","-202","-202","-202"
"9668","-78","-78","-78"
"9690","-146","-146","-146"
"9714","-138","-138","-138"
"9723","-248","-248","-248"
"9730","-237","-237","-237"
"9747","-269","-269","-269"
"9771","-302","-302","-302"
"9834","-81","-81","-81"
"9870","-241","-241","-241"
"9877","-71","-71","-71"
"9899","-133","-133","-133"
"9901","-65","-65","-65"
"9932","-143","-143","-143"
"9941","-408","-408","-408"
"10096","-359","-359","-359"
"10120","-41","-41","-41"
"10129","-140","-140","-140"
"10192","-145","-145","-145"
"10200","-312","-312","-312"
"10223","-211","-211","-211"
"10230","-96","-96","-96"
"10258","-226","-226","-226"
"10310","-104","-104","-104"
"10323","-348","-348","-348"
"10334","-310","-310","-310"
"10345","-89","-89","-89"
"10348","-93","-93","-93"
"10354","-213","-213","-213"
"10356","-107","-107","-107"
"10357","-194","-194","-194"
"10363","-124","-124","-124"
"10412","-333","-333","-333"
"10417","-97","-97","-97"
"10436","-19","-19","-19"
"10500","-89","-89","-89"
"10526","-339","-339","-339"
"10531","-148","-148","-148"
"10552","-65","-65","-65"
"10565","-30","-30","-30"
"10569","-30","-30","-30"
"10573","-171","-171","-171"
"10575","-151","-151","-151"
"10582","-353","-353","-353"
"10615","-135","-135","-135"
"10616","-109","-109","-109"
"10632","-97","-97","-97"
"10644","-88","-88","-88"
"10723","-86","-86","-86"
"10747","-403","-403","-403"
"10759","-268","-268","-268"
"10840","-46","-46","-46"
"10897","-120","-120","-120"
"10932","-123","-123","-123"
"10995","-199","-199","-199"
"11096","-166.5","-318","-15"
"11120","-161","-161","-161"
"11137","-360","-360","-360"
"11211","-147","-147","-147"
"11230","-398","-398","-398"
"11235","-196","-196","-196"
"11252","-212","-212","-212"
"11253","-83","-83","-83"
"11261","-199","-199","-199"
"11264","-313","-313","-313"
"11270","-8","-8","-8"
"11310","-129","-129","-129"
"11337","-182","-182","-182"
"11341","-176","-176","-176"
"11354","-128","-128","-128"
"11360","-81","-81","-81"
"11366","-251","-251","-251"
"11387","-27","-27","-27"
"11410","-97","-97","-97"
"11412","-68","-68","-68"
"11416","-20","-20","-20"
"11417","-146","-146","-146"
"11430","-188","-188","-188"
"11436","-195","-195","-195"
"11470","-223","-223","-223"
"11471","-249","-249","-249"
"11513","-118","-118","-118"
"11531","-161","-161","-161"
"11541","-83","-83","-83"
"11560","-120","-120","-120"
"11561","-74","-74","-74"
"11565","-145","-145","-145"
"11567","-49","-49","-49"
"11575","-122","-122","-122"
"11576","-19","-19","-19"
"11588","-13","-13","-13"
"11727","-110","-110","-110"
"11747","-209","-209","-209"
"11835","-100","-100","-100"
"11840","-117","-140","-94"
"11863","-103","-103","-103"
"11866","-38","-38","-38"
"11869","-25","-25","-25"
"11887","-148","-148","-148"
"11932","-118","-118","-118"
"11941","-25","-25","-25"
"11969","-46","-46","-46"
"11973","-75","-75","-75"
"11974","-113","-113","-113"
"11980","-78","-78","-78"
"11986","-38","-38","-38"
"12003","-69","-69","-69"
"12020","-159","-159","-159"
"12026","-87","-87","-87"
"12035","-70","-70","-70"
"12037","-13","-13","-13"
"12056","-112","-112","-112"
"12062","-22","-22","-22"
"12063","-15","-15","-15"
"12066","-52","-52","-52"
"12077","-19","-19","-19"
"12085","-46","-46","-46"
"12102","-148","-148","-148"
"12123","-104","-104","-104"
"12129","-55","-55","-55"
"12133","-139","-139","-139"
"12144","-15","-15","-15"
"12153","-25","-25","-25"
"12155","-50","-50","-50"
"12169","-88","-88","-88"
"12172","-103","-103","-103"
"12183","-37","-37","-37"
"12207","-97","-97","-97"
"12223","-120","-120","-120"
"12249","-110","-110","-110"
"12274","-59","-59","-59"
"12329","-100","-100","-100"
"12366","-17","-17","-17"
"12373","-10","-10","-10"
"12387","-12","-12","-12"
"12403","-223","-223","-223"
"12422","-60","-60","-60"
"12429","-70","-70","-70"
"12448","-166","-166","-166"
"12466","-49","-49","-49"
"12486","-148","-148","-148"
"12599","-37","-37","-37"
"12604","-109","-109","-109"
"12687","-105","-105","-105"
"12694","-92","-92","-92"
"12698","-221","-221","-221"
"12818","-51","-51","-51"
"12868","-57","-57","-57"
"12876","-179","-179","-179"
"12895","-160","-160","-160"
"12909","-254","-254","-254"
"12911","-248","-248","-248"
"12913","-33","-33","-33"
"12935","-93","-93","-93"
"12940","-129","-129","-129"
"12941","-134","-134","-134"
"12949","-143","-143","-143"
"12962","-84","-84","-84"
"12963","-182","-182","-182"
"12964","-118","-118","-118"
"12965","-255","-255","-255"
"12967","-123","-123","-123"
"12971","-91","-91","-91"
"13003","-62","-62","-62"
"13051","-43","-43","-43"
"13063","-275","-275","-275"
"13078","-52","-52","-52"
"13123","-140","-140","-140"
"13133","-305","-305","-305"
"13142","-153","-153","-153"
"13144","-325","-325","-325"
"13214","-143","-143","-143"
"13297","-9","-9","-9"
"13308","-91","-91","-91"
"13313","-97","-97","-97"
"13329","-179","-179","-179"
"13359","-146","-146","-146"
"13366","-227","-227","-227"
"13373","-193","-193","-193"
"13387","-167","-167","-167"
"13403","-186","-186","-186"
"13407","-79","-79","-79"
"13421","-186","-186","-186"
"13426","-82","-82","-82"
"13465","-119","-119","-119"
"13486","-221","-221","-221"
"13524","-99","-99","-99"
"13531","-15","-15","-15"
"13572","-91","-91","-91"
"13587","-126","-126","-126"
"13595","-168","-168","-168"
"13596","-155","-155","-155"
"13597","-167","-167","-167"
"13606","-75","-75","-75"
"13610","-155","-155","-155"
"13656","-10","-10","-10"
"13676","-19","-19","-19"
"13697","-13","-13","-13"
"13700","-14","-14","-14"
"13787","-26","-26","-26"
"13837","-95","-95","-95"
"13876","-225","-225","-225"
"13925","-236","-236","-236"
"13931","-269","-269","-269"
"13941","-200","-200","-200"
"13949","-299","-299","-299"
"13963","-41","-41","-41"
"13971","-371","-371","-371"
"13988","-92","-92","-92"
"13989","-31","-31","-31"
"13993","-208","-208","-208"
"14028","-204","-204","-204"
"14030","-92","-92","-92"
"14035","-200","-200","-200"
"14036","-142","-142","-142"
"14039","-153","-153","-153"
"14053","-232","-232","-232"
"14060","-295","-295","-295"
"14063","-306","-306","-306"
"14117","-5","-5","-5"
"14123","-318","-318","-318"
"14153","-97","-97","-97"
"14179","-202","-202","-202"
"14190","-289","-289","-289"
"14230","-205","-205","-205"
"14248","-9","-9","-9"
"14253","-310","-310","-310"
"14256","-395","-395","-395"
"14257","-155","-155","-155"
"14299","-73","-73","-73"
"14324","-423","-423","-423"
"14327","-32","-32","-32"
"14357","-126","-126","-126"
"14372","-221","-221","-221"
"14386","-96","-96","-96"
"14418","-24","-24","-24"
"14420","-85","-85","-85"
"14428","-30","-30","-30"
"14465","-298","-298","-298"
"14486","-237","-237","-237"
"14495","-102","-102","-102"
"14496","-119","-119","-119"
"14623","-89","-89","-89"
"14729","-133","-133","-133"
"14732","-202","-202","-202"
"14745","-131","-131","-131"
"14823","-216","-216","-216"
"14845","-87","-87","-87"
"14848","-67","-67","-67"
"14876","-291","-291","-291"
"14897","-156","-156","-156"
"14904","-9","-9","-9"
"14925","-248","-248","-248"
"14931","-306","-306","-306"
"14934","-108","-108","-108"
"14937","-16","-16","-16"
"14941","-375","-375","-375"
"14949","-295","-295","-295"
"14953","-129","-129","-129"
"14971","-290","-290","-290"
"15002","-194","-194","-194"
"15017","-10","-10","-10"
"15028","-203","-239","-167"
"15060","-338","-338","-338"
"15123","-127.5","-246","-9"
"15128","-128","-128","-128"
"15132","-152","-152","-152"
"15156","-83","-83","-83"
"15163","-321","-321","-321"
"15172","-62","-62","-62"
"15190","-297","-297","-297"
"15213","-123","-123","-123"
"15226","-6","-6","-6"
"15243","-33","-33","-33"
"15253","-183","-352","-14"
"15256","-232","-232","-232"
"15260","-113","-113","-113"
"15324","-220","-220","-220"
"15326","-113","-113","-113"
"15340","-200","-200","-200"
"15412","-71","-71","-71"
"15426","-11","-11","-11"
"15436","-17","-17","-17"
"15465","-197","-197","-197"
"15486","-157","-157","-157"
"15490","-13","-13","-13"
"15518","-132","-132","-132"
"15570","-6","-6","-6"
"15610","-51","-51","-51"
"15695","-156","-156","-156"
"15724","-25","-25","-25"
"15728","-87","-87","-87"
"15745","-214","-214","-214"
"15757","-103","-103","-103"
"15758","-102","-102","-102"
"15765","-132","-132","-132"
"15799","-159","-159","-159"
"15814","-63","-63","-63"
"15823","-131","-131","-131"
"15836","-17","-17","-17"
"15876","-174","-174","-174"
"15897","-233","-233","-233"
"15900","-112","-112","-112"
"15915","-24","-24","-24"
"15925","-148","-148","-148"
"15931","-243","-243","-243"
"15944","-136","-136","-136"
"15949","-194","-194","-194"
"15971","-560","-560","-560"
"15973","-124","-124","-124"
"16028","-237","-237","-237"
"16047","-27","-27","-27"
"16091","-58","-58","-58"
"16123","-155","-155","-155"
"16161","-13","-13","-13"
"16168","-101","-101","-101"
"16172","-253","-253","-253"
"16190","-213","-213","-213"
"16207","-145","-145","-145"
"16253","-172","-172","-172"
"16256","-272","-272","-272"
"16288","-136","-136","-136"
"16324","-191","-191","-191"
"16331","-125","-125","-125"
"16365","-139","-139","-139"
"16465","-307","-307","-307"
"16486","-127","-127","-127"
"16507","-41","-41","-41"
"16514","-76","-76","-76"
"16515","-130","-130","-130"
"16517","-90","-90","-90"
"16549","-137","-137","-137"
"16578","-79","-79","-79"
"16580","-146","-146","-146"
"16598","-21","-21","-21"
"16616","-114","-114","-114"
"16671","-76","-76","-76"
"16679","-165","-165","-165"
"16696","-77","-77","-77"
"16729","-128","-128","-128"
"16823","-195","-195","-195"
"16876","-154","-154","-154"
"16897","-133","-133","-133"
"16910","-245","-245","-245"
"16925","-165","-165","-165"
"16931","-163","-163","-163"
"16971","-120","-120","-120"
"16973","-315","-315","-315"
"17028","-145","-145","-145"
"17123","-144","-144","-144"
"17136","-138","-138","-138"
"17172","-119","-119","-119"
"17190","-128.5","-140","-117"
"17200","-133","-133","-133"
"17207","-174","-174","-174"
"17253","-133","-133","-133"
"17256","-165","-165","-165"
"17295","-29","-29","-29"
"17323","-53","-53","-53"
"17324","-167","-167","-167"
"17333","-109","-109","-109"
"17375","-43","-43","-43"
"17403","-33","-33","-33"
"17405","-138","-138","-138"
"17407","-116","-116","-116"
"17410","-157","-157","-157"
"17411","-158","-158","-158"
"17465","-68","-68","-68"
"17475","-19","-19","-19"
"17486","-130","-130","-130"
"17517","-269","-269","-269"
"17533","-31","-31","-31"
"17557","-141","-141","-141"
"17574","-12","-12","-12"
"17576","-29","-29","-29"
"17633","-14","-14","-14"
"17659","-34","-34","-34"
"17671","-137","-137","-137"
"17701","-13","-13","-13"
"17729","-216","-216","-216"
"17766","-130","-130","-130"
"17823","-129","-129","-129"
"17840","-37","-37","-37"
"17876","-128","-128","-128"
"17897","-138","-138","-138"
"17899","-120","-120","-120"
"17904","-40","-40","-40"
"17910","-134","-134","-134"
"17925","-144","-144","-144"
"17931","-136","-136","-136"
"17971","-129","-129","-129"
"17996","-106","-106","-106"
"18028","-161","-161","-161"
"18081","-162","-162","-162"
"18172","-134","-134","-134"
"18174","-96","-96","-96"
"18190","-146","-146","-146"
"18194","-107","-107","-107"
"18253","-136","-136","-136"
"18306","-69","-69","-69"
"18315","-167","-167","-167"
"18316","-146","-146","-146"
"18317","-138","-138","-138"
"18318","-128","-128","-128"
"18323","-159","-159","-159"
"18324","-127","-127","-127"
"18330","-233","-233","-233"
"18382","-97","-97","-97"
"18400","-109","-109","-109"
"18409","-310","-310","-310"
"18465","-140","-140","-140"
"18474","-139","-139","-139"
"18486","-144","-144","-144"
"18576","-170","-170","-170"
"18599","-101","-101","-101"
"18671","-333","-333","-333"
"18677","-271","-271","-271"
"18768","-154","-154","-154"
"18823","-121","-121","-121"
"18837","-91","-91","-91"
"18839","-176","-176","-176"
"18876","-219","-219","-219"
"18897","-124","-124","-124"
"18910","-199","-199","-199"
"18925","-138","-138","-138"
"18931","-178","-178","-178"
"19028","-264","-264","-264"
"19096","-105","-105","-105"
"19097","-93","-93","-93"
"19099","-156","-156","-156"
"19100","-124","-124","-124"
"19103","-107","-107","-107"
"19172","-237","-237","-237"
"19190","-117","-117","-117"
"19191","-60","-60","-60"
"19193","-122","-122","-122"
"19194","-227","-227","-227"
"19251","-76","-76","-76"
"19253","-166","-166","-166"
"19268","-296","-296","-296"
"19306","-175","-175","-175"
"19318","-152","-152","-152"
"19323","-170","-170","-170"
"19324","-167","-167","-167"
"19332","-125","-125","-125"
"19409","-199","-199","-199"
"19449","-92","-92","-92"
"19465","-192","-192","-192"
"19486","-168","-168","-168"
"19507","-150","-150","-150"
"19542","-302","-302","-302"
"19588","-126","-126","-126"
"19691","-255","-255","-255"
"19698","-100","-100","-100"
"19829","-125","-125","-125"
"19876","-190","-190","-190"
"19884","-110","-110","-110"
"19895","-128","-128","-128"
"19896","-143","-143","-143"
"19897","-186","-186","-186"
"19909","-109","-109","-109"
"19910","-133","-133","-133"
"19925","-189","-189","-189"
"19931","-183","-183","-183"
"20028","-175","-175","-175"
"20068","-104","-104","-104"
"20073","-136","-136","-136"
"20096","-218","-218","-218"
"20099","-322","-322","-322"
"20100","-209","-209","-209"
"20172","-192","-192","-192"
"20190","-211","-211","-211"
"20214","-99","-99","-99"
"20247","-113","-113","-113"
"20251","-166","-166","-166"
"20253","-163","-163","-163"
"20255","-162","-162","-162"
"20277","-171","-171","-171"
"20318","-69","-69","-69"
"20320","-90","-90","-90"
"20323","-181","-181","-181"
"20324","-175","-175","-175"
"20332","-203","-203","-203"
"20401","-107","-107","-107"
"20409","-236","-236","-236"
"20465","-189","-189","-189"
"20486","-189","-189","-189"
"20534","-31","-31","-31"
"20568","-138","-138","-138"
"20571","-170","-170","-170"
"20653","-56","-56","-56"
"20663","-122","-122","-122"
"20665","-115","-115","-115"
"20670","-89","-89","-89"
"20735","-148","-148","-148"
"20737","-150","-150","-150"
"20743","-80","-80","-80"
"20803","-113","-113","-113"
"20806","-172","-172","-172"
"20829","-198","-198","-198"
"20876","-206","-206","-206"
"20886","-116","-116","-116"
"20896","-152","-152","-152"
"20897","-209","-209","-209"
"20910","-208","-208","-208"
"20925","-249","-249","-249"
"20931","-216","-216","-216"
"20952","-393","-393","-393"
"20967","-243","-243","-243"
"21028","-225","-225","-225"
"21177","-152","-152","-152"
"21236","-88","-88","-88"
"21237","-102","-102","-102"
"21238","-108","-108","-108"
"21253","-207","-207","-207"
"21255","-351","-351","-351"
"21270","-60","-60","-60"
"21323","-204","-204","-204"
"21324","-207","-207","-207"
"21332","-211","-211","-211"
"21409","-203","-203","-203"
"21465","-237","-237","-237"
"21471","-98","-98","-98"
"21486","-209","-209","-209"
"21496","-188","-188","-188"
"21534","-234","-234","-234"
"21568","-202","-202","-202"
"21571","-263","-263","-263"
"21665","-236","-236","-236"
"21668","-186","-186","-186"
"21683","-184","-184","-184"
"21692","-350","-350","-350"
"21734","-231","-231","-231"
"21738","-168","-168","-168"
"21742","-170","-170","-170"
"21829","-171","-171","-171"
"21858","-120","-120","-120"
"21873","-146","-146","-146"
"21876","-231","-231","-231"
"21883","-95","-95","-95"
"21910","-238","-238","-238"
"21931","-237","-237","-237"
"21945","-125","-125","-125"
"22028","-235","-235","-235"
"22037","-164","-178","-150"
"22117","-147","-147","-147"
"22177","-188","-188","-188"
"22218","-100","-100","-100"
"22253","-217","-217","-217"
"22323","-222","-222","-222"
"22324","-215","-215","-215"
"22332","-233","-233","-233"
"22409","-255","-255","-255"
"22439","-80","-80","-80"
"22441","-140","-140","-140"
"22459","-138","-138","-138"
"22465","-238","-238","-238"
"22471","-147","-147","-147"
"22486","-245","-245","-245"
"22496","-253","-253","-253"
"22534","-252","-252","-252"
"22550","-9","-9","-9"
"22568","-312","-312","-312"
"22630","-276","-276","-276"
"22683","-246","-246","-246"
"22691","-192","-192","-192"
"22692","-394","-394","-394"
"22694","-47","-47","-47"
"22701","-112","-112","-112"
"22704","-230","-230","-230"
"22710","-75","-75","-75"
"22720","-124","-124","-124"
"22726","-78","-78","-78"
"22734","-125","-125","-125"
"22742","-174","-174","-174"
"22792","-307","-307","-307"
"22842","-148","-148","-148"
"22876","-268","-268","-268"
"22910","-293","-293","-293"
"22939","-99","-99","-99"
"23028","-230","-230","-230"
"23037","-202","-202","-202"
"23041","-173","-173","-173"
"23083","-71","-71","-71"
"23119","-84","-84","-84"
"23177","-119","-119","-119"
"23232","-152","-152","-152"
"23250","-143","-143","-143"
"23253","-261","-261","-261"
"23323","-228","-228","-228"
"23324","-245","-245","-245"
"23332","-246","-246","-246"
"23429","-136","-136","-136"
"23465","-293","-293","-293"
"23471","-140","-140","-140"
"23486","-225","-225","-225"
"23534","-200","-200","-200"
"23545","-149","-149","-149"
"23557","-64","-64","-64"
"23568","-213","-213","-213"
"23580","-273","-273","-273"
"23584","-67","-67","-67"
"23683","-241","-241","-241"
"23688","-150","-150","-150"
"23692","-185","-185","-185"
"23694","-175","-175","-175"
"23700","-99","-99","-99"
"23701","-147","-147","-147"
"23710","-212","-212","-212"
"23726","-206","-206","-206"
"23818","-132","-132","-132"
"23830","-137","-137","-137"
"23876","-293","-293","-293"
"23899","-98","-98","-98"
"23910","-271","-271","-271"
"23935","-83","-83","-83"
"23950","-337","-337","-337"
"24008","-96","-96","-96"
"24028","-239","-239","-239"
"24041","-168","-168","-168"
"24249","-191","-191","-191"
"24253","-214","-214","-214"
"24254","-161","-161","-161"
"24323","-202","-202","-202"
"24324","-212","-212","-212"
"24332","-266","-266","-266"
"24336","-104","-104","-104"
"24371","-26","-26","-26"
"24376","-174","-174","-174"
"24429","-174","-174","-174"
"24465","-224","-224","-224"
"24476","-155","-155","-155"
"24524","-189","-189","-189"
"24534","-232","-232","-232"
"24541","-266","-266","-266"
"24564","-249","-249","-249"
"24568","-235","-235","-235"
"24623","-116","-116","-116"
"24629","-15","-15","-15"
"24683","-185","-185","-185"
"24688","-256","-256","-256"
"24692","-202","-202","-202"
"24694","-203","-203","-203"
"24710","-219","-219","-219"
"24830","-145","-145","-145"
"24836","-209","-209","-209"
"24876","-234","-234","-234"
"24902","-130","-130","-130"
"24906","-86","-86","-86"
"24910","-268","-268","-268"
"24935","-138","-138","-138"
"24944","-84","-84","-84"
"24950","-207","-207","-207"
"24955","-77","-77","-77"
"24993","-282","-282","-282"
"25008","-133","-133","-133"
"25171","-102","-102","-102"
"25185","-146","-146","-146"
"25198","-109","-109","-109"
"25232","-121","-121","-121"
"25253","-186","-186","-186"
"25254","-171","-171","-171"
"25263","-118","-118","-118"
"25323","-171","-171","-171"
"25324","-198","-198","-198"
"25332","-197","-197","-197"
"25336","-142","-142","-142"
"25390","-32","-32","-32"
"25422","-204","-204","-204"
"25429","-126","-126","-126"
"25465","-290","-290","-290"
"25476","-200","-200","-200"
"25534","-192","-192","-192"
"25564","-142","-142","-142"
"25568","-310","-310","-310"
"25593","-47","-47","-47"
"25621","-38","-38","-38"
"25655","-15","-15","-15"
"25656","-144","-144","-144"
"25683","-149","-149","-149"
"25692","-166","-166","-166"
"25710","-202","-202","-202"
"25722","-65","-65","-65"
"25833","-169","-169","-169"
"25854","-126","-126","-126"
"25862","-134","-134","-134"
"25876","-178","-178","-178"
"25918","-58","-58","-58"
"25944","-227","-227","-227"
"25958","-105","-105","-105"
"25982","-109","-109","-109"
"25993","-195","-195","-195"
"26029","-94","-94","-94"
"26042","-105","-105","-105"
"26044","-105","-105","-105"
"26066","-171","-171","-171"
"26139","-136","-136","-136"
"26153","-132","-132","-132"
"26156","-140","-140","-140"
"26237","-74","-74","-74"
"26253","-159","-159","-159"
"26259","-120","-120","-120"
"26293","-39","-39","-39"
"26323","-175","-175","-175"
"26332","-195","-195","-195"
"26422","-207","-207","-207"
"26433","-163","-163","-163"
"26465","-187","-187","-187"
"26519","-11","-11","-11"
"26532","-87","-87","-87"
"26547","-282","-282","-282"
"26557","-368","-368","-368"
"26602","-150","-150","-150"
"26621","-172","-172","-172"
"26628","-74","-74","-74"
"26647","-136","-136","-136"
"26651","-143","-143","-143"
"26655","-146","-146","-146"
"26656","-124","-124","-124"
"26710","-205","-205","-205"
"26722","-171","-171","-171"
"26748","-108","-108","-108"
"26757","-109","-109","-109"
"26773","-83","-83","-83"
"26805","-106","-106","-106"
"26837","-157","-157","-157"
"26842","-62","-62","-62"
"26876","-212","-212","-212"
"26918","-181","-181","-181"
"26955","-104","-104","-104"
"27029","-114","-114","-114"
"27066","-178","-178","-178"
"27139","-176","-176","-176"
"27224","-84","-84","-84"
"27237","-198","-198","-198"
"27253","-212","-212","-212"
"27263","-115","-115","-115"
