"Step","env: QLUNARLANDER - lambdas/component_3","env: QLUNARLANDER - lambdas/component_3__MIN","env: QLUNARLANDER - lambdas/component_3__MAX"
"5100","0.5538271218538284","0.493240088224411","0.6144141554832458"
"5200","0.5537510067224503","0.4932175576686859","0.6142844557762146"
"5300","0.5536517649888992","0.4932079017162323","0.6140956282615662"
"5400","0.5535651594400406","0.4932022988796234","0.6139280200004578"
"5500","0.5534841418266296","0.4931976795196533","0.613770604133606"
"5600","0.5534380674362183","0.49319392442703247","0.613682210445404"
"5700","0.5534152388572693","0.49317294359207153","0.613657534122467"
"5800","0.5534070283174515","0.4931275546550751","0.6136865019798279"
"5900","0.5534053593873978","0.4930829703807831","0.6137277483940125"
"6000","0.5534128397703171","0.493041068315506","0.6137846112251282"
"6100","0.5534359812736511","0.49301886558532715","0.6138530969619751"
"6200","0.5534861534833908","0.49298521876335144","0.6139870882034302"
"6300","0.5535287261009216","0.49293023347854614","0.6141272187232971"
"6400","0.5535785257816315","0.4928738474845886","0.6142832040786743"
"6500","0.5536177307367325","0.4928160011768341","0.6144194602966309"
"6600","0.5536387264728546","0.4927579164505005","0.6145195364952087"
"6700","0.5536709725856781","0.4926983118057251","0.6146436333656311"
"6800","0.5537197589874268","0.4926380515098572","0.6148014664649963"
"6900","0.5537921041250229","0.49257704615592957","0.6150071620941162"
"7000","0.5538685321807861","0.4925122857093811","0.6152247786521912"
"7100","0.5539568811655045","0.49244752526283264","0.6154662370681763"
"7200","0.554041400551796","0.4923810660839081","0.6157017350196838"
"7300","0.5541205555200577","0.4922850430011749","0.6159560680389404"
"7400","0.5541771203279495","0.49214473366737366","0.6162095069885254"
"7500","0.554199680685997","0.49192753434181213","0.6164718270301819"
"7600","0.5542168021202087","0.49166297912597656","0.6167706251144409"
"7700","0.5542236715555191","0.49135783314704895","0.6170895099639893"
"7800","0.554218590259552","0.49103426933288574","0.6174029111862183"
"7900","0.5542069226503372","0.4907013475894928","0.6177124977111816"
"8000","0.5541595071554184","0.4903179109096527","0.6180011034011841"
"8100","0.5541056841611862","0.4899309575557709","0.6182804107666016"
"8200","0.5540585666894913","0.489545613527298","0.6185715198516846"
"8300","0.5539781004190445","0.48913344740867615","0.6188227534294128"
"8400","0.5538628399372101","0.48866158723831177","0.6190640926361084"
"8500","0.5537064969539642","0.4881141781806946","0.6192988157272339"
"8600","0.553527906537056","0.4875226318836212","0.6195331811904907"
"8700","0.5533337146043777","0.48689374327659607","0.6197736859321594"
