"Step","env: QLUNARLANDER - ep_info/Power_angular","env: QLUNARLANDER - ep_info/Power_angular__MIN","env: QLUNARLANDER - ep_info/Power_angular__MAX"
"13481","-51","-51","-51"
"13484","-152","-152","-152"
"13486","-12","-12","-12"
"13495","-182","-182","-182"
"13496","-224","-224","-224"
"13500","-94","-94","-94"
"13504","-62","-62","-62"
"13509","-130","-130","-130"
"13512","-8","-8","-8"
"13518","-94","-94","-94"
"13519","-205","-205","-205"
"13523","-50","-50","-50"
"13526","-173","-173","-173"
"13528","-52","-52","-52"
"13533","-214","-214","-214"
"13534","-15","-15","-15"
"13539","-56","-56","-56"
"13543","-13","-13","-13"
"13548","-115","-115","-115"
"13550","-71","-71","-71"
"13554","-67","-67","-67"
"13559","-134","-134","-134"
"13562","-25","-25","-25"
"13578","-122","-122","-122"
"13582","-49.5","-86","-13"
"13586","-38","-38","-38"
"13591","-106","-106","-106"
"13598","-28","-28","-28"
"13603","-52","-52","-52"
"13605","-31","-31","-31"
"13615","-21","-21","-21"
"13622","-37","-37","-37"
"13627","-70","-70","-70"
"13630","-61","-61","-61"
"13631","-37","-37","-37"
"13650","-31","-31","-31"
"13653","-143","-143","-143"
"13657","-35","-35","-35"
"13668","-98","-98","-98"
"13672","-153","-153","-153"
"13673","-43","-43","-43"
"13686","-44","-44","-44"
"13688","-18","-18","-18"
"13692","-161","-161","-161"
"13695","-57","-57","-57"
"13708","-76","-76","-76"
"13712","-93","-93","-93"
"13715","-127","-127","-127"
"13716","-36","-36","-36"
"13718","-41","-41","-41"
"13735","-202","-202","-202"
"13740","-21","-21","-21"
"13745","-16","-16","-16"
"13750","-25","-25","-25"
"13755","-82.5","-88","-77"
"13759","-11","-11","-11"
"13764","-100","-100","-100"
"13766","-17","-17","-17"
"13786","-375","-375","-375"
"13799","-57","-57","-57"
"13808","-213","-213","-213"
"13815","-55","-55","-55"
"13829","-27","-27","-27"
"13848","-33","-33","-33"
"13850","-119","-119","-119"
"13853","-50","-50","-50"
"13859","-8","-8","-8"
"13886","-115","-159","-71"
"13890","-118","-118","-118"
"13896","-197","-197","-197"
"13898","-150","-150","-150"
"13924","-38","-38","-38"
"13926","-133","-144","-122"
"13945","-76","-76","-76"
"13946","-97","-118","-76"
"13954","-40","-40","-40"
"13975","-26","-26","-26"
"13986","-28","-28","-28"
"13987","-15","-15","-15"
"13998","-61","-61","-61"
"14003","-8","-8","-8"
"14022","-9","-9","-9"
"14024","-160","-174","-146"
"14025","-54","-54","-54"
"14028","-65","-65","-65"
"14029","-45","-45","-45"
"14036","-174","-295","-53"
"14045","-93","-93","-93"
"14047","-70","-70","-70"
"14048","-18","-18","-18"
"14053","-93","-150","-36"
"14054","-32","-32","-32"
"14067","-95.5","-127","-64"
"14073","-13","-13","-13"
"14082","-78","-78","-78"
"14093","-696","-696","-696"
"14101","-180","-180","-180"
"14102","-168","-168","-168"
"14113","-145","-145","-145"
"14121","-9","-9","-9"
"14124","-150","-150","-150"
"14127","-13","-13","-13"
"14132","-28","-28","-28"
"14140","-111","-111","-111"
"14143","-18","-18","-18"
"14145","-119","-119","-119"
"14156","-43","-43","-43"
"14165","-221","-221","-221"
"14180","-109.5","-111","-108"
"14184","-384","-384","-384"
"14192","-146","-146","-146"
"14193","-156","-156","-156"
"14200","-243","-243","-243"
"14209","-6","-6","-6"
"14212","-146","-146","-146"
"14226","-11","-11","-11"
"14233","-54.5","-58","-51"
"14269","-112","-112","-112"
"14270","-149","-149","-149"
"14271","-202","-202","-202"
"14290","-26","-35","-17"
"14306","-175","-175","-175"
"14316","-29","-29","-29"
"14329","-28","-28","-28"
"14331","-30","-30","-30"
"14332","-19","-19","-19"
"14339","-36","-36","-36"
"14343","-112","-233","-34"
"14348","-60","-60","-60"
"14351","-62","-62","-62"
"14352","-103","-103","-103"
"14356","-17","-17","-17"
"14360","-149","-149","-149"
"14361","-160","-160","-160"
"14364","-26","-26","-26"
"14369","-153","-153","-153"
"14374","-43","-43","-43"
"14384","-19","-19","-19"
"14404","-31","-31","-31"
"14423","-89","-89","-89"
"14426","-182","-338","-26"
"14435","-148","-148","-148"
"14436","-9","-9","-9"
"14440","-129","-129","-129"
"14446","-189","-189","-189"
"14447","-146","-146","-146"
"14449","-168","-168","-168"
"14456","-29","-29","-29"
"14459","-18","-18","-18"
"14461","-82","-82","-82"
"14471","-15","-15","-15"
"14474","-61","-97","-25"
"14476","-43","-43","-43"
"14480","-52","-52","-52"
"14487","-100","-100","-100"
"14488","-27","-27","-27"
"14491","-123","-123","-123"
"14495","-82.5","-136","-29"
"14501","-179","-179","-179"
"14502","-49","-49","-49"
"14504","-29","-29","-29"
"14505","-116","-116","-116"
"14509","-22","-22","-22"
"14510","-12","-12","-12"
"14512","-176","-176","-176"
"14519","-424","-424","-424"
"14526","-164","-164","-164"
"14533","-187","-187","-187"
"14538","-21","-21","-21"
"14540","-105","-110","-100"
"14541","-125","-125","-125"
"14578","-26","-26","-26"
"14581","-76.5","-131","-22"
"14583","-16","-16","-16"
"14588","-256","-256","-256"
"14592","-29","-29","-29"
"14594","-17","-17","-17"
"14595","-16","-16","-16"
"14596","-47","-47","-47"
"14599","-74","-74","-74"
"14618","-30","-30","-30"
"14627","-71","-71","-71"
"14631","-515","-515","-515"
"14638","-112","-112","-112"
"14647","-34","-34","-34"
"14650","-165","-165","-165"
"14655","-166","-166","-166"
"14659","-73","-73","-73"
"14676","-63","-63","-63"
"14680","-19","-19","-19"
"14688","-144","-144","-144"
"14690","-18","-18","-18"
"14692","-191","-191","-191"
"14704","-45","-45","-45"
"14710","-98","-98","-98"
"14715","-153","-153","-153"
"14716","-129","-129","-129"
"14742","-55","-55","-55"
"14747","-45","-45","-45"
"14753","-21","-21","-21"
"14766","-112","-112","-112"
"14775","-65","-65","-65"
"14793","-69","-69","-69"
"14795","-150","-150","-150"
"14799","-160","-160","-160"
"14801","-125","-125","-125"
"14806","-92","-92","-92"
"14807","-44","-44","-44"
"14848","-130","-130","-130"
"14850","-309","-309","-309"
"14854","-8","-8","-8"
"14857","-45","-45","-45"
"14858","-158","-158","-158"
"14877","-53","-53","-53"
"14878","-9","-9","-9"
"14919","-41","-41","-41"
"14933","-53","-53","-53"
"14934","-49","-49","-49"
"14940","-74","-74","-74"
"14945","-181","-181","-181"
"14963","-21","-21","-21"
"14964","-54","-54","-54"
"14968","-74","-74","-74"
"14969","-70","-70","-70"
"14973","-57","-57","-57"
"14974","-38","-38","-38"
"14977","-37","-37","-37"
"14986","-114","-114","-114"
"14988","-63","-63","-63"
"14990","-104","-104","-104"
"14994","-137","-137","-137"
"14999","-83","-83","-83"
"15003","-93","-93","-93"
"15004","-21","-21","-21"
"15022","-48","-48","-48"
"15025","-174","-174","-174"
"15026","-68","-68","-68"
"15028","-115","-115","-115"
"15032","-212","-212","-212"
"15033","-17","-17","-17"
"15038","-116","-116","-116"
"15045","-199","-199","-199"
"15061","-22","-22","-22"
"15081","-56.5","-80","-33"
"15082","-146","-146","-146"
"15090","-63","-63","-63"
"15096","-20","-20","-20"
"15106","-97","-97","-97"
"15113","-166","-166","-166"
"15114","-154","-154","-154"
"15122","-32","-32","-32"
"15124","-164","-164","-164"
"15127","-118.5","-166","-71"
"15134","-185","-185","-185"
"15138","-57.5","-101","-14"
"15140","-11","-11","-11"
"15147","-20","-20","-20"
"15150","-19","-19","-19"
"15152","-215","-215","-215"
"15156","-152","-152","-152"
"15161","-130","-130","-130"
"15167","-39","-39","-39"
"15175","-79","-79","-79"
"15178","-155","-155","-155"
"15180","-28","-28","-28"
"15192","-211","-211","-211"
"15201","-129","-129","-129"
"15219","-30","-30","-30"
"15231","-23","-23","-23"
"15236","-81","-81","-81"
"15239","-126","-126","-126"
"15245","-191","-191","-191"
"15247","-105","-166","-44"
"15249","-20","-20","-20"
"15261","-34","-34","-34"
"15263","-30","-30","-30"
"15270","-25","-25","-25"
"15274","-270","-270","-270"
"15279","-30","-30","-30"
"15286","-26","-26","-26"
"15287","-31","-31","-31"
"15290","-136","-136","-136"
"15293","-21","-21","-21"
"15295","-20","-20","-20"
"15328","-18","-18","-18"
"15329","-168.5","-194","-143"
"15338","-24","-24","-24"
"15349","-41","-41","-41"
"15351","-55","-55","-55"
"15361","-176","-176","-176"
"15363","-34","-34","-34"
"15403","-246","-246","-246"
"15426","-11","-11","-11"
"15434","-129.5","-147","-112"
"15446","-116","-116","-116"
"15449","-89","-167","-11"
"15456","-51","-51","-51"
"15457","-41","-41","-41"
"15467","-43","-43","-43"
"15470","-60","-60","-60"
"15471","-122","-122","-122"
"15473","-19","-19","-19"
"15476","-279","-279","-279"
"15477","-60","-60","-60"
"15488","-62","-62","-62"
"15493","-39","-39","-39"
"15502","-102","-102","-102"
"15510","-220","-220","-220"
"15520","-97","-97","-97"
"15526","-157","-157","-157"
"15533","-137","-137","-137"
"15540","-97","-97","-97"
"15541","-646","-646","-646"
"15597","-80","-80","-80"
"15610","-153","-153","-153"
"15612","-264","-264","-264"
"15621","-134","-134","-134"
"15636","-121","-121","-121"
"15657","-65","-65","-65"
"15660","-31","-31","-31"
"15664","-37","-37","-37"
"15679","-88","-88","-88"
"15690","-163","-163","-163"
"15697","-230","-230","-230"
"15704","-137","-137","-137"
"15705","-79","-79","-79"
"15710","-176","-176","-176"
"15711","-12","-12","-12"
"15713","-70","-70","-70"
"15715","-123","-123","-123"
"15716","-98","-99","-97"
"15739","-138","-138","-138"
"15759","-193","-193","-193"
"15760","-158","-158","-158"
"15766","-202","-202","-202"
"15773","-328","-328","-328"
"15781","-103","-103","-103"
"15784","-20","-20","-20"
"15793","-88","-88","-88"
"15795","-166","-166","-166"
"15801","-318","-318","-318"
"15805","-179","-179","-179"
"15826","-189","-189","-189"
"15828","-120","-120","-120"
"15831","-99","-99","-99"
"15835","-142","-142","-142"
"15854","-153","-153","-153"
"15855","-34","-34","-34"
"15862","-90.5","-156","-25"
"15877","-53","-53","-53"
"15879","-38","-38","-38"
"15887","-15","-15","-15"
"15896","-151","-151","-151"
"15903","-142","-142","-142"
"15919","-236","-236","-236"
"15923","-39","-39","-39"
"15924","-101","-101","-101"
"15944","-130","-130","-130"
"15949","-118","-118","-118"
"15953","-123","-123","-123"
"15965","-42","-42","-42"
"15970","-203","-203","-203"
"15972","-126","-126","-126"
"15990","-252","-252","-252"
"15991","-109","-109","-109"
"15994","-170","-170","-170"
"16018","-100","-100","-100"
"16021","-137","-137","-137"
"16022","-145","-145","-145"
"16025","-173","-173","-173"
"16026","-56","-56","-56"
"16028","-151","-151","-151"
"16033","-294","-294","-294"
"16047","-124","-124","-124"
"16058","-138","-138","-138"
"16073","-59","-59","-59"
"16074","-25","-25","-25"
"16082","-120","-120","-120"
"16083","-142.5","-201","-84"
"16113","-96","-147","-45"
"16124","-219","-219","-219"
"16127","-269","-269","-269"
"16150","-413","-413","-413"
"16162","-162","-162","-162"
"16176","-34","-34","-34"
"16181","-148","-148","-148"
"16193","-98","-98","-98"
"16201","-230","-230","-230"
"16234","-26","-26","-26"
"16248","-145","-145","-145"
"16256","-214","-214","-214"
"16258","-74","-74","-74"
"16275","-7","-7","-7"
"16276","-139","-139","-139"
"16290","-165","-165","-165"
"16291","-173","-173","-173"
"16295","-163","-163","-163"
"16308","-60","-60","-60"
"16315","-71","-71","-71"
"16329","-227","-227","-227"
"16331","-107","-107","-107"
"16342","-86","-86","-86"
"16353","-33","-33","-33"
"16388","-22","-22","-22"
"16393","-54","-54","-54"
"16411","-23","-23","-23"
"16422","-75","-75","-75"
"16426","-232","-232","-232"
"16438","-141","-141","-141"
"16439","-292","-292","-292"
"16446","-229","-229","-229"
"16449","-177","-177","-177"
"16456","-27","-27","-27"
"16460","-152","-152","-152"
"16464","-53","-53","-53"
"16477","-118","-142","-94"
"16485","-205","-205","-205"
"16488","-167","-167","-167"
"16499","-19","-19","-19"
"16505","-309","-309","-309"
"16506","-119","-119","-119"
"16507","-167","-167","-167"
"16510","-145","-145","-145"
"16518","-62","-62","-62"
"16526","-143","-143","-143"
"16530","-23","-23","-23"
"16533","-92","-92","-92"
"16541","-138","-138","-138"
"16542","-86","-86","-86"
"16551","-69","-69","-69"
"16558","-122","-122","-122"
"16597","-116","-116","-116"
"16628","-146.5","-149","-144"
"16635","-174","-174","-174"
"16636","-124","-124","-124"
"16672","-51","-51","-51"
"16675","-172","-172","-172"
"16676","-63","-63","-63"
"16690","-120","-120","-120"
"16709","-122","-122","-122"
"16710","-150","-150","-150"
"16716","-133.5","-152","-115"
"16719","-93","-93","-93"
"16720","-64","-64","-64"
"16729","-141","-141","-141"
"16744","-147","-147","-147"
"16746","-37","-37","-37"
"16756","-7","-7","-7"
"16767","-60","-60","-60"
"16768","-83","-83","-83"
"16773","-240","-240","-240"
"16776","-57","-57","-57"
"16789","-200","-200","-200"
"16794","-127","-127","-127"
"16795","-180","-180","-180"
"16803","-194","-194","-194"
"16815","-12","-12","-12"
"16826","-160","-160","-160"
"16827","-42","-42","-42"
"16828","-302","-302","-302"
"16831","-298","-298","-298"
"16835","-410","-410","-410"
"16850","-133","-133","-133"
"16854","-100","-100","-100"
"16862","-342","-342","-342"
"16869","-41","-41","-41"
"16871","-80","-80","-80"
"16877","-314","-314","-314"
"16881","-196","-196","-196"
"16883","-272","-272","-272"
"16893","-20","-20","-20"
"16896","-103","-103","-103"
"16900","-34","-34","-34"
"16901","-48","-48","-48"
"16911","-74","-74","-74"
"16912","-22","-22","-22"
"16921","-33","-33","-33"
"16923","-55","-55","-55"
"16929","-22","-22","-22"
"16944","-83","-157","-9"
"16971","-93","-93","-93"
"16972","-137","-137","-137"
"16987","-64","-64","-64"
"16989","-94","-94","-94"
"16991","-351","-351","-351"
"16994","-145","-145","-145"
"16998","-131","-131","-131"
"17018","-167","-167","-167"
"17022","-158","-158","-158"
"17025","-167","-167","-167"
"17042","-100","-100","-100"
"17066","-150","-150","-150"
"17074","-188","-188","-188"
"17082","-160","-169","-151"
"17083","-119","-119","-119"
"17111","-133","-133","-133"
"17124","-268","-268","-268"
"17127","-65","-65","-65"
"17156","-29","-29","-29"
"17174","-68","-68","-68"
"17176","-162","-162","-162"
"17201","-192","-192","-192"
"17202","-278","-278","-278"
"17208","-65","-65","-65"
"17254","-80","-80","-80"
"17275","-124","-124","-124"
"17283","-228","-228","-228"
"17290","-119","-119","-119"
"17294","-14","-14","-14"
"17295","-96","-96","-96"
"17302","-57","-57","-57"
"17305","-124","-124","-124"
"17313","-64","-64","-64"
"17314","-163","-163","-163"
"17318","-104","-104","-104"
"17339","-281","-281","-281"
"17342","-129","-129","-129"
"17376","-111","-111","-111"
"17380","-118","-118","-118"
"17388","-94","-94","-94"
"17393","-141","-141","-141"
"17395","-15","-15","-15"
"17402","-101","-101","-101"
"17406","-201","-201","-201"
"17412","-163","-163","-163"
"17414","-151","-151","-151"
"17419","-239","-239","-239"
"17456","-188","-188","-188"
"17477","-145","-145","-145"
"17499","-136","-136","-136"
"17506","-117","-117","-117"
"17507","-243","-243","-243"
"17510","-149","-149","-149"
"17511","-35","-35","-35"
"17533","-157","-157","-157"
"17540","-48","-48","-48"
"17541","-169","-169","-169"
"17542","-207","-207","-207"
"17551","-149","-149","-149"
"17565","-293","-293","-293"
"17571","-117","-117","-117"
"17620","-325","-325","-325"
"17628","-215","-215","-215"
"17636","-112","-112","-112"
"17650","-18","-18","-18"
"17675","-166","-166","-166"
"17676","-103","-103","-103"
"17684","-109","-109","-109"
"17709","-171","-171","-171"
"17716","-116","-116","-116"
"17726","-290","-290","-290"
"17729","-110","-110","-110"
"17746","-171","-171","-171"
"17754","-16","-16","-16"
"17789","-295","-295","-295"
"17829","-19","-19","-19"
"17831","-195","-195","-195"
"17835","-316","-316","-316"
"17844","-162","-162","-162"
"17850","-163","-163","-163"
"17862","-271","-271","-271"
"17871","-152","-152","-152"
"17876","-146","-158","-134"
"17881","-224","-224","-224"
"17883","-320","-320","-320"
"17896","-129","-135","-123"
"17911","-288","-288","-288"
"17912","-178","-178","-178"
"17921","-227","-227","-227"
"17923","-160","-160","-160"
"17929","-241","-241","-241"
"17971","-176","-176","-176"
"17978","-46","-46","-46"
"17987","-161","-161","-161"
"17989","-238","-238","-238"
"17991","-274","-274","-274"
"18006","-248","-248","-248"
"18007","-152","-152","-152"
"18022","-161","-161","-161"
"18025","-166","-166","-166"
"18026","-205","-205","-205"
"18064","-137","-137","-137"
"18066","-281","-281","-281"
"18083","-259","-259","-259"
"18084","-24","-24","-24"
"18102","-166","-166","-166"
"18110","-119","-119","-119"
"18136","-58","-58","-58"
"18174","-127","-127","-127"
"18176","-148","-148","-148"
"18201","-53","-53","-53"
"18202","-280","-280","-280"
"18208","-129","-129","-129"
"18216","-62","-62","-62"
"18229","-115","-115","-115"
"18247","-153","-153","-153"
"18249","-187","-187","-187"
"18252","-190","-190","-190"
"18261","-148","-148","-148"
"18263","-16","-16","-16"
"18266","-13","-13","-13"
"18271","-106","-106","-106"
"18275","-148","-148","-148"
"18283","-317","-317","-317"
"18284","-13","-13","-13"
"18285","-51","-51","-51"
"18290","-130","-130","-130"
"18294","-184","-184","-184"
"18295","-145","-145","-145"
"18302","-190","-190","-190"
"18305","-275","-275","-275"
"18309","-36","-36","-36"
"18313","-171","-171","-171"
"18314","-158","-158","-158"
"18339","-330","-330","-330"
"18342","-116","-116","-116"
"18376","-149","-149","-149"
"18388","-162","-162","-162"
"18395","-160","-160","-160"
"18402","-275","-275","-275"
"18405","-289","-289","-289"
"18406","-198","-198","-198"
"18419","-145","-145","-145"
"18422","-186","-186","-186"
"18456","-167","-167","-167"
"18466","-103","-103","-103"
"18477","-209","-209","-209"
"18487","-28","-28","-28"
"18499","-148","-148","-148"
"18501","-134","-134","-134"
"18502","-97","-173","-21"
"18503","-188","-188","-188"
"18505","-92","-134","-50"
"18506","-176","-176","-176"
"18507","-199","-199","-199"
"18509","-38","-38","-38"
"18510","-170","-170","-170"
"18511","-204","-204","-204"
"18531","-15","-15","-15"
"18533","-171","-171","-171"
"18542","-177","-177","-177"
"18551","-137","-137","-137"
"18571","-202","-202","-202"
"18577","-30","-30","-30"
"18601","-15","-15","-15"
"18606","-28","-28","-28"
"18620","-142.5","-258","-27"
"18629","-90","-90","-90"
"18636","-199","-199","-199"
"18655","-51","-51","-51"
"18683","-170","-170","-170"
"18732","-123","-123","-123"
"18734","-35","-35","-35"
"18743","-145","-145","-145"
"18758","-22","-22","-22"
"18769","-24","-24","-24"
"18770","-48","-48","-48"
"18777","-41","-41","-41"
"18789","-224","-224","-224"
"18802","-47","-47","-47"
"18806","-57","-57","-57"
"18821","-169","-169","-169"
"18829","-197","-197","-197"
"18831","-202","-202","-202"
"18835","-298","-298","-298"
"18850","-210","-210","-210"
"18868","-74","-74","-74"
"18871","-175","-175","-175"
"18876","-166","-166","-166"
"18879","-133","-133","-133"
"18881","-197","-197","-197"
"18883","-260","-260","-260"
"18884","-38","-38","-38"
"18896","-87.5","-163","-12"
"18901","-17","-17","-17"
"18911","-38","-38","-38"
"18912","-214","-214","-214"
"18913","-143","-143","-143"
"18921","-211","-211","-211"
"18923","-198","-198","-198"
"18937","-128","-128","-128"
"18938","-167","-167","-167"
"18971","-197","-197","-197"
"18975","-13","-13","-13"
"18987","-131","-131","-131"
"18991","-239","-239","-239"
"18993","-207","-207","-207"
"18996","-155","-155","-155"
"19007","-186","-186","-186"
"19022","-194","-194","-194"
"19025","-101","-101","-101"
"19026","-188","-188","-188"
"19039","-45","-45","-45"
"19066","-198","-198","-198"
"19084","-200","-200","-200"
"19094","-98","-98","-98"
"19115","-44","-44","-44"
"19142","-184","-184","-184"
"19146","-28","-28","-28"
"19156","-14","-14","-14"
"19188","-54","-54","-54"
"19202","-211","-211","-211"
"19208","-104","-104","-104"
"19225","-225","-225","-225"
"19238","-154","-154","-154"
"19246","-198","-198","-198"
"19249","-196","-196","-196"
"19254","-122","-122","-122"
"19261","-248","-248","-248"
"19263","-170","-170","-170"
"19271","-209","-209","-209"
"19275","-179","-179","-179"
"19283","-240","-240","-240"
"19284","-202","-202","-202"
"19285","-216","-216","-216"
"19290","-173","-173","-173"
"19294","-203","-203","-203"
"19295","-156","-156","-156"
"19327","-5","-5","-5"
"19333","-8","-8","-8"
"19334","-3","-3","-3"
"19339","-207","-207","-207"
"19342","-202","-202","-202"
"19343","-44","-44","-44"
"19347","-128","-128","-128"
"19350","-152","-152","-152"
"19355","-107","-107","-107"
"19388","-172","-172","-172"
"19394","-41","-41","-41"
"19395","-124","-124","-124"
"19405","-156","-156","-156"
"19406","-196","-196","-196"
"19418","-171","-171","-171"
"19429","-115","-115","-115"
"19436","-224","-224","-224"
"19443","-154","-154","-154"
"19444","-180","-180","-180"
"19456","-108","-108","-108"
"19466","-223","-223","-223"
"19477","-177","-177","-177"
"19499","-161","-161","-161"
"19506","-168","-168","-168"
"19507","-168","-168","-168"
"19510","-165","-165","-165"
"19511","-176","-176","-176"
"19514","-24","-24","-24"
"19533","-136","-136","-136"
"19542","-176","-176","-176"
"19552","-244","-244","-244"
"19571","-162","-162","-162"
"19577","-260","-260","-260"
"19601","-130","-130","-130"
"19629","-228","-228","-228"
"19659","-190","-190","-190"
"19685","-120","-120","-120"
"19688","-111","-111","-111"
"19690","-152","-152","-152"
"19751","-59","-59","-59"
"19754","-89","-89","-89"
"19758","-241","-241","-241"
"19777","-241","-241","-241"
"19790","-88","-88","-88"
"19794","-126","-126","-126"
"19799","-121","-121","-121"
"19806","-157","-157","-157"
"19818","-100","-100","-100"
"19821","-191","-191","-191"
"19828","-135","-135","-135"
"19829","-131.5","-145","-118"
"19835","-203","-203","-203"
"19845","-10","-10","-10"
"19863","-9","-9","-9"
"19871","-221","-221","-221"
"19879","-218","-218","-218"
"19883","-179","-179","-179"
"19884","-108","-108","-108"
"19896","-237.5","-253","-222"
"19912","-194","-194","-194"
"19913","-154","-154","-154"
"19916","-18","-18","-18"
"19921","-193","-193","-193"
"19923","-177","-177","-177"
"19971","-190","-190","-190"
"19975","-263","-263","-263"
"19987","-242","-242","-242"
"19991","-292","-292","-292"
"19996","-254","-254","-254"
"20007","-195","-195","-195"
"20014","-128","-128","-128"
"20020","-163","-163","-163"
"20022","-171","-171","-171"
"20028","-96","-96","-96"
"20035","-52","-52","-52"
"20039","-139","-139","-139"
"20048","-260","-260","-260"
"20066","-306","-306","-306"
"20075","-224","-224","-224"
"20084","-226","-226","-226"
"20122","-31","-31","-31"
"20124","-120","-120","-120"
"20125","-325","-325","-325"
"20131","-177","-177","-177"
"20132","-40","-40","-40"
"20134","-9","-9","-9"
"20135","-205","-205","-205"
"20147","-187","-187","-187"
"20156","-176","-176","-176"
"20171","-308","-308","-308"
"20202","-212","-212","-212"
"20208","-199","-199","-199"
"20214","-90","-90","-90"
"20215","-12","-12","-12"
"20217","-46","-46","-46"
"20234","-110","-110","-110"
"20237","-117","-117","-117"
"20263","-179","-179","-179"
"20275","-141","-141","-141"
"20283","-276","-276","-276"
"20284","-174","-174","-174"
"20285","-203","-203","-203"
"20290","-168","-168","-168"
"20295","-150","-150","-150"
"20299","-88","-88","-88"
"20327","-117","-182","-52"
"20333","-198","-198","-198"
"20334","-258","-258","-258"
"20339","-119.5","-166","-73"
"20342","-92.5","-164","-21"
"20355","-101","-101","-101"
"20357","-206","-206","-206"
"20365","-65","-65","-65"
"20395","-235","-235","-235"
"20399","-83","-83","-83"
"20406","-270","-270","-270"
"20418","-195","-195","-195"
"20423","-198","-198","-198"
"20426","-87","-87","-87"
"20448","-13","-13","-13"
"20456","-209","-209","-209"
"20466","-218","-218","-218"
"20477","-190","-190","-190"
"20482","-35","-35","-35"
"20486","-146","-146","-146"
"20499","-212","-212","-212"
"20503","-173","-173","-173"
"20506","-147","-147","-147"
"20507","-234","-234","-234"
"20510","-142","-142","-142"
"20511","-218","-218","-218"
"20514","-178","-178","-178"
"20533","-222","-222","-222"
"20535","-121","-121","-121"
"20542","-179","-179","-179"
"20570","-95","-95","-95"
"20571","-240","-240","-240"
"20589","-138","-138","-138"
"20627","-170","-170","-170"
"20634","-79","-79","-79"
"20679","-59","-59","-59"
"20696","-15","-15","-15"
"20704","-103","-103","-103"
"20706","-22","-22","-22"
"20718","-262","-262","-262"
"20741","-36","-36","-36"
"20743","-190","-190","-190"
"20758","-276","-276","-276"
"20788","-186","-186","-186"
"20799","-125","-125","-125"
"20806","-193.5","-229","-158"
"20829","-204.5","-216","-193"
"20835","-253","-253","-253"
"20866","-13","-13","-13"
"20871","-224","-224","-224"
"20879","-282","-282","-282"
"20883","-260","-260","-260"
"20896","-250.5","-308","-193"
"20912","-224","-224","-224"
"20921","-232","-232","-232"
"20923","-197","-197","-197"
"20928","-190","-190","-190"
"20929","-29","-29","-29"
"20969","-248","-248","-248"
"20972","-154","-154","-154"
"20987","-122","-122","-122"
"20989","-123","-123","-123"
"20991","-270","-275","-265"
"20996","-219","-219","-219"
"21000","-159","-159","-159"
"21007","-223","-223","-223"
"21024","-60","-60","-60"
"21028","-444","-444","-444"
"21039","-194","-194","-194"
"21095","-218","-218","-218"
"21098","-348","-348","-348"
"21104","-123","-123","-123"
"21122","-253","-253","-253"
"21131","-449","-449","-449"
"21132","-211","-211","-211"
"21134","-212","-212","-212"
"21147","-187","-187","-187"
"21156","-178","-178","-178"
"21171","-97","-97","-97"
"21202","-288","-288","-288"
"21226","-189","-189","-189"
"21237","-369","-369","-369"
"21246","-64","-64","-64"
"21263","-212","-212","-212"
"21268","-36","-36","-36"
"21275","-154","-154","-154"
"21283","-308","-308","-308"
"21284","-215","-215","-215"
"21285","-240","-240","-240"
"21290","-189","-189","-189"
"21295","-218","-218","-218"
"21296","-79","-79","-79"
"21330","-19","-19","-19"
"21334","-326","-326","-326"
"21339","-338","-338","-338"
"21342","-143","-178","-108"
"21343","-27","-27","-27"
"21360","-168","-168","-168"
"21390","-215","-215","-215"
"21391","-44","-44","-44"
"21395","-155","-155","-155"
"21403","-183","-183","-183"
"21406","-230","-230","-230"
"21411","-128","-128","-128"
"21418","-170","-170","-170"
"21422","-24","-24","-24"
"21423","-139","-139","-139"
"21448","-315","-315","-315"
"21456","-209","-209","-209"
"21466","-292","-292","-292"
"21474","-45","-45","-45"
"21476","-78","-78","-78"
"21477","-162.5","-187","-138"
"21479","-181","-181","-181"
"21499","-158","-158","-158"
"21505","-230","-230","-230"
"21507","-215","-215","-215"
"21510","-277","-277","-277"
"21511","-249","-249","-249"
"21514","-187","-187","-187"
"21518","-162","-162","-162"
"21535","-236","-236","-236"
"21562","-12","-12","-12"
"21571","-235","-235","-235"
"21572","-189","-189","-189"
"21576","-204","-204","-204"
"21583","-196","-196","-196"
"21616","-177","-177","-177"
"21630","-35","-35","-35"
"21664","-62","-62","-62"
"21665","-175","-175","-175"
"21694","-278","-278","-278"
"21696","-276","-276","-276"
"21706","-204","-204","-204"
"21715","-55","-55","-55"
"21727","-255","-255","-255"
"21743","-282","-282","-282"
"21758","-269","-269","-269"
"21773","-316","-316","-316"
"21778","-349","-349","-349"
"21794","-91","-91","-91"
"21795","-159","-159","-159"
"21799","-92","-92","-92"
"21806","-254","-254","-254"
"21819","-25","-25","-25"
"21829","-243","-243","-243"
"21835","-261","-261","-261"
"21842","-188","-188","-188"
"21866","-151","-151","-151"
"21870","-191","-191","-191"
"21883","-275","-275","-275"
"21896","-233.5","-308","-159"
"21912","-252","-252","-252"
"21921","-237","-237","-237"
"21928","-155","-155","-155"
"21929","-266.5","-339","-194"
"21930","-49","-49","-49"
"21987","-254","-254","-254"
"21991","-164","-164","-164"
"21996","-166","-166","-166"
"22000","-138","-138","-138"
"22007","-238","-238","-238"
"22039","-265","-265","-265"
"22051","-55","-55","-55"
"22059","-57","-57","-57"
"22076","-222","-222","-222"
"22077","-128","-128","-128"
