"Step","env: QLUNARLANDER - ep_info/Shaping","env: QLUNARLANDER - ep_info/Shaping__MIN","env: QLUNARLANDER - ep_info/Shaping__MAX"
"388","-1421.5286918915808","-1421.5286918915808","-1421.5286918915808"
"392","-3167.4758585480354","-3167.4758585480354","-3167.4758585480354"
"394","-1528.009370517917","-2789.969116876212","-44.74535108730197"
"395","-2526.900242897682","-3142.3354539244124","-1911.4650318709512"
"398","-2931.6485013502343","-2931.6485013502343","-2931.6485013502343"
"404","-39.72852313145995","-39.72852313145995","-39.72852313145995"
"408","-126.06606839721405","-126.06606839721405","-126.06606839721405"
"412","-3716.965691264098","-3716.965691264098","-3716.965691264098"
"413","-6131.020889617503","-6131.020889617503","-6131.020889617503"
"414","-2481.0177569743246","-2481.0177569743246","-2481.0177569743246"
"416","-1265.0021649897099","-1265.0021649897099","-1265.0021649897099"
"419","-2504.2985797109495","-3386.466002402206","-1462.0537863423428"
"420","-1539.2864779416057","-2609.8214557083943","-54.99292191490531"
"423","-1406.0132625824772","-2078.605015956176","-733.4215092087785"
"425","-2196.6419903213778","-4300.683185458183","-92.60079518457258"
"426","-104.46416188528144","-104.46416188528144","-104.46416188528144"
"431","-3001.5390692278743","-3001.5390692278743","-3001.5390692278743"
"433","-2530.2211026040213","-2530.2211026040213","-2530.2211026040213"
"435","-107.9472900371378","-107.9472900371378","-107.9472900371378"
"436","-1388.4019659987339","-1388.4019659987339","-1388.4019659987339"
"437","-2616.183791154375","-2616.183791154375","-2616.183791154375"
"438","-3373.7389211310074","-3853.3699245502553","-2894.1079177117595"
"444","-3140.2324337201812","-3140.2324337201812","-3140.2324337201812"
"445","-1616.9051643616208","-1616.9051643616208","-1616.9051643616208"
"447","-1723.356624444326","-1723.356624444326","-1723.356624444326"
"449","-1625.588280296367","-2600.4733168520033","-140.2812244451295"
"451","-2803.196539345663","-2860.0692249601707","-2746.3238537311554"
"452","-2457.043886339913","-2457.043886339913","-2457.043886339913"
"453","-4451.5530747012235","-4451.5530747012235","-4451.5530747012235"
"455","-737.9172613533834","-737.9172613533834","-737.9172613533834"
"457","-267.60323056206107","-267.60323056206107","-267.60323056206107"
"460","-291.99462526415783","-525.4957325135667","-58.49351801474893"
"462","-2815.273854598403","-3950.362221958737","-1680.1854872380695"
"463","-2924.4877910241485","-2924.4877910241485","-2924.4877910241485"
"464","-9.487604156136513","-9.487604156136513","-9.487604156136513"
"465","-2762.350844782001","-2762.350844782001","-2762.350844782001"
"466","-66.11028396710753","-66.11028396710753","-66.11028396710753"
"467","-1380.3569208830595","-1380.3569208830595","-1380.3569208830595"
"468","-359.6783470402782","-460.41083677361405","-258.94585730694234"
"472","-1871.0233331543086","-3498.54114279151","-243.505523517107"
"476","-1301.6028044124446","-1301.6028044124446","-1301.6028044124446"
"480","-1094.4114276207981","-1094.4114276207981","-1094.4114276207981"
"482","-29.88488323784736","-29.88488323784736","-29.88488323784736"
"485","-3172.4086788793406","-3172.4086788793406","-3172.4086788793406"
"486","-1287.8144082302847","-1287.8144082302847","-1287.8144082302847"
"487","-1922.7072511178749","-1922.7072511178749","-1922.7072511178749"
"488","-924.5343155538043","-924.5343155538043","-924.5343155538043"
"490","-1032.790077229341","-1032.790077229341","-1032.790077229341"
"491","-272.8727507020037","-272.8727507020037","-272.8727507020037"
"492","-2695.212039320419","-2695.212039320419","-2695.212039320419"
"494","-3143.5113712213933","-3143.5113712213933","-3143.5113712213933"
"495","-956.2126776824394","-956.2126776824394","-956.2126776824394"
"496","-1386.809600982815","-1386.809600982815","-1386.809600982815"
"498","-189.7553050816059","-189.7553050816059","-189.7553050816059"
"499","-1623.3010854985978","-2605.895929193745","-1053.5531784407794"
"500","-2841.2275643527714","-3266.7361283674836","-2096.63801783851"
"502","-157.96061509785545","-157.96061509785545","-157.96061509785545"
"504","-1592.8069346894822","-1592.8069346894822","-1592.8069346894822"
"506","-11.12846334837377","-11.12846334837377","-11.12846334837377"
"508","-3323.831761255861","-3323.831761255861","-3323.831761255861"
"509","-662.825746461749","-662.825746461749","-662.825746461749"
"512","-2910.4991839267313","-2910.4991839267313","-2910.4991839267313"
"513","-2871.224604702244","-2871.224604702244","-2871.224604702244"
"515","-689.8717793325584","-689.8717793325584","-689.8717793325584"
"516","-2117.0409882906824","-2117.0409882906824","-2117.0409882906824"
"517","-1075.642132665962","-1075.642132665962","-1075.642132665962"
"518","-2662.563910397391","-2662.563910397391","-2662.563910397391"
"521","-28.46576699583477","-28.46576699583477","-28.46576699583477"
"522","-1641.624531258829","-3230.1240498976163","-53.12501262004184"
"529","-3048.913530694942","-4459.805281832814","-1638.0217795570693"
"530","-2785.117338101069","-2785.117338101069","-2785.117338101069"
"531","-179.3076834256451","-179.3076834256451","-179.3076834256451"
"538","-1451.8127978468933","-1451.8127978468933","-1451.8127978468933"
"540","-2061.91777769352","-2061.91777769352","-2061.91777769352"
"544","-1138.7077179467306","-2109.373541936899","-168.04189395656192"
"546","-2705.379724580174","-2705.379724580174","-2705.379724580174"
"550","-3191.0790361774466","-3191.0790361774466","-3191.0790361774466"
"552","-161.60394346062094","-161.60394346062094","-161.60394346062094"
"553","-36.61068674052751","-36.61068674052751","-36.61068674052751"
"554","-1517.0612568035722","-1517.0612568035722","-1517.0612568035722"
"555","-16.76076310717815","-16.76076310717815","-16.76076310717815"
"556","-1140.6271791396043","-1140.6271791396043","-1140.6271791396043"
"557","-2343.753092456609","-2343.753092456609","-2343.753092456609"
"558","-1306.8907984221976","-1306.8907984221976","-1306.8907984221976"
"559","-935.6974594878654","-1737.5745532723765","-133.82036570335424"
"560","-3502.231435268186","-3502.231435268186","-3502.231435268186"
"564","-2860.932213176663","-2860.932213176663","-2860.932213176663"
"566","-224.26882158840704","-224.26882158840704","-224.26882158840704"
"567","-1495.168989446635","-1495.168989446635","-1495.168989446635"
"568","-2320.1028209102033","-2717.949915134038","-1922.2557266863685"
"569","-574.0438184390465","-574.0438184390465","-574.0438184390465"
"572","165.2016591044764","165.2016591044764","165.2016591044764"
"577","2.8550721543530244","2.8550721543530244","2.8550721543530244"
"581","-2577.2027713246644","-2577.2027713246644","-2577.2027713246644"
"585","-1494.8569930742185","-2923.3272111353776","-66.38677501305938"
"586","-1571.9090711791066","-1571.9090711791066","-1571.9090711791066"
"587","-2121.04556360282","-3230.594312616934","-1011.4968145887058"
"588","-2432.840299559757","-2432.840299559757","-2432.840299559757"
"593","-1196.147405076772","-1196.147405076772","-1196.147405076772"
"595","-973.2884165520469","-1475.6971208068232","-402.8124362230301"
"598","-1920.529479781787","-1920.529479781787","-1920.529479781787"
"599","-2185.7145181080946","-2185.7145181080946","-2185.7145181080946"
"600","-2103.0314026090005","-2988.4589603170753","-1217.6038449009259"
"603","-1899.9679819862874","-2826.2964808382094","-688.748093376557"
"605","-831.812055160602","-831.812055160602","-831.812055160602"
"606","-2070.89995375524","-2070.89995375524","-2070.89995375524"
"607","-519.0867871666948","-519.0867871666948","-519.0867871666948"
"608","-86.56287214284134","-86.56287214284134","-86.56287214284134"
"611","-1400.1943557523189","-1400.1943557523189","-1400.1943557523189"
"613","-696.6938348487018","-696.6938348487018","-696.6938348487018"
"615","-2147.8912410481526","-3266.808595818778","-1028.9738862775266"
"616","-1085.5737920192382","-2076.6248056509844","-94.52277838749194"
"618","-2155.9211945326147","-3005.831082632843","-1306.0113064323862"
"623","-968.1885994390275","-1888.3939376877001","-47.983261190354824"
"624","-1450.8491210096204","-1450.8491210096204","-1450.8491210096204"
"626","-1313.9214786315958","-1313.9214786315958","-1313.9214786315958"
"627","-916.0400624157239","-1702.6512248752015","-129.42889995624625"
"628","-2403.8024189146236","-3393.130314458783","-1414.4745233704648"
"629","-3281.2019755171304","-3281.2019755171304","-3281.2019755171304"
"630","-181.21988828480244","-181.21988828480244","-181.21988828480244"
"636","-3161.4231416541675","-3317.891222968077","-3016.8015914193047"
"637","-2392.062530697634","-2392.062530697634","-2392.062530697634"
"639","-1537.4565348029137","-1537.4565348029137","-1537.4565348029137"
"641","-2165.513666191449","-2165.513666191449","-2165.513666191449"
"642","-3211.6950969211757","-4978.770761440198","-1444.619432402154"
"644","-736.2093371885518","-736.2093371885518","-736.2093371885518"
"647","-121.09366414013004","-121.09366414013004","-121.09366414013004"
"648","-122.87330819169676","-122.87330819169676","-122.87330819169676"
"652","-1980.7256277029712","-1980.7256277029712","-1980.7256277029712"
"656","-4426.384771165128","-4426.384771165128","-4426.384771165128"
"657","-81.94203905326629","-81.94203905326629","-81.94203905326629"
"658","-3332.034079125151","-3332.034079125151","-3332.034079125151"
"661","-1367.357386070614","-2560.311868786812","-174.40290335441625"
"662","-1385.5715078146507","-1385.5715078146507","-1385.5715078146507"
"663","-733.0270041711628","-733.0270041711628","-733.0270041711628"
"666","-808.3203959589202","-808.3203959589202","-808.3203959589202"
"667","-2995.3112248622347","-3331.61026648789","-2659.012183236579"
"668","-690.3718098377188","-690.3718098377188","-690.3718098377188"
"669","-3911.6103086271323","-3911.6103086271323","-3911.6103086271323"
"670","-51.06261735036969","-51.06261735036969","-51.06261735036969"
"672","-4126.564243885999","-4126.564243885999","-4126.564243885999"
"673","-4519.468254099289","-4519.468254099289","-4519.468254099289"
"676","-1696.6397633465629","-1696.6397633465629","-1696.6397633465629"
"677","-156.0247477926314","-156.0247477926314","-156.0247477926314"
"678","-5404.504101995068","-5404.504101995068","-5404.504101995068"
"686","-2070.7023601668575","-2070.7023601668575","-2070.7023601668575"
"687","-3267.6498279712787","-3403.6514041169235","-3131.6482518256335"
"688","-1248.4011066456635","-1248.4011066456635","-1248.4011066456635"
"692","-1136.646335013211","-1136.646335013211","-1136.646335013211"
"693","-1450.3658127390468","-2727.181571613376","-173.55005386471748"
"694","-2185.035026370315","-3535.2688442023164","-834.8012085383136"
"695","-1637.5219788557538","-1860.5605315727494","-1414.4834261387584"
"697","-1424.2207345863185","-1424.2207345863185","-1424.2207345863185"
"703","-3521.186361370686","-3521.186361370686","-3521.186361370686"
"704","-2006.4262564604483","-2006.4262564604483","-2006.4262564604483"
"705","-2680.2991598343165","-2680.2991598343165","-2680.2991598343165"
"707","-1914.4256925210357","-1914.4256925210357","-1914.4256925210357"
"708","-3824.7584060300146","-3824.7584060300146","-3824.7584060300146"
"709","-1393.494978718149","-2722.888044547289","-64.10191288900876"
"710","-150.29035472994053","-150.29035472994053","-150.29035472994053"
"711","-216.98611644515768","-216.98611644515768","-216.98611644515768"
"712","-278.91935219553613","-278.91935219553613","-278.91935219553613"
"713","-167.3580818424623","-167.3580818424623","-167.3580818424623"
"718","-1249.015256930492","-2441.175748943351","-56.854764917632565"
"722","-1535.9957749800137","-1947.146515361965","-1124.8450345980623"
"723","-1352.5888149936993","-1352.5888149936993","-1352.5888149936993"
"724","-803.5607305355371","-803.5607305355371","-803.5607305355371"
"725","-1504.7762959729878","-1609.0877279639242","-1400.4648639820514"
"726","-482.9342270580431","-482.9342270580431","-482.9342270580431"
"727","-1450.0882473463812","-1450.0882473463812","-1450.0882473463812"
"728","-76.19345302258921","-76.19345302258921","-76.19345302258921"
"729","-2772.0262422905457","-2772.0262422905457","-2772.0262422905457"
"731","-148.40475170314312","-148.40475170314312","-148.40475170314312"
"733","-1770.9647234454753","-1770.9647234454753","-1770.9647234454753"
"734","-1166.4542847623427","-1166.4542847623427","-1166.4542847623427"
"735","-571.629508424007","-1061.917052604258","-81.34196424375591"
"736","-158.06362645654002","-158.06362645654002","-158.06362645654002"
"739","-83.39925373372785","-83.39925373372785","-83.39925373372785"
"741","-2845.3149222768843","-2845.3149222768843","-2845.3149222768843"
"742","-1523.7183624412864","-1770.7552694094677","-1276.681455473105"
"743","-3323.7496048677713","-3353.331263332317","-3294.167946403225"
"745","-2763.2777633455894","-2763.2777633455894","-2763.2777633455894"
"746","-1963.870564320435","-1963.870564320435","-1963.870564320435"
"749","-1253.6059714232883","-1253.6059714232883","-1253.6059714232883"
"754","-2510.6515562058325","-4383.0351766664535","-578.7507334413627"
"759","-143.55350167055929","-143.55350167055929","-143.55350167055929"
"760","-2904.1472662938763","-2904.1472662938763","-2904.1472662938763"
"763","-149.0423747189343","-149.0423747189343","-149.0423747189343"
"764","-3048.5871435763934","-3048.5871435763934","-3048.5871435763934"
"766","-1441.191330784932","-1441.191330784932","-1441.191330784932"
"767","-18.725059622200206","-18.725059622200206","-18.725059622200206"
"768","-2883.717458617563","-2883.717458617563","-2883.717458617563"
"769","-210.2512056324631","-210.2512056324631","-210.2512056324631"
"770","-119.23808113237226","-119.23808113237226","-119.23808113237226"
"771","-1382.2730925555034","-1382.2730925555034","-1382.2730925555034"
"772","-1406.8800651778777","-1406.8800651778777","-1406.8800651778777"
"774","-1643.2282562988503","-1643.2282562988503","-1643.2282562988503"
"776","-1710.0912863570782","-3207.562262968471","-187.33307910958922"
"777","-154.29342781876517","-154.29342781876517","-154.29342781876517"
"778","-3490.0783911968274","-3490.0783911968274","-3490.0783911968274"
"779","-4482.237548800185","-4482.237548800185","-4482.237548800185"
"783","-900.0797726524373","-900.0797726524373","-900.0797726524373"
"785","-810.1722598622243","-810.1722598622243","-810.1722598622243"
"787","-1681.5813227246203","-2074.4136436842377","-1288.749001765003"
"790","-206.6850270846238","-206.6850270846238","-206.6850270846238"
"795","-173.09727587302518","-173.09727587302518","-173.09727587302518"
"797","-718.6612338440414","-1233.8068140670655","-203.5156536210173"
"798","-1624.081020243466","-1624.081020243466","-1624.081020243466"
"800","-1530.4192073332765","-1530.4192073332765","-1530.4192073332765"
"801","-151.27751422921824","-151.27751422921824","-151.27751422921824"
"802","-162.029902505378","-162.029902505378","-162.029902505378"
"806","-1951.5733406879008","-1951.5733406879008","-1951.5733406879008"
"807","-1725.0175395359597","-1725.0175395359597","-1725.0175395359597"
"810","-64.35519602025556","-64.35519602025556","-64.35519602025556"
"811","-163.31659798386204","-163.31659798386204","-163.31659798386204"
"812","-731.9491097393136","-731.9491097393136","-731.9491097393136"
"814","-331.97873639501637","-479.89923506975185","-184.05823772028089"
"816","-1580.8265913898745","-1580.8265913898745","-1580.8265913898745"
"818","-3059.103090005616","-3059.103090005616","-3059.103090005616"
"819","-2275.871626256655","-2275.871626256655","-2275.871626256655"
"820","-2115.6205500398455","-3206.5121850464493","-1024.7289150332413"
"827","-4801.235273577428","-4801.235273577428","-4801.235273577428"
"828","-1796.4706424002848","-2636.4560232808194","-956.48526151975"
"829","-466.4977236340443","-466.4977236340443","-466.4977236340443"
"830","-1792.518488597125","-1792.518488597125","-1792.518488597125"
"831","-517.5140652184685","-517.5140652184685","-517.5140652184685"
"832","-316.5252427261633","-579.7511084626118","-53.2993769897148"
"833","-1985.6758082751185","-1985.6758082751185","-1985.6758082751185"
"834","-2892.252841809144","-2892.252841809144","-2892.252841809144"
"835","-1413.3415678516028","-1413.3415678516028","-1413.3415678516028"
"839","-936.3123634830117","-936.3123634830117","-936.3123634830117"
"843","-109.61587592835224","-109.61587592835224","-109.61587592835224"
"845","-2923.087145628718","-2923.087145628718","-2923.087145628718"
"847","-2324.6481247867146","-2324.6481247867146","-2324.6481247867146"
"848","-1276.5043356145422","-1276.5043356145422","-1276.5043356145422"
"849","-1062.4800867984693","-1951.043814731141","-173.91635886579752"
"851","-1505.0958674401045","-1505.0958674401045","-1505.0958674401045"
"852","-292.1944278217852","-292.1944278217852","-292.1944278217852"
"854","-3130.990158805313","-3130.990158805313","-3130.990158805313"
"856","-1411.6024761733909","-2634.797875303775","-188.40707704300678"
"857","-50.81937640237936","-50.81937640237936","-50.81937640237936"
"858","-1073.93631276985","-1073.93631276985","-1073.93631276985"
"860","-1720.6868841312826","-1720.6868841312826","-1720.6868841312826"
"861","-2301.133044064045","-2301.133044064045","-2301.133044064045"
"862","-177.3122641183436","-177.3122641183436","-177.3122641183436"
"864","-915.409380570054","-915.409380570054","-915.409380570054"
"866","-103.73517414586001","-103.73517414586001","-103.73517414586001"
"871","-1924.47090226536","-2785.81757688274","-1063.1242276479802"
"872","-500.951533826689","-500.951533826689","-500.951533826689"
"873","-78.0159637567898","-78.0159637567898","-78.0159637567898"
"874","-3414.0920793870464","-3414.0920793870464","-3414.0920793870464"
"876","-1784.7023170907048","-1784.7023170907048","-1784.7023170907048"
"877","-1529.7551774419844","-1529.7551774419844","-1529.7551774419844"
"879","-2709.5930321762958","-2709.5930321762958","-2709.5930321762958"
"880","-2631.6479030726478","-5037.529213121161","-225.76659302413464"
"883","-15.825291816766025","-15.825291816766025","-15.825291816766025"
"884","-604.7810229708751","-604.7810229708751","-604.7810229708751"
"886","429.0702001502116","429.0702001502116","429.0702001502116"
"890","-2485.796393748994","-2485.796393748994","-2485.796393748994"
"891","-2757.029840412239","-2757.029840412239","-2757.029840412239"
"893","-1665.4294926362732","-1665.4294926362732","-1665.4294926362732"
"894","-4154.9442008205615","-4154.9442008205615","-4154.9442008205615"
"895","-1695.3679020516577","-1695.3679020516577","-1695.3679020516577"
"897","-1407.4582213070244","-1427.1506782000263","-1387.7657644140224"
"898","-1325.5833100217085","-1325.5833100217085","-1325.5833100217085"
"901","-126.2772440059731","-126.2772440059731","-126.2772440059731"
"907","-88.15368999913335","-88.15368999913335","-88.15368999913335"
"908","-1726.0219594463708","-1726.0219594463708","-1726.0219594463708"
"909","-1620.9565849664311","-1620.9565849664311","-1620.9565849664311"
