"Step","env: QLUNARLANDER - ep_info/Power_angular","env: QLUNARLANDER - ep_info/Power_angular__MIN","env: QLUNARLANDER - ep_info/Power_angular__MAX"
"16167","-60","-84","-36"
"16170","-34","-34","-34"
"16175","-29","-29","-29"
"16176","-132","-132","-132"
"16185","-106","-106","-106"
"16187","-60.5","-105","-16"
"16193","-49","-49","-49"
"16196","-49","-49","-49"
"16202","-64.5","-96","-33"
"16203","-95","-95","-95"
"16207","-255","-255","-255"
"16209","-41","-41","-41"
"16212","-169","-169","-169"
"16215","-183","-183","-183"
"16218","-41","-41","-41"
"16225","-54","-54","-54"
"16229","-77","-77","-77"
"16233","-27","-27","-27"
"16248","-97","-161","-33"
"16252","-54","-54","-54"
"16258","-39","-39","-39"
"16259","-150","-150","-150"
"16262","-50","-50","-50"
"16268","-42","-42","-42"
"16271","-49","-49","-49"
"16274","-20","-20","-20"
"16279","-50","-50","-50"
"16283","-41","-41","-41"
"16288","-66","-78","-54"
"16295","-139","-139","-139"
"16300","-31","-31","-31"
"16308","-105","-105","-105"
"16310","-156","-156","-156"
"16314","-90","-138","-42"
"16315","-75","-75","-75"
"16320","-35","-35","-35"
"16323","-25","-25","-25"
"16326","-39.5","-40","-39"
"16335","-22.5","-34","-11"
"16344","-155","-155","-155"
"16348","-32","-32","-32"
"16353","-29","-29","-29"
"16357","-168","-168","-168"
"16358","-30","-30","-30"
"16362","-60","-60","-60"
"16363","-46","-46","-46"
"16366","-47","-47","-47"
"16368","-45","-45","-45"
"16369","-21","-21","-21"
"16371","-45","-45","-45"
"16376","-79","-79","-79"
"16384","-14","-14","-14"
"16394","-38","-38","-38"
"16397","-73","-73","-73"
"16400","-68","-68","-68"
"16402","-16","-16","-16"
"16404","-23","-23","-23"
"16409","-37","-37","-37"
"16415","-32","-32","-32"
"16417","-116","-116","-116"
"16419","-29","-30","-28"
"16421","-25","-25","-25"
"16428","-190","-190","-190"
"16431","-25","-25","-25"
"16435","-16","-16","-16"
"16442","-68","-68","-68"
"16446","-40","-40","-40"
"16451","-25","-25","-25"
"16452","-40","-40","-40"
"16453","-163","-163","-163"
"16459","-11","-11","-11"
"16461","-59","-90","-28"
"16462","-33","-33","-33"
"16464","-39","-39","-39"
"16466","-38","-38","-38"
"16474","-34","-34","-34"
"16498","-40","-40","-40"
"16501","-26","-26","-26"
"16515","-85","-85","-85"
"16517","-21","-21","-21"
"16521","-27","-27","-27"
"16522","-151","-151","-151"
"16524","-12","-12","-12"
"16526","-29","-29","-29"
"16529","-8","-8","-8"
"16531","-28","-28","-28"
"16532","-37","-37","-37"
"16538","-21","-21","-21"
"16543","-180","-180","-180"
"16545","-34","-34","-34"
"16552","-94","-169","-19"
"16555","-27","-27","-27"
"16556","-20","-20","-20"
"16573","-96","-96","-96"
"16575","-11","-11","-11"
"16579","-19","-19","-19"
"16586","-19","-19","-19"
"16596","-103","-103","-103"
"16606","-17","-17","-17"
"16612","-46","-71","-21"
"16621","-19","-19","-19"
"16624","-45","-45","-45"
"16632","-42","-42","-42"
"16634","-24","-24","-24"
"16641","-133.5","-232","-35"
"16642","-32","-32","-32"
"16650","-16","-16","-16"
"16653","-105","-105","-105"
"16660","-31","-31","-31"
"16668","-35","-35","-35"
"16671","-39","-46","-32"
"16673","-67","-67","-67"
"16678","-46","-46","-46"
"16680","-51","-51","-51"
"16684","-40","-40","-40"
"16689","-166","-260","-72"
"16692","-36","-36","-36"
"16694","-41","-41","-41"
"16702","-45","-45","-45"
"16706","-30","-30","-30"
"16722","-172","-172","-172"
"16725","-32","-32","-32"
"16731","-170","-170","-170"
"16734","-26","-26","-26"
"16735","-27","-27","-27"
"16739","-103","-148","-58"
"16745","-23","-23","-23"
"16750","-69","-69","-69"
"16755","-35","-35","-35"
"16758","-104","-104","-104"
"16759","-60","-60","-60"
"16762","-15","-15","-15"
"16766","-69","-95","-43"
"16770","-35","-35","-35"
"16782","-62","-62","-62"
"16789","-75","-75","-75"
"16790","-24","-24","-24"
"16791","-32","-32","-32"
"16792","-168.5","-286","-51"
"16801","-48","-48","-48"
"16802","-20","-20","-20"
"16805","-45","-45","-45"
"16808","-6","-6","-6"
"16810","-40","-40","-40"
"16812","-29","-29","-29"
"16823","-32","-32","-32"
"16824","-213","-213","-213"
"16827","-132","-132","-132"
"16831","-39","-39","-39"
"16832","-13","-13","-13"
"16837","-13","-13","-13"
"16850","-40","-40","-40"
"16852","-42","-42","-42"
"16855","-65","-65","-65"
"16857","-277","-277","-277"
"16859","-21","-21","-21"
"16860","-40","-40","-40"
"16867","-17","-17","-17"
"16870","-53","-53","-53"
"16875","-94","-94","-94"
"16884","-89.5","-113","-66"
"16886","-36","-36","-36"
"16890","-17","-17","-17"
"16893","-83","-83","-83"
"16894","-83","-118","-48"
"16895","-86","-86","-86"
"16898","-177","-177","-177"
"16907","-64","-64","-64"
"16908","-47","-47","-47"
"16914","-39","-39","-39"
"16915","-19","-19","-19"
"16916","-43","-43","-43"
"16921","-42","-42","-42"
"16922","-35","-35","-35"
"16923","-38","-38","-38"
"16927","-39","-39","-39"
"16933","-60","-60","-60"
"16943","-24","-24","-24"
"16945","-45.5","-54","-37"
"16946","-60","-110","-10"
"16952","-41","-41","-41"
"16956","-43","-43","-43"
"16962","-33.5","-42","-25"
"16978","-25","-25","-25"
"16981","-53","-53","-53"
"16984","-40","-40","-40"
"16992","-36","-36","-36"
"16995","-18","-28","-8"
"16998","-131","-131","-131"
"17003","-45","-45","-45"
"17004","-87","-87","-87"
"17011","-42","-42","-42"
"17015","-55","-55","-55"
"17019","-186","-186","-186"
"17041","-34","-34","-34"
"17051","-80","-80","-80"
"17056","-38","-38","-38"
"17062","-20","-20","-20"
"17063","-120","-120","-120"
"17064","-20","-20","-20"
"17066","-44","-44","-44"
"17068","-20","-20","-20"
"17069","-14","-14","-14"
"17072","-13","-13","-13"
"17073","-212","-212","-212"
"17078","-41","-41","-41"
"17083","-28","-28","-28"
"17086","-26","-26","-26"
"17088","-46","-46","-46"
"17091","-26","-26","-26"
"17096","-28","-28","-28"
"17097","-25","-25","-25"
"17110","-263","-263","-263"
"17117","-50","-50","-50"
"17118","-63","-63","-63"
"17125","-34","-34","-34"
"17127","-41","-41","-41"
"17133","-31","-31","-31"
"17136","-26","-26","-26"
"17153","-42","-42","-42"
"17163","-46","-46","-46"
"17167","-226","-226","-226"
"17169","-37","-37","-37"
"17174","-19","-19","-19"
"17176","-62","-62","-62"
"17179","-7","-7","-7"
"17180","-7","-7","-7"
"17185","-17","-22","-12"
"17191","-31","-31","-31"
"17192","-129","-129","-129"
"17199","-16","-16","-16"
"17202","-25","-25","-25"
"17212","-165","-165","-165"
"17215","-142","-142","-142"
"17216","-23","-23","-23"
"17218","-19.5","-20","-19"
"17226","-33","-33","-33"
"17227","-36","-36","-36"
"17229","-82","-82","-82"
"17232","-48","-48","-48"
"17237","-39","-39","-39"
"17240","-38","-38","-38"
"17243","-44","-44","-44"
"17244","-42","-42","-42"
"17247","-41","-41","-41"
"17248","-111","-111","-111"
"17249","-58","-58","-58"
"17255","-37","-37","-37"
"17259","-183","-183","-183"
"17274","-31","-31","-31"
"17281","-51","-51","-51"
"17282","-46","-46","-46"
"17288","-72","-98","-43"
"17289","-11","-11","-11"
"17298","-20","-22","-18"
"17308","-101","-101","-101"
"17310","-180","-180","-180"
"17311","-69","-69","-69"
"17314","-81.5","-127","-36"
"17315","-65","-65","-65"
"17322","-39","-39","-39"
"17330","-17","-17","-17"
"17335","-98","-98","-98"
"17343","-13","-13","-13"
"17344","-163","-163","-163"
"17351","-42","-42","-42"
"17357","-195","-195","-195"
"17358","-42","-42","-42"
"17360","-21","-21","-21"
"17363","-17.5","-34","-1"
"17364","-13","-13","-13"
"17365","-23","-23","-23"
"17366","-41","-41","-41"
"17374","-49","-49","-49"
"17382","-84.5","-127","-42"
"17388","-36","-36","-36"
"17396","-37","-37","-37"
"17397","-75","-75","-75"
"17400","-64","-64","-64"
"17408","-21","-21","-21"
"17410","-28","-28","-28"
"17411","-42","-42","-42"
"17412","-184","-184","-184"
"17415","-10","-10","-10"
"17423","-31","-47","-15"
"17429","-34","-34","-34"
"17430","-37","-60","-14"
"17431","-19","-19","-19"
"17434","-24","-24","-24"
"17438","-31","-31","-31"
"17439","-59","-59","-59"
"17441","-28","-28","-28"
"17442","-77","-77","-77"
"17446","-26","-26","-26"
"17451","-68","-68","-68"
"17453","-152","-152","-152"
"17455","-69","-69","-69"
"17460","-44","-44","-44"
"17461","-83","-83","-83"
"17464","-60","-99","-21"
"17476","-40","-40","-40"
"17486","-46","-46","-46"
"17490","-26","-26","-26"
"17491","-23","-23","-23"
"17509","-10","-10","-10"
"17522","-144","-144","-144"
"17525","-31","-31","-31"
"17528","-27","-27","-27"
"17530","-53","-53","-53"
"17533","-43","-43","-43"
"17538","-16","-19","-13"
"17540","-91","-91","-91"
"17543","-117","-117","-117"
"17550","-30","-30","-30"
"17551","-7","-7","-7"
"17559","-46","-46","-46"
"17563","-24","-24","-24"
"17571","-38","-38","-38"
"17580","-48","-48","-48"
"17599","-85","-85","-85"
"17600","-49","-49","-49"
"17612","-82","-82","-82"
"17616","-22","-22","-22"
"17619","-25","-25","-25"
"17623","-37","-37","-37"
"17624","-62","-102","-22"
"17626","-31","-31","-31"
"17631","-18","-18","-18"
"17636","-26","-26","-26"
"17637","-63","-63","-63"
"17646","-32","-32","-32"
"17647","-13","-13","-13"
"17658","-39","-39","-39"
"17659","-34","-35","-33"
"17662","-34","-34","-34"
"17670","-27","-27","-27"
"17672","-53","-53","-53"
"17679","-45","-45","-45"
"17681","-99","-99","-99"
"17689","-149","-189","-109"
"17692","-64","-112","-16"
"17715","-42","-42","-42"
"17721","-61","-61","-61"
"17722","-184","-184","-184"
"17726","-12","-12","-12"
"17730","-30","-30","-30"
"17731","-93","-159","-27"
"17733","-28","-28","-28"
"17736","-27","-27","-27"
"17739","-172","-172","-172"
"17740","-32","-32","-32"
"17745","-50","-50","-50"
"17756","-33.5","-44","-23"
"17759","-71","-71","-71"
"17762","-203","-203","-203"
"17764","-43","-43","-43"
"17776","-64","-64","-64"
"17781","-28","-28","-28"
"17783","-14","-14","-14"
"17785","-29","-29","-29"
"17792","-75","-117","-33"
"17795","-24","-24","-24"
"17805","-34","-34","-34"
"17806","-47","-47","-47"
"17808","-23","-23","-23"
"17809","-76","-76","-76"
"17813","-29","-29","-29"
"17816","-33","-33","-33"
"17817","-12","-12","-12"
"17819","-64","-64","-64"
"17821","-107","-169","-45"
"17823","-33","-33","-33"
"17824","-166","-166","-166"
"17826","-32","-32","-32"
"17827","-67.5","-94","-41"
"17834","-42","-42","-42"
"17841","-30","-30","-30"
"17855","-81","-81","-81"
"17857","-104","-104","-104"
"17870","-65","-65","-65"
"17875","-76","-76","-76"
"17876","-14","-14","-14"
"17881","-49","-49","-49"
"17883","-46","-46","-46"
"17884","-66","-66","-66"
"17890","-35","-35","-35"
"17891","-27","-27","-27"
"17893","-70","-70","-70"
"17895","-259","-259","-259"
"17898","-164","-164","-164"
"17900","-192","-192","-192"
"17903","-73","-73","-73"
"17905","-34","-34","-34"
"17906","-29","-29","-29"
"17909","-26","-26","-26"
"17910","-39.5","-43","-36"
"17913","-30","-30","-30"
"17919","-22","-22","-22"
"17931","-24","-24","-24"
"17933","-34","-34","-34"
"17939","-18","-18","-18"
"17945","-118","-118","-118"
"17946","-245","-245","-245"
"17950","-43","-43","-43"
"17957","-52","-52","-52"
"17962","-25","-25","-25"
"17964","-39","-39","-39"
"17969","-54","-54","-54"
"17970","-38","-38","-38"
"17983","-59","-59","-59"
"17985","-36","-36","-36"
"17988","-32","-32","-32"
"17989","-35","-35","-35"
"17991","-22","-22","-22"
"17995","-22.5","-32","-13"
"17998","-33","-33","-33"
"18005","-26.5","-31","-22"
"18012","-30","-30","-30"
"18015","-114","-114","-114"
"18019","-150","-150","-150"
"18028","-22.5","-27","-18"
"18051","-90","-90","-90"
"18059","-25","-25","-25"
"18064","-82","-82","-82"
"18066","-15","-15","-15"
"18068","-61","-99","-23"
"18069","-28","-28","-28"
"18072","-67.5","-108","-27"
"18073","-40","-40","-40"
"18076","-34","-34","-34"
"18085","-19","-19","-19"
"18093","-9","-9","-9"
"18096","-12","-12","-12"
"18100","-37","-37","-37"
"18105","-44","-44","-44"
"18110","-123","-123","-123"
"18115","-56","-56","-56"
"18118","-86","-86","-86"
"18121","-41","-41","-41"
"18128","-21","-21","-21"
"18133","-32","-32","-32"
"18135","-44","-44","-44"
"18147","-113","-113","-113"
"18148","-25","-25","-25"
"18151","-27","-27","-27"
"18152","-36","-36","-36"
"18156","-45","-45","-45"
"18169","-28","-28","-28"
"18171","-39","-39","-39"
"18173","-18","-18","-18"
"18174","-102","-102","-102"
"18186","-29","-29","-29"
"18188","-43","-43","-43"
"18200","-167","-167","-167"
"18209","-68","-68","-68"
"18210","-47","-47","-47"
"18211","-36","-36","-36"
"18212","-159","-159","-159"
"18215","-154","-154","-154"
"18227","-33","-33","-33"
"18248","-20","-20","-20"
"18253","-13","-13","-13"
"18254","-30","-30","-30"
"18257","-41","-41","-41"
"18259","-145","-145","-145"
"18266","-179","-179","-179"
"18270","-29","-29","-29"
"18273","-66","-66","-66"
"18274","-39","-39","-39"
"18288","-111","-111","-111"
"18289","-11","-11","-11"
"18295","-27.5","-45","-10"
"18296","-61","-61","-61"
"18299","-25","-25","-25"
"18304","-29","-29","-29"
"18308","-158","-158","-158"
"18310","-39","-39","-39"
"18314","-104","-166","-42"
"18315","-74.5","-105","-44"
"18322","-61","-61","-61"
"18324","-84","-84","-84"
"18326","-15","-15","-15"
"18336","-66","-66","-66"
"18341","-40","-40","-40"
"18344","-183","-183","-183"
"18347","-40","-40","-40"
"18357","-180","-180","-180"
"18360","-41","-41","-41"
"18363","-168","-168","-168"
"18365","-15","-15","-15"
"18376","-38","-38","-38"
"18378","-39","-39","-39"
"18382","-110","-110","-110"
"18386","-17","-17","-17"
"18389","-133","-133","-133"
"18390","-34","-34","-34"
"18408","-28","-28","-28"
"18409","-34","-34","-34"
"18415","-11","-11","-11"
"18421","-149","-149","-149"
"18422","-7","-7","-7"
"18428","-43","-43","-43"
"18429","-12","-12","-12"
"18430","-15","-15","-15"
"18432","-29","-29","-29"
"18439","-110.5","-183","-38"
"18449","-9","-9","-9"
"18450","-32","-32","-32"
"18452","-24","-24","-24"
"18453","-169","-169","-169"
"18458","-85","-85","-85"
"18460","-132","-132","-132"
"18464","-112","-112","-112"
"18468","-19","-19","-19"
"18480","-31","-31","-31"
"18482","-39","-39","-39"
"18492","-26","-26","-26"
"18518","-27","-27","-27"
"18521","-135.5","-209","-62"
"18522","-124","-150","-98"
"18525","-109","-109","-109"
"18526","-16","-20","-12"
"18530","-40","-40","-40"
"18532","-63","-63","-63"
"18535","-36","-36","-36"
"18538","-10","-10","-10"
"18543","-139","-139","-139"
"18544","-19","-19","-19"
"18557","-31","-31","-31"
"18559","-51","-107","-17"
"18563","-8","-8","-8"
"18566","-142","-142","-142"
"18568","-13","-13","-13"
"18569","-45","-45","-45"
"18571","-166","-166","-166"
"18573","-190","-190","-190"
"18586","-33","-33","-33"
"18590","-48.5","-53","-44"
"18592","-36","-36","-36"
"18593","-100","-100","-100"
"18595","-8","-8","-8"
"18599","-287","-287","-287"
"18604","-9","-9","-9"
"18605","-132","-132","-132"
"18611","-31","-31","-31"
"18619","-112","-112","-112"
"18626","-23","-23","-23"
"18633","-28","-28","-28"
"18634","-38","-38","-38"
"18636","-181","-181","-181"
"18640","-99","-99","-99"
"18655","-54","-54","-54"
"18656","-36","-36","-36"
"18657","-35","-35","-35"
"18660","-48","-48","-48"
"18677","-6","-6","-6"
"18684","-28","-28","-28"
"18689","-106","-184","-28"
"18695","-13","-13","-13"
"18701","-16","-16","-16"
"18708","-45","-45","-45"
"18716","-15","-15","-15"
"18722","-74.5","-140","-9"
"18726","-32","-32","-32"
"18731","-95","-137","-53"
"18733","-15","-15","-15"
"18735","-21","-21","-21"
"18737","-32","-32","-32"
"18739","-115","-115","-115"
"18745","-13","-13","-13"
"18756","-102","-102","-102"
"18762","-131","-131","-131"
"18764","-18","-18","-18"
"18768","-37","-37","-37"
"18777","-33","-33","-33"
"18781","-33","-33","-33"
"18784","-17","-17","-17"
"18795","-51","-51","-51"
"18801","-5","-5","-5"
"18805","-37","-37","-37"
"18807","-49","-49","-49"
"18815","-20","-25","-15"
"18818","-98","-98","-98"
"18819","-13","-13","-13"
"18821","-30","-30","-30"
"18823","-91","-91","-91"
"18824","-156.5","-167","-146"
"18831","-41","-67","-15"
"18841","-106","-106","-106"
"18843","-28","-28","-28"
"18846","-19","-19","-19"
"18852","-23","-23","-23"
"18855","-106","-106","-106"
"18856","-113","-113","-113"
"18857","-132","-132","-132"
"18858","-25","-25","-25"
"18869","-27","-27","-27"
"18871","-18","-18","-18"
"18875","-106","-106","-106"
"18883","-132","-132","-132"
"18892","-49","-49","-49"
"18894","-48","-48","-48"
"18898","-120","-120","-120"
"18900","-215","-215","-215"
"18906","-35","-35","-35"
"18913","-10","-10","-10"
"18915","-176","-176","-176"
"18916","-107","-107","-107"
"18921","-52","-52","-52"
"18924","-14","-14","-14"
"18928","-52","-52","-52"
"18930","-43","-43","-43"
"18934","-12","-12","-12"
"18936","-35","-35","-35"
"18939","-268","-268","-268"
"18941","-10","-10","-10"
"18942","-47","-47","-47"
"18943","-43","-43","-43"
"18953","-59","-59","-59"
"18959","-88","-88","-88"
"18962","-48","-48","-48"
"18968","-58","-114","-2"
"18975","-48","-48","-48"
"18976","-92","-176","-8"
"18983","-47","-47","-47"
"18995","-137","-137","-137"
"19000","-14","-14","-14"
"19005","-31","-31","-31"
"19009","-25","-25","-25"
"19013","-72","-72","-72"
"19015","-84","-84","-84"
"19016","-20","-20","-20"
"19019","-113","-113","-113"
"19024","-115","-115","-115"
"19035","-8","-8","-8"
"19043","-12","-12","-12"
"19045","-13","-13","-13"
"19046","-19","-19","-19"
"19051","-105","-105","-105"
"19058","-16","-16","-16"
"19063","-19","-19","-19"
"19064","-75","-75","-75"
"19068","-122","-122","-122"
"19070","-6","-6","-6"
"19076","-146","-146","-146"
"19078","-36","-36","-36"
"19080","-14","-14","-14"
"19088","-35","-35","-35"
"19090","-12","-12","-12"
"19094","-184","-184","-184"
"19109","-62","-62","-62"
"19110","-119","-119","-119"
"19118","-79","-79","-79"
"19124","-62","-62","-62"
"19128","-14","-14","-14"
"19131","-10","-10","-10"
"19141","-19","-19","-19"
"19148","-23","-23","-23"
"19156","-99.5","-173","-26"
"19159","-19","-27","-11"
"19167","-60","-60","-60"
"19168","-11","-11","-11"
"19171","-117","-117","-117"
"19175","-36","-36","-36"
"19180","-48","-48","-48"
"19183","-79","-154","-29"
"19186","-16","-16","-16"
"19191","-19","-19","-19"
"19203","-61","-103","-19"
"19205","-41","-41","-41"
"19207","-178","-178","-178"
"19211","-10","-10","-10"
"19212","-82.5","-126","-39"
"19215","-114","-114","-114"
"19216","-19","-19","-19"
"19228","-67","-67","-67"
"19253","-19","-19","-19"
"19255","-23","-23","-23"
"19259","-104","-104","-104"
"19266","-107","-107","-107"
"19269","-71","-71","-71"
"19273","-70","-70","-70"
"19279","-181","-181","-181"
"19281","-8","-8","-8"
"19283","-15","-15","-15"
"19288","-78","-78","-78"
"19291","-22","-23","-21"
"19295","-60","-60","-60"
"19297","-11","-11","-11"
"19298","-79","-79","-79"
"19301","-75","-75","-75"
"19305","-39","-39","-39"
"19307","-18","-18","-18"
"19308","-7","-7","-7"
"19311","-107","-107","-107"
"19314","-155","-155","-155"
"19315","-95","-95","-95"
"19319","-56","-56","-56"
"19322","-80","-80","-80"
"19324","-59","-59","-59"
"19330","-11","-11","-11"
"19331","-18","-18","-18"
"19334","-58.5","-66","-51"
"19344","-135","-135","-135"
"19355","-44","-44","-44"
"19356","-12","-12","-12"
"19357","-172.5","-209","-136"
"19363","-135","-135","-135"
"19372","-10","-10","-10"
"19377","-34","-34","-34"
"19382","-108","-108","-108"
"19398","-44","-44","-44"
"19412","-199","-199","-199"
"19419","-21","-21","-21"
"19425","-19","-19","-19"
"19429","-39","-39","-39"
"19435","-25","-25","-25"
"19437","-31","-31","-31"
"19442","-10","-10","-10"
"19447","-18","-18","-18"
"19453","-160","-160","-160"
"19456","-15","-15","-15"
"19464","-138","-138","-138"
"19468","-146","-146","-146"
"19470","-29","-29","-29"
"19471","-20","-20","-20"
"19473","-11","-11","-11"
"19474","-43","-43","-43"
"19475","-62","-62","-62"
"19476","-57","-57","-57"
"19481","-86","-86","-86"
"19501","-37.5","-41","-34"
"19506","-25","-25","-25"
"19507","-34","-34","-34"
"19509","-29","-29","-29"
"19516","-28","-28","-28"
"19517","-42","-42","-42"
"19531","-33","-33","-33"
"19537","-40","-40","-40"
"19543","-153","-153","-153"
"19545","-51","-51","-51"
"19549","-62","-62","-62"
"19556","-97","-97","-97"
"19575","-21","-21","-21"
"19576","-19","-19","-19"
"19578","-82","-82","-82"
"19580","-58","-58","-58"
"19589","-25","-25","-25"
"19595","-159","-159","-159"
"19600","-18","-18","-18"
"19601","-58","-58","-58"
"19603","-16","-16","-16"
"19606","-138","-138","-138"
"19609","-24","-24","-24"
"19610","-17","-17","-17"
"19619","-112","-112","-112"
"19622","-24","-24","-24"
"19624","-17","-17","-17"
"19626","-33","-33","-33"
"19628","-49","-49","-49"
"19634","-28","-28","-28"
"19635","-24","-24","-24"
"19640","-75","-75","-75"
"19645","-13","-13","-13"
"19649","-56","-56","-56"
"19651","-158","-158","-158"
"19654","-21","-21","-21"
"19656","-22.5","-25","-20"
"19660","-13","-13","-13"
"19669","-22","-22","-22"
"19692","-101","-101","-101"
"19700","-24","-24","-24"
"19711","-18","-18","-18"
"19720","-20","-20","-20"
"19722","-111","-111","-111"
"19726","-19","-19","-19"
"19733","-96","-96","-96"
"19735","-30","-30","-30"
"19738","-43","-43","-43"
"19739","-146","-146","-146"
"19756","-126","-126","-126"
"19757","-53","-53","-53"
"19761","-18","-18","-18"
"19763","-155","-155","-155"
"19765","-22","-22","-22"
"19771","-20","-20","-20"
"19783","-240","-240","-240"
"19785","-23.5","-31","-16"
"19793","-32","-32","-32"
"19794","-66","-66","-66"
"19796","-17","-17","-17"
"19801","-90","-141","-39"
"19806","-18","-18","-18"
"19816","-49","-49","-49"
"19822","-199","-199","-199"
"19823","-57.5","-95","-20"
"19824","-231","-345","-117"
"19826","-36","-36","-36"
"19834","-110","-110","-110"
"19843","-122","-122","-122"
"19844","-53","-53","-53"
"19846","-14","-14","-14"
"19848","-86","-86","-86"
"19855","-119","-119","-119"
"19856","-25","-25","-25"
"19857","-202","-202","-202"
"19861","-8","-8","-8"
"19862","-127","-127","-127"
"19872","-18","-18","-18"
"19873","-49","-49","-49"
"19875","-144","-144","-144"
"19878","-50","-50","-50"
"19887","-8","-8","-8"
"19894","-65","-65","-65"
"19895","-29","-29","-29"
"19898","-23","-23","-23"
"19900","-91","-91","-91"
"19902","-95","-95","-95"
"19906","-170","-170","-170"
"19910","-18","-18","-18"
"19913","-25","-25","-25"
"19916","-125","-125","-125"
"19933","-19","-19","-19"
"19935","-42","-42","-42"
"19936","-18","-18","-18"
"19943","-68","-100","-36"
"19945","-48","-48","-48"
"19946","-55","-55","-55"
"19957","-15","-15","-15"
"19959","-143","-143","-143"
"19960","-14","-14","-14"
"19965","-80","-80","-80"
"19968","-145","-145","-145"
"19975","-17","-17","-17"
"19976","-110","-110","-110"
"19986","-23","-23","-23"
"19989","-22","-22","-22"
"19997","-17","-17","-17"
"20005","-31","-31","-31"
"20013","-47","-47","-47"
"20015","-127","-127","-127"
"20017","-25","-25","-25"
"20018","-25","-25","-25"
"20019","-70.5","-111","-30"
"20035","-18","-18","-18"
"20038","-20","-20","-20"
"20042","-21","-21","-21"
"20044","-40","-40","-40"
"20046","-132","-132","-132"
"20051","-120","-120","-120"
"20058","-21","-21","-21"
"20064","-129","-129","-129"
"20066","-9","-9","-9"
"20068","-128","-128","-128"
"20076","-34","-34","-34"
"20081","-62","-62","-62"
"20083","-40","-40","-40"
"20084","-24","-24","-24"
"20090","-60","-60","-60"
"20094","-162","-162","-162"
"20098","-19","-19","-19"
"20102","-16","-16","-16"
"20107","-42","-42","-42"
"20115","-192","-192","-192"
"20118","-121","-121","-121"
"20123","-34","-34","-34"
"20124","-69.5","-131","-8"
"20132","-19","-19","-19"
"20144","-20","-20","-20"
"20148","-127","-127","-127"
"20156","-160","-160","-160"
"20169","-17","-17","-17"
"20176","-21","-21","-21"
"20178","-183","-183","-183"
"20183","-163","-163","-163"
"20185","-114","-114","-114"
"20191","-126","-126","-126"
"20193","-52","-52","-52"
"20195","-114.5","-205","-24"
"20196","-29","-29","-29"
"20209","-123","-123","-123"
"20212","-79.5","-144","-15"
"20215","-91","-91","-91"
"20216","-46","-46","-46"
"20220","-28","-28","-28"
"20221","-21","-21","-21"
"20235","-23","-23","-23"
"20244","-30","-30","-30"
"20247","-92","-92","-92"
"20249","-27","-27","-27"
"20253","-179","-179","-179"
"20259","-106","-106","-106"
"20260","-30","-30","-30"
"20271","-26","-26","-26"
"20274","-23","-23","-23"
"20287","-42","-42","-42"
"20305","-143","-143","-143"
"20307","-20","-20","-20"
"20311","-132","-132","-132"
"20314","-119","-119","-119"
"20315","-120","-120","-120"
"20316","-16","-16","-16"
"20322","-21","-21","-21"
"20327","-284","-284","-284"
"20330","-21","-21","-21"
"20334","-184","-184","-184"
"20344","-104","-104","-104"
"20345","-112","-112","-112"
"20352","-16","-16","-16"
"20355","-13","-13","-13"
"20357","-128","-128","-128"
"20360","-17","-17","-17"
"20363","-141","-141","-141"
"20364","-19","-19","-19"
"20369","-72","-72","-72"
"20370","-117","-117","-117"
"20374","-31","-31","-31"
"20377","-67","-67","-67"
"20382","-128","-128","-128"
"20383","-34","-34","-34"
"20384","-59","-59","-59"
"20389","-29","-29","-29"
"20396","-24","-24","-24"
"20397","-18","-18","-18"
"20401","-53","-53","-53"
"20416","-15","-15","-15"
"20417","-14","-14","-14"
"20419","-35","-35","-35"
"20422","-199","-199","-199"
"20423","-268","-268","-268"
"20435","-149","-149","-149"
"20441","-49.5","-82","-17"
"20453","-99","-99","-99"
"20461","-23","-23","-23"
"20464","-184","-184","-184"
"20474","-229","-229","-229"
"20475","-133","-133","-133"
"20480","-19","-19","-19"
"20481","-108","-108","-108"
"20489","-16","-16","-16"
"20492","-128","-128","-128"
"20494","-45","-45","-45"
"20505","-63","-107","-19"
"20506","-32","-32","-32"
"20512","-22","-22","-22"
"20522","-18","-18","-18"
"20526","-36","-36","-36"
"20529","-52","-52","-52"
"20540","-83.5","-136","-31"
"20541","-15","-15","-15"
"20543","-84.5","-99","-70"
"20545","-186","-186","-186"
"20546","-155","-155","-155"
"20549","-148","-148","-148"
"20550","-28","-28","-28"
"20552","-25","-25","-25"
"20560","-14","-14","-14"
"20561","-30","-30","-30"
"20563","-139","-173","-105"
"20566","-54","-54","-54"
"20568","-15","-15","-15"
"20576","-23","-23","-23"
"20582","-19","-19","-19"
"20587","-22","-22","-22"
"20594","-64","-64","-64"
"20595","-124","-124","-124"
"20602","-28","-28","-28"
"20605","-30","-30","-30"
"20626","-16","-16","-16"
"20632","-204","-204","-204"
"20650","-26","-26","-26"
"20654","-15","-15","-15"
"20656","-132","-132","-132"
"20659","-119","-119","-119"
"20675","-178","-178","-178"
"20677","-17","-17","-17"
"20682","-21","-21","-21"
"20698","-55","-55","-55"
"20709","-116","-116","-116"
"20710","-28","-28","-28"
"20717","-238","-238","-238"
"20722","-90","-90","-90"
"20723","-86","-86","-86"
"20724","-129","-129","-129"
"20727","-34","-34","-34"
"20733","-176.5","-192","-161"
"20739","-147","-147","-147"
"20748","-16","-16","-16"
