"Step","env: CHICKENBANANA - ep_info/Banana","env: CHICKENBANANA - ep_info/Banana__MIN","env: CHICKENBANANA - ep_info/Banana__MAX"
"1","15","0","30"
"2","21","0","30"
"3","15","0","30"
"4","9","0","30"
"5","21","0","30"
"6","21","0","30"
"7","24","0","30"
"8","21","0","30"
"9","24","0","30"
"10","24","0","30"
"11","24","0","30"
"12","24","0","30"
"13","15","0","30"
"14","27","0","30"
"15","27","0","30"
"16","27","0","30"
"17","21","0","30"
"18","27","0","30"
"19","24","0","30"
"20","27","0","30"
"21","27","0","30"
"22","18","0","30"
"23","18","0","30"
"24","24","0","30"
"25","24","0","30"
"26","27","0","30"
"27","21","0","30"
"28","18","0","30"
"29","27","0","30"
"30","21","0","30"
"31","24","0","30"
"32","21","0","30"
"33","24","0","30"
"34","24","0","30"
"35","24","0","30"
"36","27","0","30"
"37","24","0","30"
"38","27","0","30"
"39","12","0","30"
"40","24","0","30"
"41","27","0","30"
"42","21","0","30"
"43","30","30","30"
"44","24","0","30"
"45","24","0","30"
"46","27","0","30"
"47","27","0","30"
"48","21","0","30"
"49","24","0","30"
"50","27","0","30"
"51","24","0","30"
"52","30","30","30"
"53","21","0","30"
"54","21","0","30"
"55","18","0","30"
"56","27","0","30"
"57","18","0","30"
"58","27","0","30"
"59","27","0","30"
"60","27","0","30"
"61","27","0","30"
"62","24","0","30"
"63","21","0","30"
"64","21","0","30"
"65","24","0","30"
"66","18","0","30"
"67","24","0","30"
"68","30","30","30"
"69","21","0","30"
"70","24","0","30"
"71","24","0","30"
"72","27","0","30"
"73","21","0","30"
"74","24","0","30"
"75","24","0","30"
"76","21","0","30"
"77","24","0","30"
"78","27","0","30"
"79","24","0","30"
"80","21","0","30"
"81","18","0","30"
"82","24","0","30"
"83","21","0","30"
"84","21","0","30"
"85","21","0","30"
"86","27","0","30"
"87","24","0","30"
"88","18","0","30"
"89","27","0","30"
"90","24","0","30"
"91","27","0","30"
"92","21","0","30"
"93","18","0","30"
"94","24","0","30"
"95","24","0","30"
"96","27","0","30"
"97","27","0","30"
"98","18","0","30"
"99","30","30","30"
"100","21","0","30"
"101","21","0","30"
"102","30","30","30"
"103","24","0","30"
"104","21","0","30"
"105","24","0","30"
"106","27","0","30"
"107","18","0","30"
"108","21","0","30"
"109","18","0","30"
"110","27","0","30"
"111","27","0","30"
"112","24","0","30"
"113","24","0","30"
"114","21","0","30"
"115","24","0","30"
"116","24","0","30"
"117","27","0","30"
"118","18","0","30"
"119","27","0","30"
"120","27","0","30"
"121","27","0","30"
"122","21","0","30"
"123","27","0","30"
"124","27","0","30"
"125","24","0","30"
"126","24","0","30"
"127","24","0","30"
"128","24","0","30"
"129","27","0","30"
"130","24","0","30"
"131","24","0","30"
"132","24","0","30"
"133","21","0","30"
"134","24","0","30"
"135","27","0","30"
"136","27","0","30"
"137","27","0","30"
"138","30","30","30"
"139","24","0","30"
"140","27","0","30"
"141","30","30","30"
"142","27","0","30"
"143","24","0","30"
"144","27","0","30"
"145","24","0","30"
"146","30","30","30"
"147","30","30","30"
"148","30","30","30"
"149","30","30","30"
"150","21","0","30"
"151","30","30","30"
"152","30","30","30"
"153","27","0","30"
"154","27","0","30"
"155","27","0","30"
"156","24","0","30"
"157","30","30","30"
"158","30","30","30"
"159","30","30","30"
"160","27","0","30"
"161","18","0","30"
"162","24","0","30"
"163","27","0","30"
"164","30","30","30"
"165","24","0","30"
"166","30","30","30"
"167","30","30","30"
"168","24","0","30"
"169","27","0","30"
"170","27","0","30"
"171","30","30","30"
"172","27","0","30"
"173","27","0","30"
"174","30","30","30"
"175","24","0","30"
"176","30","30","30"
"177","27","0","30"
"178","30","30","30"
"179","30","30","30"
"180","30","30","30"
"181","30","30","30"
"182","27","0","30"
"183","24","0","30"
"184","30","30","30"
"185","27","0","30"
"186","30","30","30"
"187","30","30","30"
"188","27","0","30"
"189","30","30","30"
"190","27","0","30"
"191","30","30","30"
"192","27","0","30"
"193","30","30","30"
"194","27","0","30"
"195","30","30","30"
"196","30","30","30"
"197","24","0","30"
"198","30","30","30"
"199","30","30","30"
"200","30","30","30"
"201","27","0","30"
"202","27","0","30"
"203","24","0","30"
"204","27","0","30"
"205","30","30","30"
