"Step","env: CHICKENBANANA - ep_info/Chicken","env: CHICKENBANANA - ep_info/Chicken__MIN","env: CHICKENBANANA - ep_info/Chicken__MAX"
"1","7","0","70"
"2","7","0","70"
"3","14","0","70"
"4","21","0","70"
"5","14","0","70"
"6","7","0","70"
"7","0","0","0"
"8","0","0","0"
"9","0","0","0"
"10","7","0","70"
"11","14","0","70"
"12","7","0","70"
"13","7","0","70"
"14","0","0","0"
"15","14","0","70"
"16","0","0","0"
"17","14","0","70"
"18","14","0","70"
"19","0","0","0"
"20","0","0","0"
"21","14","0","70"
"22","28","0","70"
"23","7","0","70"
"24","7","0","70"
"25","21","0","70"
"26","21","0","70"
"27","21","0","70"
"28","0","0","0"
"29","14","0","70"
"30","7","0","70"
"31","7","0","70"
"32","7","0","70"
"33","28","0","70"
"34","21","0","70"
"35","0","0","0"
"36","14","0","70"
"37","7","0","70"
"38","14","0","70"
"39","0","0","0"
"40","14","0","70"
"41","14","0","70"
"42","7","0","70"
"43","7","0","70"
"44","28","0","70"
"45","7","0","70"
"46","7","0","70"
"47","7","0","70"
"48","7","0","70"
"49","0","0","0"
"50","0","0","0"
"51","0","0","0"
"52","7","0","70"
"53","0","0","0"
"54","0","0","0"
"55","7","0","70"
"56","7","0","70"
"57","0","0","0"
"58","7","0","70"
"59","0","0","0"
"60","0","0","0"
"61","7","0","70"
"62","0","0","0"
"63","0","0","0"
"64","0","0","0"
"65","7","0","70"
"66","7","0","70"
"67","14","0","70"
"68","14","0","70"
"69","7","0","70"
"70","7","0","70"
"71","14","0","70"
"72","14","0","70"
"73","7","0","70"
"74","7","0","70"
"75","0","0","0"
"76","0","0","0"
"77","0","0","0"
"78","7","0","70"
"79","7","0","70"
"80","0","0","0"
"81","0","0","0"
"82","7","0","70"
"83","0","0","0"
"84","7","0","70"
"85","0","0","0"
"86","7","0","70"
"87","0","0","0"
"88","0","0","0"
"89","7","0","70"
"90","7","0","70"
"91","7","0","70"
"92","0","0","0"
"93","0","0","0"
"94","7","0","70"
"95","7","0","70"
"96","21","0","70"
"97","0","0","0"
"98","0","0","0"
"99","14","0","70"
"100","7","0","70"
"101","14","0","70"
"102","7","0","70"
"103","0","0","0"
"104","7","0","70"
"105","0","0","0"
"106","7","0","70"
"107","7","0","70"
"108","0","0","0"
"109","7","0","70"
"110","7","0","70"
"111","0","0","0"
"112","0","0","0"
"113","0","0","0"
"114","7","0","70"
"115","0","0","0"
"116","0","0","0"
"117","7","0","70"
"118","14","0","70"
"119","0","0","0"
"120","7","0","70"
"121","0","0","0"
"122","21","0","70"
"123","7","0","70"
"124","0","0","0"
"125","0","0","0"
"126","7","0","70"
"127","0","0","0"
"128","7","0","70"
"129","0","0","0"
"130","0","0","0"
"131","7","0","70"
"132","7","0","70"
"133","0","0","0"
"134","0","0","0"
"135","0","0","0"
"136","0","0","0"
