"Step","env: CHICKENBANANA - ep_info/Chicken","env: CHICKENBANANA - ep_info/Chicken__MIN","env: CHICKENBANANA - ep_info/Chicken__MAX"
"1","14","0","70"
"2","21","0","70"
"3","0","0","0"
"4","21","0","70"
"5","7","0","70"
"6","14","0","70"
"7","21","0","70"
"8","7","0","70"
"9","14","0","70"
"10","21","0","70"
"11","21","0","70"
"12","14","0","70"
"13","21","0","70"
"14","14","0","70"
"15","21","0","70"
"16","14","0","70"
"17","21","0","70"
"18","14","0","70"
"19","21","0","70"
"20","28","0","70"
"21","14","0","70"
"22","21","0","70"
"23","28","0","70"
"24","28","0","70"
"25","14","0","70"
"26","21","0","70"
"27","28","0","70"
"28","28","0","70"
"29","14","0","70"
"30","14","0","70"
"31","7","0","70"
"32","14","0","70"
"33","21","0","70"
"34","14","0","70"
"35","28","0","70"
"36","14","0","70"
"37","14","0","70"
"38","21","0","70"
"39","21","0","70"
"40","14","0","70"
"41","14","0","70"
"42","21","0","70"
"43","14","0","70"
"44","28","0","70"
"45","7","0","70"
"46","14","0","70"
"47","14","0","70"
"48","14","0","70"
"49","21","0","70"
"50","21","0","70"
"51","14","0","70"
"52","14","0","70"
"53","14","0","70"
"54","21","0","70"
"55","21","0","70"
"56","21","0","70"
"57","14","0","70"
"58","28","0","70"
"59","14","0","70"
"60","28","0","70"
"61","14","0","70"
"62","14","0","70"
"63","28","0","70"
"64","21","0","70"
"65","14","0","70"
"66","14","0","70"
"67","21","0","70"
"68","7","0","70"
"69","14","0","70"
"70","7","0","70"
"71","7","0","70"
"72","7","0","70"
"73","21","0","70"
"74","14","0","70"
"75","14","0","70"
"76","21","0","70"
"77","14","0","70"
"78","14","0","70"
"79","7","0","70"
"80","21","0","70"
"81","14","0","70"
"82","14","0","70"
"83","14","0","70"
"84","21","0","70"
"85","14","0","70"
"86","21","0","70"
"87","14","0","70"
"88","14","0","70"
"89","14","0","70"
"90","14","0","70"
"91","21","0","70"
"92","14","0","70"
"93","0","0","0"
"94","14","0","70"
"95","7","0","70"
"96","21","0","70"
"97","7","0","70"
"98","21","0","70"
"99","21","0","70"
"100","14","0","70"
"101","21","0","70"
"102","21","0","70"
"103","14","0","70"
"104","14","0","70"
"105","14","0","70"
"106","21","0","70"
"107","21","0","70"
"108","14","0","70"
"109","21","0","70"
"110","14","0","70"
