"Step","env: HOPPER - ep_info/Forward","env: HOPPER - ep_info/Forward__MIN","env: HOPPER - ep_info/Forward__MAX"
"8","-0.9485276360706617","-1.0177720255947011","-0.8792832465466223"
"9","-1.230294679309261","-1.230294679309261","-1.230294679309261"
"10","-0.588242283244942","-0.588242283244942","-0.588242283244942"
"11","-1.351813674635792","-1.5361196600610778","-1.167507689210506"
"12","-1.7896955087698143","-2.4176184614263883","-1.1617725561132404"
"13","-1.3331963381312963","-1.3331963381312963","-1.3331963381312963"
"14","-2.6497114892592473","-2.6497114892592473","-2.6497114892592473"
"15","-1.3282438754522683","-2.7150034281085507","0.05851567720401414"
"16","-0.5407209235389693","-0.6642972120667054","-0.41714463501123306"
"17","-1.5998102844353173","-2.8462039525461957","0.008468038249926667"
"18","0.7333409410814457","0.7333409410814457","0.7333409410814457"
"19","-2.73028666180292","-3.929248141359391","-1.4821767601597484"
"20","-0.6791744463840069","-1.897614172634239","0.5392652798662252"
"21","-4.428660032317203","-4.428660032317203","-4.428660032317203"
"23","-3.8578650572922664","-4.82278455774621","-2.8929455568383227"
"25","-2.8289047277608224","-4.622979083296681","-1.8695865571882546"
"26","-1.2313344022425572","-1.2313344022425572","-1.2313344022425572"
"27","-2.8193095139549254","-3.1828248071023255","-2.4557942208075256"
"28","-6.543320243354216","-7.800444304684152","-5.286196182024281"
"29","-2.762554467432389","-5.414859122405777","-1.0938033616547354"
"30","-4.7020952509528415","-8.871267168672974","-1.9292740916980213"
"31","-0.3429182517110375","-0.3429182517110375","-0.3429182517110375"
"33","-0.257868156566396","-0.7654037221008241","0.2575665468796627"
"34","-5.745047069322818","-9.333578177596147","-2.1565159610494895"
"35","-2.842294114867464","-4.429704558352172","-0.733143374730345"
"36","0.4807628087871505","-1.849055003372476","2.810580620946777"
"37","-3.444117584183923","-3.444117584183923","-3.444117584183923"
"38","-0.8704113425333624","-1.1347386698096154","-0.669924250785668"
"39","-2.2015680866096843","-3.7912378631652524","-0.6118983100541161"
"41","-2.306554825163627","-5.011831856253097","-0.6612802938482529"
"42","-2.0634180753084364","-3.1102785365653975","-1.1299172604467034"
"43","-2.6315986638129245","-3.5150964375491216","-1.7481008900767276"
"44","-0.8828948887795933","-1.4945783745687042","-0.2712114029904825"
"46","-1.8177325056251776","-3.2211403178589033","-0.3866562531583982"
"47","-3.3997993052173783","-3.3997993052173783","-3.3997993052173783"
"49","-1.578272210294257","-4.74806089770376","1.591516477115246"
"51","0.41698184549755635","-10.640637737849397","13.177444990428823"
"52","-1.4541717738361202","-3.2297905617750184","0.32144701410277826"
"53","-3.876161349228359","-5.842207299363451","-1.9101153990932667"
"54","-1.228097468673656","-1.7585718128010432","-0.2719495195988362"
"55","-1.215726637569008","-1.215726637569008","-1.215726637569008"
"56","-0.6233125421779653","-1.4612599576547574","0.5720443154865962"
"57","-1.9048495389340285","-7.147687133295526","2.358342268063413"
"58","-0.8608599525490558","-0.8608599525490558","-0.8608599525490558"
"59","-2.112289238170959","-2.112289238170959","-2.112289238170959"
"60","-2.6803727483073687","-4.1236529547709475","-1.0416682062808755"
"62","-0.7526659482730784","-1.0401644940289945","-0.4651674025171623"
"63","-0.603363516643192","-0.7950753485805264","-0.4116516847058575"
"64","-3.431959839871489","-8.204151785313778","0.20382525837194718"
"65","-2.0875954596859105","-2.0875954596859105","-2.0875954596859105"
"67","-1.900702695809473","-1.900702695809473","-1.900702695809473"
"68","2.2268269969964236","2.2268269969964236","2.2268269969964236"
"69","-2.8618597233263454","-3.276849396807553","-2.446870049845138"
"70","-1.474869181917849","-2.139663608266408","-0.81007475556929"
"71","-3.9216029947112996","-7.171506442279744","-0.6716995471428545"
"72","-1.1721169614635125","-2.171096454732283","-0.2685301119314607"
