"Step","setup: Dylam - ep_info/Banana","setup: Dylam - ep_info/Banana__MIN","setup: Dylam - ep_info/Banana__MAX","setup: Drq - ep_info/Banana","setup: Drq - ep_info/Banana__MIN","setup: Drq - ep_info/Banana__MAX","setup: Decq - ep_info/Banana","setup: Decq - ep_info/Banana__MIN","setup: Decq - ep_info/Banana__MAX","setup: Baseline - ep_info/Banana","setup: Baseline - ep_info/Banana__MIN","setup: Baseline - ep_info/Banana__MAX"
"887","22.5","0","30","30","30","30","24","0","30","27","0","30"
"888","22.5","0","30","30","30","30","27","0","30","27","0","30"
"889","22.5","0","30","30","30","30","24","0","30","27","0","30"
"890","22.5","0","30","30","30","30","24","0","30","27","0","30"
"891","22.5","0","30","30","30","30","24","0","30","27","0","30"
"892","22.5","0","30","27","0","30","24","0","30","27","0","30"
"893","22.5","0","30","30","30","30","24","0","30","24","0","30"
"894","26.25","0","30","30","30","30","24","0","30","27","0","30"
"895","22.5","0","30","30","30","30","24","0","30","27","0","30"
"896","22.5","0","30","30","30","30","24","0","30","27","0","30"
"897","22.5","0","30","30","30","30","24","0","30","27","0","30"
"898","22.5","0","30","30","30","30","24","0","30","27","0","30"
"899","22.5","0","30","30","30","30","24","0","30","27","0","30"
"900","22.5","0","30","30","30","30","24","0","30","24","0","30"
"901","22.5","0","30","30","30","30","24","0","30","27","0","30"
"902","22.5","0","30","30","30","30","24","0","30","27","0","30"
"903","22.5","0","30","30","30","30","24","0","30","27","0","30"
"904","22.5","0","30","27","0","30","24","0","30","27","0","30"
"905","26.25","0","30","30","30","30","27","0","30","27","0","30"
"906","22.5","0","30","30","30","30","24","0","30","27","0","30"
"907","22.5","0","30","30","30","30","24","0","30","27","0","30"
"908","22.5","0","30","30","30","30","24","0","30","27","0","30"
"909","26.25","0","30","30","30","30","24","0","30","27","0","30"
"910","22.5","0","30","30","30","30","24","0","30","27","0","30"
"911","26.25","0","30","30","30","30","24","0","30","27","0","30"
"912","22.5","0","30","30","30","30","24","0","30","27","0","30"
"913","22.5","0","30","30","30","30","24","0","30","27","0","30"
"914","18.75","0","30","27","0","30","27","0","30","27","0","30"
"915","22.5","0","30","30","30","30","24","0","30","27","0","30"
"916","22.5","0","30","30","30","30","24","0","30","27","0","30"
"917","26.25","0","30","30","30","30","24","0","30","27","0","30"
"918","22.5","0","30","30","30","30","24","0","30","27","0","30"
"919","22.5","0","30","30","30","30","24","0","30","27","0","30"
"920","22.5","0","30","30","30","30","24","0","30","27","0","30"
"921","22.5","0","30","30","30","30","24","0","30","27","0","30"
"922","22.5","0","30","30","30","30","24","0","30","27","0","30"
"923","22.5","0","30","30","30","30","24","0","30","27","0","30"
"924","22.5","0","30","30","30","30","24","0","30","27","0","30"
"925","22.5","0","30","30","30","30","21","0","30","27","0","30"
"926","22.5","0","30","30","30","30","24","0","30","27","0","30"
"927","22.5","0","30","30","30","30","24","0","30","27","0","30"
"928","22.5","0","30","30","30","30","24","0","30","27","0","30"
"929","18.75","0","30","30","30","30","24","0","30","27","0","30"
"930","22.5","0","30","30","30","30","24","0","30","27","0","30"
"931","22.5","0","30","30","30","30","24","0","30","27","0","30"
"932","22.5","0","30","30","30","30","24","0","30","27","0","30"
"933","22.5","0","30","30","30","30","24","0","30","27","0","30"
"934","18.75","0","30","30","30","30","24","0","30","27","0","30"
"935","18.75","0","30","30","30","30","24","0","30","27","0","30"
"936","22.5","0","30","30","30","30","24","0","30","27","0","30"
"937","18.75","0","30","30","30","30","24","0","30","27","0","30"
"938","22.5","0","30","30","30","30","27","0","30","27","0","30"
"939","22.5","0","30","30","30","30","24","0","30","27","0","30"
"940","22.5","0","30","30","30","30","24","0","30","27","0","30"
"941","26.25","0","30","30","30","30","24","0","30","27","0","30"
"942","26.25","0","30","30","30","30","24","0","30","27","0","30"
"943","22.5","0","30","30","30","30","24","0","30","27","0","30"
"944","22.5","0","30","30","30","30","24","0","30","27","0","30"
"945","22.5","0","30","30","30","30","24","0","30","27","0","30"
"946","22.5","0","30","30","30","30","24","0","30","27","0","30"
"947","18.75","0","30","30","30","30","24","0","30","27","0","30"
"948","22.5","0","30","30","30","30","24","0","30","27","0","30"
"949","15","0","30","30","30","30","24","0","30","27","0","30"
"950","18.75","0","30","30","30","30","24","0","30","27","0","30"
"951","26.25","0","30","30","30","30","24","0","30","27","0","30"
"952","30","30","30","30","30","30","24","0","30","24","0","30"
"953","22.5","0","30","30","30","30","24","0","30","27","0","30"
"954","22.5","0","30","30","30","30","24","0","30","27","0","30"
"955","22.5","0","30","30","30","30","24","0","30","27","0","30"
"956","22.5","0","30","30","30","30","21","0","30","27","0","30"
"957","26.25","0","30","30","30","30","24","0","30","27","0","30"
"958","22.5","0","30","30","30","30","24","0","30","27","0","30"
"959","18.75","0","30","30","30","30","24","0","30","27","0","30"
"960","22.5","0","30","30","30","30","24","0","30","27","0","30"
"961","22.5","0","30","30","30","30","24","0","30","27","0","30"
"962","22.5","0","30","30","30","30","24","0","30","27","0","30"
"963","18.75","0","30","30","30","30","24","0","30","27","0","30"
"964","18.75","0","30","30","30","30","24","0","30","27","0","30"
"965","18.75","0","30","30","30","30","24","0","30","27","0","30"
"966","18.75","0","30","30","30","30","24","0","30","27","0","30"
"967","18.75","0","30","30","30","30","24","0","30","27","0","30"
"968","18.75","0","30","30","30","30","24","0","30","27","0","30"
"969","18.75","0","30","30","30","30","24","0","30","27","0","30"
"970","18.75","0","30","30","30","30","24","0","30","27","0","30"
"971","22.5","0","30","30","30","30","24","0","30","27","0","30"
"972","26.25","0","30","30","30","30","24","0","30","27","0","30"
"973","18.75","0","30","30","30","30","24","0","30","27","0","30"
"974","18.75","0","30","30","30","30","24","0","30","27","0","30"
"975","22.5","0","30","30","30","30","24","0","30","27","0","30"
"976","22.5","0","30","30","30","30","24","0","30","27","0","30"
"977","22.5","0","30","30","30","30","24","0","30","27","0","30"
"978","26.25","0","30","30","30","30","21","0","30","27","0","30"
"979","22.5","0","30","30","30","30","24","0","30","27","0","30"
"980","18.75","0","30","30","30","30","24","0","30","27","0","30"
"981","18.75","0","30","30","30","30","24","0","30","27","0","30"
"982","22.5","0","30","30","30","30","24","0","30","27","0","30"
"983","22.5","0","30","30","30","30","24","0","30","27","0","30"
"984","18.75","0","30","30","30","30","24","0","30","27","0","30"
"985","18.75","0","30","30","30","30","24","0","30","27","0","30"
"986","22.5","0","30","30","30","30","24","0","30","27","0","30"
"987","22.5","0","30","30","30","30","27","0","30","27","0","30"
"988","22.5","0","30","30","30","30","24","0","30","27","0","30"
"989","18.75","0","30","30","30","30","24","0","30","30","30","30"
"990","18.75","0","30","30","30","30","24","0","30","27","0","30"
"991","22.5","0","30","30","30","30","21","0","30","27","0","30"
"992","22.5","0","30","30","30","30","21","0","30","30","30","30"
"993","22.5","0","30","30","30","30","24","0","30","27","0","30"
"994","22.5","0","30","27","0","30","24","0","30","27","0","30"
"995","22.5","0","30","30","30","30","24","0","30","27","0","30"
"996","22.5","0","30","30","30","30","24","0","30","27","0","30"
"997","26.25","0","30","30","30","30","24","0","30","27","0","30"
"998","22.5","0","30","30","30","30","24","0","30","27","0","30"
"999","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1000","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1001","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1002","30","30","30","30","30","30","24","0","30","27","0","30"
"1003","22.5","0","30","30","30","30","21","0","30","27","0","30"
"1004","18.75","0","30","30","30","30","24","0","30","27","0","30"
"1005","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1006","22.5","0","30","30","30","30","27","0","30","27","0","30"
"1007","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1008","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1009","30","30","30","30","30","30","24","0","30","24","0","30"
"1010","22.5","0","30","30","30","30","21","0","30","27","0","30"
"1011","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1012","18.75","0","30","30","30","30","24","0","30","27","0","30"
"1013","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1014","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1015","30","30","30","30","30","30","21","0","30","27","0","30"
"1016","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1017","30","30","30","30","30","30","24","0","30","27","0","30"
"1018","30","30","30","30","30","30","24","0","30","27","0","30"
"1019","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1020","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1021","26.25","0","30","30","30","30","27","0","30","27","0","30"
"1022","30","30","30","30","30","30","24","0","30","27","0","30"
"1023","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1024","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1025","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1026","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1027","26.25","0","30","30","30","30","27","0","30","27","0","30"
"1028","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1029","30","30","30","30","30","30","24","0","30","27","0","30"
"1030","30","30","30","30","30","30","24","0","30","24","0","30"
"1031","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1032","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1033","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1034","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1035","30","30","30","30","30","30","24","0","30","27","0","30"
"1036","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1037","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1038","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1039","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1040","30","30","30","30","30","30","24","0","30","27","0","30"
"1041","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1042","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1043","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1044","30","30","30","30","30","30","24","0","30","27","0","30"
"1045","30","30","30","30","30","30","24","0","30","27","0","30"
"1046","30","30","30","30","30","30","24","0","30","27","0","30"
"1047","30","30","30","30","30","30","24","0","30","27","0","30"
"1048","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1049","30","30","30","30","30","30","24","0","30","27","0","30"
"1050","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1051","22.5","0","30","30","30","30","27","0","30","27","0","30"
"1052","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1053","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1054","30","30","30","30","30","30","24","0","30","27","0","30"
"1055","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1056","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1057","26.25","0","30","27","0","30","24","0","30","27","0","30"
"1058","30","30","30","30","30","30","24","0","30","27","0","30"
"1059","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1060","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1061","30","30","30","30","30","30","21","0","30","27","0","30"
"1062","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1063","30","30","30","30","30","30","24","0","30","27","0","30"
"1064","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1065","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1066","30","30","30","30","30","30","24","0","30","27","0","30"
"1067","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1068","30","30","30","30","30","30","21","0","30","27","0","30"
"1069","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1070","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1071","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1072","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1073","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1074","30","30","30","30","30","30","24","0","30","27","0","30"
"1075","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1076","22.5","0","30","30","30","30","21","0","30","27","0","30"
"1077","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1078","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1079","30","30","30","30","30","30","24","0","30","27","0","30"
"1080","30","30","30","30","30","30","24","0","30","27","0","30"
"1081","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1082","30","30","30","30","30","30","24","0","30","27","0","30"
"1083","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1084","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1085","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1086","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1087","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1088","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1089","18.75","0","30","30","30","30","24","0","30","27","0","30"
"1090","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1091","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1092","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1093","26.25","0","30","30","30","30","24","0","30","24","0","30"
"1094","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1095","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1096","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1097","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1098","30","30","30","30","30","30","24","0","30","27","0","30"
"1099","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1100","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1101","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1102","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1103","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1104","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1105","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1106","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1107","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1108","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1109","30","30","30","30","30","30","24","0","30","27","0","30"
"1110","22.5","0","30","30","30","30","21","0","30","27","0","30"
"1111","26.25","0","30","27","0","30","24","0","30","27","0","30"
"1112","30","30","30","30","30","30","21","0","30","27","0","30"
"1113","22.5","0","30","30","30","30","21","0","30","27","0","30"
"1114","26.25","0","30","30","30","30","27","0","30","27","0","30"
"1115","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1116","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1117","30","30","30","30","30","30","24","0","30","27","0","30"
"1118","30","30","30","30","30","30","27","0","30","27","0","30"
"1119","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1120","26.25","0","30","27","0","30","24","0","30","27","0","30"
"1121","30","30","30","30","30","30","24","0","30","27","0","30"
"1122","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1123","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1124","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1125","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1126","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1127","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1128","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1129","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1130","30","30","30","30","30","30","24","0","30","27","0","30"
"1131","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1132","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1133","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1134","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1135","30","30","30","30","30","30","24","0","30","27","0","30"
"1136","30","30","30","30","30","30","24","0","30","27","0","30"
"1137","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1138","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1139","30","30","30","30","30","30","24","0","30","27","0","30"
"1140","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1141","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1142","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1143","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1144","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1145","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1146","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1147","22.5","0","30","30","30","30","21","0","30","27","0","30"
"1148","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1149","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1150","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1151","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1152","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1153","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1154","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1155","22.5","0","30","30","30","30","24","0","30","27","0","30"
"1156","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1157","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1158","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1159","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1160","30","30","30","30","30","30","24","0","30","27","0","30"
"1161","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1162","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1163","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1164","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1165","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1166","26.25","0","30","27","0","30","24","0","30","27","0","30"
"1167","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1168","30","30","30","30","30","30","24","0","30","27","0","30"
"1169","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1170","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1171","30","30","30","30","30","30","24","0","30","27","0","30"
"1172","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1173","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1174","30","30","30","30","30","30","24","0","30","27","0","30"
"1175","26.25","0","30","30","30","30","21","0","30","27","0","30"
"1176","30","30","30","30","30","30","24","0","30","27","0","30"
"1177","30","30","30","30","30","30","24","0","30","27","0","30"
"1178","30","30","30","30","30","30","24","0","30","27","0","30"
"1179","30","30","30","30","30","30","24","0","30","27","0","30"
"1180","30","30","30","30","30","30","21","0","30","27","0","30"
"1181","30","30","30","30","30","30","24","0","30","27","0","30"
"1182","30","30","30","30","30","30","24","0","30","27","0","30"
"1183","30","30","30","30","30","30","24","0","30","27","0","30"
"1184","30","30","30","30","30","30","24","0","30","27","0","30"
"1185","30","30","30","30","30","30","24","0","30","27","0","30"
"1186","30","30","30","30","30","30","24","0","30","27","0","30"
"1187","30","30","30","30","30","30","24","0","30","27","0","30"
"1188","30","30","30","30","30","30","24","0","30","27","0","30"
"1189","30","30","30","30","30","30","24","0","30","27","0","30"
"1190","30","30","30","30","30","30","24","0","30","27","0","30"
"1191","30","30","30","30","30","30","24","0","30","27","0","30"
"1192","30","30","30","30","30","30","24","0","30","27","0","30"
"1193","30","30","30","30","30","30","24","0","30","27","0","30"
"1194","30","30","30","30","30","30","24","0","30","27","0","30"
"1195","30","30","30","30","30","30","24","0","30","27","0","30"
"1196","30","30","30","30","30","30","24","0","30","27","0","30"
"1197","30","30","30","30","30","30","24","0","30","27","0","30"
"1198","30","30","30","30","30","30","24","0","30","27","0","30"
"1199","30","30","30","30","30","30","24","0","30","27","0","30"
"1200","30","30","30","30","30","30","24","0","30","27","0","30"
"1201","26.25","0","30","30","30","30","24","0","30","27","0","30"
"1202","30","30","30","30","30","30","24","0","30","27","0","30"
"1203","30","30","30","30","30","30","24","0","30","27","0","30"
"1204","30","30","30","30","30","30","24","0","30","27","0","30"
"1205","30","30","30","30","30","30","24","0","30","27","0","30"
"1206","30","30","30","30","30","30","24","0","30","27","0","30"
"1207","30","30","30","30","30","30","24","0","30","27","0","30"
"1208","30","30","30","30","30","30","24","0","30","27","0","30"
"1209","30","30","30","30","30","30","24","0","30","27","0","30"
"1210","30","30","30","30","30","30","24","0","30","27","0","30"
"1211","30","30","30","30","30","30","24","0","30","27","0","30"
"1212","30","30","30","30","30","30","24","0","30","27","0","30"
"1213","30","30","30","27","0","30","24","0","30","27","0","30"
"1214","30","30","30","30","30","30","24","0","30","27","0","30"
"1215","30","30","30","30","30","30","24","0","30","27","0","30"
"1216","30","30","30","30","30","30","24","0","30","27","0","30"
"1217","30","30","30","30","30","30","24","0","30","27","0","30"
"1218","30","30","30","30","30","30","24","0","30","27","0","30"
"1219","30","30","30","30","30","30","24","0","30","27","0","30"
"1220","30","30","30","30","30","30","24","0","30","27","0","30"
"1221","30","30","30","30","30","30","24","0","30","27","0","30"
"1222","30","30","30","30","30","30","21","0","30","27","0","30"
"1223","30","30","30","30","30","30","24","0","30","27","0","30"
"1224","30","30","30","30","30","30","24","0","30","27","0","30"
"1225","30","30","30","30","30","30","24","0","30","27","0","30"
"1226","30","30","30","30","30","30","24","0","30","27","0","30"
"1227","30","30","30","30","30","30","24","0","30","27","0","30"
"1228","30","30","30","30","30","30","24","0","30","27","0","30"
"1229","30","30","30","30","30","30","24","0","30","27","0","30"
"1230","30","30","30","30","30","30","21","0","30","27","0","30"
"1231","30","30","30","30","30","30","24","0","30","27","0","30"
"1232","30","30","30","30","30","30","24","0","30","27","0","30"
"1233","30","30","30","30","30","30","24","0","30","27","0","30"
"1234","30","30","30","30","30","30","24","0","30","27","0","30"
"1235","30","30","30","30","30","30","24","0","30","27","0","30"
"1236","30","30","30","30","30","30","24","0","30","27","0","30"
"1237","30","30","30","30","30","30","24","0","30","27","0","30"
"1238","30","30","30","30","30","30","24","0","30","27","0","30"
"1239","30","30","30","30","30","30","24","0","30","27","0","30"
"1240","30","30","30","30","30","30","24","0","30","27","0","30"
"1241","30","30","30","30","30","30","24","0","30","27","0","30"
"1242","30","30","30","30","30","30","21","0","30","27","0","30"
"1243","30","30","30","30","30","30","21","0","30","27","0","30"
"1244","30","30","30","30","30","30","24","0","30","27","0","30"
"1245","30","30","30","30","30","30","24","0","30","27","0","30"
"1246","30","30","30","30","30","30","24","0","30","27","0","30"
"1247","30","30","30","30","30","30","24","0","30","27","0","30"
"1248","30","30","30","30","30","30","24","0","30","27","0","30"
"1249","30","30","30","30","30","30","24","0","30","27","0","30"
"1250","30","30","30","30","30","30","24","0","30","27","0","30"
"1251","30","30","30","30","30","30","24","0","30","27","0","30"
"1252","30","30","30","30","30","30","24","0","30","27","0","30"
"1253","30","30","30","30","30","30","21","0","30","27","0","30"
"1254","30","30","30","30","30","30","24","0","30","27","0","30"
"1255","30","30","30","30","30","30","21","0","30","27","0","30"
"1256","30","30","30","30","30","30","24","0","30","27","0","30"
"1257","30","30","30","30","30","30","24","0","30","27","0","30"
"1258","30","30","30","30","30","30","24","0","30","27","0","30"
"1259","30","30","30","30","30","30","24","0","30","27","0","30"
"1260","30","30","30","30","30","30","24","0","30","27","0","30"
"1261","30","30","30","30","30","30","24","0","30","27","0","30"
"1262","30","30","30","30","30","30","24","0","30","27","0","30"
"1263","30","30","30","30","30","30","21","0","30","27","0","30"
"1264","30","30","30","30","30","30","24","0","30","27","0","30"
"1265","30","30","30","30","30","30","24","0","30","27","0","30"
"1266","30","30","30","30","30","30","24","0","30","27","0","30"
"1267","30","30","30","30","30","30","24","0","30","27","0","30"
"1268","30","30","30","30","30","30","24","0","30","27","0","30"
"1269","30","30","30","30","30","30","24","0","30","27","0","30"
"1270","30","30","30","30","30","30","24","0","30","27","0","30"
"1271","30","30","30","30","30","30","24","0","30","27","0","30"
"1272","30","30","30","30","30","30","24","0","30","27","0","30"
"1273","30","30","30","30","30","30","24","0","30","27","0","30"
"1274","30","30","30","30","30","30","24","0","30","27","0","30"
"1275","30","30","30","30","30","30","21","0","30","27","0","30"
"1276","30","30","30","30","30","30","24","0","30","27","0","30"
"1277","30","30","30","30","30","30","24","0","30","27","0","30"
"1278","30","30","30","30","30","30","24","0","30","27","0","30"
"1279","30","30","30","30","30","30","24","0","30","27","0","30"
"1280","30","30","30","30","30","30","24","0","30","27","0","30"
"1281","30","30","30","30","30","30","24","0","30","27","0","30"
"1282","30","30","30","30","30","30","24","0","30","27","0","30"
"1283","30","30","30","30","30","30","24","0","30","27","0","30"
"1284","30","30","30","30","30","30","24","0","30","27","0","30"
"1285","30","30","30","30","30","30","21","0","30","27","0","30"
"1286","30","30","30","30","30","30","21","0","30","27","0","30"
"1287","30","30","30","30","30","30","21","0","30","27","0","30"
"1288","30","30","30","30","30","30","21","0","30","27","0","30"
"1289","30","30","30","30","30","30","24","0","30","27","0","30"
"1290","30","30","30","30","30","30","24","0","30","27","0","30"
"1291","30","30","30","30","30","30","24","0","30","27","0","30"
"1292","30","30","30","30","30","30","21","0","30","27","0","30"
"1293","30","30","30","30","30","30","24","0","30","27","0","30"
"1294","30","30","30","30","30","30","24","0","30","27","0","30"
"1295","30","30","30","30","30","30","24","0","30","27","0","30"
"1296","30","30","30","27","0","30","24","0","30","27","0","30"
"1297","30","30","30","30","30","30","24","0","30","27","0","30"
"1298","30","30","30","30","30","30","24","0","30","27","0","30"
"1299","30","30","30","30","30","30","24","0","30","27","0","30"
"1300","30","30","30","30","30","30","24","0","30","27","0","30"
"1301","30","30","30","30","30","30","24","0","30","27","0","30"
"1302","30","30","30","30","30","30","24","0","30","27","0","30"
"1303","30","30","30","30","30","30","24","0","30","27","0","30"
"1304","30","30","30","30","30","30","24","0","30","27","0","30"
"1305","30","30","30","30","30","30","24","0","30","27","0","30"
"1306","30","30","30","30","30","30","24","0","30","27","0","30"
"1307","30","30","30","30","30","30","24","0","30","27","0","30"
"1308","30","30","30","30","30","30","24","0","30","27","0","30"
"1309","30","30","30","30","30","30","24","0","30","27","0","30"
"1310","30","30","30","30","30","30","24","0","30","27","0","30"
"1311","30","30","30","30","30","30","24","0","30","27","0","30"
"1312","30","30","30","30","30","30","24","0","30","27","0","30"
"1313","30","30","30","30","30","30","24","0","30","27","0","30"
"1314","30","30","30","30","30","30","24","0","30","27","0","30"
"1315","30","30","30","30","30","30","24","0","30","27","0","30"
"1316","30","30","30","30","30","30","24","0","30","27","0","30"
"1317","30","30","30","30","30","30","24","0","30","27","0","30"
"1318","30","30","30","30","30","30","24","0","30","27","0","30"
"1319","30","30","30","30","30","30","24","0","30","27","0","30"
"1320","30","30","30","30","30","30","24","0","30","27","0","30"
"1321","30","30","30","30","30","30","24","0","30","27","0","30"
"1322","30","30","30","30","30","30","24","0","30","27","0","30"
"1323","30","30","30","30","30","30","24","0","30","27","0","30"
"1324","30","30","30","30","30","30","21","0","30","27","0","30"
"1325","30","30","30","30","30","30","24","0","30","27","0","30"
"1326","30","30","30","30","30","30","21","0","30","27","0","30"
"1327","30","30","30","30","30","30","24","0","30","27","0","30"
"1328","30","30","30","30","30","30","24","0","30","27","0","30"
"1329","30","30","30","30","30","30","24","0","30","27","0","30"
"1330","30","30","30","30","30","30","24","0","30","27","0","30"
"1331","30","30","30","30","30","30","24","0","30","27","0","30"
"1332","30","30","30","30","30","30","24","0","30","27","0","30"
"1333","30","30","30","30","30","30","24","0","30","27","0","30"
"1334","30","30","30","30","30","30","24","0","30","27","0","30"
"1335","30","30","30","30","30","30","21","0","30","27","0","30"
"1336","30","30","30","30","30","30","24","0","30","27","0","30"
"1337","30","30","30","30","30","30","24","0","30","27","0","30"
"1338","30","30","30","30","30","30","24","0","30","27","0","30"
"1339","30","30","30","30","30","30","24","0","30","27","0","30"
"1340","30","30","30","30","30","30","24","0","30","27","0","30"
"1341","30","30","30","30","30","30","24","0","30","27","0","30"
"1342","30","30","30","30","30","30","24","0","30","27","0","30"
"1343","30","30","30","30","30","30","24","0","30","27","0","30"
"1344","30","30","30","30","30","30","24","0","30","27","0","30"
"1345","30","30","30","30","30","30","21","0","30","27","0","30"
"1346","30","30","30","30","30","30","24","0","30","27","0","30"
"1347","30","30","30","30","30","30","24","0","30","27","0","30"
