"Step","setup: Dylam - ep_info/Banana","setup: Dylam - ep_info/Banana__MIN","setup: Dylam - ep_info/Banana__MAX","setup: Drq - ep_info/Banana","setup: Drq - ep_info/Banana__MIN","setup: Drq - ep_info/Banana__MAX","setup: Decq - ep_info/Banana","setup: Decq - ep_info/Banana__MIN","setup: Decq - ep_info/Banana__MAX","setup: Baseline - ep_info/Banana","setup: Baseline - ep_info/Banana__MIN","setup: Baseline - ep_info/Banana__MAX"
"420","26.25","0","30","30","30","30","21","0","30","27","0","30"
"421","26.25","0","30","30","30","30","18","0","30","27","0","30"
"422","30","30","30","30","30","30","24","0","30","27","0","30"
"423","26.25","0","30","27","0","30","24","0","30","27","0","30"
"424","30","30","30","30","30","30","18","0","30","27","0","30"
"425","26.25","0","30","30","30","30","21","0","30","27","0","30"
"426","26.25","0","30","30","30","30","24","0","30","27","0","30"
"427","30","30","30","27","0","30","15","0","30","24","0","30"
"428","26.25","0","30","30","30","30","24","0","30","24","0","30"
"429","26.25","0","30","27","0","30","21","0","30","27","0","30"
"430","26.25","0","30","30","30","30","18","0","30","30","30","30"
"431","26.25","0","30","30","30","30","18","0","30","27","0","30"
"432","30","30","30","27","0","30","21","0","30","27","0","30"
"433","30","30","30","30","30","30","24","0","30","30","30","30"
"434","26.25","0","30","30","30","30","24","0","30","27","0","30"
"435","26.25","0","30","30","30","30","27","0","30","27","0","30"
"436","30","30","30","30","30","30","24","0","30","27","0","30"
"437","30","30","30","30","30","30","21","0","30","24","0","30"
"438","30","30","30","30","30","30","24","0","30","27","0","30"
"439","30","30","30","27","0","30","24","0","30","27","0","30"
"440","30","30","30","30","30","30","24","0","30","27","0","30"
"441","26.25","0","30","30","30","30","27","0","30","27","0","30"
"442","30","30","30","27","0","30","24","0","30","27","0","30"
"443","30","30","30","30","30","30","30","30","30","27","0","30"
"444","30","30","30","27","0","30","30","30","30","27","0","30"
"445","30","30","30","30","30","30","24","0","30","24","0","30"
"446","26.25","0","30","30","30","30","24","0","30","27","0","30"
"447","30","30","30","30","30","30","24","0","30","27","0","30"
"448","30","30","30","30","30","30","24","0","30","27","0","30"
"449","30","30","30","30","30","30","21","0","30","27","0","30"
"450","22.5","0","30","30","30","30","24","0","30","24","0","30"
"451","30","30","30","30","30","30","24","0","30","27","0","30"
"452","30","30","30","30","30","30","27","0","30","27","0","30"
"453","30","30","30","30","30","30","27","0","30","27","0","30"
"454","30","30","30","30","30","30","24","0","30","27","0","30"
"455","30","30","30","30","30","30","24","0","30","27","0","30"
"456","26.25","0","30","27","0","30","21","0","30","27","0","30"
"457","22.5","0","30","27","0","30","24","0","30","27","0","30"
"458","26.25","0","30","27","0","30","21","0","30","27","0","30"
"459","30","30","30","30","30","30","24","0","30","27","0","30"
"460","26.25","0","30","30","30","30","27","0","30","27","0","30"
"461","26.25","0","30","30","30","30","24","0","30","27","0","30"
"462","26.25","0","30","30","30","30","24","0","30","27","0","30"
"463","26.25","0","30","30","30","30","24","0","30","27","0","30"
"464","30","30","30","27","0","30","21","0","30","27","0","30"
"465","26.25","0","30","30","30","30","24","0","30","27","0","30"
"466","26.25","0","30","30","30","30","21","0","30","27","0","30"
"467","30","30","30","30","30","30","21","0","30","27","0","30"
"468","26.25","0","30","30","30","30","21","0","30","27","0","30"
"469","26.25","0","30","30","30","30","21","0","30","30","30","30"
"470","30","30","30","30","30","30","24","0","30","27","0","30"
"471","26.25","0","30","30","30","30","27","0","30","27","0","30"
"472","30","30","30","30","30","30","24","0","30","27","0","30"
"473","22.5","0","30","30","30","30","24","0","30","27","0","30"
"474","30","30","30","30","30","30","21","0","30","27","0","30"
"475","30","30","30","30","30","30","27","0","30","27","0","30"
"476","26.25","0","30","30","30","30","24","0","30","24","0","30"
"477","22.5","0","30","27","0","30","21","0","30","27","0","30"
"478","26.25","0","30","30","30","30","18","0","30","27","0","30"
"479","30","30","30","30","30","30","24","0","30","27","0","30"
"480","30","30","30","30","30","30","27","0","30","27","0","30"
"481","26.25","0","30","27","0","30","24","0","30","27","0","30"
"482","30","30","30","30","30","30","27","0","30","27","0","30"
"483","26.25","0","30","30","30","30","21","0","30","27","0","30"
"484","26.25","0","30","30","30","30","27","0","30","27","0","30"
"485","30","30","30","30","30","30","30","30","30","24","0","30"
"486","30","30","30","30","30","30","27","0","30","27","0","30"
"487","30","30","30","30","30","30","24","0","30","27","0","30"
"488","26.25","0","30","30","30","30","30","30","30","27","0","30"
"489","18.75","0","30","30","30","30","24","0","30","27","0","30"
"490","22.5","0","30","30","30","30","24","0","30","27","0","30"
"491","22.5","0","30","30","30","30","27","0","30","24","0","30"
"492","22.5","0","30","30","30","30","27","0","30","27","0","30"
"493","22.5","0","30","30","30","30","27","0","30","27","0","30"
"494","26.25","0","30","30","30","30","27","0","30","27","0","30"
"495","22.5","0","30","30","30","30","27","0","30","27","0","30"
"496","30","30","30","27","0","30","24","0","30","27","0","30"
"497","26.25","0","30","30","30","30","27","0","30","27","0","30"
"498","26.25","0","30","30","30","30","27","0","30","27","0","30"
"499","26.25","0","30","30","30","30","27","0","30","27","0","30"
"500","26.25","0","30","30","30","30","24","0","30","24","0","30"
"501","22.5","0","30","30","30","30","27","0","30","27","0","30"
"502","26.25","0","30","24","0","30","27","0","30","27","0","30"
"503","15","0","30","30","30","30","21","0","30","27","0","30"
"504","30","30","30","30","30","30","27","0","30","27","0","30"
"505","26.25","0","30","30","30","30","27","0","30","27","0","30"
"506","22.5","0","30","30","30","30","24","0","30","27","0","30"
"507","30","30","30","24","0","30","27","0","30","24","0","30"
"508","26.25","0","30","27","0","30","24","0","30","27","0","30"
"509","18.75","0","30","30","30","30","24","0","30","24","0","30"
"510","30","30","30","30","30","30","24","0","30","27","0","30"
"511","22.5","0","30","30","30","30","27","0","30","27","0","30"
"512","22.5","0","30","30","30","30","24","0","30","27","0","30"
"513","22.5","0","30","30","30","30","27","0","30","27","0","30"
"514","22.5","0","30","30","30","30","24","0","30","27","0","30"
"515","26.25","0","30","30","30","30","27","0","30","27","0","30"
"516","18.75","0","30","30","30","30","18","0","30","27","0","30"
"517","26.25","0","30","30","30","30","27","0","30","27","0","30"
"518","22.5","0","30","30","30","30","27","0","30","27","0","30"
"519","30","30","30","30","30","30","27","0","30","27","0","30"
"520","26.25","0","30","30","30","30","24","0","30","27","0","30"
"521","30","30","30","30","30","30","24","0","30","27","0","30"
"522","26.25","0","30","30","30","30","27","0","30","27","0","30"
"523","22.5","0","30","30","30","30","27","0","30","27","0","30"
"524","26.25","0","30","30","30","30","27","0","30","27","0","30"
"525","26.25","0","30","30","30","30","24","0","30","27","0","30"
"526","26.25","0","30","30","30","30","27","0","30","27","0","30"
"527","30","30","30","30","30","30","27","0","30","30","30","30"
"528","30","30","30","27","0","30","27","0","30","27","0","30"
"529","30","30","30","30","30","30","24","0","30","27","0","30"
"530","26.25","0","30","30","30","30","24","0","30","24","0","30"
"531","26.25","0","30","30","30","30","27","0","30","27","0","30"
"532","26.25","0","30","30","30","30","24","0","30","27","0","30"
"533","30","30","30","30","30","30","24","0","30","27","0","30"
"534","30","30","30","30","30","30","27","0","30","27","0","30"
"535","26.25","0","30","30","30","30","27","0","30","27","0","30"
"536","30","30","30","30","30","30","27","0","30","27","0","30"
"537","30","30","30","30","30","30","27","0","30","27","0","30"
"538","30","30","30","30","30","30","27","0","30","27","0","30"
"539","22.5","0","30","30","30","30","24","0","30","27","0","30"
"540","30","30","30","30","30","30","27","0","30","27","0","30"
"541","30","30","30","30","30","30","24","0","30","27","0","30"
"542","22.5","0","30","30","30","30","27","0","30","27","0","30"
"543","26.25","0","30","30","30","30","30","30","30","27","0","30"
"544","22.5","0","30","27","0","30","27","0","30","27","0","30"
"545","26.25","0","30","30","30","30","27","0","30","27","0","30"
"546","26.25","0","30","27","0","30","27","0","30","27","0","30"
"547","30","30","30","30","30","30","24","0","30","27","0","30"
"548","26.25","0","30","30","30","30","27","0","30","27","0","30"
"549","30","30","30","27","0","30","21","0","30","27","0","30"
"550","26.25","0","30","30","30","30","18","0","30","27","0","30"
"551","26.25","0","30","30","30","30","24","0","30","24","0","30"
"552","26.25","0","30","30","30","30","27","0","30","30","30","30"
"553","26.25","0","30","30","30","30","27","0","30","27","0","30"
"554","30","30","30","30","30","30","24","0","30","27","0","30"
"555","26.25","0","30","30","30","30","27","0","30","27","0","30"
"556","26.25","0","30","30","30","30","18","0","30","27","0","30"
"557","26.25","0","30","30","30","30","24","0","30","27","0","30"
"558","26.25","0","30","30","30","30","27","0","30","27","0","30"
"559","26.25","0","30","30","30","30","27","0","30","27","0","30"
"560","22.5","0","30","30","30","30","27","0","30","27","0","30"
"561","26.25","0","30","30","30","30","27","0","30","27","0","30"
"562","26.25","0","30","30","30","30","27","0","30","24","0","30"
"563","26.25","0","30","30","30","30","24","0","30","27","0","30"
"564","30","30","30","30","30","30","30","30","30","27","0","30"
"565","26.25","0","30","30","30","30","27","0","30","27","0","30"
"566","26.25","0","30","30","30","30","27","0","30","27","0","30"
"567","26.25","0","30","30","30","30","27","0","30","27","0","30"
"568","26.25","0","30","30","30","30","24","0","30","27","0","30"
"569","26.25","0","30","30","30","30","27","0","30","27","0","30"
"570","26.25","0","30","30","30","30","27","0","30","27","0","30"
"571","26.25","0","30","30","30","30","27","0","30","27","0","30"
"572","30","30","30","27","0","30","24","0","30","27","0","30"
"573","26.25","0","30","30","30","30","24","0","30","27","0","30"
"574","26.25","0","30","30","30","30","27","0","30","27","0","30"
"575","26.25","0","30","30","30","30","24","0","30","24","0","30"
"576","30","30","30","30","30","30","27","0","30","24","0","30"
"577","30","30","30","30","30","30","27","0","30","27","0","30"
"578","30","30","30","30","30","30","27","0","30","27","0","30"
"579","30","30","30","27","0","30","24","0","30","27","0","30"
"580","26.25","0","30","30","30","30","24","0","30","27","0","30"
"581","26.25","0","30","30","30","30","24","0","30","27","0","30"
"582","30","30","30","27","0","30","24","0","30","27","0","30"
"583","26.25","0","30","30","30","30","27","0","30","27","0","30"
"584","26.25","0","30","30","30","30","27","0","30","27","0","30"
"585","26.25","0","30","30","30","30","27","0","30","27","0","30"
"586","26.25","0","30","30","30","30","21","0","30","27","0","30"
"587","26.25","0","30","27","0","30","24","0","30","27","0","30"
"588","26.25","0","30","30","30","30","27","0","30","27","0","30"
"589","26.25","0","30","30","30","30","27","0","30","27","0","30"
"590","26.25","0","30","30","30","30","30","30","30","27","0","30"
"591","26.25","0","30","30","30","30","24","0","30","27","0","30"
"592","26.25","0","30","30","30","30","24","0","30","27","0","30"
"593","26.25","0","30","27","0","30","27","0","30","27","0","30"
"594","26.25","0","30","30","30","30","27","0","30","24","0","30"
"595","26.25","0","30","30","30","30","27","0","30","27","0","30"
"596","22.5","0","30","30","30","30","27","0","30","27","0","30"
"597","26.25","0","30","30","30","30","27","0","30","27","0","30"
"598","26.25","0","30","30","30","30","30","30","30","27","0","30"
"599","26.25","0","30","30","30","30","27","0","30","27","0","30"
"600","26.25","0","30","30","30","30","21","0","30","27","0","30"
"601","26.25","0","30","30","30","30","27","0","30","27","0","30"
"602","26.25","0","30","30","30","30","27","0","30","27","0","30"
"603","26.25","0","30","30","30","30","24","0","30","27","0","30"
"604","26.25","0","30","30","30","30","27","0","30","27","0","30"
"605","26.25","0","30","30","30","30","27","0","30","27","0","30"
"606","26.25","0","30","30","30","30","27","0","30","27","0","30"
"607","26.25","0","30","30","30","30","27","0","30","27","0","30"
"608","26.25","0","30","30","30","30","27","0","30","27","0","30"
"609","26.25","0","30","30","30","30","21","0","30","27","0","30"
"610","26.25","0","30","30","30","30","27","0","30","27","0","30"
"611","26.25","0","30","30","30","30","24","0","30","27","0","30"
"612","26.25","0","30","30","30","30","27","0","30","27","0","30"
"613","26.25","0","30","30","30","30","27","0","30","27","0","30"
"614","26.25","0","30","30","30","30","24","0","30","27","0","30"
"615","26.25","0","30","30","30","30","27","0","30","27","0","30"
"616","26.25","0","30","30","30","30","24","0","30","27","0","30"
"617","26.25","0","30","30","30","30","24","0","30","27","0","30"
"618","26.25","0","30","30","30","30","27","0","30","27","0","30"
"619","22.5","0","30","27","0","30","27","0","30","24","0","30"
"620","26.25","0","30","30","30","30","21","0","30","27","0","30"
"621","30","30","30","30","30","30","24","0","30","27","0","30"
"622","26.25","0","30","30","30","30","21","0","30","27","0","30"
"623","26.25","0","30","30","30","30","21","0","30","27","0","30"
"624","26.25","0","30","30","30","30","27","0","30","27","0","30"
"625","26.25","0","30","30","30","30","24","0","30","27","0","30"
"626","26.25","0","30","30","30","30","24","0","30","27","0","30"
"627","26.25","0","30","30","30","30","24","0","30","27","0","30"
"628","26.25","0","30","30","30","30","24","0","30","27","0","30"
"629","26.25","0","30","27","0","30","27","0","30","27","0","30"
"630","22.5","0","30","30","30","30","27","0","30","27","0","30"
"631","26.25","0","30","30","30","30","27","0","30","27","0","30"
"632","22.5","0","30","30","30","30","27","0","30","27","0","30"
"633","22.5","0","30","30","30","30","24","0","30","27","0","30"
"634","26.25","0","30","30","30","30","21","0","30","27","0","30"
"635","22.5","0","30","30","30","30","21","0","30","27","0","30"
"636","26.25","0","30","30","30","30","27","0","30","27","0","30"
"637","26.25","0","30","30","30","30","21","0","30","27","0","30"
"638","26.25","0","30","30","30","30","21","0","30","27","0","30"
"639","26.25","0","30","30","30","30","18","0","30","27","0","30"
"640","30","30","30","27","0","30","24","0","30","27","0","30"
"641","26.25","0","30","30","30","30","24","0","30","27","0","30"
"642","26.25","0","30","30","30","30","21","0","30","27","0","30"
"643","26.25","0","30","30","30","30","21","0","30","27","0","30"
"644","26.25","0","30","30","30","30","24","0","30","27","0","30"
"645","22.5","0","30","30","30","30","24","0","30","27","0","30"
"646","26.25","0","30","30","30","30","21","0","30","27","0","30"
"647","26.25","0","30","30","30","30","24","0","30","27","0","30"
"648","26.25","0","30","30","30","30","24","0","30","27","0","30"
"649","26.25","0","30","30","30","30","27","0","30","27","0","30"
"650","22.5","0","30","30","30","30","24","0","30","27","0","30"
"651","22.5","0","30","30","30","30","27","0","30","27","0","30"
"652","26.25","0","30","30","30","30","24","0","30","27","0","30"
"653","26.25","0","30","30","30","30","24","0","30","27","0","30"
"654","22.5","0","30","30","30","30","21","0","30","27","0","30"
"655","26.25","0","30","27","0","30","27","0","30","27","0","30"
"656","26.25","0","30","30","30","30","27","0","30","27","0","30"
"657","22.5","0","30","30","30","30","24","0","30","27","0","30"
"658","22.5","0","30","30","30","30","27","0","30","27","0","30"
"659","22.5","0","30","30","30","30","21","0","30","27","0","30"
"660","22.5","0","30","30","30","30","27","0","30","24","0","30"
"661","22.5","0","30","30","30","30","24","0","30","27","0","30"
"662","26.25","0","30","30","30","30","21","0","30","27","0","30"
"663","26.25","0","30","30","30","30","27","0","30","27","0","30"
"664","26.25","0","30","30","30","30","21","0","30","27","0","30"
"665","26.25","0","30","30","30","30","21","0","30","27","0","30"
"666","22.5","0","30","30","30","30","24","0","30","27","0","30"
"667","22.5","0","30","27","0","30","30","30","30","27","0","30"
"668","26.25","0","30","30","30","30","27","0","30","27","0","30"
"669","26.25","0","30","30","30","30","24","0","30","27","0","30"
"670","22.5","0","30","30","30","30","27","0","30","27","0","30"
"671","18.75","0","30","30","30","30","24","0","30","27","0","30"
"672","26.25","0","30","27","0","30","24","0","30","27","0","30"
"673","26.25","0","30","30","30","30","27","0","30","27","0","30"
"674","22.5","0","30","30","30","30","24","0","30","27","0","30"
"675","26.25","0","30","30","30","30","27","0","30","27","0","30"
"676","26.25","0","30","30","30","30","24","0","30","27","0","30"
"677","22.5","0","30","27","0","30","24","0","30","27","0","30"
"678","30","30","30","30","30","30","27","0","30","27","0","30"
"679","22.5","0","30","30","30","30","30","30","30","27","0","30"
"680","26.25","0","30","30","30","30","21","0","30","24","0","30"
"681","26.25","0","30","30","30","30","27","0","30","27","0","30"
"682","26.25","0","30","27","0","30","27","0","30","27","0","30"
"683","26.25","0","30","30","30","30","27","0","30","27","0","30"
"684","22.5","0","30","30","30","30","24","0","30","27","0","30"
"685","30","30","30","30","30","30","24","0","30","27","0","30"
"686","26.25","0","30","30","30","30","24","0","30","27","0","30"
"687","26.25","0","30","30","30","30","21","0","30","27","0","30"
"688","26.25","0","30","30","30","30","27","0","30","27","0","30"
"689","26.25","0","30","30","30","30","24","0","30","27","0","30"
"690","26.25","0","30","30","30","30","24","0","30","27","0","30"
"691","26.25","0","30","30","30","30","24","0","30","27","0","30"
"692","26.25","0","30","30","30","30","21","0","30","27","0","30"
"693","26.25","0","30","30","30","30","21","0","30","27","0","30"
"694","26.25","0","30","30","30","30","24","0","30","27","0","30"
"695","26.25","0","30","30","30","30","27","0","30","27","0","30"
"696","26.25","0","30","30","30","30","21","0","30","27","0","30"
"697","22.5","0","30","27","0","30","21","0","30","27","0","30"
"698","22.5","0","30","30","30","30","21","0","30","27","0","30"
"699","26.25","0","30","30","30","30","21","0","30","27","0","30"
"700","22.5","0","30","30","30","30","24","0","30","27","0","30"
"701","22.5","0","30","30","30","30","21","0","30","27","0","30"
"702","22.5","0","30","30","30","30","21","0","30","27","0","30"
"703","26.25","0","30","30","30","30","21","0","30","27","0","30"
"704","22.5","0","30","30","30","30","21","0","30","27","0","30"
"705","26.25","0","30","30","30","30","21","0","30","27","0","30"
"706","26.25","0","30","30","30","30","21","0","30","27","0","30"
"707","22.5","0","30","30","30","30","21","0","30","27","0","30"
"708","22.5","0","30","30","30","30","21","0","30","27","0","30"
"709","26.25","0","30","27","0","30","21","0","30","27","0","30"
"710","26.25","0","30","30","30","30","24","0","30","27","0","30"
"711","30","30","30","30","30","30","24","0","30","27","0","30"
"712","26.25","0","30","30","30","30","21","0","30","27","0","30"
"713","26.25","0","30","30","30","30","24","0","30","27","0","30"
"714","26.25","0","30","30","30","30","24","0","30","27","0","30"
"715","26.25","0","30","30","30","30","24","0","30","27","0","30"
"716","22.5","0","30","30","30","30","24","0","30","27","0","30"
"717","26.25","0","30","30","30","30","27","0","30","27","0","30"
"718","26.25","0","30","27","0","30","24","0","30","27","0","30"
"719","26.25","0","30","30","30","30","24","0","30","27","0","30"
"720","22.5","0","30","30","30","30","24","0","30","24","0","30"
"721","18.75","0","30","30","30","30","24","0","30","24","0","30"
"722","22.5","0","30","30","30","30","24","0","30","27","0","30"
"723","22.5","0","30","30","30","30","24","0","30","27","0","30"
"724","26.25","0","30","30","30","30","24","0","30","27","0","30"
"725","22.5","0","30","30","30","30","24","0","30","27","0","30"
"726","22.5","0","30","30","30","30","24","0","30","27","0","30"
"727","22.5","0","30","30","30","30","24","0","30","27","0","30"
"728","30","30","30","30","30","30","24","0","30","27","0","30"
"729","22.5","0","30","30","30","30","24","0","30","27","0","30"
"730","26.25","0","30","30","30","30","24","0","30","27","0","30"
"731","30","30","30","30","30","30","24","0","30","27","0","30"
"732","26.25","0","30","30","30","30","24","0","30","27","0","30"
"733","22.5","0","30","30","30","30","24","0","30","27","0","30"
"734","26.25","0","30","30","30","30","24","0","30","27","0","30"
"735","26.25","0","30","30","30","30","24","0","30","27","0","30"
"736","22.5","0","30","30","30","30","24","0","30","27","0","30"
"737","30","30","30","30","30","30","27","0","30","27","0","30"
"738","26.25","0","30","30","30","30","24","0","30","27","0","30"
"739","26.25","0","30","30","30","30","21","0","30","27","0","30"
"740","26.25","0","30","30","30","30","27","0","30","27","0","30"
"741","26.25","0","30","30","30","30","21","0","30","27","0","30"
"742","26.25","0","30","30","30","30","24","0","30","27","0","30"
"743","26.25","0","30","30","30","30","24","0","30","27","0","30"
"744","30","30","30","30","30","30","27","0","30","27","0","30"
"745","22.5","0","30","30","30","30","21","0","30","27","0","30"
"746","26.25","0","30","30","30","30","24","0","30","27","0","30"
"747","22.5","0","30","30","30","30","24","0","30","27","0","30"
"748","26.25","0","30","30","30","30","24","0","30","27","0","30"
"749","30","30","30","30","30","30","27","0","30","27","0","30"
"750","26.25","0","30","30","30","30","24","0","30","27","0","30"
"751","22.5","0","30","30","30","30","24","0","30","27","0","30"
"752","26.25","0","30","30","30","30","21","0","30","27","0","30"
"753","26.25","0","30","30","30","30","21","0","30","27","0","30"
"754","26.25","0","30","27","0","30","24","0","30","27","0","30"
"755","26.25","0","30","30","30","30","21","0","30","27","0","30"
"756","26.25","0","30","30","30","30","24","0","30","27","0","30"
"757","22.5","0","30","30","30","30","24","0","30","27","0","30"
"758","22.5","0","30","30","30","30","24","0","30","27","0","30"
"759","26.25","0","30","30","30","30","24","0","30","27","0","30"
"760","22.5","0","30","30","30","30","24","0","30","27","0","30"
"761","30","30","30","27","0","30","24","0","30","27","0","30"
"762","26.25","0","30","30","30","30","24","0","30","27","0","30"
"763","26.25","0","30","30","30","30","24","0","30","27","0","30"
"764","30","30","30","30","30","30","24","0","30","27","0","30"
"765","30","30","30","30","30","30","21","0","30","27","0","30"
"766","26.25","0","30","30","30","30","24","0","30","27","0","30"
"767","26.25","0","30","30","30","30","24","0","30","27","0","30"
"768","26.25","0","30","30","30","30","24","0","30","27","0","30"
"769","26.25","0","30","30","30","30","24","0","30","27","0","30"
"770","26.25","0","30","30","30","30","24","0","30","27","0","30"
"771","30","30","30","30","30","30","24","0","30","27","0","30"
"772","26.25","0","30","30","30","30","24","0","30","27","0","30"
"773","22.5","0","30","30","30","30","27","0","30","27","0","30"
"774","26.25","0","30","30","30","30","24","0","30","27","0","30"
"775","26.25","0","30","30","30","30","24","0","30","27","0","30"
"776","26.25","0","30","30","30","30","24","0","30","27","0","30"
"777","26.25","0","30","27","0","30","24","0","30","27","0","30"
"778","26.25","0","30","30","30","30","24","0","30","27","0","30"
"779","26.25","0","30","30","30","30","24","0","30","27","0","30"
"780","26.25","0","30","30","30","30","24","0","30","27","0","30"
"781","26.25","0","30","27","0","30","24","0","30","27","0","30"
"782","26.25","0","30","27","0","30","21","0","30","27","0","30"
"783","26.25","0","30","30","30","30","27","0","30","27","0","30"
"784","26.25","0","30","30","30","30","21","0","30","27","0","30"
"785","26.25","0","30","30","30","30","24","0","30","27","0","30"
"786","26.25","0","30","30","30","30","24","0","30","27","0","30"
"787","26.25","0","30","30","30","30","24","0","30","27","0","30"
"788","26.25","0","30","30","30","30","24","0","30","27","0","30"
"789","30","30","30","30","30","30","27","0","30","27","0","30"
"790","30","30","30","30","30","30","24","0","30","27","0","30"
"791","30","30","30","30","30","30","27","0","30","27","0","30"
"792","30","30","30","30","30","30","24","0","30","27","0","30"
"793","30","30","30","30","30","30","21","0","30","27","0","30"
"794","30","30","30","27","0","30","24","0","30","27","0","30"
"795","30","30","30","30","30","30","21","0","30","27","0","30"
"796","30","30","30","30","30","30","24","0","30","27","0","30"
"797","30","30","30","30","30","30","24","0","30","27","0","30"
"798","30","30","30","30","30","30","24","0","30","27","0","30"
"799","30","30","30","30","30","30","24","0","30","27","0","30"
"800","30","30","30","30","30","30","24","0","30","27","0","30"
"801","30","30","30","27","0","30","24","0","30","27","0","30"
"802","30","30","30","30","30","30","24","0","30","27","0","30"
"803","26.25","0","30","27","0","30","24","0","30","27","0","30"
"804","30","30","30","27","0","30","24","0","30","27","0","30"
"805","30","30","30","30","30","30","24","0","30","27","0","30"
"806","30","30","30","30","30","30","24","0","30","27","0","30"
"807","30","30","30","30","30","30","24","0","30","24","0","30"
"808","30","30","30","30","30","30","24","0","30","27","0","30"
"809","30","30","30","30","30","30","24","0","30","27","0","30"
"810","30","30","30","30","30","30","24","0","30","27","0","30"
"811","30","30","30","30","30","30","21","0","30","27","0","30"
"812","30","30","30","30","30","30","24","0","30","24","0","30"
"813","30","30","30","30","30","30","24","0","30","27","0","30"
"814","30","30","30","30","30","30","24","0","30","27","0","30"
"815","30","30","30","27","0","30","24","0","30","27","0","30"
"816","30","30","30","30","30","30","24","0","30","27","0","30"
"817","30","30","30","30","30","30","24","0","30","27","0","30"
"818","30","30","30","30","30","30","24","0","30","27","0","30"
"819","30","30","30","30","30","30","24","0","30","27","0","30"
"820","30","30","30","30","30","30","27","0","30","27","0","30"
"821","30","30","30","30","30","30","24","0","30","27","0","30"
"822","30","30","30","30","30","30","24","0","30","27","0","30"
"823","30","30","30","30","30","30","24","0","30","27","0","30"
"824","30","30","30","30","30","30","24","0","30","27","0","30"
"825","30","30","30","30","30","30","24","0","30","27","0","30"
"826","30","30","30","30","30","30","24","0","30","24","0","30"
"827","30","30","30","30","30","30","24","0","30","27","0","30"
"828","30","30","30","30","30","30","24","0","30","27","0","30"
"829","30","30","30","30","30","30","24","0","30","27","0","30"
"830","30","30","30","30","30","30","27","0","30","24","0","30"
"831","30","30","30","30","30","30","24","0","30","27","0","30"
"832","30","30","30","30","30","30","24","0","30","27","0","30"
"833","30","30","30","30","30","30","21","0","30","27","0","30"
"834","30","30","30","30","30","30","24","0","30","27","0","30"
"835","30","30","30","30","30","30","24","0","30","27","0","30"
"836","30","30","30","30","30","30","21","0","30","27","0","30"
"837","30","30","30","30","30","30","24","0","30","27","0","30"
"838","30","30","30","30","30","30","24","0","30","27","0","30"
"839","30","30","30","30","30","30","24","0","30","27","0","30"
"840","30","30","30","30","30","30","24","0","30","27","0","30"
"841","30","30","30","30","30","30","24","0","30","27","0","30"
"842","30","30","30","27","0","30","24","0","30","27","0","30"
"843","26.25","0","30","30","30","30","24","0","30","27","0","30"
"844","30","30","30","30","30","30","27","0","30","27","0","30"
"845","26.25","0","30","30","30","30","24","0","30","27","0","30"
"846","26.25","0","30","30","30","30","24","0","30","27","0","30"
"847","26.25","0","30","30","30","30","24","0","30","27","0","30"
"848","26.25","0","30","30","30","30","24","0","30","27","0","30"
"849","26.25","0","30","30","30","30","24","0","30","27","0","30"
"850","26.25","0","30","30","30","30","24","0","30","27","0","30"
"851","22.5","0","30","30","30","30","24","0","30","27","0","30"
"852","22.5","0","30","30","30","30","24","0","30","27","0","30"
"853","22.5","0","30","30","30","30","24","0","30","27","0","30"
"854","26.25","0","30","30","30","30","24","0","30","27","0","30"
"855","22.5","0","30","30","30","30","21","0","30","27","0","30"
"856","22.5","0","30","30","30","30","24","0","30","27","0","30"
"857","22.5","0","30","30","30","30","24","0","30","27","0","30"
"858","22.5","0","30","30","30","30","24","0","30","27","0","30"
"859","22.5","0","30","30","30","30","24","0","30","27","0","30"
"860","22.5","0","30","30","30","30","24","0","30","24","0","30"
"861","22.5","0","30","30","30","30","24","0","30","27","0","30"
"862","22.5","0","30","30","30","30","24","0","30","27","0","30"
"863","22.5","0","30","30","30","30","21","0","30","27","0","30"
"864","22.5","0","30","30","30","30","24","0","30","27","0","30"
"865","22.5","0","30","30","30","30","24","0","30","27","0","30"
"866","22.5","0","30","30","30","30","24","0","30","27","0","30"
"867","22.5","0","30","30","30","30","21","0","30","27","0","30"
"868","22.5","0","30","30","30","30","24","0","30","27","0","30"
"869","22.5","0","30","30","30","30","24","0","30","27","0","30"
"870","22.5","0","30","30","30","30","24","0","30","27","0","30"
"871","22.5","0","30","30","30","30","24","0","30","27","0","30"
"872","26.25","0","30","30","30","30","24","0","30","27","0","30"
"873","22.5","0","30","30","30","30","24","0","30","27","0","30"
"874","22.5","0","30","30","30","30","24","0","30","27","0","30"
"875","22.5","0","30","30","30","30","24","0","30","27","0","30"
"876","22.5","0","30","30","30","30","24","0","30","27","0","30"
"877","22.5","0","30","30","30","30","27","0","30","27","0","30"
"878","22.5","0","30","30","30","30","24","0","30","27","0","30"
"879","26.25","0","30","30","30","30","24","0","30","27","0","30"
"880","22.5","0","30","30","30","30","24","0","30","27","0","30"
"881","22.5","0","30","30","30","30","24","0","30","27","0","30"
"882","22.5","0","30","30","30","30","24","0","30","27","0","30"
"883","22.5","0","30","30","30","30","24","0","30","27","0","30"
"884","18.75","0","30","30","30","30","24","0","30","27","0","30"
"885","26.25","0","30","30","30","30","24","0","30","27","0","30"
"886","22.5","0","30","30","30","30","24","0","30","27","0","30"
