"Step","setup: Dylam - lambdas/Banana","setup: Dylam - lambdas/Banana__MIN","setup: Dylam - lambdas/Banana__MAX"
"45","0.12383970998499061","0.024737042000006294","0.27313700626208254"
"46","0.1237804972485034","0.025203513890827887","0.2721435447605285"
"47","0.12367654446266123","0.02566752166133906","0.27122922119100923"
"48","0.12354479290771854","0.026129077879181343","0.27031773641580414"
"49","0.12346576851646991","0.02688311212060602","0.26940909238186866"
"50","0.1234651785692233","0.027927888206509974","0.2685780531602106"
"51","0.12347072824600691","0.028966945461166894","0.2679781758587387"
"52","0.12347136057762009","0.030000314196285537","0.26715028289363896"
"53","0.12350998635133684","0.03132241929781622","0.2665992636303476"
"54","0.12349595090967017","0.03263714811164007","0.26597559834641116"
"55","0.12348863827327528","0.03394454026241554","0.26535401335183184"
"56","0.12353184891979377","0.033986229423245425","0.2647345057714307"
"57","0.12357531386123695","0.033862721083150575","0.264347520820594"
"58","0.12362447293991352","0.03373940215507206","0.2639618361881895"
"59","0.12369605555738335","0.03361627541229161","0.2635774502415342"
"60","0.12371913263494354","0.033493343586415876","0.2631943613249013"
"61","0.12376864008735264","0.03337060936770857","0.26258141686457126"
"62","0.12382839948418489","0.03325475514879769","0.26220189921940895"
"63","0.12387120960371263","0.033139081829200334","0.2615462644185958"
"64","0.12401801112151493","0.033023591215601514","0.26119740954361875"
"65","0.12410630002364686","0.032908285092158325","0.2608491914770876"
"66","0.12418578333870359","0.03278176347988154","0.26050161730651494"
"67","0.1242162185167025","0.03265556631022831","0.2599224122264691"
"68","0.12428781232740801","0.03252969420194077","0.2593446264664215"
"69","0.12434928970176869","0.03240414775771867","0.2590009776693229"
"70","0.12442536225247527","0.032278927564334876","0.2586579935369753"
"71","0.12447516749469796","0.03215403419275029","0.25831568057958754"
"72","0.12455118769107779","0.03202287069975355","0.25774078439550985"
"73","0.12466017017418032","0.03190317705288959","0.2574487096385453"
"74","0.12473365826560254","0.03200221190670235","0.25692369571061857"
"75","0.12481201014738008","0.03210090589386195","0.25640017592011927"
"76","0.12484959679254201","0.03221043355040403","0.2561123380775774"
"77","0.12491012155413754","0.032319616411812344","0.25605963315690217"
"78","0.12497615046308042","0.03242845403235877","0.25600690851388946"
"79","0.12502060896257042","0.032536945990088155","0.25571944949605535"
"80","0.12501853789210848","0.03264509188652895","0.25543276885636496"
"81","0.12502583853906596","0.032752891346405896","0.25538199618178786"
"82","0.12498133091000851","0.03286034401735491","0.25533120633542766"
"83","0.12493497380690824","0.03296744956963851","0.25499577550238495"
"84","0.12487163996039348","0.03285240451189457","0.25489669320232566"
"85","0.12490020616262057","0.03273747567060058","0.2547974810972408"
"86","0.12493023877346829","0.03262266641674898","0.25446224266645273"
"87","0.12501262955598264","0.03250798007610847","0.2538916493052853"
"88","0.12507144135831066","0.03239341992954581","0.2533226203913408"
"89","0.1251195218439425","0.0322789892133471","0.25275516009355375"
"90","0.1251935556383515","0.03238838799890039","0.2521892724628816"
"91","0.12525636162075354","0.03249743293065931","0.25138801896529317"
"92","0.1253628937906212","0.032606123717301747","0.25082627494342014"
"93","0.12544197758660944","0.032714460089604686","0.25026611189326403"
"94","0.1254966255352257","0.032822441800163485","0.24946996456246887"
"95","0.1254972208661153","0.032930068623112665","0.24891396633804586"
"96","0.12549458247538578","0.033037340353848664","0.24835955632885884"
"97","0.12549032934030097","0.0331442568087543","0.24780673779454776"
"98","0.12551063135066504","0.033250817824925845","0.24749386407755028"
"99","0.1255374452420077","0.03335702325990135","0.24718175041719623"
"100","0.12558442848185075","0.03323605345443492","0.24687040079638758"
"101","0.12558158481669265","0.0331152627850801","0.24655981910928448"
"102","0.12558436832992886","0.032994654093965625","0.24601101665038583"
"103","0.1255919859053054","0.03287423018069785","0.24546383603133318"
"104","0.12564845348540246","0.03275399380270261","0.24515765286474508"
"105","0.12565716379209685","0.032633947675565295","0.24461271473489885"
"106","0.12572195377605674","0.03252211544151056","0.24436185634235758"
"107","0.1257356475150374","0.03241044400684371","0.2441117591390969"
"108","0.1257943544683899","0.03229893524924183","0.24386242311261305"
"109","0.1258310453451717","0.03218759102398934","0.24361384822582652"
"110","0.1257976167966166","0.03207641316409473","0.24336603441731053"
"111","0.12583767239229832","0.03196540348040656","0.24335965104778337"
"112","0.12587623295151384","0.03185456376172995","0.24335316758643122"
"113","0.12588517230295163","0.03174389577494381","0.24334658565969153"
"114","0.12589828599652647","0.031633401265117475","0.24309877339742417"
"115","0.12591076352235642","0.0315230819556279","0.24285173236640056"
"116","0.1259177981888356","0.03140495583328134","0.24255177153267932"
"117","0.12594712919666207","0.031287047404446613","0.24249423531781458"
"118","0.12592297278775036","0.031169358949342828","0.24219482876211756"
"119","0.12597545605080537","0.031051892709818237","0.24213811900773768"
"120","0.12605152340721232","0.03093465088969076","0.2420812779011518"
"121","0.12605354102737434","0.030817635655087435","0.24178220209340653"
"122","0.125979266110196","0.030700849134781827","0.24148395726067287"
"123","0.12590467525152288","0.030584293420531778","0.24118654582986784"
"124","0.1257985939542414","0.030467970567414022","0.24088997015487187"
"125","0.1257428973949632","0.03035188259415968","0.24059423251736273"
"126","0.12566220449936943","0.030236031483486622","0.2402993351276424"
"127","0.12555694081591687","0.030120419182431832","0.23976227356212013"
"128","0.1254825600632189","0.030005047602681786","0.2394701370697877"
"129","0.12535459573529856","0.029889918620901814","0.23893551997927467"
"130","0.12522766028207372","0.02976503878333249","0.23840265025816637"
"131","0.12515289955995204","0.02964054604537834","0.2378715281752424"
"132","0.1251248851602117","0.029516440732627446","0.23734215391775096"
"133","0.12512111640874954","0.029392723148620528","0.2368145275923768"
"134","0.1250673798750638","0.029269393575123533","0.23628864922620368"
"135","0.12499125320104154","0.029146452272398173","0.2357645187676709"
"136","0.12488637308923212","0.02902389947946951","0.23499757599006074"
"137","0.12484877692111693","0.028901735414392234","0.2341690969414728"
"138","0.12475750239427061","0.028779960274513895","0.2330990371569202"
"139","0.12466599306898869","0.028658574236736838","0.23227827145676297"
"140","0.12465366975509573","0.02878469926996285","0.23170602495165962"
"141","0.12473646343887254","0.029148239683514314","0.2313814190025047"
"142","0.12484887695117372","0.02951067569210626","0.23105812480465743"
"143","0.1249655494507355","0.029880379925380916","0.23073613916368535"
"144","0.12513839716770847","0.030249178695226562","0.23041545886529588"
"145","0.12528145757994114","0.030617068440561473","0.230096080675797"
"146","0.1255532518517125","0.031232200102319915","0.23002368252588992"
"147","0.12577394021952576","0.0318461577271081","0.23001434544423197"
"148","0.1260451854597392","0.032458931126950585","0.23025061433938473"
"149","0.12631373724496528","0.03307051027217781","0.23023968307713327"
"150","0.12652460309779828","0.03343994525764691","0.22998250748569127"
"151","0.12660899827108898","0.033567319263579434","0.22947994001209332"
"152","0.12666811695777933","0.033694407408793654","0.22897911260515114"
"153","0.12669706160597444","0.03382120873097441","0.22848002416037427"
"154","0.12671929342336422","0.033947722284284367","0.22925002165778793"
"155","0.12676596414999772","0.03407394713928181","0.23052739337682784"
"156","0.12673308301422032","0.03394713810423503","0.23204637209939255"
"157","0.1266591299772603","0.03382061382017469","0.23330878328796836"
"158","0.12655771557929482","0.033694375358636064","0.23456440903499506"
"159","0.12648638033583973","0.03356842377189654","0.23581327206158184"
"160","0.12644533042495668","0.033442760093102986","0.23680724279450463"
"161","0.12648091008421505","0.03331738533639958","0.23779585250286758"
"162","0.1265116015281808","0.033437166279938486","0.23877912164360138"
"163","0.12659301795204123","0.033546963111641986","0.23950900031979844"
"164","0.12667435398372562","0.033656344175023535","0.24023486658610554"
"165","0.12675461027120297","0.03376531001067652","0.24095673800853212"
"166","0.1267821355049717","0.03387386117393462","0.24167463220433846"
"167","0.12688170372011778","0.033981998234615056","0.24263661385695276"
"168","0.12703136467326623","0.03408972177676392","0.2435933585393098"
"169","0.12712610008364036","0.03419703239840426","0.24454488764515622"
"170","0.12719513070269223","0.03430393071128757","0.24573908750439463"
"171","0.1272368562867529","0.034410417340647245","0.24692673707931223"
"172","0.12725721870795897","0.03426944121892832","0.24786017626909276"
"173","0.12727372610120624","0.034128864428683424","0.24903613208684272"
"174","0.12723985367376286","0.03398868793157706","0.24995806772235013"
"175","0.12720709499359822","0.03384891265751204","0.25062740763005575"
"176","0.1271741516792495","0.03370953950499821","0.2512930083921121"
"177","0.12713937407338116","0.03357056934151735","0.25195488791997617"
"178","0.12710245649925703","0.03343200300388686","0.2526130641322839"
"179","0.12709019297398103","0.033542375595041","0.25326755495223935"
"180","0.12709737144623037","0.03365232194963945","0.2539183783050694"
"181","0.1271030473569665","0.03376184275838744","0.2543180829576626"
"182","0.12707986736698546","0.0338709387248764","0.2547153909195902"
"183","0.12698218456140706","0.033979610565344855","0.2548627638617606"
"184","0.12688253978678318","0.034087859008441614","0.25500892455747426"
"185","0.1267564425304241","0.03419568479499212","0.2554015561958329"
"186","0.12660585985845724","0.03430308867776745","0.25554414349790705"
"187","0.12643788475637102","0.034410071421255815","0.25543776166750237"
"188","0.1261985283637761","0.03451663380143694","0.2550833617759218"
"189","0.12593392300635836","0.03437225206420025","0.25448177185980236"
"190","0.1255945263081408","0.0342283147149357","0.25363369834730615"
"191","0.12525860876169717","0.03408482223573347","0.2530368761356551"
"192","0.12494866741158492","0.033941775081199985","0.25269059725210435"
"193","0.12463974044241799","0.03379917367880014","0.25234524269799286"
"194","0.12433182830455333","0.03365701842919725","0.2520008165822854"
"195","0.1240322610370369","0.033515309706589606","0.2514082280375604"
"196","0.12375767870524101","0.03337404785904485","0.2508175143720965"
"197","0.1234264732091697","0.033233233208830926","0.25022867803658017"
"198","0.12309224708788","0.03309286605274485","0.24964172135337523"
"199","0.12278869817612088","0.03295294666243849","0.24930643323943255"
"200","0.1225102148713146","0.03281347528474111","0.24897207944646915"
"201","0.12217890408884717","0.03267445214198007","0.24838861846867022"
"202","0.12187713657372992","0.03253587743229804","0.24755679702175534"
"203","0.12157308909986282","0.032397751329967736","0.246727746867531"
"204","0.1213257706838976","0.03226007398570422","0.24590146921708533"
"205","0.1210727688809365","0.03212284552697376","0.24507796513157512"
"206","0.12087667895669127","0.0319860660583007","0.2442572355239183"
"207","0.120732276374767","0.03184973566157142","0.24369057209118264"
"208","0.12058946879884154","0.03196797906457997","0.24312579351787061"
"209","0.12041882320119446","0.03208575503943085","0.24231128553813805"
"210","0.12028013006783175","0.032203064524813335","0.24155363213140854"
"211","0.120143602089742","0.03231990847050117","0.24079857569370333"
"212","0.11995375386054148","0.032436287837125426","0.24004611260153488"
"213","0.11979593080086867","0.03255220359595021","0.23929623918751908"
"214","0.11963474733444875","0.032667656728651434","0.23854895174085086"
"215","0.11947799306663924","0.032782648227098275","0.23780424650778023"
"216","0.11929605381445578","0.032897179093136705","0.23706211969208582"
"217","0.11909025759974594","0.033011250338376666","0.23606900935600092"
"218","0.118967114418875","0.03312486298398109","0.2353330626550991"
"219","0.11884304797672099","0.03323801806045821","0.23459967948151317"
"220","0.11868954711753552","0.033350716607455824","0.2338148072469117"
"221","0.11853591035741842","0.033462959673558855","0.2332871063942297"
"222","0.118407322313269","0.033574748316089045","0.23276123319442332"
"223","0.11825098580394969","0.03368608360090704","0.2322371876401332"
"224","0.11804546852956584","0.0337969666022176","0.23171496962816793"
"225","0.11786554031382343","0.03390739840237669","0.23119457896081577"
"226","0.11763081552696539","0.034017380091701306","0.23067601534714674"
"227","0.1174248999091578","0.034126912768281926","0.2301592784043055"
"228","0.11711155623327178","0.033978573915973934","0.22938894123977913"
"229","0.11680087583249718","0.03383075750625922","0.22862138195913104"
"230","0.11646510043052268","0.03368346308318758","0.22785659878330203"
"231","0.11613117415055166","0.03353669017254456","0.22683857430670082"
"232","0.11580196097416437","0.03339043828212512","0.225824201024831"
"233","0.11552701875921265","0.033244706902002985","0.22481347693066261"
"234","0.1152502704409329","0.03309949550479797","0.22380639986495784"
"235","0.11491944200640365","0.03295480354594121","0.2228029675181908"
"236","0.11459647152865934","0.0328106304639367","0.22180317743245911"
"237","0.1142508392923824","0.0326669756806209","0.22080702700338795"
"238","0.11390640670009514","0.032523838601419865","0.21981451348202516"
"239","0.11356183419326685","0.032381218615603585","0.21882563397672794"
"240","0.11321848668271542","0.03223911509653761","0.2178403854550411"
"241","0.11287695227163874","0.03209752740193227","0.2168587647455662"
"242","0.11256291732198094","0.0319564548740899","0.21613915163209235"
"243","0.11219660135378189","0.03181589684014868","0.2154222409976843"
"244","0.11183160341498474","0.031675852612324445","0.21470802959348004"
"245","0.1115213157762458","0.03153632148815033","0.21399651407795883"
"246","0.11123204772033253","0.03139730275071326","0.21328769101835207"
"247","0.11094065589277884","0.03125879566888894","0.2125815568920437"
"248","0.11065034776993773","0.03112079949757306","0.21187810808796"
"249","0.11033593389595886","0.030983313477912038","0.21117734090794796"
"250","0.11002269063163346","0.030846336837529086","0.2104792515681441"
"251","0.10968358351729457","0.03070986879075023","0.20978383620033092"
"252","0.10931625569948726","0.030573908538826078","0.20883108475553536"
"253","0.10895035361032379","0.030438455270152192","0.20788194550513941"
"254","0.10858587461081279","0.030303508160487616","0.2069364136924201"
"255","0.10816921539610355","0.0301690663731694","0.2059944844447473"
"256","0.10772765664886008","0.03003512905932714","0.2050561527753144"
"257","0.10728784635959288","0.029901695358092922","0.20438239610392978"
"258","0.10687854626794557","0.029768764396811035","0.20371126385670224"
"259","0.10652333937362782","0.029636335291244244","0.20304275155341253"
"260","0.10619612478454625","0.029504407145777966","0.20237685464189267"
"261","0.1058955805140209","0.029372979053622805","0.20171356849926633"
"262","0.10557081597770968","0.02924205009701439","0.20105288843317795"
"263","0.10524732912775962","0.029111619347411404","0.2003948096830119"
"264","0.10495054696999259","0.028981685865690915","0.1997393274210993"
"265","0.10465493690768506","0.028852248702342386","0.19908643675391416"
"266","0.10436049637298103","0.02872330689765877","0.19843613272325933"
"267","0.10403874678576383","0.02859485948192653","0.19752595613993773"
"268","0.10368952661228192","0.02846690547561187","0.1966193443793349"
"269","0.10331552437071825","0.02833944388954697","0.19571629115471598"
"270","0.10294284958543151","0.028212473725112586","0.19481679008616393"
"271","0.10257169236285876","0.028085993974419382","0.19392083470215243"
"272","0.10220204913982359","0.02796000362048737","0.19302841844110374"
"273","0.10183391632604628","0.02783450163742227","0.19213953465293623"
"274","0.10143957471090022","0.02770948699059153","0.19125417660059874"
"275","0.10104686768923954","0.027584958636797132","0.19037233746159196"
"276","0.1006557910331275","0.02746091552444653","0.18949401032947757"
"277","0.10026634049132863","0.027337356593722672","0.18861918821537532"
"278","0.09993098218967295","0.02721428077675082","0.18774786404944652"
"279","0.09959703285586163","0.027091686997764444","0.1868800306823659"
"280","0.0992378930387454","0.02696957417326817","0.1860156808867798"
"281","0.09885460862124215","0.02684794121220051","0.18515480735875314"
"282","0.09850371498793987","0.026726787016093066","0.18429740271920123"
"283","0.09815735407516671","0.026606110479228652","0.18344345951531227"
"284","0.09781449077954577","0.026485910488797726","0.1825929702219535"
"285","0.0974730431293738","0.026366185925052674","0.18174592724306832"
"286","0.097161737975896","0.026246935661460403","0.18090232291305694"
"287","0.09687748282782761","0.02612815856485351","0.18006214949814772"
"288","0.09654471065080604","0.02600985349557898","0.17922539919775304"
"289","0.09618660258800367","0.025892019307645592","0.17839206414581496"
"290","0.09585743129894463","0.025774654848870086","0.17756213641213567"
"291","0.09555832173560898","0.025657758961020224","0.17673560800369767"
"292","0.09531087465000329","0.025541330479957613","0.17591247086596914"
"293","0.09508730037339705","0.025425368235778168","0.17509271688419822"
"294","0.09489137828472034","0.02530987105295073","0.1742763378846941"
"295","0.09475681081772115","0.025194837750454304","0.17346332563609543"
"296","0.09459404307306338","0.025080267141913918","0.17265367185062583"
"297","0.09443192697202799","0.024966158035734376","0.1718473681853378"
"298","0.0942992369370477","0.024852509235232436","0.17104440624334294"
"299","0.09416706460100313","0.024739319538767755","0.17024477757503112"
"300","0.09400785447906342","0.024626587739872034","0.16944847367927537"
"301","0.09384663686112732","0.024514312627376602","0.16865548600462574"
"302","0.0936044485669246","0.024402492985538243","0.16786580595049044"
"303","0.09333722536268234","0.024291127594164182","0.16707942486830418"
"304","0.0930442446743017","0.02418021522873427","0.1662963340626847"
"305","0.092691730934645","0.02406975466052335","0.16551652479257672"
"306","0.09234587808790257","0.0239597446567207","0.16479163331063598"
"307","0.09200146657656136","0.02385018398054865","0.16406950014174146"
"308","0.09165251888294274","0.023741071391379334","0.1633501181948823"
"309","0.09130504780283757","0.02363240564485079","0.162633480370334"
"310","0.0909590486964633","0.023524185492980736","0.16191957955990488"
"311","0.09061716377074741","0.02341640968427945","0.16120840864718067"
"312","0.09028004053170877","0.023309076963860666","0.16049996050776835"
"313","0.08997051601298642","0.023202186073552008","0.1597942280095383"
"314","0.08968850033960893","0.023095735752003157","0.1590912040128663"
"315","0.08940770321061094","0.022989724734792875","0.158390881370873"
"316","0.08915014621288816","0.02288415175453505","0.1576430580480138"
"317","0.0888675132841227","0.022779015540983383","0.15689842406998988"
"318","0.08855988719458024","0.02267431482113352","0.15615697029216852"
"319","0.08827985650985318","0.022570048319325655","0.15541868753518137"
"320","0.08800106199077486","0.02246621475734495","0.1546835665859555"
"321","0.08769471231369379","0.02236281285452014","0.15395159819873042"
"322","0.08741445454245879","0.02225984132782189","0.15322277309606483"
"323","0.0871091183386419","0.022157298891959238","0.15249708196983086"
"324","0.08677880288631176","0.022055184259475117","0.15177451548219575"
"325","0.08647812319215978","0.021953496140840117","0.15105506426659313"
"326","0.08615509149918174","0.02185223324454556","0.1503387189286808"
"327","0.08586712414677415","0.02175139427719532","0.14962547004728868"
"328","0.0856077863422249","0.02165097794359597","0.1489153081753534"
"329","0.08532798567376088","0.021550982946845994","0.14825698120646416"
"330","0.08504928520685119","0.02145140798842437","0.14760121357334227"
"331","0.08479951959758267","0.02135225176827657","0.14694799820597318"
"332","0.08454898972309881","0.02125351298490129","0.14629732803128978"
"333","0.0843051398737146","0.021163749803925876","0.1456973160548825"
"334","0.08406223104172275","0.02107429535797615","0.14509925990494515"
"335","0.08381856974672146","0.02098514922386494","0.14450315705588807"
"336","0.08360116211907472","0.020896310972750805","0.14390900495722606"
"337","0.08335105848830116","0.02080778017020539","0.14331680103374358"
"338","0.08307446394265947","0.02071955637627952","0.1427265426856608"
"339","0.08279431154631514","0.020631639145569793","0.14209121138926747"
"340","0.08254625106227746","0.020544028027284413","0.14145838478902314"
"341","0.08229791209986485","0.020456722565309015","0.14082805571045995"
"342","0.0820240536922208","0.02036972229827187","0.14020021697794993"
"343","0.08174589365646522","0.020274799531154835","0.13952840225780627"
"344","0.08149653328607634","0.02018028370935604","0.13885955691228666"
"345","0.08122167285715534","0.020086173491220233","0.1381936712489565"
"346","0.08091929456792164","0.019992467534697828","0.13753073555854023"
"347","0.08061826204629133","0.019899164497418464","0.13687074011576425"
"348","0.08031857052208027","0.01980626303676434","0.13621367518018856"
"349","0.0800202152259364","0.019713761809942037","0.13555953099702667"
"350","0.07969217296639156","0.019621659474053456","0.13490829779795438"
"351","0.07933894351296142","0.01952995468616584","0.13425996580190766"
"352","0.07898729360280184","0.019438646103379937","0.13361452521586903"
"353","0.07864572817062217","0.019347732382898608","0.13305707263031152"
"354","0.0782779924058562","0.019257212182093232","0.13250150970530822"
"355","0.07791184443098971","0.01916708415856926","0.13194783347951786"
"356","0.07754727881524966","0.019077346970231304","0.13139604096951368"
"357","0.07718429012986809","0.018987999275347164","0.13084612916998425"
"358","0.07685088805870328","0.018899039732610062","0.13029809505393536"
"359","0.07654594768187074","0.01881046700120126","0.12975193557289136"
"360","0.07626909538655362","0.018722279740850084","0.1292076476570976"
"361","0.07602534819875621","0.018634476611895136","0.12866522821572268"
"362","0.0757826364786093","0.018547056275342515","0.1281246741370605"
"363","0.07553269229927104","0.018460017392923862","0.12750333757893334"
"364","0.07528387363717146","0.018373358627154678","0.12688482969932563"
"365","0.07503617633451257","0.018287078641389586","0.12626914028015093"
"366","0.07478959623682363","0.018201176099878525","0.12565625910159564"
"367","0.07454412919314726","0.01811564966782104","0.12504617594278641"
"368","0.07427171562723761","0.018030498011420096","0.12443888058244539"
"369","0.07397343554419249","0.017945719797935203","0.12383436279953687"
"370","0.07367816465104624","0.01786877148885651","0.12323261237390289"
"371","0.07340690071855274","0.017792098116475596","0.12263361908688862"
"372","0.07319386053791217","0.017715699210214972","0.12231730257916854"
"373","0.07298177527674136","0.017639574295244747","0.12200245180194726"
"374","0.07277064137884957","0.017563722892541152","0.12168906104938708"
"375","0.07256045529226414","0.017488144518944995","0.12137712462179616"
"376","0.07235121346935898","0.017412838687219233","0.12106663682589613"
"377","0.07217008886292252","0.017337804906107056","0.12075759197508479"
"378","0.07201983701439217","0.01726304268038833","0.12044998438969438"
"379","0.0719280753265476","0.0171885515109368","0.12014380839724385"
"380","0.0718082033304739","0.01710717697473106","0.11983905833268707"
"381","0.0716341027231594","0.017026164915811035","0.11953572853865607"
"382","0.07143175772916865","0.016945513987917254","0.11923381336569958"
"383","0.07123032410913749","0.016865222846574816","0.11893330717251634"
"384","0.0710297984805836","0.01678529014913783","0.11863420432618477"
"385","0.07083017746414916","0.016705714554831753","0.11833649920238729"
"386","0.0706314576837436","0.016626494724796416","0.11804018618563017"
"387","0.07040639012761621","0.0165476293221271","0.1177452596694598"
"388","0.07018005397061358","0.016469117011915113","0.11745171405667304"
"389","0.06990021867982257","0.01639095646128858","0.11715954375952502"
"390","0.06962498286581524","0.01631314633945121","0.11686874319993143"
"391","0.06935428436127453","0.016235685317720874","0.11657930680966704"
"392","0.0691149465221463","0.016158572069567795","0.116010461176456"
"393","0.06891179528626076","0.01608180527065153","0.11544425834519056"
"394","0.06871279825609033","0.016005383598857337","0.11488068796618203"
"395","0.0685178959940976","0.015929305734332343","0.11431973970230885"
"396","0.06832702244702948","0.015853570359520505","0.11376140322945859"
"397","0.06814010457996525","0.01577817615919677","0.1132056682369616"
"398","0.06792909836989529","0.015703121820501306","0.11265252442801656"
"399","0.06774678735882514","0.015628406032972345","0.11210196152010833"
"400","0.06756507749096893","0.015554027488579066","0.11155396924541826"
"401","0.0673880772546508","0.015479984881752926","0.1110496558616199"
"402","0.06715582324501425","0.015406276909419198","0.11054739999105384"
"403","0.06689241040715113","0.015332902271027753","0.11004719511524837"
"404","0.0666549887580827","0.015259859668582648","0.10954903472138405"
"405","0.06644632742641214","0.015187147806672009","0.10905291230241126"
"406","0.06623826171398785","0.015114765392496414","0.10855882135716734"
"407","0.06603079144315563","0.015042711135897276","0.1080667553904934"
"408","0.06584632194644516","0.01497098374938459","0.10757670791334971"
"409","0.06565903875754489","0.014899581948163846","0.10708867244293005"
"410","0.06547250673442866","0.014828504450162603","0.1066026425027763"
"411","0.06530523013196904","0.014757749976056419","0.10607903012598556"
"412","0.0651616654398642","0.014687317249294191","0.10555788897077215"
"413","0.0650186558908023","0.014617204996122936","0.10503920890754004"
"414","0.06490144631224742","0.014547411945612477","0.10480619261278029"
"415","0.06478216727399687","0.014477936829678685","0.10457428713109534"
"416","0.06471375322977337","0.014408778383106943","0.10462671160696804"
"417","0.0646673455661986","0.014339935343575312","0.10467883189735479"
"418","0.06464858193887624","0.014271406451675888","0.10473064990850692"
"419","0.06460530585262589","0.014203190450937164","0.10478216753392793"
"420","0.06458361417673433","0.014135286087845266","0.10483338665445754"
"421","0.06456141697579845","0.01406769211186438","0.10488430913835584"
"422","0.06451621661026002","0.014000407275457014","0.1051743707403911"
"423","0.06449421583118511","0.013933430334104097","0.10672682421852739"
"424","0.06441901301368905","0.01386676004632397","0.10802220136231377"
"425","0.06433990618564603","0.013800395173691348","0.10926899421849962"
"426","0.06423228246727539","0.013734334480855792","0.11050431542061309"
"427","0.06410061797432547","0.013668576735559325","0.11148843243316026"
"428","0.06394497206482805","0.013603120708654421","0.11250305991688106"
"429","0.0638144759526012","0.013537965174120556","0.11375716843739557"
"430","0.06368807414490893","0.013473108909081037","0.11500129740286442"
"431","0.06357032721004847","0.013408550693819006","0.11602957034142464"
"432","0.06345287538132868","0.013344289311793704","0.11705087182729675"
"433","0.06331329281455647","0.013280323549655183","0.11786049281020562"
"434","0.06320188030962678","0.013216652197259536","0.11894170710625065"
"435","0.0630908501957848","0.013153274047683372","0.12001667917487975"
"436","0.06295988980068871","0.013090187897238027","0.12088232335006804"
"437","0.0628295102492025","0.013027392545483185","0.12174379182780182"
"438","0.06267521703221064","0.012964886795240308","0.12235618035379268"
"439","0.06249910063841394","0.012902669452605375","0.12272017250486524"
"440","0.0622996430135017","0.012840739326961786","0.12287859405000068"
"441","0.06210235259952783","0.01277909523099235","0.1230351080238701"
"442","0.061905876542014925","0.012717735980690993","0.12318972513304398"
"443","0.06171021160901424","0.012656660395374488","0.12334245618785458"
"444","0.061491054184645524","0.012601415943736198","0.12324475938228178"
"445","0.06125210009239755","0.012546377573672801","0.12293925969676855"
"446","0.06103894267645401","0.012491544860768438","0.12288193256265048"
"447","0.0608294753678016","0.012436917377923917","0.1228517541532738"
