"Step","setup: Dylam - ep_info/Chicken","setup: Dylam - ep_info/Chicken__MIN","setup: Dylam - ep_info/Chicken__MAX","setup: Drq - ep_info/Chicken","setup: Drq - ep_info/Chicken__MIN","setup: Drq - ep_info/Chicken__MAX","setup: Decq - ep_info/Chicken","setup: Decq - ep_info/Chicken__MIN","setup: Decq - ep_info/Chicken__MAX","setup: Baseline - ep_info/Chicken","setup: Baseline - ep_info/Chicken__MIN","setup: Baseline - ep_info/Chicken__MAX"
"430","8.75","0","70","0","0","0","7","0","70","0","0","0"
"431","8.75","0","70","0","0","0","14","0","70","0","0","0"
"432","8.75","0","70","0","0","0","7","0","70","0","0","0"
"433","8.75","0","70","0","0","0","7","0","70","0","0","0"
"434","0","0","0","0","0","0","7","0","70","0","0","0"
"435","0","0","0","0","0","0","7","0","70","0","0","0"
"436","8.75","0","70","0","0","0","7","0","70","0","0","0"
"437","0","0","0","0","0","0","0","0","0","0","0","0"
"438","8.75","0","70","0","0","0","7","0","70","0","0","0"
"439","17.5","0","70","0","0","0","7","0","70","0","0","0"
"440","8.75","0","70","0","0","0","14","0","70","0","0","0"
"441","17.5","0","70","0","0","0","0","0","0","0","0","0"
"442","8.75","0","70","0","0","0","7","0","70","0","0","0"
"443","8.75","0","70","0","0","0","0","0","0","0","0","0"
"444","17.5","0","70","0","0","0","7","0","70","0","0","0"
"445","8.75","0","70","0","0","0","7","0","70","0","0","0"
"446","0","0","0","0","0","0","14","0","70","0","0","0"
"447","8.75","0","70","0","0","0","0","0","0","0","0","0"
"448","8.75","0","70","0","0","0","0","0","0","0","0","0"
"449","8.75","0","70","0","0","0","0","0","0","0","0","0"
"450","17.5","0","70","0","0","0","7","0","70","0","0","0"
"451","8.75","0","70","0","0","0","14","0","70","0","0","0"
"452","8.75","0","70","0","0","0","7","0","70","0","0","0"
"453","8.75","0","70","0","0","0","7","0","70","0","0","0"
"454","8.75","0","70","0","0","0","7","0","70","0","0","0"
"455","8.75","0","70","0","0","0","7","0","70","0","0","0"
"456","0","0","0","0","0","0","7","0","70","0","0","0"
"457","0","0","0","0","0","0","7","0","70","0","0","0"
"458","0","0","0","0","0","0","14","0","70","0","0","0"
"459","8.75","0","70","0","0","0","14","0","70","0","0","0"
"460","0","0","0","0","0","0","7","0","70","0","0","0"
"461","0","0","0","0","0","0","7","0","70","0","0","0"
"462","0","0","0","0","0","0","7","0","70","0","0","0"
"463","0","0","0","0","0","0","7","0","70","0","0","0"
"464","8.75","0","70","7","0","70","14","0","70","0","0","0"
"465","0","0","0","0","0","0","7","0","70","0","0","0"
"466","0","0","0","0","0","0","7","0","70","0","0","0"
"467","8.75","0","70","0","0","0","14","0","70","0","0","0"
"468","0","0","0","0","0","0","14","0","70","0","0","0"
"469","8.75","0","70","0","0","0","7","0","70","0","0","0"
"470","17.5","0","70","0","0","0","21","0","70","0","0","0"
"471","8.75","0","70","0","0","0","14","0","70","0","0","0"
"472","17.5","0","70","0","0","0","14","0","70","0","0","0"
"473","8.75","0","70","0","0","0","14","0","70","0","0","0"
"474","17.5","0","70","0","0","0","21","0","70","0","0","0"
"475","17.5","0","70","0","0","0","14","0","70","0","0","0"
"476","8.75","0","70","0","0","0","14","0","70","0","0","0"
"477","0","0","0","0","0","0","7","0","70","0","0","0"
"478","8.75","0","70","0","0","0","14","0","70","0","0","0"
"479","8.75","0","70","0","0","0","14","0","70","0","0","0"
"480","0","0","0","0","0","0","14","0","70","0","0","0"
"481","8.75","0","70","0","0","0","14","0","70","0","0","0"
"482","17.5","0","70","0","0","0","14","0","70","0","0","0"
"483","17.5","0","70","0","0","0","14","0","70","0","0","0"
"484","17.5","0","70","0","0","0","14","0","70","0","0","0"
"485","17.5","0","70","0","0","0","14","0","70","0","0","0"
"486","17.5","0","70","0","0","0","28","0","70","0","0","0"
"487","8.75","0","70","0","0","0","7","0","70","0","0","0"
"488","0","0","0","0","0","0","28","0","70","0","0","0"
"489","0","0","0","0","0","0","7","0","70","0","0","0"
"490","8.75","0","70","0","0","0","14","0","70","0","0","0"
"491","0","0","0","0","0","0","7","0","70","0","0","0"
"492","0","0","0","0","0","0","14","0","70","0","0","0"
"493","0","0","0","0","0","0","14","0","70","0","0","0"
"494","8.75","0","70","0","0","0","14","0","70","0","0","0"
"495","0","0","0","0","0","0","14","0","70","0","0","0"
"496","17.5","0","70","0","0","0","14","0","70","0","0","0"
"497","8.75","0","70","0","0","0","14","0","70","0","0","0"
"498","8.75","0","70","0","0","0","21","0","70","0","0","0"
"499","0","0","0","0","0","0","21","0","70","0","0","0"
"500","8.75","0","70","0","0","0","7","0","70","0","0","0"
"501","0","0","0","0","0","0","21","0","70","0","0","0"
"502","8.75","0","70","0","0","0","21","0","70","0","0","0"
"503","0","0","0","0","0","0","14","0","70","0","0","0"
"504","8.75","0","70","0","0","0","21","0","70","0","0","0"
"505","8.75","0","70","0","0","0","14","0","70","0","0","0"
"506","0","0","0","0","0","0","21","0","70","0","0","0"
"507","17.5","0","70","0","0","0","14","0","70","0","0","0"
"508","0","0","0","0","0","0","14","0","70","0","0","0"
"509","8.75","0","70","0","0","0","14","0","70","0","0","0"
"510","8.75","0","70","0","0","0","14","0","70","7","0","70"
"511","0","0","0","0","0","0","14","0","70","0","0","0"
"512","8.75","0","70","0","0","0","21","0","70","0","0","0"
"513","0","0","0","0","0","0","14","0","70","0","0","0"
"514","0","0","0","0","0","0","21","0","70","0","0","0"
"515","8.75","0","70","0","0","0","14","0","70","0","0","0"
"516","0","0","0","0","0","0","14","0","70","0","0","0"
"517","0","0","0","0","0","0","14","0","70","0","0","0"
"518","0","0","0","0","0","0","21","0","70","0","0","0"
"519","8.75","0","70","0","0","0","14","0","70","0","0","0"
"520","0","0","0","0","0","0","14","0","70","0","0","0"
"521","17.5","0","70","0","0","0","14","0","70","0","0","0"
"522","8.75","0","70","0","0","0","21","0","70","0","0","0"
"523","8.75","0","70","0","0","0","21","0","70","0","0","0"
"524","0","0","0","0","0","0","21","0","70","0","0","0"
"525","8.75","0","70","0","0","0","21","0","70","0","0","0"
"526","8.75","0","70","0","0","0","14","0","70","0","0","0"
"527","17.5","0","70","0","0","0","21","0","70","0","0","0"
"528","17.5","0","70","0","0","0","21","0","70","0","0","0"
"529","17.5","0","70","0","0","0","21","0","70","0","0","0"
"530","8.75","0","70","0","0","0","21","0","70","0","0","0"
"531","0","0","0","0","0","0","21","0","70","0","0","0"
"532","8.75","0","70","0","0","0","14","0","70","0","0","0"
"533","8.75","0","70","0","0","0","21","0","70","0","0","0"
"534","17.5","0","70","0","0","0","21","0","70","0","0","0"
"535","17.5","0","70","0","0","0","21","0","70","0","0","0"
"536","17.5","0","70","0","0","0","7","0","70","0","0","0"
"537","8.75","0","70","0","0","0","21","0","70","0","0","0"
"538","8.75","0","70","0","0","0","14","0","70","0","0","0"
"539","17.5","0","70","0","0","0","14","0","70","0","0","0"
"540","17.5","0","70","0","0","0","14","0","70","0","0","0"
"541","17.5","0","70","0","0","0","21","0","70","0","0","0"
"542","8.75","0","70","0","0","0","21","0","70","0","0","0"
"543","8.75","0","70","0","0","0","21","0","70","0","0","0"
"544","8.75","0","70","0","0","0","14","0","70","0","0","0"
"545","8.75","0","70","0","0","0","14","0","70","0","0","0"
"546","8.75","0","70","0","0","0","21","0","70","0","0","0"
"547","17.5","0","70","0","0","0","0","0","0","0","0","0"
"548","8.75","0","70","0","0","0","0","0","0","0","0","0"
"549","8.75","0","70","0","0","0","7","0","70","0","0","0"
"550","8.75","0","70","0","0","0","7","0","70","0","0","0"
"551","8.75","0","70","0","0","0","7","0","70","0","0","0"
"552","8.75","0","70","0","0","0","14","0","70","0","0","0"
"553","8.75","0","70","0","0","0","7","0","70","7","0","70"
"554","17.5","0","70","0","0","0","7","0","70","0","0","0"
"555","8.75","0","70","0","0","0","7","0","70","0","0","0"
"556","8.75","0","70","0","0","0","0","0","0","0","0","0"
"557","8.75","0","70","0","0","0","7","0","70","0","0","0"
"558","8.75","0","70","0","0","0","7","0","70","0","0","0"
"559","17.5","0","70","0","0","0","7","0","70","0","0","0"
"560","8.75","0","70","0","0","0","7","0","70","0","0","0"
"561","8.75","0","70","0","0","0","7","0","70","0","0","0"
"562","17.5","0","70","0","0","0","7","0","70","0","0","0"
"563","8.75","0","70","0","0","0","14","0","70","0","0","0"
"564","17.5","0","70","0","0","0","7","0","70","0","0","0"
"565","8.75","0","70","0","0","0","7","0","70","0","0","0"
"566","8.75","0","70","0","0","0","7","0","70","7","0","70"
"567","8.75","0","70","0","0","0","7","0","70","0","0","0"
"568","8.75","0","70","0","0","0","7","0","70","0","0","0"
"569","8.75","0","70","0","0","0","7","0","70","0","0","0"
"570","8.75","0","70","0","0","0","7","0","70","0","0","0"
"571","8.75","0","70","0","0","0","7","0","70","0","0","0"
"572","17.5","0","70","0","0","0","7","0","70","0","0","0"
"573","8.75","0","70","0","0","0","7","0","70","0","0","0"
"574","8.75","0","70","0","0","0","14","0","70","0","0","0"
"575","8.75","0","70","0","0","0","14","0","70","0","0","0"
"576","17.5","0","70","0","0","0","14","0","70","0","0","0"
"577","17.5","0","70","0","0","0","7","0","70","0","0","0"
"578","17.5","0","70","0","0","0","14","0","70","0","0","0"
"579","17.5","0","70","0","0","0","14","0","70","0","0","0"
"580","17.5","0","70","0","0","0","7","0","70","0","0","0"
"581","17.5","0","70","0","0","0","7","0","70","0","0","0"
"582","17.5","0","70","7","0","70","7","0","70","0","0","0"
"583","8.75","0","70","0","0","0","14","0","70","7","0","70"
"584","8.75","0","70","0","0","0","7","0","70","0","0","0"
"585","8.75","0","70","0","0","0","14","0","70","0","0","0"
"586","8.75","0","70","0","0","0","7","0","70","0","0","0"
"587","8.75","0","70","0","0","0","7","0","70","0","0","0"
"588","8.75","0","70","0","0","0","7","0","70","0","0","0"
"589","8.75","0","70","0","0","0","7","0","70","0","0","0"
"590","8.75","0","70","0","0","0","14","0","70","0","0","0"
"591","8.75","0","70","0","0","0","7","0","70","0","0","0"
"592","17.5","0","70","0","0","0","0","0","0","0","0","0"
"593","8.75","0","70","0","0","0","7","0","70","0","0","0"
"594","8.75","0","70","0","0","0","7","0","70","0","0","0"
"595","8.75","0","70","0","0","0","7","0","70","0","0","0"
"596","26.25","0","70","0","0","0","7","0","70","0","0","0"
"597","8.75","0","70","0","0","0","7","0","70","0","0","0"
"598","8.75","0","70","0","0","0","7","0","70","0","0","0"
"599","8.75","0","70","0","0","0","7","0","70","0","0","0"
"600","0","0","0","0","0","0","7","0","70","0","0","0"
"601","8.75","0","70","0","0","0","7","0","70","0","0","0"
"602","17.5","0","70","0","0","0","7","0","70","0","0","0"
"603","8.75","0","70","0","0","0","7","0","70","0","0","0"
"604","8.75","0","70","0","0","0","14","0","70","0","0","0"
"605","17.5","0","70","0","0","0","14","0","70","0","0","0"
"606","17.5","0","70","0","0","0","7","0","70","0","0","0"
"607","17.5","0","70","0","0","0","7","0","70","0","0","0"
"608","17.5","0","70","0","0","0","14","0","70","0","0","0"
"609","17.5","0","70","0","0","0","7","0","70","0","0","0"
"610","17.5","0","70","0","0","0","14","0","70","0","0","0"
"611","17.5","0","70","0","0","0","14","0","70","0","0","0"
"612","17.5","0","70","0","0","0","14","0","70","0","0","0"
"613","8.75","0","70","0","0","0","14","0","70","0","0","0"
"614","8.75","0","70","0","0","0","7","0","70","0","0","0"
"615","17.5","0","70","0","0","0","14","0","70","0","0","0"
"616","17.5","0","70","0","0","0","7","0","70","0","0","0"
"617","17.5","0","70","0","0","0","7","0","70","0","0","0"
"618","17.5","0","70","0","0","0","7","0","70","0","0","0"
"619","8.75","0","70","0","0","0","14","0","70","0","0","0"
"620","17.5","0","70","0","0","0","7","0","70","0","0","0"
"621","8.75","0","70","0","0","0","7","0","70","0","0","0"
"622","17.5","0","70","0","0","0","14","0","70","0","0","0"
"623","8.75","0","70","0","0","0","7","0","70","0","0","0"
"624","17.5","0","70","0","0","0","14","0","70","0","0","0"
"625","17.5","0","70","0","0","0","7","0","70","0","0","0"
"626","17.5","0","70","0","0","0","7","0","70","7","0","70"
"627","17.5","0","70","0","0","0","7","0","70","0","0","0"
"628","8.75","0","70","0","0","0","14","0","70","0","0","0"
"629","8.75","0","70","0","0","0","7","0","70","0","0","0"
"630","8.75","0","70","0","0","0","7","0","70","0","0","0"
"631","17.5","0","70","0","0","0","0","0","0","0","0","0"
"632","17.5","0","70","0","0","0","0","0","0","0","0","0"
"633","8.75","0","70","0","0","0","7","0","70","0","0","0"
"634","17.5","0","70","0","0","0","7","0","70","0","0","0"
"635","8.75","0","70","0","0","0","7","0","70","0","0","0"
"636","8.75","0","70","0","0","0","14","0","70","0","0","0"
"637","8.75","0","70","0","0","0","7","0","70","0","0","0"
"638","8.75","0","70","0","0","0","0","0","0","0","0","0"
"639","8.75","0","70","0","0","0","7","0","70","0","0","0"
"640","8.75","0","70","0","0","0","7","0","70","0","0","0"
"641","8.75","0","70","0","0","0","7","0","70","0","0","0"
"642","8.75","0","70","0","0","0","7","0","70","0","0","0"
"643","8.75","0","70","0","0","0","7","0","70","0","0","0"
"644","8.75","0","70","0","0","0","7","0","70","0","0","0"
"645","8.75","0","70","0","0","0","7","0","70","0","0","0"
"646","8.75","0","70","0","0","0","7","0","70","0","0","0"
"647","8.75","0","70","0","0","0","7","0","70","0","0","0"
"648","8.75","0","70","0","0","0","0","0","0","0","0","0"
"649","8.75","0","70","0","0","0","0","0","0","0","0","0"
"650","8.75","0","70","0","0","0","7","0","70","0","0","0"
"651","17.5","0","70","0","0","0","7","0","70","0","0","0"
"652","8.75","0","70","0","0","0","7","0","70","0","0","0"
"653","8.75","0","70","0","0","0","0","0","0","0","0","0"
"654","8.75","0","70","0","0","0","7","0","70","0","0","0"
"655","8.75","0","70","0","0","0","7","0","70","0","0","0"
"656","8.75","0","70","0","0","0","7","0","70","0","0","0"
"657","8.75","0","70","0","0","0","7","0","70","0","0","0"
"658","8.75","0","70","0","0","0","7","0","70","0","0","0"
"659","8.75","0","70","0","0","0","7","0","70","0","0","0"
"660","8.75","0","70","0","0","0","7","0","70","0","0","0"
"661","8.75","0","70","0","0","0","7","0","70","0","0","0"
"662","17.5","0","70","0","0","0","7","0","70","0","0","0"
"663","17.5","0","70","0","0","0","7","0","70","0","0","0"
"664","8.75","0","70","0","0","0","7","0","70","0","0","0"
"665","8.75","0","70","0","0","0","0","0","0","0","0","0"
"666","8.75","0","70","0","0","0","7","0","70","0","0","0"
"667","8.75","0","70","0","0","0","7","0","70","0","0","0"
"668","8.75","0","70","0","0","0","7","0","70","0","0","0"
"669","8.75","0","70","0","0","0","7","0","70","0","0","0"
"670","8.75","0","70","0","0","0","7","0","70","0","0","0"
"671","8.75","0","70","0","0","0","0","0","0","0","0","0"
"672","8.75","0","70","0","0","0","0","0","0","0","0","0"
"673","8.75","0","70","0","0","0","7","0","70","7","0","70"
"674","26.25","0","70","0","0","0","0","0","0","0","0","0"
"675","8.75","0","70","0","0","0","0","0","0","0","0","0"
"676","8.75","0","70","0","0","0","0","0","0","0","0","0"
"677","8.75","0","70","0","0","0","0","0","0","0","0","0"
"678","17.5","0","70","0","0","0","0","0","0","0","0","0"
"679","8.75","0","70","0","0","0","7","0","70","0","0","0"
"680","8.75","0","70","0","0","0","0","0","0","0","0","0"
"681","8.75","0","70","0","0","0","0","0","0","0","0","0"
"682","8.75","0","70","0","0","0","0","0","0","0","0","0"
"683","8.75","0","70","0","0","0","0","0","0","0","0","0"
"684","8.75","0","70","0","0","0","0","0","0","0","0","0"
"685","8.75","0","70","0","0","0","0","0","0","0","0","0"
"686","8.75","0","70","0","0","0","0","0","0","0","0","0"
"687","8.75","0","70","0","0","0","0","0","0","0","0","0"
"688","8.75","0","70","0","0","0","0","0","0","0","0","0"
"689","8.75","0","70","0","0","0","0","0","0","0","0","0"
"690","8.75","0","70","0","0","0","0","0","0","0","0","0"
"691","8.75","0","70","0","0","0","0","0","0","0","0","0"
"692","8.75","0","70","0","0","0","0","0","0","0","0","0"
"693","8.75","0","70","0","0","0","0","0","0","0","0","0"
"694","8.75","0","70","0","0","0","0","0","0","0","0","0"
"695","8.75","0","70","0","0","0","7","0","70","0","0","0"
"696","8.75","0","70","0","0","0","0","0","0","0","0","0"
"697","8.75","0","70","0","0","0","0","0","0","0","0","0"
"698","8.75","0","70","0","0","0","0","0","0","0","0","0"
"699","8.75","0","70","0","0","0","0","0","0","0","0","0"
"700","8.75","0","70","0","0","0","0","0","0","0","0","0"
"701","8.75","0","70","0","0","0","0","0","0","0","0","0"
"702","8.75","0","70","0","0","0","0","0","0","0","0","0"
"703","8.75","0","70","0","0","0","0","0","0","0","0","0"
"704","8.75","0","70","0","0","0","0","0","0","0","0","0"
"705","8.75","0","70","0","0","0","0","0","0","0","0","0"
"706","8.75","0","70","0","0","0","0","0","0","0","0","0"
"707","8.75","0","70","0","0","0","0","0","0","0","0","0"
"708","8.75","0","70","0","0","0","0","0","0","0","0","0"
"709","8.75","0","70","0","0","0","0","0","0","0","0","0"
"710","8.75","0","70","0","0","0","0","0","0","0","0","0"
"711","8.75","0","70","0","0","0","0","0","0","0","0","0"
"712","8.75","0","70","0","0","0","0","0","0","0","0","0"
"713","8.75","0","70","0","0","0","0","0","0","0","0","0"
"714","8.75","0","70","0","0","0","0","0","0","0","0","0"
"715","8.75","0","70","0","0","0","0","0","0","0","0","0"
"716","17.5","0","70","0","0","0","0","0","0","0","0","0"
"717","8.75","0","70","0","0","0","0","0","0","0","0","0"
"718","8.75","0","70","0","0","0","0","0","0","0","0","0"
"719","8.75","0","70","0","0","0","0","0","0","0","0","0"
"720","8.75","0","70","0","0","0","0","0","0","0","0","0"
"721","8.75","0","70","0","0","0","0","0","0","0","0","0"
"722","8.75","0","70","0","0","0","0","0","0","0","0","0"
"723","8.75","0","70","0","0","0","0","0","0","0","0","0"
"724","8.75","0","70","0","0","0","0","0","0","0","0","0"
"725","8.75","0","70","0","0","0","0","0","0","0","0","0"
"726","8.75","0","70","0","0","0","0","0","0","0","0","0"
"727","8.75","0","70","0","0","0","0","0","0","0","0","0"
"728","8.75","0","70","0","0","0","0","0","0","0","0","0"
"729","8.75","0","70","0","0","0","0","0","0","0","0","0"
"730","8.75","0","70","0","0","0","0","0","0","0","0","0"
"731","8.75","0","70","0","0","0","0","0","0","0","0","0"
"732","8.75","0","70","0","0","0","0","0","0","0","0","0"
"733","8.75","0","70","0","0","0","0","0","0","0","0","0"
"734","8.75","0","70","0","0","0","0","0","0","0","0","0"
"735","8.75","0","70","0","0","0","0","0","0","0","0","0"
"736","8.75","0","70","0","0","0","0","0","0","0","0","0"
"737","8.75","0","70","0","0","0","0","0","0","0","0","0"
"738","8.75","0","70","0","0","0","0","0","0","0","0","0"
"739","8.75","0","70","0","0","0","0","0","0","0","0","0"
"740","8.75","0","70","0","0","0","0","0","0","0","0","0"
"741","17.5","0","70","0","0","0","0","0","0","0","0","0"
"742","8.75","0","70","0","0","0","0","0","0","0","0","0"
"743","8.75","0","70","0","0","0","0","0","0","0","0","0"
"744","8.75","0","70","0","0","0","0","0","0","0","0","0"
"745","8.75","0","70","0","0","0","0","0","0","0","0","0"
"746","8.75","0","70","0","0","0","0","0","0","0","0","0"
"747","8.75","0","70","0","0","0","0","0","0","0","0","0"
"748","8.75","0","70","0","0","0","0","0","0","0","0","0"
"749","8.75","0","70","0","0","0","0","0","0","0","0","0"
"750","8.75","0","70","0","0","0","0","0","0","0","0","0"
"751","8.75","0","70","0","0","0","0","0","0","0","0","0"
"752","8.75","0","70","0","0","0","0","0","0","0","0","0"
"753","8.75","0","70","0","0","0","0","0","0","0","0","0"
"754","8.75","0","70","0","0","0","0","0","0","0","0","0"
"755","17.5","0","70","0","0","0","0","0","0","0","0","0"
"756","8.75","0","70","0","0","0","0","0","0","0","0","0"
"757","8.75","0","70","0","0","0","0","0","0","0","0","0"
"758","8.75","0","70","0","0","0","0","0","0","0","0","0"
"759","17.5","0","70","0","0","0","0","0","0","0","0","0"
"760","8.75","0","70","0","0","0","0","0","0","0","0","0"
"761","8.75","0","70","0","0","0","0","0","0","0","0","0"
"762","26.25","0","70","0","0","0","0","0","0","0","0","0"
"763","17.5","0","70","0","0","0","0","0","0","0","0","0"
"764","8.75","0","70","0","0","0","0","0","0","0","0","0"
"765","8.75","0","70","0","0","0","0","0","0","0","0","0"
"766","8.75","0","70","0","0","0","0","0","0","0","0","0"
"767","17.5","0","70","0","0","0","0","0","0","0","0","0"
"768","8.75","0","70","0","0","0","0","0","0","0","0","0"
"769","8.75","0","70","0","0","0","0","0","0","0","0","0"
"770","17.5","0","70","0","0","0","0","0","0","0","0","0"
"771","8.75","0","70","0","0","0","0","0","0","0","0","0"
"772","8.75","0","70","0","0","0","0","0","0","0","0","0"
"773","8.75","0","70","0","0","0","0","0","0","0","0","0"
"774","8.75","0","70","0","0","0","0","0","0","0","0","0"
"775","8.75","0","70","0","0","0","0","0","0","0","0","0"
"776","8.75","0","70","0","0","0","0","0","0","0","0","0"
"777","8.75","0","70","0","0","0","0","0","0","0","0","0"
"778","8.75","0","70","0","0","0","0","0","0","0","0","0"
"779","8.75","0","70","0","0","0","0","0","0","0","0","0"
"780","17.5","0","70","0","0","0","0","0","0","0","0","0"
"781","8.75","0","70","0","0","0","0","0","0","0","0","0"
"782","8.75","0","70","0","0","0","0","0","0","0","0","0"
"783","8.75","0","70","0","0","0","0","0","0","0","0","0"
"784","8.75","0","70","0","0","0","0","0","0","0","0","0"
"785","8.75","0","70","0","0","0","0","0","0","7","0","70"
"786","8.75","0","70","0","0","0","0","0","0","0","0","0"
"787","8.75","0","70","0","0","0","0","0","0","0","0","0"
"788","8.75","0","70","0","0","0","0","0","0","0","0","0"
"789","8.75","0","70","0","0","0","0","0","0","0","0","0"
"790","8.75","0","70","0","0","0","0","0","0","0","0","0"
"791","8.75","0","70","0","0","0","0","0","0","0","0","0"
"792","8.75","0","70","0","0","0","0","0","0","0","0","0"
"793","8.75","0","70","0","0","0","0","0","0","0","0","0"
"794","8.75","0","70","0","0","0","0","0","0","0","0","0"
"795","8.75","0","70","0","0","0","0","0","0","0","0","0"
"796","8.75","0","70","0","0","0","0","0","0","0","0","0"
"797","8.75","0","70","0","0","0","0","0","0","0","0","0"
"798","8.75","0","70","0","0","0","0","0","0","0","0","0"
"799","8.75","0","70","0","0","0","0","0","0","0","0","0"
"800","8.75","0","70","0","0","0","0","0","0","0","0","0"
"801","8.75","0","70","0","0","0","0","0","0","0","0","0"
"802","17.5","0","70","0","0","0","0","0","0","0","0","0"
"803","17.5","0","70","0","0","0","0","0","0","0","0","0"
"804","8.75","0","70","0","0","0","0","0","0","0","0","0"
"805","17.5","0","70","0","0","0","0","0","0","0","0","0"
"806","17.5","0","70","0","0","0","0","0","0","0","0","0"
"807","17.5","0","70","0","0","0","0","0","0","0","0","0"
"808","17.5","0","70","0","0","0","0","0","0","0","0","0"
"809","17.5","0","70","0","0","0","0","0","0","0","0","0"
"810","26.25","0","70","0","0","0","0","0","0","0","0","0"
"811","17.5","0","70","0","0","0","0","0","0","0","0","0"
"812","8.75","0","70","0","0","0","0","0","0","0","0","0"
"813","17.5","0","70","0","0","0","0","0","0","0","0","0"
"814","17.5","0","70","0","0","0","0","0","0","0","0","0"
"815","17.5","0","70","0","0","0","0","0","0","0","0","0"
"816","8.75","0","70","0","0","0","0","0","0","0","0","0"
"817","26.25","0","70","0","0","0","0","0","0","0","0","0"
"818","17.5","0","70","0","0","0","0","0","0","0","0","0"
"819","8.75","0","70","0","0","0","0","0","0","0","0","0"
"820","17.5","0","70","0","0","0","0","0","0","0","0","0"
"821","17.5","0","70","0","0","0","0","0","0","0","0","0"
"822","17.5","0","70","0","0","0","0","0","0","0","0","0"
"823","26.25","0","70","0","0","0","0","0","0","0","0","0"
"824","26.25","0","70","0","0","0","0","0","0","0","0","0"
"825","26.25","0","70","0","0","0","0","0","0","0","0","0"
"826","26.25","0","70","0","0","0","0","0","0","0","0","0"
"827","26.25","0","70","0","0","0","0","0","0","0","0","0"
"828","26.25","0","70","0","0","0","0","0","0","0","0","0"
"829","26.25","0","70","0","0","0","0","0","0","0","0","0"
"830","26.25","0","70","0","0","0","0","0","0","0","0","0"
"831","26.25","0","70","0","0","0","0","0","0","0","0","0"
"832","26.25","0","70","0","0","0","0","0","0","0","0","0"
"833","26.25","0","70","0","0","0","0","0","0","0","0","0"
"834","26.25","0","70","0","0","0","0","0","0","0","0","0"
"835","35","0","70","0","0","0","0","0","0","0","0","0"
"836","26.25","0","70","0","0","0","0","0","0","0","0","0"
"837","26.25","0","70","0","0","0","0","0","0","0","0","0"
"838","17.5","0","70","0","0","0","0","0","0","0","0","0"
"839","26.25","0","70","0","0","0","0","0","0","0","0","0"
"840","26.25","0","70","0","0","0","0","0","0","0","0","0"
"841","26.25","0","70","0","0","0","0","0","0","0","0","0"
"842","26.25","0","70","0","0","0","0","0","0","0","0","0"
"843","26.25","0","70","0","0","0","0","0","0","0","0","0"
"844","26.25","0","70","0","0","0","0","0","0","0","0","0"
"845","17.5","0","70","0","0","0","0","0","0","0","0","0"
"846","17.5","0","70","0","0","0","0","0","0","0","0","0"
"847","17.5","0","70","0","0","0","0","0","0","0","0","0"
"848","17.5","0","70","0","0","0","0","0","0","0","0","0"
"849","17.5","0","70","0","0","0","0","0","0","0","0","0"
"850","26.25","0","70","0","0","0","0","0","0","0","0","0"
"851","35","0","70","0","0","0","0","0","0","0","0","0"
"852","35","0","70","0","0","0","0","0","0","0","0","0"
"853","35","0","70","0","0","0","0","0","0","0","0","0"
"854","26.25","0","70","0","0","0","0","0","0","0","0","0"
"855","35","0","70","0","0","0","0","0","0","0","0","0"
"856","35","0","70","0","0","0","0","0","0","0","0","0"
"857","35","0","70","0","0","0","0","0","0","0","0","0"
"858","35","0","70","0","0","0","0","0","0","0","0","0"
"859","35","0","70","0","0","0","0","0","0","0","0","0"
"860","35","0","70","0","0","0","0","0","0","0","0","0"
"861","35","0","70","0","0","0","0","0","0","0","0","0"
"862","26.25","0","70","0","0","0","0","0","0","0","0","0"
"863","26.25","0","70","0","0","0","0","0","0","0","0","0"
"864","26.25","0","70","0","0","0","0","0","0","0","0","0"
"865","35","0","70","0","0","0","0","0","0","0","0","0"
"866","26.25","0","70","0","0","0","0","0","0","0","0","0"
"867","26.25","0","70","0","0","0","0","0","0","0","0","0"
"868","35","0","70","0","0","0","0","0","0","0","0","0"
"869","43.75","0","70","0","0","0","0","0","0","0","0","0"
"870","35","0","70","0","0","0","0","0","0","0","0","0"
"871","35","0","70","0","0","0","0","0","0","0","0","0"
"872","26.25","0","70","0","0","0","0","0","0","0","0","0"
"873","35","0","70","0","0","0","0","0","0","0","0","0"
"874","35","0","70","0","0","0","0","0","0","0","0","0"
"875","35","0","70","0","0","0","0","0","0","0","0","0"
"876","35","0","70","0","0","0","0","0","0","0","0","0"
"877","26.25","0","70","0","0","0","0","0","0","0","0","0"
"878","35","0","70","0","0","0","0","0","0","0","0","0"
"879","26.25","0","70","0","0","0","0","0","0","0","0","0"
"880","35","0","70","0","0","0","0","0","0","0","0","0"
"881","35","0","70","0","0","0","0","0","0","0","0","0"
"882","35","0","70","0","0","0","0","0","0","0","0","0"
"883","35","0","70","0","0","0","0","0","0","0","0","0"
"884","43.75","0","70","0","0","0","0","0","0","0","0","0"
"885","35","0","70","0","0","0","0","0","0","0","0","0"
"886","35","0","70","0","0","0","0","0","0","0","0","0"
"887","35","0","70","0","0","0","0","0","0","0","0","0"
"888","35","0","70","0","0","0","0","0","0","0","0","0"
"889","35","0","70","0","0","0","0","0","0","0","0","0"
"890","35","0","70","0","0","0","0","0","0","0","0","0"
"891","35","0","70","0","0","0","0","0","0","0","0","0"
"892","35","0","70","0","0","0","0","0","0","0","0","0"
