"Step","setup: Dylam - ep_info/Chicken","setup: Dylam - ep_info/Chicken__MIN","setup: Dylam - ep_info/Chicken__MAX","setup: Drq - ep_info/Chicken","setup: Drq - ep_info/Chicken__MIN","setup: Drq - ep_info/Chicken__MAX","setup: Decq - ep_info/Chicken","setup: Decq - ep_info/Chicken__MIN","setup: Decq - ep_info/Chicken__MAX","setup: Baseline - ep_info/Chicken","setup: Baseline - ep_info/Chicken__MIN","setup: Baseline - ep_info/Chicken__MAX"
"893","35","0","70","0","0","0","0","0","0","0","0","0"
"894","26.25","0","70","0","0","0","0","0","0","0","0","0"
"895","35","0","70","0","0","0","0","0","0","0","0","0"
"896","35","0","70","0","0","0","0","0","0","0","0","0"
"897","35","0","70","0","0","0","0","0","0","0","0","0"
"898","35","0","70","0","0","0","0","0","0","0","0","0"
"899","35","0","70","0","0","0","0","0","0","0","0","0"
"900","26.25","0","70","0","0","0","0","0","0","0","0","0"
"901","35","0","70","0","0","0","0","0","0","0","0","0"
"902","35","0","70","0","0","0","0","0","0","0","0","0"
"903","35","0","70","0","0","0","0","0","0","0","0","0"
"904","35","0","70","0","0","0","0","0","0","0","0","0"
"905","35","0","70","0","0","0","0","0","0","0","0","0"
"906","43.75","0","70","0","0","0","0","0","0","0","0","0"
"907","35","0","70","0","0","0","0","0","0","0","0","0"
"908","35","0","70","0","0","0","0","0","0","0","0","0"
"909","26.25","0","70","0","0","0","0","0","0","0","0","0"
"910","35","0","70","0","0","0","0","0","0","0","0","0"
"911","26.25","0","70","0","0","0","0","0","0","0","0","0"
"912","35","0","70","0","0","0","0","0","0","0","0","0"
"913","35","0","70","0","0","0","0","0","0","0","0","0"
"914","43.75","0","70","0","0","0","0","0","0","0","0","0"
"915","43.75","0","70","0","0","0","0","0","0","0","0","0"
"916","43.75","0","70","0","0","0","0","0","0","7","0","70"
"917","43.75","0","70","0","0","0","0","0","0","0","0","0"
"918","43.75","0","70","0","0","0","0","0","0","0","0","0"
"919","43.75","0","70","0","0","0","0","0","0","0","0","0"
"920","43.75","0","70","0","0","0","0","0","0","0","0","0"
"921","43.75","0","70","0","0","0","0","0","0","0","0","0"
"922","43.75","0","70","0","0","0","0","0","0","0","0","0"
"923","43.75","0","70","0","0","0","0","0","0","0","0","0"
"924","43.75","0","70","0","0","0","0","0","0","0","0","0"
"925","43.75","0","70","0","0","0","0","0","0","0","0","0"
"926","43.75","0","70","0","0","0","0","0","0","0","0","0"
"927","43.75","0","70","0","0","0","0","0","0","0","0","0"
"928","43.75","0","70","0","0","0","0","0","0","0","0","0"
"929","35","0","70","0","0","0","0","0","0","0","0","0"
"930","43.75","0","70","0","0","0","0","0","0","0","0","0"
"931","43.75","0","70","0","0","0","0","0","0","0","0","0"
"932","43.75","0","70","0","0","0","0","0","0","0","0","0"
"933","43.75","0","70","0","0","0","0","0","0","0","0","0"
"934","35","0","70","0","0","0","0","0","0","0","0","0"
"935","35","0","70","0","0","0","0","0","0","0","0","0"
"936","43.75","0","70","0","0","0","0","0","0","0","0","0"
"937","35","0","70","0","0","0","0","0","0","0","0","0"
"938","35","0","70","0","0","0","0","0","0","0","0","0"
"939","43.75","0","70","0","0","0","0","0","0","0","0","0"
"940","35","0","70","0","0","0","0","0","0","0","0","0"
"941","43.75","0","70","0","0","0","0","0","0","0","0","0"
"942","43.75","0","70","0","0","0","0","0","0","0","0","0"
"943","43.75","0","70","0","0","0","0","0","0","0","0","0"
"944","43.75","0","70","0","0","0","0","0","0","0","0","0"
"945","35","0","70","0","0","0","0","0","0","0","0","0"
"946","35","0","70","0","0","0","0","0","0","0","0","0"
"947","35","0","70","0","0","0","0","0","0","0","0","0"
"948","43.75","0","70","0","0","0","0","0","0","0","0","0"
"949","43.75","0","70","0","0","0","0","0","0","0","0","0"
"950","52.5","0","70","0","0","0","0","0","0","0","0","0"
"951","52.5","0","70","0","0","0","0","0","0","0","0","0"
"952","35","0","70","0","0","0","0","0","0","0","0","0"
"953","52.5","0","70","0","0","0","0","0","0","0","0","0"
"954","52.5","0","70","0","0","0","0","0","0","0","0","0"
"955","52.5","0","70","0","0","0","0","0","0","0","0","0"
"956","43.75","0","70","0","0","0","0","0","0","0","0","0"
"957","43.75","0","70","0","0","0","0","0","0","0","0","0"
"958","52.5","0","70","0","0","0","0","0","0","0","0","0"
"959","26.25","0","70","0","0","0","0","0","0","0","0","0"
"960","52.5","0","70","0","0","0","0","0","0","0","0","0"
"961","43.75","0","70","0","0","0","0","0","0","0","0","0"
"962","52.5","0","70","0","0","0","0","0","0","0","0","0"
"963","43.75","0","70","0","0","0","0","0","0","0","0","0"
"964","43.75","0","70","0","0","0","0","0","0","0","0","0"
"965","43.75","0","70","0","0","0","0","0","0","0","0","0"
"966","35","0","70","0","0","0","0","0","0","0","0","0"
"967","43.75","0","70","0","0","0","0","0","0","0","0","0"
"968","43.75","0","70","0","0","0","0","0","0","0","0","0"
"969","43.75","0","70","0","0","0","0","0","0","0","0","0"
"970","35","0","70","0","0","0","0","0","0","0","0","0"
"971","43.75","0","70","0","0","0","0","0","0","0","0","0"
"972","43.75","0","70","0","0","0","0","0","0","0","0","0"
"973","43.75","0","70","0","0","0","0","0","0","0","0","0"
"974","43.75","0","70","0","0","0","0","0","0","0","0","0"
"975","43.75","0","70","0","0","0","0","0","0","0","0","0"
"976","43.75","0","70","0","0","0","0","0","0","0","0","0"
"977","43.75","0","70","0","0","0","0","0","0","0","0","0"
"978","43.75","0","70","0","0","0","0","0","0","0","0","0"
"979","43.75","0","70","0","0","0","0","0","0","0","0","0"
"980","43.75","0","70","0","0","0","0","0","0","0","0","0"
"981","43.75","0","70","0","0","0","0","0","0","0","0","0"
"982","43.75","0","70","0","0","0","0","0","0","0","0","0"
"983","43.75","0","70","0","0","0","0","0","0","0","0","0"
"984","43.75","0","70","0","0","0","0","0","0","0","0","0"
"985","43.75","0","70","0","0","0","0","0","0","0","0","0"
"986","43.75","0","70","0","0","0","0","0","0","0","0","0"
"987","43.75","0","70","0","0","0","0","0","0","0","0","0"
"988","43.75","0","70","0","0","0","0","0","0","0","0","0"
"989","43.75","0","70","0","0","0","0","0","0","0","0","0"
"990","43.75","0","70","0","0","0","0","0","0","0","0","0"
"991","43.75","0","70","0","0","0","0","0","0","0","0","0"
"992","43.75","0","70","0","0","0","0","0","0","0","0","0"
"993","52.5","0","70","0","0","0","0","0","0","0","0","0"
"994","43.75","0","70","7","0","70","0","0","0","0","0","0"
"995","43.75","0","70","0","0","0","0","0","0","0","0","0"
"996","43.75","0","70","0","0","0","0","0","0","0","0","0"
"997","35","0","70","0","0","0","0","0","0","0","0","0"
"998","52.5","0","70","0","0","0","0","0","0","0","0","0"
"999","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1000","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1001","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1002","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1003","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1004","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1005","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1006","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1007","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1008","35","0","70","0","0","0","0","0","0","0","0","0"
"1009","35","0","70","0","0","0","0","0","0","0","0","0"
"1010","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1011","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1012","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1013","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1014","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1015","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1016","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1017","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1018","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1019","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1020","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1021","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1022","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1023","35","0","70","0","0","0","0","0","0","0","0","0"
"1024","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1025","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1026","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1027","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1028","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1029","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1030","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1031","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1032","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1033","35","0","70","0","0","0","0","0","0","0","0","0"
"1034","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1035","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1036","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1037","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1038","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1039","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1040","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1041","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1042","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1043","35","0","70","0","0","0","0","0","0","0","0","0"
"1044","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1045","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1046","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1047","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1048","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1049","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1050","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1051","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1052","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1053","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1054","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1055","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1056","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1057","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1058","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1059","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1060","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1061","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1062","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1063","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1064","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1065","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1066","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1067","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1068","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1069","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1070","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1071","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1072","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1073","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1074","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1075","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1076","35","0","70","0","0","0","0","0","0","0","0","0"
"1077","35","0","70","0","0","0","0","0","0","0","0","0"
"1078","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1079","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1080","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1081","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1082","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1083","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1084","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1085","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1086","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1087","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1088","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1089","35","0","70","0","0","0","0","0","0","0","0","0"
"1090","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1091","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1092","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1093","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1094","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1095","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1096","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1097","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1098","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1099","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1100","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1101","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1102","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1103","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1104","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1105","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1106","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1107","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1108","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1109","35","0","70","0","0","0","0","0","0","0","0","0"
"1110","35","0","70","0","0","0","0","0","0","0","0","0"
"1111","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1112","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1113","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1114","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1115","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1116","35","0","70","0","0","0","0","0","0","0","0","0"
"1117","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1118","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1119","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1120","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1121","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1122","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1123","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1124","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1125","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1126","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1127","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1128","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1129","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1130","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1131","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1132","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1133","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1134","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1135","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1136","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1137","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1138","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1139","35","0","70","0","0","0","0","0","0","0","0","0"
"1140","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1141","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1142","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1143","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1144","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1145","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1146","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1147","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1148","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1149","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1150","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1151","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1152","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1153","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1154","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1155","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1156","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1157","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1158","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1159","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1160","35","0","70","0","0","0","0","0","0","0","0","0"
"1161","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1162","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1163","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1164","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1165","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1166","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1167","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1168","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1169","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1170","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1171","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1172","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1173","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1174","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1175","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1176","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1177","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1178","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1179","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1180","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1181","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1182","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1183","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1184","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1185","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1186","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1187","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1188","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1189","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1190","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1191","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1192","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1193","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1194","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1195","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1196","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1197","43.75","0","70","0","0","0","0","0","0","0","0","0"
"1198","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1199","52.5","0","70","0","0","0","0","0","0","7","0","70"
"1200","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1201","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1202","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1203","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1204","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1205","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1206","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1207","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1208","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1209","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1210","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1211","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1212","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1213","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1214","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1215","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1216","35","0","70","0","0","0","0","0","0","0","0","0"
"1217","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1218","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1219","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1220","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1221","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1222","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1223","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1224","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1225","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1226","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1227","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1228","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1229","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1230","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1231","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1232","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1233","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1234","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1235","61.25","0","70","0","0","0","0","0","0","7","0","70"
"1236","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1237","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1238","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1239","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1240","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1241","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1242","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1243","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1244","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1245","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1246","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1247","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1248","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1249","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1250","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1251","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1252","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1253","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1254","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1255","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1256","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1257","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1258","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1259","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1260","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1261","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1262","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1263","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1264","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1265","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1266","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1267","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1268","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1269","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1270","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1271","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1272","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1273","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1274","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1275","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1276","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1277","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1278","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1279","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1280","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1281","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1282","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1283","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1284","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1285","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1286","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1287","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1288","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1289","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1290","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1291","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1292","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1293","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1294","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1295","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1296","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1297","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1298","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1299","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1300","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1301","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1302","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1303","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1304","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1305","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1306","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1307","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1308","61.25","0","70","0","0","0","0","0","0","7","0","70"
"1309","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1310","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1311","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1312","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1313","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1314","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1315","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1316","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1317","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1318","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1319","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1320","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1321","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1322","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1323","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1324","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1325","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1326","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1327","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1328","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1329","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1330","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1331","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1332","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1333","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1334","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1335","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1336","52.5","0","70","0","0","0","0","0","0","0","0","0"
"1337","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1338","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1339","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1340","61.25","0","70","0","0","0","0","0","0","0","0","0"
"1341","61.25","0","70","0","0","0","0","0","0","0","0","0"
