"Step","setup: Dylam - ep_info/total","setup: Dylam - ep_info/total__MIN","setup: Dylam - ep_info/total__MAX","setup: Drq - ep_info/total","setup: Drq - ep_info/total__MIN","setup: Drq - ep_info/total__MAX","setup: Decq - ep_info/total","setup: Decq - ep_info/total__MIN","setup: Decq - ep_info/total__MAX","setup: Baseline - ep_info/total","setup: Baseline - ep_info/total__MIN","setup: Baseline - ep_info/total__MAX"
"1369","191.25","130","200","130","130","130","98","0","130","127","100","130"
"1370","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1371","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1372","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1373","187.5","100","200","130","130","130","124","100","130","127","100","130"
"1374","187.5","100","200","130","130","130","124","100","130","127","100","130"
"1375","187.5","100","200","130","130","130","104","30","130","127","100","130"
"1376","200","200","200","127","100","130","101","0","130","127","100","130"
"1377","187.5","100","200","130","130","130","101","0","130","127","100","130"
"1378","187.5","100","200","130","130","130","124","100","130","127","100","130"
"1379","200","200","200","130","130","130","124","100","130","127","100","130"
"1380","200","200","200","130","130","130","104","30","130","127","100","130"
"1381","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1382","200","200","200","130","130","130","94","30","130","127","100","130"
"1383","187.5","100","200","130","130","130","114","30","130","127","100","130"
"1384","200","200","200","130","130","130","104","30","130","127","100","130"
"1385","200","200","200","130","130","130","124","100","130","127","100","130"
"1386","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1387","200","200","200","130","130","130","101","0","130","127","100","130"
"1388","200","200","200","130","130","130","124","100","130","127","100","130"
"1389","200","200","200","130","130","130","124","100","130","127","100","130"
"1390","200","200","200","130","130","130","94","30","130","127","100","130"
"1391","200","200","200","130","130","130","104","30","130","127","100","130"
"1392","200","200","200","130","130","130","91","0","130","127","100","130"
"1393","200","200","200","130","130","130","114","30","130","127","100","130"
"1394","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1395","200","200","200","130","130","130","114","30","130","127","100","130"
"1396","200","200","200","130","130","130","114","30","130","124","100","130"
"1397","200","200","200","130","130","130","104","30","130","127","100","130"
"1398","200","200","200","130","130","130","94","0","130","127","100","130"
"1399","200","200","200","130","130","130","124","100","130","127","100","130"
"1400","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1401","200","200","200","130","130","130","104","30","130","127","100","130"
"1402","191.25","130","200","130","130","130","104","0","130","127","100","130"
"1403","200","200","200","130","130","130","94","0","130","127","100","130"
"1404","200","200","200","130","130","130","114","30","130","127","100","130"
"1405","200","200","200","130","130","130","81","0","130","127","100","130"
"1406","200","200","200","130","130","130","94","0","130","127","100","130"
"1407","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1408","200","200","200","130","130","130","104","0","130","127","100","130"
"1409","200","200","200","130","130","130","114","30","130","127","100","130"
"1410","200","200","200","130","130","130","104","30","130","127","100","130"
"1411","200","200","200","127","100","130","104","0","130","127","100","130"
"1412","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1413","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1414","200","200","200","130","130","130","117","30","130","127","100","130"
"1415","200","200","200","130","130","130","101","0","130","127","100","130"
"1416","200","200","200","130","130","130","81","0","130","127","100","130"
"1417","200","200","200","130","130","130","88","0","130","127","100","130"
"1418","200","200","200","130","130","130","91","0","130","127","100","130"
"1419","200","200","200","130","130","130","114","30","130","127","100","130"
"1420","200","200","200","130","130","130","91","0","130","127","100","130"
"1421","200","200","200","130","130","130","101","0","130","127","100","130"
"1422","200","200","200","130","130","130","114","30","130","127","100","130"
"1423","200","200","200","130","130","130","114","30","130","127","100","130"
"1424","200","200","200","130","130","130","104","0","130","127","100","130"
"1425","200","200","200","130","130","130","104","30","130","127","100","130"
"1426","200","200","200","130","130","130","104","30","130","127","100","130"
"1427","200","200","200","130","130","130","114","30","130","127","100","130"
"1428","200","200","200","130","130","130","124","100","130","127","100","130"
"1429","200","200","200","130","130","130","124","100","130","127","100","130"
"1430","200","200","200","130","130","130","104","30","130","127","100","130"
"1431","200","200","200","130","130","130","114","0","130","127","100","130"
"1432","200","200","200","130","130","130","91","0","130","127","100","130"
"1433","200","200","200","130","130","130","94","0","130","127","100","130"
"1434","200","200","200","130","130","130","114","30","130","127","100","130"
"1435","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1436","200","200","200","130","130","130","114","30","130","127","100","130"
"1437","200","200","200","130","130","130","114","0","130","127","100","130"
"1438","200","200","200","130","130","130","104","30","130","127","100","130"
"1439","200","200","200","130","130","130","104","0","130","127","100","130"
"1440","200","200","200","130","130","130","91","0","130","127","100","130"
"1441","200","200","200","130","130","130","124","100","130","127","100","130"
"1442","200","200","200","130","130","130","114","30","130","127","100","130"
"1443","200","200","200","130","130","130","88","0","130","127","100","130"
"1444","200","200","200","130","130","130","101","0","130","127","100","130"
"1445","200","200","200","130","130","130","101","0","130","127","100","130"
"1446","200","200","200","130","130","130","114","30","130","127","100","130"
"1447","200","200","200","130","130","130","104","30","130","127","100","130"
"1448","200","200","200","130","130","130","114","30","130","127","100","130"
"1449","200","200","200","130","130","130","114","30","130","127","100","130"
"1450","200","200","200","127","100","130","114","30","130","127","100","130"
"1451","200","200","200","130","130","130","104","30","130","127","100","130"
"1452","200","200","200","130","130","130","104","30","130","127","100","130"
"1453","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1454","200","200","200","130","130","130","124","100","130","127","100","130"
"1455","200","200","200","130","130","130","114","30","130","127","100","130"
"1456","200","200","200","130","130","130","114","30","130","127","100","130"
"1457","200","200","200","130","130","130","124","100","130","127","100","130"
"1458","200","200","200","130","130","130","74","0","130","127","100","130"
"1459","200","200","200","130","130","130","104","0","130","127","100","130"
"1460","200","200","200","130","130","130","124","100","130","127","100","130"
"1461","200","200","200","130","130","130","114","30","130","127","100","130"
"1462","200","200","200","130","130","130","124","100","130","127","100","130"
"1463","200","200","200","130","130","130","124","100","130","127","100","130"
"1464","200","200","200","130","130","130","124","100","130","127","100","130"
"1465","200","200","200","130","130","130","104","0","130","127","100","130"
"1466","200","200","200","130","130","130","124","100","130","127","100","130"
"1467","200","200","200","130","130","130","104","0","130","127","100","130"
"1468","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1469","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1470","200","200","200","130","130","130","111","0","130","127","100","130"
"1471","200","200","200","130","130","130","114","30","130","127","100","130"
"1472","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1473","200","200","200","130","130","130","124","100","130","127","100","130"
"1474","200","200","200","130","130","130","88","0","130","127","100","130"
"1475","200","200","200","130","130","130","124","100","130","127","100","130"
"1476","200","200","200","130","130","130","114","30","130","127","100","130"
"1477","200","200","200","130","130","130","111","0","130","127","100","130"
"1478","200","200","200","130","130","130","91","0","130","127","100","130"
"1479","200","200","200","130","130","130","124","100","130","127","100","130"
"1480","200","200","200","130","130","130","104","30","130","127","100","130"
"1481","200","200","200","130","130","130","104","30","130","127","100","130"
"1482","200","200","200","130","130","130","114","30","130","127","100","130"
"1483","200","200","200","130","130","130","124","100","130","127","100","130"
"1484","200","200","200","130","130","130","114","0","130","127","100","130"
"1485","200","200","200","130","130","130","104","30","130","127","100","130"
"1486","200","200","200","130","130","130","104","30","130","127","100","130"
"1487","200","200","200","130","130","130","104","0","130","127","100","130"
"1488","196.25","170","200","130","130","130","114","0","130","127","100","130"
"1489","200","200","200","130","130","130","114","0","130","127","100","130"
"1490","200","200","200","130","130","130","94","30","130","127","100","130"
"1491","200","200","200","130","130","130","104","0","130","127","100","130"
"1492","200","200","200","130","130","130","114","30","130","127","100","130"
"1493","200","200","200","130","130","130","94","0","130","127","100","130"
"1494","200","200","200","130","130","130","124","100","130","127","100","130"
"1495","200","200","200","130","130","130","101","0","130","127","100","130"
"1496","200","200","200","130","130","130","114","30","130","127","100","130"
"1497","200","200","200","130","130","130","114","0","130","127","100","130"
"1498","200","200","200","130","130","130","114","0","130","127","100","130"
"1499","200","200","200","130","130","130","124","100","130","127","100","130"
"1500","200","200","200","130","130","130","104","30","130","127","100","130"
"1501","200","200","200","130","130","130","94","30","130","127","100","130"
"1502","200","200","200","130","130","130","101","0","130","127","100","130"
"1503","200","200","200","130","130","130","101","0","130","127","100","130"
"1504","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1505","200","200","200","130","130","130","84","0","130","127","100","130"
"1506","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1507","200","200","200","130","130","130","101","0","130","127","100","130"
"1508","200","200","200","130","130","130","94","0","130","127","100","130"
"1509","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1510","200","200","200","130","130","130","101","0","130","127","100","130"
"1511","200","200","200","130","130","130","114","30","130","127","100","130"
"1512","200","200","200","130","130","130","101","0","130","127","100","130"
"1513","200","200","200","130","130","130","101","0","130","127","100","130"
"1514","200","200","200","130","130","130","114","30","130","127","100","130"
"1515","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1516","200","200","200","130","130","130","78","0","130","127","100","130"
"1517","200","200","200","130","130","130","78","0","130","127","100","130"
"1518","200","200","200","130","130","130","114","30","130","127","100","130"
"1519","200","200","200","130","130","130","114","30","130","127","100","130"
"1520","200","200","200","130","130","130","124","100","130","127","100","130"
"1521","200","200","200","130","130","130","124","100","130","127","100","130"
"1522","200","200","200","130","130","130","124","100","130","127","100","130"
"1523","200","200","200","130","130","130","114","30","130","127","100","130"
"1524","200","200","200","130","130","130","101","0","130","127","100","130"
"1525","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1526","200","200","200","130","130","130","114","30","130","127","100","130"
"1527","200","200","200","130","130","130","104","30","130","127","100","130"
"1528","200","200","200","130","130","130","114","30","130","127","100","130"
"1529","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1530","200","200","200","130","130","130","114","30","130","127","100","130"
"1531","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1532","200","200","200","130","130","130","124","100","130","127","100","130"
"1533","200","200","200","130","130","130","124","100","130","127","100","130"
"1534","200","200","200","130","130","130","124","100","130","127","100","130"
"1535","200","200","200","130","130","130","78","0","130","127","100","130"
"1536","200","200","200","130","130","130","114","30","130","127","100","130"
"1537","200","200","200","130","130","130","104","30","130","127","100","130"
"1538","191.25","130","200","130","130","130","104","30","130","124","100","130"
"1539","200","200","200","130","130","130","124","100","130","127","100","130"
"1540","200","200","200","130","130","130","114","0","130","127","100","130"
"1541","200","200","200","130","130","130","104","0","130","127","100","130"
"1542","200","200","200","127","100","130","124","100","130","127","100","130"
"1543","200","200","200","130","130","130","114","30","130","127","100","130"
"1544","200","200","200","130","130","130","94","30","130","127","100","130"
"1545","200","200","200","130","130","130","101","0","130","127","100","130"
"1546","200","200","200","130","130","130","114","30","130","127","100","130"
"1547","200","200","200","130","130","130","114","30","130","127","100","130"
"1548","200","200","200","130","130","130","101","0","130","127","100","130"
"1549","200","200","200","130","130","130","111","0","130","127","100","130"
"1550","200","200","200","130","130","130","111","0","130","127","100","130"
"1551","200","200","200","130","130","130","104","0","130","127","100","130"
"1552","200","200","200","130","130","130","114","30","130","127","100","130"
"1553","200","200","200","130","130","130","111","0","130","127","100","130"
"1554","200","200","200","130","130","130","114","30","130","127","100","130"
"1555","200","200","200","130","130","130","104","30","130","127","100","130"
"1556","200","200","200","130","130","130","124","100","130","127","100","130"
"1557","200","200","200","130","130","130","124","100","130","127","100","130"
"1558","200","200","200","130","130","130","114","30","130","127","100","130"
"1559","200","200","200","130","130","130","104","0","130","127","100","130"
"1560","200","200","200","130","130","130","114","30","130","127","100","130"
"1561","200","200","200","130","130","130","104","30","130","127","100","130"
"1562","200","200","200","130","130","130","94","30","130","127","100","130"
"1563","200","200","200","130","130","130","104","0","130","127","100","130"
"1564","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1565","200","200","200","130","130","130","111","0","130","127","100","130"
"1566","200","200","200","130","130","130","104","30","130","127","100","130"
"1567","200","200","200","130","130","130","121","100","130","127","100","130"
"1568","200","200","200","130","130","130","104","30","130","127","100","130"
"1569","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1570","200","200","200","130","130","130","71","0","130","127","100","130"
"1571","200","200","200","130","130","130","94","30","130","127","100","130"
"1572","200","200","200","130","130","130","114","30","130","127","100","130"
"1573","200","200","200","130","130","130","114","30","130","127","100","130"
"1574","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1575","200","200","200","130","130","130","124","100","130","127","100","130"
"1576","200","200","200","130","130","130","101","0","130","127","100","130"
"1577","200","200","200","130","130","130","104","0","130","127","100","130"
"1578","200","200","200","130","130","130","111","0","130","127","100","130"
"1579","200","200","200","130","130","130","104","30","130","127","100","130"
"1580","200","200","200","130","130","130","101","0","130","127","100","130"
"1581","200","200","200","130","130","130","104","0","130","127","100","130"
"1582","200","200","200","130","130","130","114","30","130","127","100","130"
"1583","200","200","200","130","130","130","111","0","130","127","100","130"
"1584","200","200","200","130","130","130","114","30","130","127","100","130"
"1585","200","200","200","130","130","130","88","0","130","127","100","130"
"1586","200","200","200","130","130","130","101","0","130","127","100","130"
"1587","200","200","200","130","130","130","114","30","130","127","100","130"
"1588","200","200","200","130","130","130","114","0","130","127","100","130"
"1589","200","200","200","130","130","130","111","0","130","127","100","130"
"1590","200","200","200","130","130","130","114","0","130","127","100","130"
"1591","200","200","200","130","130","130","114","30","130","127","100","130"
"1592","200","200","200","130","130","130","124","100","130","127","100","130"
"1593","200","200","200","130","130","130","84","0","130","127","100","130"
"1594","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1595","200","200","200","130","130","130","101","0","130","127","100","130"
"1596","200","200","200","130","130","130","124","100","130","127","100","130"
"1597","200","200","200","130","130","130","124","100","130","127","100","130"
"1598","200","200","200","130","130","130","114","30","130","127","100","130"
"1599","200","200","200","130","130","130","91","0","130","127","100","130"
"1600","200","200","200","130","130","130","114","30","130","127","100","130"
"1601","200","200","200","130","130","130","124","100","130","127","100","130"
"1602","200","200","200","130","130","130","124","100","130","127","100","130"
"1603","200","200","200","130","130","130","94","0","130","127","100","130"
"1604","200","200","200","130","130","130","101","0","130","127","100","130"
"1605","200","200","200","130","130","130","91","0","130","127","100","130"
"1606","200","200","200","130","130","130","91","0","130","127","100","130"
"1607","200","200","200","130","130","130","124","100","130","127","100","130"
"1608","200","200","200","127","100","130","84","0","130","127","100","130"
"1609","200","200","200","130","130","130","104","30","130","127","100","130"
"1610","200","200","200","130","130","130","91","0","130","127","100","130"
"1611","200","200","200","130","130","130","124","100","130","127","100","130"
"1612","191.25","130","200","130","130","130","104","0","130","127","100","130"
"1613","200","200","200","130","130","130","91","0","130","127","100","130"
"1614","200","200","200","130","130","130","94","30","130","127","100","130"
"1615","200","200","200","130","130","130","94","30","130","127","100","130"
"1616","200","200","200","130","130","130","114","30","130","127","100","130"
"1617","200","200","200","130","130","130","114","30","130","127","100","130"
"1618","200","200","200","130","130","130","71","0","130","127","100","130"
"1619","200","200","200","130","130","130","101","0","130","127","100","130"
"1620","200","200","200","130","130","130","114","30","130","127","100","130"
"1621","200","200","200","130","130","130","94","30","130","127","100","130"
"1622","200","200","200","130","130","130","114","30","130","127","100","130"
"1623","200","200","200","130","130","130","114","30","130","127","100","130"
"1624","200","200","200","130","130","130","111","0","130","127","100","130"
"1625","200","200","200","130","130","130","91","0","130","127","100","130"
"1626","200","200","200","130","130","130","104","0","130","127","100","130"
"1627","200","200","200","130","130","130","94","30","130","127","100","130"
"1628","200","200","200","130","130","130","81","0","130","127","100","130"
"1629","200","200","200","130","130","130","84","0","130","127","100","130"
"1630","200","200","200","130","130","130","101","0","130","127","100","130"
"1631","200","200","200","130","130","130","114","30","130","127","100","130"
"1632","200","200","200","130","130","130","111","0","130","127","100","130"
"1633","200","200","200","130","130","130","94","0","130","127","100","130"
"1634","200","200","200","130","130","130","111","0","130","127","100","130"
"1635","200","200","200","130","130","130","111","0","130","127","100","130"
"1636","200","200","200","130","130","130","104","30","130","127","100","130"
"1637","200","200","200","130","130","130","114","0","130","127","100","130"
"1638","200","200","200","130","130","130","104","30","130","127","100","130"
"1639","200","200","200","130","130","130","101","0","130","127","100","130"
"1640","200","200","200","130","130","130","104","30","130","127","100","130"
"1641","200","200","200","130","130","130","101","0","130","127","100","130"
"1642","200","200","200","130","130","130","104","30","130","127","100","130"
"1643","200","200","200","130","130","130","91","0","130","127","100","130"
"1644","200","200","200","130","130","130","88","0","130","127","100","130"
"1645","200","200","200","130","130","130","114","30","130","127","100","130"
"1646","200","200","200","130","130","130","114","30","130","127","100","130"
"1647","200","200","200","130","130","130","114","0","130","127","100","130"
"1648","200","200","200","130","130","130","114","30","130","127","100","130"
"1649","200","200","200","130","130","130","114","30","130","127","100","130"
"1650","200","200","200","130","130","130","101","0","130","127","100","130"
"1651","200","200","200","130","130","130","114","30","130","127","100","130"
"1652","200","200","200","130","130","130","124","100","130","127","100","130"
"1653","200","200","200","130","130","130","91","0","130","127","100","130"
"1654","200","200","200","130","130","130","94","30","130","127","100","130"
"1655","200","200","200","130","130","130","124","100","130","127","100","130"
"1656","200","200","200","130","130","130","104","30","130","127","100","130"
"1657","200","200","200","130","130","130","68","0","130","127","100","130"
"1658","200","200","200","130","130","130","114","30","130","127","100","130"
"1659","200","200","200","130","130","130","114","0","130","127","100","130"
"1660","200","200","200","130","130","130","104","0","130","127","100","130"
"1661","200","200","200","130","130","130","124","100","130","127","100","130"
"1662","200","200","200","130","130","130","124","100","130","127","100","130"
"1663","200","200","200","130","130","130","101","0","130","127","100","130"
"1664","200","200","200","130","130","130","114","0","130","127","100","130"
"1665","200","200","200","130","130","130","91","0","130","127","100","130"
"1666","200","200","200","130","130","130","111","0","130","127","100","130"
"1667","200","200","200","130","130","130","94","30","130","127","100","130"
"1668","200","200","200","130","130","130","111","0","130","127","100","130"
"1669","200","200","200","130","130","130","94","0","130","127","100","130"
"1670","200","200","200","130","130","130","81","0","130","127","100","130"
"1671","200","200","200","130","130","130","104","30","130","127","100","130"
"1672","200","200","200","130","130","130","114","30","130","127","100","130"
"1673","200","200","200","130","130","130","94","30","130","127","100","130"
"1674","200","200","200","130","130","130","124","100","130","127","100","130"
"1675","200","200","200","130","130","130","94","30","130","127","100","130"
"1676","200","200","200","130","130","130","114","30","130","127","100","130"
"1677","200","200","200","130","130","130","124","100","130","127","100","130"
"1678","200","200","200","130","130","130","61","0","130","127","100","130"
"1679","200","200","200","130","130","130","88","0","130","127","100","130"
"1680","200","200","200","130","130","130","114","30","130","127","100","130"
"1681","200","200","200","130","130","130","104","30","130","127","100","130"
"1682","200","200","200","130","130","130","114","0","130","127","100","130"
"1683","200","200","200","130","130","130","94","0","130","127","100","130"
"1684","200","200","200","130","130","130","114","30","130","127","100","130"
"1685","200","200","200","130","130","130","114","30","130","127","100","130"
"1686","191.25","130","200","130","130","130","68","0","130","127","100","130"
"1687","200","200","200","130","130","130","114","0","130","127","100","130"
"1688","200","200","200","130","130","130","111","0","130","127","100","130"
"1689","200","200","200","130","130","130","94","0","130","127","100","130"
"1690","200","200","200","130","130","130","114","30","130","127","100","130"
"1691","200","200","200","130","130","130","114","30","130","127","100","130"
"1692","200","200","200","130","130","130","71","0","130","127","100","130"
"1693","200","200","200","130","130","130","114","30","130","127","100","130"
"1694","200","200","200","130","130","130","114","0","130","127","100","130"
"1695","200","200","200","130","130","130","91","0","130","127","100","130"
"1696","200","200","200","130","130","130","114","30","130","127","100","130"
"1697","200","200","200","130","130","130","104","30","130","127","100","130"
"1698","200","200","200","130","130","130","81","0","130","127","100","130"
"1699","200","200","200","130","130","130","104","0","130","127","100","130"
"1700","200","200","200","130","130","130","104","30","130","127","100","130"
"1701","200","200","200","130","130","130","94","30","130","127","100","130"
"1702","200","200","200","130","130","130","104","30","130","127","100","130"
"1703","200","200","200","130","130","130","111","0","130","127","100","130"
"1704","200","200","200","130","130","130","114","30","130","127","100","130"
"1705","200","200","200","130","130","130","104","30","130","127","100","130"
"1706","200","200","200","130","130","130","94","0","130","127","100","130"
"1707","200","200","200","130","130","130","91","0","130","127","100","130"
"1708","200","200","200","130","130","130","94","0","130","127","100","130"
"1709","200","200","200","130","130","130","94","0","130","127","100","130"
"1710","200","200","200","130","130","130","114","30","130","127","100","130"
"1711","200","200","200","130","130","130","124","100","130","127","100","130"
"1712","200","200","200","130","130","130","91","0","130","127","100","130"
"1713","200","200","200","130","130","130","104","30","130","127","100","130"
"1714","187.5","100","200","130","130","130","114","30","130","127","100","130"
"1715","200","200","200","130","130","130","114","30","130","127","100","130"
"1716","200","200","200","130","130","130","91","0","130","127","100","130"
"1717","200","200","200","130","130","130","114","30","130","127","100","130"
"1718","200","200","200","130","130","130","114","0","130","127","100","130"
"1719","200","200","200","130","130","130","101","0","130","127","100","130"
"1720","200","200","200","130","130","130","81","0","130","127","100","130"
"1721","200","200","200","130","130","130","101","0","130","127","100","130"
"1722","200","200","200","130","130","130","114","30","130","127","100","130"
"1723","200","200","200","130","130","130","111","0","130","127","100","130"
"1724","200","200","200","130","130","130","114","30","130","127","100","130"
"1725","200","200","200","130","130","130","91","0","130","127","100","130"
"1726","200","200","200","130","130","130","114","30","130","127","100","130"
"1727","200","200","200","130","130","130","94","0","130","127","100","130"
"1728","200","200","200","130","130","130","94","0","130","127","100","130"
"1729","200","200","200","130","130","130","94","0","130","127","100","130"
"1730","200","200","200","130","130","130","84","0","130","127","100","130"
"1731","200","200","200","130","130","130","104","30","130","127","100","130"
"1732","200","200","200","130","130","130","104","30","130","127","100","130"
"1733","200","200","200","130","130","130","91","0","130","127","100","130"
"1734","200","200","200","130","130","130","81","0","130","127","100","130"
"1735","200","200","200","130","130","130","114","30","130","127","100","130"
"1736","200","200","200","130","130","130","84","30","130","127","100","130"
"1737","200","200","200","130","130","130","94","30","130","127","100","130"
"1738","200","200","200","130","130","130","94","30","130","127","100","130"
"1739","200","200","200","130","130","130","94","30","130","127","100","130"
"1740","200","200","200","130","130","130","84","0","130","127","100","130"
"1741","200","200","200","130","130","130","114","30","130","127","100","130"
"1742","196.25","170","200","130","130","130","94","30","130","127","100","130"
"1743","200","200","200","130","130","130","104","30","130","127","100","130"
"1744","200","200","200","130","130","130","101","0","130","127","100","130"
"1745","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1746","200","200","200","130","130","130","91","0","130","127","100","130"
"1747","200","200","200","130","130","130","98","0","130","127","100","130"
"1748","200","200","200","130","130","130","104","30","130","127","100","130"
"1749","200","200","200","130","130","130","91","0","130","127","100","130"
"1750","200","200","200","130","130","130","111","0","130","127","100","130"
"1751","200","200","200","130","130","130","104","0","130","127","100","130"
"1752","200","200","200","130","130","130","124","100","130","127","100","130"
"1753","200","200","200","130","130","130","94","0","130","127","100","130"
"1754","200","200","200","130","130","130","94","0","130","127","100","130"
"1755","200","200","200","130","130","130","91","0","130","127","100","130"
"1756","200","200","200","130","130","130","114","30","130","127","100","130"
"1757","200","200","200","130","130","130","104","30","130","127","100","130"
"1758","200","200","200","130","130","130","74","0","130","127","100","130"
"1759","200","200","200","130","130","130","61","0","130","127","100","130"
"1760","200","200","200","130","130","130","101","0","130","127","100","130"
"1761","200","200","200","130","130","130","81","0","130","127","100","130"
"1762","200","200","200","130","130","130","81","0","130","127","100","130"
"1763","200","200","200","130","130","130","91","0","130","127","100","130"
"1764","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1765","200","200","200","130","130","130","98","0","130","127","100","130"
"1766","200","200","200","130","130","130","114","30","130","127","100","130"
"1767","200","200","200","130","130","130","94","30","130","127","100","130"
"1768","200","200","200","130","130","130","98","0","130","127","100","130"
"1769","200","200","200","130","130","130","91","0","130","127","100","130"
"1770","200","200","200","130","130","130","104","30","130","127","100","130"
"1771","200","200","200","130","130","130","94","0","130","127","100","130"
"1772","200","200","200","130","130","130","61","0","130","127","100","130"
"1773","200","200","200","130","130","130","114","30","130","127","100","130"
"1774","200","200","200","130","130","130","101","0","130","127","100","130"
"1775","200","200","200","130","130","130","104","30","130","127","100","130"
"1776","200","200","200","130","130","130","104","0","130","127","100","130"
"1777","200","200","200","130","130","130","91","0","130","127","100","130"
"1778","200","200","200","130","130","130","91","0","130","127","100","130"
"1779","200","200","200","130","130","130","71","0","130","127","100","130"
"1780","200","200","200","130","130","130","98","0","130","127","100","130"
"1781","200","200","200","130","130","130","81","0","130","127","100","130"
"1782","200","200","200","130","130","130","91","0","130","127","100","130"
"1783","200","200","200","130","130","130","91","0","130","127","100","130"
"1784","200","200","200","130","130","130","94","30","130","127","100","130"
"1785","200","200","200","130","130","130","84","0","130","127","100","130"
"1786","200","200","200","130","130","130","78","0","130","127","100","130"
"1787","200","200","200","130","130","130","91","0","130","127","100","130"
"1788","200","200","200","130","130","130","114","30","130","127","100","130"
"1789","200","200","200","130","130","130","101","0","130","127","100","130"
"1790","200","200","200","130","130","130","68","0","130","127","100","130"
"1791","200","200","200","130","130","130","114","30","130","127","100","130"
"1792","200","200","200","130","130","130","91","0","130","127","100","130"
"1793","200","200","200","130","130","130","71","0","130","127","100","130"
"1794","200","200","200","130","130","130","124","100","130","127","100","130"
"1795","200","200","200","130","130","130","124","100","130","127","100","130"
"1796","200","200","200","130","130","130","91","30","130","127","100","130"
"1797","200","200","200","130","130","130","104","30","130","127","100","130"
"1798","200","200","200","130","130","130","114","30","130","127","100","130"
"1799","200","200","200","130","130","130","81","0","130","127","100","130"
"1800","200","200","200","130","130","130","104","0","130","127","100","130"
"1801","200","200","200","130","130","130","91","0","130","127","100","130"
"1802","200","200","200","130","130","130","114","30","130","127","100","130"
"1803","200","200","200","130","130","130","78","0","130","127","100","130"
"1804","200","200","200","130","130","130","78","0","130","127","100","130"
"1805","200","200","200","130","130","130","84","30","130","127","100","130"
"1806","200","200","200","130","130","130","94","30","130","127","100","130"
"1807","200","200","200","130","130","130","91","0","130","127","100","130"
"1808","200","200","200","130","130","130","71","0","130","127","100","130"
"1809","200","200","200","130","130","130","104","0","130","127","100","130"
"1810","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1811","200","200","200","130","130","130","104","30","130","127","100","130"
"1812","200","200","200","130","130","130","104","30","130","127","100","130"
"1813","200","200","200","130","130","130","91","0","130","127","100","130"
"1814","200","200","200","130","130","130","114","30","130","127","100","130"
"1815","200","200","200","130","130","130","104","30","130","127","100","130"
"1816","200","200","200","130","130","130","114","30","130","127","100","130"
"1817","200","200","200","130","130","130","84","0","130","127","100","130"
"1818","200","200","200","130","130","130","71","0","130","127","100","130"
"1819","200","200","200","130","130","130","84","0","130","127","100","130"
"1820","191.25","130","200","130","130","130","81","0","130","127","100","130"
"1821","200","200","200","130","130","130","104","30","130","127","100","130"
"1822","200","200","200","130","130","130","114","0","130","127","100","130"
"1823","200","200","200","130","130","130","101","0","130","127","100","130"
"1824","200","200","200","130","130","130","104","30","130","127","100","130"
"1825","200","200","200","130","130","130","74","0","130","127","100","130"
"1826","200","200","200","130","130","130","104","0","130","127","100","130"
"1827","200","200","200","130","130","130","88","0","130","127","100","130"
"1828","200","200","200","130","130","130","101","0","130","127","100","130"
"1829","200","200","200","130","130","130","91","0","130","127","100","130"
"1830","200","200","200","130","130","130","114","30","130","127","100","130"
"1831","200","200","200","130","130","130","91","0","130","127","100","130"
"1832","200","200","200","130","130","130","94","0","130","127","100","130"
"1833","200","200","200","130","130","130","71","0","130","127","100","130"
"1834","200","200","200","130","130","130","88","0","130","127","100","130"
"1835","200","200","200","130","130","130","114","30","130","127","100","130"
"1836","200","200","200","130","130","130","94","0","130","127","100","130"
"1837","200","200","200","130","130","130","91","0","130","127","100","130"
"1838","200","200","200","130","130","130","81","0","130","127","100","130"
"1839","200","200","200","130","130","130","78","0","130","127","100","130"
"1840","200","200","200","130","130","130","111","0","130","127","100","130"
