"Step","setup: Dylam - ep_info/total","setup: Dylam - ep_info/total__MIN","setup: Dylam - ep_info/total__MAX","setup: Drq - ep_info/total","setup: Drq - ep_info/total__MIN","setup: Drq - ep_info/total__MAX","setup: Decq - ep_info/total","setup: Decq - ep_info/total__MIN","setup: Decq - ep_info/total__MAX","setup: Baseline - ep_info/total","setup: Baseline - ep_info/total__MIN","setup: Baseline - ep_info/total__MAX"
"450","115","100","130","130","130","130","71","0","200","124","100","130"
"451","126.25","100","130","130","130","130","98","30","200","127","100","130"
"452","126.25","100","130","130","130","130","74","30","130","127","100","130"
"453","126.25","100","130","130","130","130","84","0","200","127","100","130"
"454","126.25","100","130","130","130","130","71","30","130","127","100","130"
"455","126.25","100","130","130","130","130","71","0","200","127","100","130"
"456","113.75","0","130","127","100","130","58","0","200","127","100","130"
"457","110","0","130","127","100","130","71","0","200","127","100","130"
"458","113.75","0","130","127","100","130","75","0","200","127","100","130"
"459","126.25","100","130","130","130","130","78","0","200","127","100","130"
"460","113.75","0","130","130","130","130","74","0","200","127","100","130"
"461","126.25","100","130","130","130","130","81","0","200","127","100","130"
"462","113.75","0","130","130","130","130","81","0","200","127","100","130"
"463","113.75","0","130","130","130","130","61","0","130","127","100","130"
"464","126.25","100","130","124","70","130","75","0","200","127","100","130"
"465","126.25","100","130","130","130","130","71","0","200","127","100","130"
"466","113.75","0","130","130","130","130","58","0","200","127","100","130"
"467","126.25","100","130","130","130","130","65","0","200","127","100","130"
"468","113.75","0","130","130","130","130","65","0","200","127","100","130"
"469","110","0","130","130","130","130","58","0","200","130","130","130"
"470","122.5","100","130","130","130","130","75","0","200","127","100","130"
"471","110","0","130","130","130","130","81","0","200","127","100","130"
"472","122.5","100","130","130","130","130","68","0","200","127","100","130"
"473","118.75","100","130","130","130","130","68","0","200","127","100","130"
"474","122.5","100","130","130","130","130","72","0","200","127","100","130"
"475","122.5","100","130","130","130","130","81","0","200","127","100","130"
"476","110","0","130","130","130","130","68","0","200","124","100","130"
"477","110","0","130","127","100","130","88","0","200","127","100","130"
"478","110","0","130","130","130","130","72","0","200","127","100","130"
"479","126.25","100","130","130","130","130","78","0","200","127","100","130"
"480","117.5","30","130","130","130","130","81","0","200","127","100","130"
"481","122.5","100","130","127","100","130","88","0","200","127","100","130"
"482","135","100","200","130","130","130","81","0","200","127","100","130"
"483","131.25","70","200","130","130","130","65","0","130","127","100","130"
"484","118.75","100","130","130","130","130","91","0","200","127","100","130"
"485","135","100","200","130","130","130","94","30","200","124","100","130"
"486","135","100","200","130","130","130","95","30","200","127","100","130"
"487","126.25","100","130","130","130","130","71","0","130","127","100","130"
"488","101.25","0","130","130","130","130","98","30","200","127","100","130"
"489","93.75","0","130","130","130","130","71","0","130","127","100","130"
"490","106.25","0","130","130","130","130","78","0","200","127","100","130"
"491","97.5","0","130","130","130","130","84","0","200","124","100","130"
"492","97.5","0","130","130","130","130","81","0","200","127","100","130"
"493","97.5","0","130","130","130","130","81","0","200","127","100","130"
"494","110","0","130","130","130","130","91","30","200","127","100","130"
"495","97.5","0","130","130","130","130","71","0","130","127","100","130"
"496","122.5","100","130","127","100","130","78","0","200","127","100","130"
"497","110","0","130","130","130","130","101","30","200","127","100","130"
"498","110","0","130","130","130","130","98","30","200","127","100","130"
"499","101.25","0","130","130","130","130","98","30","200","127","100","130"
"500","110","0","130","130","130","130","71","0","200","124","100","130"
"501","110","0","130","130","130","130","98","0","200","127","100","130"
"502","110","0","130","124","100","130","98","30","200","127","100","130"
"503","90","0","130","130","130","130","75","0","130","127","100","130"
"504","113.75","30","130","130","130","130","88","0","200","127","100","130"
"505","110","0","130","130","130","130","71","0","200","127","100","130"
"506","97.5","0","130","130","130","130","75","30","130","127","100","130"
"507","147.5","130","200","124","100","130","81","0","200","124","100","130"
"508","113.75","0","130","127","100","130","78","0","200","127","100","130"
"509","90","0","130","130","130","130","88","0","200","124","100","130"
"510","126.25","100","130","130","130","130","78","0","200","124","100","130"
"511","97.5","0","130","130","130","130","81","0","200","127","100","130"
"512","118.75","100","130","130","130","130","105","30","200","127","100","130"
"513","97.5","0","130","130","130","130","91","0","200","127","100","130"
"514","110","0","130","130","130","130","105","30","200","127","100","130"
"515","110","0","130","130","130","130","71","0","130","127","100","130"
"516","93.75","0","130","130","130","130","82","0","200","127","100","130"
"517","126.25","100","130","130","130","130","81","0","200","127","100","130"
"518","97.5","0","130","130","130","130","98","30","200","127","100","130"
"519","113.75","30","130","130","130","130","81","0","200","127","100","130"
"520","101.25","0","130","130","130","130","78","0","130","127","100","130"
"521","135","100","200","130","130","130","98","0","200","127","100","130"
"522","135","100","200","130","130","130","98","30","200","127","100","130"
"523","131.25","100","200","130","130","130","108","30","200","127","100","130"
"524","126.25","100","130","130","130","130","108","30","200","127","100","130"
"525","122.5","100","130","130","130","130","75","0","200","127","100","130"
"526","122.5","0","200","130","130","130","91","30","200","127","100","130"
"527","135","100","200","130","130","130","98","30","200","130","130","130"
"528","135","100","200","127","100","130","118","30","200","127","100","130"
"529","135","100","200","130","130","130","105","30","200","127","100","130"
"530","135","100","200","130","130","130","85","0","200","124","100","130"
"531","113.75","0","130","130","130","130","98","30","200","127","100","130"
"532","135","100","200","130","130","130","78","0","200","127","100","130"
"533","126.25","30","200","130","130","130","115","30","200","127","100","130"
"534","135","100","200","130","130","130","108","30","200","127","100","130"
"535","131.25","100","200","130","130","130","108","30","200","127","100","130"
"536","135","100","200","130","130","130","74","0","130","127","100","130"
"537","138.75","130","200","130","130","130","108","30","200","127","100","130"
"538","138.75","130","200","130","130","130","91","30","200","127","100","130"
"539","127.5","70","200","130","130","130","88","30","200","127","100","130"
"540","135","100","200","130","130","130","91","30","200","127","100","130"
"541","135","100","200","130","130","130","105","0","200","127","100","130"
"542","118.75","0","200","130","130","130","108","30","200","127","100","130"
"543","122.5","0","200","130","130","130","131","30","200","127","100","130"
"544","131.25","100","200","127","100","130","101","0","200","127","100","130"
"545","122.5","0","200","130","130","130","101","0","200","127","100","130"
"546","122.5","0","200","127","100","130","98","30","200","127","100","130"
"547","135","100","200","130","130","130","64","0","130","127","100","130"
"548","135","100","200","130","130","130","97","0","130","127","100","130"
"549","126.25","30","200","127","100","130","68","0","170","127","100","130"
"550","122.5","0","200","130","130","130","95","0","170","127","100","130"
"551","135","100","200","130","130","130","91","0","130","124","100","130"
"552","122.5","0","200","130","130","130","101","0","200","130","130","130"
"553","122.5","0","200","130","130","130","104","0","200","124","100","130"
"554","135","100","200","130","130","130","91","0","170","127","100","130"
"555","122.5","0","200","130","130","130","74","0","130","127","100","130"
"556","122.5","0","200","130","130","130","78","0","130","127","100","130"
"557","122.5","0","200","130","130","130","101","0","170","127","100","130"
"558","122.5","0","200","130","130","130","94","0","130","127","100","130"
"559","143.75","100","200","130","130","130","84","0","130","127","100","130"
"560","131.25","100","200","130","130","130","84","0","130","127","100","130"
"561","122.5","0","200","130","130","130","84","0","130","127","100","130"
"562","131.25","100","200","130","130","130","84","0","130","124","100","130"
"563","122.5","0","200","130","130","130","108","0","200","127","100","130"
"564","135","100","200","130","130","130","117","30","200","127","100","130"
"565","135","100","200","130","130","130","94","0","130","127","100","130"
"566","135","100","200","130","130","130","84","0","130","134","100","200"
"567","122.5","0","200","130","130","130","94","0","130","127","100","130"
"568","135","100","200","130","130","130","71","0","130","127","100","130"
"569","122.5","0","200","130","130","130","94","0","130","127","100","130"
"570","135","100","200","130","130","130","94","0","130","127","100","130"
"571","135","100","200","130","130","130","94","0","130","127","100","130"
"572","135","100","200","127","100","130","81","0","130","127","100","130"
"573","135","100","200","130","130","130","91","0","130","127","100","130"
"574","122.5","0","200","130","130","130","101","30","130","127","100","130"
"575","122.5","0","200","130","130","130","108","0","200","124","100","130"
"576","147.5","130","200","130","130","130","121","0","200","124","100","130"
"577","135","100","200","130","130","130","94","0","130","127","100","130"
"578","135","100","200","130","130","130","111","0","200","127","100","130"
"579","135","100","200","127","100","130","108","0","200","127","100","130"
"580","131.25","100","200","130","130","130","91","0","130","127","100","130"
"581","143.75","100","200","130","130","130","91","0","130","127","100","130"
"582","135","100","200","124","70","130","101","0","170","127","100","130"
"583","122.5","0","200","130","130","130","111","0","200","124","100","130"
"584","122.5","0","200","130","130","130","104","0","200","127","100","130"
"585","122.5","0","200","130","130","130","121","0","200","127","100","130"
"586","122.5","0","200","130","130","130","78","0","130","127","100","130"
"587","122.5","0","200","127","100","130","101","0","170","127","100","130"
"588","122.5","0","200","130","130","130","114","30","170","127","100","130"
"589","122.5","0","200","130","130","130","104","0","200","127","100","130"
"590","122.5","0","200","130","130","130","124","30","200","127","100","130"
"591","122.5","0","200","130","130","130","101","0","200","127","100","130"
"592","118.75","0","200","130","130","130","84","0","130","127","100","130"
"593","122.5","0","200","127","100","130","104","0","200","127","100","130"
"594","122.5","0","200","130","130","130","104","30","200","124","100","130"
"595","122.5","0","200","130","130","130","94","0","200","127","100","130"
"596","123.75","70","200","130","130","130","104","0","200","127","100","130"
"597","122.5","0","200","130","130","130","114","30","200","127","100","130"
"598","122.5","0","200","130","130","130","107","30","200","127","100","130"
"599","122.5","0","200","130","130","130","104","0","200","127","100","130"
"600","113.75","0","130","130","130","130","98","0","200","127","100","130"
"601","122.5","0","200","130","130","130","114","30","200","127","100","130"
"602","118.75","0","200","130","130","130","104","0","200","127","100","130"
"603","122.5","0","200","130","130","130","101","0","200","127","100","130"
"604","122.5","0","200","130","130","130","111","0","200","127","100","130"
"605","118.75","0","200","130","130","130","121","0","200","127","100","130"
"606","118.75","0","200","130","130","130","104","0","200","127","100","130"
"607","118.75","0","200","130","130","130","104","0","200","127","100","130"
"608","118.75","0","200","130","130","130","111","0","200","127","100","130"
"609","131.25","0","200","130","130","130","98","0","200","127","100","130"
"610","118.75","0","200","130","130","130","121","0","200","127","100","130"
"611","118.75","0","200","130","130","130","108","0","130","127","100","130"
"612","118.75","0","200","130","130","130","111","0","200","127","100","130"
"613","122.5","0","200","130","130","130","121","0","200","127","100","130"
"614","122.5","0","200","130","130","130","101","0","130","127","100","130"
"615","118.75","0","200","130","130","130","131","30","200","127","100","130"
"616","118.75","0","200","130","130","130","111","0","200","127","100","130"
"617","118.75","0","200","130","130","130","101","0","200","127","100","130"
"618","118.75","0","200","130","130","130","114","0","200","127","100","130"
"619","106.25","0","200","127","100","130","131","30","200","124","100","130"
"620","118.75","0","200","130","130","130","88","0","200","127","100","130"
"621","126.25","30","200","130","130","130","121","0","200","127","100","130"
"622","118.75","0","200","130","130","130","115","0","200","127","100","130"
"623","110","0","200","130","130","130","108","0","200","127","100","130"
"624","118.75","0","200","130","130","130","111","30","200","127","100","130"
"625","118.75","0","200","130","130","130","121","0","200","127","100","130"
"626","118.75","0","200","130","130","130","101","0","130","124","100","130"
"627","118.75","0","200","130","130","130","91","0","200","127","100","130"
"628","110","0","200","130","130","130","118","0","200","127","100","130"
"629","110","0","200","127","100","130","114","30","200","127","100","130"
"630","106.25","0","200","130","130","130","114","0","200","127","100","130"
"631","118.75","0","200","130","130","130","97","0","130","127","100","130"
"632","102.5","0","200","130","130","130","97","0","130","127","100","130"
"633","106.25","0","200","130","130","130","101","0","200","127","100","130"
"634","118.75","0","200","130","130","130","108","0","200","127","100","130"
"635","106.25","0","200","130","130","130","88","0","130","127","100","130"
"636","110","0","200","130","130","130","131","30","200","127","100","130"
"637","110","0","200","130","130","130","88","0","200","127","100","130"
"638","110","0","200","130","130","130","71","0","130","127","100","130"
"639","110","0","200","130","130","130","105","0","200","127","100","130"
"640","113.75","30","200","127","100","130","101","0","200","127","100","130"
"641","110","0","200","130","130","130","101","0","130","127","100","130"
"642","122.5","30","200","130","130","130","88","0","200","127","100","130"
"643","110","0","200","130","130","130","98","0","200","127","100","130"
"644","110","0","200","130","130","130","111","0","200","127","100","130"
"645","118.75","0","200","130","130","130","91","0","200","127","100","130"
"646","110","0","200","130","130","130","98","0","200","127","100","130"
"647","110","0","200","130","130","130","101","0","200","127","100","130"
"648","110","0","200","130","130","130","84","0","130","127","100","130"
"649","110","0","200","130","130","130","107","0","130","127","100","130"
"650","106.25","0","200","130","130","130","111","0","200","127","100","130"
"651","115","0","200","130","130","130","114","0","200","127","100","130"
"652","110","0","200","130","130","130","101","0","200","127","100","130"
"653","110","0","200","130","130","130","84","0","130","127","100","130"
"654","106.25","0","200","130","130","130","88","0","200","127","100","130"
"655","110","0","200","127","100","130","114","0","130","127","100","130"
"656","110","0","200","130","130","130","124","0","200","127","100","130"
"657","106.25","0","200","130","130","130","111","0","200","127","100","130"
"658","106.25","0","200","130","130","130","124","0","200","127","100","130"
"659","106.25","0","200","130","130","130","98","0","130","127","100","130"
"660","106.25","0","200","130","130","130","114","0","200","124","100","130"
"661","106.25","0","200","130","130","130","111","0","200","127","100","130"
"662","118.75","0","200","130","130","130","108","0","200","127","100","130"
"663","131.25","30","200","130","130","130","124","0","200","127","100","130"
"664","110","0","200","130","130","130","98","0","200","127","100","130"
"665","110","0","200","130","130","130","81","0","130","127","100","130"
"666","106.25","0","200","130","130","130","111","0","200","127","100","130"
"667","106.25","0","200","127","100","130","137","130","200","127","100","130"
"668","122.5","0","200","130","130","130","124","0","200","127","100","130"
"669","122.5","0","200","130","130","130","101","0","130","127","100","130"
"670","106.25","0","200","130","130","130","124","0","200","127","100","130"
"671","102.5","0","200","130","130","130","94","0","130","127","100","130"
"672","122.5","0","200","127","100","130","104","0","130","127","100","130"
"673","110","0","200","130","130","130","124","0","200","124","100","130"
"674","123.75","70","200","130","130","130","94","0","130","127","100","130"
"675","110","0","200","130","130","130","107","0","130","127","100","130"
"676","110","0","200","130","130","130","94","0","130","127","100","130"
"677","106.25","0","200","127","100","130","84","0","130","127","100","130"
"678","135","100","200","130","130","130","97","0","130","127","100","130"
"679","106.25","0","200","130","130","130","137","130","200","127","100","130"
"680","122.5","0","200","130","130","130","91","0","130","124","100","130"
"681","110","0","200","130","130","130","107","0","130","127","100","130"
"682","110","0","200","127","100","130","107","0","130","127","100","130"
"683","135","100","200","130","130","130","97","0","130","127","100","130"
"684","106.25","0","200","130","130","130","94","0","130","127","100","130"
"685","126.25","30","200","130","130","130","84","0","130","127","100","130"
"686","135","100","200","130","130","130","94","0","130","127","100","130"
"687","122.5","30","200","130","130","130","81","0","130","127","100","130"
"688","110","0","130","130","130","130","107","30","130","127","100","130"
"689","110","0","200","130","130","130","94","0","130","127","100","130"
"690","122.5","0","200","130","130","130","84","0","130","127","100","130"
"691","122.5","0","200","130","130","130","94","0","130","127","100","130"
"692","110","0","200","130","130","130","91","0","130","127","100","130"
"693","110","0","200","130","130","130","81","0","130","127","100","130"
"694","122.5","0","200","130","130","130","94","0","130","127","100","130"
"695","122.5","0","200","130","130","130","124","0","200","127","100","130"
"696","122.5","30","200","130","130","130","81","0","130","127","100","130"
"697","118.75","0","200","127","100","130","91","0","130","127","100","130"
"698","106.25","0","200","130","130","130","71","0","130","127","100","130"
"699","122.5","0","200","130","130","130","81","0","130","127","100","130"
"700","118.75","0","200","130","130","130","94","0","130","127","100","130"
"701","106.25","0","200","130","130","130","81","0","130","127","100","130"
"702","118.75","0","200","130","130","130","71","0","130","127","100","130"
"703","110","0","200","130","130","130","81","0","130","127","100","130"
"704","106.25","0","200","130","130","130","101","0","130","127","100","130"
"705","122.5","0","200","130","130","130","101","0","130","127","100","130"
"706","122.5","0","200","130","130","130","81","0","130","127","100","130"
"707","106.25","0","200","130","130","130","101","0","130","127","100","130"
"708","106.25","0","200","130","130","130","91","0","130","127","100","130"
"709","110","0","200","127","100","130","111","30","130","127","100","130"
"710","122.5","0","200","130","130","130","104","0","130","127","100","130"
"711","126.25","30","200","130","130","130","94","0","130","127","100","130"
"712","122.5","0","200","130","130","130","81","0","130","127","100","130"
"713","135","100","200","130","130","130","94","0","130","127","100","130"
"714","110","0","200","130","130","130","104","0","130","127","100","130"
"715","122.5","0","200","130","130","130","114","30","130","127","100","130"
"716","115","0","200","130","130","130","104","0","130","127","100","130"
"717","122.5","0","200","130","130","130","107","0","130","127","100","130"
"718","122.5","0","200","127","100","130","114","30","130","127","100","130"
"719","110","0","200","130","130","130","114","30","130","127","100","130"
"720","106.25","0","200","130","130","130","104","0","130","124","100","130"
"721","115","0","200","130","130","130","104","0","130","124","100","130"
"722","118.75","0","200","130","130","130","104","0","130","127","100","130"
"723","106.25","0","200","130","130","130","104","0","130","127","100","130"
"724","122.5","0","200","130","130","130","104","0","130","127","100","130"
"725","106.25","0","200","130","130","130","104","0","130","127","100","130"
"726","106.25","0","200","130","130","130","104","0","130","127","100","130"
"727","106.25","0","200","130","130","130","104","0","130","127","100","130"
"728","126.25","30","200","130","130","130","84","0","130","127","100","130"
"729","106.25","0","200","130","130","130","94","0","130","127","100","130"
"730","122.5","0","200","130","130","130","104","0","130","127","100","130"
"731","126.25","30","200","130","130","130","114","30","130","127","100","130"
"732","122.5","0","200","130","130","130","104","0","130","127","100","130"
"733","106.25","0","200","130","130","130","104","0","130","127","100","130"
"734","122.5","30","200","130","130","130","94","0","130","127","100","130"
"735","110","0","200","130","130","130","104","0","130","127","100","130"
"736","106.25","0","200","130","130","130","104","0","130","127","100","130"
"737","138.75","130","200","130","130","130","107","0","130","127","100","130"
"738","122.5","0","200","130","130","130","114","30","130","127","100","130"
"739","122.5","0","200","130","130","130","101","0","130","127","100","130"
"740","135","100","200","130","130","130","107","0","130","127","100","130"
"741","118.75","0","200","130","130","130","111","30","130","127","100","130"
"742","122.5","0","200","130","130","130","104","0","130","127","100","130"
"743","122.5","0","200","130","130","130","104","0","130","127","100","130"
"744","138.75","130","200","130","130","130","107","0","130","127","100","130"
"745","106.25","0","200","130","130","130","101","0","130","127","100","130"
"746","122.5","0","200","130","130","130","94","0","130","127","100","130"
"747","106.25","0","200","130","130","130","104","0","130","127","100","130"
"748","122.5","0","200","130","130","130","114","30","130","127","100","130"
"749","138.75","130","200","130","130","130","117","30","130","127","100","130"
"750","122.5","0","200","130","130","130","114","30","130","127","100","130"
"751","106.25","0","200","130","130","130","114","30","130","127","100","130"
"752","122.5","0","200","130","130","130","111","30","130","127","100","130"
"753","122.5","0","200","130","130","130","91","0","130","127","100","130"
"754","122.5","0","200","127","100","130","114","30","130","127","100","130"
"755","118.75","30","200","130","130","130","91","0","130","127","100","130"
"756","122.5","0","200","130","130","130","114","30","130","127","100","130"
"757","106.25","0","200","130","130","130","94","0","130","127","100","130"
"758","106.25","0","200","130","130","130","114","30","130","127","100","130"
"759","131.25","70","200","130","130","130","114","30","130","127","100","130"
"760","118.75","0","200","130","130","130","114","30","130","127","100","130"
"761","138.75","130","200","127","100","130","114","30","130","127","100","130"
"762","127.5","70","200","130","130","130","114","30","130","127","100","130"
"763","118.75","0","200","130","130","130","114","30","130","127","100","130"
"764","138.75","130","200","130","130","130","114","30","130","127","100","130"
"765","138.75","130","200","130","130","130","111","30","130","127","100","130"
"766","122.5","0","200","130","130","130","114","30","130","127","100","130"
"767","131.25","70","200","130","130","130","114","30","130","127","100","130"
"768","122.5","0","200","130","130","130","104","30","130","127","100","130"
"769","135","100","200","130","130","130","114","30","130","127","100","130"
"770","131.25","70","200","130","130","130","114","30","130","127","100","130"
"771","138.75","130","200","130","130","130","114","30","130","127","100","130"
"772","122.5","0","200","130","130","130","114","30","130","127","100","130"
"773","118.75","0","200","130","130","130","117","30","130","127","100","130"
"774","122.5","0","200","130","130","130","104","30","130","127","100","130"
"775","122.5","0","200","130","130","130","114","30","130","127","100","130"
"776","135","100","200","130","130","130","114","30","130","127","100","130"
"777","122.5","0","200","127","100","130","114","30","130","127","100","130"
"778","122.5","0","200","130","130","130","94","30","130","127","100","130"
"779","122.5","0","200","130","130","130","114","30","130","127","100","130"
"780","131.25","70","200","130","130","130","114","30","130","127","100","130"
"781","135","100","200","127","100","130","114","0","130","127","100","130"
"782","122.5","0","200","127","100","130","101","0","130","127","100","130"
"783","122.5","0","200","130","130","130","117","30","130","127","100","130"
"784","135","100","200","130","130","130","101","30","130","127","100","130"
"785","122.5","0","200","130","130","130","114","30","130","124","100","130"
"786","135","100","200","130","130","130","104","30","130","127","100","130"
"787","122.5","0","200","130","130","130","104","30","130","127","100","130"
"788","135","100","200","130","130","130","114","30","130","127","100","130"
"789","138.75","130","200","130","130","130","117","30","130","127","100","130"
"790","138.75","130","200","130","130","130","114","30","130","127","100","130"
"791","138.75","130","200","130","130","130","117","30","130","127","100","130"
"792","138.75","130","200","130","130","130","114","30","130","127","100","130"
"793","138.75","130","200","130","130","130","101","0","130","127","100","130"
"794","138.75","130","200","127","100","130","114","30","130","127","100","130"
"795","138.75","130","200","130","130","130","91","0","130","127","100","130"
"796","138.75","130","200","130","130","130","114","30","130","127","100","130"
"797","138.75","130","200","130","130","130","104","30","130","127","100","130"
"798","138.75","130","200","130","130","130","104","0","130","127","100","130"
"799","138.75","130","200","130","130","130","114","30","130","127","100","130"
"800","138.75","130","200","130","130","130","104","30","130","127","100","130"
"801","138.75","130","200","127","100","130","114","30","130","127","100","130"
"802","135","100","200","130","130","130","114","30","130","127","100","130"
"803","131.25","70","200","127","100","130","114","30","130","127","100","130"
"804","126.25","100","130","127","100","130","104","30","130","127","100","130"
"805","147.5","130","200","130","130","130","114","30","130","127","100","130"
"806","147.5","130","200","130","130","130","114","30","130","127","100","130"
"807","147.5","130","200","130","130","130","94","0","130","124","100","130"
"808","147.5","130","200","130","130","130","114","0","130","127","100","130"
"809","147.5","130","200","130","130","130","104","0","130","127","100","130"
"810","143.75","100","200","130","130","130","114","30","130","127","100","130"
"811","147.5","130","200","130","130","130","111","30","130","127","100","130"
"812","126.25","30","200","130","130","130","114","30","130","124","100","130"
"813","147.5","130","200","130","130","130","124","100","130","127","100","130"
"814","147.5","130","200","130","130","130","104","0","130","127","100","130"
"815","147.5","130","200","127","100","130","104","30","130","127","100","130"
"816","138.75","130","200","130","130","130","114","30","130","127","100","130"
"817","143.75","100","200","130","130","130","104","30","130","127","100","130"
"818","147.5","130","200","130","130","130","114","30","130","127","100","130"
"819","138.75","130","200","130","130","130","114","30","130","127","100","130"
"820","147.5","130","200","130","130","130","117","30","130","127","100","130"
"821","147.5","130","200","130","130","130","114","30","130","127","100","130"
"822","147.5","130","200","130","130","130","104","0","130","127","100","130"
"823","143.75","100","200","130","130","130","114","30","130","127","100","130"
"824","143.75","100","200","130","130","130","114","30","130","127","100","130"
"825","143.75","100","200","130","130","130","104","0","130","127","100","130"
"826","143.75","100","200","130","130","130","114","30","130","124","100","130"
"827","143.75","100","200","130","130","130","114","30","130","127","100","130"
"828","143.75","100","200","130","130","130","104","30","130","127","100","130"
"829","143.75","100","200","130","130","130","114","30","130","127","100","130"
"830","143.75","100","200","130","130","130","117","30","130","124","100","130"
"831","143.75","100","200","130","130","130","114","30","130","127","100","130"
"832","143.75","100","200","130","130","130","104","0","130","127","100","130"
"833","143.75","100","200","130","130","130","111","0","130","127","100","130"
"834","143.75","100","200","130","130","130","114","30","130","127","100","130"
"835","140","100","200","130","130","130","114","30","130","127","100","130"
"836","143.75","100","200","130","130","130","121","100","130","127","100","130"
"837","156.25","130","200","130","130","130","114","30","130","127","100","130"
"838","135","100","200","130","130","130","124","100","130","127","100","130"
"839","143.75","100","200","130","130","130","124","100","130","127","100","130"
"840","143.75","100","200","130","130","130","114","30","130","127","100","130"
"841","143.75","100","200","130","130","130","114","30","130","127","100","130"
"842","143.75","100","200","127","100","130","124","100","130","127","100","130"
"843","140","100","200","130","130","130","124","100","130","127","100","130"
"844","143.75","100","200","130","130","130","127","100","130","127","100","130"
"845","131.25","0","200","130","130","130","114","30","130","127","100","130"
"846","131.25","0","200","130","130","130","124","100","130","127","100","130"
"847","131.25","0","200","130","130","130","124","100","130","127","100","130"
"848","131.25","0","200","130","130","130","124","100","130","127","100","130"
"849","106.25","0","200","130","130","130","124","100","130","127","100","130"
"850","127.5","0","200","130","130","130","124","100","130","127","100","130"
"851","120","0","200","130","130","130","114","30","130","127","100","130"
"852","120","0","200","130","130","130","124","100","130","127","100","130"
"853","120","0","200","130","130","130","124","100","130","127","100","130"
"854","127.5","0","200","130","130","130","124","100","130","127","100","130"
"855","120","0","200","130","130","130","121","100","130","127","100","130"
"856","120","0","200","130","130","130","124","100","130","127","100","130"
"857","132.5","0","200","130","130","130","124","100","130","127","100","130"
"858","132.5","0","200","130","130","130","114","30","130","127","100","130"
"859","132.5","0","200","130","130","130","124","100","130","127","100","130"
"860","132.5","0","200","130","130","130","104","30","130","124","100","130"
"861","132.5","0","200","130","130","130","124","100","130","127","100","130"
"862","123.75","0","200","130","130","130","124","100","130","127","100","130"
"863","136.25","0","200","130","130","130","111","0","130","127","100","130"
"864","136.25","0","200","130","130","130","114","30","130","127","100","130"
"865","145","0","200","130","130","130","124","100","130","127","100","130"
"866","123.75","0","200","130","130","130","124","100","130","127","100","130"
"867","148.75","100","200","130","130","130","111","0","130","127","100","130"
"868","145","0","200","130","130","130","104","0","130","127","100","130"
"869","141.25","0","200","130","130","130","124","100","130","127","100","130"
"870","145","0","200","130","130","130","124","100","130","127","100","130"
"871","145","0","200","130","130","130","124","100","130","127","100","130"
"872","140","0","200","130","130","130","114","0","130","127","100","130"
"873","145","0","200","130","130","130","124","100","130","127","100","130"
"874","145","0","200","130","130","130","124","100","130","127","100","130"
"875","132.5","0","200","130","130","130","124","100","130","127","100","130"
"876","145","0","200","130","130","130","114","0","130","127","100","130"
"877","136.25","0","200","130","130","130","127","100","130","127","100","130"
"878","145","0","200","130","130","130","114","0","130","127","100","130"
"879","140","0","200","130","130","130","114","0","130","127","100","130"
"880","145","0","200","130","130","130","114","0","130","127","100","130"
"881","145","0","200","130","130","130","124","100","130","127","100","130"
"882","145","0","200","130","130","130","124","100","130","127","100","130"
"883","145","0","200","130","130","130","124","100","130","127","100","130"
"884","137.5","0","200","130","130","130","124","100","130","127","100","130"
"885","148.75","30","200","130","130","130","114","30","130","127","100","130"
"886","145","0","200","130","130","130","124","100","130","127","100","130"
"887","145","0","200","130","130","130","114","30","130","127","100","130"
"888","145","0","200","130","130","130","127","100","130","127","100","130"
"889","157.5","100","200","130","130","130","124","100","130","127","100","130"
"890","145","0","200","130","130","130","124","100","130","127","100","130"
"891","145","0","200","130","130","130","114","30","130","127","100","130"
"892","145","0","200","127","100","130","114","30","130","127","100","130"
"893","145","0","200","130","130","130","114","30","130","124","100","130"
"894","140","0","200","130","130","130","124","100","130","127","100","130"
"895","145","0","200","130","130","130","114","30","130","127","100","130"
"896","145","0","200","130","130","130","124","100","130","127","100","130"
"897","145","0","200","130","130","130","124","100","130","127","100","130"
"898","145","0","200","130","130","130","104","30","130","127","100","130"
"899","145","0","200","130","130","130","124","100","130","127","100","130"
"900","136.25","0","200","130","130","130","124","100","130","124","100","130"
"901","145","0","200","130","130","130","114","30","130","127","100","130"
"902","145","0","200","130","130","130","114","30","130","127","100","130"
"903","145","0","200","130","130","130","124","100","130","127","100","130"
"904","145","0","200","127","100","130","114","30","130","127","100","130"
"905","148.75","0","200","130","130","130","117","30","130","127","100","130"
"906","141.25","0","200","130","130","130","124","100","130","127","100","130"
"907","145","0","200","130","130","130","124","100","130","127","100","130"
"908","145","0","200","130","130","130","104","30","130","127","100","130"
"909","140","0","200","130","130","130","124","100","130","127","100","130"
"910","145","0","200","130","130","130","124","100","130","127","100","130"
"911","140","0","200","130","130","130","104","0","130","127","100","130"
"912","145","0","200","130","130","130","124","100","130","127","100","130"
"913","145","0","200","130","130","130","124","100","130","127","100","130"
"914","150","100","200","127","100","130","127","100","130","127","100","130"
"915","141.25","0","200","130","130","130","114","30","130","127","100","130"
"916","141.25","0","200","130","130","130","124","100","130","124","100","130"
"917","145","30","200","130","130","130","114","30","130","127","100","130"
"918","153.75","0","200","130","130","130","124","100","130","127","100","130"
