"Step","env: TAXI - lambdas/Energy","env: TAXI - lambdas/Energy__MIN","env: TAXI - lambdas/Energy__MAX"
"46","0.2276829212398404","0.22182410052840099","0.23444887661703973"
"47","0.22779165410605123","0.22198156083699347","0.23449469439942688"
"48","0.22790464484252787","0.22214998449179782","0.23453724581379967"
"49","0.22802434392346033","0.22233908394597093","0.23454958135200005"
"50","0.22814839061880804","0.22254780637052304","0.23456286655742278"
"51","0.22827760544822162","0.2227780310444988","0.2345706837464731"
"52","0.22841517050691632","0.2229594717610342","0.23458249140188786"
"53","0.22855399025493267","0.22314591865907799","0.23459523608884864"
"54","0.2286888626690408","0.22331981584019675","0.2346089138545659"
"55","0.22883415941184976","0.22354850567049495","0.2346615593439613"
"56","0.22898715325024707","0.2238328138577608","0.23470073114774231"
"57","0.22916201846664616","0.2241158574794618","0.23487240828010233"
"58","0.22934058755315898","0.22439177264232477","0.2350524041415937"
"59","0.2295123095722001","0.22466254272782082","0.23523155964450826"
"60","0.22967374031761395","0.22492622903954165","0.2354058198996212"
"61","0.22983570365321007","0.22517894080101214","0.23559194408313622"
"62","0.2299855984887161","0.2254314960669969","0.23577008475812733"
"63","0.23013286181356024","0.22568291528871054","0.2359402770832686"
"64","0.23028226343844055","0.22593516375971817","0.23605944252360733"
"65","0.23042287555944457","0.22611452881902072","0.2361429566792943"
"66","0.23056934790675454","0.22624873167691814","0.23624435342013592"
"67","0.23070039894090777","0.22637048397599016","0.23628477333632114"
"68","0.23082707168570335","0.22649848091566832","0.23631435842345025"
"69","0.2309515933835667","0.226628768476501","0.23633870783495164"
"70","0.23108826608019473","0.22676721868287805","0.2363649605171536"
"71","0.23122920423371657","0.22689810113365605","0.23639005812101233"
"72","0.23136955041690377","0.22703125972631605","0.23641400596981663"
"73","0.23151640692328895","0.2271696246172327","0.2364449453360693"
"74","0.2316526477066893","0.2272831976009892","0.2365250910631211"
"75","0.23179306680898923","0.22744078575250354","0.23660991637636516"
"76","0.23192789694372298","0.22758291467626132","0.23669227907090565"
"77","0.23206966301474577","0.2277282990743435","0.2368032381211322"
"78","0.23220765412087174","0.2278729978948543","0.23692125925333937"
"79","0.23234358367383084","0.22801308394822262","0.23709113596781753"
"80","0.23248239157154468","0.22815250712701146","0.23726224176900107"
"81","0.2326095129645477","0.22829457243608395","0.23742642987736254"
"82","0.2327302726587704","0.22842412291874858","0.23759085599583232"
"83","0.2328482871967011","0.22854021688473605","0.23775144693747496"
"84","0.2329757826669546","0.22870200559736972","0.23791738364946985"
"85","0.23309021274498104","0.22881744062129916","0.23808253190061618"
"86","0.2332053084994777","0.22894119145534692","0.23824893231472757"
"87","0.23330915847484643","0.2290702671035856","0.23839551227711223"
"88","0.2334262522406793","0.2291947821928007","0.23854644288057783"
"89","0.23353692084623828","0.2293236362672061","0.23858559354066342"
"90","0.23363363282832114","0.22944595394631478","0.2386255635629844"
"91","0.23373409333537887","0.22957439776439878","0.23866533036232077"
"92","0.23383974261978277","0.22970518719414335","0.2387038765940462"
"93","0.23393709928240577","0.2297901408827252","0.23874810271481856"
"94","0.23403212287464364","0.22985076046716788","0.23879618235608438"
"95","0.23412745739964805","0.22991898823594858","0.2388121581281908"
"96","0.23422259895448533","0.23003057040065872","0.23882289741991275"
"97","0.23432002654231737","0.23014062552306314","0.23882128299740765"
"98","0.23440394376442847","0.23025410481539235","0.2388185861916372"
"99","0.23450171646019968","0.23036422596923745","0.23887340361783496"
"100","0.2345997819778764","0.23047278278938507","0.2389299916587651"
"101","0.2346948533996717","0.23056987676285026","0.23898834236542468"
"102","0.2347944784484121","0.23066644964665617","0.2390453854523868"
"103","0.23489339267374215","0.23081006509297705","0.23909134256555478"
"104","0.23499640580012165","0.23095005619759168","0.23912379548486565"
"105","0.2351028551012794","0.2311369804790351","0.2391748306516195"
"106","0.23520829272146546","0.23126939764079832","0.23922249297932596"
"107","0.2353078722039482","0.2313912206973406","0.23924099204036972"
"108","0.2354030596550122","0.23151441609335374","0.23925192976872056"
"109","0.2354863128068745","0.23163611407745366","0.23925974166438446"
"110","0.23556726597168973","0.2317502688271375","0.2392644420737495"
"111","0.23564642529185392","0.23187382539455043","0.23923400020017638"
"112","0.23573241245323523","0.23205638236532003","0.23919953754322737"
"113","0.23581555849607297","0.2322370860475011","0.2391682226273621"
"114","0.2358985021356196","0.23242406869415963","0.23914515371013234"
"115","0.23597840889542382","0.23257145071167554","0.23912211964986985"
"116","0.23605637756857903","0.23277082740665533","0.23910423452072932"
"117","0.23614294885040765","0.2330170304479176","0.23915405144986635"
"118","0.23622771929296388","0.2332541402043006","0.23922355385637548"
"119","0.23632148685661747","0.23348917579123935","0.23928648014304738"
"120","0.23642035098977066","0.23372613933033662","0.23934182037865726"
"121","0.23653337856590081","0.23396002879347444","0.239417444839444"
"122","0.23662883909886068","0.2341238826533846","0.23948744769666308"
"123","0.2367264025693033","0.2342769553181861","0.23956536136084286"
"124","0.23682349171094516","0.2344272903857302","0.2396379416843749"
"125","0.23691376269471012","0.234603719525133","0.2397288763965591"
"126","0.23700699593105212","0.23463546295837406","0.23975935178796484"
"127","0.23709324656184774","0.23463562135108443","0.23979487623776755"
"128","0.23717408491116862","0.23462882362425153","0.23987002663526097"
"129","0.23725573077911294","0.23462503348220154","0.23994892827273034"
"130","0.23732915373779226","0.2346202640912726","0.23999183300882332"
"131","0.2373956847580326","0.23462047960114238","0.2400087602156606"
"132","0.23746290890956706","0.23467664115556475","0.24003286337470472"
"133","0.23753244245327837","0.23473021561957702","0.24005267139939448"
"134","0.2375926350899007","0.23476333409411787","0.24007843024503717"
"135","0.23766596287859984","0.23479526746348864","0.24009158817468393"
"136","0.23773207529938004","0.23482999743256971","0.24010571939949707"
"137","0.2377998802033794","0.23485359147139928","0.24011250280977825"
"138","0.23787866779761085","0.23488300546368046","0.24012133040870748"
"139","0.23795755267686344","0.23490428647332456","0.24010286294093242"
"140","0.2380463347811928","0.2349866462134103","0.24007404095997553"
"141","0.23813302832719954","0.23510884425877182","0.2400054622657563"
"142","0.2382260456309802","0.2352373272631202","0.24000164543650118"
"143","0.23831310538720393","0.2353627362236589","0.2401335266672299"
"144","0.23842277864635086","0.23552007486712984","0.24026477817306421"
"145","0.2385273125677903","0.23568802148870008","0.2404040978391495"
"146","0.23862568343309148","0.2358491774205414","0.24052959161310575"
"147","0.23872905016008908","0.23602055014924395","0.24064554658948745"
"148","0.23883293696257618","0.2361971065461907","0.24074098345470202"
"149","0.23893659953491753","0.2364431235296776","0.24083079313287512"
"150","0.2390248793272535","0.23664396615997882","0.24093261870691776"
"151","0.23910774371226515","0.23679854171734657","0.24099371892243426"
"152","0.23918128277276499","0.2369413548774527","0.24104169535895348"
"153","0.23927413675416204","0.237085477350009","0.24109617421422933"
"154","0.23934062213386528","0.2371849434131893","0.2410961855299028"
"155","0.2394056863496002","0.23727266948131204","0.2411027643874038"
"156","0.23946650825102966","0.23733791992595402","0.24111015211702921"
"157","0.2395308057559921","0.237394670400803","0.24107724767453378"
"158","0.2395883072681309","0.23743886351140203","0.2410464423920443"
"159","0.23964005230286528","0.23742031239372255","0.24118940856338675"
"160","0.23970174925232873","0.23738773858107648","0.2413794267816112"
"161","0.23976502229924224","0.23743046483282476","0.2415654046280215"
"162","0.2398330343842817","0.2374768513507202","0.24176665674775596"
"163","0.239884099338295","0.23757994963604878","0.24188961307206458"
"164","0.23994010780351466","0.23772314227007885","0.2419792555078124"
"165","0.2400019883918151","0.23786861847825863","0.24206825986156033"
"166","0.24006858886982202","0.2379850542730197","0.2421521355799387"
"167","0.24012326595282946","0.2380998374103827","0.242173968424785"
"168","0.24019216314965183","0.23822467903637495","0.2422578224390122"
"169","0.24025043391319287","0.23834992024029447","0.2422905828589733"
"170","0.24031274888191093","0.23847454796795822","0.24232304521764841"
"171","0.24039511816019693","0.2385222438192556","0.24242996606481673"
"172","0.24048149547193995","0.23857577382968417","0.2425649531586014"
"173","0.2405621185506713","0.23857738946135384","0.24273170094459556"
"174","0.24063990710625385","0.23858133641080514","0.2429026726888967"
"175","0.24071486961164226","0.23858518386838817","0.24312393975621052"
"176","0.2407917316033486","0.2386484871502988","0.24334402390978452"
"177","0.24087092031910567","0.23872465814265237","0.24356806394080063"
"178","0.24093091625713686","0.23879462354936024","0.24372947655044397"
"179","0.24100100901330687","0.23880262184035544","0.24394267557997856"
"180","0.2410861472380931","0.23887108860564718","0.24414973439662838"
"181","0.24114880398937366","0.23893095467119269","0.24428816476402415"
"182","0.24120859064460826","0.23896230301284266","0.2443881044745518"
"183","0.24128348739393268","0.23898732115785362","0.24454803954501778"
"184","0.24136825932587858","0.23901727323539954","0.24466936622122487"
"185","0.24146021268771167","0.2391042632090513","0.2447808421912685"
"186","0.24155095832176615","0.23913910054166485","0.2448948666771426"
"187","0.24165513158125912","0.23920701895908567","0.24500195328936006"
"188","0.2417677282686963","0.23925891665284488","0.24510439572837298"
"189","0.2418732516706792","0.23923615902515805","0.2452053044903748"
"190","0.2419808876197163","0.23921433623221733","0.24536523447714711"
"191","0.2421018643578272","0.2391934469773892","0.2455550196577938"
"192","0.24221477603741656","0.23919011289396722","0.2457469392627922"
"193","0.24231045049347175","0.23918876425486973","0.24587424018832243"
"194","0.24241565485977284","0.23919245545850665","0.24599985805364868"
"195","0.24251395057015426","0.23925588865950873","0.24614137384063156"
"196","0.242600033445069","0.2392631828988471","0.24626666965038216"
"197","0.24266969930574994","0.2392805971226747","0.24639698835699156"
"198","0.24273367727018252","0.2393050253079473","0.24652668224181734"
"199","0.24280857494486563","0.23937276121621762","0.24665989458204912"
"200","0.24286646078529178","0.23944323371757786","0.24673601834529016"
"201","0.24290921385755918","0.23951336267806225","0.24677083479985645"
"202","0.24295414348216776","0.23955396709002755","0.24680028695838482"
"203","0.24301177771967378","0.23955381940610931","0.24686847061481748"
"204","0.24304236883603614","0.2395149328942099","0.24690688142188372"
"205","0.2430674386746857","0.23941519027780722","0.2468844670418165"
"206","0.24309442633320105","0.2393146644785304","0.2468683706370382"
"207","0.24312207826267046","0.23926883830349868","0.24684820641714894"
"208","0.24315023164558633","0.23926292244498337","0.24682088689482581"
"209","0.2431786559545932","0.23926098884912303","0.24679473207801933"
"210","0.24321265103838688","0.23926097015952952","0.24676662904021782"
"211","0.24325736135176315","0.23925258079225187","0.24674015959070122"
"212","0.24330938123665485","0.2393345934691407","0.24677947651090393"
"213","0.24336592429776954","0.23946574412455734","0.24682265631971853"
"214","0.2434400503837165","0.2396221918016543","0.24690254609607146"
"215","0.24352196706544707","0.2397943520984584","0.24705604437275458"
"216","0.24362285414639545","0.23996465462026276","0.24718624161723307"
"217","0.24372815249725238","0.24006940871149277","0.2473157092396881"
"218","0.24382230073888428","0.24017876266391894","0.24745900808186022"
"219","0.24390904070270195","0.240283431378433","0.24760049081173957"
"220","0.24398045348308295","0.240389613065533","0.24774641134023995"
"221","0.24404942771447152","0.24056830412109956","0.24789252678514256"
"222","0.24411337985128476","0.24068644341518802","0.24798056361100757"
"223","0.24417101927837387","0.24079578891357362","0.24808484021883725"
"224","0.24422235294362946","0.2409076911325709","0.2481844417725621"
"225","0.24427401714231464","0.2409994772996147","0.24821575680422775"
"226","0.24432937114291317","0.24109693864651222","0.24826776407872084"
"227","0.24438092871025363","0.24126079680635273","0.24836960783883727"
"228","0.24443121233736037","0.2414186310089702","0.2484626139859255"
"229","0.24448999433733026","0.24162499639345053","0.2485468207327162"
"230","0.24455950940369275","0.2418248018011172","0.2486285261841153"
"231","0.2446304721087325","0.24192193737082696","0.24876096670752654"
"232","0.24471785296025797","0.24202436769779442","0.24888543963414508"
"233","0.24480759398574942","0.24212540681730818","0.24895815645031882"
"234","0.2449028653479036","0.24223192312122402","0.24907955271680618"
"235","0.24499694510394102","0.24238058606468676","0.24920033807560232"
"236","0.2450785494903282","0.24253732197757935","0.24937071108268316"
"237","0.2451509784011804","0.2426252991511493","0.24943042156246475"
"238","0.24523586045646187","0.2427168781340814","0.2495147108597117"
"239","0.2452964882056063","0.2427526583583561","0.24954581856554148"
"240","0.24535189375601751","0.24274949750551356","0.24963688613555446"
"241","0.2454025744206001","0.24277747346642622","0.2496735707380271"
"242","0.24544741434591305","0.24281260572888988","0.24964171856519102"
"243","0.2454937663388214","0.24285067747805833","0.24958627150047794"
"244","0.24554128877633463","0.24289063255301627","0.2494886798830601"
"245","0.24559161904304921","0.2429000980727003","0.24939689416035185"
"246","0.24564062958932603","0.24289695837003555","0.24926569921101704"
"247","0.24570116478085371","0.2429301769748337","0.24917981718302348"
"248","0.24576800355798278","0.24296315381058353","0.24914127036162567"
"249","0.2458394467845158","0.24297288769392647","0.24913090463384038"
"250","0.24589266739700183","0.24297934134840546","0.2490719462155915"
"251","0.24594849598041946","0.2429919462885629","0.24902100342726063"
"252","0.24599453835211899","0.24300439900558599","0.24905249231310458"
"253","0.24603878833045054","0.24301565373797188","0.24911740354295217"
"254","0.2460905572728505","0.2430849332322902","0.24913987001533996"
"255","0.2461414753485626","0.24315115331962808","0.24915580224235748"
"256","0.24620070923552295","0.2432426322801684","0.24923338678490475"
"257","0.24625631609809812","0.2433388036243915","0.24933050500502424"
"258","0.24631318679661512","0.24343230218797635","0.2493632191623673"
"259","0.24637771650229556","0.24356169860387702","0.24941489068609454"
"260","0.24646506835669438","0.24372481350859307","0.2494684314229725"
"261","0.24654137845192076","0.2438976650365769","0.2495516170682022"
"262","0.24661976485728201","0.24410369868408047","0.24960577028388314"
"263","0.24670265850027615","0.2442501889547942","0.24964677712028543"
"264","0.24677146426284668","0.24434090300614633","0.24976943142395613"
"265","0.24680171960295655","0.24436715465678868","0.24989250233271876"
"266","0.24681577673136176","0.2443467472640138","0.2499190157798123"
"267","0.2468176105164411","0.24428607186842743","0.24995272991391176"
"268","0.24681355512579523","0.24422557124982588","0.24995074253322552"
"269","0.24682144435730277","0.2441968807987333","0.24991964245261858"
"270","0.2468130341571199","0.24418183790048928","0.24987768097332844"
"271","0.24679609925943224","0.2441561042847114","0.24980505807449804"
"272","0.24675218083959413","0.24407744142021512","0.24967910455839148"
"273","0.24668338974223758","0.24403485667580976","0.24955244012250274"
"274","0.24661120706306625","0.2439220175454304","0.24938081556105965"
"275","0.24657556619948529","0.24394269211220662","0.2492205999680754"
"276","0.24656387580009392","0.243990030630415","0.24908352855499175"
"277","0.2465776370191536","0.24400670163370045","0.24895986535764844"
"278","0.24658379581087414","0.2440116572504189","0.24886241587546515"
"279","0.24657126653139785","0.24395553790504754","0.2488199100965073"
"280","0.2465754344836601","0.2439247056010373","0.24873051829041615"
"281","0.24660539519329033","0.24389856039636126","0.24869832364132152"
"282","0.2466574290661503","0.24390711854680963","0.24873912407990897"
"283","0.24673066530204707","0.2439516783655945","0.2487872072115071"
"284","0.24681295055150715","0.24406650137154523","0.2488917422546262"
"285","0.2468992938829206","0.2441326725461258","0.24901929814248988"
"286","0.2469706949917855","0.24421622176066857","0.24913538629435095"
"287","0.24703163695057398","0.24441357381585727","0.2492389230377498"
"288","0.24709325365698115","0.24462855799039862","0.2494197077336667"
"289","0.24717730195440799","0.24474387577797357","0.24959832120053477"
"290","0.24726963971940435","0.2447397539022174","0.2498225855475606"
"291","0.24735942117204815","0.24462307909261163","0.2499835769528023"
"292","0.24744893535381057","0.24455306601791413","0.25019850162662605"
"293","0.2475380980881714","0.24446268214991107","0.25040810507166483"
"294","0.24762146123123085","0.2442724501097088","0.25057897369327525"
"295","0.24770162608811286","0.24415833786574656","0.25066451644990806"
"296","0.24778551343001057","0.24416569946510344","0.2507386936344778"
"297","0.2478476989391364","0.244184984088493","0.25077512105523586"
"298","0.24792569813968784","0.2441985040057502","0.2507958713538391"
"299","0.24798326208997395","0.2442162135803679","0.2508128966019713"
"300","0.24805202995757206","0.24422242588673418","0.2508337944413267"
"301","0.2481094357013804","0.24428928685761125","0.25080345620319544"
"302","0.24817115743193002","0.24435579059145704","0.25072911416928456"
"303","0.24823007683752835","0.24442083390119884","0.250829814920203"
"304","0.24828758568041115","0.2446414070868199","0.25103323421805945"
"305","0.24835160634812362","0.24471719139128062","0.2512881282203766"
"306","0.24842008227596798","0.24475154145357014","0.25153525845995134"
"307","0.2485181710624647","0.2448133720249171","0.2516719290604969"
"308","0.24860601548671674","0.2448550835457015","0.2518024782722935"
"309","0.2487106785255479","0.2449597003895809","0.2519269335913834"
"310","0.24878791144134235","0.2449928340005422","0.2520261886719166"
"311","0.2488568768006564","0.2450144621585756","0.2520850524910656"
"312","0.24893068069273613","0.24504570070515408","0.25201894620020027"
"313","0.2490091592593764","0.24507320201112648","0.2519951646875016"
"314","0.24909132093737144","0.2450473151833298","0.25194881174305644"
"315","0.24914387814447977","0.24506805868442608","0.2521547010949055"
"316","0.249176866611816","0.2450469806935662","0.25234959048355343"
"317","0.24922025240033818","0.24499230578619507","0.25253686389734603"
"318","0.2492788113472088","0.24502107535709716","0.2526757579459655"
"319","0.24934477006161013","0.244977720336269","0.25287873612897127"
"320","0.24941803077193453","0.24502246841804304","0.2530785330675692"
"321","0.24951495871066243","0.24512266336146724","0.25327186174776095"
"322","0.2496269511411599","0.2451913585851984","0.25349731020668914"
"323","0.24974068560676782","0.24519159361411777","0.2537359400346709"
"324","0.24984057998960124","0.245185793248861","0.2539028632480722"
"325","0.2499526446912239","0.24518628594858682","0.2539905720834455"
"326","0.2500779075390279","0.2452233008218958","0.2540875807786173"
"327","0.25018430574015105","0.2453438320978046","0.2540889566594681"
"328","0.2502590469424567","0.24539510320159696","0.25402444125085755"
"329","0.2503166886281366","0.24540048578733792","0.25395238499296957"
"330","0.25035336809027936","0.24536525606848775","0.2538586564116896"
"331","0.250381637394857","0.24538147691282589","0.25369084833119987"
"332","0.2503870692147652","0.24545127607966435","0.2534837776371439"
"333","0.25037428535513445","0.2456173392198176","0.25316252212874185"
"334","0.2503682384953011","0.2457948443376654","0.25287416581499805"
"335","0.2503649730565299","0.24599250718814084","0.2526948603747839"
"336","0.25035450272653015","0.2462092347808663","0.25266385513531814"
"337","0.2503582035024416","0.2464757616111833","0.2526293388243508"
"338","0.25038184998624013","0.24674640074370555","0.25259021423197464"
"339","0.25040244724009286","0.24706622799361694","0.2525162878734689"
"340","0.2504401678623537","0.2473781051178609","0.2525158730504844"
"341","0.2504675717053466","0.24763044850778054","0.25258999737163224"
"342","0.25048195405905466","0.24773553494316408","0.2527292845544204"
"343","0.2504847664982687","0.2477100767264321","0.2528723276247003"
"344","0.2505049167359808","0.24773897510078954","0.253033620618956"
"345","0.25051044967929736","0.24774538834595738","0.25314102930429794"
"346","0.2505148749209719","0.24770049803421537","0.2532705448056677"
"347","0.2504986236782706","0.24765897496593994","0.25342155826217955"
"348","0.2504859796330644","0.24761524601217352","0.2535444873005389"
"349","0.2504654291737479","0.24751575066525122","0.25359591404435594"
"350","0.2504469909680681","0.24746981577753321","0.25359863213808576"
"351","0.2504509361572121","0.24738440438693848","0.2535900946939259"
"352","0.2504601814879292","0.24723184766930925","0.25352005501442254"
"353","0.2504963284549573","0.24717488133623217","0.2534669985087272"
"354","0.250518058251177","0.24714468055901803","0.25343998696150216"
"355","0.25056305954594404","0.2470908387411174","0.25346240251911895"
"356","0.2506055190498292","0.24701566762226052","0.25348123897697267"
"357","0.25068060671732095","0.24700566272991908","0.2536424124659909"
"358","0.2507625144290061","0.24704018438079636","0.2537926348354214"
"359","0.2508491341896154","0.24715141397375828","0.25388361665192727"
"360","0.25094373359515015","0.24728078053082103","0.2540043718839597"
"361","0.2509970422952437","0.2474035094983306","0.25411114965634435"
"362","0.25107089370210245","0.24762882983610238","0.25427813273805006"
"363","0.25113864560515264","0.24772904981196617","0.2544676938584383"
"364","0.25120498449118883","0.24771801720666806","0.2545647216552264"
"365","0.25125908486653475","0.24766027080294473","0.2546249352269333"
"366","0.25131380764623923","0.24766725528887112","0.2547607139068734"
"367","0.2513443328139388","0.2476815678468014","0.25492741270192026"
"368","0.2513696186987639","0.24767004062139283","0.25510805463178043"
"369","0.25138389598411204","0.2475591967068813","0.2552901023541513"
"370","0.25138251812423895","0.247592588649374","0.2554338205188698"
"371","0.25139285166396225","0.24766309577223466","0.2556211206237385"
"372","0.25139644581220166","0.24770047514390295","0.2558757233233439"
"373","0.25139826313518693","0.2476864671686968","0.25616664263297656"
"374","0.2513927665693935","0.2475993112779455","0.25637994638071027"
"375","0.2513856420179138","0.24756821295526601","0.2565544505541081"
"376","0.2513864998023806","0.24755178587975918","0.2566676588518784"
"377","0.25137172730178653","0.24742045768381332","0.25676669583370826"
"378","0.2513619456289806","0.2473374496523944","0.256859452942021"
"379","0.25138387556202957","0.2473187064814217","0.2569425294213695"
"380","0.2513814897373722","0.24724612959339132","0.2569314581961449"
"381","0.2513839853882398","0.24723410468280851","0.2568528382034306"
"382","0.25137439256785227","0.24729658621372164","0.2566074347186576"
"383","0.251362978578067","0.24734357182875638","0.2563513644584158"
"384","0.25135437211186507","0.2474269486489787","0.25617130939394533"
"385","0.2513357054364595","0.24746130739778702","0.25598622942285"
"386","0.25130689969297515","0.24745168629255818","0.25580759753647725"
"387","0.25128519362131063","0.24736382578451868","0.2556022811852682"
"388","0.2512407788212764","0.24727782397511047","0.2552588546459503"
"389","0.25117931187216214","0.24725185305343045","0.2549795412203117"
"390","0.25114112471168115","0.24724925524672364","0.25481573710515276"
"391","0.2511082025504888","0.24742619337421434","0.254660248962302"
"392","0.2511005275956801","0.2473679622830024","0.2546948599604287"
"393","0.25110310727312823","0.2472524467490528","0.25477857611193"
"394","0.2510981075322051","0.24717203498126847","0.2549343833982958"
"395","0.25111918157927515","0.247101085852431","0.25514706222175915"
"396","0.25116325353175517","0.2470836714840478","0.255378256564581"
"397","0.25119366549951266","0.24701338957507027","0.2556847043761808"
"398","0.25121701367091026","0.24701810104971025","0.25595255247401294"
"399","0.2512405226021364","0.24701616706454133","0.25617842526007767"
"400","0.25125145527693243","0.24705893968279036","0.2563691671442699"
"401","0.2512729302193191","0.24704903478823492","0.25650401989857025"
"402","0.2512653801757967","0.24700091081079814","0.25657656429878073"
"403","0.2512574374172537","0.24706202241990344","0.25665309621789784"
"404","0.2512730962541708","0.24704815345269487","0.256717289078805"
"405","0.25125615793648803","0.24697590330100164","0.25674001201429203"
"406","0.25122641925208133","0.24686876090854695","0.25675134902281305"
"407","0.25122010266688966","0.2468028609156989","0.2567714094972809"
"408","0.25120526833573587","0.2467758065034918","0.25690460533931636"
"409","0.2511772534406152","0.24672665417468378","0.25704383056344837"
"410","0.2511292676983973","0.24666709420048624","0.25711342467354836"
"411","0.2510555426945942","0.24654105577645788","0.2571031705205485"
"412","0.250980617703355","0.2463931994121506","0.25714112198468764"
"413","0.25086877475098535","0.2461694466359465","0.25708753997995104"
"414","0.25073976830433253","0.24605091195664058","0.2569813946495358"
"415","0.2506358088285673","0.24592337852174648","0.25690720156475416"
"416","0.2505306960658995","0.24575229300046333","0.2567675535858931"
"417","0.2504223200431285","0.24563363734410879","0.25660692700777915"
"418","0.25034710838394025","0.24548210894116745","0.2564617137276465"
"419","0.2502749221888152","0.2453248130290738","0.2562931104324867"
"420","0.2502313841207363","0.2451029753742149","0.25624815654329514"
"421","0.2502096001708539","0.24501564908839596","0.25621710055491004"
"422","0.2502133905903498","0.24494472212416654","0.25615823751503086"
"423","0.25025568814859495","0.24489015783138213","0.2561830361482435"
"424","0.25031584564446246","0.24482596391586514","0.25619928081411364"
"425","0.2503788150463927","0.24479340826434823","0.25631786710540333"
"426","0.25042662285355316","0.24460060903590672","0.2565349084186018"
"427","0.25044515704611714","0.24446815174609918","0.2567884136591658"
"428","0.2504657684141019","0.24427631389645962","0.25690613255490424"
"429","0.2504624252446591","0.24416985059301824","0.25701047881503897"
"430","0.2504677411613898","0.24398720790489553","0.25701966114646374"
"431","0.2504760737528221","0.24389485270519629","0.25703689189562556"
"432","0.2504789027383769","0.243853609664082","0.25699350009641553"
"433","0.2504808835507493","0.24392400860524965","0.25687647815701875"
"434","0.2504711885654109","0.24404502257074095","0.2568472415935452"
"435","0.2504189892731746","0.24409855629845895","0.25688823637009195"
"436","0.2503917088295685","0.24425936746740684","0.25707264516801337"
"437","0.2504114985047674","0.24444180262913803","0.25725379920105573"
"438","0.25042486248176826","0.2445505269687335","0.2574803073661377"
"439","0.2504493765494102","0.24468009893711543","0.25770574695118414"
"440","0.2504739468758931","0.24475899330891954","0.25788150123321507"
"441","0.2504862524049844","0.24472316792659646","0.2580243329793653"
"442","0.25047802070060254","0.24474444568369866","0.2581048905190933"
"443","0.250441059308872","0.24465705789728973","0.2582396366823017"
"444","0.2503969857996019","0.24456744495251118","0.25837254620998923"
"445","0.2503740622382645","0.2446163447522343","0.258540156734626"
"446","0.2503304537753536","0.24468038953948962","0.2587189586692738"
"447","0.2502749363764845","0.24465685704378498","0.2589134728660664"
"448","0.250224372233001","0.24462010462844722","0.25901705428693894"
