"Step","env: TAXI - losses/qf_update","env: TAXI - losses/qf_update__MIN","env: TAXI - losses/qf_update__MAX"
"495","-0.17969307623529476","-1","0.0471164664149355"
"496","-0.47663100023289456","-1.166856536659417","0.013308856156194149"
"497","-0.3932322198724374","-1","0.01478745364628642"
"498","-0.39407068552234276","-1","0.01478745364628642"
"499","0.011884144962651288","0.002219961407429638","0.027823347943384258"
"500","-0.5822745847447928","-1","0.0471164664149355"
"501","-0.17844196218898217","-0.9908585861796205","0.06462948683258662"
"502","-0.3862822171050066","-1","0.05816718444419622"
"503","-0.3822600718395974","-1","0.013308856156194149"
"504","-0.38770865241407343","-1","0.04240529093810608"
"505","-0.37328581942358996","-1","0.011978103629136316"
"506","0.016275996980603957","0.005729535444424005","0.0250412913825252"
"507","-0.3963165321658248","-1","0.011978103629136316"
"508","-0.59822254556341","-1.0138712444934452","0.011978103629136316"
"509","-0.35779598013179076","-0.9151166658170452","0.022537412657186562"
"510","-0.16043534039987659","-0.9174159332030325","0.05235104767162102"
"511","-0.44082898073191623","-1.2255828812422447","0.038165185897204856"
"512","-0.3591922249261604","-1","0.013308856156194149"
"513","-0.7841521899901632","-1.0106495274020126","0.0202838967655945"
"514","-0.6022497004583891","-1.16055220543484","0.03434904895934332"
"515","-0.6395206287948968","-1.1125789111728779","0.0202838967655945"
"516","-0.5839065447679322","-1","0.008732328616792628"
"517","-0.19408122617506246","-1","0.009702479546663478"
"518","-0.3954776442536601","-1","0.009702479546663478"
"519","-0.624482442051811","-1.1373695938745576","0.010780413047258963"
"520","0.008807279058796325","0.0013109378389254411","0.018255709928002628"
"521","-0.39456657264395023","-1","0.009702479546663478"
"522","-0.3872250834120405","-1","0.0471164664149355"
"523","-0.8289488684524358","-1","-0.48188673016823635"
"524","0.009525843734367666","0.0011798571644113798","0.016430321492301725"
"525","0.012853381812753773","0.003383421346164983","0.038165185897204856"
"526","0.01342375819028665","0.004641026842194362","0.030914487553898584"
"527","-0.7969193502109831","-1.261182383836549","0.007073343362390405"
"528","-0.34583832716460644","-0.9119575399638385","0.01478745364628642"
"529","-0.19070756348543116","-1","0.027823347943384258"
"530","-0.186772393578809","-0.9597057290915536","0.007859183078399501"
"531","-0.15366789975823816","-0.8328685345046106","0.04240529093810608"
"532","-0.1950373180227452","-0.7951084332687384","0.007859183078399501"
"533","-0.6167019086749106","-1.092425497851013","0.0051566391953360435"
"534","-0.17843127810141984","-0.9800761915271713","0.07143526485233487"
"535","0.009987473159286631","0.004641026842194362","0.0250412913825252"
"536","-0.3382970369021539","-1","0.03434904895934332"
"537","-0.3584240043360925","-1","0.022537412657186562"
"538","-0.18791906603333763","-1","0.038165185897204856"
"539","-0.12761371332828214","-0.69250678123688","0.03434904895934332"
"540","0.008407331444488464","0.004641026842194362","0.011978103629136316"
"541","-0.3576157882728633","-1","0.004176970568243288"
"542","-0.5848141123749644","-1","0.07077279892984212"
"543","-0.39665267159075934","-1","0.0063660797595849195"
"544","-0.3894448802732415","-0.9853502119310319","0.010780413047258963"
"545","-0.5953869233737761","-1","0.005729535444424005"
"546","-0.39403523269852175","-1","0.0202838967655945"
"547","-0.4425434263038929","-1.2845343375019027","0.007859183078399501"
"548","-0.5707324821992908","-1","0.004176970568243288"
"549","-0.1840634536965107","-1","0.030914487553898584"
"550","-0.4920796089598717","-1.1521956924004635","0.0051566391953360435"
"551","-0.19072829927419216","-1","0.027823347943384258"
"552","-0.4300345003522505","-1.2728608326782243","0.027823347943384258"
"553","-0.5818917629341438","-1.0311540324070212","0.0063660797595849195"
"554","-0.28896803275110033","-1","0.0250412913825252"
"555","-0.19221790410022233","-1","0.018255709928002628"
"556","-0.17462348905893993","-0.9044041489422752","0.016430321492301725"
"557","0.0038162764628578926","0.0008601445437035338","0.007859183078399501"
"558","-0.39311690978376534","-1","0.0051566391953360435"
"559","0.006586071648559622","0.003045113045761938","0.01478745364628642"
"560","-0.31097086782034006","-1.00911030685914","0.0063660797595849195"
"561","-0.19377337757478516","-0.9881715261214062","0.007859183078399501"
"562","-0.19210682538043805","-1","0.022537412657186562"
"563","-0.39748453746168755","-1","0.004641026842194362"
"564","-0.19592499492693827","-1","0.005729535444424005"
"565","-0.3475058135633835","-1","0.0051566391953360435"
"566","-0.3412929158704689","-1","0.004176970568243288"
"567","-0.19871146286146668","-1","0.002740632192316239"
"568","0.01125380028173859","0.003383421346164983","0.0250412913825252"
"569","-0.39720864173296755","-1","0.007859183078399501"
"570","-0.1915130989439971","-1","0.032207612964628485"
"571","-0.5902624215727118","-1","0.022537412657186562"
"572","-0.14437802062985383","-0.7955513591910125","0.042127045345515146"
"573","-0.17890040066002438","-0.9214062090274812","0.018255709928002628"
"574","-0.39834953167650305","-1","0.003045113045761938"
"575","0.0030983923751727095","0.0005643659173566462","0.0063660797595849195"
"576","-0.20663476427150296","-1.0479015258978486","0.005729535444424005"
"577","-0.1730648076008991","-0.8883087985545394","0.011978103629136316"
"578","0.00534839014037154","0.0005079349692801438","0.018255709928002628"
"579","-0.3282751685755952","-1.0421856038753714","0.003759315281124609"
"580","-0.39828825729271455","-1.0138508846444287","0.016430321492301725"
"581","-0.2010534298002277","-1.0285058389371102","0.016430321492301725"
"582","-0.1672209066790677","-0.8438533815154239","0.002219961407429638"
"583","-0.2264461557887117","-1.154402472522492","0.01478745364628642"
"584","0.006202563101621617","0.0019979874663007546","0.013308856156194149"
"585","-0.1417526163126301","-0.7304253125465439","0.011978103629136316"
"586","-0.17875661438928464","-0.9111003133518444","0.010780413047258963"
"587","-0.195399653086083","-1","0.009702479546663478"
"588","-0.3616250935344662","-1","0.01478745364628642"
"589","0.0021126850154162156","0.00037029693556211996","0.004176970568243288"
"590","-0.1975107793570487","-0.9966379404557788","0.003759315281124609"
"591","-0.39728486992758005","-1","0.008732328616792628"
"592","-0.35957624459028853","-1","0.007859183078399501"
"593","-0.4046829657218538","-1.0576077258801369","0.010780413047258963"
"594","-0.349505456204289","-1.0828523560193914","0.013308856156194149"
"595","-0.19744105402881792","-1","0.007073343362390405"
"596","-0.19622768322119885","-1","0.011978103629136316"
"597","-0.13665044155115663","-0.6938574176672205","0.003383421346164983"
"598","-0.3972319432479797","-1","0.010780413047258963"
"599","-0.6021215034363718","-1.0160974273221706","0.0051566391953360435"
"600","-0.19829949739063757","-1","0.003045113045761938"
"601","-0.7305558690651269","-1.1129308333329744","0.002740632192316239"
"602","-0.18844944391872712","-0.950563594703829","0.002740632192316239"
"603","-0.18750269144360535","-0.9477286628946362","0.0063660797595849195"
"604","-0.39788734132670617","-1","0.0063660797595849195"
"605","-0.4007052061413945","-1.0172255535056265","0.009702479546663478"
"606","-0.26659071643055776","-0.8454701181173604","0.002466596379406494"
"607","-0.6511950679428349","-1.2591386686566686","0.002466596379406494"
"608","0.002350245938823181","0.0011798571644113798","0.005729535444424005"
"609","-0.7362137509288822","-1","0.0016184058116778255"
"610","-0.19827678541642552","-1","0.004641026842194362"
"611","-0.19714356894341684","-1","0.009702479546663478"
"612","0.002206922147541679","0.0008601445437035338","0.004176970568243288"
"613","-0.19405747872806536","-0.9784175174732194","0.003759315281124609"
"614","-0.3228193150712735","-0.8450427774945375","0.005729535444424005"
"615","-0.9978356360085927","-1.0441208184014166","-0.9450573616415466"
"616","-0.3571365866433577","-0.9582564444745948","0.0051566391953360435"
"617","-0.19646296720440506","-1","0.008732328616792628"
"618","-0.28083297364377724","-1","0.008732328616792628"
"619","-0.19745267548694848","-1","0.004641026842194362"
"620","-0.3987277025579757","-1","0.003383421346164983"
"621","-0.1783858428823219","-0.9053120608911522","0.007859183078399501"
"622","0.002971089213738942","0.0006270662741043598","0.007073343362390405"
"623","-0.3974466592228151","-1","0.002740632192316239"
"624","0.0010504444563815385","0.00024296261746092895","0.00145658141456817"
"625","-0.40473173328963374","-1.0314956174616199","0.0063660797595849195"
"626","0.0019580297327165485","0.0005079349692801438","0.005729535444424005"
"627","-0.19839257664182514","-1","0.004176970568243288"
"628","-0.19900012273479048","-1","0.0017982086995452784"
"629","-0.19972000026058792","-1.0095915081427798","0.0051566391953360435"
"630","-0.19781226897755938","-1","0.007859183078399501"
"631","-0.19908243211928917","-1","0.002466596379406494"
"632","-0.3985893372405035","-1","0.004641026842194362"
"633","0.002093776529941338","0.0002186687853410474","0.007073343362390405"
"634","-0.38109714013346896","-1","0.0063660797595849195"
"635","0.0007661178963715099","0.00019680409349476236","0.0013109378389254411"
"636","0.0006253215997252592","0.00017712565218619414","0.0007741386907785808"
"637","-0.19944724350326087","-1","0.0011798571644113798"
"638","-0.4932965286948191","-1","0.0010618832465417727"
"639","0.0013182070608217078","0.0005079349692801438","0.003759315281124609"
"640","-0.1681721539906333","-0.8445709610376133","0.00145658141456817"
"641","-0.20296483642629023","-1.0254080101759064","0.005729535444424005"
"642","-0.3958595199650555","-1","0.0007741386907785808"
"643","-0.19956877286560087","-1","0.0009557055407201087"
"644","0.0051502987880982735","0.00010459673709561912","0.0231445271730093"
"645","-0.18140098862827958","-0.9101527963914142","0.0016184058116778255"
"646","-0.39970325252907324","-1","0.0005643659173566462"
"647","-0.3994543675147463","-1","0.00145658141456817"
"648","-0.1989261188326972","-1","0.003045113045761938"
"649","-0.008299929284064067","-0.04686656760399577","0.002219961407429638"
"650","0.0011307576534076214","0.00037029693556211996","0.003759315281124609"
"651","0.001995738521989776","0.00033327094497526133","0.0051566391953360435"
"652","-0.4301280208348034","-1.1561550051647027","0.003383421346164983"
"653","0.0016728976537671247","0.00033327094497526133","0.003045113045761938"
"654","0.0011015314179542157","0.00029994718318715474","0.003383421346164983"
"655","-0.19920575778100774","-1","0.002466596379406494"
"656","-0.3189118772016938","-1.596107350415799","0.0006967325630875543"
"657","-0.22253061896123372","-1","0.002740632192316239"
"658","-0.19485210239620993","-0.9767567900365133","0.0010618832465417727"
"659","-0.04295782186118191","-0.21734371977501354","0.0008601445437035338"
"660","-0.40651760838309825","-1.0385962107664028","0.004641026842194362"
"661","-0.3989236723798778","-1","0.004176970568243288"
"662","0.0011075583837493186","0.00026995546434027684","0.002219961407429638"
"663","0.001393069377173628","0.00024296261746092895","0.003759315281124609"
"664","-0.10811135778868078","-0.5458845676590784","0.003383421346164983"
"665","-0.20402601509771684","-1.0234957040501709","0.0013109378389254411"
"666","-0.1958674755421358","-0.9811309044941755","0.0007741386907785808"
"667","-0.43385548055319195","-1.175200548659125","0.003045113045761938"
"668","0.0003166099545353962","0.00007625356307161546","0.0006967325630875543"
"669","0.001039435222279117","0.0002186687853410474","0.002219961407429638"
"670","0.005301577004465008","0.00033327094497526133","0.02365625230480317"
"671","0.00044006199179182917","0.00006862896929993312","0.0006967325630875543"
"672","-0.2152922509984867","-1.077980699435162","0.0010618832465417727"
"673","-0.4475459937163254","-1.2389345868988864","0.0005643659173566462"
"674","-0.21170944700498362","-1.0597190012561515","0.0005079349692801438"
"675","0.00046444991183862693","0.00015941485822401624","0.0009557055407201087"
"676","-0.1990938627237236","-1","0.0019979874663007546"
"677","-0.06111459247262756","-0.30693210051137076","0.0005079349692801438"
"678","0.00035599088930409194","0.00017712565218619414","0.0006270662741043598"
"679","-0.3997482809269012","-1","0.0009557055407201087"
"680","-0.6013629961220698","-1.0077496434632678","0.0005643659173566462"
"681","0.000742400987964964","0.00005003218632226858","0.0017982086995452784"
"682","-0.304141499961725","-1.5247972674505463","0.003045113045761938"
"683","0.00020137103156778747","0.00004502946801177021","0.00037029693556211996"
"684","-0.39995144346077477","-1.0004035096478132","0.00033327094497526133"
"685","0.0010939434410365712","0.00015941485822401624","0.002740632192316239"
"686","-0.395067672806915","-1","0.002466596379406494"
"687","-0.457567461839634","-1.2930978499811032","0.002740632192316239"
"688","-0.4002507031227422","-1.0033233565813022","0.00145658141456817"
"689","-0.3859287283476098","-0.9666794338347308","0.0007741386907785808"
"690","0.0008569016862224998","0.00010459673709561912","0.002466596379406494"
"691","-0.19948044117780864","-1","0.0011798571644113798"
"692","-0.199656312113104","-1","0.0006967325630875543"
"693","0.0012615496832921957","0.00029994718318715474","0.002219961407429638"
"694","-0.19968695397841169","-1","0.0006270662741043598"
"695","-0.19949768273727542","-1","0.0017982086995452784"
"696","0.0004730575741297871","0.0001291289046448929","0.0016184058116778255"
"697","-0.3998059870732994","-1","0.0004571465517017037"
"698","-0.18004392592628368","-0.9028842374990694","0.0013109378389254411"
"699","-0.5811611793448603","-1","0.00145658141456817"
"700","-0.30367240818923635","-1.5201798048919857","0.0010618832465417727"
"701","-0.3878186697857475","-1","0.0011798571644113798"
"702","-0.19969814791662566","-1","0.0009557055407201087"
"703","0.0002461727396460223","0.00008472523979918822","0.0004114364679971283"
"704","-0.5881280670722859","-1","0.0008601445437035338"
"705","0.000307471802191972","0.00011621730546951259","0.0005079349692801438"
"706","-0.40047079707805544","-1.0055835582717678","0.0019979874663007546"
"707","0.0004644859351025543","0.00003647467962442086","0.0017982086995452784"
"708","0.00044484957907884313","0.00007625356307161546","0.0013109378389254411"
"709","0.000553285083539179","0.00010459673709561912","0.0011798571644113798"
"710","-0.19989982091371133","-1","0.00019680409349476236"
"711","0.00029869024735669215","0.00019680409349476236","0.0004114364679971283"
"712","-0.3875068053398361","-1.1076914450857496","0.0016184058116778255"
"713","-0.27377592303687076","-0.8029969480061758","0.00029994718318715474"
"714","0.00033451572161335985","0.00008472523979918822","0.0009557055407201087"
"715","0.0005277468285658892","0.00006862896929993312","0.00145658141456817"
"716","-0.18826516179538283","-0.9621443151472452","0.01914673061722061"
"717","0.0002727792920298455","0.00006176675865954273","0.0007741386907785808"
"718","-0.15577481573540208","-0.7796106244603459","0.0005079349692801438"
"719","0.00015144334614836108","0.00002659092779089267","0.00029994718318715474"
"720","0.00042582753455386866","0.00019680409349476236","0.0011224671862537505"
"721","0.0003082988358725336","0.00008472523979918822","0.0006967325630875543"
"722","-0.1768085527713622","-0.8857875599765018","0.0013109378389254411"
"723","0.00020690854026614858","0.00005559070046123882","0.0006270662741043598"
"724","-0.20112757795766112","-1.0072641117440413","0.0011798571644113798"
"725","-0.6642121499788896","-1.3218075146438582","0.0006967325630875543"
"726","-0.19976187409793966","-1","0.0006270662741043598"
"727","-0.40484975239979654","-1","0.00006862896929993312"
"728","-0.19987184979267306","-1","0.0004114364679971283"
"729","0.0001494364256543257","0.00002153913015001674","0.00024296261746092895"
"730","-0.39966983020651103","-1","0.0010618832465417727"
"731","0.0002679574331882151","0.00011621730546951259","0.0005643659173566462"
"732","0.0003794544132734945","0.00010459673709561912","0.0009557055407201087"
"733","-0.3910446684375371","-1","0.00029994718318715474"
"734","-0.1997512752900153","-1","0.0008601445437035338"
"735","0.0003383313520903153","0.00005003218632226858","0.0009557055407201087"
"736","0.000149638071234115","0.0000941381093535476","0.0002186687853410474"
"737","0.0003648530616371604","0.00010459673709561912","0.0008601445437035338"
"738","0.00017414707223009084","0.00006176675865954273","0.0004114364679971283"
"739","-0.4233392948943199","-1.117009399917748","0.00014347496655020553"
"740","-0.3999503876861995","-1","0.00011621730546951259"
"741","0.0001810424591215387","0.00005559070046123882","0.0005079349692801438"
"742","-0.19987058828958298","-1","0.0004571465517017037"
"743","-0.1999551324899223","-1","0.00010459673709561912"
"744","0.00036057446833779314","0.000015702549286067402","0.0007741386907785808"
"745","-0.4279128155551081","-1.1462499287624177","0.0006967325630875543"
"746","-0.3996825614660727","-1","0.00019680409349476236"
"747","-0.42944075067934573","-1.147506180377007","0.00019680409349476236"
"748","0.00021071885018522085","0.000014132451383042088","0.0006967325630875543"
"749","-0.199942841471379","-1","0.00015941485822401624"
"750","0.000142059217378665","0.00005003218632226858","0.00037029693556211996"
"751","0.000320613241265133","0.00005559070046123882","0.0006270662741043598"
"752","-0.18332802332534126","-0.9173821795758607","0.0005643659173566462"
"753","0.018464400873205312","0.00004052697150525031","0.09176735614937881"
"754","0.00026326588577159083","0.000010302900480652077","0.0005643659173566462"
"755","0.00011874873679407205","0.00004502946801177021","0.00029994718318715474"
"756","0.00026257880594855455","0.00003282757640887812","0.0005079349692801438"
"757","0.00015913158181408705","0.00005559070046123882","0.00037029693556211996"
"758","0.00008173776056483729","0.00003647467962442086","0.00015941485822401624"
"759","0.00013158814632674432","0.000009272713461516702","0.0004571465517017037"
"760","-0.5983336107635666","-1","0.0004114364679971283"
"761","0.00013326355298182158","0.00003282757640887812","0.00033327094497526133"
"762","-0.08029710291779486","-0.4016662313588548","0.00007625356307161546"
"763","0.00017186331738436867","0.000007511064813447987","0.0004114364679971283"
"764","-0.00029302934971904283","-0.0018787259298200798","0.00024296261746092895"
"765","-0.1930547952175556","-0.965643550064658","0.0001291289046448929"
"766","-0.3999502465934457","-1","0.00010459673709561912"
"767","-0.2970334432860665","-1","0.00006862896929993312"
"768","0.0001652932114912131","0.00004502946801177021","0.00037029693556211996"
"769","0.00010837522795104082","0.00002659092779089267","0.00029994718318715474"
"770","-0.09172599847008141","-0.45889266887521596","0.00010459673709561912"
"771","0.00004951031957103336","0.00002393210092110909","0.00011621730546951259"
"772","-0.3999874207783445","-1","0.00002954514704389677"
"773","-0.18899405721115212","-0.9451494530797093","0.00008472523979918822"
"774","0.00006466585351527776","0.00002153913015001674","0.00019680409349476236"
"775","-0.22664506964933145","-1.1338415435539342","0.00033327094497526133"
"776","0.00007449349293469077","0.00003647467962442086","0.00010459673709561912"
"777","0.00012263883603127467","0.00003647467962442086","0.00029994718318715474"
"778","0.00004550418015933921","0.00002393210092110909","0.0000941381093535476"
"779","0.00011433659870130342","0.00002393210092110909","0.00033327094497526133"
"780","0.00004722247158970294","0.00002153913015001674","0.00007625356307161546"
"781","-0.09919591200294094","-0.4960888973748203","0.00003647467962442086"
"782","0.0001354604963759609","0.000019385432526219937","0.00029994718318715474"
"783","-0.18033368861162716","-0.9021847179798888","0.00026995546434027684"
"784","-0.07885158323921307","-0.39451811411540305","0.0001291289046448929"
"785","0.00006172086675191313","0.00002153913015001674","0.00011621730546951259"
"786","-0.19991544540246334","-1","0.00024296261746092895"
"787","-0.19997299385270506","-1","0.00005559070046123882"
"788","-0.10086113960954975","-0.5046582141971858","0.00024296261746092895"
"789","0.000046233260126737895","0.000017447083128008245","0.00010459673709561912"
"790","0.00007096146545173542","0.0000049282286506135975","0.00026995546434027684"
"791","0.00010862846805210768","0.000017447083128008245","0.0002186687853410474"
"792","-0.1891920747000829","-0.9461131902592913","0.00006176675865954273"
"793","0.0001089644668993195","0.000004435455067897109","0.00024296261746092895"
"794","0.00008186206993763268","0.000019385432526219937","0.00017712565218619414"
"795","0.00008679752053202261","0.000015702549286067402","0.00019680409349476236"
"796","0.00005153697301392146","0.000015702549286067402","0.00017712565218619414"
"797","-0.19996691474213119","-1","0.00008472523979918822"
"798","-0.1999785663836346","-1","0.00004052697150525031"
"799","-0.1988294777494119","-0.9942666042164371","0.00005559070046123882"
"800","-0.399992571682734","-1","0.000017447083128008245"
"801","-0.270438621994966","-1.3523976774205546","0.00014347496655020553"
"802","-0.1999496576921681","-1","0.00015941485822401624"
"803","-0.19997329670173117","-1","0.00007625356307161546"
"804","-0.1999811964593818","-1","0.00006176675865954273"
"805","0.00007642326688175327","0.000017447083128008245","0.00014347496655020553"
"806","-0.17906845659814977","-0.8955282875559311","0.0001291289046448929"
"807","-0.4207543831845947","-1.103799316365076","0.000012719347569301043"
"808","0.000030246421027091407","0.000007511064813447987","0.00006862896929993312"
"809","-0.3999817950253256","-1","0.00005003218632226858"
"810","-0.19992799742452666","-1","0.0002186687853410474"
"811","0.00005920973113409112","0.000006760033442909652","0.00019680409349476236"
"812","-0.19998676141812016","-1","0.00002659092779089267"
"813","-0.1973487191954279","-0.9868370806963566","0.00005003218632226858"
"814","0.000020336143300969665","0.0000029102314101914217","0.00004502946801177021"
"815","0.000027793259938446723","0.000009272713461516702","0.00004502946801177021"
"816","-0.1492025143338866","-0.7460488989721298","0.000014132451383042088"
"817","0.0000229676345983032","0.000008345534842413294","0.00004052697150525031"
"818","-0.19995533742497268","-1","0.00011621730546951259"
"819","0.00005555228707831983","0.000014132451383042088","0.00017712565218619414"
"820","-0.19995623752605068","-1","0.00015941485822401624"
"821","-0.19998381468701895","-1","0.00003282757640887812"
"822","0.000016423757494221647","0.0000049282286506135975","0.00003647467962442086"
"823","0.000015088713397659603","0.000004435455067897109","0.00003282757640887812"
"824","0.000014638976643399638","0.000002357339826786209","0.00003647467962442086"
"825","-0.3973825414013924","-1","0.00014347496655020553"
"826","-0.1999645559711121","-1","0.00010459673709561912"
"827","0.000013605620354240067","0.000003991953915760682","0.00002954514704389677"
"828","-0.19996720724995765","-1","0.0000941381093535476"
"829","0.000023419570898197684","0.000002121629417484172","0.00008472523979918822"
"830","0.000057498228245145275","0.000010302900480652077","0.0001291289046448929"
"831","-0.21808260869896764","-1.0904991817956273","0.00003282757640887812"
"832","0.000026691671831535756","0.000003592798443641243","0.00010459673709561912"
"833","-0.10355026706158166","-0.5177782649971128","0.000015702549286067402"
"834","-0.20337758777496723","-1.0170445928936054","0.0000941381093535476"
"835","0.000009350494532389676","0.000001718558017671512","0.000019385432526219937"
"836","0.000050682104842136864","0.0000054757487700785035","0.00011621730546951259"
"837","0.000020897764917870987","0.0000029102314101914217","0.00007625356307161546"
"838","0.00004424297601481886","0.0000015467194014462393","0.00010459673709561912"
"839","-0.07763784633322715","-0.3882416473062532","0.00002393210092110909"
"840","0.000009808561252655501","0.000002619237371548344","0.00002153913015001674"
"841","-0.13199974031114237","-0.6843048682162547","0.024281662817950078"
"842","-0.44340145863336433","-1.217106105862356","0.00006862896929993312"
"843","0.000017206843800554593","0.0000032335545272488275","0.00002659092779089267"
"844","-0.19996168471009076","-1","0.0000941381093535476"
"845","-0.1999888999043362","-1","0.00002393210092110909"
"846","-0.19997172510552033","-1","0.00006862896929993312"
"847","0.000027209788367077437","0.000003991953915760682","0.00008472523979918822"
"848","0.000009127454885171637","0.000002357339826786209","0.000017447083128008245"
"849","0.000007210421570547076","0.0000013920629284847053","0.000012719347569301043"
"850","-0.19996622934114733","-1","0.00007625356307161546"
"851","-0.029863872404053547","-0.14941060737730583","0.00005559070046123882"
"852","-0.18519714651411903","-0.9259950572088392","0.000003592798443641243"
"853","-0.2355163488848074","-1.1776349047689263","0.00002153913015001674"
"854","-0.19748646967409156","-0.9874562181604318","0.000010302900480652077"
"855","-0.29032702770355","-1.064289625452453","0.000009272713461516702"
"856","0.000004137785534741312","0.000001014847702318633","0.000006760033442909652"
"857","0.000009902852176146837","0.000006084097699088353","0.000015702549286067402"
"858","-0.5724549263415203","-1.0050766580032677","0.000006760033442909652"
"859","-0.19998518862161016","-1","0.00005003218632226858"
"860","0.00002386816967450134","0.0000054757487700785035","0.00005003218632226858"
"861","-0.19999543585724097","-1","0.000012719347569301043"
"862","-0.2010513589786763","-1.0053285030305303","0.00004502946801177021"
"863","0.000013248646693941879","0.000004435455067897109","0.000019385432526219937"
"864","-0.17088198794303514","-0.8544211485561286","0.0000054757487700785035"
"865","-0.19999700402072243","-1","0.000007511064813447987"
"866","0.000005135208282247561","7.398486361331891e-7","0.000011447540005926626"
"867","-0.047382265724235914","-0.23696614750505396","0.00004052697150525031"
"868","-0.1095107018439124","-0.5475836515916764","0.000017447083128008245"
"869","0.00000845810494334298","0.0000015467194014462393","0.000015702549286067402"
"870","0.000017807177419837394","0.000002357339826786209","0.00004052697150525031"
"871","0.000010592011096943744","0.0000013920629284847053","0.00003282757640887812"
"872","-0.2124156557656523","-1.0621850883330728","0.00006862896929993312"
"873","0.00001857668114555455","0.0000011275960293266607","0.00006176675865954273"
"874","-0.18181477425074305","-0.9091124441524605","0.00002954514704389677"
"875","-0.19998482103992202","-1","0.00005559070046123882"
"876","-0.1902685038048699","-0.9514023847663188","0.00005003218632226858"
"877","-0.19999145304119476","-1","0.000014132451383042088"
"878","0.000014444291391235708","0.0000011275960293266607","0.00003647467962442086"
"879","0.000016374403920571547","0.0000032335545272488275","0.00004502946801177021"
"880","0.000011257068387560132","0.0000032335545272488275","0.00003282757640887812"
"881","-0.2879833465670612","-1.4399463823674554","0.000011447540005926626"
"882","-0.33778493774522533","-0.9802015777628696","0.005707738151021768"
"883","0.0000084688025667079","7.398486361331891e-7","0.00002153913015001674"
"884","0.000012511045543361909","0.000002121629417484172","0.00002954514704389677"
"885","-0.05202840296628939","-0.2601588850447064","0.000010302900480652077"
"886","-0.19621693430919815","-0.9810935590050333","0.000003592798443641243"
"887","0.000005712353402875791","5.992907126106672e-7","0.000011447540005926626"
"888","-0.18880627332015884","-0.9440376595385161","0.0000032335545272488275"
"889","-0.29204915184753183","-1.4602770210466693","0.000017447083128008245"
"890","0.00001046206553410034","0.0000029102314101914217","0.00002659092779089267"
"891","-0.1999902915000466","-1","0.00004052697150525031"
"892","-0.4476753805201296","-1.2743139561206305","0.000008345534842413294"
"893","-0.19999183956148597","-1","0.00002393210092110909"
"894","0.000004671396340394374","0.000001909487692075551","0.000008345534842413294"
"895","0.000012285521819044299","0.000003991953915760682","0.00003647467962442086"
"896","-0.09269947442835476","-0.46351583555367837","0.000007511064813447987"
"897","0.000008242642024280933","0.000001718558017671512","0.00002153913015001674"
"898","0.000002519044521842595","4.854362644080013e-7","0.000006084097699088353"
"899","0.000004516937684728717","0.0000012528705561898335","0.000008345534842413294"
"900","-0.1524646211205868","-0.7623333508962762","0.0000054757487700785035"
"901","0.00001175000139692628","3.932121120930887e-7","0.00003282757640887812"
"902","-0.2115328549795536","-1.0576716091805292","0.0000032335545272488275"
"903","0.000010399819955875245","5.393676342224651e-7","0.00002954514704389677"
"904","0.000004366082679263528","4.854362644080013e-7","0.000014132451383042088"
"905","-0.24839625798989937","-1.2420021706804867","0.000007511064813447987"
"906","-0.2029205327638104","-1.0146135530425127","0.0000054757487700785035"
"907","0.000007422528274569906","0.000001014847702318633","0.00002659092779089267"
"908","0.000004683193018117926","6.658711709794929e-7","0.000012719347569301043"
"909","0.000003861131697879827","3.932121120930887e-7","0.000011447540005926626"
"910","-0.19917892139021523","-0.9959331087799967","0.00002393210092110909"
"911","0.000006536322688432961","0.000001718558017671512","0.000017447083128008245"
"912","-0.1999976420342225","-1","0.0000049282286506135975"
"913","-0.19913946748317182","-0.9957213082654529","0.000015702549286067402"
"914","-0.16562892160714154","-0.8281721508360709","0.00002153913015001674"
"915","-0.39999912299761153","-1","0.000002121629417484172"
"916","0.000008958211063969656","0.000001909487692075551","0.000019385432526219937"
"917","-0.19999617911128548","-1","0.000012719347569301043"
"918","0.000005708322381137165","0.0000013920629284847053","0.000017447083128008245"
"919","-0.19999919404278027","-1","0.000001718558017671512"
"920","-0.39449713014098997","-1","0.000003592798443641243"
"921","0.0000020732708108761598","3.1850888870810223e-7","0.0000032335545272488275"
"922","0.000002500737720301238","2.866611849006162e-7","0.000006084097699088353"
"923","-0.19999907588860752","-1","0.000002357339826786209"
"924","0.000006710990001623784","0.000001909487692075551","0.000015702549286067402"
"925","0.0000037912854604194022","0.000001014847702318633","0.000007511064813447987"
"926","-0.19999859831664432","-1","0.0000029102314101914217"
"927","0.0000014424589058981142","6.658711709794929e-7","0.000002619237371548344"
"928","9.061559597567381e-7","2.3220071976304268e-7","0.0000015467194014462393"
"929","0.0000034677865658361286","2.0898296970717212e-7","0.000011447540005926626"
"930","7.36419190872084e-7","1.8808676260917423e-7","0.0000015467194014462393"
"931","0.000005980662527327318","0.0000013920629284847053","0.000014132451383042088"
"932","0.000002274009517666542","4.3689749229525177e-7","0.000004435455067897109"
"933","0.000004053155209038372","0.000001014847702318633","0.000012719347569301043"
"934","0.000003149721965423069","1.8808676260917423e-7","0.000011447540005926626"
"935","0.0000050379270109868205","0.0000011275960293266607","0.000010302900480652077"
"936","-0.18249531781583161","-0.9124933033455798","0.000009272713461516702"
"937","-0.39999902511411395","-1","0.000002619237371548344"
