"Step","env: TAXI - losses/qf_update","env: TAXI - losses/qf_update__MIN","env: TAXI - losses/qf_update__MAX"
"149","-0.645503119579201","-1","0.6561291604860036"
"150","-0.06468938633395079","-1.1979084353280915","0.8100180001"
"151","-0.6715194809001666","-1.0137265649868368","0.6561291604860036"
"152","-0.3146920240840706","-1","0.8100180001"
"153","-0.9426088771602161","-1","-0.720746194957054"
"154","-0.6814573555394805","-1.0634159381834063","0.6561291604860036"
"155","-0.02979529272336525","-1","0.729024300270001"
"156","-0.6699251867181146","-1.0057550940765771","0.6561291604860036"
"157","-0.9379750216742435","-1","-0.8371128603160025"
"158","-0.3515202053313924","-1.0042529928719734","0.6561291604860036"
"159","-0.9983055357673638","-1","-0.991527678836819"
"160","-0.06446686204053083","-1","0.5905228057290082"
"161","-0.08111414176950124","-1","0.5314764303841646"
"162","-0.9893133264698776","-1","-0.9465666323493872"
"163","-0.6259176719110219","-1","0.6561291604860036"
"164","-0.9689667702971301","-1.0120568268012222","-0.867861658968349"
"165","-0.6667461470755824","-1.089993898770279","0.729024300270001"
"166","-0.7150436871564361","-1","0.3874592327708135"
"167","-0.9951038428077252","-1.0093121341901392","-0.9665669398684857"
"168","-0.39084800955843224","-1","0.5314764303841646"
"169","-0.38622861843218803","-1","0.5905228057290082"
"170","-0.39879280996631716","-1.0480479391134054","0.5905228057290082"
"171","-0.6468625318967105","-1","0.5314764303841646"
"172","-0.7360107530248043","-1.0287709492100814","0.3487171840860598"
"173","-1.0073777469269483","-1.0340600415460666","-0.9924815274368384"
"174","-0.6708156677131678","-1","0.5314764303841646"
"175","-0.992544824077461","-1","-0.962724120387305"
"176","-0.7006021021518586","-1","0.478334102110052"
"177","-0.9853196114156552","-1.01922459742652","-0.9049056319175478"
"178","-0.9981790135975104","-1.042090499756587","-0.9488045682309644"
"179","-0.10237107307914628","-1","0.5314764303841646"
"180","-0.7138989049519864","-1","0.4305054752400679"
"181","-1.0223936014810855","-1.0762512602604142","-1"
"182","-0.6693597013551985","-1.002927667261996","0.6561291604860036"
"183","-0.9822145660006679","-1","-0.9110728300033395"
"184","-0.05588382497151652","-0.9702236292397975","0.729024300270001"
"185","-0.33560823879514357","-1.045518654787614","0.5905228057290082"
"186","-0.7065565605102939","-1.0264344318141572","0.478334102110052"
"187","-0.6721040392156329","-1","0.4305054752400679"
"188","-0.9903044656493414","-1.1082601134476142","-0.7890916354195153"
"189","-0.671413517644314","-1.0503736983752616","0.478334102110052"
"190","-0.3675224034291134","-1","0.5905228057290082"
"191","-0.13995120613568973","-1","0.478334102110052"
"192","-0.38978624974377574","-1.0197350339017763","0.5905228057290082"
"193","-0.13773922632551586","-1","0.4305054752400679"
"194","-0.2678130296053909","-1","0.5905228057290082"
"195","-0.6937047139231671","-1","0.5314764303841646"
"196","-0.4546432382294509","-1.0481346566888816","0.3874592327708135"
"197","-0.4295177099961183","-1.0608955954105403","0.478334102110052"
"198","-0.7447684923979685","-1.0636121716273823","0.3138489528492947"
"199","-0.4273476410642819","-1","0.5314764303841646"
"200","-0.7138989049519864","-1","0.4305054752400679"
"201","-0.9807010216571971","-1","-0.9410102989552886"
"202","-0.13656476762224118","-1","0.5314764303841646"
"203","-0.6854553102508525","-1","0.478334102110052"
"204","-0.6674778560714716","-1","0.3874592327708135"
"205","-0.19313968389809405","-1.089334069118157","0.3874592327708135"
"206","-0.9910796548660725","-1.144504918507753","-0.836849211217231"
"207","-0.42883450600569467","-1","0.4305054752400679"
"208","-0.7411107520778899","-1.0386972232721574","0.3138489528492947"
"209","-0.4146192234110484","-1.2075593796512976","0.6561291604860036"
"210","-0.7448014335826718","-1.072724351999419","0.3487171840860598"
"211","-0.6753897312722642","-1.0113061719504963","0.478334102110052"
"212","-0.9456083049878572","-1","-0.8142496059217157"
"213","-0.4166300516328283","-1.1049007611545698","0.3874592327708135"
"214","-0.6545250387515807","-1","0.6561291604860036"
"215","-1","-1","-1"
"216","-1.018856718991384","-1.0830342589187438","-0.9907467882252398"
"217","-0.19838695421049568","-1.0346819107319662","0.5314764303841646"
"218","-0.14395693134014093","-1.011615648049821","0.5905228057290082"
"219","-0.40140656329240915","-0.975037496503913","0.4305054752400679"
"220","-0.747303222250812","-1.0471825607999368","0.3487171840860598"
"221","-0.3918852588426643","-0.9865024663134243","0.5905228057290082"
"222","-0.7278744602775786","-1.013474896108986","0.3138489528492947"
"223","-0.9706499355858631","-1","-0.9163042946458193"
"224","-0.3980378935011567","-1","0.5314764303841646"
"225","-0.4429959611443765","-1","0.3874592327708135"
"226","-0.7373401226261445","-1","0.2542233011204649"
"227","-1.0004077006476129","-1.0598270393898264","-0.9422114638482372"
"228","-0.1617386453191973","-1","0.478334102110052"
"229","-0.9708292647015565","-1.005531152301633","-0.8870448353805056"
"230","-0.4838100121168443","-1.01536620948741","0.3138489528492947"
"231","-0.43692125651317754","-1","0.4305054752400679"
"232","-0.5063286704592185","-1.0146701666579865","0.2542233011204649"
"233","-0.2094096191295705","-1.0664131117071478","0.4305054752400679"
"234","-0.9247597878145004","-1.148561293681368","-0.4228007175750419"
"235","-0.19463567517134878","-1","0.4305054752400679"
"236","-0.21475242371729014","-1","0.3487171840860598"
"237","-0.5203958734851973","-1.074390773839384","0.2542233011204649"
"238","-0.3844657412588998","-1","0.5314764303841646"
"239","-0.4026168888914974","-1","0.3874592327708135"
"240","-0.2179669796495034","-1","0.3138489528492947"
"241","-0.4535517684955406","-1.0284127558300264","0.478334102110052"
"242","-0.4578233662489004","-1.054244162974717","0.4305054752400679"
"243","-0.7620859997710301","-1.0476389600439038","0.20592544995241902"
"244","-0.4616424000648275","-1","0.478334102110052"
"245","-0.5316921673120121","-1.1673910389655064","0.3138489528492947"
"246","-0.5355045688109396","-1","0.22880351324142956"
"247","-0.9878624342438449","-1.0861155451352735","-0.9000620232069099"
"248","-0.7366712406584616","-1","0.1853349642116766"
"249","-0.6961558532628136","-1","0.2824671960538937"
"250","-0.14708206064464519","-1.0278423602746347","0.478334102110052"
"251","-0.20324689634762327","-1","0.3874592327708135"
"252","-0.4488667453523549","-1","0.3487171840860598"
"253","-0.9358225599308165","-1.0683750692608756","-0.7442124941650206"
"254","-0.5153308620931425","-1","0.1853349642116766"
"255","-0.47670776628983286","-1.0136607059468168","0.4305054752400679"
"256","-0.7039988106185759","-1","0.1853349642116766"
"257","-0.7517332412695474","-1.1398871380020699","0.3138489528492947"
"258","-0.44628344129387687","-1.0571913812838478","0.3874592327708135"
"259","-0.25560289611950177","-1.0421265981178789","0.4305054752400679"
"260","-0.8308351682858943","-1.3043004984888187","0.1501246570593474"
"261","-0.2041862705582785","-1","0.3487171840860598"
"262","-0.7183293467663592","-1.0283188801205536","0.3138489528492947"
"263","-0.7412825661520148","-1","0.2824671960538937"
"264","-0.9841529126256485","-1","-0.9207645631282431"
"265","-0.7141884697634902","-1","0.2824671960538937"
"266","-0.46708202973401514","-1","0.4305054752400679"
"267","-0.463306326714612","-1","0.2824671960538937"
"268","-0.49439760817914224","-1","0.2542233011204649"
"269","-0.9984075066964951","-1.0287682830828848","-0.9632692503995909"
"270","-0.750528329296883","-1.023296773447306","0.2542233011204649"
"271","-0.25702810587303476","-1","0.2542233011204649"
"272","-0.7542392973517141","-1","0.22880351324142956"
"273","-0.4946041493100237","-1","0.2542233011204649"
"274","-0.7551047435221309","-1.0117575038181255","0.22880351324142956"
"275","-0.2624439535551629","-1.005290122469797","0.3138489528492947"
"276","-0.7225081534458373","-1","0.3874592327708135"
"277","-0.9876719645764783","-1","-0.951215503173185"
"278","-0.5068026187131089","-1.0328549347109524","0.3487171840860598"
"279","-0.7355445910583693","-1.0379363011404494","0.3487171840860598"
"280","-0.248383747829241","-1.038794506357394","0.3138489528492947"
"281","-0.5464655676106679","-1.1544660284046007","0.20592544995241902"
"282","-0.0030709806225343696","-1","0.3874592327708135"
"283","-0.4808373693190153","-0.9863837054891053","0.3487171840860598"
"284","-1.0257029636149073","-1.0836870257370377","-1"
"285","-0.7593166806644629","-1.0337569003794769","0.20592544995241902"
"286","-0.21563998882198576","-1","0.2542233011204649"
"287","-0.27174360309618145","-1.0016600061754428","0.22880351324142956"
"288","-0.9989773400752757","-1.004539161871722","-0.9903475385046561"
"289","-0.474410858999316","-1.0287729353909767","0.3874592327708135"
"290","-0.7387401301397384","-1","0.10944452306596464"
"291","-0.5211044647032193","-1","0.1853349642116766"
"292","-0.275117930475398","-1","0.22880351324142956"
"293","-0.26902238091966063","-1","0.3138489528492947"
"294","-0.5241125172557178","-1","0.20592544995241902"
"295","-0.7627850968205886","-1.0097027742468816","0.121603674476911"
"296","0.0156805458861224","-1","0.3487171840860598"
"297","-0.8134221059045006","-1.2470871056428712","0.16680332114015106"
"298","-0.6319688856109278","-1","0.16680332114015106"
"299","-0.49266190056512826","-1","0.2824671960538937"
"300","-0.31798295959221623","-1.0525576149903944","0.20592544995241902"
"301","-0.7508054706147477","-1","0.1501246570593474"
"302","-0.535910268637668","-1","0.1853349642116766"
"303","-0.25662768292925114","-1.0672135878502471","0.16680332114015106"
"304","-0.7682278552471301","-1.1051772026979916","0.2542233011204649"
"305","-0.5369260053963233","-1","0.20592544995241902"
"306","-0.7581843298076739","-1.168551468790215","0.2824671960538937"
"307","-0.7582815708796574","-1.0166757258429686","0.16680332114015106"
"308","-1.0288771618597132","-1.1473864028515655","-0.8621623873669972"
"309","-0.48261408384501703","-1.0046775322881156","0.3138489528492947"
"310","-0.010735526794985795","-0.8162592815181405","0.2824671960538937"
"311","-0.07420553789376412","-1","0.2542233011204649"
"312","-0.3518889093669365","-1.2901650738162465","0.22880351324142956"
"313","-0.08888710780949323","-1","0.1853349642116766"
"314","-1.0052453040941696","-1.0251206347185278","-1"
"315","-0.08803630115119862","-1","0.1501246570593474"
"316","0.21320669259607278","0.088652033695791","0.3138489528492947"
"317","-0.515241961027191","-1.0422047792676727","0.3138489528492947"
"318","-0.5320763623436031","-1","0.1351136925999833"
"319","-0.4878760662435826","-1.0535639161547217","0.2824671960538937"
"320","-0.6474339671180276","-1","0.2824671960538937"
"321","-0.5641191358053173","-1.0651538946925343","0.1351136925999833"
"322","-0.6527252116024594","-1","0.088652033695791"
"323","-0.6769393214857925","-1.0034513346620955","0.16680332114015106"
"324","-0.6117420599498035","-1","0.07978771684654895"
"325","-0.5512427809772726","-1","0.1351136925999833"
"326","-0.5494671743001719","-1.0531715351556556","0.20592544995241902"
"327","-0.09775582150225477","-1.0419101505002317","0.2542233011204649"
"328","-0.517198469750717","-1","0.1853349642116766"
"329","-0.30402182648921033","-1.0129454977457302","0.2542233011204649"
"330","-0.7313702959554099","-1","0.121603674476911"
"331","-0.5469920216570973","-1","0.1434362172376027"
"332","-0.48554616118621013","-1","0.1853349642116766"
"333","-0.27652476057584197","-1","0.22880351324142956"
"334","-0.5591514350545024","-1","0.10944452306596464"
"335","-0.5498494006019985","-1.0403176930137958","0.10944452306596464"
"336","-1.0003226804098704","-1.0518822261637755","-0.9631446239622793"
"337","-0.8067338372640347","-1.1431137093861377","0.10944452306596464"
"338","-0.6040621554412668","-1.1878011666915542","0.09850116520459884"
"339","-0.5085181440321219","-1.0352459277642134","0.20592544995241902"
"340","-0.10316143968050251","-1.0062425288857264","0.22880351324142956"
"341","-0.2878107027104276","-1","0.1853349642116766"
"342","-0.2845697628776248","-1","0.1853349642116766"
"343","-0.5838475697226393","-1.104299452201863","0.20592544995241902"
"344","-0.5195900707216676","-1","0.16680332114015106"
"345","-0.33572917754895204","-1","0.1501246570593474"
"346","-0.7903534162858568","-1.040419115125075","0.088652033695791"
"347","-0.5254472148709365","-1","0.16680332114015106"
"348","-0.2859305033262694","-0.9868269018612161","0.07978771684654895"
"349","-0.28878026315738375","-1","0.2542233011204649"
"350","-0.7512884642142862","-1.0294927624712145","0.22880351324142956"
"351","-0.31305018351765534","-1","0.1351136925999833"
"352","-0.7983286019565309","-1.0562724966152413","0.06462948683258662"
"353","-0.8207761469541124","-1.171071911820097","0.07180974303906251"
"354","-0.5710386081149554","-1.0445707020995927","0.1351136925999833"
"355","-0.12346335020435018","-0.9910146526028528","0.1351136925999833"
"356","-0.14357928639823694","-0.9500842661118009","0.07978771684654895"
"357","-0.3472977280801216","-1","0.121603674476911"
"358","-0.4914054393328975","-1","0.10944452306596464"
"359","-0.24489236652092936","-0.9224411649397833","0.20592544995241902"
"360","-0.805323257403112","-1.0789673346871809","0.05235104767162102"
"361","-0.5319593096177325","-1.0582461203565185","0.16680332114015106"
"362","-0.1330418143290038","-0.9196012042604219","0.07978771684654895"
"363","-0.3144280299898342","-1","0.20592544995241902"
"364","-0.5362981130245753","-1","0.121603674476911"
"365","-0.33311183420186075","-1","0.10944452306596464"
"366","0.09539931095678178","0.0471164664149355","0.1501246570593474"
"367","-0.559402702280585","-1.073862680978925","0.07180974303906251"
"368","-0.35482411695936894","-1.0036790746353403","0.09850116520459884"
"369","-0.34006929293918137","-1","0.16680332114015106"
"370","-0.5937416564862575","-0.9523542608256494","0.030914487553898584"
"371","-0.9642621775980063","-1.0451346982468204","-0.8150711257240724"
"372","-0.5539326655945722","-1","0.05816718444419622"
"373","-0.1345347387397295","-0.973418369978162","0.1501246570593474"
"374","-0.3207393514139418","-1.0806784686759479","0.06462948683258662"
"375","-0.4217265656831765","-0.943766870715398","0.1351136925999833"
"376","-0.3216337880646245","-1","0.1351136925999833"
"377","-0.7895943972943785","-1","0.0250412913825252"
"378","-0.3798247230926914","-1.0730573014713882","0.088652033695791"
"379","-0.35779334104279303","-1","0.07180974303906251"
"380","-0.5594102396893382","-1.2430885508311387","0.16607366045152228"
"381","-0.7992036435905189","-1.0578256789534701","0.022537412657186562"
"382","-0.3342477847868321","-1.0498547651900167","0.1853349642116766"
"383","-0.10505606460411632","-1.0708320258883828","0.1853349642116766"
"384","-0.16196059310853744","-1","0.06462948683258662"
"385","-0.5720281231190173","-1","0.121603674476911"
"386","-0.7802246232090695","-1","0.016430321492301725"
"387","-0.7929964510429822","-1","0.01478745364628642"
"388","-0.31655170226752494","-1","0.121603674476911"
"389","-0.5413607448381029","-1","0.07978771684654895"
"390","0.0808746125145808","0.027823347943384258","0.1501246570593474"
"391","-0.6380940130487798","-1","0.05816718444419622"
"392","-0.6497894205820132","-1.4104564935570616","0.10944452306596464"
"393","-0.49249163680181374","-1","0.10944452306596464"
"394","-1.0771959006777334","-1.1927845699399264","-1"
"395","0.07597350701606334","0.0250412913825252","0.16680332114015106"
"396","-0.34807527391278026","-1.1058830707809535","0.1501246570593474"
"397","-0.14000265277446192","-1.002299245140639","0.09850116520459884"
"398","-0.5770564855335981","-1","0.05235104767162102"
"399","-0.5878594802891217","-1","0.038165185897204856"
"400","-0.560887927286082","-1.1111469226299715","0.121603674476911"
"401","-0.9522172263523183","-1","-0.8832767077404422"
"402","-0.591107934248725","-1.0112538183379252","0.04240529093810608"
"403","-0.37988689325339503","-1.18106095040505","0.10944452306596464"
"404","-0.33811296513204325","-1.0063358426453213","0.05816718444419622"
"405","-0.34654832392674667","-0.976061993349018","0.088652033695791"
"406","-0.36039334178094284","-1","0.088652033695791"
"407","-0.5233096001083151","-0.9476893541818374","0.07978771684654895"
"408","-0.7962838065144922","-1.076514821252843","0.0471164664149355"
"409","-0.582183665600381","-1","0.05816718444419622"
"410","-0.29709941351803676","-1","0.07978771684654895"
"411","-0.5452985669142729","-1.0881312054658487","0.07978771684654895"
"412","-0.6178656030730821","-1.184084353975138","0.05235104767162102"
"413","-0.569104763128314","-1","0.07180974303906251"
"414","-0.1595475626367304","-1","0.06462948683258662"
"415","-0.5699630993107201","-1","0.05816718444419622"
"416","-0.1638040526655435","-1","0.07180974303906251"
"417","-0.627241898397447","-1.16281571917683","0.07180974303906251"
"418","-0.15154192095212035","-1.0265324576442751","0.1351136925999833"
"419","0.06046627967199392","0.027823347943384258","0.12141244497121173"
"420","-0.5645961088099926","-1.0035896740953894","0.0471164664149355"
"421","-0.15003385026637003","-1","0.09850116520459884"
"422","-0.17783386632874187","-0.9996972915404766","0.04240529093810608"
"423","-0.5250651397198658","-1.0178901023593607","0.03434904895934332"
"424","-0.15326743110257218","-1","0.121603674476911"
"425","-0.5516719658588105","-1.0873808678280559","0.09850116520459884"
"426","-0.792366962820559","-1","0.038165185897204856"
"427","-0.16146677696260814","-1","0.07180974303906251"
"428","-0.5264504743939604","-1","0.030914487553898584"
"429","-0.36560728391927705","-1","0.038165185897204856"
"430","-0.17476024708187807","-1","0.05235104767162102"
"431","-0.3669553050169837","-1","0.06462948683258662"
"432","-0.17610933074188645","-1","0.0471164664149355"
"433","-0.16066835772975652","-1","0.10944452306596464"
"434","-0.5703856299205473","-1.13764446977223","0.03434904895934332"
"435","-0.3760305287598039","-1.1090159470941994","0.088652033695791"
"436","0.02807056253296856","0.0063660797595849195","0.0471164664149355"
"437","-0.546463563485064","-1","0.05235104767162102"
"438","-0.7967139357015396","-1","0.016430321492301725"
"439","-0.5861712304850867","-1.0543986090125577","0.09850116520459884"
"440","-0.16765627945227954","-1.008507751715822","0.05816718444419622"
"441","-0.3675206308413822","-1.0435715950588125","0.030914487553898584"
"442","-0.6496213037854772","-1.3962931377962136","0.0202838967655945"
"443","-0.7261993568868169","-1","0.0471164664149355"
"444","-0.5852256963033843","-1","0.027823347943384258"
"445","-0.7500147112487988","-1","0.0202838967655945"
"446","-0.13506350814331905","-0.7569895133478555","0.038165185897204856"
"447","-0.31733229509023586","-0.8753038936415423","0.027823347943384258"
"448","-0.4091645958170787","-1.1200007730735486","0.03434904895934332"
"449","-0.17040501072577446","-1","0.088652033695791"
"450","-0.4005170006331012","-1.1251646897186172","0.05235104767162102"
"451","-0.569264001600691","-1.0072855548960054","0.027823347943384258"
"452","-0.4992365614932533","-1","0.027823347943384258"
"453","-0.14672979697047592","-1","0.08173429007199728"
"454","0.03991697708900244","0.011978103629136316","0.07978771684654895"
"455","-0.4131701893722205","-1","0.04240529093810608"
"456","-0.7199842120759674","-1.026916753941483","0.0250412913825252"
"457","0.02517895269216195","0.003759315281124609","0.04240529093810608"
"458","-0.5913627810302773","-1.0018887304657595","0.022537412657186562"
"459","-0.40797704193222833","-1.1723975512545957","0.07180974303906251"
"460","-0.595890546993523","-1.0105170447804679","0.0202838967655945"
"461","-0.5261624528478319","-1.0266344757554846","0.038165185897204856"
"462","-0.6518263741129943","-0.9528184781199094","0.0202838967655945"
"463","-0.36466798116833427","-1","0.0250412913825252"
"464","-0.7032189613095522","-1","0.038165185897204856"
"465","-0.3721126028264302","-1","0.022537412657186562"
"466","-0.17598963414413538","-1","0.07180974303906251"
"467","-0.16422042409816798","-0.9110654405579303","0.030914487553898584"
"468","-0.5862732037614083","-1","0.0202838967655945"
"469","-0.8121097995329798","-1.0568339880599358","0.003383421346164983"
"470","-0.1742331200159146","-0.9593912987262995","0.03434904895934332"
"471","-0.3581199359610142","-1.0069784710023413","0.06462948683258662"
"472","-0.3974858502565395","-1.0727691703612132","0.06462948683258662"
"473","-0.3735525069547584","-1.018023359022645","0.07180974303906251"
"474","-0.25008253837798905","-1.348977638964235","0.05235104767162102"
"475","0.04187000818479465","0.016430321492301725","0.07258013808474773"
"476","-0.37876270054678374","-1.037009362620714","0.030914487553898584"
"477","-0.5164109806693777","-1","0.01478745364628642"
"478","-0.31230894841728374","-0.9752323102578441","0.03434904895934332"
"479","0.02666239936000221","0.013308856156194149","0.05235104767162102"
"480","-0.514428252937531","-0.9936476643433674","0.022537412657186562"
"481","-0.7924503507598641","-1.0430982616746751","0.016430321492301725"
"482","-0.20050696677615037","-1.0638437334631148","0.0250412913825252"
"483","-0.568118483949646","-1.0380840565524883","0.0202838967655945"
"484","-0.39181953066946235","-1","0.018255709928002628"
"485","-0.16809553092343166","-0.8876164964753379","0.022537412657186562"
"486","-0.3911253668061905","-1","0.0202838967655945"
"487","-0.3440931529788858","-1","0.030914487553898584"
"488","-0.5629085659216423","-1","0.016430321492301725"
"489","-0.1891606606039679","-1","0.018255709928002628"
"490","-0.6151294143262527","-1.1040554967527014","0.016430321492301725"
"491","-0.6386664378349758","-1.0755970667038874","0.016430321492301725"
"492","-0.27216356146187815","-1","0.027823347943384258"
"493","-0.37483974697577216","-0.9999671587035257","0.01478745364628642"
"494","-0.5947497875607934","-1.0408878910749086","0.013308856156194149"
