"Step","env: TAXI - losses/qf_update_1","env: TAXI - losses/qf_update_1__MIN","env: TAXI - losses/qf_update_1__MAX"
"90","0.16200360002","0","0.8100180001"
"91","0","0","0"
"92","0","0","0"
"93","0","0","0"
"94","0","0","0"
"95","0.180002","0","0.90001"
"96","0.16200360002","0","0.8100180001"
"97","0","0","0"
"98","0","0","0"
"99","0.1458048600540002","0","0.729024300270001"
"100","0","0","0"
"101","0","0","0"
"102","0.34200560001999997","0","0.90001"
"103","0","0","0"
"104","0.180002","0","0.90001"
"105","0","0","0"
"106","0","0","0"
"107","0.16200360002","0","0.8100180001"
"108","0.180002","0","0.90001"
"109","0.16200360002","0","0.8100180001"
"110","0","0","0"
"111","0.34200560001999997","0","0.90001"
"112","0.1458048600540002","0","0.729024300270001"
"113","0.16200360002","0","0.8100180001"
"114","0.180002","0","0.90001"
"115","0","0","0"
"116","0","0","0"
"117","0","0","0"
"118","0.180002","0","0.90001"
"119","0","0","0"
"120","0.1458048600540002","0","0.729024300270001"
"121","0.1458048600540002","0","0.729024300270001"
"122","0","0","0"
"123","0.16200360002","0","0.8100180001"
"124","0","0","0"
"125","0.32404518504219987","0","0.8100180001"
"126","0.180002","0","0.90001"
"127","0","0","0"
"128","0","0","0"
"129","0.000017811649508674725","0","0.00008905824754337363"
"130","0","0","0"
"131","0","0","0"
"132","0","0","0"
"133","0.1458048600540002","0","0.729024300270001"
"134","0","0","0"
"135","0.1312258320972007","0","0.6561291604860036"
"136","0","0","0"
"137","0","0","0"
"138","0.16200360002","0","0.8100180001"
"139","0.1458048600540002","0","0.729024300270001"
"140","0","0","0"
"141","0.1312258320972007","0","0.6561291604860036"
"142","0.1312258320972007","0","0.6561291604860036"
"143","8.994701289835015e-7","0","0.000004497350644917507"
"144","0.00002051007788502781","0","0.00010255038942513904"
"145","0.1458048600540002","0","0.729024300270001"
"146","0","0","0"
"147","0.2624516641944014","0","0.6561291604860036"
"148","0","0","0"
"149","0.1459398084611498","0","0.729024300270001"
"150","1.5253777697338363e-10","0","7.626888848669182e-10"
"151","0.1312258320972007","0","0.6561291604860036"
"152","0.2639094211998018","0","0.729024300270001"
"153","3.0775868224413804e-8","0","1.53879341122069e-7"
"154","0.16200360002","0","0.8100180001"
"155","0.000010255038942513906","0","0.000051275194712569527"
"156","0.1458048600540002","0","0.729024300270001"
"157","0.32580686005400017","0","0.90001"
"158","0","0","0"
"159","0.2801081611658017","0","0.8100180001"
"160","0.16200360002","0","0.8100180001"
"161","0","0","0"
"162","0.1312258320972007","0","0.6561291604860036"
"163","0","0","0"
"164","0","0","0"
"165","0.1458048600540002","0","0.729024300270001"
"166","0.13122590424743535","0","0.6561291604860036"
"167","0","0","0"
"168","0.16200360002","0","0.8100180001"
"169","0","0","0"
"170","0.11810456114580163","0","0.5905228057290082"
"171","0","0","0"
"172","0.11810456115070636","0","0.5905228057290082"
"173","0.10629528607683292","0","0.5314764303841646"
"174","0.0000714091035753872","0","0.00035704551787693606"
"175","0.11810456114580163","0","0.5905228057290082"
"176","0.1181045798986341","0","0.5905228057290082"
"177","0.10629528607683292","0","0.5314764303841646"
"178","0","0","0"
"179","0.14587167474892565","0","0.729024300270001"
"180","0.1458048600540002","0","0.729024300270001"
"181","0.16200360002","0","0.8100180001"
"182","0","0","0"
"183","0.10629548595686292","0","0.5314764303841646"
"184","0","0","0"
"185","0.1312258320972007","0","0.6561291604860036"
"186","0.2916097201080004","0","0.729024300270001"
"187","1.663116796638155e-9","0","8.315583983190775e-9"
"188","0.2521001461308331","0","0.729024300270001"
"189","0.10629528607683292","0","0.5314764303841646"
"190","0.28725102374648503","0","0.6561291604860036"
"191","0","0","0"
"192","0","0","0"
"193","0.0004370304626243033","0","0.0021851523131215167"
"194","0.00007217216108433008","0","0.0003608594201487801"
"195","0.2624517585027272","0","0.6561291604860036"
"196","5.738367840524313e-8","0","2.8691839202621564e-7"
"197","0.13122661227330684","0","0.6561291604860036"
"198","0.0956700066628702","0","0.478334102110052"
"199","0.16200360002005024","0","0.8100180001"
"200","0","0","0"
"201","0.1312258324419406","0","0.6561291604860036"
"202","0.0956668204220104","0","0.478334102110052"
"203","0.0001567551452870309","0","0.0007836976425975201"
"204","0.2521001461308331","0","0.729024300270001"
"205","0.08610109504801358","0","0.4305054752400679"
"206","0","0","0"
"207","1.8172063692728555e-12","0","9.086031846364278e-12"
"208","0.0007244890583085987","0","0.0036224452915429935"
"209","0.1200421645069167","0","0.5905228057290082"
"210","1.6669289550322542e-9","0","8.33464477516127e-9"
"211","0.00013712730137537674","0","0.0003608594201487801"
"212","0.0009341995371168201","0","0.0046709976855841"
"213","0.11810456114580163","0","0.5905228057290082"
"214","0.2173269271452143","0","0.6561291604860036"
"215","0.09566692664261743","0","0.478334102110052"
"216","0.13138225086982142","0","0.6561291604860036"
"217","0.08610117593216701","0","0.4305054752400679"
"218","0.09566683412925628","0","0.478334102110052"
"219","0.10629528775207582","0","0.5314764303841646"
"220","0.00004260208263028651","0","0.00021238261761372674"
"221","0.11816408866282138","0","0.5905228057290082"
"222","0.23620915198471168","0","0.5905228057290082"
"223","0.08610508358740913","0","0.4305054752400679"
"224","0.10629529256977684","0","0.5314764303841646"
"225","0.2916097243198973","0","0.729024300270001"
"226","0.11810515942912896","2.242071305545231e-10","0.5905228057290082"
"227","0.07749221447923602","0","0.3874592327708135"
"228","0.0599365423427627","0","0.2996791191819912"
"229","0.10629530172453712","0","0.5314764303841646"
"230","1.767016240117407e-7","0","6.891437084943559e-7"
"231","2.045442185260444e-9","0","9.992002799440077e-9"
"232","0.00011223306487450106","0","0.0005304859161519576"
"233","9.497568252302817e-12","0","4.7487841261514084e-11"
"234","0.19559640769996434","0","0.5905228057290082"
"235","0.09566706539212318","0","0.478334102110052"
"236","0.07749186830555496","0","0.3874592327708135"
"237","1.8858192409498543e-9","0","9.429096204749271e-9"
"238","0.10629528608444143","0","0.5314764303841646"
"239","0.09566914004072699","0","0.478334102110052"
"240","0.11810456144780421","0","0.5905228057290082"
"241","0.07749184663968803","0","0.3874592327708135"
"242","0.000016295007383181332","0","0.00007890718758733586"
"243","0.08610109504801358","0","0.4305054752400679"
"244","0.000021160051075987177","0","0.00010543668305103293"
"245","0.19241160776210958","0","0.5314764303841646"
"246","0.11810456145183872","0","0.5905228057290082"
"247","0.000009863787452235483","0","0.00004931848664080866"
"248","0.0001509282578161007","0","0.0007546401906728176"
"249","0.08610109530010436","0","0.4305054752400679"
"250","0.09566737023784141","2.586324510003595e-12","0.478334102110052"
"251","0.0697434477712103","0","0.3487171840860598"
"252","0.13122745867909383","0","0.6561291604860036"
"253","0.1312258320975403","0","0.6561291604860036"
"254","0.06276979254845087","0","0.3138489528492947"
"255","1.8952642628797949e-7","0","9.427479435222622e-7"
"256","0.10630241070833793","0","0.5314764303841646"
"257","0.000040801241266191214","0","0.00020397757523796513"
"258","0.06974740087629488","0","0.3487171840860598"
"259","0.11810459359324113","0","0.5905228057290082"
"260","0.17604771835645078","5.449792257270675e-13","0.5314764303841646"
"261","0.10634658407742743","0","0.5314764303841646"
"262","0.09566682061211292","0","0.478334102110052"
"263","0.09679834156569309","0","0.478334102110052"
"264","0.0005225237442935274","0","0.0026126169469584785"
"265","0.21384017721860826","0","0.5905228057290082"
"266","0.000010721346460888024","0","0.000053606729465179635"
"267","0.000016717067256571666","0","0.00008281916955124919"
"268","0.08610310457785102","0","0.4305054752400679"
"269","0.0956668204220104","0","0.478334102110052"
"270","0.13398530542562298","0","0.3874592327708135"
"271","0.0000019510903361665016","2.810916122601622e-10","0.00000968347460021136"
"272","0.0007623254925473994","0","0.0038116265024451166"
"273","0.09566737434176385","2.0162412285903045e-12","0.478334102110052"
"274","0.20877046210155129","0","0.6561291604860036"
"275","0.0861478472485358","0","0.4305054752400679"
"276","0.1837871327910136","0","0.5314764303841646"
"277","9.813995639412078e-7","0","0.0000031175029217770516"
"278","0.08610125928439469","7.977683430649228e-13","0.4305054752400679"
"279","0.0003500843372661259","1.1337681065215053e-10","0.001743372868981449"
"280","0.16359307591162925","0","0.4305054752400679"
"281","0.20196230770252588","0","0.5314764303841646"
"282","7.759092722477816e-7","0","0.0000038588470922907326"
"283","0.11810610417077146","0","0.5905228057290082"
"284","0.0000015029417793107079","0","0.000007118675733605378"
"285","0.08650334439647912","0","0.4305054752400679"
"286","5.227132049803159e-8","0","2.61019826018104e-7"
"287","0.1312277535020709","1.0871096191130897e-12","0.6561291604860036"
"288","3.9399012179633973e-7","4.490436696968077e-12","0.000001942725454887187"
"289","0.09566691804890236","0","0.478334102110052"
"290","0.0001576517103674327","0","0.000759962903291326"
"291","6.9402241925882e-8","0","3.4541713561416164e-7"
"292","0.14723550071885552","0","0.3874592327708135"
"293","0.00001645653187082782","0","0.00007972643765812457"
"294","0.08790061912153349","1.4972534005052066e-7","0.4305054752400679"
"295","0.10629534318055749","4.481304960184188e-10","0.5314764303841646"
"296","0.00005918165883458082","2.6066521752075203e-10","0.0002717743698630398"
"297","0.07751436336002485","0","0.3874592327708135"
"298","0.00001504598658982578","5.123233411804775e-12","0.00007514952753667429"
"299","0.0029743190843287267","2.8197698957878647e-13","0.013833681490834594"
"300","4.22586306088138e-8","0","1.1711025352998501e-7"
"301","0.0000014956367332877577","9.319119135284661e-13","0.0000051136482052618246"
"302","1.4231866375470156e-8","0","6.983000628781176e-8"
"303","0.2515113798124734","6.306551065526385e-9","0.478334102110052"
"304","0.17319891365409068","7.573079212187485e-9","0.478334102110052"
"305","0.0000031722011113494293","8.867235840118484e-12","0.000015850761409280148"
"306","0.06276980968021029","3.1932996764278235e-11","0.3138489528492947"
"307","0.07752303582078005","3.7458753961320715e-15","0.3874592327708135"
"308","0.001671564921539424","3.350465690138053e-11","0.008356783728204677"
"309","0.13251420290743657","0","0.3487171840860598"
"310","1.9171007816168872e-7","0","7.211383243453228e-7"
"311","0.0627698038719736","0","0.3138489528492947"
"312","0.00042178958832201827","0","0.0021089438881828726"
"313","0.0627697926176825","0","0.3138489528492947"
"314","0.155844534923008","1.5742525871635176e-13","0.4305054752400679"
"315","0.07749185214762105","4.388579490882205e-13","0.3874592327708135"
"316","0.06996909547005521","0","0.3487171840860598"
"317","0.00000779873650120698","1.2798037886167754e-11","0.000022098026198222273"
"318","0.1205890500916206","1.4247623041370698e-10","0.3487171840860598"
"319","0.13251776190601508","3.243471564521886e-12","0.3487171840860598"
"320","0.0008003471491534389","6.497054247112665e-11","0.004001717533532954"
"321","0.1262871196722645","7.439324250437285e-10","0.3487171840860598"
"322","0.07758033251977511","2.0713766169968153e-11","0.3874592327708135"
"323","0.000025319039222889543","9.528154671280523e-12","0.00012606571022187978"
"324","0.1635930360702324","5.899826457891548e-9","0.4305054752400679"
"325","0.0697470406355229","1.5950367102021433e-10","0.3487171840860598"
"326","0.056499967978691376","8.926886563320097e-11","0.2824671960538937"
"327","4.115946409077269e-8","1.9731773617130245e-12","1.0677386156429209e-7"
"328","0.04576070860685401","5.6836537165212395e-11","0.22880351324142956"
"329","0.000005873088941728535","6.087938661038804e-13","0.000028972735332836532"
"330","0.06276985406043833","2.1091453086148355e-12","0.3138489528492947"
"331","0.0000013112577251775929","1.4627756846079705e-11","0.000003872843712904752"
"332","0.000003916052616453016","1.9773317247266372e-11","0.000019357945091117732"
"333","0.0011023653844022612","5.6376576413638636e-11","0.0050346983176247275"
"334","4.2996698342418647e-7","1.4167829803044754e-9","0.0000019153764786701377"
"335","7.090772926244498e-8","1.561898739189369e-12","2.0978864108330198e-7"
"336","0.18356193123752443","3.730604923894142e-8","0.5905228057290082"
"337","0.07148558504287034","1.8265944838527516e-9","0.3487171840860598"
"338","0.05085252735584349","7.2225989679959e-11","0.2542233011204649"
"339","2.2363665128633434e-7","0","0.000001117675282002705"
"340","8.050187927335608e-7","1.8210215824507675e-10","0.000003960767247379662"
"341","0.11370829438707138","1.8925360198729635e-11","0.2824671960538937"
"342","0.14026163844130615","6.21997691347506e-11","0.3874592327708135"
"343","0.06974501217559478","1.3956945757088938e-11","0.3487171840860598"
"344","3.4271784417644877e-7","2.5899872029108057e-13","0.0000016793898126809246"
"345","0.00002930871797390659","0","0.00014653297907343832"
"346","0.0007672835737449529","4.790738216870563e-11","0.003765196683496837"
"347","0.00004505804385330149","5.306389780821012e-10","0.00020451375806800984"
"348","0.00008919413233336398","6.979805842459298e-10","0.00042281983542485815"
"349","0.05084467973859701","0","0.2542233011204649"
"350","0.0001798811639123789","1.0345961651267003e-8","0.0008979410192662463"
"351","0.0000617461543476919","1.20821169929975e-10","0.000308616066413834"
"352","0.20860561239152106","0.000025328955834451318","0.5314764303841646"
"353","0.06563747474332832","1.3203691329963018e-9","0.3280317737849775"
"354","0.000056566170505799665","4.594046062560955e-9","0.00028222855624059637"
"355","0.06277716765043402","5.616437692798885e-9","0.3138489528492947"
"356","0.000009477425546432586","3.96845431206185e-12","0.00004532149772020496"
"357","0.000008809138352147741","5.774529822032738e-9","0.0000367389626856234"
"358","0.19343926648740478","7.967839187199543e-11","0.4305054752400679"
"359","0.06276979132928352","6.232106556029111e-11","0.3138489528492947"
"360","0.0005230375789287741","0.000002421208654031323","0.001596389861412079"
"361","0.00000146643837548622","2.2767474237777875e-10","0.000007314121344698353"
"362","0.09661204404683091","2.0949899168799846e-8","0.2542233011204649"
"363","0.10629642940276504","8.720180266874859e-10","0.5314764303841646"
"364","0.04578948249435437","2.713079385503184e-10","0.22880351324142956"
"365","0.0005374341930272046","1.3167441083925698e-10","0.002683050242629667"
"366","0.11300503690043992","1.4409481774045648e-13","0.2824671960538937"
"367","0.04145646748163622","8.013761231309277e-8","0.20592544995241902"
"368","0.00019596769904291073","1.4670863527982026e-10","0.0009798127548976217"
"369","0.05084466656319962","2.379550074821139e-10","0.2542233011204649"
"370","0.11551246809512952","1.0174737567225328e-9","0.3487171840860598"
"371","0.00003247133091395238","2.5342747651378585e-9","0.00016191952021890206"
"372","0.05649670201015132","0","0.2824671960538937"
"373","1.033443049844823e-7","1.0212636043249929e-10","2.9774150084565155e-7"
"374","9.966249553698255e-7","6.326632589777314e-10","0.0000047024652713728895"
"375","0.0774918675167273","1.7166762270624227e-11","0.3874592327708135"
"376","0.12574272863528416","1.590495121495258e-10","0.3138489528492947"
"377","0.0000012318284584530454","4.5782188588566664e-11","0.000006092463710971085"
"378","0.0008429579127357326","1.6249836568219808e-8","0.0040349228278906985"
"379","0.049364573234956154","3.6013059729896796e-9","0.2463521982589643"
"380","6.3320734255197415e-9","0","1.8553247843678207e-8"
"381","0.06974346886839464","2.903018734922944e-12","0.3487171840860598"
"382","0.05891394860888708","0.000002347434712172993","0.2824671960538937"
"383","0.03708592923016229","1.736833471573177e-7","0.1853349642116766"
"384","0.16386925439273603","1.7027930315121865e-7","0.5905228057290082"
"385","0.16392350771240027","0.0000011359233581410583","0.2824671960538937"
"386","0.1368537537766578","1.0372820006571047e-7","0.478334102110052"
"387","0.04136301178937847","0.0000022189009746960294","0.20592544995241902"
"388","2.2955009421631645e-7","6.392853933942956e-10","0.0000010182176039816263"
"389","0.12911993461681576","0.00003179356106500508","0.2542233011204649"
"390","0.09203609732361345","2.8209634499375403e-8","0.2542233011204649"
"391","0.06278046410478447","9.002129762419742e-9","0.3138489528492947"
"392","0.000010981440992887168","1.0145161211154944e-7","0.00005103494713617894"
"393","0.000021947280443342182","6.699862170150367e-10","0.00010943531050130877"
"394","0.000004130171064846665","9.535542194659761e-9","0.000020529365986572187"
"395","1.101925173653308e-8","2.6207132747500485e-10","4.076860639540412e-8"
"396","0.00007469318279701483","2.1059412333414023e-10","0.0003717977510855812"
"397","0.000006870142142485059","1.3526296290290437e-9","0.000017884458382716218"
"398","0.033362355739200975","1.643145689400628e-9","0.16680332114015106"
"399","0.04699937811225445","4.0592718015157e-7","0.22880351324142956"
"400","0.09568647293624616","1.4921457655342306e-9","0.478334102110052"
"401","0.041232307367475615","4.59358644840428e-10","0.20592544995241902"
"402","0.1488710999497525","6.96533860692006e-9","0.4305054752400679"
"403","0.07929080494590073","1.6735990621950887e-8","0.2542233011204649"
"404","0.09792415113040663","1.906038455753825e-9","0.3487171840860598"
"405","0.00009159463224106144","7.29104733006337e-10","0.00035971972229769506"
"406","0.037070227095891306","1.883730377884358e-11","0.1853349642116766"
"407","0.18717405942921073","2.36028051905464e-9","0.5314764303841646"
"408","0.03336093211870164","1.5193963123183946e-9","0.16680332114015106"
"409","0.09153010462743609","2.742010022962024e-10","0.22880351324142956"
"410","0.000003996995508416567","2.554762328743291e-11","0.000017351972189798043"
"411","0.09569536706955349","9.11817170758062e-10","0.478334102110052"
"412","0.00008457356247599378","4.6364822557714e-8","0.00041259096351923906"
"413","0.03212377428839909","1.9863319591804083e-10","0.1351136925999833"
"414","0.05091572547075498","2.9182706545315244e-9","0.2542233011204649"
"415","0.000008270427486754529","6.214507089686183e-12","0.00003595036413476773"
"416","0.04576096376706275","5.484635853064181e-9","0.22880351324142956"
"417","0.08733357654735344","3.23768169513971e-8","0.3138489528492947"
"418","0.05910650108102673","4.1597470902350435e-10","0.1853349642116766"
"419","0.000053927648760119215","7.907803878650272e-11","0.0001590590684090341"
"420","0.1273111852830146","0.0000010399722969182873","0.4305054752400679"
"421","0.0861040132794986","1.3840087760975978e-9","0.4305054752400679"
"422","0.000007455356857562423","7.969841550346374e-8","0.000028640212132154135"
"423","0.04577188057374549","8.472673686063197e-8","0.22880351324142956"
"424","0.0000019463694044016737","1.1455990659380066e-9","0.0000036322603803098482"
"425","0.134866106543197","1.2929798119476859e-9","0.2824671960538937"
"426","0.000032308582623544925","7.769215236621586e-9","0.00015653662753693513"
"427","0.12031797190482943","9.438805109411159e-8","0.22880351324142956"
"428","0.11867738617588401","8.812709606246796e-9","0.3874592327708135"
"429","0.037067205311281645","2.0904121748693946e-8","0.1853349642116766"
"430","0.09279527982172406","1.7479938099926673e-10","0.3138489528492947"
"431","1.8181875943874797e-7","1.6316328600062298e-10","8.50273043272744e-7"
"432","0.10156853524831204","5.292431533471637e-8","0.20592544995241902"
"433","0.019702213305601964","1.1207980146719423e-7","0.09850116520459884"
"434","0.03707955265883799","9.563713210789768e-10","0.1853349642116766"
"435","0.00000152969422089746","7.671498041254023e-10","0.000007119123906790643"
"436","0.0000028026597183197207","1.197644254134478e-7","0.000006616301133151206"
"437","0.11455890372485271","3.813651236290699e-11","0.3874592327708135"
"438","0.17626806189905828","0.0008810848488746449","0.3874592327708135"
"439","0.037067345183027386","2.429843270385947e-9","0.1853349642116766"
"440","0.13940316646755058","0.000022831975213544622","0.2824671960538937"
"441","0.01596174549460169","8.725264132962895e-8","0.07978771684654895"
"442","0.06974412087988269","4.077530461462142e-9","0.3487171840860598"
"443","0.03336096524943787","9.47830242166006e-9","0.16680332114015106"
"444","0.000006941301588615843","1.903258051939052e-8","0.0000307744896091569"
"445","0.0045021597308177435","9.664343180658635e-7","0.022265980409325058"
"446","0.1029601396590318","0.004459302579687006","0.16680332114015106"
"447","0.041212648933584714","0.000004354624779067763","0.20592544995241902"
"448","0.05085166498334383","1.6618481679236322e-9","0.2542233011204649"
"449","0.03336273398414859","1.1549330835526156e-8","0.16680332114015106"
"450","8.370584968948824e-7","1.5387089213307093e-7","0.000002743989080101652"
"451","0.00007790220947851482","1.8265583449251904e-8","0.0002969785867666157"
"452","0.03004733155071278","8.285423115599491e-8","0.1501246570593474"
"453","0.06307408870797603","4.826000392951737e-9","0.20592544995241902"
"454","0.09098532429744526","1.317143917290688e-7","0.2824671960538937"
"455","0.000009192554090075503","1.0271873043091912e-9","0.00004172532793775039"
"456","0.06692050430678312","4.2741776563391896e-8","0.3345548444582807"
"457","0.000003852211600132265","1.877413992541171e-7","0.00001657495094410376"
"458","0.07024140360688783","7.311859282184229e-9","0.3487171840860598"
"459","0.09643539380808419","2.7207557064983556e-8","0.3138489528492947"
"460","0.0010915703541601314","6.4189019089380865e-9","0.005247791682852675"
"461","0.09007968130993534","0.00000427535815919718","0.1501246570593474"
"462","0.06016586574716111","1.5260352152152464e-10","0.1853349642116766"
"463","0.013550568407982539","1.1393948770826726e-7","0.06462948683258662"
"464","0.11647617410566613","3.266187273298152e-9","0.3487171840860598"
"465","0.08791362683311316","2.560553766861456e-8","0.2542233011204649"
"466","0.000479219846124044","9.40302903636444e-8","0.0015193821642125376"
"467","0.00001433542334136778","4.991334214289946e-10","0.0000411906319213842"
"468","0.02702395577946783","2.0403752206286965e-8","0.1351136925999833"
"469","0.0759072455869669","4.0553122348012306e-8","0.22880351324142956"
"470","0.08470680462413113","0.000004679832859902847","0.16680332114015106"
"471","0.051923107437422136","6.71974384965154e-10","0.1501246570593474"
"472","0.038658340996929094","1.0925548557432178e-7","0.1351136925999833"
"473","0.051343527444285594","4.69898501758826e-10","0.1351136925999833"
"474","0.048915114629473656","7.689404771098009e-8","0.1351136925999833"
"475","0.1402949793942112","0.000717783300100415","0.3138489528492947"
"476","0.061391058134910026","2.568618758150149e-9","0.2542233011204649"
"477","0.07422532753325829","4.440196768044231e-9","0.2824671960538937"
"478","0.10679104058478828","5.00078386873483e-9","0.3138489528492947"
"479","0.017733212200195848","9.002381882344022e-8","0.088652033695791"
"480","0.09202986935630364","9.348211950712396e-10","0.2542233011204649"
"481","0.04653103808087157","0.000004237691020685556","0.1853349642116766"
"482","0.10124687712772402","3.099741641044667e-7","0.2824671960538937"
"483","0.015985998414254014","3.730247850104925e-7","0.07978771684654895"
"484","0.1233968213306292","1.1796986365519766e-7","0.21913247000025562"
"485","0.08283044968337316","6.312920615036137e-7","0.22880351324142956"
"486","0.000011677744621204176","4.511071345990583e-8","0.000028987979726473132"
"487","0.050846680338182126","4.0948856062749626e-7","0.2542233011204649"
"488","0.021917964137929173","4.934135939181825e-7","0.10944452306596464"
"489","0.08081824984710748","5.362134500986902e-7","0.2824671960538937"
"490","0.04474638995172999","8.600672220933848e-8","0.10944452306596464"
"491","0.0008922319740112415","7.917080605781881e-8","0.004430048343275547"
"492","0.08527451147388096","7.093416598380393e-7","0.22880351324142956"
"493","0.09662738132017695","1.8525230489586575e-8","0.2542233011204649"
"494","0.000002269482025760666","8.224063422129359e-8","0.000007913145566983215"
"495","0.03336121941325212","4.1996806069897145e-9","0.16680332114015106"
"496","0.03065691175109154","3.402194153362222e-7","0.088652033695791"
"497","0.12085203324678659","1.4715690722374678e-8","0.2824671960538937"
"498","0.07054534730464565","9.587613678172564e-8","0.2542233011204649"
"499","0.05480340161517029","1.1446197184534734e-8","0.1853349642116766"
"500","0.1404663411714625","0.038165185897204856","0.22880351324142956"
"501","0.006875620513387139","4.634187633137338e-8","0.03434904895934332"
"502","0.0334679281324608","4.9486078028667316e-8","0.16680332114015106"
"503","0.018063953016442594","3.403412904123487e-8","0.088652033695791"
"504","0.006247176130076031","5.844983441761484e-7","0.030914487553898584"
"505","0.031920499462014106","2.2984116762244317e-8","0.07978771684654895"
"506","0.03570584290830776","0.000008513365836471239","0.09850116520459884"
"507","0.000005646924162156873","1.394952683939486e-8","0.00002432001797517957"
"508","0.04200710857281846","9.266593710444718e-8","0.07978771684654895"
"509","0.10878192279495225","0.00008900874044714278","0.22880351324142956"
"510","0.01861620926722094","1.0429588396961976e-7","0.06462948683258662"
"511","0.014364313880762026","5.680232413156172e-9","0.07180974303906251"
"512","0.04551306616836555","4.3861020665392986e-7","0.1501246570593474"
"513","0.025897908885700406","7.707457284455451e-7","0.06462948683258662"
"514","0.027775071580923526","8.117192310755372e-7","0.05816718444419622"
"515","0.04694195108863588","0.000004075895089240612","0.16680332114015106"
"516","0.10489808888240115","5.868578993907382e-7","0.20592544995241902"
"517","0.02816697942742428","1.6036123683567966e-7","0.07978771684654895"
"518","0.010479003468276344","0.000005399454807863778","0.05235104767162102"
"519","0.04753727226887557","8.320697588145951e-9","0.1853349642116766"
"520","0.04118749703967689","3.482718241483307e-8","0.20592544995241902"
"521","0.044474476980543395","0.0000012748745297852397","0.20592544995241902"
"522","0.0000490001361426344","1.9043099243617593e-7","0.0001621806971004002"
"523","0.09412353005622986","9.075991838541949e-8","0.1853349642116766"
"524","0.03644955144563338","9.127439197964248e-7","0.1351136925999833"
"525","0.03037386477604358","8.790475068615297e-9","0.10944452306596464"
"526","0.03671498781211453","4.436125690940144e-8","0.121603674476911"
"527","0.028181344234666117","5.645280907556658e-9","0.09850116520459884"
"528","0.060651167576559306","3.1902349673338755e-8","0.1351136925999833"
"529","0.027064121685520172","1.2515171942870053e-8","0.1351136925999833"
"530","0.08676121994883054","4.470081466473052e-7","0.22880351324142956"
"531","0.11699359337766524","0.038165185897204856","0.20592544995241902"
"532","0.05560151566988554","9.062078655504988e-8","0.20592544995241902"
"533","0.0369073685058316","1.5008074159072778e-7","0.1501246570593474"
"534","0.04034085178472142","0.0000014925387160391606","0.07180974303906251"
"535","0.017816834482266224","5.92027969812127e-7","0.05816718444419622"
"536","0.06205228824429754","2.96731005646145e-8","0.1351136925999833"
"537","0.039748177167276924","4.6546073088751965e-8","0.1853349642116766"
"538","0.000058865116625887766","7.617367060846159e-8","0.000263897266121284"
"539","0.06384924700384036","5.873639091564376e-7","0.1853349642116766"
"540","0.030029812388857224","9.894718558427645e-8","0.1501246570593474"
"541","0.05011923845873911","0.000002013820952103681","0.1853349642116766"
"542","0.04977737741623593","8.530042952018565e-7","0.16680332114015106"
"543","0.08014440760403793","2.338477538673394e-8","0.16680332114015106"
"544","0.054961135919308846","0.000004614898003644602","0.16680332114015106"
"545","0.04398384597547868","4.3338079407635204e-8","0.10944452306596464"
"546","0.030366585688428795","0.0000029640778884064487","0.088652033695791"
