"Step","env: TAXI - lambdas/Illegal_action","env: TAXI - lambdas/Illegal_action__MIN","env: TAXI - lambdas/Illegal_action__MAX"
"46","0.4074962451562879","0.38734940557751135","0.4495183351297073"
"47","0.40755256030708925","0.38761529494062713","0.44963429415601247"
"48","0.40760484365276267","0.3878804794594153","0.4497429290685593"
"49","0.40765251082447607","0.3881469258171518","0.44984487692802133"
"50","0.40773020808758875","0.3884121784925377","0.45014008336785233"
"51","0.40783531031555703","0.3886727993881917","0.4502437023888807"
"52","0.40790319782985235","0.3889312605245729","0.4501572181860207"
"53","0.4079698359316809","0.38918510347522867","0.4500662575353739"
"54","0.40799081256967507","0.3892765810745395","0.449975137350235"
"55","0.4080521195165816","0.38949970617537594","0.4498856990030375"
"56","0.4081399448273603","0.38971879892821126","0.4497893447142635"
"57","0.4081991768064788","0.3897843758825221","0.44952387697565693"
"58","0.40825571310813197","0.38984959784204254","0.4492623526179627"
"59","0.4082996892243253","0.3899144668306933","0.4490047460183893"
"60","0.40833100935686445","0.3899809662761787","0.44855795502579904"
"61","0.4083286977892193","0.3901986122267374","0.44811081158748584"
"62","0.40834700444301497","0.39040925661359627","0.4476712578141798"
"63","0.40836616808616766","0.3906223572843647","0.4472331369112656"
"64","0.4084309627602448","0.390833435079122","0.44679887688997916"
"65","0.4084526971472856","0.3909042040446559","0.44636358247515096"
"66","0.4084882750044402","0.3909731103400752","0.44608023936198343"
"67","0.408532972563851","0.3910381681203325","0.44599334604450663"
"68","0.4085955453105587","0.3911053739200503","0.44590566132677334"
"69","0.4086741794986649","0.391169234424572","0.4458184053597845"
"70","0.40874584632068","0.39123026119246335","0.44573157610825304"
"71","0.40883217514156983","0.3911407157496855","0.44580095268711883"
"72","0.40888703716795727","0.39106510411138873","0.44587295129975213"
"73","0.40898533386454117","0.39098589273487927","0.44594451863929135"
"74","0.40907180742638427","0.39109116099204116","0.4460156575271087"
"75","0.4091709395234059","0.39119392572158024","0.4460955219327908"
"76","0.4092547189451986","0.3914434620016791","0.44603200503639584"
"77","0.40931657852248093","0.39169287479140136","0.4457789908334632"
"78","0.40934808583797083","0.391936657153132","0.4455310488244107"
"79","0.4093961302149083","0.39218535103036045","0.4452832732736499"
"80","0.40945767191494165","0.39256698676076435","0.4450350549697511"
"81","0.40952292019259673","0.39294699385547643","0.4446324007917834"
"82","0.40962327412892485","0.39331832432675046","0.4442339600944744"
"83","0.4096925626994521","0.39369006826807507","0.44384334230299066"
"84","0.40975779215729596","0.393877295263285","0.44362197407047704"
"85","0.40984696247982316","0.3940605622521176","0.44360634015066597"
"86","0.4099517342730931","0.39409990161469083","0.4435877483354919"
"87","0.41004628710936314","0.39413952402432967","0.44356924575622997"
"88","0.41019784644826063","0.39430622348876854","0.4436934926261486"
"89","0.41036750690112234","0.39463085528261427","0.4438231818935967"
"90","0.41052778321694927","0.3948209897127526","0.4439564747375978"
"91","0.4106539071683125","0.3950096896189226","0.44409700985188727"
"92","0.4107769618984511","0.39519797813529683","0.44423989782498996"
"93","0.4109507278942803","0.39538840534462766","0.4443814791690598"
"94","0.41109215874754435","0.39557790991403097","0.44435462764438144"
"95","0.4111996596647461","0.39577057887973915","0.44411824864867416"
"96","0.4112906081350838","0.39595823440098504","0.44388622556691415"
"97","0.41139522385991123","0.3961444687556118","0.4436554907449923"
"98","0.4114570562012694","0.3962037406431807","0.44328241675815255"
"99","0.41152683962816183","0.3961018992972101","0.44291273691013133"
"100","0.4115803348248974","0.3960031506292203","0.44254582089798433"
"101","0.41166620845245017","0.39590236582889377","0.44218286012197866"
"102","0.41179528217927963","0.3959811999813955","0.4419809338893258"
"103","0.4118921349093026","0.3960601626361277","0.44178011487793023"
"104","0.41206690355887676","0.3961397651950004","0.4417718679174831"
"105","0.4122383267652176","0.3962215408029989","0.44176607767134624"
"106","0.41242416875318516","0.39645047036874137","0.44176454685842786"
"107","0.412628243985724","0.39668092766084034","0.4417648357585907"
"108","0.4128506877836709","0.3969139374149735","0.4419336590967715"
"109","0.41303021976110454","0.3973250673081578","0.4420913871114629"
"110","0.41320990105547395","0.3977319686786997","0.4422441152261395"
"111","0.4134061743309907","0.3981408336328996","0.44239125354360914"
"112","0.41354973512876925","0.3983642074169719","0.44237442557137857"
"113","0.41366255673876473","0.39858398730424754","0.44236010414668103"
"114","0.41374283100362996","0.3988053520004587","0.44232219636482417"
"115","0.41380841623986536","0.3990246782504222","0.4422862917132887"
"116","0.4138750277095462","0.3990976630125136","0.4422438880726222"
"117","0.4139196242386166","0.3991692595663124","0.44220411643796786"
"118","0.4139961525807026","0.3992394738892827","0.44200027387983737"
"119","0.41406760847568513","0.3991282686352474","0.44180785225766334"
"120","0.4141681640361332","0.3990186868339436","0.44177150790867187"
"121","0.41427636030021586","0.3989122708619457","0.44173109615522277"
"122","0.41440913361661097","0.3989930337803876","0.44169148570243066"
"123","0.41453984016649326","0.3990703037613287","0.4416496418213927"
"124","0.4146690707120718","0.3991477193338798","0.4415964819351078"
"125","0.4148325076008839","0.39922320877736855","0.4415435794212935"
"126","0.4149936952181049","0.3992983342016267","0.44163792249248435"
"127","0.41517392319489393","0.39936998871475776","0.44173296030822756"
"128","0.4153076960576322","0.3994449241120693","0.4418226178827456"
"129","0.41545722889677306","0.3995179430337389","0.4420672972331231"
"130","0.41561024464833735","0.39959112773988203","0.442155788843244"
"131","0.4157655015472706","0.39966136581146483","0.4422523131432518"
"132","0.41595191628420614","0.3995458541514945","0.44234283243415945"
"133","0.41618435223102707","0.3995883026801252","0.44259513461465305"
"134","0.41640434722508896","0.3997972911865875","0.4426887383206152"
"135","0.41661694601902155","0.40000583987388805","0.44278366780505635"
"136","0.4167998003688152","0.40021187162330324","0.4427328822024411"
"137","0.4169971936668708","0.4004226796725601","0.4428152979063312"
"138","0.4171871337220394","0.4006293997030347","0.44289969769426357"
"139","0.4173919867892345","0.400839341056032","0.4429652727069825"
"140","0.41762194669791597","0.4011728185920903","0.44303351324941254"
"141","0.4178689305965321","0.4016403820014495","0.4432802016905821"
"142","0.4180787340661878","0.40210231556678744","0.44353242040562"
"143","0.418273939462921","0.40240658826976894","0.4436234362065108"
"144","0.4185041630400332","0.40253533352622833","0.4437139644685129"
"145","0.4187348723578054","0.4028144282570432","0.44380154905932406"
"146","0.4189516600668418","0.4030953452358625","0.4438911213243725"
"147","0.4191647373180495","0.403369121135184","0.4438516316517079"
"148","0.4193762982351955","0.40363840780479115","0.4438141853305923"
"149","0.4195533670531636","0.404026504282638","0.44363856078761965"
"150","0.41972146044130615","0.4044360835313502","0.4434620343807719"
"151","0.41980979267206553","0.4047103130405466","0.4430984933888678"
"152","0.4198867745743792","0.4049890833680976","0.4427352160758593"
"153","0.41998494032603884","0.4052654735520988","0.44237036764309284"
"154","0.42007946565626797","0.40572165244921427","0.4420113037641195"
"155","0.4201906324427761","0.40602401048854014","0.44165797998464523"
"156","0.42036814599092115","0.4064946618398243","0.44130974211726054"
"157","0.4205416157436277","0.4069676812012743","0.44095984737589067"
"158","0.42074961406874084","0.4076034917786272","0.4406174454767915"
"159","0.42094382299126176","0.40811185857773025","0.4402788292044053"
"160","0.4211483274998278","0.408467183919285","0.4400807864715054"
"161","0.42139958033736347","0.40893928242085925","0.4398923323226236"
"162","0.42164687704342835","0.4094073085569172","0.4397079399936721"
"163","0.42191831584209805","0.4100016285899175","0.4395330453206567"
"164","0.4221705226671384","0.41041262258100564","0.43957959818548636"
"165","0.4224674923947399","0.4108201716268541","0.439991833236844"
"166","0.4227755009575156","0.41124118334813164","0.4402440202596495"
"167","0.4230890570167884","0.4116609221843049","0.440498613123114"
"168","0.4233935475477545","0.41191364870716163","0.44075134395805327"
"169","0.42375111931267967","0.4121646283393062","0.4411617445683261"
"170","0.4241210689413218","0.41241441528270345","0.4415855600874905"
"171","0.42449437069470297","0.412544810248396","0.4419805044613342"
"172","0.4249294619792727","0.41267128413978255","0.4425353058548734"
"173","0.4253171949273419","0.4128251466977834","0.4430926195907875"
"174","0.4257368760098976","0.4131366946849983","0.4434738056680985"
"175","0.42612221114904614","0.4134468921297584","0.44371832088606655"
"176","0.42648985806737194","0.4135635422103384","0.4441324023954918"
"177","0.42683806059099816","0.4136724585436909","0.44454586547158453"
"178","0.4271789081921719","0.4139438956369302","0.44495561382980253"
"179","0.4275284067443419","0.4142163048801733","0.44521351524854264"
"180","0.42785128874180184","0.41448913483865785","0.44531022782563057"
"181","0.428152570749713","0.41475685379240956","0.4454512285327855"
"182","0.4283710106848881","0.4152006842591987","0.445425961000626"
"183","0.428596319739553","0.4154862670091537","0.44539957754391085"
"184","0.42874941950051604","0.4156118991081549","0.44537332765825954"
"185","0.42889825902742656","0.41573970793231835","0.4455158892781948"
"186","0.4290627414757292","0.41599897828384724","0.4454828295050035"
"187","0.42923457171587576","0.4162631812929087","0.44545180379927146"
"188","0.4294328198961478","0.4165490299809701","0.4454203134598253"
"189","0.4296502904943931","0.4170172470374313","0.44551135236259054"
"190","0.4298649944354664","0.41748304716694656","0.4457847506405486"
"191","0.4301035734195632","0.4179464353768508","0.4460562577047141"
"192","0.43037905049485403","0.4182372004640333","0.4465224978277024"
"193","0.4306637398146278","0.41852557026174814","0.44702730494147047"
"194","0.4309910258423348","0.41880986625070454","0.44753572863786634"
"195","0.43132009016997597","0.4192212474538973","0.4480465232522151"
"196","0.4316376111400162","0.41950021190367875","0.4483615640466227"
"197","0.43196441374406414","0.41977230446679825","0.44883462616074665"
"198","0.43226046201989493","0.4200392341399567","0.4494615646501366"
"199","0.4325000604892516","0.42011937392331794","0.4500842074223333"
"200","0.4327318508983864","0.42019741602382255","0.4505634273337768"
"201","0.43298751577254013","0.42027506413501325","0.45123808631532664"
"202","0.43322352818534277","0.420530078081813","0.4517094792219453"
"203","0.4334984668363961","0.42096809678438657","0.45197990371420543"
"204","0.4338043992660003","0.4215876218239801","0.45243746680923935"
"205","0.43409599760209394","0.42207649734326286","0.4528848758525673"
"206","0.43438551456796654","0.42256406221727044","0.4535064689524716"
"207","0.4346879507454128","0.42305591693560257","0.4539691866176643"
"208","0.4349885775686412","0.4233120793992572","0.4542702301269882"
"209","0.4352864632316756","0.4237297763537801","0.4543833023485982"
"210","0.4355795017614314","0.42414978200719133","0.4546269114063236"
"211","0.43584832999835177","0.42453113097150197","0.4546685634339839"
"212","0.4361775860067169","0.4251011341802409","0.45485703769772395"
"213","0.43648635266639246","0.42544562813094067","0.4550439089222963"
"214","0.4367655641752366","0.4254490848909128","0.4550397904647873"
"215","0.43707131415291006","0.4254432694009012","0.45504268952518434"
"216","0.4373973635688536","0.42543801363906136","0.4550532202627259"
"217","0.4376701123570326","0.4253060666864245","0.4550585208715998"
"218","0.43796482584783236","0.4251719412140947","0.4550701655095115"
"219","0.43829586815638893","0.4250408311834931","0.4552697462951166"
"220","0.4386669671117702","0.4249092660048711","0.45533807314441366"
"221","0.43910482552803176","0.42490026595918545","0.45560578605967544"
"222","0.4395106072203764","0.42492466764737835","0.4557316452489849"
"223","0.43991786757872803","0.4251162958483813","0.45585884220152856"
"224","0.4403110255427142","0.4253052584620087","0.4561255197030538"
"225","0.44071924360896036","0.4255042688269046","0.45652534832937974"
"226","0.44113976722579","0.4258618345771777","0.4568911230928832"
"227","0.4416096405161718","0.42634328045946307","0.45725457691633126"
"228","0.44209485407466637","0.4268255325050028","0.45782802921710286"
"229","0.44257275084012077","0.42744120828922455","0.4582145261212383"
"230","0.44302536972017376","0.42822091835508747","0.45859606361760163"
"231","0.44340681018652994","0.4290550829060269","0.45877479128865495"
"232","0.4437593822475906","0.4298828353412288","0.45895131638692316"
"233","0.4440929731481475","0.43054380067077314","0.4591289058282454"
"234","0.44442167073869676","0.4311986865295303","0.45937540619850936"
"235","0.4446984843211529","0.4319910622423077","0.4594807644997636"
"236","0.44496528205680674","0.4326106392420937","0.4595725669811916"
"237","0.4451857253392343","0.43310170974371176","0.4596658874846501"
"238","0.4454134442682376","0.4335883468117089","0.4596934541268791"
"239","0.4456872575899594","0.43410460242873317","0.4597247877884825"
"240","0.44597953754809716","0.4346409262326083","0.45990645239161315"
"241","0.4462901397056648","0.4349918579534601","0.4600931036610664"
"242","0.44665339365547674","0.43517170202751654","0.46027621809198377"
"243","0.44704749476977934","0.43534889970333107","0.46059658336040743"
"244","0.4474559539889949","0.4355240604147543","0.4608366146010225"
"245","0.44789470126035935","0.4357158176749818","0.46107923917094706"
"246","0.4482644474207815","0.4359139021907453","0.46135869680254205"
"247","0.44865964745565545","0.4362556752126287","0.46167906489062277"
"248","0.44901577453846614","0.4365959539519705","0.46221987096909073"
"249","0.44940070175882285","0.43694802095179563","0.4625764140923161"
"250","0.4498115621053251","0.4373003834985669","0.46292870317919793"
"251","0.450202773637162","0.437647599571117","0.4634371170396041"
"252","0.45056380410422114","0.437993313704033","0.4637682455579681"
"253","0.45090743654656895","0.4383381376587854","0.4639552714308457"
"254","0.4512780271359026","0.4388139599962217","0.46404042231934695"
"255","0.45163085690934696","0.4391229744543875","0.4643877432843306"
"256","0.4520441398108166","0.4395820983464475","0.46455626479946577"
"257","0.4524573994382761","0.44003621146265937","0.4647232934257253"
"258","0.45285104320527747","0.44048959994178927","0.46503272079564256"
"259","0.45322228632161876","0.44075308505744754","0.4653775067760574"
"260","0.45352672063523797","0.4408285570810312","0.46555662429634476"
"261","0.4538356567269604","0.44089746992522527","0.4655788121512754"
"262","0.4541248038095958","0.4411128645241162","0.4657884002330972"
"263","0.45444329826553104","0.4415281601073768","0.46631582177394015"
"264","0.45476962444692004","0.44180683921089264","0.4670567544990337"
"265","0.45513418015407014","0.4422886666397634","0.4678523374855357"
"266","0.45552388959815293","0.4427956900973161","0.46847677402776816"
"267","0.45598808043920025","0.4431569868602787","0.4693163393684906"
"268","0.4564537058009034","0.4435167650646004","0.47014642671989065"
"269","0.4569262474327373","0.4440239077951556","0.4707834845261523"
"270","0.4574240330316389","0.4445209722285841","0.47141482096401044"
"271","0.45794136710456995","0.44502226827867003","0.4718414847157046"
"272","0.4585757582516412","0.44555271913705097","0.4722923488133697"
"273","0.4592402930315317","0.4460599134611774","0.4728206989260008"
"274","0.4598346358247446","0.4467747720235521","0.4731235529886353"
"275","0.46043907158771863","0.4474082014565333","0.4733915605718021"
"276","0.4609924513916036","0.44785470287701695","0.4736604441001713"
"277","0.4614758052097188","0.44848589356105095","0.47391581156297846"
"278","0.4620303049032845","0.449290222630359","0.4741638777927678"
"279","0.4625602846346816","0.45012783188504557","0.4745608398654659"
"280","0.46309428839982364","0.45111667856853377","0.47495614041050377"
"281","0.4635756043708881","0.452099334630988","0.47534015289360454"
"282","0.46395553408101725","0.45288804475932215","0.47569636774643165"
"283","0.46423452549199623","0.4534821880620392","0.4759834612884258"
"284","0.4645586657840922","0.4538615300060383","0.47644241158914524"
"285","0.4648435965126626","0.4542680264987036","0.47672946823042994"
"286","0.4651360419781462","0.45483222082586405","0.4772342988368449"
"287","0.46545086294289695","0.4553251759197485","0.47773842920509374"
"288","0.4657809677999428","0.4556342735401341","0.4782481194528197"
"289","0.46607769304681507","0.4558881895107201","0.47860616354868385"
"290","0.4663856789546121","0.45612384979470266","0.4791185822848296"
"291","0.4667289312453745","0.45635682585934295","0.47987646331135986"
"292","0.4671212254660653","0.45682282341385233","0.48042570755055963"
"293","0.46751163923456796","0.4572931464036989","0.4808093672814308"
"294","0.467920974558111","0.45776911306298473","0.4812551983930685"
"295","0.4683475876187809","0.45827816802946403","0.48182788186163544"
"296","0.4688043385188484","0.458777816393855","0.48232102779264907"
"297","0.4693068313327536","0.45933165518882163","0.48280438321338803"
"298","0.4697450747098365","0.4598779887917393","0.4832892424795482"
"299","0.4702288775496757","0.4604595997419724","0.4837692527302683"
"300","0.470703296695683","0.46090443803062975","0.484077224226787"
"301","0.4711822563600695","0.4615163974895361","0.48434488694058486"
"302","0.4716045733231279","0.4620790784911425","0.4846112967883761"
"303","0.47204365081249866","0.462780994967011","0.4848771683763103"
"304","0.4724813352449508","0.4636717555087314","0.48504170081778847"
"305","0.47296523698029735","0.46455213628017705","0.4852976782149991"
"306","0.47337423417406843","0.4652733890704147","0.48540132966206734"
"307","0.47372755074521244","0.4659644830191476","0.48548669514345577"
"308","0.4741380543673455","0.4662678402091253","0.48576190709581174"
"309","0.47451863938166544","0.46636104428419306","0.4861728241237611"
"310","0.4748974854263236","0.4663257029542083","0.4868053500331129"
"311","0.4753316303665497","0.4664908502212728","0.48744252806371413"
"312","0.4757603419532055","0.46665723094500405","0.4880707447371196"
"313","0.47623666087337496","0.4668282268824113","0.488698623891661"
"314","0.4767428255005187","0.46701330715617256","0.489180021252812"
"315","0.4772303698769762","0.4672408941417025","0.48962915941702156"
"316","0.47779864600512834","0.4674660981320057","0.49028193847280466"
"317","0.47837535013326316","0.46781310639599266","0.4909539235321945"
"318","0.47886940968411496","0.46812799111354236","0.4915690008149224"
"319","0.47933867000661995","0.46858610049873334","0.49204938321682556"
"320","0.47985314214163466","0.4692367743075491","0.4924703452579303"
"321","0.4803149350939761","0.4696927525527441","0.4928530579989709"
"322","0.48080040293750087","0.47014739747867956","0.49343351011715164"
"323","0.48131724719308944","0.47072244169564886","0.4942354663112155"
"324","0.48182254057284524","0.4711181851714209","0.4950381754843353"
"325","0.48231709614170504","0.4715306188128265","0.4958335654470264"
"326","0.48280060387788837","0.4719383667026002","0.4966017344898013"
"327","0.48329333439110844","0.47236285524887267","0.49731160660856666"
"328","0.4838922883126962","0.47281723930991887","0.4980637662174753"
"329","0.4845351016090157","0.4733354888458541","0.4990234882334772"
"330","0.4851533324150409","0.4736574710219981","0.4998257072697712"
"331","0.4857567931102268","0.47397662965854964","0.5005907176169149"
"332","0.4863191592916455","0.4742929727668013","0.5013169547485575"
"333","0.48683792129427106","0.4744816348887626","0.501975859053749"
"334","0.4872971499121614","0.47467430318630954","0.5026236736109166"
"335","0.48771691431629166","0.4746589893157585","0.5030731698606652"
"336","0.48813877657468135","0.474860595938473","0.5033257082017873"
"337","0.48851380865402383","0.47508079393667424","0.5035429452718023"
"338","0.48880317057292","0.47512613845995116","0.5035739391417606"
"339","0.4890745368067237","0.47517264215749505","0.5033895223959195"
"340","0.4893335745332898","0.4752161191495991","0.503391537713184"
"341","0.4896329832895693","0.4754479603297804","0.5032509427907245"
"342","0.49004590009918286","0.47586473046478195","0.5031246316200679"
"343","0.49049993889150284","0.47647508382842957","0.5030684486583917"
"344","0.4909942897311838","0.4772703989255744","0.5032054516992823"
"345","0.49149641624394624","0.47805535354132833","0.5033515873277008"
"346","0.49203312121013265","0.47881657301609887","0.5036779241729975"
"347","0.4925994133224051","0.47939977068290485","0.5040906990195128"
"348","0.4931964869328497","0.4801253167484932","0.5046708191905326"
"349","0.4938147217549676","0.4808093623852285","0.5054491317111286"
"350","0.4944644006489291","0.4816974543695015","0.506044413560262"
"351","0.4951147044428924","0.48252144737207664","0.5066388837828976"
"352","0.4957229045030142","0.48332181931081025","0.5072631606686281"
"353","0.49625679008843393","0.48391238835264855","0.5076483800954672"
"354","0.49681567327848486","0.48451984320709973","0.5080472719500041"
"355","0.4973921560293662","0.48527618621948004","0.5085893121783097"
"356","0.49794975819834253","0.4860195230191951","0.5091799049855106"
"357","0.4985365692141534","0.4869556475339007","0.5095406336946874"
"358","0.49915205736816015","0.4877300600190163","0.5097199681993088"
"359","0.49976147039251345","0.4885436522387126","0.5098668360158568"
"360","0.500380913806028","0.4893157861553502","0.5102484514943267"
"361","0.5010252597316525","0.4901470132620707","0.5108347822242799"
"362","0.5016345399696378","0.4909811959063439","0.511211441970914"
"363","0.5022811596590483","0.4919653405832656","0.5115895694827164"
"364","0.5029073298463403","0.49294184991717216","0.5117662434166309"
"365","0.5035213897566895","0.4937500336887662","0.5119754153567702"
"366","0.5040956098699587","0.4945634731081795","0.5127093078519014"
"367","0.5046837384603635","0.4953325467349729","0.513406668158546"
"368","0.5052909299227927","0.4962629991281129","0.5140792752334636"
"369","0.5059029482834269","0.49713430406012854","0.5145609414922407"
"370","0.5065229389659095","0.4980434302462097","0.5150753012221999"
"371","0.5071323271559063","0.49892456552039555","0.5155447994959307"
"372","0.5077805909711878","0.4998099524864237","0.5162564687325404"
"373","0.5083726038970857","0.5005411018478327","0.5167431256262743"
"374","0.5089672864249939","0.5011939106958948","0.5170688800224827"
"375","0.5096148477584735","0.5018500034277378","0.5173223842206622"
"376","0.5102907194161367","0.5025298844051252","0.5177232260078855"
"377","0.5109200153448461","0.5030517734731094","0.5182211177614846"
"378","0.511506886107244","0.5035958030849426","0.5187624697730988"
"379","0.512069389412389","0.5041673209115966","0.519316853493357"
"380","0.5126093856443914","0.5047594613571058","0.5199307455412038"
"381","0.5131437031590675","0.5051614239571866","0.520548738859104"
"382","0.5136654403506644","0.5053599734176575","0.5210751891569283"
"383","0.5142780536859322","0.5057402227158685","0.5218576995443942"
"384","0.5149229531547264","0.5061165200603448","0.5227944702388934"
"385","0.5155717933456927","0.5067017466990027","0.5235377434501142"
"386","0.5162436527629914","0.5072423439969129","0.5243204669903239"
"387","0.5169443696081427","0.507962480793448","0.5250882667895218"
"388","0.5176945907451651","0.5086960905393004","0.5257589464126367"
"389","0.5184717960534104","0.5094501754376791","0.5266281649911635"
"390","0.5192116860840769","0.5101386119795628","0.5274558665233594"
"391","0.5199817898535559","0.5109774283192844","0.5282641008942482"
"392","0.5207312396243153","0.5118138347888135","0.5290668064285636"
"393","0.5214334111129088","0.512590719048079","0.5296041348860192"
"394","0.5221561580422039","0.5134530645135524","0.5301868824332696"
"395","0.5228393754535114","0.5142634778909687","0.5308994632349481"
"396","0.5235034549416502","0.5150573166427937","0.5316024034686172"
"397","0.5241554269543746","0.5156631910029866","0.5322334180808639"
"398","0.5247536365836647","0.5162561647872567","0.5329347155435861"
"399","0.5253493205557962","0.5168425836973833","0.5335954904065037"
"400","0.5259880289507664","0.5174208626559922","0.5342516376185492"
"401","0.5265977813160513","0.518021276869045","0.5347044927541797"
"402","0.527244187905208","0.518611930529947","0.5351920357469232"
"403","0.5278507773172475","0.5192640061734212","0.5359149124546512"
"404","0.5284013442717769","0.5196779063295709","0.5366398866786357"
"405","0.5289536184492392","0.5201532725944108","0.5372317362262972"
"406","0.529475439565719","0.5205896640312024","0.5378761208502776"
"407","0.5299599085200792","0.5211757607588319","0.5386103267190367"
"408","0.5305229605987323","0.5217585192633062","0.5393206731869522"
"409","0.5311117033186781","0.5223581439097644","0.5400437117457154"
"410","0.5317309380669935","0.5230102718084841","0.540763271631756"
"411","0.5323848959785217","0.5237376612528759","0.5417016494228397"
"412","0.5330371606707139","0.5244721252460767","0.5426421136274641"
"413","0.5337883803831303","0.524988779385801","0.5435203783860407"
"414","0.5344735685014748","0.5257333432413166","0.5441791107269282"
"415","0.5351951256767821","0.5264368239905248","0.5450219801053772"
"416","0.5359522331533958","0.5271663081445765","0.5457885529364166"
"417","0.5367278764226805","0.5277351041635622","0.5464968794241065"
"418","0.5374583049499542","0.528327949443462","0.5472057874500014"
"419","0.5381842499961462","0.528814986608767","0.5479899313991414"
"420","0.5388867134088697","0.5293032953419397","0.5485330357998269"
"421","0.5395328348156789","0.5297681612230227","0.5488504172416648"
"422","0.540157448992689","0.5304301374434764","0.5489419961514178"
"423","0.540770454441877","0.5312508433311288","0.5490679291463341"
"424","0.5414248135310561","0.5320021581154893","0.5493897483470938"
"425","0.5420174941693231","0.5325606186520551","0.5497048445333507"
"426","0.5426183426703692","0.5331258178944637","0.5500237166209995"
"427","0.543256114194731","0.5339421424547012","0.5502973976893382"
"428","0.5438325523657276","0.5346801900573397","0.5503685623865736"
"429","0.544442546257364","0.5354303344672396","0.550775166327694"
"430","0.5450057660453488","0.5361102987705942","0.5518557993867733"
"431","0.5455834237127251","0.5367713253394956","0.5528670393861834"
"432","0.5461433194327232","0.5374235215342263","0.5536451548346146"
"433","0.5466634515252207","0.5381083172169911","0.5543383192920257"
"434","0.5471707540067161","0.538616520098875","0.5549910167687121"
"435","0.5477638451278516","0.5393106385563254","0.5556899254269199"
"436","0.5482982907553094","0.5399865300339404","0.5561140873908453"
"437","0.5487958383519029","0.5405700196163602","0.5563248449746194"
"438","0.5493338685091291","0.5411746067820264","0.5565037056249952"
"439","0.5498234314804976","0.5418542659428175","0.5567606966102351"
"440","0.5502917774576362","0.5423429420620179","0.5572273114247539"
"441","0.5507095764074704","0.5427701505762682","0.5574358637103382"
"442","0.5511787678622272","0.5432305299925945","0.5576379799432776"
"443","0.5516855826343188","0.5435060012415593","0.5578068853001231"
"444","0.5522146914688344","0.5435717661402362","0.5581604698077416"
"445","0.5527073174872326","0.543422776356666","0.5585462722329018"
"446","0.5532512706824585","0.543454143605414","0.5589902734845094"
"447","0.5538017149985789","0.5434731249829038","0.5592463714956928"
"448","0.554308204768683","0.5435579453705335","0.5598519017992047"
"449","0.55484236300154","0.5436370996786217","0.5606504892017427"
