"Step","env: TAXI - lambdas/Objective","env: TAXI - lambdas/Objective__MIN","env: TAXI - lambdas/Objective__MAX"
"46","0.36482083360387174","0.32247006285077273","0.38494540913362596"
"47","0.3646557855868596","0.3222519656285609","0.3845781436392526"
"48","0.3644905115047095","0.3220301297679394","0.3842068720255343"
"49","0.36432314525206366","0.32180501692316443","0.3838268069816617"
"50","0.36412140129360304","0.32142778313355297","0.38343848478271453"
"51","0.3638870842362213","0.32120828034313603","0.3830409949342661"
"52","0.3636816316632313","0.3211462285791575","0.38282428820246395"
"53","0.3634761738133865","0.3210809851813192","0.3826057818123252"
"54","0.36332032476128423","0.32101562986845095","0.3825493939725221"
"55","0.36311372107156864","0.3209514762785253","0.382310634053628"
"56","0.3628729019223926","0.3208823906908802","0.38188992789371745"
"57","0.36263880472687504","0.32098386521587224","0.38147130730134904"
"58","0.36240369933870903","0.3210865052029372","0.3810576456315117"
"59","0.36218800120347455","0.32119030740679605","0.3806479553194777"
"60","0.36199525032552154","0.3214481859244745","0.38024317583512457"
"61","0.36183559855757064","0.32170234471275283","0.3798452009522342"
"62","0.36166739706826895","0.3219585076596404","0.37944871342927006"
"63","0.36150097010027216","0.3222122814011466","0.37905418663326546"
"64","0.36128677380131463","0.32246543698561764","0.37872988095089594"
"65","0.36112442729326977","0.32271446302508794","0.37845963358420637"
"66","0.3609423770888053","0.3227789215778161","0.37843674632634033"
"67","0.3607666284952412","0.32269290536276124","0.37841971739513536"
"68","0.3605773830037379","0.32260644219384543","0.3783994043131502"
"69","0.3603742271177685","0.32252041423218025","0.3783777418092765"
"70","0.3601658875991252","0.32243481928246914","0.37835185747390404"
"71","0.3599386206247136","0.3221714759178973","0.3783294491129253"
"72","0.35974341241513896","0.3219116636116024","0.3783057013589701"
"73","0.35949825921216993","0.3216531649563672","0.3782791808125523"
"74","0.35927554486692637","0.32139597334394554","0.37810941977581414"
"75","0.35903599366760486","0.32114667017531995","0.3777635096545704"
"76","0.35881738411107833","0.3210860696789042","0.37742647443563226"
"77","0.3586137584627733","0.3211793536827763","0.377089154532382"
"78","0.3584442600411575","0.3212747359663267","0.37675347091397127"
"79","0.3582602861112609","0.32136869241280536","0.3764213323875492"
"80","0.35805993651351364","0.3214607903311717","0.37609080424644"
"81","0.35786756684285553","0.3217298639107057","0.37560474665891036"
"82","0.3576464532123048","0.3219987165028847","0.3751266942360907"
"83","0.3574591501038469","0.3222699972723768","0.37465707755452077"
"84","0.35726642517574936","0.32237083257298943","0.37416717344305267"
"85","0.35706282477519585","0.32232953899612354","0.37385754222993167"
"86","0.35684295722742915","0.3222862496766624","0.373545109653292"
"87","0.35664455441579057","0.3222431780930717","0.37323132677115767"
"88","0.35637590131106006","0.3220137847844019","0.37292097624847675"
"89","0.35609557225263927","0.32178993188567556","0.37260974573914346"
"90","0.35583858395472967","0.32157026663516486","0.37230288889976293"
"91","0.3556119994963086","0.32135740531115276","0.37215039714848175"
"92","0.35538329548176606","0.3211477889846389","0.37199724011518226"
"93","0.35511217282331387","0.3209387609284843","0.3717105548627647"
"94","0.354875718377812","0.3208993894146671","0.37159296035236233"
"95","0.35467288293560595","0.3209984555043793","0.3714721372993195"
"96","0.35448679291043095","0.32109916192595717","0.37117465261804594"
"97","0.35428474959777134","0.3211993024972064","0.3708790853831143"
"98","0.35413900003430226","0.32148445582295543","0.3705830454994427"
"99","0.3539714439116385","0.32176889455467533","0.3701334183435577"
"100","0.3538198831972261","0.32205218478466785","0.36968635634309194"
"101","0.35363893814787806","0.3223352173246386","0.3696946413854285"
"102","0.35341023937230825","0.3224428326502607","0.3695964729841577"
"103","0.35321447241695514","0.32254986124318724","0.36949926396806987"
"104","0.3529366906410015","0.32250635611146644","0.3694034865590448"
"105","0.35265881813350297","0.32246483546698707","0.3693105644809733"
"106","0.3523675385253494","0.322426613440657","0.36905561588605024"
"107","0.35206388381032777","0.32238990753693375","0.3688042526831272"
"108","0.3517462525613169","0.32218662413492394","0.3685574082928189"
"109","0.35148346743202097","0.32197682616241474","0.36817811937228223"
"110","0.3512228329728363","0.3217649638792552","0.367798113234158"
"111","0.3509474003771554","0.3215506104172629","0.36742310838823866"
"112","0.35071785241799547","0.3215081550567149","0.3671798502782784"
"113","0.3505218847651622","0.32146767620995254","0.36693536248870995"
"114","0.35035866686075046","0.3214102123521597","0.3666944066050983"
"115","0.3502131748647107","0.3213543601484096","0.3664536377054012"
"116","0.35006859472187474","0.3212939415246777","0.3663799150567427"
"117","0.34993742691097574","0.32123559011365055","0.36630560373508897"
"118","0.34977612812633363","0.32134741363280145","0.36623070706162814"
"119","0.3496109046676973","0.3214661244395182","0.36628932652253765"
"120","0.3494114849740962","0.3214077811460058","0.36634858686184146"
"121","0.34919026113388335","0.32134664540692337","0.3664099107486062"
"122","0.3489620272845283","0.32128625872578875","0.36634306877764167"
"123","0.34873375726420336","0.3212244128233348","0.36627370208057974"
"124","0.348507437576983","0.3211545019405867","0.36620514897507245"
"125","0.3482537297044059","0.3210849436267209","0.36613550571386205"
"126","0.34799930885084296","0.3208336344312172","0.3660662028399993"
"127","0.34773283024325846","0.32058446841226423","0.3659943899341578"
"128","0.34751821903119917","0.3203330299605326","0.36592625226367914"
"129","0.347287040324114","0.31990686080050085","0.36585702348405963"
"130","0.3470606016138703","0.3196592535271013","0.3657886081688453"
"131","0.3468388136946968","0.3194190487237903","0.3657181545873929"
"132","0.34658517480622675","0.31917609122745483","0.3657775046929407"
"133","0.3462832053156947","0.31876311349130565","0.36568148170029774"
"134","0.34600301768501046","0.3185269472842296","0.36543937471929466"
"135","0.3457170911023787","0.3182932826737836","0.3651988926626233"
"136","0.34546812433180474","0.3182443679019298","0.364958130944127"
"137","0.3452029261297497","0.31800335469754204","0.36472372885604065"
"138","0.3449341984803496","0.3177653101754497","0.3644875948332849"
"139","0.344650460533902","0.3175153056659364","0.36425637247064346"
"140","0.3443317185208912","0.3172687597341544","0.3638405351944993"
"141","0.34399804107626836","0.31686395132396256","0.3632507737397786"
"142","0.34369522030283195","0.3164659341578788","0.36266035717009243"
"143","0.34341295514987513","0.3162430371262594","0.3622306755065722"
"144","0.3430730583136159","0.31602125735842285","0.3619445916066419"
"145","0.3427378150744044","0.3157988396271267","0.3614975502542566"
"146","0.34242265650006665","0.31557928706252186","0.36105547734359617"
"147","0.3421062125218614","0.31555634415719275","0.36061032871557214"
"148","0.34179076480222836","0.3155348274718305","0.3601644856490182"
"149","0.3415100334119189","0.3157018959188147","0.35953037218768436"
"150","0.3412536602314404","0.3158667791969455","0.35891995030867097"
"151","0.3410824636156693","0.3161837337419384","0.3584911452421069"
"152","0.34093194265285587","0.3164976282372963","0.35806956175444976"
"153","0.3407409229197993","0.31680716173007756","0.3576490490978923"
"154","0.3405799122098666","0.3171176174591399","0.3570934041375965"
"155","0.34040368120762365","0.31742899770371424","0.35670332003014776"
"156","0.34016534575804924","0.3177408653228902","0.35616741823422166"
"157","0.33992757850038025","0.3180483881829259","0.35563764839792267"
"158","0.3396620786631282","0.31835818267191796","0.3549576447099708"
"159","0.33941612470587307","0.31866760561132024","0.3544678290285471"
"160","0.3391499232478434","0.31878835531035693","0.35414507749963847"
"161","0.3388353973633943","0.3189146194419096","0.35363025274631593"
"162","0.3385200885722899","0.31904241148156237","0.3531158400923625"
"163","0.3381975848196069","0.31917569235157506","0.35241842177403365"
"164","0.337889369529347","0.31930870992519744","0.35186423514891546"
"165","0.33753051921344496","0.3188849347756019","0.3513112098948872"
"166","0.3371559101726624","0.31846735854480585","0.35077376237884855"
"167","0.3367876770303822","0.3180544572957315","0.35023924040531246"
"168","0.3364142893025937","0.31764312675086287","0.3498616722564634"
"169","0.3359984467741273","0.31706115952825387","0.3494854514203992"
"170","0.3355661821767672","0.316492898625914","0.34911103674933835"
"171","0.33511051114510004","0.3159080128286544","0.34893294593234825"
"172","0.3345890425487874","0.3151547689463111","0.3487529420305332"
"173","0.33412068652198673","0.31440847052950077","0.34859746384086265"
"174","0.3336232168838485","0.3138286277481936","0.3482819689041965"
"175","0.3331629192393116","0.3134421224769527","0.3479679240018535"
"176","0.3327184103292794","0.31289217758784477","0.34778797063936273"
"177","0.33229101908989617","0.31234567573810135","0.34760288331365674"
"178","0.3318901755506912","0.31180042456086565","0.3472614808137096"
"179","0.33147058424235115","0.3114380707070055","0.346923542105835"
"180","0.3310625640201051","0.311250871077293","0.34658858582601354"
"181","0.3306986252609133","0.3110958783919189","0.34625197606320846"
"182","0.3304203986705036","0.3111111578494611","0.34577100578864517"
"183","0.3301201928665142","0.3111254913299753","0.34545577568049557"
"184","0.3298823211736054","0.3111397523141372","0.3453037877222782"
"185","0.32964152828486176","0.31098660905549264","0.3451548456487248"
"186","0.3293863002025046","0.31099722530634133","0.34482267793067845"
"187","0.32911029670286507","0.31100909024025025","0.3444971555248183"
"188","0.3287994518351558","0.3110204604137771","0.34419205336618497"
"189","0.32847645783492774","0.31103351005756125","0.3437465939374106"
"190","0.3281541179448172","0.3110451903545082","0.3433026166008361"
"191","0.3277945622226096","0.3110594175529299","0.34286011764576"
"192","0.32740617346772943","0.3110792201153665","0.3425726866419996"
"193","0.3270258096919005","0.31093377503937314","0.342285665483382"
"194","0.3265933192978923","0.3106060200673846","0.3419976782907888"
"195","0.3261659592598698","0.3103385743363654","0.34152286388659403"
"196","0.32576235541491483","0.31003139963971027","0.3412366051974741"
"197","0.32536588695018587","0.30955024761698435","0.3409470984105271"
"198","0.32500586070992254","0.30889313724679557","0.3406557405520959"
"199","0.32469136456588266","0.30823756490859194","0.34050786486046436"
"200","0.32440168831632177","0.30777348635987195","0.3403593502585995"
"201","0.3241032703699007","0.30716100496574433","0.3402115731869244"
"202","0.3238223283324894","0.3066995103642129","0.33991595482815956"
"203","0.32348975544393005","0.30638988230374115","0.339478083809504"
"204","0.32315323189796363","0.3059245442299737","0.33889744528181015"
"205","0.3228365637232203","0.3054557188213831","0.33850831237892987"
"206","0.3225200590988324","0.30482302710977077","0.338121273304199"
"207","0.3221899709919168","0.30437242125675423","0.33754933561925976"
"208","0.3218611907857725","0.30410110502363485","0.33712455041945844"
"209","0.3215348808137312","0.30399040480266326","0.33669983477736165"
"210","0.32120784720018175","0.3036836997508523","0.3362761030761945"
"211","0.32089430864988505","0.3035285050954927","0.3358578932725718"
"212","0.32051303275662824","0.30318820540732344","0.3354016332921475"
"213","0.32014772303583805","0.30284916371628445","0.335088627744502"
"214","0.3197943854410469","0.3026691723634523","0.33492872330743273"
"215","0.31940671878164284","0.3024947903718299","0.3347623785006403"
"216","0.318979782284751","0.3023264123640778","0.33459733174067574"
"217","0.318601735145715","0.3021554841987534","0.3346245246020828"
"218","0.3182128734132833","0.3019896874580601","0.33464929612198646"
"219","0.3177950911409092","0.3016660863628111","0.33467573743807394"
"220","0.3173525794051467","0.3015410682971025","0.334701120929596"
"221","0.31684574675749666","0.3012656092650994","0.33453142991971485"
"222","0.31637601292833883","0.30118169458245964","0.3343888889374336"
"223","0.31591111314289805","0.3010994560636822","0.33408791523804515"
"224","0.3154666215136564","0.3008268922041447","0.33378705040542034"
"225","0.31500673924872497","0.3003610140068799","0.33349625387348064"
"226","0.31453086163129684","0.299876091012317","0.3330412267763101"
"227","0.31400943077357457","0.29939304055779425","0.33239592273418406"
"228","0.31347393358797326","0.2987678809493206","0.33175583648602686"
"229","0.312937254822549","0.2983077819549515","0.3309337953173249"
"230","0.31241512087613343","0.29784771592783693","0.3299542798437954"
"231","0.31196271770473744","0.29754166635175633","0.32902297972314604"
"232","0.3115227647921515","0.29723628605380126","0.3280927969609767"
"233","0.3110994328661031","0.2969336812143249","0.32733079251191877"
"234","0.3106754639133996","0.2966776535978933","0.32656939034924565"
"235","0.31030457057490624","0.2966144546657378","0.32562835169300547"
"236","0.309956168452865","0.2965431352117085","0.3248520387803269"
"237","0.3096632962595852","0.29647342572416424","0.32427299110513885"
"238","0.30935069527530046","0.2963619517804397","0.32369477505420957"
"239","0.3090162542044343","0.2962535655687337","0.32314273921291065"
"240","0.3086685686958853","0.29596081048733247","0.3226095762618781"
"241","0.3083072858737352","0.29567328187400976","0.3222306685801135"
"242","0.30789919199861016","0.29538548441447116","0.3220156922435935"
"243","0.3074587388913993","0.29490611313432613","0.3218004228186105"
"244","0.3070027572346704","0.2943787263010318","0.3215853070322294"
"245","0.30651367969659143","0.2938565077563064","0.32138408425231796"
"246","0.30609492298989244","0.29336119426849994","0.32118913943921906"
"247","0.30563918776349086","0.29286832468149165","0.32081414781253764"
"248","0.30521622190355113","0.2922735804921888","0.32044089223744604"
"249","0.3047598514566613","0.29183812459426345","0.3200790913542779"
"250","0.304295770497673","0.2914030515957997","0.3197202751530277"
"251","0.30384873038241866","0.29078879045167916","0.31936045414032016"
"252","0.3034416575436599","0.29028815341996256","0.3190022872903809"
"253","0.30305377512298054","0.2896611700903152","0.3186462086032428"
"254","0.30263141559124684","0.2892366974736861","0.3181011067714882"
"255","0.3022276677420904","0.28881547307500394","0.31772587222598436"
"256","0.3017551509536605","0.28856562322310597","0.3171752693733841"
"257","0.30128628446362576","0.2883165871131897","0.31662498491294916"
"258","0.3008357699981075","0.2878782137620431","0.31607809787023444"
"259","0.3003999971760856","0.2874647022802857","0.31568521633867547"
"260","0.30000821100806757","0.28723098136277236","0.3154466294103758"
"261","0.2996229648211188","0.2871812019071304","0.3152048650381979"
"262","0.2992554313331222","0.28713167160826375","0.3147834367918032"
"263","0.2988540432341928","0.2869056460906534","0.31422165093782894"
"264","0.29845891129023333","0.28618487201965576","0.3138522577829609"
"265","0.29806410024297325","0.2855020685140445","0.3133441787034478"
"266","0.2976603336704854","0.28499829640419616","0.31285756263867015"
"267","0.2971943090443586","0.2843496704243927","0.31255694127129374"
"268","0.29673273907330133","0.28369937693836106","0.3122576636855736"
"269","0.29625230820995985","0.2832156552501514","0.31177921140611115"
"270","0.29576293281124116","0.28273184152585107","0.31129718987092647"
"271","0.29526253363599786","0.28240739956293615","0.3108216274366186"
"272","0.29467206090876463","0.28209986728190006","0.31036983944273383"
"273","0.29407631722623057","0.28184090455563526","0.3099052298630127"
"274","0.2935541571121891","0.28172842602597953","0.30930321043101755"
"275","0.29298536221279614","0.28159646294123025","0.3086491064312601"
"276","0.29244367280830236","0.28146630029724506","0.30815526649256797"
"277","0.2919465577711277","0.2812512679538216","0.3075074048052486"
"278","0.29138589928584135","0.28050108099767956","0.306698120119222"
"279","0.29086844883392055","0.27977335596048364","0.3059166302099068"
"280","0.29033027711651616","0.2792407780804503","0.3049586158304289"
"281","0.2898190004358216","0.2787085516757048","0.3040021049726508"
"282","0.2893870368528325","0.2782220296685499","0.3032048366938683"
"283","0.2890348092059567","0.2779034608910998","0.3025661335723661"
"284","0.2886283836644007","0.27758428995349105","0.3020719686224164"
"285","0.28825710960441686","0.2774224766083605","0.3015993009551704"
"286","0.28789326303006824","0.27725739876423855","0.30095155741346735"
"287","0.2875175001065292","0.2770935184643097","0.30026125026439415"
"288","0.28712577854307597","0.27689935642941554","0.29973716846946724"
"289","0.286745004998777","0.27664996067334263","0.2991804581149173"
"290","0.28634468132598356","0.2761416638129531","0.29861553103767013"
"291","0.2859116475825774","0.2755004575960286","0.2980526175438071"
"292","0.28542983918012416","0.27502122643152616","0.2973636183382611"
"293","0.2849502626772607","0.2747279505686582","0.29668210827221286"
"294","0.2844575642106582","0.27447235149722266","0.2960088784849202"
"295","0.2839507862931062","0.2740137802726181","0.2953615480982055"
"296","0.28341014805114095","0.27351327274224746","0.29471257646714594"
"297","0.28284546972811003","0.273010632698119","0.29410271237819435"
"298","0.2823292271504756","0.2725122535147016","0.29349221163860956"
"299","0.28178786036035025","0.27201453368936385","0.29290830757196445"
"300","0.28124467334674486","0.27170034988647873","0.2925219510435465"
"301","0.2807083079385501","0.2711363031096396","0.2919639440101938"
"302","0.28022426924494204","0.2703218586437809","0.29137867675598234"
"303","0.27972627234997305","0.269667981924018","0.2906049003999769"
"304","0.27923107907463807","0.26884590367998157","0.28967443008315064"
"305","0.2786831566715791","0.2680520160925628","0.2887431820681504"
"306","0.27820568354996367","0.26726277682477895","0.28799852684130667"
"307","0.2777542781923229","0.26663867645150857","0.2872400824143736"
"308","0.27725593014593775","0.26603208870879286","0.28631223181621046"
"309","0.27677068209278666","0.26540091091429585","0.28539316682942484"
"310","0.2763146031323341","0.26479941227858594","0.2842773382624663"
"311","0.2758114928327939","0.26439117942718704","0.28326190141541674"
"312","0.27530897735405835","0.26413608631529695","0.28304511081919553"
"313","0.2747541798672487","0.26373723971756646","0.2828326601673725"
"314","0.2741658535621099","0.2633092437805659","0.28263026185483975"
"315","0.273625751978544","0.2628562510634581","0.2824550606349612"
"316","0.2730244873830556","0.2622144981851421","0.28227985634196195"
"317","0.2724043974663987","0.26137342599830615","0.28190242692749085"
"318","0.2718517789686762","0.26068952441702387","0.2815083632092823"
"319","0.27131655993176995","0.2600150260401463","0.2809261322985055"
"320","0.2707288270864307","0.2593321174810593","0.2801862479713514"
"321","0.2701701061953615","0.25864937183564496","0.27961177783935837"
"322","0.2695726459213392","0.25776750931302955","0.27904039640692957"
"323","0.2689420672001429","0.2570370284586968","0.27826796208966986"
"324","0.26833687943755347","0.2565156914741152","0.27767087209983554"
"325","0.26773025916707116","0.256017651974126","0.2770875936953075"
"326","0.2671214885830838","0.2555324047895548","0.27650548803185"
"327","0.26652235986874057","0.2552550309010023","0.2759370690947129"
"328","0.2658486647448471","0.25482157186438087","0.27538988576646495"
"329","0.2651482097628477","0.2543638586048497","0.27488348652773603"
"330","0.26449329949467987","0.25392812311554874","0.27454190328090444"
"331","0.2638615694949162","0.2532990712067879","0.27420111649766343"
"332","0.2632937714935892","0.25287669305428967","0.2738611253010166"
"333","0.26278779335059455","0.25230697964156945","0.2737248030423716"
"334","0.2623346115925375","0.25158148205141795","0.2735919301716197"
"335","0.26191811262717857","0.25093432295119406","0.2736152545487367"
"336","0.2615067206987885","0.25046505701734645","0.2734885054950149"
"337","0.26112798784353447","0.2499812931170144","0.2733735699866347"
"338","0.2608149794408399","0.24967966011453382","0.2734340811905286"
"339","0.26052301595318345","0.24954424961046362","0.27349509617796786"
"340","0.26022625760435647","0.24923035716895503","0.27355420641162875"
"341","0.2598994450050841","0.24911860870149505","0.27344647830769203"
"342","0.25947214584176254","0.2490141672030662","0.27317098870922285"
"343","0.25901529461022854","0.2489446626081089","0.27273350994044254"
"344","0.25850079353283534","0.24870014008307315","0.27212965319508603"
"345","0.25799313407675645","0.24846169622101397","0.2715237107283831"
"346","0.25745200386889533","0.24804301163264764","0.27090815916259386"
"347","0.2569019629993243","0.24766956142712898","0.2704708151826154"
"348","0.2563175334340858","0.24711023966453402","0.2698419151609863"
"349","0.25571984907128453","0.24638091144234014","0.26919378845472935"
"350","0.25508860838300285","0.2458372491357226","0.2683892168288316"
"351","0.25443435939989545","0.24529668292905313","0.26755388757375975"
"352","0.2538169140090566","0.24477396852021485","0.26671061675539465"
"353","0.2532468814566088","0.24440946964107196","0.26603104482681816"
"354","0.25266626847033813","0.24405401420374512","0.26536513152455327"
"355","0.2520447844246898","0.24349981413357608","0.2645112561788999"
"356","0.2514447227518284","0.24297234381589666","0.2636556390348687"
"357","0.2507828240685256","0.24241449274522847","0.2626363882047534"
"358","0.25008542820283375","0.24145396288954007","0.2618091741294258"
"359","0.24938939541787103","0.24049443531174627","0.26100799037233624"
"360","0.2486753525988219","0.23952390778742277","0.26018962589594125"
"361","0.24797769797310393","0.23858728852029654","0.2594075733522317"
"362","0.2472945663282597","0.23784614165894827","0.25863178566437717"
"363","0.24658019473579915","0.23713332057945022","0.257667249219977"
"364","0.24588768566247085","0.2364022973845547","0.256704242953796"
"365","0.24521952537677588","0.23552507915349605","0.2559311416403204"
"366","0.244590582483802","0.23484215794195482","0.25516542601716374"
"367","0.24397192872569767","0.2341467018825874","0.25438154251077216"
"368","0.24333945137844334","0.23344424689483764","0.2534137902058724"
"369","0.2427131557324612","0.2329258703593681","0.25242164880759965"
"370","0.2420945429098516","0.2324255681432598","0.2514545438255981"
"371","0.24147482118013155","0.23190829305295077","0.25047906703188594"
"372","0.24082296321661056","0.23123704047008123","0.2495115094735296"
"373","0.2402291329677273","0.2307351395282381","0.24874304899876498"
"374","0.23963994700561253","0.23043041580729978","0.24794055754995256"
"375","0.23899951022361252","0.2300956200959687","0.24714472364658704"
"376","0.23832278078148272","0.22956293090696578","0.24636554080683412"
"377","0.23770825735336737","0.2290765433950707","0.2457832812330212"
"378","0.23713116826377525","0.22861242367353973","0.2452155524633915"
"379","0.23654673502558143","0.2281570074970275","0.24466481511070007"
"380","0.23600912461823648","0.2277305805622672","0.24412758952448393"
"381","0.2354723114526927","0.22730869235854534","0.24377093129675914"
"382","0.23496016708148332","0.22684967127659106","0.2435875326144035"
"383","0.2343589677360009","0.22623971714192762","0.24322411547499614"
"384","0.2337226747334086","0.22543507470184582","0.24286126718857606"
"385","0.2330925012178478","0.2248165715251303","0.24233225527716623"
"386","0.23244944754403346","0.22421862655075767","0.24178536456255453"
"387","0.23177043677054673","0.2236178500500855","0.2410589000130745"
"388","0.23106463043355854","0.2229794378466296","0.24034323937165886"
"389","0.23034889207442752","0.2221643847234532","0.23964156152696803"
"390","0.22964718920424185","0.22133655983897452","0.23891337546284266"
"391","0.22891000759595528","0.22050541045580838","0.23799205777605087"
"392","0.22816823278000467","0.21967681813073778","0.23707509017333764"
"393","0.22746348161396307","0.21900698039795002","0.23613614033108854"
"394","0.22674573442559104","0.21836000620911244","0.23524204216534317"
"395","0.22604144296721337","0.21750698518947478","0.2343295076809057"
"396","0.2253332915265948","0.21665517383455116","0.23341490821227703"
"397","0.22465090754611278","0.21577934381874342","0.2326873815837254"
"398","0.22402934974542515","0.2149372669215297","0.23195858970624392"
"399","0.22341015684206736","0.21408400329214677","0.23123141342083778"
"400","0.22276051577230122","0.21323409531416695","0.23050515145794104"
"401","0.22212928846462954","0.2125704393731636","0.22979324748336466"
"402","0.22149043191899534","0.21192466463692836","0.2290814552357188"
"403","0.2208917852654987","0.21111417555919712","0.22840110795539606"
"404","0.22032555947405225","0.21030932200430488","0.2278856810630014"
"405","0.21979022361427286","0.20971843287568287","0.22740041513770534"
"406","0.21929814118219962","0.20915156351566705","0.22690126640330727"
"407","0.21881998881303105","0.208622893898327","0.22620555629224615"
"408","0.21827177106553153","0.2080881352546749","0.22551272000168013"
"409","0.2177110432407067","0.20756142319455856","0.22483144136758085"
"410","0.21713979423460925","0.20703649016436115","0.22417687464685535"
"411","0.21655956132688417","0.20633727538636024","0.2235584250597331"
"412","0.21598222162593114","0.2056426171859829","0.22294668153822572"
"413","0.21534284486588443","0.20492824101719154","0.22251031160083085"
"414","0.21478666319419276","0.2043959179186622","0.22190907764874412"
"415","0.21416906549465065","0.2036752010718868","0.22129414763688907"
"416","0.21351707078070473","0.20293015212785134","0.22069379562634228"
"417","0.21284980353419097","0.2021678508374822","0.22029364745334837"
"418","0.2121945866661056","0.20141024571128552","0.21990609483834567"
"419","0.21154082781503858","0.20068464146887208","0.21947714054090137"
"420","0.21088190247039398","0.20013494071187576","0.219051461215687"
"421","0.2102575650134672","0.1997660267069332","0.21861883632606943"
"422","0.20962916041696106","0.19957687263576643","0.2180066944070849"
"423","0.20897385740952812","0.19940132772818986","0.21719999686212596"
"424","0.2082593408244815","0.19903851718829976","0.2163697380167791"
"425","0.20760369078428412","0.1986755547647426","0.21572911861290706"
"426","0.2069550344760777","0.19831622932906928","0.21509516241055082"
"427","0.20629872875915195","0.19794290366936454","0.2143034533261198"
"428","0.20570167922017052","0.1977581633334673","0.21348505063861134"
"429","0.20509502849797695","0.19756996796147594","0.21267630530838713"
"430","0.20452649279326146","0.19722484429240084","0.2118445956518619"
"431","0.2039405025344529","0.19671326364273373","0.21101046079243405"
"432","0.20337777782889974","0.19602187930442885","0.21017793153543837"
"433","0.20285566492403012","0.19532183032366632","0.20936314279947976"
"434","0.202358057427873","0.1948142289475784","0.2087459025680844"
"435","0.20181716559897395","0.19429926180149334","0.20794329349962307"
"436","0.20131000041512204","0.19379465215388086","0.20713848193574097"
"437","0.20079266314332966","0.19330307605179337","0.20630323198307307"
"438","0.2002412690091026","0.19261820269890004","0.2055941222577313"
"439","0.1997271919700922","0.1919386683326488","0.20540086946985112"
"440","0.19923427566647062","0.1914206142866973","0.20520888148513605"
"441","0.1988041711875451","0.1910697829290209","0.20502170258525373"
"442","0.19834321143717032","0.19071889094025496","0.20466543573911108"
"443","0.19787335805680933","0.1903588022929774","0.20414769088510362"
"444","0.19738832273156362","0.18980641343097393","0.20360285132656608"
"445","0.19691862027450294","0.18926832969758983","0.2030703204034275"
"446","0.19641827554218796","0.18875318592854395","0.20237705440983678"
"447","0.1959233486249366","0.188434805448079","0.2017062103187055"
"448","0.1954674229983159","0.1881246273825607","0.20104576457295437"
"449","0.19497233587296364","0.1878020754732919","0.20021591830382646"
