"Step","env: TAXI - lambdas/component_1","env: TAXI - lambdas/component_1__MIN","env: TAXI - lambdas/component_1__MAX"
"119","0.3598656106091826","0.3418869811131444","0.36820720576875027"
"120","0.3597265210450468","0.3418135520003669","0.3680573330743717"
"121","0.35955217435481057","0.34174467421984217","0.36790255131184313"
"122","0.35937333492177587","0.34167069922071036","0.3677376732889259"
"123","0.35919224033115543","0.3415954190439688","0.367563189117815"
"124","0.35900689889698","0.3415238625196203","0.36723434386673925"
"125","0.3588218862918614","0.3414488960945905","0.36690231590020084"
"126","0.35869807965398637","0.34136635133864374","0.3665640891190761"
"127","0.3585369895426612","0.3412791956896024","0.3662231744175495"
"128","0.3583775609467774","0.34119121897616644","0.3658856620106887"
"129","0.3582472314711267","0.34110284383617595","0.3656904778433432"
"130","0.35815464249366713","0.341194703374484","0.36549497822029836"
"131","0.35806740566655393","0.3412814287196157","0.36529179573852194"
"132","0.35795622752479517","0.34123024283669784","0.36509440890805084"
"133","0.35784785836181615","0.3411801502768189","0.36490798735491287"
"134","0.3577701202248985","0.341134495927482","0.36487097115990075"
"135","0.3576938756680816","0.34109242006297125","0.3648419263852899"
"136","0.3576212797812205","0.3410539048289705","0.3648190814225129"
"137","0.3575787256476046","0.3410076249504968","0.3647924356996865"
"138","0.3575325129294629","0.34095696954909355","0.36476417520572263"
"139","0.3574532853127347","0.3408986100410954","0.3645838051913779"
"140","0.357339401422001","0.34083384124047805","0.36440607692473886"
"141","0.3572584184000718","0.3407744216403884","0.36424311134836135"
"142","0.3572040280848462","0.3408601088626018","0.364074029019354"
"143","0.3570915553200316","0.34094948853683277","0.3639036293966632"
"144","0.35697837908550184","0.3410337441908014","0.36373581882041695"
"145","0.35682734470060173","0.34111541398209455","0.36338622472778925"
"146","0.3566754981060257","0.341196606762924","0.3630327311504987"
"147","0.35649642846643725","0.34129200790671305","0.36253248554253714"
"148","0.35629309984638813","0.3413893902996918","0.36202857750556217"
"149","0.3561201840239986","0.341490845240922","0.36167398784645816"
"150","0.3558912360007553","0.3415950971341807","0.361319866821178"
"151","0.35563270983966466","0.3416949962930197","0.3609640541550916"
"152","0.355375583304587","0.341795602625964","0.3606177883129771"
"153","0.3551410438887758","0.3418897715306105","0.36009429585490194"
"154","0.35488000061048464","0.3419787919970457","0.35957335728181206"
"155","0.3546371762852528","0.34206731086247316","0.35911401013157873"
"156","0.35439958286947854","0.3421616383800119","0.35865639860630416"
"157","0.3541665786256508","0.3422428246474048","0.3583529535196514"
"158","0.3539556848383462","0.34231471258746315","0.3580557320515094"
"159","0.3537172801131566","0.3423815505992521","0.35760315735963544"
"160","0.3535343379470134","0.34244672832124035","0.35714541135527583"
"161","0.3533414834601757","0.3425043596890938","0.3568196776150308"
"162","0.3531101947837188","0.3425536355492737","0.3566731547624126"
"163","0.3528819424646633","0.34244662370413803","0.3565273718448437"
"164","0.3525846152108644","0.34219132566482446","0.3565145744387425"
"165","0.3523055068229308","0.3419347896987777","0.3564923511112556"
"166","0.3520247220720442","0.34167281670296296","0.3564702077260632"
"167","0.35170661192305175","0.3414180582971378","0.35643782036729194"
"168","0.3513569692037358","0.3411700528640445","0.3564055616552589"
"169","0.3510099434369389","0.34093212507116466","0.3563682679754467"
"170","0.35069814811329464","0.34068782663552427","0.35633413913418305"
"171","0.35038886695129506","0.3402781614891835","0.3563061736108781"
"172","0.35011913355028557","0.33986925111988414","0.3562783170342972"
"173","0.34985525946867935","0.33962775826596586","0.35610793696940024"
"174","0.3496886057520875","0.3395356636959899","0.35594745853581905"
"175","0.34952057897016375","0.3394381552690061","0.35578994424944954"
"176","0.34935083907728093","0.33933987664097515","0.3556332272235204"
"177","0.34924598620364883","0.3392483859301547","0.35547773361094925"
"178","0.3491568369285011","0.3390419912076921","0.35532689833429454"
"179","0.349096085139923","0.338832006527842","0.35518714833073184"
"180","0.3489966312295311","0.33862138910231393","0.35504810320404406"
"181","0.3488779986725151","0.3384583530668205","0.354917929540904"
"182","0.34875986934573133","0.3382969404374474","0.35479271050337813"
"183","0.34867048748929974","0.33812164044902926","0.3548180802511986"
"184","0.3485504696713414","0.33795766680108513","0.3548514750178437"
"185","0.34843154670431475","0.3377932294932887","0.3548773736035163"
"186","0.3482859984447671","0.3376329371237132","0.35489710144646136"
"187","0.34814149121896276","0.3374579330858722","0.35492230351707366"
"188","0.34801717059934767","0.337401194478554","0.35494607021722824"
"189","0.3478259959627886","0.3371771369478469","0.3547863426275567"
"190","0.34767584146045705","0.33695671731438653","0.3546308657863902"
"191","0.3475803626912036","0.336858175709737","0.3544675733847203"
"192","0.347454636604663","0.3367676546251068","0.35429650730385565"
"193","0.34727061405945664","0.33669097055760994","0.35398510494842544"
"194","0.34708828175298","0.33644797085034356","0.35366149457635276"
"195","0.34685026224084764","0.33621205857820197","0.35334852259008975"
"196","0.34660937797561686","0.33582272980793887","0.353038395804541"
"197","0.3463386516023228","0.335448265372664","0.3527306695382875"
"198","0.3460698550541819","0.33507604827975934","0.352416747501673"
"199","0.3458679227195457","0.33486873283646973","0.352269798348781"
"200","0.3456607944271185","0.33466037283380007","0.352118444603787"
"201","0.34545554244882637","0.3344551459093558","0.3519691455267436"
"202","0.3452785872164078","0.33424511232325826","0.3518210323623035"
"203","0.34515838283359807","0.33402821630401536","0.3518132827280424"
"204","0.3450679438563557","0.3339680077737823","0.35180982930292093"
"205","0.34500778592364423","0.3339051783475291","0.3518072192901596"
"206","0.3449843186343921","0.3339919163093711","0.3518110294415835"
"207","0.3449935471264588","0.3340806376733456","0.3518173669087101"
"208","0.3450057989859276","0.33416382494947733","0.3518365253500805"
"209","0.34498836505295255","0.33424025002489627","0.3518744582687055"
"210","0.34490724639573067","0.33432831265492763","0.3519083168864318"
"211","0.3448245434332952","0.3344204488738209","0.35193812022222165"
"212","0.344744882515907","0.33451204785360145","0.35197290884972254"
"213","0.3446333677626101","0.33442626098864964","0.35200105932317866"
"214","0.34452571757574857","0.3343388116825547","0.3520264699192538"
"215","0.34444877690409653","0.33425639265347357","0.3520530214869512"
"216","0.3443339141640467","0.33417939674943176","0.35207770024504575"
"217","0.3441854836096222","0.3341015302486462","0.35209621624286874"
"218","0.34403342545954796","0.33402697542880916","0.35210902809465705"
"219","0.3438484886425796","0.33396072946159305","0.3519590100351253"
"220","0.3437044082999951","0.3338856211469947","0.3516779298375674"
"221","0.3435299750001881","0.33380796163023935","0.3514081064508073"
"222","0.34330325858380306","0.33373319517818345","0.3510016400425804"
"223","0.34311315104425255","0.3338287196153377","0.35060735251090935"
"224","0.3429238759079329","0.33393623660151883","0.35021144423168643"
"225","0.34269865241817093","0.3340410615366057","0.34980921726014264"
"226","0.3424366437041697","0.3341490629424264","0.34939943469163415"
"227","0.3421763389168029","0.3342455841902915","0.34899499338262857"
"228","0.34188756875573323","0.3342023962659185","0.34858602335253613"
"229","0.3416371075181881","0.33415440274804975","0.34833241605634224"
"230","0.34138209456569385","0.334119201425648","0.3482133952540996"
"231","0.34109690572263496","0.33395087048022587","0.3479137566607737"
"232","0.34080836878664816","0.33362824237693506","0.34775368205870044"
"233","0.3405189434223881","0.33331005271633746","0.3475841655606152"
"234","0.3401232787313654","0.33280469198314383","0.3472471482122879"
"235","0.339763419538477","0.33229332931782857","0.3469186784921218"
"236","0.3394434656959423","0.33177268310279207","0.34659614519858545"
"237","0.3390876109932757","0.3312561573628983","0.34627396625137413"
"238","0.3387272903322013","0.33069920523671625","0.3459529944233026"
"239","0.33839107706575444","0.33014662416220203","0.3456259738142125"
"240","0.33808847296524647","0.3295796956699771","0.3453027482699927"
"241","0.3378537153233429","0.3291546282987358","0.34516065200009505"
"242","0.3376509414980265","0.3288861482247542","0.34501288369938965"
"243","0.3373811473364329","0.3286219616350188","0.3447107046085019"
"244","0.33721437434358276","0.32854296773020897","0.3445758788694306"
"245","0.337046609929902","0.3284701691786299","0.34443321650364134"
"246","0.3369108733907267","0.3284022907145112","0.3442904272090875"
"247","0.3368134207919624","0.3283426288091467","0.34415304976189953"
"248","0.3367165512041355","0.32845864793730634","0.3440210559376688"
"249","0.3365884758835308","0.3285715123783495","0.3438935657823844"
"250","0.33639304666116376","0.32853335316810844","0.34357713415807034"
"251","0.3360670866889103","0.3283200782890615","0.34312037635118725"
"252","0.33576850126910723","0.32810622772526105","0.34267522549240637"
"253","0.33551076218820497","0.32789927600399954","0.3422390574340589"
"254","0.33522490576878994","0.32768756625409806","0.34181393988101505"
"255","0.3349414166142674","0.3274748599002927","0.3413959817835292"
"256","0.33462425147074704","0.32726199278614443","0.34098301778054135"
"257","0.33427609515803597","0.3270390157733323","0.3405648418320987"
"258","0.3339689921002293","0.3268287857119803","0.34014869787646296"
"259","0.3336972740918501","0.32661838342498395","0.339734153059568"
"260","0.333463592632719","0.32656235077380047","0.33935844965367196"
"261","0.33333412685763025","0.3266730910277132","0.33911473641103906"
"262","0.3331459825499373","0.326661512226676","0.3388642011049897"
"263","0.33298758242873744","0.3266387920466481","0.3387709395635783"
"264","0.33280349534205617","0.32647335929004656","0.338667998359938"
"265","0.3326214758979059","0.3263149678358989","0.338562194507788"
"266","0.3324422766041457","0.32616647814532285","0.338448890520248"
"267","0.33229658913406634","0.3260241063481136","0.33834165811681416"
"268","0.33211960677556823","0.3258861616698734","0.33823285408075937"
"269","0.33190576667829685","0.32575179142507654","0.3381216407783223"
"270","0.3316649422661252","0.32548046750369614","0.3379991507736452"
"271","0.33142181758767403","0.32520708718920505","0.3378832009320591"
"272","0.33124000111094143","0.3250532794713811","0.3377682611262718"
"273","0.33102953735785323","0.32475546124704746","0.3376572857198843"
"274","0.3308791220857784","0.32460760800089533","0.3375502543577539"
"275","0.3307276267579691","0.3244575979918473","0.3374446102883705"
"276","0.33058029352358903","0.3242980105972361","0.3373437282474901"
"277","0.33046251918987","0.3241359197239878","0.33723997499050745"
"278","0.33037134453952355","0.32395895679349473","0.33713336529781246"
"279","0.33023015075738504","0.32378123821878196","0.3370391300349111"
"280","0.3301144992800268","0.323748860887147","0.3371074176640301"
"281","0.33002368806781296","0.3237199352499459","0.33716728266587587"
"282","0.32988077715766295","0.3235649144781018","0.33710458001533716"
"283","0.32976861333982443","0.3235637389027344","0.33704261621297144"
"284","0.3296567454757289","0.32355925968125465","0.33697842788099663"
"285","0.32951241347662313","0.3235514927201146","0.3369120264795536"
"286","0.32936605263925894","0.3235515983950999","0.3368463827289229"
"287","0.32919542443599015","0.323549632114584","0.3367764198734962"
"288","0.3290287719908812","0.3235534474345662","0.3367063873399131"
"289","0.32894920634699243","0.3235551726306109","0.33662318179464595"
"290","0.3288990442273344","0.32354697316694697","0.3365349019048124"
"291","0.32882020923154165","0.3235346773757784","0.3364618614844304"
"292","0.32875577891861363","0.32364720076088566","0.33650669852012993"
"293","0.3286894995955206","0.3237540991459741","0.33653730015752437"
"294","0.32859095834431623","0.3237284267760288","0.3365710695943978"
"295","0.32849911217597294","0.32341885832032213","0.3366084169204817"
"296","0.328440917390086","0.3232750774474277","0.3366497505097989"
"297","0.3284101041041868","0.32325581469149944","0.33670351821533806"
"298","0.328352702436997","0.3232250727635175","0.33676839675818965"
"299","0.32826750773710445","0.32320273625462875","0.33683629382111224"
"300","0.32815743530370095","0.3231912435901364","0.33691863131747174"
"301","0.328082609407564","0.3231839320840409","0.33700814603038604"
"302","0.32804452995508376","0.3231778893782854","0.3371060783376655"
"303","0.3279734628056188","0.3231631923088569","0.3370555813291211"
"304","0.3279077563605364","0.32301955432062734","0.33700703212115063"
"305","0.3278420494598883","0.323007721739084","0.3369587262653827"
"306","0.3277477467621478","0.3229913955590497","0.33691574549468567"
"307","0.32765272175373666","0.3229693579098367","0.33686196720348327"
"308","0.3275242882312825","0.3229589915802171","0.3368033766784275"
"309","0.32742621998557236","0.3229282577841119","0.33674889249235546"
"310","0.3273578508820413","0.32276828948523584","0.3366853654433407"
"311","0.3272293177459532","0.3226099476709275","0.3365988680993042"
"312","0.32703808233413467","0.3224043484395446","0.3365043394973314"
"313","0.32684993263099","0.32207781169053473","0.33656749084091764"
"314","0.3266527547335101","0.32188271889090736","0.33662774123937816"
"315","0.326480250004072","0.3216886213092774","0.33668256180676126"
"316","0.32633833641831117","0.321505824653943","0.33673240075283434"
"317","0.3261971981927355","0.3213260183049367","0.3367866059948017"
"318","0.3261149107771603","0.32114094094907775","0.33683455980434146"
"319","0.3260319515411354","0.3209563931821837","0.3368745940083822"
"320","0.3259147296847178","0.32076783998905256","0.3369080164546065"
"321","0.32585771447889456","0.3207409944698985","0.3369543715161216"
"322","0.3258658036419374","0.3208564123018367","0.3370089355533817"
"323","0.3258446542597797","0.3209699078267302","0.33706445826481657"
"324","0.3258609612081055","0.3210913912796801","0.33711541770336806"
"325","0.32585421088443656","0.3210792946673776","0.33716565573987173"
"326","0.32584753312575565","0.32105899754772055","0.33720668301679685"
"327","0.32584494503443384","0.32104993237310564","0.33725425619332056"
"328","0.32577890481610816","0.32090101252151043","0.33730962147255217"
"329","0.3256859980166303","0.32059191560611544","0.33723953080691654"
"330","0.3256306854795041","0.32045206313230745","0.33717701389845817"
"331","0.32552018183313125","0.320303829929554","0.33697221106805436"
"332","0.32541224614679776","0.32015881076961544","0.33676202908703395"
"333","0.3253351716110433","0.32016329940737387","0.3365515936410955"
"334","0.32512301681639494","0.31998147163256246","0.3361807873932355"
"335","0.32487836421018895","0.31979891905787694","0.33565068600670345"
"336","0.32463545110815406","0.3196131736950994","0.3351238529726339"
"337","0.32435547684109584","0.31942343028274245","0.3344310236240198"
"338","0.3241397305823177","0.31938341189572655","0.33373325484050964"
"339","0.3239504994526081","0.3193419311365208","0.33316372416242584"
"340","0.32375768467229554","0.3192989951449126","0.3325897436848105"
"341","0.32362153863399035","0.3192607928582116","0.33215007479330655"
"342","0.32348407113941285","0.3192207072578644","0.3317105069656071"
"343","0.32337559786593284","0.31917297706028114","0.33126599338883206"
"344","0.3233686260491839","0.31931275269179765","0.33099406366653106"
"345","0.3233557861575353","0.31929872685545513","0.33072310407925215"
"346","0.32334165348388444","0.319291359696308","0.3304518485883942"
"347","0.32333685987847377","0.3192902069456482","0.33033463192405615"
"348","0.32330400015852057","0.3192997757457953","0.3302184272877669"
"349","0.32324035822415015","0.31930887811068837","0.3299443287136473"
"350","0.3231521772866161","0.3193171038490184","0.3296754170445617"
"351","0.32306056591559124","0.3193203319573987","0.32940872226739626"
"352","0.3229418938539155","0.31932147436540365","0.3290243512796517"
"353","0.32279875453717316","0.3192348682831167","0.3286418642553287"
"354","0.32268757630963624","0.31909975594246265","0.32825622068710814"
"355","0.32264139522038315","0.3189735484878038","0.32803695795038607"
"356","0.32259236861422746","0.3188438476315435","0.32781921747630594"
"357","0.32256541408797784","0.3188438717138663","0.3276034101951562"
"358","0.32250490770773943","0.31870330337336966","0.3273924573088575"
"359","0.3224134471551897","0.318387838760533","0.32734329012021024"
"360","0.32234799088019356","0.31820759492233974","0.32729143772545555"
"361","0.32228361100412306","0.31802456955493935","0.327246964644721"
"362","0.32217534506067674","0.31784165631174893","0.3271650234630943"
"363","0.3220672103921337","0.3175140839575954","0.3270889374233665"
"364","0.3219619403223356","0.31718690501167823","0.3270136517203217"
"365","0.32183685606671836","0.31686750680443376","0.32694837529094556"
"366","0.3216752695090651","0.31637525662373966","0.326883007352797"
"367","0.32141629138496086","0.3157383554158736","0.3266490141979947"
"368","0.32114705432973334","0.31524500562722574","0.32641369849183166"
"369","0.3208820421178594","0.3147663323191753","0.3261825080533166"
"370","0.3205927249481334","0.3142879332260712","0.3259516551444631"
"371","0.3202661473524255","0.3138110377906059","0.32571444848771425"
"372","0.3199782460811884","0.31333686518204046","0.32563736499130264"
"373","0.3196554624166495","0.31300300436376155","0.32541849681607277"
"374","0.31933151880072974","0.31267246378783725","0.32520073563876467"
"375","0.3190309544096756","0.31233789415717694","0.32498198702631825"
"376","0.31875173299636844","0.31218703846503726","0.3247726987993019"
"377","0.31853739586954266","0.3121822979707141","0.32473758750588616"
"378","0.31832796126194574","0.312002120526794","0.32470098055774843"
"379","0.318153895861756","0.31198770012659727","0.32466998546446296"
"380","0.31797519582175476","0.3119680293727797","0.3244881884624593"
"381","0.3177857689206645","0.3118007789288161","0.32432983432323925"
"382","0.3176291634987808","0.3116352007557751","0.3241739221720479"
"383","0.31750338302619385","0.311471692817962","0.3241602006159771"
"384","0.31730719647101824","0.3111369610592344","0.32396507453292606"
"385","0.3171117343242695","0.31080311946292","0.323762168684486"
"386","0.3169022478437912","0.31030538983047146","0.32355194641161905"
"387","0.3167288632874465","0.3098125790819403","0.32334278785820675"
"388","0.31662508326892624","0.30949720005579484","0.32314052149051387"
"389","0.31646652297102523","0.3091935529817668","0.3228052699651606"
"390","0.31631890136126495","0.30889913232999455","0.3226290115624068"
"391","0.3162213620376155","0.30875402880288527","0.3224365651363598"
"392","0.31612363323901677","0.3086096678126683","0.32224217388395265"
"393","0.3160010293947031","0.30846847579269676","0.3220437699214301"
"394","0.3159151728883175","0.30849807490471787","0.32202870560878866"
"395","0.3158256329818196","0.3085181819471516","0.32201205060235993"
"396","0.31576982022403777","0.30869639068209787","0.3219967249787144"
"397","0.3157154803937187","0.3088711536117088","0.3219827221988779"
"398","0.31566421649818205","0.3090481663502221","0.32196213078845953"
"399","0.31563176694575673","0.30921483939444727","0.32208270628032076"
"400","0.315601597501502","0.30938299045314716","0.32219720329907636"
"401","0.31550731917897823","0.3093841298680485","0.32230481500260166"
"402","0.3153566763225118","0.3093868604143879","0.3224122358620464"
"403","0.31526847598619046","0.3094013323598382","0.3225190512559966"
"404","0.31515166642007053","0.30927085945422395","0.32262151354428265"
"405","0.315011446325529","0.3091422672549702","0.3227279807714855"
"406","0.31480438398283445","0.3088544235139287","0.3228309304654261"
"407","0.3145691795588371","0.3084295539771865","0.32292745793639926"
"408","0.31430879470298484","0.30788960213327393","0.323025937224932"
"409","0.314085356741544","0.3073507932521934","0.3229666044059796"
"410","0.31379020109474853","0.3066815617405538","0.3227498934126717"
"411","0.3135238838747104","0.30618150340931594","0.32253636689859466"
"412","0.31325748869368153","0.3056827344209165","0.3223218375004403"
"413","0.31298834349763294","0.30517236694107924","0.32211756641418327"
"414","0.3127516282041677","0.30481197090138396","0.3219134932481483"
"415","0.31251621416040004","0.30432342818774266","0.32170628494760106"
"416","0.31230837727789734","0.3039981659341874","0.3215001254344953"
"417","0.31210140447793205","0.3036771189300826","0.3213020873846519"
"418","0.3119203714259052","0.3034726856383388","0.32110796174476564"
"419","0.3117306669607372","0.30309580893234794","0.32105630761550913"
"420","0.3116012080817291","0.3028444628353389","0.3210069903674653"
"421","0.31147637342562606","0.30259276455508854","0.3209558359249267"
"422","0.3113121849676304","0.30217445370324714","0.3209053509561804"
"423","0.3110826547968276","0.30175617968371465","0.32069373263270334"
"424","0.31086537939610254","0.3012231128300469","0.3204840217170817"
"425","0.3106133138550833","0.30082218925778165","0.3201555454218399"
"426","0.31036617576509173","0.30042240320367686","0.319829902329785"
"427","0.3101127434625312","0.299988290195794","0.3195020931779341"
"428","0.30985851183286817","0.2995559404437773","0.3191704755813762"
"429","0.3096167983254814","0.29916632055671216","0.31885125657080754"
"430","0.3093494266484032","0.2985956805389747","0.31869019609409754"
"431","0.30909263139788956","0.29791385594019504","0.3185303510944574"
"432","0.30890116850689253","0.2974045857097956","0.31819642241814705"
"433","0.30875223801724305","0.2968972129058792","0.31802742937753037"
"434","0.3086259296303772","0.29650840506569504","0.31785969713425044"
"435","0.30856185318847046","0.29612228516223726","0.31781219979248043"
"436","0.3085010878004482","0.2957388385601414","0.3177674182168836"
"437","0.30838755262895134","0.29537146942478976","0.317599786336762"
"438","0.3082486271269292","0.29500507953265614","0.31743837586265333"
"439","0.3080752976722292","0.2947755795586727","0.3172794268228734"
"440","0.3079055623128086","0.2946000435301676","0.3171295456336117"
"441","0.3077029318259542","0.2945396279357738","0.3169861988162529"
"442","0.3074795719678657","0.2944767597899079","0.31690724549123783"
"443","0.30728087871495796","0.2944157856732966","0.31681789763285445"
"444","0.3070206134145259","0.294355119948893","0.31672978900269"
"445","0.30667749577985987","0.2941789692778183","0.31652450907866936"
"446","0.30630655350285957","0.29385354375522377","0.31616481301284993"
"447","0.3059728921897181","0.2935642324761101","0.3159289586659769"
"448","0.3055965770688228","0.29309053416554054","0.3156896227379423"
"449","0.3052834181732716","0.2926173637942138","0.31544023700171114"
"450","0.3049997008756554","0.29227639288205476","0.31519528726716417"
