"Step","env: TAXI - ep_info/Objective","env: TAXI - ep_info/Objective__MIN","env: TAXI - ep_info/Objective__MAX","env: TAXI - ep_info/Illegal_action","env: TAXI - ep_info/Illegal_action__MIN","env: TAXI - ep_info/Illegal_action__MAX","env: TAXI - ep_info/Energy","env: TAXI - ep_info/Energy__MIN","env: TAXI - ep_info/Energy__MAX"
"400","0","0","0","-63.8","-68","-61","-136.2","-139","-132"
"401","0.4","0","1","-55.6","-67","-22","-120.6","-138","-65"
"402","0.4","0","1","-60.6","-66","-49","-130","-140","-105"
"403","0.6","0","1","-49.4","-67","-27","-107.4","-135","-74"
"404","0.4","0","1","-55.2","-67","-37","-119.8","-142","-76"
"405","0.6","0","1","-46.8","-67","-23","-96","-134","-45"
"406","0.6","0","1","-58.8","-65","-50","-122.6","-136","-105"
"407","0.6","0","1","-45.8","-64","-27","-106.2","-140","-70"
"408","0.8","0","1","-48.2","-70","-16","-97.6","-130","-40"
"409","0.4","0","1","-48","-71","-11","-103.4","-138","-30"
"410","0.4","0","1","-47.6","-67","-17","-99.2","-135","-44"
"411","0.6","0","1","-42","-65","0","-89","-135","-8"
"412","0.6","0","1","-39.6","-64","-9","-86.6","-138","-26"
"413","0.6","0","1","-53","-68","-41","-111.4","-133","-84"
"414","0","0","0","-64","-66","-62","-136","-138","-134"
"415","0.8","0","1","-38.6","-64","-6","-82.8","-136","-18"
"416","0.2","0","1","-55.2","-67","-14","-113.2","-136","-28"
"417","0.6","0","1","-45","-68","-3","-99","-140","-8"
"418","0.4","0","1","-55","-64","-26","-120.4","-140","-59"
"419","0.8","0","1","-37.8","-68","-15","-77","-132","-36"
"420","0.6","0","1","-46","-69","-23","-94.2","-132","-56"
"421","0.6","0","1","-53.6","-64","-39","-115.4","-136","-85"
"422","0.6","0","1","-48.6","-70","-14","-107.8","-138","-41"
"423","0.4","0","1","-55.2","-68","-33","-113.6","-135","-75"
"424","0.6","0","1","-51.2","-69","-31","-110","-139","-77"
"425","0.8","0","1","-39","-63","-10","-91.4","-137","-30"
"426","1","1","1","-25.8","-45","-2","-60.2","-98","-16"
"427","0.2","0","1","-59","-67","-35","-124.6","-136","-83"
"428","0.6","0","1","-49.4","-65","-16","-108","-136","-39"
"429","0.6","0","1","-47.8","-67","-27","-104.8","-137","-68"
"430","0.8","0","1","-36.2","-62","-16","-82.8","-138","-29"
"431","0.6","0","1","-53","-68","-29","-115.6","-137","-73"
"432","0.8","0","1","-42.4","-68","-15","-95.6","-132","-38"
"433","0.6","0","1","-59","-64","-54","-125.4","-139","-115"
"434","0.4","0","1","-58.4","-67","-43","-123.6","-139","-87"
"435","0.8","0","1","-43.6","-65","-25","-99.6","-135","-64"
"436","0.6","0","1","-53.4","-65","-29","-118.2","-135","-80"
"437","0.4","0","1","-45","-70","-8","-96.2","-138","-23"
"438","0.6","0","1","-53","-67","-35","-114.8","-137","-82"
"439","0.4","0","1","-50.6","-63","-32","-113.2","-144","-63"
"440","1","1","1","-47.2","-55","-43","-104.2","-124","-80"
"441","0.4","0","1","-48","-66","-6","-102.4","-139","-18"
"442","0.4","0","1","-50.4","-68","-16","-106.6","-138","-31"
"443","0.4","0","1","-57.8","-65","-35","-122","-136","-78"
"444","0.6","0","1","-49.6","-66","-24","-105.8","-136","-64"
"445","0.2","0","1","-56.8","-64","-41","-128.8","-142","-87"
"446","0.6","0","1","-45.2","-70","-25","-94.8","-136","-63"
"447","0.8","0","1","-48.2","-66","-33","-104.8","-134","-73"
"448","0.6","0","1","-48","-67","-21","-105.4","-136","-51"
"449","0.8","0","1","-47.8","-63","-30","-105.6","-137","-65"
"450","0.6","0","1","-36","-70","-10","-77.4","-137","-22"
"451","0.6","0","1","-45.6","-70","-8","-95.2","-138","-13"
"452","0.4","0","1","-56.4","-63","-41","-124.4","-138","-87"
"453","0.6","0","1","-40.6","-65","-16","-89.6","-137","-39"
"454","0.6","0","1","-42","-64","-17","-90.2","-136","-47"
"455","0.6","0","1","-45","-63","-18","-105.4","-138","-51"
"456","0.6","0","1","-46.6","-65","-18","-99.4","-135","-34"
"457","0.8","0","1","-47.4","-64","-31","-105.2","-136","-70"
"458","0.2","0","1","-56","-67","-23","-120.2","-137","-58"
"459","0.8","0","1","-38.4","-62","-16","-82.4","-138","-44"
"460","0.6","0","1","-39.6","-65","-14","-88.4","-138","-37"
"461","0.8","0","1","-49.8","-65","-33","-104","-135","-66"
"462","0.8","0","1","-41.6","-62","-7","-93","-139","-20"
"463","0.6","0","1","-39.2","-66","-9","-87.8","-134","-26"
"464","0.4","0","1","-45","-69","-11","-93.8","-139","-21"
"465","0.2","0","1","-58.2","-69","-28","-120.6","-137","-66"
"466","0.8","0","1","-47","-66","-39","-97.2","-134","-77"
"467","0.8","0","1","-54.8","-68","-34","-120.6","-138","-80"
"468","0.6","0","1","-55","-66","-34","-120.2","-135","-88"
"469","0.8","0","1","-49.4","-67","-32","-107.2","-133","-80"
"470","0.2","0","1","-56.8","-68","-23","-121.4","-138","-68"
"471","0.4","0","1","-55.6","-66","-25","-114.8","-135","-57"
"472","1","1","1","-41","-52","-19","-94.8","-116","-54"
"473","0.4","0","1","-54","-70","-19","-107.6","-134","-49"
"474","0.4","0","1","-50.4","-65","-15","-109","-139","-34"
"475","0.4","0","1","-61.2","-65","-56","-131.6","-138","-123"
"476","0.6","0","1","-47.6","-65","-11","-104.4","-136","-33"
"477","0.4","0","1","-42.6","-67","-5","-90","-135","-12"
"478","0.8","0","1","-40.2","-67","-13","-91","-133","-38"
"479","0.8","0","1","-44","-59","-28","-104.2","-141","-58"
"480","0.8","0","1","-43.8","-67","-21","-97","-133","-49"
"481","1","1","1","-39.4","-61","-19","-90.2","-130","-52"
"482","0.6","0","1","-46","-66","-17","-100","-136","-46"
"483","0.4","0","1","-61.6","-67","-53","-131.4","-138","-125"
"484","0.6","0","1","-47.6","-67","-13","-104.4","-140","-31"
"485","0.8","0","1","-53.4","-65","-37","-110.4","-135","-79"
"486","0.4","0","1","-57.2","-65","-47","-128","-139","-107"
"487","0.2","0","1","-57.2","-66","-31","-122","-139","-65"
"488","0.6","0","1","-44","-64","-12","-98.2","-137","-33"
"489","0.8","0","1","-38","-64","-15","-81.4","-136","-27"
"490","0.8","0","1","-45.4","-69","-13","-97.6","-131","-36"
"491","0.8","0","1","-42.2","-65","-23","-89.4","-135","-39"
"492","0.6","0","1","-46.6","-68","-17","-99.4","-139","-41"
"493","0.6","0","1","-46.6","-69","0","-97.6","-131","-10"
"494","0.4","0","1","-59.6","-68","-48","-128.4","-137","-120"
"495","0.4","0","1","-51.4","-71","-5","-107.4","-135","-19"
"496","0.8","0","1","-32.6","-70","-12","-67.6","-130","-38"
"497","0.6","0","1","-53.6","-68","-36","-118.4","-138","-85"
"498","0.6","0","1","-50","-64","-25","-109.2","-136","-59"
"499","0.6","0","1","-50.4","-67","-7","-109.2","-140","-19"
"500","0.4","0","1","-51.4","-67","-20","-109.2","-140","-45"
"501","0.8","0","1","-33.4","-67","-22","-71.6","-133","-37"
"502","0.6","0","1","-42.2","-64","-11","-95.4","-138","-26"
"503","1","1","1","-36.8","-58","-9","-79.6","-123","-23"
"504","0.4","0","1","-52.6","-66","-18","-111","-135","-53"
"505","0.6","0","1","-51.2","-64","-40","-110.8","-137","-78"
"506","0.8","0","1","-47.8","-66","-17","-102.2","-134","-43"
"507","0.2","0","1","-56.6","-69","-18","-116","-135","-45"
"508","0.8","0","1","-50","-70","-2","-105.6","-133","-8"
"509","0.6","0","1","-37.8","-68","-9","-83.4","-140","-26"
"510","0.8","0","1","-46.4","-64","-26","-105.4","-136","-65"
"511","0.4","0","1","-49.2","-63","-19","-110","-139","-46"
"512","1","1","1","-29","-43","-13","-69.4","-104","-33"
"513","0.4","0","1","-49.6","-68","-17","-106","-138","-45"
"514","1","1","1","-39.8","-62","-21","-89","-134","-51"
"515","0.8","0","1","-33.6","-65","-11","-69.8","-135","-23"
"516","0.6","0","1","-45","-69","-16","-95.2","-132","-36"
"517","0.6","0","1","-44","-65","-14","-94.6","-138","-35"
"518","0.6","0","1","-55.4","-66","-37","-120.2","-135","-89"
"519","0.6","0","1","-42.4","-67","-5","-89.4","-135","-18"
"520","0.6","0","1","-47.6","-67","-24","-99.6","-137","-57"
"521","0.2","0","1","-57","-70","-25","-118.6","-140","-53"
"522","0.4","0","1","-48","-67","-12","-98.8","-137","-23"
"523","0.4","0","1","-48.6","-70","-11","-103","-137","-32"
"524","0.2","0","1","-56","-67","-25","-120","-138","-55"
"525","0.4","0","1","-48.8","-67","-11","-102.8","-137","-35"
"526","0.6","0","1","-50","-66","-16","-115.8","-140","-44"
"527","0.6","0","1","-47.2","-65","-8","-108.2","-147","-25"
"528","0.4","0","1","-51.6","-64","-18","-115","-139","-50"
"529","0.4","0","1","-55.8","-69","-28","-110.2","-134","-62"
"530","0.6","0","1","-42","-67","-14","-96.4","-134","-49"
"531","0.8","0","1","-38.4","-62","-8","-88","-138","-26"
"532","0.4","0","1","-46.6","-67","-8","-98","-138","-20"
"533","1","1","1","-28.8","-61","-9","-64.2","-132","-26"
"534","1","1","1","-41.8","-63","-19","-89.4","-128","-42"
"535","0.8","0","1","-33.2","-65","-16","-74","-135","-41"
"536","0.8","0","1","-32.6","-60","-6","-77.6","-140","-17"
"537","0.4","0","1","-46","-66","-17","-97.6","-137","-40"
"538","0.6","0","1","-40.6","-65","-5","-91.8","-140","-24"
"539","0.6","0","1","-60","-66","-54","-130.6","-138","-117"
"540","1","1","1","-40.8","-64","-21","-87.6","-122","-57"
"541","0.8","0","1","-46.8","-57","-33","-112.4","-143","-69"
"542","0.4","0","1","-51.4","-68","-17","-114.2","-140","-51"
"543","1","1","1","-35.8","-54","-13","-84","-119","-35"
"544","0.6","0","1","-41.4","-70","-8","-86.2","-135","-19"
"545","0.8","0","1","-43.6","-69","-25","-91.6","-131","-58"
"546","0.6","0","1","-48.4","-64","-26","-110","-138","-60"
"547","0.8","0","1","-52.4","-64","-45","-114.8","-136","-102"
"548","0.2","0","1","-58.8","-65","-38","-124.4","-137","-78"
"549","0.6","0","1","-57.6","-64","-38","-120","-136","-80"
"550","0.8","0","1","-45","-65","-28","-100.2","-135","-66"
"551","0.6","0","1","-42.2","-65","-7","-91.8","-136","-19"
"552","0.8","0","1","-44.4","-65","-4","-94.6","-135","-16"
"553","0.8","0","1","-45.8","-61","-38","-104.8","-139","-86"
"554","0.4","0","1","-62.2","-70","-55","-132.8","-137","-129"
"555","0.8","0","1","-35.4","-64","-9","-78.4","-136","-24"
"556","0.6","0","1","-41.8","-64","-15","-93.4","-137","-37"
"557","0.8","0","1","-35.2","-67","-16","-79.6","-133","-34"
"558","0.6","0","1","-50.2","-68","-22","-107.4","-137","-53"
"559","1","1","1","-28.4","-42","-17","-64.4","-92","-42"
"560","0.8","0","1","-37.4","-66","-18","-87.6","-134","-52"
"561","0.8","0","1","-41","-69","-16","-85.2","-131","-34"
"562","0.6","0","1","-51.6","-67","-13","-110.8","-136","-31"
"563","1","1","1","-40.6","-54","-17","-88.8","-115","-32"
"564","0.6","0","1","-46.4","-66","-10","-103","-139","-24"
"565","0.8","0","1","-39.4","-66","-8","-85.2","-134","-25"
"566","0.6","0","1","-42","-65","-7","-94.2","-138","-20"
"567","1","1","1","-24.2","-39","-7","-54.4","-91","-16"
"568","0.8","0","1","-44.8","-69","-4","-96","-131","-12"
"569","0.8","0","1","-42.4","-65","-12","-88.6","-135","-30"
"570","0.8","0","1","-38.2","-60","-20","-91.6","-140","-55"
"571","0.8","0","1","-44.2","-69","-11","-93","-131","-30"
"572","0.4","0","1","-56.2","-73","-20","-117.8","-139","-54"
"573","0.6","0","1","-42.8","-63","-3","-97","-137","-10"
"574","0.8","0","1","-43.8","-67","-8","-96.6","-133","-23"
"575","0.8","0","1","-41.4","-63","-7","-92.4","-137","-27"
"576","0.6","0","1","-51.2","-70","-28","-107.4","-136","-62"
"577","0.8","0","1","-42.6","-63","-17","-91.2","-137","-34"
"578","0.4","0","1","-48.6","-67","-8","-107.6","-140","-25"
"579","1","1","1","-27.8","-43","-11","-66","-100","-32"
"580","1","1","1","-31.8","-55","-13","-74.6","-123","-38"
"581","1","1","1","-35.2","-61","-14","-86.8","-136","-37"
"582","0.8","0","1","-30.6","-62","-15","-73.8","-138","-38"
"583","1","1","1","-33.6","-59","-13","-77.6","-127","-49"
"584","0.8","0","1","-37.4","-64","-5","-81","-138","-18"
"585","0.6","0","1","-44.4","-68","-13","-101.2","-141","-32"
"586","0.8","0","1","-47.2","-68","-33","-103.6","-132","-80"
"587","0.8","0","1","-35","-70","-16","-71.4","-130","-40"
"588","0.6","0","1","-51.4","-65","-18","-113","-140","-40"
"589","0.6","0","1","-50","-66","-1","-104.8","-134","-7"
"590","1","1","1","-27.4","-54","-4","-59.4","-104","-14"
"591","0.8","0","1","-47.2","-65","-36","-103","-135","-88"
"592","0.2","0","1","-52","-68","-1","-109.8","-140","-8"
"593","0.8","0","1","-44","-66","-10","-97.4","-135","-20"
"594","0.4","0","1","-60.8","-65","-56","-133.2","-140","-124"
"595","0.8","0","1","-33.8","-65","-19","-77.6","-135","-49"
"596","0.8","0","1","-37.8","-69","-20","-89.4","-131","-53"
"597","0.8","0","1","-45.8","-64","-23","-100.4","-136","-53"
"598","0.4","0","1","-57.6","-68","-28","-116.8","-139","-53"
"599","0.6","0","1","-42.4","-66","-15","-93","-138","-34"
"600","0.8","0","1","-45.8","-66","-23","-105.6","-134","-55"
"601","0.8","0","1","-41.6","-66","-9","-95.6","-134","-21"
"602","0.8","0","1","-33.8","-65","-15","-74","-135","-37"
"603","0.6","0","1","-38.6","-67","-2","-83.6","-135","-12"
"604","0.8","0","1","-32","-65","-14","-68.8","-135","-30"
"605","0.6","0","1","-45","-67","-15","-101.2","-135","-52"
"606","1","1","1","-27.2","-51","-4","-66.6","-112","-15"
"607","0.6","0","1","-43","-67","-6","-95.2","-135","-20"
"608","0.8","0","1","-47.4","-69","-8","-103.6","-131","-23"
"609","1","1","1","-39.4","-63","-7","-88.8","-130","-26"
"610","1","1","1","-22.2","-39","-14","-53.8","-93","-39"
"611","1","1","1","-27.8","-36","-18","-58.2","-72","-45"
"612","0.6","0","1","-45.8","-69","-9","-95.8","-138","-19"
"613","0.6","0","1","-44.4","-63","-8","-102.8","-141","-29"
"614","1","1","1","-26.8","-34","-9","-61.2","-87","-19"
"615","0.8","0","1","-40.6","-68","-10","-88.2","-132","-22"
"616","0.4","0","1","-57.2","-65","-36","-124.6","-138","-76"
"617","0.6","0","1","-52.4","-68","-34","-112.6","-137","-77"
"618","0.8","0","1","-29.2","-67","-8","-66.8","-133","-27"
"619","0.6","0","1","-40.6","-68","-16","-87.6","-133","-50"
"620","1","1","1","-26","-48","-3","-56.2","-98","-14"
"621","0.8","0","1","-33.8","-64","0","-78.8","-136","-6"
"622","0.4","0","1","-48.4","-66","-20","-108.2","-137","-56"
"623","0.8","0","1","-42.6","-67","-27","-95.4","-133","-73"
"624","0.8","0","1","-45.2","-62","-34","-110.8","-138","-87"
"625","0.8","0","1","-31","-63","-13","-68.4","-137","-39"
"626","1","1","1","-32.2","-59","-5","-73","-127","-18"
"627","0.8","0","1","-44.4","-65","-13","-101","-135","-38"
"628","1","1","1","-34.8","-52","-13","-74","-104","-29"
"629","0.4","0","1","-55.6","-66","-21","-118","-136","-60"
"630","0.8","0","1","-39.4","-66","-13","-85.6","-134","-29"
"631","1","1","1","-28.8","-47","0","-65.2","-104","-5"
"632","0.8","0","1","-41","-68","-9","-90.4","-132","-25"
"633","0.6","0","1","-43.4","-61","-19","-106.2","-144","-44"
"634","0.6","0","1","-41.6","-67","-20","-89.6","-137","-43"
"635","0.8","0","1","-36.2","-67","-12","-75","-133","-25"
"636","1","1","1","-37","-60","-20","-79.8","-119","-50"
"637","0.8","0","1","-40.4","-66","-3","-88.4","-134","-16"
"638","0.2","0","1","-61.6","-68","-46","-126.4","-137","-94"
"639","0.6","0","1","-53.2","-65","-25","-114.8","-137","-47"
"640","0.8","0","1","-32","-63","-3","-78","-137","-13"
"641","0.6","0","1","-33.2","-67","-5","-70.6","-137","-14"
"642","0.8","0","1","-37.2","-69","-9","-83","-131","-36"
"643","1","1","1","-25.8","-38","-18","-59","-87","-47"
"644","0.6","0","1","-49.4","-68","-9","-99.2","-133","-30"
"645","0.6","0","1","-41.2","-67","-8","-92","-137","-35"
"646","0.8","0","1","-42.4","-64","-10","-95.6","-139","-24"
"647","1","1","1","-29.2","-60","-6","-68.6","-125","-19"
"648","1","1","1","-37.8","-56","-10","-90.6","-118","-33"
"649","0.8","0","1","-52.6","-62","-35","-108.6","-138","-62"
"650","0.8","0","1","-44.8","-62","-28","-106.2","-138","-80"
"651","0.4","0","1","-62.6","-67","-52","-132.8","-136","-126"
"652","0.8","0","1","-27.4","-65","-7","-60.4","-135","-14"
"653","0.6","0","1","-36.8","-64","-16","-84.8","-137","-38"
"654","0.8","0","1","-44.6","-60","-10","-104.6","-140","-29"
"655","0.8","0","1","-29.4","-64","-3","-67.8","-136","-10"
"656","1","1","1","-27.6","-57","-1","-68.8","-133","-8"
"657","0.6","0","1","-37.6","-67","-10","-86.4","-143","-36"
"658","0.8","0","1","-37.6","-65","-18","-81.4","-135","-43"
"659","0.8","0","1","-35.6","-67","-3","-81.8","-133","-14"
"660","0.8","0","1","-27.2","-64","-4","-62.8","-136","-16"
"661","1","1","1","-29.2","-61","-4","-69","-130","-11"
"662","1","1","1","-21.4","-45","-6","-50","-99","-20"
"663","0.8","0","1","-38.4","-69","-2","-83.6","-131","-12"
"664","1","1","1","-17.8","-40","-7","-40.2","-70","-17"
"665","0.4","0","1","-44.2","-69","-3","-96.6","-139","-13"
"666","0.6","0","1","-44.6","-66","-5","-94.4","-137","-19"
"667","0.6","0","1","-54.2","-70","-29","-119.2","-140","-75"
"668","0.8","0","1","-46.2","-66","-25","-94.4","-134","-51"
"669","0.8","0","1","-45.2","-62","-10","-101.2","-138","-30"
"670","0.6","0","1","-38.8","-66","-4","-88.2","-141","-16"
"671","0.6","0","1","-55.8","-67","-44","-120.2","-137","-92"
"672","0.8","0","1","-49.6","-63","-26","-109.6","-137","-61"
"673","0.6","0","1","-51.2","-68","-33","-105.8","-135","-72"
"674","0.8","0","1","-44.2","-68","-6","-92.6","-132","-22"
"675","0.8","0","1","-41.6","-64","-13","-94.2","-136","-32"
"676","0.4","0","1","-45.8","-66","-6","-99.6","-138","-17"
"677","1","1","1","-27.6","-44","-7","-65.8","-106","-20"
"678","0.8","0","1","-37.4","-65","-15","-85.2","-135","-40"
"679","1","1","1","-35.4","-58","-2","-84","-136","-15"
"680","1","1","1","-41.6","-58","-16","-88.8","-129","-38"
"681","0.8","0","1","-34.4","-65","-1","-76.2","-135","-7"
"682","0.8","0","1","-45.6","-64","-32","-100.8","-136","-78"
"683","1","1","1","-25.8","-34","-9","-65","-86","-33"
"684","0.8","0","1","-47.2","-67","-29","-100.2","-137","-64"
"685","0.6","0","1","-45.8","-70","-30","-95","-137","-58"
"686","0.6","0","1","-45.2","-67","-22","-99","-136","-53"
"687","1","1","1","-30.6","-55","-9","-68","-116","-21"
"688","0.6","0","1","-30.4","-64","-1","-68.8","-136","-6"
"689","0.8","0","1","-32","-63","-15","-69","-137","-36"
"690","0.8","0","1","-42.8","-63","-14","-94.8","-137","-30"
"691","1","1","1","-31.8","-54","-11","-71.8","-125","-23"
"692","0.8","0","1","-40.6","-64","-17","-93","-136","-51"
"693","0.8","0","1","-42.4","-63","-25","-92.6","-137","-74"
"694","0.8","0","1","-32.6","-58","-8","-77.6","-142","-26"
"695","0.8","0","1","-38","-67","-16","-85","-133","-42"
"696","0.8","0","1","-30","-65","-2","-66.2","-135","-12"
"697","0.6","0","1","-45.8","-65","-21","-101.8","-137","-55"
"698","1","1","1","-49","-58","-35","-103.6","-122","-76"
"699","0.8","0","1","-32.2","-64","-8","-72","-136","-15"
"700","0.2","0","1","-56.2","-71","-13","-116","-137","-48"
"701","0.8","0","1","-36","-62","-4","-86.8","-138","-21"
"702","0.8","0","1","-43","-66","-15","-97.6","-143","-33"
"703","0.8","0","1","-42.2","-68","-27","-90.2","-132","-60"
"704","1","1","1","-30.2","-60","-4","-70","-133","-17"
"705","0.8","0","1","-41.6","-66","-11","-93.8","-134","-33"
"706","0.8","0","1","-42.4","-62","-4","-89.8","-138","-15"
"707","1","1","1","-39.6","-60","-6","-86.8","-132","-12"
"708","0.8","0","1","-31.8","-64","-12","-72.8","-136","-38"
"709","0.8","0","1","-34","-61","-17","-80","-139","-38"
"710","0.8","0","1","-38","-65","-9","-89.6","-135","-22"
"711","0.8","0","1","-43.2","-65","-19","-95","-135","-48"
"712","0.6","0","1","-42.8","-64","-7","-98.4","-140","-26"
"713","0.8","0","1","-28.6","-65","-12","-67","-135","-33"
"714","1","1","1","-29.4","-63","-3","-70","-136","-13"
"715","0.6","0","1","-43.4","-64","-18","-96.6","-140","-45"
"716","1","1","1","-20.6","-41","-3","-52","-96","-16"
"717","0.6","0","1","-44.2","-65","-22","-96.4","-137","-46"
"718","0.8","0","1","-29.8","-62","-8","-68.8","-138","-21"
"719","0.8","0","1","-51.2","-63","-34","-107.6","-137","-79"
"720","1","1","1","-28.8","-57","-3","-66.8","-117","-10"
"721","0.8","0","1","-29.2","-66","-5","-65.6","-134","-16"
"722","1","1","1","-25.6","-48","-3","-55.2","-94","-12"
"723","1","1","1","-28","-51","-6","-64.8","-120","-16"
"724","0.8","0","1","-31.6","-64","0","-75.4","-139","-8"
"725","0.6","0","1","-51","-67","-27","-110.8","-138","-65"
"726","0.8","0","1","-40.2","-64","-16","-88","-136","-37"
"727","0.8","0","1","-25.6","-67","-9","-58.4","-133","-22"
"728","0.8","0","1","-42","-67","-13","-92.4","-136","-28"
"729","1","1","1","-26.6","-34","-18","-65.6","-85","-48"
"730","1","1","1","-13.8","-29","-1","-34.8","-63","-10"
"731","0.8","0","1","-37.2","-65","-7","-81.6","-135","-21"
"732","1","1","1","-30.4","-49","-7","-69.4","-108","-18"
"733","1","1","1","-33.8","-42","-10","-81.8","-107","-21"
"734","0.8","0","1","-46.2","-66","-14","-100.2","-134","-28"
"735","0.8","0","1","-32.4","-64","-4","-79.4","-136","-18"
"736","1","1","1","-43.2","-60","-14","-98.6","-136","-42"
"737","0.8","0","1","-36.6","-67","-19","-82.4","-133","-47"
"738","0.6","0","1","-40.2","-66","-6","-85","-136","-15"
"739","1","1","1","-24.4","-37","-9","-59.6","-80","-28"
"740","1","1","1","-36.4","-59","-17","-82.4","-129","-39"
"741","1","1","1","-22.8","-42","-9","-60.8","-113","-24"
"742","0.6","0","1","-32.2","-65","-6","-72.2","-137","-21"
"743","0.8","0","1","-33.2","-65","-10","-78.6","-135","-29"
"744","0.8","0","1","-50.4","-68","-10","-108.2","-132","-30"
"745","1","1","1","-27","-51","-3","-60.8","-111","-10"
"746","0.8","0","1","-37.4","-64","-16","-84.4","-136","-35"
"747","0.8","0","1","-51.2","-64","-34","-115.2","-140","-77"
"748","0.6","0","1","-45","-66","-16","-94","-135","-32"
"749","1","1","1","-12.6","-27","0","-32.4","-59","-7"
"750","0.6","0","1","-44.6","-65","-22","-94.8","-137","-44"
"751","0.8","0","1","-44.2","-65","-23","-98.6","-135","-56"
"752","1","1","1","-42.4","-59","-13","-97.6","-133","-42"
"753","0.8","0","1","-53.4","-64","-40","-118.6","-136","-89"
"754","1","1","1","-16.2","-28","-2","-41.4","-72","-12"
"755","1","1","1","-30.4","-52","-8","-70.8","-117","-23"
"756","1","1","1","-26.8","-39","-19","-66.2","-91","-48"
"757","0.8","0","1","-23.8","-62","-2","-59.6","-138","-20"
"758","1","1","1","-27.6","-51","-5","-73.6","-132","-21"
"759","0.8","0","1","-34","-65","-3","-74.6","-135","-15"
"760","1","1","1","-29.2","-51","-1","-65.6","-116","-8"
"761","0.8","0","1","-35.2","-65","-8","-81","-135","-28"
"762","1","1","1","-50.8","-66","-34","-106.4","-119","-80"
"763","1","1","1","-20.4","-40","-9","-48.8","-89","-28"
"764","0.8","0","1","-35.6","-66","-6","-81.4","-134","-23"
"765","0.8","0","1","-44","-68","-21","-93.6","-132","-49"
"766","1","1","1","-22.8","-57","-9","-57.6","-122","-24"
"767","1","1","1","-42.6","-61","-17","-92","-126","-36"
"768","0.8","0","1","-38.6","-61","-18","-91","-139","-49"
"769","0.6","0","1","-45.6","-67","-27","-99.2","-134","-73"
"770","0.6","0","1","-34","-65","-1","-75.2","-135","-7"
"771","0.8","0","1","-35.6","-63","-10","-81.6","-137","-33"
"772","1","1","1","-37.2","-62","-6","-81","-134","-17"
"773","0.6","0","1","-38.4","-68","-6","-91.4","-142","-21"
"774","0.4","0","1","-50","-70","-12","-104","-134","-27"
"775","1","1","1","-23.4","-34","-3","-51","-78","-15"
"776","1","1","1","-13.4","-31","-1","-34.4","-85","-7"
"777","1","1","1","-25.4","-38","-5","-60.4","-76","-19"
"778","0.8","0","1","-45.4","-64","-16","-103.2","-136","-44"
"779","0.8","0","1","-35.4","-64","-6","-82.2","-136","-25"
"780","1","1","1","-27","-46","0","-64.6","-96","-7"
"781","1","1","1","-34","-45","-19","-79.6","-113","-44"
"782","0.8","0","1","-37.8","-68","-3","-83.2","-135","-12"
"783","1","1","1","-31.2","-55","-19","-71.8","-115","-44"
"784","1","1","1","-40.6","-58","-9","-88","-121","-25"
"785","1","1","1","-30.6","-52","-13","-72.6","-116","-37"
"786","1","1","1","-20.4","-39","-4","-50.4","-93","-12"
"787","1","1","1","-46.6","-60","-23","-98.4","-129","-50"
"788","0.6","0","1","-35.8","-64","-8","-81.4","-141","-22"
"789","0.8","0","1","-37.2","-65","-11","-86.2","-135","-36"
"790","0.8","0","1","-32","-64","-3","-70.4","-136","-11"
"791","0.6","0","1","-42.8","-67","-11","-88","-135","-23"
"792","0.4","0","1","-47.2","-68","-2","-99.4","-135","-11"
"793","0.6","0","1","-43.6","-67","-13","-93.4","-134","-39"
"794","1","1","1","-34.8","-54","-15","-75.6","-117","-28"
"795","1","1","1","-20.6","-52","-5","-49.4","-120","-13"
"796","0.6","0","1","-42.8","-64","-1","-94","-136","-9"
"797","0.6","0","1","-50","-66","-19","-107.2","-137","-41"
"798","0.6","0","1","-47","-66","-18","-102.6","-134","-53"
"799","1","1","1","-30.8","-55","-8","-73","-126","-32"
"800","0.8","0","1","-45","-58","-30","-102.4","-142","-61"
"801","1","1","1","-31","-55","-12","-71","-115","-33"
"802","0.8","0","1","-38.4","-69","0","-83.8","-131","-9"
"803","0.8","0","1","-37.8","-62","-1","-83.6","-138","-10"
"804","1","1","1","-35.4","-52","-8","-85.4","-104","-28"
"805","1","1","1","-24.2","-41","-7","-54.6","-82","-26"
"806","1","1","1","-12.2","-19","-7","-32","-57","-14"
"807","0.6","0","1","-32","-70","-5","-64.4","-132","-17"
"808","0.8","0","1","-21.8","-63","-1","-53.4","-137","-7"
"809","1","1","1","-39.6","-51","-5","-89.8","-113","-19"
"810","1","1","1","-23","-37","-4","-53.6","-79","-28"
"811","0.8","0","1","-43.2","-67","-33","-91","-133","-77"
"812","0.6","0","1","-47.6","-65","-2","-101.6","-136","-8"
"813","1","1","1","-19.8","-32","-3","-51.8","-85","-17"
"814","1","1","1","-32","-50","-8","-76.4","-117","-25"
"815","1","1","1","-29.6","-55","-7","-72.8","-128","-28"
"816","0.6","0","1","-42.2","-66","-10","-91.4","-134","-28"
"817","0.6","0","1","-48.4","-63","-20","-105.8","-137","-51"
"818","1","1","1","-26.8","-60","-7","-70.2","-134","-25"
"819","1","1","1","-33.6","-54","-20","-72.8","-122","-43"
"820","1","1","1","-34","-56","-18","-80.4","-132","-47"
"821","1","1","1","-28.6","-58","-12","-66.4","-120","-30"
