"Step","Reacher-Baseline_1757856680 - ep_info/Target1","Reacher-Baseline_1757856680 - ep_info/Target1__MIN","Reacher-Baseline_1757856680 - ep_info/Target1__MAX"
"1024","332.86813214502763","332.86813214502763","332.86813214502763"
"2048","402.28972803197394","402.28972803197394","402.28972803197394"
"3072","193.95996838016436","193.95996838016436","193.95996838016436"
"4096","318.9776307697175","318.9776307697175","318.9776307697175"
"5120","322.9942472981638","322.9942472981638","322.9942472981638"
"6144","394.8424321653438","394.8424321653438","394.8424321653438"
"7168","270.497106451774","270.497106451774","270.497106451774"
"8192","183.37261998452868","183.37261998452868","183.37261998452868"
"9216","285.61951407423476","285.61951407423476","285.61951407423476"
"10240","365.9034505253512","365.9034505253512","365.9034505253512"
"11264","297.06552643480245","297.06552643480245","297.06552643480245"
"12288","309.04816007975023","309.04816007975023","309.04816007975023"
"13312","347.1729171249526","347.1729171249526","347.1729171249526"
"14336","195.77338799485005","195.77338799485005","195.77338799485005"
"15360","340.68968944346125","340.68968944346125","340.68968944346125"
"16384","265.99635534349363","265.99635534349363","265.99635534349363"
"17408","241.04348451520855","241.04348451520855","241.04348451520855"
"18432","275.6991131491959","275.6991131491959","275.6991131491959"
"19456","321.60138304153224","321.60138304153224","321.60138304153224"
"20480","312.5819662513095","312.5819662513095","312.5819662513095"
"21504","162.033267251506","162.033267251506","162.033267251506"
"22528","307.8904025561642","307.8904025561642","307.8904025561642"
"23552","411.82380050071515","411.82380050071515","411.82380050071515"
"24576","209.42805804824457","209.42805804824457","209.42805804824457"
"25600","200.4134356813738","200.4134356813738","200.4134356813738"
"26624","234.0422847501468","234.0422847501468","234.0422847501468"
"27648","391.76512618223205","391.76512618223205","391.76512618223205"
"28672","348.71555412450107","348.71555412450107","348.71555412450107"
"29696","311.25346482439636","311.25346482439636","311.25346482439636"
"30720","377.38011101202574","377.38011101202574","377.38011101202574"
"31744","281.95662154781166","281.95662154781166","281.95662154781166"
"32768","360.9721215151949","360.9721215151949","360.9721215151949"
"33792","207.51218006276736","207.51218006276736","207.51218006276736"
"34816","207.4607403484406","207.4607403484406","207.4607403484406"
"35840","285.74586771725444","285.74586771725444","285.74586771725444"
"36864","180.27920037228614","180.27920037228614","180.27920037228614"
"37888","266.63410035992274","266.63410035992274","266.63410035992274"
"38912","213.35969222558197","213.35969222558197","213.35969222558197"
"39936","158.04541885229992","158.04541885229992","158.04541885229992"
"40960","373.53005424822913","373.53005424822913","373.53005424822913"
"41984","395.77001321167336","395.77001321167336","395.77001321167336"
"43008","286.50971006491454","286.50971006491454","286.50971006491454"
"44032","250.62730530806584","250.62730530806584","250.62730530806584"
