"Step","Reacher-Dylam_1758023347 - ep_info/Target2","Reacher-Dylam_1758023347 - ep_info/Target2__MIN","Reacher-Dylam_1758023347 - ep_info/Target2__MAX"
"1024","292.5369120227697","292.5369120227697","292.5369120227697"
"2048","331.5729682104429","331.5729682104429","331.5729682104429"
"3072","570.3359991908073","570.3359991908073","570.3359991908073"
"4096","335.3282884526998","335.3282884526998","335.3282884526998"
"5120","331.9144793562591","331.9144793562591","331.9144793562591"
"6016","575.888069614768","575.888069614768","575.888069614768"
"7040","484.17400601506233","484.17400601506233","484.17400601506233"
"8064","323.0636046072468","323.0636046072468","323.0636046072468"
"9088","349.8573134597391","349.8573134597391","349.8573134597391"
"10112","556.6525691747665","556.6525691747665","556.6525691747665"
"11008","511.5156993418932","511.5156993418932","511.5156993418932"
"12032","567.4378977715969","567.4378977715969","567.4378977715969"
"13056","309.78166463878006","309.78166463878006","309.78166463878006"
"14080","508.93927689269185","508.93927689269185","508.93927689269185"
"15104","545.4255298376083","545.4255298376083","545.4255298376083"
"16000","570.1163036376238","570.1163036376238","570.1163036376238"
"17024","354.9058609586209","354.9058609586209","354.9058609586209"
"18048","346.0459465533495","346.0459465533495","346.0459465533495"
"19072","295.1636803440633","295.1636803440633","295.1636803440633"
"20096","376.5185848143883","376.5185848143883","376.5185848143883"
"21120","448.3737423270941","448.3737423270941","448.3737423270941"
"22016","246.1762344095623","246.1762344095623","246.1762344095623"
"23040","234.66535872267195","234.66535872267195","234.66535872267195"
"24064","473.6991718709469","473.6991718709469","473.6991718709469"
"25088","347.5108830332756","347.5108830332756","347.5108830332756"
"26112","601.7895139753819","601.7895139753819","601.7895139753819"
"27008","407.3776349723339","407.3776349723339","407.3776349723339"
"28032","321.235594086349","321.235594086349","321.235594086349"
"29056","516.570738941431","516.570738941431","516.570738941431"
"30080","229.0450678213674","229.0450678213674","229.0450678213674"
"31104","551.5925372242928","551.5925372242928","551.5925372242928"
"32000","259.3256906933384","259.3256906933384","259.3256906933384"
"33024","300.1670702137053","300.1670702137053","300.1670702137053"
"34048","465.87225736677647","465.87225736677647","465.87225736677647"
"35072","412.09300369024277","412.09300369024277","412.09300369024277"
"36096","385.31789007689804","385.31789007689804","385.31789007689804"
"37120","543.9061052501202","543.9061052501202","543.9061052501202"
"38016","479.967836946249","479.967836946249","479.967836946249"
"39040","281.0504422946833","281.0504422946833","281.0504422946833"
"40064","236.85714690876011","236.85714690876011","236.85714690876011"
"41088","259.0378061453812","259.0378061453812","259.0378061453812"
"42112","258.84055506344885","258.84055506344885","258.84055506344885"
"43008","485.3443731665611","485.3443731665611","485.3443731665611"
"44032","292.0363411717117","292.0363411717117","292.0363411717117"
"45056","287.3964587133378","287.3964587133378","287.3964587133378"
"46080","408.11649341881275","408.11649341881275","408.11649341881275"
"47104","451.61102002859116","451.61102002859116","451.61102002859116"
"48000","277.990914120106","277.990914120106","277.990914120106"
"49024","579.7645551115274","579.7645551115274","579.7645551115274"
"50048","485.90361976623535","485.90361976623535","485.90361976623535"
"51072","234.62973004070227","234.62973004070227","234.62973004070227"
"52096","389.85723202861845","389.85723202861845","389.85723202861845"
"53120","451.9886108338833","451.9886108338833","451.9886108338833"
"54016","513.7495232820511","513.7495232820511","513.7495232820511"
"55040","309.69894632697105","309.69894632697105","309.69894632697105"
"56064","563.114114433527","563.114114433527","563.114114433527"
"57088","350.79576548933983","350.79576548933983","350.79576548933983"
"58112","547.0366186797619","547.0366186797619","547.0366186797619"
"59008","281.0253887642175","281.0253887642175","281.0253887642175"
"60032","403.3441503047943","403.3441503047943","403.3441503047943"
"61056","614.5223471522331","614.5223471522331","614.5223471522331"
"62080","326.85305246303324","326.85305246303324","326.85305246303324"
"63104","562.5091181397438","562.5091181397438","562.5091181397438"
"64000","446.6196565926075","446.6196565926075","446.6196565926075"
"65024","304.81550373882055","304.81550373882055","304.81550373882055"
"66048","326.7631474882364","326.7631474882364","326.7631474882364"
"67072","414.519868016243","414.519868016243","414.519868016243"
"68096","584.6246993839741","584.6246993839741","584.6246993839741"
"69120","389.383134663105","389.383134663105","389.383134663105"
"70016","574.2700325846672","574.2700325846672","574.2700325846672"
"71040","464.84224942326546","464.84224942326546","464.84224942326546"
"72064","291.0610957182944","291.0610957182944","291.0610957182944"
"73088","303.4178026728332","303.4178026728332","303.4178026728332"
"74112","300.39810371398926","300.39810371398926","300.39810371398926"
"75008","331.39005380123854","331.39005380123854","331.39005380123854"
"76032","348.68416549265385","348.68416549265385","348.68416549265385"
"77056","283.2153322547674","283.2153322547674","283.2153322547674"
"78080","299.3145612180233","299.3145612180233","299.3145612180233"
