"obj_0","obj_1","obj_2","obj_3"
"-50","-50","-50","40"
"-50","-50","40","-50"
"-50","40","-50","-50"
"0.32972483543213454","29.795532965604217","13.408538488699124","7.476644387766719"
"0.6397409485601847","30.73054177062586","12.26596090234816","8.901706458069384"
"1.3406727990352374","29.589208489824088","13.872549998983741","8.129957499541343"
"2.1048626232659444","26.347461951766164","16.32768287047744","5.7475358056616095"
"2.9156441263753097","28.76078027425334","16.153165724873542","8.100597441904247"
"3.439598827343732","25.98008826866746","19.289021910130977","5.679373131326866"
"3.562362667409043","26.56057098634541","15.459289343224881","8.806860452805122"
"3.975385088375863","25.406782701332123","10.336903604845975","14.940168915316463"
"4.624202936157817","23.906806935779752","9.469575452208755","17.01798837598413"
"5.07447282718444","26.66730449048802","14.489162634164096","12.008948898725212"
"5.519776887964344","25.665530080646278","13.056601220995944","14.02664515990764"
"5.788336468274533","26.06245369495824","17.058742646574974","9.873857325911523"
"5.960278358685409","21.663816466890275","8.462670687655919","19.38943692520261"
"6.105296514803631","26.30998927462846","16.239490040279925","10.576038890555502"
"6.118148554427899","25.18761811003089","19.79130720600486","8.14954392565589"
"6.178433971870691","14.75295158525929","3.5125058626121244","25.218060095459222"
"6.348302445258523","26.20938610861078","16.685608592629432","11.067502429671585"
"6.3523697192953525","25.932691621165723","18.190211109519005","9.728907163999974"
"6.436891613680273","23.959626918341964","20.743043887466193","7.174925780985505"
"6.4776939954800765","19.917072555292396","25.1784043982625","3.014489286919124"
"6.5338150261738335","20.7221644397825","8.810104800604641","19.90709451801391"
"6.726699255325802","24.52487479733303","19.56070415943861","8.238581650964916"
"6.987060457728803","25.305470934771","17.606933811306952","11.154644470438361"
"7.132026673760265","23.62670823937282","21.402821960151197","7.475029516518116"
"7.245006743520907","21.032706477139143","23.21370970070362","5.193308503804729"
"7.2986803406891525","21.14275853931904","9.844197303196815","18.833572973497212"
"7.465785173045005","25.22161677820608","15.359645868390798","13.010798590630293"
"7.476670247428119","21.969617932569236","10.630818986520172","18.680325659364463"
"7.592024851711467","24.310535847898574","19.56902767956257","9.373141352497042"
"7.652205587141216","23.65473371228203","12.753846586644649","16.229528501611203"
"7.865488179959357","24.573693089615553","17.860750870108603","11.430686668138952"
"7.906430458580726","22.848087438549847","21.563827557116745","7.587712947130203"
"7.953959410153329","17.685540742767625","27.215704268217088","2.4735623855693483"
"8.03948649648577","22.645745137240738","11.984081147573889","17.767778431922196"
"8.09143999196589","13.366036265790463","3.896200250386901","27.27629204135388"
"8.114021466908344","24.55192472551018","17.571090471595525","11.347529556006194"
"8.11459662547335","23.380437890235335","19.67295884862542","9.954508552979679"
"8.368099753372372","18.59391575116664","8.309662017033078","22.033916536085307"
"8.436058858300266","20.850579114034772","10.737686087623516","18.815461245328187"
"8.439535926096141","23.350800468754024","13.738142896741628","15.866955778673292"
"8.486480886340141","22.794698673393576","21.473828952014447","8.567299315510319"
"8.535947914980351","23.426079083830118","16.613198000490666","13.300066753402353"
"8.558249298259616","23.047459088359027","19.962938676178457","9.500000389106571"
"8.6003994737193","19.793530830349773","25.231136909723283","5.2869092870806345"
"8.60327841900289","23.848108366113156","17.536933166235684","12.461494501164271"
"8.646415549330413","20.20512834401801","10.4381584796682","19.75820842795074"
"8.6490552829206","22.822259240038694","13.540186244249345","16.635891302153468"
"8.706511717103421","21.518232416193932","12.451558788381517","17.598382072197275"
"8.71885800594464","24.06375501755625","16.89850057080388","13.189546345733106"
"8.862673247717321","22.86344952305779","14.54608389992267","15.125753971897065"
"8.966028897873766","22.00153511784971","20.865806298553945","8.913439026242122"
"9.104181129236485","18.301719853803515","26.317475890517233","4.238551542404366"
"9.129137394760455","20.242870409768074","24.04050893932581","6.390115528479218"
"9.163775577790876","16.610977574642746","7.55304790220474","23.56530247939307"
"9.224924103990197","22.78138574289158","19.01176413714886","11.3517961172387"
"9.30625513765961","23.196137713771314","16.318573904335498","14.25497829735279"
"9.35076456155628","18.801315179485826","9.763236403970222","21.255099156945946"
"9.356840995363891","21.75167152317241","12.91405565597117","17.37965681489557"
"9.360561581477523","20.762658543866127","11.15077614493668","19.40509698919952"
"9.511537911854685","21.16001152228564","20.907193188369273","9.546165442802012"
"9.525787666141987","13.231990923397243","4.910541969277619","27.04574104294181"
"9.552248066275551","23.06025928799063","15.815088675245642","14.532816493175924"
"9.599264894127845","22.485239623337986","15.234844605624676","15.685454334057868"
"9.600522157549857","17.82606364643201","8.839107526003955","22.577155036441983"
"9.604146779194334","22.155238544177266","15.538067647125573","14.958081922920247"
"9.623066558912397","12.382672114931047","32.73898152410984","-0.5602980900209105"
"9.63331933666006","22.829172789677976","16.699274243041874","13.6969098848477"
"9.729653984233737","23.04347816783935","17.727652214318514","13.064779101721943"
"9.754763793271268","21.717139376178384","13.655568877272309","16.897269313782452"
"9.768143718540669","21.118772974740715","12.584187624454499","18.570086295083165"
"9.846093110069633","17.567850041557104","27.269877099394797","4.259111517448909"
"9.894449773803354","21.19680862227455","22.553065987229346","8.64459578672424"
"9.8948103563115","17.066162227094175","8.562709498559979","22.768172024562954"
"10.043423316329717","22.1113650868088","19.61108931660652","11.168880916498601"
"10.067127713561058","20.009464593082665","11.550542978718877","19.63531338762492"
"10.076206977926194","20.519645585548133","23.403596116900445","8.056872756490485"
"10.099244466796517","21.214175706394016","13.740389555729926","17.408912460654975"
"10.106374625749886","18.189845715165138","9.978183077764152","21.28641886278987"
"10.117804932519794","21.119058010336012","13.52000733308494","17.792265990264713"
"10.130782654881477","12.386247864468023","30.515941958129407","1.2093978000432253"
"10.165683971550315","22.31530889157206","19.134677054584028","11.694954527206718"
"10.17762386366725","19.66890627194196","11.409913311526179","20.00230698235333"
"10.194149624928832","18.79165046652779","11.449290988855063","20.221984004862605"
"10.433436834812165","19.189325199685992","11.09867878947407","20.616596138179304"
"10.497674060165883","19.501293655000627","11.550128785818815","19.841207413338125"
"10.505803165584803","20.8748187254183","20.978821330964564","10.067895975373686"
"10.533303533568978","13.159785215631127","5.5671317628513295","27.13540771558881"
"10.545775491520763","19.1151272832416","11.292046472150833","20.20434386871755"
"10.711334684342146","20.116578124891966","12.53539013594389","19.195283319614827"
"10.722378015294671","18.55753237299621","11.370089749349281","20.400970275513828"
"10.764982473179698","21.688285765331237","16.254272330403328","15.14629991095513"
"10.771675522439182","7.6390787918679415","34.60692946851253","-3.2356057646518455"
"10.778540004193783","20.20466156609822","13.072348641827702","18.0631931458693"
"10.829269941411912","19.86148596221581","13.068496797699481","17.930738230494317"
"10.890704250857233","21.55878994487226","16.284817023053765","15.044866944141686"
"10.953851181454956","20.80115471592173","14.431142467930913","17.124545360840855"
"10.983850104361773","17.03896085381508","27.433662744164465","5.020852262619883"
"10.99125549696386","17.5045200116653","24.9137306112051","6.784471313739195"
"11.01027248620987","21.178072420265526","18.466091405898332","13.274266717173159"
"11.054879350140691","21.57371241731569","18.877787044346334","12.891368790008128"
"11.111183234080672","21.45497987220064","18.709829379618167","12.85440601039678"
"11.124767103120684","17.94078728919849","10.629218911807984","21.619897358231245"
"11.196143686100841","21.54411246130243","18.630123362243175","13.031766975447535"
"11.20225651703775","21.039140943549572","18.181387809514998","13.064274945342913"
