"Step","env: DQNREACHER - ep_info/Target3","env: DQNREACHER - ep_info/Target3__MIN","env: DQNREACHER - ep_info/Target3__MAX"
"1000","431.52105506439693","431.52105506439693","431.52105506439693"
"2000","424.72083291388117","424.72083291388117","424.72083291388117"
"3000","430.7027850972954","430.7027850972954","430.7027850972954"
"4000","431.3193901134655","431.3193901134655","431.3193901134655"
"5000","431.78775042202324","431.78775042202324","431.78775042202324"
"6000","394.2068064735504","394.2068064735504","394.2068064735504"
"7000","426.7690846095793","426.7690846095793","426.7690846095793"
"8000","438.72211910039186","438.72211910039186","438.72211910039186"
"9000","433.30020293593407","433.30020293593407","433.30020293593407"
"10000","431.9789349325001","431.9789349325001","431.9789349325001"
"11000","363.6899220609921","363.6899220609921","363.6899220609921"
"12000","427.3219081219286","427.3219081219286","427.3219081219286"
"13000","424.7544751111418","424.7544751111418","424.7544751111418"
"14000","430.3074604626745","430.3074604626745","430.3074604626745"
"15000","422.82533288002014","422.82533288002014","422.82533288002014"
"16000","423.6269042957574","423.6269042957574","423.6269042957574"
"17000","430.7306614462286","430.7306614462286","430.7306614462286"
"18000","425.88896719552577","425.88896719552577","425.88896719552577"
"19000","429.49298789235763","429.49298789235763","429.49298789235763"
"20000","422.87032705079764","422.87032705079764","422.87032705079764"
"21000","439.673941006884","439.673941006884","439.673941006884"
"22000","440.88632299378514","440.88632299378514","440.88632299378514"
"23000","417.9953346007969","417.9953346007969","417.9953346007969"
"24000","421.06706589553505","421.06706589553505","421.06706589553505"
"25000","426.6976263206452","426.6976263206452","426.6976263206452"
"26000","408.51208771113306","408.51208771113306","408.51208771113306"
"27000","431.18549438007176","431.18549438007176","431.18549438007176"
"28000","427.3985883719288","427.3985883719288","427.3985883719288"
"29000","428.43257865309715","428.43257865309715","428.43257865309715"
"30000","430.01391471736133","430.01391471736133","430.01391471736133"
"31000","431.3165524881333","431.3165524881333","431.3165524881333"
"32000","430.15983579168096","430.15983579168096","430.15983579168096"
"33000","434.1931805163622","434.1931805163622","434.1931805163622"
"34000","430.0746507756412","430.0746507756412","430.0746507756412"
"35000","429.13104669936","429.13104669936","429.13104669936"
"36000","432.97828699229285","432.97828699229285","432.97828699229285"
"37000","429.3183338996023","429.3183338996023","429.3183338996023"
"38000","428.623329421971","428.623329421971","428.623329421971"
"39000","421.91753251850605","421.91753251850605","421.91753251850605"
"40000","434.96149269957095","434.96149269957095","434.96149269957095"
"41000","434.7327370774001","434.7327370774001","434.7327370774001"
"42000","433.1149563603103","433.1149563603103","433.1149563603103"
"43000","432.9110328759998","432.9110328759998","432.9110328759998"
"44000","430.2089142166078","430.2089142166078","430.2089142166078"
"45000","435.67345586419106","435.67345586419106","435.67345586419106"
"46000","433.41096441447735","433.41096441447735","433.41096441447735"
"47000","429.3123892340809","429.3123892340809","429.3123892340809"
"48000","447.1132131628692","447.1132131628692","447.1132131628692"
"49000","429.0344783272594","429.0344783272594","429.0344783272594"
"50000","430.4426669366658","430.4426669366658","430.4426669366658"
"51000","433.9962225132622","433.9962225132622","433.9962225132622"
"52000","433.70012665726244","433.70012665726244","433.70012665726244"
"53000","433.48268711171113","433.48268711171113","433.48268711171113"
"54000","432.7304694056511","432.7304694056511","432.7304694056511"
"55000","434.0134998001158","434.0134998001158","434.0134998001158"
"56000","433.795437425375","433.795437425375","433.795437425375"
"57000","439.9265675973147","439.9265675973147","439.9265675973147"
"58000","451.15246923454106","451.15246923454106","451.15246923454106"
"59000","438.102151123574","438.102151123574","438.102151123574"
"60000","432.6609383840114","432.6609383840114","432.6609383840114"
"61000","427.18876442685723","427.18876442685723","427.18876442685723"
"62000","430.34658307768404","430.34658307768404","430.34658307768404"
"63000","438.5897131450474","438.5897131450474","438.5897131450474"
"64000","432.44399062357843","432.44399062357843","432.44399062357843"
"65000","431.559457460884","431.559457460884","431.559457460884"
"66000","435.5991203933954","435.5991203933954","435.5991203933954"
"67000","425.9270636048168","425.9270636048168","425.9270636048168"
"68000","431.66165922384243","431.66165922384243","431.66165922384243"
"69000","435.93748776242137","435.93748776242137","435.93748776242137"
"70000","428.13502014428377","428.13502014428377","428.13502014428377"
"71000","433.36922243237495","433.36922243237495","433.36922243237495"
"72000","433.42182941455394","433.42182941455394","433.42182941455394"
"73000","431.80337016284466","431.80337016284466","431.80337016284466"
"74000","432.8507809508592","432.8507809508592","432.8507809508592"
"75000","431.80000342428684","431.80000342428684","431.80000342428684"
"76000","432.3089564703405","432.3089564703405","432.3089564703405"
"77000","433.2487921528518","433.2487921528518","433.2487921528518"
"78000","429.76378179341555","429.76378179341555","429.76378179341555"
"79000","431.13227049447596","431.13227049447596","431.13227049447596"
"80000","427.2379348501563","427.2379348501563","427.2379348501563"
"81000","426.4191728142323","426.4191728142323","426.4191728142323"
"82000","429.4148963429034","429.4148963429034","429.4148963429034"
"83000","434.8668736871332","434.8668736871332","434.8668736871332"
"84000","432.5223864931613","432.5223864931613","432.5223864931613"
"85000","428.6235497468151","428.6235497468151","428.6235497468151"
"86000","429.09446537308395","429.09446537308395","429.09446537308395"
"87000","432.9278171546757","432.9278171546757","432.9278171546757"
"88000","433.7107409592718","433.7107409592718","433.7107409592718"
"89000","433.2772336602211","433.2772336602211","433.2772336602211"
"90000","431.99197354726493","431.99197354726493","431.99197354726493"
"91000","431.82179367356","431.82179367356","431.82179367356"
"92000","432.0222241692245","432.0222241692245","432.0222241692245"
"93000","432.23734771832824","432.23734771832824","432.23734771832824"
"94000","429.823959922418","429.823959922418","429.823959922418"
"95000","426.66941663250327","426.66941663250327","426.66941663250327"
"96000","428.1709432285279","428.1709432285279","428.1709432285279"
"97000","431.78311713039875","431.78311713039875","431.78311713039875"
"98000","433.70302545651793","433.70302545651793","433.70302545651793"
"99000","431.3231833130121","431.3231833130121","431.3231833130121"
"100000","431.9759330973029","431.9759330973029","431.9759330973029"
"101000","432.60499443486333","432.60499443486333","432.60499443486333"
"102000","432.7214206622448","432.7214206622448","432.7214206622448"
"103000","432.09383388608694","432.09383388608694","432.09383388608694"
"104000","429.9932804554701","429.9932804554701","429.9932804554701"
"105000","430.5774927707389","430.5774927707389","430.5774927707389"
"106000","431.82153231464326","431.82153231464326","431.82153231464326"
"107000","430.0895227063447","430.0895227063447","430.0895227063447"
"108000","428.5459003224969","428.5459003224969","428.5459003224969"
