"Step","Reacher-Dylam_1758023347 - ep_info/Target1","Reacher-Dylam_1758023347 - ep_info/Target1__MIN","Reacher-Dylam_1758023347 - ep_info/Target1__MAX"
"1024","442.31093885935843","442.31093885935843","442.31093885935843"
"2048","369.5393351643579","369.5393351643579","369.5393351643579"
"3072","425.2716585379094","425.2716585379094","425.2716585379094"
"4096","417.2964250985533","417.2964250985533","417.2964250985533"
"5120","441.40641394630075","441.40641394630075","441.40641394630075"
"6016","589.638707889244","589.638707889244","589.638707889244"
"7040","248.1917597004358","248.1917597004358","248.1917597004358"
"8064","606.5820106808096","606.5820106808096","606.5820106808096"
"9088","394.01279618032277","394.01279618032277","394.01279618032277"
"10112","513.6085351090878","513.6085351090878","513.6085351090878"
"11008","578.1619187947363","578.1619187947363","578.1619187947363"
"12032","583.1013827174902","583.1013827174902","583.1013827174902"
"13056","407.96055803092895","407.96055803092895","407.96055803092895"
"14080","600.6385224554688","600.6385224554688","600.6385224554688"
"15104","524.9581173975021","524.9581173975021","524.9581173975021"
"16000","342.3647039271891","342.3647039271891","342.3647039271891"
"17024","289.21794524695724","289.21794524695724","289.21794524695724"
"18048","380.875793421641","380.875793421641","380.875793421641"
"19072","350.75416920892894","350.75416920892894","350.75416920892894"
"20096","382.9745899923146","382.9745899923146","382.9745899923146"
"21120","309.9048157003708","309.9048157003708","309.9048157003708"
"22016","473.49660522304475","473.49660522304475","473.49660522304475"
"23040","544.5374332498759","544.5374332498759","544.5374332498759"
"24064","264.46376196295023","264.46376196295023","264.46376196295023"
"25088","521.1914200410247","521.1914200410247","521.1914200410247"
"26112","424.8124147988856","424.8124147988856","424.8124147988856"
"27008","542.5557532180101","542.5557532180101","542.5557532180101"
"28032","398.86324841715395","398.86324841715395","398.86324841715395"
"29056","249.47271092847222","249.47271092847222","249.47271092847222"
"30080","438.1472420860082","438.1472420860082","438.1472420860082"
"31104","398.08222461200785","398.08222461200785","398.08222461200785"
"32000","241.92511241911416","241.92511241911416","241.92511241911416"
"33024","489.4771181065589","489.4771181065589","489.4771181065589"
"34048","321.50066295824945","321.50066295824945","321.50066295824945"
"35072","522.5210647583008","522.5210647583008","522.5210647583008"
"36096","411.0026425961405","411.0026425961405","411.0026425961405"
"37120","594.3228956293315","594.3228956293315","594.3228956293315"
"38016","282.5329501014203","282.5329501014203","282.5329501014203"
"39040","521.5335781984031","521.5335781984031","521.5335781984031"
"40064","586.7245163777843","586.7245163777843","586.7245163777843"
"41088","590.2081240266562","590.2081240266562","590.2081240266562"
"42112","318.224708866328","318.224708866328","318.224708866328"
"43008","338.62836647592485","338.62836647592485","338.62836647592485"
"44032","447.7910978849977","447.7910978849977","447.7910978849977"
"45056","574.235284851864","574.235284851864","574.235284851864"
"46080","340.7507990151644","340.7507990151644","340.7507990151644"
"47104","277.7438194093993","277.7438194093993","277.7438194093993"
"48000","268.22891831211746","268.22891831211746","268.22891831211746"
"49024","556.7441147714853","556.7441147714853","556.7441147714853"
"50048","384.9195047225803","384.9195047225803","384.9195047225803"
"51072","394.34918545372784","394.34918545372784","394.34918545372784"
"52096","387.7177908718586","387.7177908718586","387.7177908718586"
"53120","276.1882407013327","276.1882407013327","276.1882407013327"
"54016","490.1995915900916","490.1995915900916","490.1995915900916"
"55040","500.20178177347407","500.20178177347407","500.20178177347407"
"56064","487.5072285756469","487.5072285756469","487.5072285756469"
"57088","505.32610202766955","505.32610202766955","505.32610202766955"
"58112","362.5659979172051","362.5659979172051","362.5659979172051"
"59008","407.75832752510905","407.75832752510905","407.75832752510905"
"60032","309.627160621807","309.627160621807","309.627160621807"
"61056","563.5178108755499","563.5178108755499","563.5178108755499"
"62080","252.33967440531706","252.33967440531706","252.33967440531706"
"63104","424.33684449642897","424.33684449642897","424.33684449642897"
"64000","406.1977796815336","406.1977796815336","406.1977796815336"
"65024","602.05255709216","602.05255709216","602.05255709216"
"66048","488.291937334463","488.291937334463","488.291937334463"
"67072","281.18858802411705","281.18858802411705","281.18858802411705"
"68096","385.18900936981663","385.18900936981663","385.18900936981663"
"69120","402.4442878039554","402.4442878039554","402.4442878039554"
"70016","450.4542997153476","450.4542997153476","450.4542997153476"
"71040","612.5162491258234","612.5162491258234","612.5162491258234"
"72064","463.6946869175881","463.6946869175881","463.6946869175881"
"73088","367.89717124495655","367.89717124495655","367.89717124495655"
"74112","433.5128752477467","433.5128752477467","433.5128752477467"
"75008","339.4290602905676","339.4290602905676","339.4290602905676"
"76032","431.5092808753252","431.5092808753252","431.5092808753252"
"77056","587.5766019839793","587.5766019839793","587.5766019839793"
"78080","572.008544543758","572.008544543758","572.008544543758"
"79104","247.9629876173276","247.9629876173276","247.9629876173276"
"80000","394.87753967847675","394.87753967847675","394.87753967847675"
"81024","310.51906868070364","310.51906868070364","310.51906868070364"
"82048","216.1832552062915","216.1832552062915","216.1832552062915"
"83072","279.467790145427","279.467790145427","279.467790145427"
